ID,LightParamID,Time,DirectColor,AmbientColor,SkyTopColor,SkyMiddleColor,SkyBand1Color,SkyBand2Color,SkySmogColor,SkyFogColor,SunColor,CloudSunColor,CloudEmissiveColor,CloudLayer1AmbientColor,CloudLayer2AmbientColor,OceanCloseColor,OceanFarColor,RiverCloseColor,RiverFarColor,ShadowOpacity,FogEnd,FogScaler,FogDensity,FogHeight,FogHeightScaler,FogHeightDensity,FogZScalar,MainFogStartDist,MainFogEndDist,SunFogAngle,CloudDensity,ColorGradingFileDataID,DarkerColorGradingFileDataID,HorizonAmbientColor,GroundAmbientColor,EndFogColor,EndFogColorDistance,FogStartOffset,SunFogColor,SunFogStrength,FogHeightColor,EndFogHeightColor,Field_10_0_0_44649_042,Field_12_0_0_63854_043,Field_1_60_1_69876_045,Field_1_60_1_69876_046,Field_1_60_1_69876_047,Field_1_60_1_69876_048,Field_1_60_1_69876_049,Field_1_60_1_69876_050,Field_1_60_1_69876_051,Field_1_60_1_69876_052,Field_1_60_1_69876_053,Field_1_60_1_69876_054,Field_1_60_1_69876_055,Field_1_60_1_69876_056,Field_1_60_1_69876_057,Field_1_60_1_69876_058,Field_1_60_1_69876_059,FogHeightCoefficients[0],FogHeightCoefficients[1],FogHeightCoefficients[2],FogHeightCoefficients[3],MainFogCoefficients[0],MainFogCoefficients[1],MainFogCoefficients[2],MainFogCoefficients[3],HeightDensityFogCoeff[0],HeightDensityFogCoeff[1],HeightDensityFogCoeff[2],HeightDensityFogCoeff[3]
70147,7222,540,9990725,5658198,0,8595200,15369268,16733696,9055488,7349506,16767661,7804672,0,10437648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5,1,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
70148,7222,660,9990985,5658198,0,9710592,15566903,16733696,9055488,7546114,16767918,7934976,0,10437648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0
70150,7222,840,9926223,5658198,0,11350784,15830844,16733696,9055488,7808514,16768176,8065024,0,10437648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0
70151,7222,960,9926482,5658198,0,12400384,16028479,16733696,9055488,8005122,16768178,8129792,0,10437648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0
70152,7222,1440,9928290,5658198,0,16730624,16753996,16733696,9055488,8726786,16768952,8585728,0,10437648,0,0,0,0,0,0,28000,0,0,0,0,0,0,0,0,1,0.5,8248426,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
70153,7222,1800,9926998,5658198,0,13515776,16226370,16733696,9055488,8201986,16768435,8260096,0,10437648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
70154,7222,2040,9926223,5658198,0,11350784,15830844,16733696,9055488,7808514,16768176,8065024,0,10437648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1.5,1,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0
70157,7222,2480,9990209,5658198,0,7479808,15236912,16733696,9055488,7218178,16767403,7674624,0,10437648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0
70159,7222,2580,9989950,5658198,0,6561280,15039278,16733696,9055488,7021570,16767402,7609600,0,10437648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5,1,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
70171,7224,0,4739931,12900,0,0,1394774,1661533,2180676,2699826,14808063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7752809,0,0,0,1,1,0,1.5,1.6,0.3,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70173,7224,540,4739931,13095121,9017,1916483,5196616,7755059,9857320,2699826,16773841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.47191012,0,0,0,1,1,0,1.5,1.6,0.3,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70174,7224,660,16741376,9549514,11335,2313298,6048837,9131049,11628578,2699826,16777215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.75,0,0,0,1,1,0,1.5,1.6,0.3,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70176,7224,840,16741376,9549514,2707299,3561562,6311238,8803117,12222004,2699826,16777215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.75,0,0,0,1,1,0,1.5,1.6,0.3,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70177,7224,960,15370000,9549514,5533561,4545626,6114632,7688757,11896649,2699826,16776180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6181818,0,0,0,1,1,0,1.5,1.6,0.3,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70178,7224,1440,15370000,4938076,16772306,8810845,5526098,3493466,10793120,2699826,16511449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.09090909,0,0,0,1,1,0,1.5,1.6,0.3,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70179,7224,1800,14385465,4938076,11384492,8350043,6443851,5590600,11968891,2699826,16511449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6363636,0,0,0,1,1,0,1.5,1.6,0.3,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70180,7224,2040,13468230,4938076,7770771,8086362,7033926,6966844,12752738,2699826,16511449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1.5,1.6,0.3,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70181,7224,2160,13468230,13095121,5996678,7954521,7361604,7622198,13144661,2699826,16773064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1.5,1.6,0.3,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70182,7224,2340,13468230,13095121,3303027,7756889,7820609,8670765,13732675,2699826,16511449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1.5,1.6,0.3,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70183,7224,2480,6699025,13095121,1266021,7559513,8214334,9522726,14255413,2699826,16511449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1.5,1.6,0.3,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70185,7224,2580,2109758,13095121,340035,3031886,4870217,5722944,8348986,2699826,16777215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.94382024,0,0,0,1,1,0,1.5,1.6,0.3,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70198,7225,1440,15585684,4614027,36607,36607,36607,36607,36607,0,16777215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.5,1.5,0,1,1.5,0.8,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70199,7226,0,9659412,3944448,0,0,0,0,0,2041639,0,0,0,0,0,0,0,0,0,0,1800,-0.1,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70200,7227,1440,0,0,0,36607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.5,1.5,0,1,1.5,0.8,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70215,7229,0,1461102,2706010,0,6686,12865,1006451,1006451,1006451,13102335,3696528,0,9030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7752809,0,0,0,1.5,1.5,0,1,1,0.7,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70216,7229,540,1461102,1979970,7717,6686,10808,1006451,1006451,1006451,13102335,8491418,0,1653073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.47191012,0,0,0,1.5,1.5,0,1,1,0.7,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70217,7229,660,4425394,2390929,7717,26236,2680575,2680575,2680575,2680575,13102335,9608093,0,2047572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.75,0,0,0,1.5,1.5,0,1,1,0.7,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70218,7229,840,4425394,2390929,7717,26236,2680575,2680575,2680575,2680575,13102335,11250080,0,2573912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.75,0,0,0,1.5,1.5,0,1,1,0.7,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70219,7229,960,4425394,3506594,7717,26236,2680575,2680575,2680575,2680575,13102335,12366755,0,2968410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6181818,0,0,0,1.5,1.5,0,1,1,0.7,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70220,7229,1440,4425394,3116967,7717,26236,2680575,2680575,2680575,2680575,13102335,16767661,0,4481125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.09090909,0,0,0,1.5,1.5,0,1,1,0.7,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70221,7229,1800,4425394,2390929,7717,26236,40627,2680575,2680575,2680575,13102335,16759921,0,7628145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6363636,0,0,0,1.5,1.5,0,1,1,0.7,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70222,7229,2040,4425394,2390929,7717,26236,40627,2680575,2680575,2680575,13102335,16754761,0,9791609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.5,1.5,0,1,1,0.7,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70223,7229,2160,4425394,2390929,7717,26236,40627,2680575,2680575,2680575,13102335,16752182,0,10840701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.5,1.5,0,1,1,0.7,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70224,7229,2340,4425394,2390929,7717,26236,40627,2680575,2680575,2680575,13102335,16748311,0,12479619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.5,1.5,0,1,1,0.7,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70225,7229,2480,4425394,2390929,7717,26236,26742,2680575,2680575,2680575,13102335,16745472,0,13791112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.5,1.5,0,1,1,0.7,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70226,7229,2580,1461102,2706010,7717,6686,12865,1006451,1006451,1006451,13102335,10253639,0,6900071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.94382024,0,0,0,1.5,1.5,0,1,1,0.7,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70249,7236,0,13802366,6760836,2293778,2034203,2034207,7032393,7032393,7032393,15242344,12620204,4598828,6706544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7752809,0,0,0,1,1,0,1.5,1.1,0.3,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70251,7236,540,13802366,6835318,2293778,2034203,2034207,7032393,7032393,7032393,15242344,12620204,4598828,6706544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.47191012,0,0,0,1,1,0,1.5,1.1,0.3,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70252,7236,660,13802366,7953799,2293778,2034203,2034207,7032393,7032393,7032393,15242344,12620204,4598828,6706544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.75,0,0,0,1,1,0,1.5,1.1,0.3,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70254,7236,840,13802366,7953799,2293778,2034203,2034207,7032393,7032393,7032393,15242344,12620204,4598828,6706544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.75,0,0,0,1,1,0,1.5,1.1,0.3,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70255,7236,960,13802366,6636662,2293778,2034203,2034207,7032393,7032393,7032393,15242344,12620204,4598828,6706544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6181818,0,0,0,1,1,0,1.5,1.1,0.3,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70256,7236,1440,13802366,6760836,2293778,2034203,2034207,7032393,7032393,7032393,15242344,12620204,4598828,6706544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.09090909,0,0,0,1,1,0,1.5,1.1,0.3,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70257,7236,1800,13802366,6760836,2293778,2034203,2034207,7032393,7032393,7032393,15242344,12620204,4598828,6706544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6363636,0,0,0,1,1,0,1.5,1.1,0.3,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70258,7236,2040,13802366,6760836,2293778,2034203,2034207,7032393,7032393,7032393,15242344,12620204,4598828,6706544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1.5,1.1,0.3,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70259,7236,2160,13802366,6760836,2293778,2034203,2034207,7032393,7032393,7032393,15242344,12620204,4598828,6706544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1.5,1.1,0.3,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70260,7236,2340,13802366,7953799,2293778,2034203,2034207,7032393,7032393,7032393,15242344,12620204,4598828,6706544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1.5,1.1,0.3,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70261,7236,2480,13802366,7953799,2293778,2034203,2034207,7032393,7032393,7032393,15242344,12620204,4598828,6706544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1.5,1.1,0.3,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70263,7236,2580,13802366,7953799,2293778,2034203,2034207,7032393,7032393,7032393,15242344,12620204,4598828,6706544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.94382024,0,0,0,1,1,0,1.5,1.1,0.3,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70265,7237,0,2109758,2838122,0,0,0,0,7229,7229,16777213,7385055,0,2055289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6,0,0,0,0,0,0,0,0,1,0,0,0,0.7752809,0,0,0,1,1,0,1.8,1,0.8,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70266,7237,540,7499101,3494760,10809,15441,343380,1457753,1457753,1457753,16773841,7385055,0,2055289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6,0,0,0,0,0,0,0,0,1,0,0,0,0.47191012,0,0,0,1,1,0,1.8,1,0.8,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70267,7237,660,16741376,4348021,24460,35988,35988,35988,35988,35988,16777215,7385055,0,2055289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6,0,0,0,0,0,0,0,0,1,0,0,0,0.75,0,0,0,1,1,0,1.8,1,0.8,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70268,7237,840,16741376,4348277,29562,35988,35988,35988,35988,35988,16777215,7385055,0,2055289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6,0,0,0,0,0,0,0,0,1,0,0,0,0.75,0,0,0,1,1,0,1.8,1,0.8,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70269,7237,960,5858157,6187377,12182523,4215646,3358791,3358791,3358791,3358791,16776180,7385055,0,2055289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6,0,0,0,0,0,0,0,0,1,0,0,0,0.6181818,0,0,0,1,1,0,1.8,1,0.8,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70270,7237,1440,5858157,6187377,6983072,4215646,3358791,3358791,3358791,3358791,16511449,7385055,0,2055289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6,0,0,0,0,0,0,0,0,1,0,0,0,0.09090909,0,0,0,1,1,0,1.8,1,0.8,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70271,7237,1800,5858157,6187377,12182523,4215646,3358791,3358791,3358791,3358791,16511449,7385055,0,2055289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6,0,0,0,0,0,0,0,0,1,0,0,0,0.6363636,0,0,0,1,1,0,1.8,1,0.8,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70272,7237,2040,15054701,5793654,16758,26799,1018331,3842535,3842535,3842535,16511449,7385055,0,2055289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1.8,1,0.8,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70273,7237,2160,16741376,7427980,19852,29390,1018331,3842535,3842535,3842535,16773064,7385055,0,2055289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1.8,1,0.8,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70274,7237,2340,16741376,7558019,20840,1343902,1343902,1343902,1343902,1343902,16511449,7385055,0,2055289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1.8,1,0.8,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70275,7237,2480,6699025,4214412,20840,1212577,1343902,1343902,1343902,1343902,16511449,7385055,0,2055289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1.8,1,0.8,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70276,7237,2580,2109758,3168119,0,8514,141129,10058,10575,14702,16777215,7385055,0,2055289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6,0,0,0,0,0,0,0,0,1,0,0,0,0.94382024,0,0,0,1,1,0,1.8,1,0.8,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70295,7241,0,8675403,2241048,0,1581060,1778432,4207616,2893312,3616000,16756583,4604416,0,3675904,0,0,0,0,0,0,10000,0.1,0,0,0,0,0,0,0,1,0,0,0,2768414,395524,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0.6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
70300,7241,1440,11174489,2967040,3017216,11098368,14057246,16756287,10708763,10708242,16774104,13139768,0,3675904,0,0,0,0,0,0,10000,-0.1,0,0,0,0,0,0,0,1,0,8248426,0,4351488,527616,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1.2,0.6,0,0,0,0,0.6,2,0,0,0,0,0,0,0,0,0,0,0,0
70307,7242,0,7231050,5658198,13595563,11093022,13452288,16734464,16737280,6103040,16763310,14496256,0,16015616,0,0,0,0,0,0,28000,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
70308,7242,540,7624520,5658198,13595563,11093022,13452288,16734464,16737280,6628096,16754812,14496256,0,16015616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5,1,1,1.15,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
70309,7242,660,7755592,5658198,13595563,11093022,13452288,16734464,16737280,6759424,16767945,14496256,0,16015616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1.1833333,0,0,0,0,0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0
70310,7242,840,7886920,5658198,13595563,11093022,13452288,16734464,16737280,6956288,16767945,14496256,0,16015616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,1.2333333,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0
70311,7242,960,7952456,5658198,13595563,11093022,13452288,16734464,16737280,7087616,16765113,14496256,0,16015616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,1.2666667,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0
70312,7242,1440,8411719,5658198,13595563,11093022,13452288,16734464,16737280,7678464,16754812,14496256,0,16015616,0,0,0,0,0,0,28000,0,0,0,0,0,0,0,0,1,0.5,8286668,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1.4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
70313,7242,1800,8083783,5658198,13595563,11093022,13452288,16734464,16737280,7284480,16762538,14496256,0,16015616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1.3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
70314,7242,2040,7886920,5658198,13595563,11093022,13452288,16734464,16737280,7021824,16767945,14496256,0,16015616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1.5,1.2333333,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0
70315,7242,2480,7558985,5658198,13595563,11093022,13452288,16734464,16737280,6496768,16767945,14496256,0,16015616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,1.1111112,0,0,0,0,0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0
70316,7242,2580,7427657,5658198,13595563,11093022,13452288,16734464,16737280,6431232,16768202,14496256,0,16015616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5,1,1,1.0833333,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
70317,7243,0,1915716,1517112,0,0,0,0,601422,859704,16777213,16760704,9876943,4286352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.09090909,0,0,0,1,1,0,1.5,1.45,0.3,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70318,7243,540,1915716,3494760,331284,331284,331284,331284,331284,1782086,16773841,16760704,9876943,4286352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.09090909,0,0,0,1,1,0,1.5,1.45,0.3,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
70319,7243,660,7823160,6979742,595745,3234420,5471373,5471373,5471373,2440784,16777215,16760704,9876943,4286352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.09090909,0,0,0,1,1,0,1.5,1.45,0.3,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
