ID,Colors0_r,Colors0_g,Colors0_b,Colors1_r,Colors1_g,Colors1_b,Colors2_r,Colors2_g,Colors2_b,Alpha1,Alpha2,EdgeColor_r,EdgeColor_g,EdgeColor_b,Field_8_1_0_28440_014,Field_8_1_0_28440_015,Field_10_0_5_47118_016,Field_10_0_5_47118_017
775,0.15686275,0.019607844,0.12156864,0.75294125,0.13333334,0.10588236,1,1,0.38823533,0.75,0.9,0.2392157,0,0.3529412,19,3,0,0
781,0.015686275,0.011764707,0.18039216,0.3254902,0.49411768,0.7058824,1,1,1,0.5,0.9,1,1,1,20,2,0,0
782,0.9843138,0.6039216,0.050980397,0.9843138,0.6039216,0.050980397,0.9843138,0.6039216,0.050980397,0,0,0,0,0,0,0,0.5,0.5
785,1,1,1,0.4666667,0.4666667,0.4666667,0,0,0,0.8,3,1,1,1,1,3,0,0.8
788,0.20784315,0.32156864,0.7019608,0,0.52156866,0.69411767,0.47450984,0.94117653,1,0.25,1.5,0.98823535,0.7254902,0.054901965,10,2,0,0
791,0.07450981,0.07450981,0.1137255,0.9333334,0.7568628,0.5137255,0.9333334,0.7568628,0.5137255,0.5,0.9,1,1,1,20,2,0,0
793,1,0,0,0.023529414,1,0,0,0.050980397,1,0,0,1,1,1,20,0,1,0
795,0.1254902,0.17254902,0.81568635,0.3647059,0.38431376,1,0.60784316,0.6313726,1,0.5,0.8,0.7686275,0.78823537,1,1,2,0,0
797,0,0.003921569,0.454902,0,0.2784314,1,0,0.94117653,1,0.5,0.8,0.43921572,0.87843144,1,1,2,0,0
798,0.15686275,0.019607844,0.12156864,0.75294125,0.13333334,0.10588236,1,1,0.38823533,0.75,0.9,0.2392157,0,0.3529412,19,3,0,0
799,0.15686275,0.019607844,0.12156864,0.75294125,0.13333334,0.10588236,1,1,0.38823533,0.75,0.9,0.2392157,0,0.3529412,19,3,0,0
800,0.15686275,0.019607844,0.12156864,0.75294125,0.13333334,0.10588236,1,1,0.38823533,0.75,0.9,0.2392157,0,0.3529412,19,3,0,0
801,0.15686275,0.019607844,0.12156864,0.75294125,0.13333334,0.10588236,1,1,0.38823533,0.75,0.9,0.2392157,0,0.3529412,19,3,0,0
805,0.15686275,0.019607844,0.12156864,0.75294125,0.13333334,0.10588236,1,1,0.38823533,0.75,0.9,0.2392157,0,0.3529412,19,3,0,0
809,0.20784315,0.32156864,0.7019608,0,0.52156866,0.69411767,0.47450984,0.94117653,1,0.25,1.5,0.98823535,0.7254902,0.054901965,0,2,0,0
810,0.10588236,0.16470589,0.27058825,0.3803922,0.6509804,0.7058824,1,1,1,0.5,0.9,1,1,1,1,2,0,0
812,0,0,0,0.1764706,0.79215693,0.48235297,1,1,1,0.5,0.9,1,1,1,6,3,0,0
814,0,0,0,0.07058824,0.0627451,0.17254902,0.23137257,0,1,0.6,0.77,0.09411766,0.41960788,0.9960785,0,1,0,0
826,0,0,0,0.3803922,0.6509804,0.7058824,1,1,1,0.5,1,1,1,1,1,2,0,0
830,0.48627454,0.29803923,0.6431373,0.06666667,0,0.34509805,0.7137255,0.59607846,0.83921576,0.5,1,0,0,0,5,0,0,0
834,0.48627454,0.29803923,0.6431373,0.06666667,0,0.34509805,0.7137255,0.59607846,0.83921576,0.5,1,0,0,0,5,0,0,0
838,0.5411765,0.34509805,0.11764707,0.80392164,0.69803923,0.45882356,1,0.9803922,0.90196085,0.5,1,1,0.7568628,0.25490198,0,3,0,0
840,0.4156863,0.39607847,0.03137255,0.7137255,0.7137255,0.17254902,1,1,0,0.5,0.9,0.9921569,1,0,0,0,0,0
844,0.18431373,0.3647059,0.7607844,0.14117648,0.39607847,0.6392157,0.47450984,0.94117653,1,0.25,1.5,0.98823535,0.7254902,0.054901965,0,2,0,0
845,0.03137255,0.3647059,0.4431373,0.12156864,0.67058825,0.6745098,0.7254902,1,0.87843144,0.5,0.7,0.7254902,1,0.87843144,1,2,0.1,0.1
851,0.20784315,0.32156864,0.7019608,0,0.52156866,0.69411767,0.47450984,0.94117653,1,0.25,1.5,0.98823535,0.7254902,0.054901965,2,2,0,0
854,0.2392157,0,0.10588236,0.95294124,0.04705883,0.35686275,0.9960785,0.08627451,0,0.6,0.4,0.21176472,0.007843138,0.04705883,1,1,0,0
856,0.20784315,0.32156864,0.7019608,0,0.52156866,0.69411767,0.47450984,0.94117653,1,0.25,1.5,0.98823535,0.7254902,0.054901965,2,2,0,0
860,0,0,0,0.1254902,0.57254905,0.8745099,1,1,1,0.5,1,0.1254902,0.7843138,0.8745099,1,2,0,0
864,0,0,0,0.24705884,0.027450982,0.45098042,0.427451,0.015686275,0.8431373,0.5,1,0.53333336,0,1,0,0,0,0
866,0,0,0,0.3803922,0.25490198,0,0.7686275,0.5137255,0,1,0.8,0.6039216,0.39607847,0,0,0,0,0
868,0,0,0,0.1254902,0.57254905,0.8745099,1,1,1,0.5,1,0.1254902,0.7843138,0.8745099,1,2,0,0
873,0.20784315,0.32156864,0.7019608,0,0.52156866,0.69411767,0.47450984,0.94117653,1,0.25,1.5,0.98823535,0.7254902,0.054901965,2,2,0,0
875,0.20784315,0.34901962,0.7019608,0.2784314,0.5803922,0.7254902,0.9333334,0.7058824,0.12941177,0.25,1.55,0.98823535,0.7254902,0.054901965,2,3,0,0
876,0.20784315,0.41176474,0.7019608,0.2627451,0.7137255,0.7960785,0.9333334,0.7058824,0.12941177,0.4,1.6,0.98823535,0.7254902,0.054901965,2,3,0,0
878,0.25882354,0.16470589,0,0.454902,0.3921569,0.32941177,0.77647066,0.7607844,0.7176471,0.4,0.3,0.30588236,0.23529413,0.14901961,0,1,0,0
879,0.25882354,0.16470589,0,0.454902,0.3921569,0.32941177,0.77647066,0.7607844,0.7176471,0.4,0.3,0.30588236,0.23529413,0.14901961,0,1,0,0
880,0.25882354,0.16470589,0,0.454902,0.3921569,0.32941177,0.77647066,0.7607844,0.7176471,0.4,0.3,0.30588236,0.23529413,0.14901961,0,1,0,0
882,0.454902,0.454902,0.454902,0.29803923,0.37254903,0.39607847,0.64705884,0.8078432,0.82745105,0.25,1.5,0.8470589,0.83921576,0.82745105,2,3,0,0
884,0.6431373,0.1254902,0.81568635,0.011764707,0,1,1,0.36078432,0.8000001,0.5,0.8,0.43921572,0.87843144,1,1,2,0,0
887,0.09019608,0.078431375,0.26666668,0.41960788,0.427451,0.75294125,0.9450981,0.43529415,0.93725497,0.5,0.8,0.34117648,0,0.49803925,20,1,2,2
889,0.25882354,0.16470589,0,0.454902,0.3921569,0.32941177,0.77647066,0.7607844,0.7176471,0.4,0.3,0.30588236,0.23529413,0.14901961,0,1,0,0
895,1,0.8000001,0.6509804,1,0.8588236,0.34901962,0,0.14117648,0.5882353,0.5,1,1,1,1,19,1,0,0
896,0.6666667,0.69411767,0.7843138,0.44705886,0.49411768,0.6156863,0.30980393,0.30980393,0.40000004,0.1,0.5,1,0.8941177,0.427451,20,0,2,1
899,0.32156864,0.16862746,0,0.6117647,0.3647059,0.12156864,0.36862746,0.2509804,0.13725491,1,1.5,1,0.6313726,0,0,2,1,1
900,0.5647059,0.50980395,0.23529413,0.9294118,0.8705883,0.59607846,0.9921569,1,0.6745098,0.7,0.75,0.854902,0.7725491,0.3921569,0,2,0,0
902,0.5647059,0.45882356,0.13333334,0.8588236,0.8196079,0.4156863,1,0.96470594,0.6784314,0.3,0.5,1,0.94117653,0.6627451,0,2,0,0
905,0.5921569,0.5176471,0.28627452,0.8588236,0.8196079,0.4156863,1,0.96470594,0.6784314,0.3,0.5,1,0.94117653,0.6627451,0,2,0,0
906,0.25882354,0.16470589,0,0.454902,0.3921569,0.32941177,0.77647066,0.7607844,0.7176471,0.4,0.3,0.30588236,0.23529413,0.14901961,0,1,0,0
909,0.16470589,0.17254902,0.21568629,0.09411766,0.10196079,0.13333334,0.050980397,0.058823533,0.09019608,0.5,0.25,0,0,0,20,1,0,0
910,0.6666667,0.5019608,0.43921572,1,0.7568628,0.5372549,1,0.8705883,0.8078432,0.7,0.75,1,0.9333334,0.7058824,0,2,0,0
914,0.6666667,0.5019608,0.43921572,1,0.7568628,0.5372549,1,0.8705883,0.8078432,0.7,0.75,1,0.9333334,0.7058824,0,2,0,0
915,0.11764707,0.38431376,0.5411765,0.45882356,0.58431375,0.80392164,1,0.9803922,0.90196085,0.5,1,0.25490198,1,0.8745099,0,3,0,0
916,0.8313726,0.5176471,0,0.36078432,0.35686275,0.019607844,0.9960785,1,0.61960787,0.35,0.8,1,0.87843144,0.61960787,20,2,0,0
917,0,0,0.25882354,0,0.098039225,0.4666667,0.3372549,0.3529412,0.76470596,0,1,0.3921569,0.43529415,0.9215687,0,0,0,0
918,0.20784315,0.32156864,0.7019608,0,0.52156866,0.69411767,0.47450984,0.94117653,1,0.25,1.5,0.98823535,0.7254902,0.054901965,2,2,0,0
919,0.1254902,0.17254902,0.81568635,0.3647059,0.38431376,1,0.60784316,0.6313726,1,0.5,0.8,0.7686275,0.78823537,1,1,2,0,0
921,0,0,0,0.34901962,0.40784317,0.83921576,0.97647065,0.97647065,0.9803922,0.25,1,1,1,1,20,2,0,0
922,0.20784315,0.32156864,0.7019608,0,0.52156866,0.69411767,0.47450984,0.94117653,1,0.25,1.5,0.98823535,0.7254902,0.054901965,20,2,0,0
932,0,0,0,0.3254902,0.25882354,0.9294118,0.20392159,0.16470589,0.82745105,0.75,0.9,0.36078432,0.32156864,0.9843138,20,2,0,0
