ID,DamageReplaceStatF,DamageSecondaryF,DamageReplaceStat,DamageSecondary,EpicF[0],EpicF[1],EpicF[2],EpicF[3],EpicF[4],SuperiorF[0],SuperiorF[1],SuperiorF[2],SuperiorF[3],SuperiorF[4],GoodF[0],GoodF[1],GoodF[2],GoodF[3],GoodF[4],Epic[0],Epic[1],Epic[2],Epic[3],Epic[4],Superior[0],Superior[1],Superior[2],Superior[3],Superior[4],Good[0],Good[1],Good[2],Good[3],Good[4]
614,4748.905,4748.905,4748,4748,4870.6714,3653.0037,2739.7527,2435.3357,2435.3357,4870.6714,3653.0037,2739.7527,2435.3357,2435.3357,4870.6714,3653.0037,2739.7527,2435.3357,2435.3357,4870,3653,2739,2435,2435,4870,3653,2739,2435,2435,4870,3653,2739,2435,2435
615,4793.3594,4793.3594,4793,4793,4916.266,3687.1995,2765.3997,2458.133,2458.133,4916.266,3687.1995,2765.3997,2458.133,2458.133,4916.266,3687.1995,2765.3997,2458.133,2458.133,4916,3687,2765,2458,2458,4916,3687,2765,2458,2458,4916,3687,2765,2458,2458
616,4838.23,4838.23,4838,4838,4962.287,3721.7153,2791.2866,2481.1436,2481.1436,4962.287,3721.7153,2791.2866,2481.1436,2481.1436,4962.287,3721.7153,2791.2866,2481.1436,2481.1436,4962,3721,2791,2481,2481,4962,3721,2791,2481,2481,4962,3721,2791,2481,2481
617,4883.5205,4883.5205,4883,4883,5008.7393,3756.5544,2817.4158,2504.3696,2504.3696,5008.7393,3756.5544,2817.4158,2504.3696,2504.3696,5008.7393,3756.5544,2817.4158,2504.3696,2504.3696,5008,3756,2817,2504,2504,5008,3756,2817,2504,2504,5008,3756,2817,2504,2504
618,4929.2354,4929.2354,4929,4929,5055.626,3791.7195,2843.7896,2527.813,2527.813,5055.626,3791.7195,2843.7896,2527.813,2527.813,5055.626,3791.7195,2843.7896,2527.813,2527.813,5055,3791,2843,2527,2527,5055,3791,2843,2527,2527,5055,3791,2843,2527,2527
619,4975.378,4975.378,4975,4975,5102.9517,3827.2139,2870.4104,2551.4758,2551.4758,5102.9517,3827.2139,2870.4104,2551.4758,2551.4758,5102.9517,3827.2139,2870.4104,2551.4758,2551.4758,5102,3827,2870,2551,2551,5102,3827,2870,2551,2551,5102,3827,2870,2551,2551
620,5021.9526,5021.9526,5021,5021,5150.7207,3863.0403,2897.2803,2575.3604,2575.3604,5150.7207,3863.0403,2897.2803,2575.3604,2575.3604,5150.7207,3863.0403,2897.2803,2575.3604,2575.3604,5150,3863,2897,2575,2575,5150,3863,2897,2575,2575,5150,3863,2897,2575,2575
621,5068.963,5068.963,5068,5068,5198.9365,3899.2024,2924.4019,2599.4683,2599.4683,5198.9365,3899.2024,2924.4019,2599.4683,2599.4683,5198.9365,3899.2024,2924.4019,2599.4683,2599.4683,5198,3899,2924,2599,2599,5198,3899,2924,2599,2599,5198,3899,2924,2599,2599
622,5116.4136,5116.4136,5116,5116,5247.6035,3935.703,2951.777,2623.8018,2623.8018,5247.6035,3935.703,2951.777,2623.8018,2623.8018,5247.6035,3935.703,2951.777,2623.8018,2623.8018,5247,3935,2951,2623,2623,5247,3935,2951,2623,2623,5247,3935,2951,2623,2623
623,5164.3086,5164.3086,5164,5164,5296.7266,3972.545,2979.4087,2648.3633,2648.3633,5296.7266,3972.545,2979.4087,2648.3633,2648.3633,5296.7266,3972.545,2979.4087,2648.3633,2648.3633,5296,3972,2979,2648,2648,5296,3972,2979,2648,2648,5296,3972,2979,2648,2648
624,5212.6514,5212.6514,5212,5212,5346.309,4009.732,3007.2988,2673.1545,2673.1545,5346.309,4009.732,3007.2988,2673.1545,2673.1545,5346.309,4009.732,3007.2988,2673.1545,2673.1545,5346,4009,3007,2673,2673,5346,4009,3007,2673,2673,5346,4009,3007,2673,2673
625,5261.4473,5261.4473,5261,5261,5396.356,4047.267,3035.4502,2698.178,2698.178,5396.356,4047.267,3035.4502,2698.178,2698.178,5396.356,4047.267,3035.4502,2698.178,2698.178,5396,4047,3035,2698,2698,5396,4047,3035,2698,2698,5396,4047,3035,2698,2698
626,5310.6997,5310.6997,5310,5310,5446.8716,4085.1536,3063.8652,2723.4358,2723.4358,5446.8716,4085.1536,3063.8652,2723.4358,2723.4358,5446.8716,4085.1536,3063.8652,2723.4358,2723.4358,5446,4085,3063,2723,2723,5446,4085,3063,2723,2723,5446,4085,3063,2723,2723
627,5360.413,5360.413,5360,5360,5497.8594,4123.3945,3092.546,2748.9297,2748.9297,5497.8594,4123.3945,3092.546,2748.9297,2748.9297,5497.8594,4123.3945,3092.546,2748.9297,2748.9297,5497,4123,3092,2748,2748,5497,4123,3092,2748,2748,5497,4123,3092,2748,2748
628,5410.592,5410.592,5410,5410,5549.325,4161.9937,3121.4954,2774.6626,2774.6626,5549.325,4161.9937,3121.4954,2774.6626,2774.6626,5549.325,4161.9937,3121.4954,2774.6626,2774.6626,5549,4161,3121,2774,2774,5549,4161,3121,2774,2774,5549,4161,3121,2774,2774
629,5461.2407,5461.2407,5461,5461,5601.2725,4200.954,3150.7156,2800.6362,2800.6362,5601.2725,4200.954,3150.7156,2800.6362,2800.6362,5601.2725,4200.954,3150.7156,2800.6362,2800.6362,5601,4200,3150,2800,2800,5601,4200,3150,2800,2800,5601,4200,3150,2800,2800
630,5512.3633,5512.3633,5512,5512,5653.706,4240.2793,3180.2095,2826.853,2826.853,5653.706,4240.2793,3180.2095,2826.853,2826.853,5653.706,4240.2793,3180.2095,2826.853,2826.853,5653,4240,3180,2826,2826,5653,4240,3180,2826,2826,5653,4240,3180,2826,2826
631,5563.9644,5563.9644,5563,5563,5706.6304,4279.9727,3209.9795,2853.3152,2853.3152,5706.6304,4279.9727,3209.9795,2853.3152,2853.3152,5706.6304,4279.9727,3209.9795,2853.3152,2853.3152,5706,4279,3209,2853,2853,5706,4279,3209,2853,2853,5706,4279,3209,2853,2853
632,5616.049,5616.049,5616,5616,5760.05,4320.0376,3240.028,2880.025,2880.025,5760.05,4320.0376,3240.028,2880.025,2880.025,5760.05,4320.0376,3240.028,2880.025,2880.025,5760,4320,3240,2880,2880,5760,4320,3240,2880,2880,5760,4320,3240,2880,2880
633,5668.6206,5668.6206,5668,5668,5813.9697,4360.4775,3270.3582,2906.9849,2906.9849,5813.9697,4360.4775,3270.3582,2906.9849,2906.9849,5813.9697,4360.4775,3270.3582,2906.9849,2906.9849,5813,4360,3270,2906,2906,5813,4360,3270,2906,2906,5813,4360,3270,2906,2906
634,5721.6846,5721.6846,5721,5721,5868.3945,4401.296,3300.972,2934.1973,2934.1973,5868.3945,4401.296,3300.972,2934.1973,2934.1973,5868.3945,4401.296,3300.972,2934.1973,2934.1973,5868,4401,3300,2934,2934,5868,4401,3300,2934,2934,5868,4401,3300,2934,2934
635,5775.245,5775.245,5775,5775,5923.3286,4442.4966,3331.8723,2961.6643,2961.6643,5923.3286,4442.4966,3331.8723,2961.6643,2961.6643,5923.3286,4442.4966,3331.8723,2961.6643,2961.6643,5923,4442,3331,2961,2961,5923,4442,3331,2961,2961,5923,4442,3331,2961,2961
636,5829.3076,5829.3076,5829,5829,5978.777,4484.0825,3363.062,2989.3884,2989.3884,5978.777,4484.0825,3363.062,2989.3884,2989.3884,5978.777,4484.0825,3363.062,2989.3884,2989.3884,5978,4484,3363,2989,2989,5978,4484,3363,2989,2989,5978,4484,3363,2989,2989
637,5883.8755,5883.8755,5883,5883,6034.744,4526.058,3394.5437,3017.372,3017.372,6034.744,4526.058,3394.5437,3017.372,3017.372,6034.744,4526.058,3394.5437,3017.372,3017.372,6034,4526,3394,3017,3017,6034,4526,3394,3017,3017,6034,4526,3394,3017,3017
638,5938.9546,5938.9546,5938,5938,6091.2354,4568.427,3426.32,3045.6177,3045.6177,6091.2354,4568.427,3426.32,3045.6177,3045.6177,6091.2354,4568.427,3426.32,3045.6177,3045.6177,6091,4568,3426,3045,3045,6091,4568,3426,3045,3045,6091,4568,3426,3045,3045
639,5994.5493,5994.5493,5994,5994,6148.2554,4611.192,3458.3938,3074.1277,3074.1277,6148.2554,4611.192,3458.3938,3074.1277,3074.1277,6148.2554,4611.192,3458.3938,3074.1277,3074.1277,6148,4611,3458,3074,3074,6148,4611,3458,3074,3074,6148,4611,3458,3074,3074
640,6050.664,6050.664,6050,6050,6205.8096,4654.357,3490.7678,3102.9048,3102.9048,6205.8096,4654.357,3490.7678,3102.9048,3102.9048,6205.8096,4654.357,3490.7678,3102.9048,3102.9048,6205,4654,3490,3102,3102,6205,4654,3490,3102,3102,6205,4654,3490,3102,3102
641,6107.3047,6107.3047,6107,6107,6263.902,4697.927,3523.4448,3131.951,3131.951,6263.902,4697.927,3523.4448,3131.951,3131.951,6263.902,4697.927,3523.4448,3131.951,3131.951,6263,4697,3523,3131,3131,6263,4697,3523,3131,3131,6263,4697,3523,3131,3131
642,6164.475,6164.475,6164,6164,6322.5386,4741.904,3556.428,3161.2693,3161.2693,6322.5386,4741.904,3556.428,3161.2693,3161.2693,6322.5386,4741.904,3556.428,3161.2693,3161.2693,6322,4741,3556,3161,3161,6322,4741,3556,3161,3161,6322,4741,3556,3161,3161
643,6222.1807,6222.1807,6222,6222,6381.7236,4786.293,3589.7197,3190.8618,3190.8618,6381.7236,4786.293,3589.7197,3190.8618,3190.8618,6381.7236,4786.293,3589.7197,3190.8618,3190.8618,6381,4786,3589,3190,3190,6381,4786,3589,3190,3190,6381,4786,3589,3190,3190
644,6280.427,6280.427,6280,6280,6441.4634,4831.097,3623.323,3220.7317,3220.7317,6441.4634,4831.097,3623.323,3220.7317,3220.7317,6441.4634,4831.097,3623.323,3220.7317,3220.7317,6441,4831,3623,3220,3220,6441,4831,3623,3220,3220,6441,4831,3623,3220,3220
645,6339.218,6339.218,6339,6339,6501.7617,4876.3213,3657.241,3250.8809,3250.8809,6501.7617,4876.3213,3657.241,3250.8809,3250.8809,6501.7617,4876.3213,3657.241,3250.8809,3250.8809,6501,4876,3657,3250,3250,6501,4876,3657,3250,3250,6501,4876,3657,3250,3250
646,6398.559,6398.559,6398,6398,6562.625,4921.9688,3691.4763,3281.3125,3281.3125,6562.625,4921.9688,3691.4763,3281.3125,3281.3125,6562.625,4921.9688,3691.4763,3281.3125,3281.3125,6562,4921,3691,3281,3281,6562,4921,3691,3281,3281,6562,4921,3691,3281,3281
647,6458.456,6458.456,6458,6458,6624.0576,4968.043,3726.0325,3312.0288,3312.0288,6624.0576,4968.043,3726.0325,3312.0288,3312.0288,6624.0576,4968.043,3726.0325,3312.0288,3312.0288,6624,4968,3726,3312,3312,6624,4968,3726,3312,3312,6624,4968,3726,3312,3312
648,6518.9136,6518.9136,6518,6518,6686.0654,5014.549,3760.9119,3343.0327,3343.0327,6686.0654,5014.549,3760.9119,3343.0327,3343.0327,6686.0654,5014.549,3760.9119,3343.0327,3343.0327,6686,5014,3760,3343,3343,6686,5014,3760,3343,3343,6686,5014,3760,3343,3343
649,6579.9375,6579.9375,6579,6579,6748.654,5061.49,3796.1177,3374.327,3374.327,6748.654,5061.49,3796.1177,3374.327,3374.327,6748.654,5061.49,3796.1177,3374.327,3374.327,6748,5061,3796,3374,3374,6748,5061,3796,3374,3374,6748,5061,3796,3374,3374
650,6641.532,6641.532,6641,6641,6811.8276,5108.871,3831.653,3405.9138,3405.9138,6811.8276,5108.871,3831.653,3405.9138,3405.9138,6811.8276,5108.871,3831.653,3405.9138,3405.9138,6811,5108,3831,3405,3405,6811,5108,3831,3405,3405,6811,5108,3831,3405,3405
651,6703.7036,6703.7036,6703,6703,6875.5933,5156.695,3867.5212,3437.7966,3437.7966,6875.5933,5156.695,3867.5212,3437.7966,3437.7966,6875.5933,5156.695,3867.5212,3437.7966,3437.7966,6875,5156,3867,3437,3437,6875,5156,3867,3437,3437,6875,5156,3867,3437,3437
652,6766.457,6766.457,6766,6766,6939.956,5204.967,3903.725,3469.978,3469.978,6939.956,5204.967,3903.725,3469.978,3469.978,6939.956,5204.967,3903.725,3469.978,3469.978,6939,5204,3903,3469,3469,6939,5204,3903,3469,3469,6939,5204,3903,3469,3469
653,6829.798,6829.798,6829,6829,7004.921,5253.6904,3940.268,3502.4604,3502.4604,7004.921,5253.6904,3940.268,3502.4604,3502.4604,7004.921,5253.6904,3940.268,3502.4604,3502.4604,7004,5253,3940,3502,3502,7004,5253,3940,3502,3502,7004,5253,3940,3502,3502
654,6893.7314,6893.7314,6893,6893,7070.494,5302.8706,3977.1528,3535.247,3535.247,7070.494,5302.8706,3977.1528,3535.247,3535.247,7070.494,5302.8706,3977.1528,3535.247,3535.247,7070,5302,3977,3535,3535,7070,5302,3977,3535,3535,7070,5302,3977,3535,3535
655,6958.2637,6958.2637,6958,6958,7136.6807,5352.5107,4014.383,3568.3403,3568.3403,7136.6807,5352.5107,4014.383,3568.3403,3568.3403,7136.6807,5352.5107,4014.383,3568.3403,3568.3403,7136,5352,4014,3568,3568,7136,5352,4014,3568,3568,7136,5352,4014,3568,3568
656,7023.4004,7023.4004,7023,7023,7203.4873,5402.6157,4051.9617,3601.7437,3601.7437,7203.4873,5402.6157,4051.9617,3601.7437,3601.7437,7203.4873,5402.6157,4051.9617,3601.7437,3601.7437,7203,5402,4051,3601,3601,7203,5402,4051,3601,3601,7203,5402,4051,3601,3601
657,7089.1465,7089.1465,7089,7089,7270.9194,5453.1895,4089.892,3635.4597,3635.4597,7270.9194,5453.1895,4089.892,3635.4597,3635.4597,7270.9194,5453.1895,4089.892,3635.4597,3635.4597,7270,5453,4089,3635,3635,7270,5453,4089,3635,3635,7270,5453,4089,3635,3635
658,7155.508,7155.508,7155,7155,7338.9824,5504.237,4128.1777,3669.4912,3669.4912,7338.9824,5504.237,4128.1777,3669.4912,3669.4912,7338.9824,5504.237,4128.1777,3669.4912,3669.4912,7338,5504,4128,3669,3669,7338,5504,4128,3669,3669,7338,5504,4128,3669,3669
659,7222.4907,7222.4907,7222,7222,7407.6826,5555.762,4166.8213,3703.8413,3703.8413,7407.6826,5555.762,4166.8213,3703.8413,3703.8413,7407.6826,5555.762,4166.8213,3703.8413,3703.8413,7407,5555,4166,3703,3703,7407,5555,4166,3703,3703,7407,5555,4166,3703,3703
660,7290.1006,7290.1006,7290,7290,7477.026,5607.7695,4205.827,3738.513,3738.513,7477.026,5607.7695,4205.827,3738.513,3738.513,7477.026,5607.7695,4205.827,3738.513,3738.513,7477,5607,4205,3738,3738,7477,5607,4205,3738,3738,7477,5607,4205,3738,3738
661,7358.3433,7358.3433,7358,7358,7547.0186,5660.2637,4245.1978,3773.5093,3773.5093,7547.0186,5660.2637,4245.1978,3773.5093,3773.5093,7547.0186,5660.2637,4245.1978,3773.5093,3773.5093,7547,5660,4245,3773,3773,7547,5660,4245,3773,3773,7547,5660,4245,3773,3773
662,7427.2246,7427.2246,7427,7427,7617.666,5713.2495,4284.937,3808.833,3808.833,7617.666,5713.2495,4284.937,3808.833,3808.833,7617.666,5713.2495,4284.937,3808.833,3808.833,7617,5713,4284,3808,3808,7617,5713,4284,3808,3808,7617,5713,4284,3808,3808
663,7496.751,7496.751,7496,7496,7688.975,5766.7314,4325.0483,3844.4875,3844.4875,7688.975,5766.7314,4325.0483,3844.4875,3844.4875,7688.975,5766.7314,4325.0483,3844.4875,3844.4875,7688,5766,4325,3844,3844,7688,5766,4325,3844,3844,7688,5766,4325,3844,3844
664,7566.9277,7566.9277,7566,7566,7760.9517,5820.714,4365.535,3880.4758,3880.4758,7760.9517,5820.714,4365.535,3880.4758,3880.4758,7760.9517,5820.714,4365.535,3880.4758,3880.4758,7760,5820,4365,3880,3880,7760,5820,4365,3880,3880,7760,5820,4365,3880,3880
665,7637.762,7637.762,7637,7637,7833.602,5875.2017,4406.4014,3916.801,3916.801,7833.602,5875.2017,4406.4014,3916.801,3916.801,7833.602,5875.2017,4406.4014,3916.801,3916.801,7833,5875,4406,3916,3916,7833,5875,4406,3916,3916,7833,5875,4406,3916,3916
666,7709.2593,7709.2593,7709,7709,7906.9326,5930.199,4447.6494,3953.4663,3953.4663,7906.9326,5930.199,4447.6494,3953.4663,3953.4663,7906.9326,5930.199,4447.6494,3953.4663,3953.4663,7906,5930,4447,3953,3953,7906,5930,4447,3953,3953,7906,5930,4447,3953,3953
667,7781.426,7781.426,7781,7781,7980.949,5985.712,4489.284,3990.4746,3990.4746,7980.949,5985.712,4489.284,3990.4746,3990.4746,7980.949,5985.712,4489.284,3990.4746,3990.4746,7980,5985,4489,3990,3990,7980,5985,4489,3990,3990,7980,5985,4489,3990,3990
668,7854.2676,7854.2676,7854,7854,8055.659,6041.744,4531.308,4027.8296,4027.8296,8055.659,6041.744,4531.308,4027.8296,4027.8296,8055.659,6041.744,4531.308,4027.8296,4027.8296,8055,6041,4531,4027,4027,8055,6041,4531,4027,4027,8055,6041,4531,4027,4027
669,7927.7915,7927.7915,7927,7927,8131.068,6098.3013,4573.7256,4065.534,4065.534,8131.068,6098.3013,4573.7256,4065.534,4065.534,8131.068,6098.3013,4573.7256,4065.534,4065.534,8131,6098,4573,4065,4065,8131,6098,4573,4065,4065,8131,6098,4573,4065,4065
670,8002.0034,8002.0034,8002,8002,8207.183,6155.387,4616.5405,4103.5913,4103.5913,8207.183,6155.387,4616.5405,4103.5913,4103.5913,8207.183,6155.387,4616.5405,4103.5913,4103.5913,8207,6155,4616,4103,4103,8207,6155,4616,4103,4103,8207,6155,4616,4103,4103
671,8076.91,8076.91,8076,8076,8284.011,6213.008,4659.756,4142.0054,4142.0054,8284.011,6213.008,4659.756,4142.0054,4142.0054,8284.011,6213.008,4659.756,4142.0054,4142.0054,8284,6213,4659,4142,4142,8284,6213,4659,4142,4142,8284,6213,4659,4142,4142
672,8152.518,8152.518,8152,8152,8361.558,6271.168,4703.376,4180.779,4180.779,8361.558,6271.168,4703.376,4180.779,4180.779,8361.558,6271.168,4703.376,4180.779,4180.779,8361,6271,4703,4180,4180,8361,6271,4703,4180,4180,8361,6271,4703,4180,4180
673,8228.834,8228.834,8228,8228,8439.83,6329.8726,4747.4043,4219.915,4219.915,8439.83,6329.8726,4747.4043,4219.915,4219.915,8439.83,6329.8726,4747.4043,4219.915,4219.915,8439,6329,4747,4219,4219,8439,6329,4747,4219,4219,8439,6329,4747,4219,4219
674,8305.864,8305.864,8305,8305,8518.835,6389.1265,4791.8447,4259.4175,4259.4175,8518.835,6389.1265,4791.8447,4259.4175,4259.4175,8518.835,6389.1265,4791.8447,4259.4175,4259.4175,8518,6389,4791,4259,4259,8518,6389,4791,4259,4259,8518,6389,4791,4259,4259
675,8383.615,8383.615,8383,8383,8598.58,6448.935,4836.701,4299.29,4299.29,8598.58,6448.935,4836.701,4299.29,4299.29,8598.58,6448.935,4836.701,4299.29,4299.29,8598,6448,4836,4299,4299,8598,6448,4836,4299,4299,8598,6448,4836,4299,4299
676,8462.095,8462.095,8462,8462,8679.071,6509.303,4881.9775,4339.5356,4339.5356,8679.071,6509.303,4881.9775,4339.5356,4339.5356,8679.071,6509.303,4881.9775,4339.5356,4339.5356,8679,6509,4881,4339,4339,8679,6509,4881,4339,4339,8679,6509,4881,4339,4339
677,8541.309,8541.309,8541,8541,8760.316,6570.2373,4927.6777,4380.158,4380.158,8760.316,6570.2373,4927.6777,4380.158,4380.158,8760.316,6570.2373,4927.6777,4380.158,4380.158,8760,6570,4927,4380,4380,8760,6570,4927,4380,4380,8760,6570,4927,4380,4380
678,8621.264,8621.264,8621,8621,8842.321,6631.741,4973.8057,4421.1606,4421.1606,8842.321,6631.741,4973.8057,4421.1606,4421.1606,8842.321,6631.741,4973.8057,4421.1606,4421.1606,8842,6631,4973,4421,4421,8842,6631,4973,4421,4421,8842,6631,4973,4421,4421
679,8701.967,8701.967,8701,8701,8925.095,6693.821,5020.3657,4462.5474,4462.5474,8925.095,6693.821,5020.3657,4462.5474,4462.5474,8925.095,6693.821,5020.3657,4462.5474,4462.5474,8925,6693,5020,4462,4462,8925,6693,5020,4462,4462,8925,6693,5020,4462,4462
680,8783.427,8783.427,8783,8783,9008.643,6756.482,5067.3613,4504.3213,4504.3213,9008.643,6756.482,5067.3613,4504.3213,4504.3213,9008.643,6756.482,5067.3613,4504.3213,4504.3213,9008,6756,5067,4504,4504,9008,6756,5067,4504,4504,9008,6756,5067,4504,4504
681,8865.648,8865.648,8865,8865,9092.973,6819.729,5114.797,4546.4863,4546.4863,9092.973,6819.729,5114.797,4546.4863,4546.4863,9092.973,6819.729,5114.797,4546.4863,4546.4863,9092,6819,5114,4546,4546,9092,6819,5114,4546,4546,9092,6819,5114,4546,4546
682,8948.64,8948.64,8948,8948,9178.092,6883.569,5162.677,4589.046,4589.046,9178.092,6883.569,5162.677,4589.046,4589.046,9178.092,6883.569,5162.677,4589.046,4589.046,9178,6883,5162,4589,4589,9178,6883,5162,4589,4589,9178,6883,5162,4589,4589
683,9032.407,9032.407,9032,9032,9264.008,6948.006,5211.0044,4632.004,4632.004,9264.008,6948.006,5211.0044,4632.004,4632.004,9264.008,6948.006,5211.0044,4632.004,4632.004,9264,6948,5211,4632,4632,9264,6948,5211,4632,4632,9264,6948,5211,4632,4632
684,9116.96,9116.96,9116,9116,9350.729,7013.0464,5259.7847,4675.3643,4675.3643,9350.729,7013.0464,5259.7847,4675.3643,4675.3643,9350.729,7013.0464,5259.7847,4675.3643,4675.3643,9350,7013,5259,4675,4675,9350,7013,5259,4675,4675,9350,7013,5259,4675,4675
685,9202.304,9202.304,9202,9202,9438.261,7078.6953,5309.0215,4719.1304,4719.1304,9438.261,7078.6953,5309.0215,4719.1304,4719.1304,9438.261,7078.6953,5309.0215,4719.1304,4719.1304,9438,7078,5309,4719,4719,9438,7078,5309,4719,4719,9438,7078,5309,4719,4719
686,9288.447,9288.447,9288,9288,9526.612,7144.959,5358.719,4763.306,4763.306,9526.612,7144.959,5358.719,4763.306,4763.306,9526.612,7144.959,5358.719,4763.306,4763.306,9526,7144,5358,4763,4763,9526,7144,5358,4763,4763,9526,7144,5358,4763,4763
687,9375.3955,9375.3955,9375,9375,9615.791,7211.8433,5408.8823,4807.8955,4807.8955,9615.791,7211.8433,5408.8823,4807.8955,4807.8955,9615.791,7211.8433,5408.8823,4807.8955,4807.8955,9615,7211,5408,4807,4807,9615,7211,5408,4807,4807,9615,7211,5408,4807,4807
688,9463.159,9463.159,9463,9463,9705.805,7279.353,5459.5146,4852.9023,4852.9023,9705.805,7279.353,5459.5146,4852.9023,4852.9023,9705.805,7279.353,5459.5146,4852.9023,4852.9023,9705,7279,5459,4852,4852,9705,7279,5459,4852,4852,9705,7279,5459,4852,4852
689,9551.744,9551.744,9551,9551,9796.66,7347.495,5510.6216,4898.33,4898.33,9796.66,7347.495,5510.6216,4898.33,4898.33,9796.66,7347.495,5510.6216,4898.33,4898.33,9796,7347,5510,4898,4898,9796,7347,5510,4898,4898,9796,7347,5510,4898,4898
690,9641.158,9641.158,9641,9641,9888.367,7416.2754,5562.2065,4944.1836,4944.1836,9888.367,7416.2754,5562.2065,4944.1836,4944.1836,9888.367,7416.2754,5562.2065,4944.1836,4944.1836,9888,7416,5562,4944,4944,9888,7416,5562,4944,4944,9888,7416,5562,4944,4944
691,9731.408,9731.408,9731,9731,9980.932,7485.6987,5614.2744,4990.466,4990.466,9980.932,7485.6987,5614.2744,4990.466,4990.466,9980.932,7485.6987,5614.2744,4990.466,4990.466,9980,7485,5614,4990,4990,9980,7485,5614,4990,4990,9980,7485,5614,4990,4990
692,9822.505,9822.505,9822,9822,10074.363,7555.7725,5666.8296,5037.1816,5037.1816,10074.363,7555.7725,5666.8296,5037.1816,5037.1816,10074.363,7555.7725,5666.8296,5037.1816,5037.1816,10074,7555,5666,5037,5037,10074,7555,5666,5037,5037,10074,7555,5666,5037,5037
693,9914.453,9914.453,9914,9914,10168.67,7626.5024,5719.8765,5084.335,5084.335,10168.67,7626.5024,5719.8765,5084.335,5084.335,10168.67,7626.5024,5719.8765,5084.335,5084.335,10168,7626,5719,5084,5084,10168,7626,5719,5084,5084,10168,7626,5719,5084,5084
694,10007.262,10007.262,10007,10007,10263.858,7697.894,5773.4204,5131.929,5131.929,10263.858,7697.894,5773.4204,5131.929,5131.929,10263.858,7697.894,5773.4204,5131.929,5131.929,10263,7697,5773,5131,5131,10263,7697,5773,5131,5131,10263,7697,5773,5131,5131
695,10100.94,10100.94,10100,10100,10359.938,7769.954,5827.4653,5179.969,5179.969,10359.938,7769.954,5827.4653,5179.969,5179.969,10359.938,7769.954,5827.4653,5179.969,5179.969,10359,7769,5827,5179,5179,10359,7769,5827,5179,5179,10359,7769,5827,5179,5179
696,10195.495,10195.495,10195,10195,10456.918,7842.6885,5882.0166,5228.459,5228.459,10456.918,7842.6885,5882.0166,5228.459,5228.459,10456.918,7842.6885,5882.0166,5228.459,5228.459,10456,7842,5882,5228,5228,10456,7842,5882,5228,5228,10456,7842,5882,5228,5228
697,10290.936,10290.936,10290,10290,10554.806,7916.104,5937.078,5277.403,5277.403,10554.806,7916.104,5937.078,5277.403,5277.403,10554.806,7916.104,5937.078,5277.403,5277.403,10554,7916,5937,5277,5277,10554,7916,5937,5277,5277,10554,7916,5937,5277,5277
698,10387.269,10387.269,10387,10387,10653.609,7990.2065,5992.6553,5326.8047,5326.8047,10653.609,7990.2065,5992.6553,5326.8047,5326.8047,10653.609,7990.2065,5992.6553,5326.8047,5326.8047,10653,7990,5992,5326,5326,10653,7990,5992,5326,5326,10653,7990,5992,5326,5326
699,10484.504,10484.504,10484,10484,10753.338,8065.003,6048.7524,5376.669,5376.669,10753.338,8065.003,6048.7524,5376.669,5376.669,10753.338,8065.003,6048.7524,5376.669,5376.669,10753,8065,6048,5376,5376,10753,8065,6048,5376,5376,10753,8065,6048,5376,5376
700,10582.649,10582.649,10582,10582,10854,8140.4995,6105.3745,5427,5427,10854,8140.4995,6105.3745,5427,5427,10854,8140.4995,6105.3745,5427,5427,10853,8140,6105,5426,5426,10853,8140,6105,5426,5426,10853,8140,6105,5426,5426
701,10681.714,10681.714,10681,10681,10955.604,8216.703,6162.5273,5477.802,5477.802,10955.604,8216.703,6162.5273,5477.802,5477.802,10955.604,8216.703,6162.5273,5477.802,5477.802,10955,8216,6162,5477,5477,10955,8216,6162,5477,5477,10955,8216,6162,5477,5477
702,10781.705,10781.705,10781,10781,11058.159,8293.619,6220.215,5529.0796,5529.0796,11058.159,8293.619,6220.215,5529.0796,5529.0796,11058.159,8293.619,6220.215,5529.0796,5529.0796,11058,8293,6220,5529,5529,11058,8293,6220,5529,5529,11058,8293,6220,5529,5529
703,10882.633,10882.633,10882,10882,11161.675,8371.256,6278.442,5580.8374,5580.8374,11161.675,8371.256,6278.442,5580.8374,5580.8374,11161.675,8371.256,6278.442,5580.8374,5580.8374,11161,8371,6278,5580,5580,11161,8371,6278,5580,5580,11161,8371,6278,5580,5580
704,10984.505,10984.505,10984,10984,11266.159,8449.619,6337.215,5633.0796,5633.0796,11266.159,8449.619,6337.215,5633.0796,5633.0796,11266.159,8449.619,6337.215,5633.0796,5633.0796,11266,8449,6337,5633,5633,11266,8449,6337,5633,5633,11266,8449,6337,5633,5633
705,11087.331,11087.331,11087,11087,11371.622,8528.717,6396.537,5685.811,5685.811,11371.622,8528.717,6396.537,5685.811,5685.811,11371.622,8528.717,6396.537,5685.811,5685.811,11371,8528,6396,5685,5685,11371,8528,6396,5685,5685,11371,8528,6396,5685,5685
706,11191.12,11191.12,11191,11191,11478.071,8608.554,6456.4155,5739.0356,5739.0356,11478.071,8608.554,6456.4155,5739.0356,5739.0356,11478.071,8608.554,6456.4155,5739.0356,5739.0356,11478,8608,6456,5739,5739,11478,8608,6456,5739,5739,11478,8608,6456,5739,5739
