ID,SoundKitID,InnerRadius2D,OuterRadius2D,TimeA,TimeB,TimeC,TimeD,RandomOffsetRange,Usage,TimeIntervalMin,TimeIntervalMax,DelayMin,DelayMax,VolumeSliderCategory,DuckToSFX,DuckToMusic,DuckToAmbience,DuckToDialog,DuckToSuppressors,DuckToCinematicSFX,DuckToCinematicMusic,Field_11_2_0_61476_021,InnerRadiusOfInfluence,OuterRadiusOfInfluence,TimeToDuck,TimeToUnduck,InsideAngle,OutsideAngle,OutsideVolume,MinRandomPosOffset,MaxRandomPosOffset,MsOffset,TimeCooldownMin,TimeCooldownMax,MaxInstancesBehavior,VolumeControlType,VolumeFadeInTimeMin,VolumeFadeInTimeMax,VolumeFadeInCurveID,VolumeFadeOutTimeMin,VolumeFadeOutTimeMax,VolumeFadeOutCurveID,ChanceToPlay,RolloffType,RolloffParam0,Field_8_2_0_30080_045,Field_8_2_0_30080_046,Field_8_2_0_30080_047,Field_8_2_0_30080_048,Field_8_3_0_32044_049,Field_8_3_0_32044_050,Field_8_3_0_32044_051,Field_8_3_0_32044_052,Field_8_3_0_32044_053,Field_8_3_0_32044_054,Field_9_1_0_38312_055,Field_9_1_0_38312_056
237887,273398,2,4,0,0,0,0,0,0,4000,8000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,1,500,500,3159,500,500,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
237888,273399,2,4,0,0,0,0,0,0,4000,8000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,1,500,500,3159,500,500,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
237889,273400,2,4,0,0,0,0,0,0,4000,8000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,1,500,500,3159,500,500,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
237890,273401,2,4,0,0,0,0,0,0,4000,8000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,1,500,500,3159,500,500,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
237891,273402,2,4,0,0,0,0,0,0,4000,8000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,1,500,500,3159,500,500,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
237892,273403,4,8,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
237893,273404,2,4,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
237894,273405,2,4,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,400,20000
237895,273406,4,8,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
237896,273407,2,4,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
237897,273408,2,4,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,400,20000
237898,273409,4,8,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
237899,273410,2,4,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
237900,273411,2,4,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,400,20000
237902,273413,2,4,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,400,20000
237905,273416,2,4,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
237906,273417,2,4,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
237917,273428,2,5,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
237925,273436,2,5,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
237930,273441,2,5,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
237931,273442,2,5,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
237932,273443,1,2,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,500,0,0,0,1,100,100,3159,-1,-1,3160,0.88,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
237933,273444,2,4,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
237934,273445,2,4,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,0.79999995,1,1,0,0,0,0,0,0,0,0,0,0,500,15000
237937,273448,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,0.79999995,1,1,0,0,0,0,0,0,0,0,0,0,500,15000
237939,273450,2,5,0,0,0,0,0,2,1000,2000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,1,0.1,0,0,0,0,0,0,0,0,0,0,200,20000
237940,273451,2,4,0,0,0,0,0,0,8000,11000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,1,300,300,3159,300,300,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,500,20
237944,273455,2,4,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,500,20000
237970,273481,2,4,0,0,0,0,0,0,8000,11000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,1,300,300,3159,300,300,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
237989,273500,2,5,0,0,0,0,0,2,1000,2000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,0.9,1,0.1,0,0,0,0,0,0,0,0,0,0,200,20000
237990,273501,1,2,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,500,0,0,0,1,100,100,3159,-1,-1,3160,0.88,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
237991,273502,2,4,0,0,0,0,0,1,3000,15000,2000,2000,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,0.9,1,1,0,0,0,0,0,0,0,0,0,0,500,20000
237997,273508,2,4,0,0,0,0,0,1,3000,11000,0,2000,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
237998,273509,2,4,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,2,-1,-1,3159,-1,-1,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,150,10000
238003,273514,2,4,0,0,0,0,0,1,0,2000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,0.9,1,1,0,0,0,0,0,0,0,0,0,0,200,20000
238004,273515,2,4,0,0,0,0,0,2,4000,8000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,500,0,0,0,1,500,500,3159,500,500,3160,0.7,1,1,0,0,0,0,0,0,0,0,0,0,200,20000
238007,273518,2,4,0,0,0,0,0,0,8000,11000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,1,300,300,3159,300,300,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
238008,273519,2,4,0,0,0,0,0,0,8000,11000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,1,300,300,3159,300,300,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
238011,273522,1,2,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,500,0,0,0,1,100,100,3159,-1,-1,3160,0.88,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
238012,273523,2,4,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
238013,273524,2,4,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
238014,273525,2,4,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,10,0,0,0,2,-1,-1,3159,-1,-1,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
238016,273527,1,2,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,0.88,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
238197,273717,2,4,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,1,0,-1,-1,3159,-1,-1,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
238199,273719,2,4,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,1,0,0,0,0,0,0,0,0,0,0,0,20,20000
238200,273720,2,4,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,60,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,500,20000
238203,273723,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,3000,4000,0,0,-1,-1,3159,-1,-1,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,350,20000
238205,273725,2,4,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,2,1,0,0,0,0,0,0,0,0,0,0,350,20000
238209,273729,2,5,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,1,0.1,0,0,0,0,0,0,0,0,0,0,500,20000
238210,273730,2,4,0,0,0,0,0,2,0,0,1000,1000,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,1,1,-1,-1,3159,-1,-1,3160,1,2,0.1,0,0,0,0,0,0,0,0,0,0,20,20000
238211,273731,2,6,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,300,20000
238215,273735,2,4,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
238228,273748,2,4,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,1,300,300,3159,-1,-1,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
238230,273750,3,6,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,1,300,300,3159,500,500,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
238601,274128,4,8,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,10000
238604,274131,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,2,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
238606,274132,0,0,0,0,0,0,0,2,0,0,100,100,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,1,500,500,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
238611,274137,2,4,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
238612,274138,2,4,0,0,0,0,0,0,1000,2000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,1,1000,1000,3159,1000,1000,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,200,20000
238613,274139,2,4,0,0,0,0,0,0,2000,3000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,1,1000,1000,3159,1000,1000,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
238641,274168,1,2,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,1,500,500,3159,500,500,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,8000
238657,274186,4,8,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,10000
238658,274187,2,4,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
238659,274188,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,1,200,200,3159,250,250,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
238664,274193,3,6,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
238666,274195,2,4,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
238787,274317,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,770,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
238788,274318,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,1000,2000,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
238789,274319,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,1000,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
238790,274320,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,1000,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
238797,274324,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,10000
238799,1225,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,1000,2000,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
238800,274329,4,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,400,20000
238801,740,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,1,200,200,3159,200,200,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
238803,274331,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,2000,3000,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
238804,274333,0,0,0,0,0,0,0,2,0,0,0,300,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
238805,716,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,3000,5000,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
238806,715,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,1000,6000,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
238807,274334,4,8,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,1000,2000,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
238808,274335,4,8,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
238809,274336,4,8,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
238810,274337,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,100,20000
238811,274338,4,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,400,20000
238813,274340,3,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,400,20000
238818,274345,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,400,20000
238826,274353,2,4,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,2000,3000,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
238830,274357,4,8,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
238851,274379,2,4,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
238894,274424,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,1,200,200,3159,2000,2000,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
238895,274425,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,1,5000,5000,3159,2000,2000,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
239025,274555,0,0,0,0,0,0,0,2,0,0,1000,1000,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
239026,274559,5,10,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
239027,274560,5,10,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,10000
239028,274561,5,10,0,0,0,0,0,2,0,0,3000,3000,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,10000
239035,274568,3,5,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,1,500,500,3159,-1,-1,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,3000
239046,274580,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
239047,274581,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,10000
239052,274588,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,1,200,200,3159,1000,1000,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,10000
239053,274587,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,1,200,200,3159,1000,1000,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
239055,274589,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,10000
239056,274590,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,500,0,0,0,1,300,300,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
239057,274591,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,10000
239058,274592,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,10000
239065,274599,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
239069,274603,5,10,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
239071,274605,5,10,0,0,0,0,0,2,0,0,0,500,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
239076,274610,5,10,0,0,0,0,0,2,0,0,1000,1000,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
