ID,Name_lang,Enchantment[0],Enchantment[1],Enchantment[2],Enchantment[3],Enchantment[4]
1609,of defense,1945,0,0,0,0
1610,of defense,1946,0,0,0,0
1611,of defense,1947,0,0,0,0
1612,of defense,1948,0,0,0,0
1613,of defense,1949,0,0,0,0
1614,of defense,1950,0,0,0,0
1615,of defense,1951,0,0,0,0
1616,of defense,1952,0,0,0,0
1617,of defense,1953,0,0,0,0
1618,of defense,1954,0,0,0,0
1619,of defense,1955,0,0,0,0
1620,of defense,1956,0,0,0,0
1621,of defense,1957,0,0,0,0
1622,of defense,1958,0,0,0,0
1623,of defense,1959,0,0,0,0
1624,of defense,1960,0,0,0,0
1625,of defense,1961,0,0,0,0
1626,of defense,1962,0,0,0,0
1627,of defense,1963,0,0,0,0
1628,of defense,1964,0,0,0,0
1629,of defense,1965,0,0,0,0
1630,of defense,1966,0,0,0,0
1631,of defense,1967,0,0,0,0
1632,of defense,1968,0,0,0,0
1633,of defense,1969,0,0,0,0
1634,of defense,1970,0,0,0,0
1635,of defense,1971,0,0,0,0
1636,of defense,1972,0,0,0,0
1637,of defense,1973,0,0,0,0
1647,of blocking,1983,0,0,0,0
1648,of blocking,1983,68,0,0,0
1649,of blocking,1983,68,0,0,0
1650,of blocking,1983,69,0,0,0
1651,of blocking,1983,69,0,0,0
1652,of blocking,1983,70,0,0,0
1653,of blocking,1983,70,0,0,0
1654,of blocking,1983,106,0,0,0
1655,of blocking,1983,106,0,0,0
1656,of blocking,1983,107,0,0,0
1657,of blocking,1984,107,0,0,0
1658,of blocking,1984,108,0,0,0
1659,of blocking,1984,108,0,0,0
1660,of blocking,1984,109,0,0,0
1661,of blocking,1984,109,0,0,0
1662,of blocking,1984,352,0,0,0
1663,of blocking,1984,352,0,0,0
1664,of blocking,1984,357,0,0,0
1665,of blocking,1984,357,0,0,0
1666,of blocking,1984,357,0,0,0
1667,of blocking,1985,357,0,0,0
1668,of blocking,1985,362,0,0,0
1669,of blocking,1985,362,0,0,0
1670,of blocking,1985,362,0,0,0
1671,of blocking,1985,362,0,0,0
1672,of blocking,1985,367,0,0,0
1673,of blocking,1985,367,0,0,0
1674,of blocking,1985,372,0,0,0
1675,of blocking,1985,372,0,0,0
1676,of blocking,1985,372,0,0,0
1677,of blocking,1986,372,0,0,0
1678,of blocking,1986,372,0,0,0
1679,of blocking,1986,372,0,0,0
1680,of blocking,1986,372,0,0,0
1681,of blocking,1986,372,0,0,0
1682,of blocking,1986,410,0,0,0
1683,of blocking,1986,410,0,0,0
1684,of blocking,1986,412,0,0,0
1685,of blocking,1986,412,0,0,0
1686,of blocking,1986,412,0,0,0
1687,of blocking,1986,412,0,0,0
1688,of blocking,1986,684,0,0,0
1689,of blocking,1986,684,0,0,0
1690,of blocking,1986,1043,0,0,0
1691,of blocking,1986,1043,0,0,0
1692,of blocking,1986,1043,0,0,0
1693,of blocking,1986,1043,0,0,0
1694,of blocking,1986,1044,0,0,0
1695,of blocking,1986,1044,0,0,0
1696,of blocking,1986,1045,0,0,0
1697,of blocking,1986,1045,0,0,0
1698,of blocking,1986,1045,0,0,0
1699,of blocking,1986,1045,0,0,0
1700,of blocking,1986,1046,0,0,0
1701,of blocking,1986,1046,0,0,0
1702,of blocking,1986,1047,0,0,0
1703,of blocking,1986,1047,0,0,0
1704,of marksmanship,2040,0,0,0,0
1705,of marksmanship,2041,0,0,0,0
1706,of marksmanship,2042,0,0,0,0
1707,of marksmanship,2043,0,0,0,0
1708,of marksmanship,2044,0,0,0,0
1709,of marksmanship,2045,0,0,0,0
1710,of marksmanship,2046,0,0,0,0
1711,of marksmanship,2047,0,0,0,0
1712,of marksmanship,2048,0,0,0,0
1713,of marksmanship,2049,0,0,0,0
1714,of marksmanship,2050,0,0,0,0
1715,of marksmanship,2051,0,0,0,0
1716,of marksmanship,2052,0,0,0,0
1717,of marksmanship,2053,0,0,0,0
1718,of marksmanship,2054,0,0,0,0
1719,of marksmanship,2055,0,0,0,0
1720,of marksmanship,2056,0,0,0,0
1721,of marksmanship,2057,0,0,0,0
1722,of marksmanship,2058,0,0,0,0
1723,of marksmanship,2059,0,0,0,0
1724,of marksmanship,2060,0,0,0,0
1725,of marksmanship,2061,0,0,0,0
1726,of marksmanship,2062,0,0,0,0
1727,of marksmanship,2063,0,0,0,0
1728,of marksmanship,2064,0,0,0,0
1729,of marksmanship,2065,0,0,0,0
1730,of marksmanship,2066,0,0,0,0
1731,of marksmanship,2067,0,0,0,0
1732,of marksmanship,2068,0,0,0,0
1733,of marksmanship,2069,0,0,0,0
1734,of marksmanship,2070,0,0,0,0
1735,of marksmanship,2071,0,0,0,0
1736,of marksmanship,2072,0,0,0,0
1737,of marksmanship,2073,0,0,0,0
1738,of marksmanship,2074,0,0,0,0
1739,of marksmanship,2075,0,0,0,0
1740,of marksmanship,2076,0,0,0,0
1741,of marksmanship,2077,0,0,0,0
1742,of eluding,2078,0,0,0,0
1743,of eluding,2078,0,0,0,0
1744,of eluding,2078,0,0,0,0
1745,of eluding,2078,0,0,0,0
1746,of eluding,2078,0,0,0,0
1747,of eluding,2078,0,0,0,0
1748,of eluding,2078,74,0,0,0
1749,of eluding,2078,74,0,0,0
1750,of eluding,2078,74,0,0,0
1751,of eluding,2078,75,0,0,0
1752,of eluding,2078,75,0,0,0
1753,of eluding,2078,75,0,0,0
1754,of eluding,2078,76,0,0,0
1755,of eluding,2078,76,0,0,0
1756,of eluding,2078,76,0,0,0
1757,of eluding,2078,90,0,0,0
1758,of eluding,2078,90,0,0,0
1759,of eluding,2078,90,0,0,0
1760,of eluding,2078,91,0,0,0
1761,of eluding,2078,91,0,0,0
1762,of eluding,2078,91,0,0,0
1763,of eluding,2078,92,0,0,0
1764,of eluding,2078,92,0,0,0
1765,of eluding,2078,92,0,0,0
1766,of eluding,2078,93,0,0,0
1767,of eluding,2078,93,0,0,0
1768,of eluding,2078,93,0,0,0
1769,of eluding,2078,343,0,0,0
1770,of eluding,2078,343,0,0,0
1771,of eluding,2078,343,0,0,0
1772,of eluding,2078,349,0,0,0
1773,of eluding,2078,349,0,0,0
1774,of eluding,2078,349,0,0,0
1775,of eluding,2078,349,0,0,0
1776,of eluding,2078,349,0,0,0
1777,of eluding,2078,349,0,0,0
1778,of eluding,2078,349,0,0,0
1779,of eluding,2078,349,0,0,0
1780,of eluding,2078,358,0,0,0
1781,of eluding,2078,358,0,0,0
1782,of eluding,2078,358,0,0,0
1783,of eluding,2078,363,0,0,0
1784,of eluding,2078,363,0,0,0
1785,of eluding,2078,363,0,0,0
1786,of eluding,2078,368,0,0,0
1787,of eluding,2078,368,0,0,0
1788,of eluding,2078,368,0,0,0
1789,of eluding,2078,368,0,0,0
1790,of eluding,2078,403,0,0,0
1791,of eluding,2078,403,0,0,0
1792,of eluding,2078,403,0,0,0
1793,of eluding,2078,404,0,0,0
1794,of eluding,2078,404,0,0,0
1795,of eluding,2078,404,0,0,0
1796,of eluding,2078,404,0,0,0
1797,of eluding,2078,883,0,0,0
1798,of eluding,2078,883,0,0,0
1799,of arcane wrath,2079,0,0,0,0
1800,of arcane wrath,2080,0,0,0,0
1801,of arcane wrath,2081,0,0,0,0
1802,of arcane wrath,2082,0,0,0,0
1803,of arcane wrath,2083,0,0,0,0
1804,of arcane wrath,2084,0,0,0,0
1805,of arcane wrath,2085,0,0,0,0
1806,of arcane wrath,2086,0,0,0,0
1807,of arcane wrath,2087,0,0,0,0
1808,of arcane wrath,2088,0,0,0,0
1809,of arcane wrath,2089,0,0,0,0
1810,of arcane wrath,2090,0,0,0,0
1811,of arcane wrath,2091,0,0,0,0
1812,of arcane wrath,2092,0,0,0,0
1813,of arcane wrath,2093,0,0,0,0
1814,of arcane wrath,2094,0,0,0,0
1815,of arcane wrath,2095,0,0,0,0
1816,of arcane wrath,2096,0,0,0,0
1817,of arcane wrath,2097,0,0,0,0
1818,of arcane wrath,2098,0,0,0,0
1819,of arcane wrath,2099,0,0,0,0
1820,of arcane wrath,2100,0,0,0,0
1821,of arcane wrath,2101,0,0,0,0
1822,of arcane wrath,2102,0,0,0,0
1823,of arcane wrath,2103,0,0,0,0
1824,of arcane wrath,2104,0,0,0,0
1825,of arcane wrath,2105,0,0,0,0
1826,of arcane wrath,2106,0,0,0,0
1827,of arcane wrath,2107,0,0,0,0
1828,of arcane wrath,2108,0,0,0,0
1829,of arcane wrath,2109,0,0,0,0
1830,of arcane wrath,2110,0,0,0,0
1831,of arcane wrath,2111,0,0,0,0
1832,of arcane wrath,2112,0,0,0,0
1833,of arcane wrath,2113,0,0,0,0
1834,of arcane wrath,2114,0,0,0,0
1835,of arcane wrath,2115,0,0,0,0
1836,of arcane wrath,2116,0,0,0,0
1837,of shadow wrath,2117,0,0,0,0
1838,of shadow wrath,2118,0,0,0,0
1839,of shadow wrath,2119,0,0,0,0
1840,of shadow wrath,2120,0,0,0,0
1841,of shadow wrath,2121,0,0,0,0
1842,of shadow wrath,2122,0,0,0,0
1843,of shadow wrath,2123,0,0,0,0
1844,of shadow wrath,2124,0,0,0,0
1845,of shadow wrath,2125,0,0,0,0
1846,of shadow wrath,2126,0,0,0,0
1847,of shadow wrath,2127,0,0,0,0
1848,of shadow wrath,2128,0,0,0,0
1849,of shadow wrath,2129,0,0,0,0
1850,of shadow wrath,2130,0,0,0,0
1851,of shadow wrath,2131,0,0,0,0
1852,of shadow wrath,2132,0,0,0,0
1853,of shadow wrath,2133,0,0,0,0
1854,of shadow wrath,2134,0,0,0,0
1855,of shadow wrath,2135,0,0,0,0
1856,of shadow wrath,2136,0,0,0,0
1857,of shadow wrath,2137,0,0,0,0
1858,of shadow wrath,2138,0,0,0,0
1859,of shadow wrath,2139,0,0,0,0
1860,of shadow wrath,2140,0,0,0,0
1861,of shadow wrath,2141,0,0,0,0
1862,of shadow wrath,2142,0,0,0,0
1863,of shadow wrath,2143,0,0,0,0
1864,of shadow wrath,2144,0,0,0,0
1865,of shadow wrath,2145,0,0,0,0
1866,of shadow wrath,2146,0,0,0,0
1867,of shadow wrath,2147,0,0,0,0
1868,of shadow wrath,2148,0,0,0,0
1869,of shadow wrath,2149,0,0,0,0
1870,of shadow wrath,2150,0,0,0,0
1871,of shadow wrath,2151,0,0,0,0
1872,of shadow wrath,2152,0,0,0,0
1873,of shadow wrath,2153,0,0,0,0
1874,of shadow wrath,2154,0,0,0,0
1875,of fiery wrath,2155,0,0,0,0
1876,of fiery wrath,2156,0,0,0,0
1877,of fiery wrath,2157,0,0,0,0
1878,of fiery wrath,2158,0,0,0,0
1879,of fiery wrath,2159,0,0,0,0
1880,of fiery wrath,2160,0,0,0,0
1881,of fiery wrath,2161,0,0,0,0
1882,of fiery wrath,2162,0,0,0,0
1883,of fiery wrath,2163,0,0,0,0
1884,of fiery wrath,2164,0,0,0,0
1885,of fiery wrath,2165,0,0,0,0
1886,of fiery wrath,2166,0,0,0,0
1887,of fiery wrath,2167,0,0,0,0
1888,of fiery wrath,2168,0,0,0,0
1889,of fiery wrath,2169,0,0,0,0
1890,of fiery wrath,2170,0,0,0,0
1891,of fiery wrath,2171,0,0,0,0
1892,of fiery wrath,2172,0,0,0,0
1893,of fiery wrath,2173,0,0,0,0
1894,of fiery wrath,2174,0,0,0,0
1895,of fiery wrath,2175,0,0,0,0
1896,of fiery wrath,2176,0,0,0,0
1897,of fiery wrath,2177,0,0,0,0
1898,of fiery wrath,2178,0,0,0,0
1899,of fiery wrath,2179,0,0,0,0
1900,of fiery wrath,2180,0,0,0,0
1901,of fiery wrath,2181,0,0,0,0
1902,of fiery wrath,2182,0,0,0,0
1903,of fiery wrath,2183,0,0,0,0
1904,of fiery wrath,2184,0,0,0,0
1905,of fiery wrath,2185,0,0,0,0
1906,of fiery wrath,2186,0,0,0,0
1907,of fiery wrath,2187,0,0,0,0
1908,of fiery wrath,2188,0,0,0,0
1909,of fiery wrath,2189,0,0,0,0
1910,of fiery wrath,2190,0,0,0,0
1911,of fiery wrath,2191,0,0,0,0
1912,of fiery wrath,2192,0,0,0,0
1913,of holy wrath,2193,0,0,0,0
1914,of holy wrath,2194,0,0,0,0
1915,of holy wrath,2195,0,0,0,0
1916,of holy wrath,2196,0,0,0,0
1917,of holy wrath,2197,0,0,0,0
1918,of holy wrath,2198,0,0,0,0
1919,of holy wrath,2199,0,0,0,0
1920,of holy wrath,2200,0,0,0,0
1921,of holy wrath,2201,0,0,0,0
1922,of holy wrath,2202,0,0,0,0
1923,of holy wrath,2203,0,0,0,0
1924,of holy wrath,2204,0,0,0,0
1925,of holy wrath,2205,0,0,0,0
1926,of holy wrath,2206,0,0,0,0
1927,of holy wrath,2207,0,0,0,0
1928,of holy wrath,2208,0,0,0,0
1929,of holy wrath,2209,0,0,0,0
1930,of holy wrath,2210,0,0,0,0
1931,of holy wrath,2211,0,0,0,0
1932,of holy wrath,2212,0,0,0,0
1933,of holy wrath,2213,0,0,0,0
1934,of holy wrath,2214,0,0,0,0
1935,of holy wrath,2215,0,0,0,0
1936,of holy wrath,2216,0,0,0,0
1937,of holy wrath,2217,0,0,0,0
1938,of holy wrath,2218,0,0,0,0
1939,of holy wrath,2219,0,0,0,0
1940,of holy wrath,2220,0,0,0,0
1941,of holy wrath,2221,0,0,0,0
1942,of holy wrath,2222,0,0,0,0
1943,of holy wrath,2223,0,0,0,0
1944,of holy wrath,2224,0,0,0,0
1945,of holy wrath,2225,0,0,0,0
1946,of holy wrath,2226,0,0,0,0
1947,of holy wrath,2227,0,0,0,0
1948,of holy wrath,2228,0,0,0,0
1949,of holy wrath,2229,0,0,0,0
1950,of holy wrath,2230,0,0,0,0
1951,of frozen wrath,2231,0,0,0,0
1952,of frozen wrath,2232,0,0,0,0
1953,of frozen wrath,2233,0,0,0,0
1954,of frozen wrath,2234,0,0,0,0
1955,of frozen wrath,2235,0,0,0,0
1956,of frozen wrath,2236,0,0,0,0
1957,of frozen wrath,2237,0,0,0,0
1958,of frozen wrath,2238,0,0,0,0
1959,of frozen wrath,2239,0,0,0,0
1960,of frozen wrath,2240,0,0,0,0
1961,of frozen wrath,2241,0,0,0,0
1962,of frozen wrath,2242,0,0,0,0
1963,of frozen wrath,2243,0,0,0,0
1964,of frozen wrath,2244,0,0,0,0
1965,of frozen wrath,2245,0,0,0,0
1966,of frozen wrath,2246,0,0,0,0
1967,of frozen wrath,2247,0,0,0,0
1968,of frozen wrath,2248,0,0,0,0
1969,of frozen wrath,2249,0,0,0,0
1970,of frozen wrath,2250,0,0,0,0
1971,of frozen wrath,2251,0,0,0,0
1972,of frozen wrath,2252,0,0,0,0
1973,of frozen wrath,2253,0,0,0,0
1974,of frozen wrath,2254,0,0,0,0
1975,of frozen wrath,2255,0,0,0,0
1976,of frozen wrath,2256,0,0,0,0
1977,of frozen wrath,2257,0,0,0,0
1978,of frozen wrath,2258,0,0,0,0
1979,of frozen wrath,2259,0,0,0,0
1980,of frozen wrath,2260,0,0,0,0
1981,of frozen wrath,2261,0,0,0,0
1982,of frozen wrath,2262,0,0,0,0
1983,of frozen wrath,2263,0,0,0,0
1984,of frozen wrath,2264,0,0,0,0
1985,of frozen wrath,2265,0,0,0,0
1986,of frozen wrath,2266,0,0,0,0
1987,of frozen wrath,2267,0,0,0,0
1988,of frozen wrath,2268,0,0,0,0
1989,of nature's wrath,2269,0,0,0,0
1990,of nature's wrath,2270,0,0,0,0
1991,of nature's wrath,2271,0,0,0,0
1992,of nature's wrath,2272,0,0,0,0
1993,of nature's wrath,2273,0,0,0,0
1994,of nature's wrath,2274,0,0,0,0
1995,of nature's wrath,2275,0,0,0,0
1996,of nature's wrath,2276,0,0,0,0
1997,of nature's wrath,2277,0,0,0,0
1998,of nature's wrath,2278,0,0,0,0
1999,of nature's wrath,2279,0,0,0,0
2000,of nature's wrath,2280,0,0,0,0
2001,of nature's wrath,2281,0,0,0,0
2002,of nature's wrath,2282,0,0,0,0
2003,of nature's wrath,2283,0,0,0,0
2004,of nature's wrath,2284,0,0,0,0
2005,of nature's wrath,2285,0,0,0,0
2006,of nature's wrath,2286,0,0,0,0
2007,of nature's wrath,2287,0,0,0,0
2008,of nature's wrath,2288,0,0,0,0
2009,of nature's wrath,2289,0,0,0,0
2010,of nature's wrath,2290,0,0,0,0
2011,of nature's wrath,2291,0,0,0,0
2012,of nature's wrath,2292,0,0,0,0
2013,of nature's wrath,2293,0,0,0,0
2014,of nature's wrath,2294,0,0,0,0
2015,of nature's wrath,2295,0,0,0,0
2016,of nature's wrath,2296,0,0,0,0
2017,of nature's wrath,2297,0,0,0,0
2018,of nature's wrath,2298,0,0,0,0
2019,of nature's wrath,2299,0,0,0,0
2020,of nature's wrath,2300,0,0,0,0
2021,of nature's wrath,2301,0,0,0,0
2022,of nature's wrath,2302,0,0,0,0
2023,of nature's wrath,2303,0,0,0,0
2024,of nature's wrath,2304,0,0,0,0
2025,of nature's wrath,2305,0,0,0,0
2026,of nature's wrath,2306,0,0,0,0
2027,of healing,2307,0,0,0,0
2028,of healing,2308,0,0,0,0
2029,of healing,2309,0,0,0,0
2030,of healing,2310,0,0,0,0
2031,of healing,2311,0,0,0,0
2032,of healing,2312,0,0,0,0
2033,of healing,2313,0,0,0,0
2034,of healing,2314,0,0,0,0
2035,of healing,2315,0,0,0,0
2036,of healing,2316,0,0,0,0
2037,of healing,2317,0,0,0,0
2038,of healing,2318,0,0,0,0
2039,of healing,2319,0,0,0,0
2040,of healing,2320,0,0,0,0
2041,of healing,2321,0,0,0,0
2042,of healing,2322,0,0,0,0
2043,of healing,2323,0,0,0,0
2044,of healing,2324,0,0,0,0
2045,of healing,2325,0,0,0,0
2046,of healing,2326,0,0,0,0
2047,of healing,2327,0,0,0,0
2048,of healing,2328,0,0,0,0
2049,of healing,2329,0,0,0,0
2050,of healing,2330,0,0,0,0
2051,of healing,2331,0,0,0,0
2052,of healing,2332,0,0,0,0
2053,of healing,2333,0,0,0,0
2054,of healing,2334,0,0,0,0
2055,of healing,2335,0,0,0,0
2056,of healing,2336,0,0,0,0
2057,of healing,2337,0,0,0,0
2058,of healing,2338,0,0,0,0
2059,of healing,2339,0,0,0,0
2060,of healing,2340,0,0,0,0
2061,of healing,2341,0,0,0,0
2062,of healing,2342,0,0,0,0
2063,of healing,2343,0,0,0,0
2064,of healing,2344,0,0,0,0
2067,of concentration,2363,0,0,0,0
2068,of concentration,2364,0,0,0,0
2069,of concentration,2365,0,0,0,0
2070,of concentration,2366,0,0,0,0
2071,of concentration,2367,0,0,0,0
2072,of concentration,2368,0,0,0,0
2073,of concentration,2369,0,0,0,0
2074,of concentration,2370,0,0,0,0
2075,of concentration,2371,0,0,0,0
2076,of concentration,2372,0,0,0,0
2077,of concentration,2373,0,0,0,0
2078,of concentration,2374,0,0,0,0
2079,of concentration,2375,0,0,0,0
2080,of concentration,2376,0,0,0,0
2081,of concentration,2377,0,0,0,0
2082,of concentration,2378,0,0,0,0
2083,of concentration,2379,0,0,0,0
2084,of concentration,2380,0,0,0,0
2085,of concentration,2381,0,0,0,0
2086,of concentration,2382,0,0,0,0
2087,of concentration,2383,0,0,0,0
2088,of concentration,2384,0,0,0,0
2089,of concentration,2385,0,0,0,0
2090,of concentration,2386,0,0,0,0
2091,of concentration,2387,0,0,0,0
2092,of concentration,2388,0,0,0,0
2093,of concentration,2389,0,0,0,0
2094,of concentration,2390,0,0,0,0
2095,of concentration,2391,0,0,0,0
2096,of concentration,2392,0,0,0,0
2097,of concentration,2393,0,0,0,0
2098,of concentration,2394,0,0,0,0
2099,of concentration,2395,0,0,0,0
2100,of concentration,2396,0,0,0,0
2101,of concentration,2397,0,0,0,0
2102,of concentration,2398,0,0,0,0
2103,of concentration,2399,0,0,0,0
2104,of concentration,2400,0,0,0,0
2105,of regeneration,2401,0,0,0,0
2106,of regeneration,2402,0,0,0,0
2107,of regeneration,2403,0,0,0,0
2108,of regeneration,2404,0,0,0,0
2109,of regeneration,2405,0,0,0,0
2110,of regeneration,2406,0,0,0,0
2111,of regeneration,2407,0,0,0,0
2112,of regeneration,2408,0,0,0,0
2113,of regeneration,2409,0,0,0,0
2114,of regeneration,2410,0,0,0,0
2115,of regeneration,2411,0,0,0,0
2116,of regeneration,2412,0,0,0,0
2117,of regeneration,2413,0,0,0,0
2118,of regeneration,2414,0,0,0,0
2119,of regeneration,2415,0,0,0,0
2120,of regeneration,2416,0,0,0,0
2121,of regeneration,2417,0,0,0,0
2122,of regeneration,2418,0,0,0,0
2123,of regeneration,2419,0,0,0,0
2124,of regeneration,2420,0,0,0,0
2125,of regeneration,2421,0,0,0,0
2126,of regeneration,2422,0,0,0,0
2127,of regeneration,2423,0,0,0,0
2128,of regeneration,2424,0,0,0,0
2129,of regeneration,2425,0,0,0,0
2130,of regeneration,2426,0,0,0,0
2131,of regeneration,2427,0,0,0,0
2132,of regeneration,2428,0,0,0,0
2133,of regeneration,2429,0,0,0,0
2134,of regeneration,2430,0,0,0,0
2135,of regeneration,2431,0,0,0,0
2136,of regeneration,2432,0,0,0,0
2137,of regeneration,2433,0,0,0,0
2138,of regeneration,2434,0,0,0,0
2139,of regeneration,2435,0,0,0,0
2140,of regeneration,2436,0,0,0,0
2141,of regeneration,2437,0,0,0,0
2142,of regeneration,2438,0,0,0,0
2143,of sorcery,366,359,2607,0,0
2144,of sorcery,366,359,2607,0,0
2145,of sorcery,361,359,2608,0,0
2146,of restoration,361,2316,2373,0,0
2147,of restoration,366,2316,2372,0,0
2148,of restoration,361,2317,2372,0,0
2149,of striking,367,358,361,0,0
2150,of striking,362,363,361,0,0
2151,of striking,362,358,366,0,0
2152,of sorcery,366,364,2608,0,0
2153,of restoration,366,2317,2373,0,0
2154,of striking,367,363,366,0,0
2155,of sorcery,1068,1118,2612,0,0
2156,of restoration,1068,2321,2377,0,0
2157,of striking,684,883,1068,0,0
2158,of striking,410,403,409,0,0
2159,of sorcery,409,405,2609,0,0
2160,of restoration,409,2319,2375,0,0
2161,of sorcery,366,364,2610,0,0
2162,of restoration,366,2318,2373,0,0
2163,of striking,367,363,371,0,0
2164,Stat Sta 15,0,0,0,0,0
