ID,RaceID,HideGeosetGroup,RaceBitSelection,Field_10_0_0_46047_003,HelmetGeosetVisDataID
40647,11,2,0,-1,436
40648,11,3,0,-1,436
40649,11,7,0,-1,436
40650,12,0,0,-1,436
40651,12,1,0,-1,436
40652,12,2,0,-1,436
40653,12,3,0,-1,436
40654,12,7,0,-1,436
40655,13,0,0,-1,436
40656,13,1,0,-1,436
40657,13,2,0,-1,436
40658,13,3,0,-1,436
40659,13,7,0,-1,436
40660,14,0,0,-1,436
40661,14,1,0,-1,436
40662,14,2,0,-1,436
40663,14,3,0,-1,436
40664,14,7,0,-1,436
40665,15,0,0,-1,436
40666,15,1,0,-1,436
40667,15,2,0,-1,436
40668,15,3,0,-1,436
40669,15,7,0,-1,436
40670,16,0,0,-1,436
40671,16,1,0,-1,436
40672,16,2,0,-1,436
40673,16,3,0,-1,436
40674,16,7,0,-1,436
40675,17,0,0,-1,436
40676,17,1,0,-1,436
40677,17,2,0,-1,436
40678,17,3,0,-1,436
40679,17,7,0,-1,436
40680,18,0,0,-1,436
40681,18,1,0,-1,436
40682,18,2,0,-1,436
40683,18,3,0,-1,436
40684,18,7,0,-1,436
40685,19,0,0,-1,436
40686,19,1,0,-1,436
40687,19,2,0,-1,436
40688,19,3,0,-1,436
40689,19,7,0,-1,436
40690,20,0,0,-1,436
40691,20,1,0,-1,436
40692,20,2,0,-1,436
40693,20,3,0,-1,436
40694,20,7,0,-1,436
40695,21,0,0,-1,436
40696,21,1,0,-1,436
40697,21,2,0,-1,436
40698,21,3,0,-1,436
40699,21,7,0,-1,436
40700,22,0,0,-1,436
40701,22,1,0,-1,436
40702,22,2,0,-1,436
40703,22,3,0,-1,436
40704,22,7,0,-1,436
40705,23,0,0,-1,436
40706,23,1,0,-1,436
40707,23,2,0,-1,436
40708,23,3,0,-1,436
40709,23,7,0,-1,436
40710,24,0,0,-1,436
40711,24,1,0,-1,436
40712,24,2,0,-1,436
40713,24,3,0,-1,436
40714,24,7,0,-1,436
40715,25,0,0,-1,436
40716,25,1,0,-1,436
40717,25,2,0,-1,436
40718,25,3,0,-1,436
40719,25,7,0,-1,436
40720,26,0,0,-1,436
40721,26,1,0,-1,436
40722,26,2,0,-1,436
40723,26,3,0,-1,436
40724,26,7,0,-1,436
41984,25,0,0,-1,475
41985,26,0,0,-1,475
41986,24,0,0,-1,475
41987,25,1,0,-1,475
41988,26,1,0,-1,475
41989,24,1,0,-1,475
41990,25,2,0,-1,475
41991,26,2,0,-1,475
41992,24,2,0,-1,475
41993,26,3,0,-1,475
41994,24,3,0,-1,475
41995,25,3,0,-1,475
41996,25,7,0,-1,475
41997,26,7,0,-1,475
41998,24,7,0,-1,475
41999,24,16,0,-1,475
42000,26,16,0,-1,475
42001,25,16,0,-1,475
42002,25,17,0,-1,475
42003,26,17,0,-1,475
42004,24,17,0,-1,475
42005,24,19,0,-1,475
42006,26,19,0,-1,475
42007,25,19,0,-1,475
42008,25,24,0,-1,475
42009,26,24,0,-1,475
42010,24,24,0,-1,475
42011,24,25,0,-1,475
42012,26,25,0,-1,475
42013,25,25,0,-1,475
42014,25,29,0,-1,475
42015,26,29,0,-1,475
42016,24,29,0,-1,475
42017,24,30,0,-1,475
42018,26,30,0,-1,475
42019,25,30,0,-1,475
42020,25,31,0,-1,475
42021,26,31,0,-1,475
42022,24,31,0,-1,475
42023,25,34,0,-1,475
42024,26,34,0,-1,475
42025,24,34,0,-1,475
42026,24,35,0,-1,475
42027,26,35,0,-1,475
42028,25,35,0,-1,475
42029,25,36,0,-1,475
42030,26,36,0,-1,475
42031,24,36,0,-1,475
42032,24,37,0,-1,475
42033,26,37,0,-1,475
42034,25,37,0,-1,475
42035,25,38,0,-1,475
42036,26,38,0,-1,475
42037,24,38,0,-1,475
42038,24,39,0,-1,475
42039,26,39,0,-1,475
42040,25,39,0,-1,475
42041,25,40,0,-1,475
42042,26,40,0,-1,475
42043,24,40,0,-1,475
42044,24,41,0,-1,475
42045,26,41,0,-1,475
42046,25,41,0,-1,475
42047,25,42,0,-1,475
42048,26,42,0,-1,475
42049,24,42,0,-1,475
42050,24,43,0,-1,475
42051,26,43,0,-1,475
42052,25,43,0,-1,475
42053,25,44,0,-1,475
42054,26,44,0,-1,475
42055,24,44,0,-1,475
42056,24,45,0,-1,475
42057,26,45,0,-1,475
42058,25,45,0,-1,475
42059,24,46,0,-1,475
42060,26,46,0,-1,475
42061,25,46,0,-1,475
42062,25,47,0,-1,475
42063,26,47,0,-1,475
42064,24,47,0,-1,475
42065,24,48,0,-1,475
42066,26,48,0,-1,475
42067,25,48,0,-1,475
42068,25,49,0,-1,475
42069,26,49,0,-1,475
42070,24,49,0,-1,475
42071,24,50,0,-1,475
42072,26,50,0,-1,475
42073,25,50,0,-1,475
