ID,Description_lang,Type,Amount,ObjectID,OrderIndex,Flags,StorageIndex,QuestID
338675,,0,1,130079,0,0,1,52300
338681,,0,1,135939,0,0,1,52301
338684,Rally Bigbombs slain,0,1,140912,0,1,0,52302
338692,Mogul Razdunk slain,0,1,132713,1,0,1,52295
338694,Mogul Razdunk slain,0,1,132713,1,0,1,52298
338696,Mogul Razdunk slain,0,1,132713,1,0,1,52302
338722,,0,1,140938,0,1,1,52306
338724,,0,10,140715,0,0,0,52307
338726,,0,1,139988,0,1,1,52309
338735,,0,1,139968,0,1,1,52310
338736,Entranced Sentinel rescued,0,5,143930,1,0,2,52307
338742,,0,10,140715,0,0,0,52312
338743,Entranced Grunt rescued,0,5,143945,1,0,2,52312
338751,,0,1,140997,0,1,1,52315
338752,Defeat Ellie Vern,11,1,141002,0,0,0,52316
338773,,0,1,141029,0,1,1,52321
338779,,0,1,139980,0,1,1,52322
338790,,2,25,278479,6,92,5,50315
338791,,0,200,129988,7,92,6,50315
338793,,0,1,141051,1,0,0,50322
338794,Defeat Leana Darkwind,11,1,141046,0,0,0,52325
338798,,0,25,127836,8,92,7,49315
338799,,0,1,141039,0,1,1,52328
338800,,0,1,134147,0,1,0,52330
338801,,1,3,152496,0,0,0,52331
338802,,1,3,152497,0,0,0,52332
338803,,1,3,152550,0,0,0,52333
338804,,1,3,152503,0,0,0,52334
338806,,1,3,152496,0,0,0,52335
338808,,1,3,152497,0,0,0,52336
338810,,1,3,152550,0,0,0,52337
338812,,1,3,152503,0,0,0,52338
338813,,1,3,152813,0,0,0,52339
338814,,1,3,152812,0,0,0,52340
338816,,1,3,152813,0,0,0,52341
338818,,1,3,152812,0,0,0,52342
338819,,1,20,154881,0,0,0,52344
338820,,1,20,154883,0,0,0,52345
338821,,1,10,154888,0,0,0,52346
338822,,1,10,154882,0,0,0,52347
338823,,1,20,154885,0,0,0,52348
338824,,1,20,154887,0,0,0,52349
338825,,1,10,154884,0,0,0,52350
338826,,1,10,154886,0,0,0,52351
338827,,0,1,140398,0,1,0,52352
338828,,1,2,153439,0,0,0,52353
338829,,1,2,153440,0,0,0,52354
338830,,1,2,153476,0,0,0,52355
338831,,1,2,153479,0,0,0,52356
338832,,1,2,159786,0,0,0,52357
338834,,1,2,153439,0,0,0,52358
338836,,1,2,153440,0,0,0,52359
338838,,1,2,153476,0,0,0,52360
338840,,1,2,153479,0,0,0,52361
338842,,1,2,159786,0,0,0,52362
338843,,1,3,158203,0,0,0,52363
338844,,1,5,153494,0,0,0,52364
338845,,1,5,153490,0,0,0,52365
338846,,1,2,153512,0,0,0,52366
338847,,1,3,153573,0,0,0,52367
338848,,1,3,158212,0,0,0,52368
338850,,1,3,158203,0,0,0,52369
338852,,1,5,153494,0,0,0,52370
338854,,1,5,153490,0,0,0,52371
338856,,1,2,153512,0,0,0,52372
338858,,1,3,153573,0,0,0,52373
338860,,1,3,158212,0,0,0,52374
338861,,1,20,152547,0,0,0,52375
338862,,1,20,152543,0,0,0,52376
338863,,1,20,152548,0,0,0,52377
338864,,1,20,152544,0,0,0,52378
338865,,1,20,152549,0,0,0,52379
338866,,1,20,152545,0,0,0,52380
338867,,1,20,152546,0,0,0,52381
338869,,1,20,152547,0,0,0,52382
338871,,1,20,152543,0,0,0,52383
338873,,1,20,152548,0,0,0,52384
338875,,1,20,152544,0,0,0,52385
338877,,1,20,152549,0,0,0,52386
338879,,1,20,152545,0,0,0,52387
338881,,1,20,152546,0,0,0,52388
338882,,1,3,153661,0,0,0,52389
338883,,1,3,153662,0,0,0,52390
338884,,1,3,153663,0,0,0,52391
338885,,1,20,153635,0,0,0,52392
338886,,1,3,153667,0,0,0,52393
338887,,1,3,153668,0,0,0,52394
338888,,1,3,153664,0,0,0,52395
338889,,1,3,153665,0,0,0,52396
338890,,1,3,153666,0,0,0,52397
338892,,1,20,153635,0,0,0,52398
338894,,0,1,138603,1,1,1,50767
338897,,1,5,153705,0,0,0,52400
338898,,1,5,153704,0,0,0,52402
338899,,1,5,153703,0,0,0,52404
338900,,1,5,153702,0,0,0,52405
338901,,1,5,153701,0,0,0,52406
338902,,1,5,153700,0,0,0,52407
338904,,1,5,153705,0,0,0,52408
338906,,1,5,153704,0,0,0,52409
338908,,1,5,153703,0,0,0,52410
338910,,1,5,153702,0,0,0,52411
338912,,1,5,153701,0,0,0,52412
338914,,1,5,153700,0,0,0,52413
338915,,1,2,154167,0,0,0,52414
338916,,1,3,154166,0,0,0,52415
338917,,1,3,154168,0,0,0,52416
338918,,1,3,154169,0,0,0,52417
338920,,1,2,154167,0,0,0,52418
338922,,1,3,154166,0,0,0,52419
338924,,1,3,154168,0,0,0,52420
338926,,1,3,154169,0,0,0,52421
338927,,1,2,154707,0,0,0,52422
338928,,1,2,154706,0,0,0,52423
338929,,1,2,154705,0,0,0,52424
338931,,1,2,154707,0,0,0,52425
338933,,1,2,154706,0,0,0,52426
338935,,1,2,154705,0,0,0,52427
338937,Faithless attackers slain,0,30,136895,1,2,0,51210
338950,Defeat Kwint,11,1,141077,0,0,0,52430
338957,,0,1,141088,0,1,1,52432
338988,,0,1,141143,0,1,1,52446
339011,,0,1,141175,0,1,1,52452
339022,Dread Captain Vandegrim slain,0,1,135050,0,1,0,52454
339023,Harlan Sweete slain,0,1,126983,1,0,1,52454
339024,Defeat Chitara,12,1,2230,0,0,0,52455
339027,Veteran Man O' War slain,0,1,135353,0,1,0,52456
339028,Harlan Sweete slain,0,1,126983,1,0,1,52456
339030,,1,15,162013,0,0,0,52343
339033,Pieces of Eight collected,0,8,136107,0,0,0,52458
339034,Harlan Sweete slain,0,1,126983,1,0,1,52458
339035,,0,1,142088,0,1,1,52459
339046,,0,1,141226,0,1,1,52463
339047,,0,1,141239,0,1,1,52464
339066,Defeat Delia Hanako,11,1,141292,0,0,0,52471
339072,,0,1,141286,0,1,1,52474
339117,Parasites removed,0,12,141351,0,0,1,52507
339122,,0,8,143902,0,0,0,52505
339123,,0,1,141346,1,1,1,52505
339126,,0,8,143909,0,0,0,52506
339127,,0,1,141352,1,1,1,52506
339250,,0,1,136189,0,1,0,52476
339661,Crates sealed,2,4,293681,1,0,0,52507
339666,Defeat Burly,11,1,141479,0,0,0,52751
339679,,1,1,162448,0,1,1,52752
339680,,1,1,162449,1,1,2,52752
339682,Defeat Lozu,11,1,141529,0,0,0,52754
339687,,0,5,129484,0,0,0,52755
339688,,0,1,129590,1,1,3,52755
339692,,1,1,157863,1,0,0,50545
339699,Wendigo slain,0,8,129524,0,0,1,52756
339700,Horde Scouts freed,0,5,141548,1,0,0,52756
339717,Grimestone waylaid,15,1,0,0,0,0,52757
339718,,0,25,136765,1,92,2,52757
339719,,0,13,127290,2,92,3,52757
339720,,0,13,125475,3,92,4,52757
339721,,0,17,141553,4,92,5,52757
339722,,2,17,293700,5,92,6,52757
339734,Speak with Eaglemaster Dawnhorn,3,1,141578,0,1,4,52760
339741,,0,1,141589,0,1,0,52761
339742,,0,1,128652,1,1,1,52761
339745,,0,1,141591,0,1,0,52763
339746,,0,1,128652,1,1,1,52763
339752,Defend Daelin's Gate,15,1,0,0,0,0,49739
339753,,0,34,146408,1,92,0,49739
339754,,0,34,145535,2,92,4,49739
339755,,0,20,131306,3,92,1,49739
339756,,2,34,293711,4,92,2,49739
339761,Rescue Civilians,0,5,44850,0,0,0,52771
339762,,0,1,128652,1,1,1,52771
339771,Collect Azerite Caches,2,5,293727,0,0,0,52775
339772,,0,1,128652,1,1,1,52775
339774,,0,25,123712,2,92,1,52120
339776,,0,25,123712,2,92,1,52119
339784,Horde Heroes slain,0,5,118593,0,0,0,52778
339785,,0,1,128652,1,1,1,52778
339786,Defeat Bloodtusk,12,1,2337,0,0,0,52779
339789,Alliance Heroes slain,0,5,118593,0,0,0,52780
339790,,0,1,128652,1,1,1,52780
339828,Zalamar Disrupted,15,1,0,0,0,0,52785
339829,,0,34,127142,1,92,0,52785
339830,,0,100,127176,2,92,1,52785
339831,,2,10,281835,3,92,2,52785
339832,,0,34,128071,4,92,3,52785
339858,,0,1,141747,1,3,1,52760
339859,,0,1,141731,2,1,2,52760
339860,,0,1,141748,3,1,3,52760
339867,Ship crew slain,0,10,141646,4,0,0,52760
339928,Ride the Gryphon,0,1,141793,0,0,0,52250
339929,Horde forces slain,0,50,141766,1,2,1,52250
339937,Use the Lectric Frequency Modulator,0,1,143377,0,0,3,52798
339938,Feed lashers to the ranishu,15,1,0,1,2,0,52798
339939,,0,100,139492,2,92,0,52798
339940,,0,34,139772,3,92,1,52798
339941,,0,20,139929,4,92,2,52798
339943,Defeat Grady Prett,11,1,141799,0,0,0,52799
339947,,1,8,162540,0,0,0,52794
339948,,0,8,141641,1,0,1,52794
339959,Forsaken Blight Thrower destroyed,0,1,141640,2,0,2,52250
339987,Defeat Korval Darkbeard,11,1,141814,0,0,0,52803
339990,Abyss Idol destroyed,0,5,141782,0,1,5,52804
339991,Corrupted Wildlife slain,0,8,126189,1,0,6,52804
340006,,1,25,161312,0,0,0,52805
340007,,0,1,140404,1,0,1,52805
340045,,0,1,141905,0,0,8,52832
340049,,0,1,141832,2,0,2,52794
340072,,0,1,138122,0,1,0,52847
340078,,0,1,137374,0,1,0,52848
340090,,0,1,141931,0,0,8,52849
340094,Defeat Keeyo,11,1,141879,0,0,0,52850
340099,Defeat Sizzik,11,1,141945,0,0,0,52856
340104,,0,1,141959,0,0,8,52858
340110,,0,1,141890,0,0,0,51502
340111,,0,1,141896,1,0,1,51502
340112,,0,1,141929,2,0,2,51502
340114,,0,1,140123,0,0,0,51500
340116,,0,1,141806,0,0,0,51501
340118,,0,1,141970,0,0,8,52862
340126,Defeat Spineleaf,12,1,2356,0,0,0,52864
340130,,0,1,141980,0,0,8,52869
340131,Stormsong blockaders routed,0,8,137985,0,0,0,52865
340133,,0,1,141985,0,0,8,52871
340141,Azerite recovered,15,1,0,0,0,0,52872
340142,Elite kill credit,0,4,136620,1,92,4,52872
340143,Lieutenant Kill Credit,0,10,136619,2,92,2,52872
340144,Normal Credit,0,25,136618,3,92,0,52872
340145,Minus Mob Kill Credit,0,50,136617,4,92,5,52872
340146,,2,100000,293980,5,92,6,52872
340147,,2,100000,293972,6,92,3,52872
340148,Azerite recovered,15,1,0,0,0,0,52873
340149,Elite kill credit,0,7,136620,1,92,4,52873
340150,Lieutenant Kill Credit,0,17,136619,2,92,2,52873
340151,Normal Credit,0,34,136618,3,92,0,52873
340152,Minus Mob Kill Credit,0,100,136617,4,92,5,52873
340153,,2,100000,293977,5,92,6,52873
340154,,2,100000,293974,6,92,3,52873
340155,Azerite recovered,15,1,0,0,0,0,52874
340156,Elite kill credit,0,7,136620,1,92,4,52874
340157,Lieutenant Kill Credit,0,17,136619,2,92,2,52874
340158,Normal Credit,0,34,136618,3,92,0,52874
340159,Minus Mob Kill Credit,0,100,136617,4,92,5,52874
340160,,2,100000,293978,5,92,6,52874
340161,,2,100000,293973,6,92,3,52874
340162,Azerite recovered,15,1,0,0,0,0,52875
340163,Elite kill credit,0,5,136620,1,92,4,52875
340164,Lieutenant Kill Credit,0,15,136619,2,92,2,52875
340165,Normal Credit,0,34,136618,3,92,0,52875
340166,Minus Mob Kill Credit,0,100,136617,4,92,5,52875
340167,,2,100000,293979,5,92,6,52875
340168,,2,100000,293971,6,92,3,52875
340171,Azerite recovered,15,1,0,0,0,0,52877
340172,Elite kill credit,0,4,136620,1,92,4,52877
340173,Lieutenant Kill Credit,0,15,136619,2,92,2,52877
340174,Normal Credit,0,25,136618,3,92,0,52877
340175,Minus Mob Kill Credit,0,50,136617,4,92,5,52877
340176,,2,100000,293975,5,92,6,52877
340177,,2,100000,293970,6,92,3,52877
340181,Defeat Kusa,11,1,142054,0,0,0,52878
340183,,0,6,130131,0,0,0,52879
340184,,1,12,162599,1,0,1,52879
340185,,0,1,141977,0,1,0,52880
340187,,0,20,142064,3,92,2,52119
340189,,0,20,142064,3,92,2,52120
340191,,0,100,142070,4,92,3,52119
340193,,0,100,142070,4,92,3,52120
340195,Find the missing operatives,0,1,142075,0,0,0,52251
340198,Hold out against Horde forces,15,1,0,1,2,0,52251
340199,,0,100,142076,2,92,1,52251
340201,,0,15,142082,3,92,2,52251
340203,,0,6,130131,0,0,0,52882
340204,Treated Shipwood burned,0,6,142093,1,0,1,52882
340207,Night Elf forces defeated,0,10,135591,0,0,0,52883
340208,Glaive Throwers burned,0,4,142100,1,0,1,52883
340210,Azeroth wounds healed,0,5,142107,0,0,5,52884
340219,Fey Dragon mounted,0,1,143961,0,4,0,52885
340220,Horde Units Slain,0,30,143964,1,2,1,52885
340221,Demolishers Destroyed,0,3,143966,2,0,2,52885
340227,,0,1,139515,0,1,1,52889
340229,,0,8,141359,0,0,0,52890
340231,Bee Pheromones collected,0,1,142790,0,0,2,52891
340232,,0,12,131513,1,2,0,52891
340233,Defeat Karaga,11,1,142096,0,0,0,52892
340236,Druids dispatched,0,8,143938,0,0,0,52893
340238,,0,1,141365,0,1,0,52894
340246,,0,99,139132,1,28,1,51804
340247,,0,99,139138,2,28,2,51804
340248,,0,99,139139,3,28,3,51804
340249,,0,99,139154,4,28,4,51804
340250,,0,99,139153,5,28,5,51804
340251,,0,99,139159,6,28,6,51804
340252,,0,99,139158,7,28,7,51804
340254,Monstrous Shredder defeated,0,1,143562,0,1,0,52895
340256,,0,99,139155,8,28,8,51804
340259,Use the Goblin Hellion,0,1,143952,0,4,2,52896
340260,,0,5,140741,1,0,0,52896
340263,Speak with Tree of Life,0,1,144416,0,16,0,52897
340264,Horde Enemies slain,0,50,140746,1,2,1,52897
340265,Defeat Talia Sparkbrow,11,1,142114,0,0,0,52923
340269,,0,8,131663,0,0,1,52924
340270,,0,6,133429,1,0,0,52924
340297,Souls recovered,0,12,131033,0,0,0,52935
340298,Anchor of Binding destroyed,0,8,142214,1,0,1,52935
340303,Plague Barrel Sack,1,1,162627,0,0,4,52936
340304,Stormsong forces slain,0,12,130006,1,2,0,52936
340305,Western Shrine plagued,0,1,142227,2,0,1,52936
340306,Northern Shrine plagued,0,1,142229,3,0,2,52936
340308,Eastern Shrine plagued,0,1,142230,4,0,3,52936
340309,Defeat Jammer,12,1,2367,0,0,0,52937
340310,Defeat Zujai,11,1,142234,0,0,0,52938
340312,,1,20,162629,0,0,0,52939
340318,,1,20,162629,0,0,0,52940
340330,Abyssal Beacon,0,1,142259,0,0,4,52941
340331,Southern Grasp dispelled,0,1,142260,1,2,0,52941
340332,Western Grasp dispelled,0,1,142264,2,0,1,52941
340333,Eastern Grasp dispelled,0,1,142262,3,0,2,52941
340334,Assembly forces slain,0,12,142255,4,0,3,52941
340359,Talk to Marie Davenport,0,1,142783,0,0,2,52947
340361,,0,10,136419,1,2,0,52947
340405,Bug Zapper collected,0,1,142743,0,0,3,52964
340406,,0,6,137000,1,2,0,52964
340407,,0,6,137126,2,0,1,52964
340422,,1,20,162649,0,0,0,52968
340423,Assembly forces slain,0,12,142255,1,0,1,52968
340435,Briarback quilboar slain,0,50,134693,1,2,1,52045
340437,Briarback quilboar slain,0,50,134693,1,2,1,52063
340438,Speak to Shepherd Milbrooke,0,1,142932,0,0,2,52972
340439,,1,6,159781,1,2,0,52972
340453,,0,12,132206,2,0,0,52011
340454,,0,1,139577,3,0,1,52011
340469,,0,12,132206,2,0,0,52064
340470,,0,1,139577,3,0,1,52064
340473,Tidal Kris,1,1,162650,0,32,2,52979
340474,K'thir slain,0,15,130098,1,2,0,52979
340485,Rituals disrupted,0,6,142345,2,0,1,52979
340493,Bundle of Dynamite collected,0,1,142817,0,0,0,52982
340495,,0,1,142387,0,1,0,52983
340497,,0,1,142387,0,1,0,52984
340499,,0,18,136015,1,2,1,52982
340501,,0,1,138793,2,1,2,52982
340506,Tidal Kris,1,1,162650,0,32,2,52986
340507,K'thir slain,0,15,130098,1,2,0,52986
340508,Rituals disrupted,0,6,142345,2,0,1,52986
340510,Welding Torch collected,1,1,163120,0,0,3,52987
340512,,0,12,135981,1,2,2,52987
340520,Lumber Pile burned,0,6,142395,2,0,1,52987
340521,Cleanse Sagehold,15,1,0,0,0,0,52988
340522,,0,34,135418,1,92,0,52988
340523,,0,9,135415,2,92,1,52988
340524,,0,20,142401,3,92,2,52988
340525,,0,25,142448,4,92,3,52988
340559,Cleanse Sagehold,15,1,0,0,0,0,53008
340560,,0,34,135418,1,92,0,53008
340561,,0,9,135415,2,92,1,53008
340562,,0,20,142401,3,92,2,53008
340563,,0,25,142448,4,92,3,53008
340568,War Camp defended,15,1,0,0,0,0,53009
340570,War Camp assaulted,15,1,0,0,0,0,53010
340574,Pilot Prototype Shredder MK-03,0,1,138904,0,0,1,53012
340578,Abyssal forces slain,0,25,142495,0,0,0,53025
340579,,0,1,142516,1,1,1,53025
340588,Abyssal forces slain,0,25,142495,0,0,0,53027
340589,,0,1,142516,1,1,1,53027
340591,Horde Soldiers slain,0,60,135264,1,0,0,53012
340622,Southern Anchor empowered,0,1,142584,0,0,2,53040
340624,Western Anchor empowered,0,1,142585,1,0,1,53040
340626,Bilge Rat collected,0,6,137164,3,0,2,52964
340633,Eastern Anchor empowered,0,1,142583,2,0,3,53040
340634,Fulminous Squall contained,0,1,142575,3,24,0,53040
340667,Ashvane Company Worker slain,0,8,122454,1,0,1,52143
340674,,0,1,142276,2,1,1,52947
340682,,0,1,142106,2,1,1,52891
340683,,0,25,122454,1,92,2,52144
340684,,2,20,295817,2,92,4,52144
340685,,2,13,296064,3,92,5,52144
340688,Delay the foundry production,15,1,0,0,0,0,53076
340689,,0,25,122454,1,92,2,53076
340690,,2,20,295817,2,92,4,53076
340691,,2,13,296064,3,92,0,53076
340700,,1,8,163099,0,0,1,53078
340701,,0,6,126440,1,0,0,53078
340708,,0,25,146408,1,92,1,52167
340709,,0,25,145535,2,92,0,52167
340710,,0,15,131306,3,92,2,52167
340711,,2,17,296164,4,92,3,52167
340712,,0,10,142810,5,92,4,52167
340717,Siege Tower burned,0,2,142394,3,0,0,52987
340746,,1,6,162647,2,0,1,52972
340780,Sources of corruption cleansed,0,13,143127,0,0,6,53106
340787,Stolen Supplies retrieved,1,3,157784,0,0,0,53107
340788,Cave 1 cleared,0,1,133757,1,28,1,53107
340789,Cave 2 cleared,0,1,133758,2,28,2,53107
340790,Cave 3 cleared,0,1,133759,3,28,3,53107
340791,Cave 4 cleared,0,1,141789,4,28,4,53107
340792,Cave 5 cleared,0,1,141790,5,28,5,53107
340799,Drowned Icons cleansed,2,3,296463,0,0,0,53108
340800,Cave 1 Cleared,0,1,133757,1,28,1,53108
340801,Cave 2 Cleared,0,1,133758,2,28,2,53108
340802,Cave 3 Cleared,0,1,133759,3,28,3,53108
340803,Cave 4 cleared,0,1,141789,4,28,4,53108
340804,Cave 5 cleared,0,1,141790,5,28,5,53108
340835,,1,10,162013,0,0,0,52504
340845,Pirates Bombed,0,100,145236,0,0,0,52159
340878,Goblin Treasure Thieves,0,10,140716,0,0,0,53165
340919,Talk to the Penguing Sledding Barker,3,1,131575,0,4,5,53188
340920,Ride the pengling to the goal,0,1,131573,1,0,6,53188
340923,Talk to the Pengling Sledding Barker,3,1,131575,0,4,5,53189
340924,Ride the pengling to the goal,0,1,131573,1,0,6,53189
340933,Pirates Bombed,0,100,145236,0,0,0,53196
341017,,1,10,163588,0,0,0,53266
341020,,1,10,163595,0,0,0,53270
341021,Blooming Star Moss Gathered,0,1,143403,0,0,0,53271
341022,Blooming Siren's Sting Gathered,0,1,143404,0,0,0,53272
341023,Winter's Kiss Cluster,0,1,143407,0,0,0,53273
341024,,1,1,163601,0,0,0,53274
341030,,1,10,163588,0,0,0,53277
341032,,1,10,163595,0,0,0,53278
341034,Blooming Star Moss Gathered,0,1,143403,0,0,0,53279
341036,Blooming Siren's Sting Gathered,0,1,143404,0,0,0,53280
341038,Winter's Kiss Cluster Gathered,0,1,143407,0,0,0,53281
341040,,1,1,163601,0,0,0,53282
341042,,1,10,163588,0,0,0,53283
341044,,1,10,163595,0,0,0,53284
341046,Blooming Star Moss Gathered,0,1,143403,0,0,0,53285
341048,Blooming Siren's Sting Gathered,0,1,143404,0,0,0,53286
341050,Winter's Kiss Cluster Gathered,0,1,143407,0,0,0,53287
341052,,1,1,163601,0,0,0,53288
341054,,1,10,163588,0,0,0,53289
341056,,1,10,163595,0,0,0,53290
341058,Blooming Star Moss Gathered,0,1,143403,0,0,0,53291
341060,Blooming Siren's Sting Gathered,0,1,143404,0,0,0,53292
341062,,1,1,163601,0,0,0,53293
341063,Akunda's Bite Cluster,0,1,143427,0,0,0,53294
341066,,1,10,163588,0,0,0,53296
341068,,1,10,163595,0,0,0,53297
341070,Blooming Star Moss Gathered,0,1,143403,0,0,0,53298
341072,Blooming Siren's Sting Gathered,0,1,143404,0,0,0,53299
341074,,1,1,163601,0,0,0,53300
341076,,1,10,163588,0,0,0,53301
341078,,1,10,163595,0,0,0,53302
341080,Blooming Star Moss Gathered,0,1,143403,0,0,0,53303
341082,Blooming Siren's Sting Gathered,0,1,143404,0,0,0,53304
341084,,1,1,163601,0,0,0,53305
341087,,1,1,163609,0,0,0,53308
341094,,1,1,163623,0,0,0,53311
341095,,1,1,163624,0,0,0,53312
341096,,1,1,163625,0,0,0,53313
341097,,1,1,163626,0,0,0,53314
341098,,1,1,163627,0,0,0,53315
341099,,1,1,163628,0,0,0,53316
341100,,1,1,163629,0,0,0,53317
341101,,1,1,163630,0,0,0,53318
341111,Ruins of Mathystra protected,15,1,0,0,0,0,53319
341113,Ruins of Mathystra controlled,15,1,0,0,0,0,53320
341115,,1,1,163609,0,0,0,53321
341117,,1,1,163623,0,0,0,53322
341119,,1,1,163624,0,0,0,53323
341121,,1,1,163625,0,0,0,53324
341123,,1,1,163626,0,0,0,53325
341125,,1,1,163627,0,0,0,53326
341127,,1,1,163628,0,0,0,53327
341129,,1,1,163629,0,0,0,53328
341131,,1,1,163630,0,0,0,53329
341137,,0,13,143465,1,92,0,53010
341138,,2,34,297483,2,92,1,53010
341139,,0,25,143455,3,92,3,53010
341142,,0,25,143453,4,92,4,53010
341143,,0,25,143494,5,92,5,53010
341145,,1,50,163631,1,92,0,53319
341147,,1,25,163631,1,92,0,53320
341155,,0,13,143457,1,92,0,53009
341156,,0,25,143459,2,92,1,53009
341161,,0,9,143445,2,92,1,53319
341162,,0,20,143446,3,92,2,53319
341167,,0,20,143458,2,92,1,53320
341168,,0,17,143460,3,92,2,53320
341169,,0,9,143452,4,92,3,53320
341173,,0,34,140028,6,92,6,53010
341176,Mount Cooper,0,1,127718,0,0,0,53331
341177,Score 300 Points,0,1,128034,1,2,7,53331
341181,,0,25,143512,3,92,2,53009
341191,,0,13,141472,7,92,1,51577
341194,,0,13,140284,10,92,7,51578
341206,Restore the Avatar of Sethraliss,14,1,66102,2,2,1,51379
341212,Cave 1 cleared,0,1,133757,1,28,0,53106
341213,Cave 2 cleared,0,1,133758,2,28,1,53106
341214,Cave 3 cleared,0,1,133759,3,28,2,53106
341215,Cave 4 cleared,0,1,141789,4,28,3,53106
341216,Cave 5 cleared,0,1,141790,5,28,4,53106
341226,,0,10,140686,1,0,1,52890
341228,,0,10,140686,1,0,1,52893
341241,Sources of corruption cleansed,0,13,143127,0,0,6,53343
341242,Cave 1 cleared,0,1,133757,1,28,0,53343
341243,Cave 2 cleared,0,1,133758,2,28,1,53343
341244,Cave 3 cleared,0,1,133759,3,28,2,53343
341245,Cave 4 cleared,0,1,141789,4,28,3,53343
341246,Cave 5 cleared,0,1,141790,5,28,4,53343
341253,Drowned Icons cleansed,2,3,296463,0,0,0,53344
341254,Cave 1 Cleared,0,1,133757,1,28,1,53344
341255,Cave 2 Cleared,0,1,133758,2,28,2,53344
341256,Cave 3 Cleared,0,1,133759,3,28,3,53344
341257,Cave 4 cleared,0,1,141789,4,28,4,53344
341258,Cave 5 cleared,0,1,141790,5,28,5,53344
341265,Stolen Supplies retrieved,1,3,157784,0,0,0,53345
341266,Cave 1 cleared,0,1,133757,1,28,1,53345
341267,Cave 2 cleared,0,1,133758,2,28,2,53345
341268,Cave 3 cleared,0,1,133759,3,28,3,53345
341269,Cave 4 cleared,0,1,141789,4,28,4,53345
341270,Cave 5 cleared,0,1,141790,5,28,5,53345
341272,Mount Cooper,0,1,127718,0,0,1,53346
341325,Disrupt the trogg attack,15,1,0,1,2,0,53346
341326,,0,13,127899,2,92,2,53346
341327,,0,20,127940,3,92,3,53346
341355,,0,1000,135223,1,28,1,50782
341366,,0,3,142895,5,92,4,52798
341410,,0,4,137649,7,92,1,51820
341423,,0,4,143790,2,28,1,51245
341431,,0,1,134868,2,28,1,50717
341435,,0,1,134868,2,28,1,50899
341439,,0,8,142678,1,0,1,52343
341441,,0,8,142673,1,0,1,52504
341446,Admiral's Elite Guard captured,0,1,137797,5,0,5,51092
341450,,0,99,139157,9,28,9,51804
341479,Frenzied Wisp extinguished,0,6,140956,2,0,1,52312
341481,Frenzied Wisp calmed,0,6,140956,2,0,1,52307
341493,Kaldorei forces slain,0,20,135591,2,0,1,52896
341538,Darnassian Archer healed,0,8,143976,0,0,0,53497
341539,Horde occupiers slain,0,12,143631,1,0,1,53497
341548,Lunar Wards destroyed,2,3,299019,0,0,0,53498
341549,Darnassian reinforcements slain,0,15,143641,1,0,1,53498
341581,Azerite Powder Keg detonated,0,8,144023,0,0,0,53520
341582,Horde occupiers slain,0,10,144098,1,0,1,53520
341600,,0,1,137529,0,0,0,53549
341640,Azerite Powder Keg claimed,0,8,144023,0,0,0,53552
341641,Alliance defenders slain,0,10,144100,1,0,1,53552
341669,,0,20,143456,4,92,3,53319
341671,,2,25,297481,5,92,4,53319
341673,,2,25,297480,6,92,5,53319
341678,,2,25,297481,5,92,5,53320
341681,Sentinel escort slain,0,2,138752,1,0,0,51719
341687,,0,1,144199,0,0,0,53215
341693,,0,17,134328,4,92,0,52144
341694,,0,17,123264,5,92,1,52144
341695,,0,17,123264,4,92,1,53076
341696,,0,17,134328,5,92,3,53076
341700,,0,20,144214,4,92,3,51672
341704,,0,20,144216,4,92,3,51765
341707,Fishing Rod reeled in,3,5,144217,2,0,2,51676
341710,Slay Heartsbane minions,15,1,0,1,2,0,51686
341712,Lost Supplies,1,5,164309,2,0,0,51710
341714,,1,5,164309,2,0,0,51739
341719,Heartsbane minions slain,0,25,126410,2,92,0,51686
341720,,0,34,137748,3,92,2,51686
341721,,0,34,137842,4,92,3,51686
341722,,0,25,130083,5,92,4,51686
341724,,0,1,138765,1,1,1,51727
341727,Bloody Banner burned,2,5,302779,2,0,0,51761
341728,Bloody Banners burned,2,5,302779,2,0,1,51588
341732,,0,34,144260,3,92,2,50000
341754,,0,1000,137077,1,28,1,51565
341756,,0,1000,137077,1,28,1,51285
341772,,0,1,127651,1,1,0,51508
341806,Help the Juvenile Turtles Reach the Ocean,0,12,138330,1,2,2,51639
341808,Help the Juvenile Turtles Reach the Ocean,0,12,138330,1,2,2,51641
341810,Help the Juvenile Turtles Reach the Ocean,0,12,138330,1,2,2,51638
341812,Help the Juvenile Turtles Reach the Ocean,0,12,138330,1,2,2,51640
341814,Help the Juvenile Turtles Reach the Ocean,0,12,138330,1,2,2,51637
341816,Help the Juvenile Turtles Reach the Ocean,0,12,138330,1,2,2,51642
341818,Complete Collector Kojo's Shell Game,0,1,137973,1,2,2,51627
341820,Complete Collector Kojo's Shell Game,0,1,137973,1,2,2,51625
341822,Complete Collector Kojo's Shell Game,0,1,137973,1,2,2,51628
341824,Complete Collector Kojo's Shell Game,0,1,137973,1,2,2,51626
341826,Complete Collector Kojo's Shell Game,0,1,137973,1,2,2,51629
341828,Complete Collector Kojo's Shell Game,0,1,137973,1,2,2,51630
341830,Guide Loh to the Goal,0,1,138037,1,2,2,51631
341833,Guide Loh to the Goal,0,1,138037,1,2,2,51633
