ID,Name,Field_12_0_0_64499_001,Field_9_1_5_39977_001
2447,8.1 War Campaign - Horde - Chapter 4 - Fake Alliance Fleet - (STM),0,2658
2451,8.1 War Campaign - Alliance - Chapter 4 - Army in Zalamar - (STM),0,293
2452,8.1 War Campaign - Alliance - Chapter 4 - Army Outside Zul'jan - (STM),0,302
2453,8.1 War Campaign - A - Chapter 4 - Blood Gate Finale - (STM),0,2862
2454,8.1 Zuldazar Raid - Battlefield Action A (KMS/ZTO),0,291
2455,8.1 War Campaign - Alliance - Chapter 4 - Army in Fallen Outpost - (STM),0,303
2456,8.1 Zuldazar Raid - Jaina Iceberg Transition - SLG,0,82
2457,8.1 Zuldazar Raid - Jaina - Flying Bombarding Ship Scene,0,195
2458,8.1 Zuldazar Raid - Alliance Landing (KMS/ZTO),0,115
2459,8.1 Zuldazar Raid - Alliance Retreat (KMS/ZTO),0,133
2460,8.1 Zuldazar Raid - Play Client Scene 3 (KMS/ZTO),0,1
2461,8.1 Zuldazar Raid - Play Client Scene 4 (KMS/ZTO),0,1
2462,8.1 Zuldazar Raid - Alliance Landing - Port of Zandalar Only (KMS/ZTO),0,17
2463,8.1 Zuldazar Raid - Play Client Scene 6 (KMS/ZTO),0,1
2464,8.1 Zuldazar Raid - Corpses (KMS/ZTO),0,47
2465,8.1 [DWA] Darkshore Warfront Assault (ALLIANCE) - IGC,0,760
2466,8.1 War Campaign - Horde - Chapter 4 - Army Leaving Far Reach - (STM) ,0,317
2467,8.1 War Campaign - A - Ch5 - Alliance War Council RP Scene - KRB,0,21
2469,8.1.5 Brawler's Guild - Trial - H - Cameras - PRK,0,38
2471,8.1 [DWH] Darkshore Warfront Assault (HORDE) - IGC,0,870
2473,8.1 War Campaign - Horde - Chapter 1 - Horde Cheerers - (STM),0,325
2475,8.1 [BVid] - [HB1] Holiday Bundle - BVID - KTLC,0,1319
2476,8.1 War Campaign - Horde - Chapter 2 - Mekkatorque's Army Massacre - (STM),0,333
2478,8.3.5 NPE - Prototype - Slowdown Moment - (STM),0,463
2479,8.1.5 [RON] Reveal of N'zoth - IGC,0,1575
2480,8.1.5 [ZDB] Baine's Arrest (War Campaign) - IGC,0,890
2481,8.1 Ghost Test - ZTO,0,2
2483,8.1 [BVid] - [HB2] Holiday Bundle - BVID - KTLC,0,745
2486,8.3.5 NPE - Item Acquire Scene - Sword - (STM),0,1953
2489,8.3.5 NPE - Item Acquire Scene - Staff - (STM) ,0,1954
2490,8.1 Zuldazar Raid - Jaina - Habor Ship,0,134
2494,8.1.5 [ARK] Allied Races - Kul Tiran (Intro) - IGC,0,566
2496,8.1.5 [ARZ] Allied Races Intro - Zandalari Trolls - IGC (DEPRECATED),0,108
2497,8.1 Zuldazar Raid - Battlefield Action B (KMS/ZTO),0,291
2498,8.1.5 [AKC] Allied Races: Kul Tiran Unlock Capper - IGC,0,754
2499,8.1.5 Tortollan World Quests - Code Breaker,0,558
2533,8.2 Nazjatar - Sandbox - Minigame - LWB,0,47
2535,8.1.5 Professions - Inscription - Quest - By the Book - Intro Scene - SCS,0,392
2536,8.1.5 [AZC] Allied Races - Zandalar Capper - IGC,0,342
2537,Larry Second Test Script,0,71
2540,8.3.5 NPE - Prototype - Class Choice - (STM),0,650
2541,8.2 Nazjatar - Arcane Pylon Minigame 1  Framework - LWB,0,159
2542,8.2 Nazjatar - Arcane Pylon Minigame - Var 01 - LWB,0,450
2575,8.1.5 Professions - Inscription - Quest - By the Book - Outro Scene - SCS,0,452
2576,8.1.5 [UMM] Uldir - Magni Meets Mother - IGC,0,629
2577,8.1.5 [HIR] Hati Reformed - IGC,0,772
2578,9.0 NPE [ISF] - Alliance - Introduction - (STM),0,820
2579,8.3.5 NPE - Alliance - Ritual Scene - (STM),0,297
2586,Generic Hide Other Players,0,132
2587,8.3.5 NPE - Alliance - Helpful NPCs - (STM),0,880
2588,8.3.5 NPE - Alliance - Dragon Ambient Flying - (STM),0,786
2589,8.0 Zuldazar - Dino Training - Rep Bar - Direhorn (JAK),0,128
2593,8.3.5 NPE FTF - First 3 Choices - (STM),0,655
2594,8.1.5 Brawler's Guild - Trial - A - Cameras - PRK,0,30
2595,"8.3.5 NPE FTF - Second 3 Choices, Melee - (STM)",0,659
2596,"8.3.5 NPE FTF - Final 3 Choices, Magical Melee - (STM)",0,660
2598,8.3.5 NPE - Alliance - Captain Rupert Leaving - (STM),0,955
2600,_JKL - Test,0,16
2601,x.x [TST] Test Scene - CameraTargetActor - IGC (RK),0,108
2603,8.3.5 NPE - Alliance - Murlocs Terrorizing Camp - (STM),0,955
2604,8.3.5 NPE - Alliance - Helpful NPCs Pt 2 - (STM),0,932
2605,[TEST] Ly Test - IGC,0,104
2606,8.0 Zuldazar - Dino Training - Rep Bar - Direhorn Juvenile (JAK),0,145
2612,8.2 Heart - Repaired Chamber of Heart Ambient Client Scene - (RMV),0,94
2614,8.3.5 NPE - Alliance - Harpy Attack - (STM),0,1236
2615,9.0 Maw - Talents - Prototype UI - PRK,0,92
2618,8.2 [NZF] Nazjatar Zone Finale (Breaking the Barrier) - IGC,0,530
2619,8.2 [NSA] Nazjatar: Seeing the Army - IGC,0,349
2620,8.2 [MCE] Magni Celebration - IGC,0,671
2621,8.2 [CEP] Coup Escape the Prison - IGC,0,559
2622,8.2 [MMD] Magni Mother Dragons - IGC,0,373
2623,8.2 [CMU-H] Coup Meet Up Horde - IGC,0,163
2624,8.2 [CMU-A] Coup Meet Up Alliance - IGC,0,459
2625,8.2 [NST] Nazjatar: Scouting the Tidestone - IGC,0,346
2627,8.2 Nazjatar Raid - Azshara - Client Scene - Infested Waters,0,174
2628,8.2 [MHA-A] Mechagon Hologram Alarm - Alliance - IGC,0,358
2629,8.2 [MHA-H] Mechagon Hologram Alarm - Horde - IGC,0,238
2630,8.3.5 NPE - Alliance - Harpy Kidnap Army - (STM),0,344
2631,9.0 Maw - Jailer's Tower - Tarragrue Awakens (RKS),0,51
2632,8.3.5 NPE - Alliance - Quest 14 - Witness Horde Attack - (STM),0,212
2633,8.3.5 NPE - Alliance - Quest 12 - Army Gather - (STM),0,249
2634,8.2 Nazjatar - One-Time Chest - Puzzle - Circuit Game - 1 - 3 3 3,0,745
2635,8.2 Nazjatar - One-Time Chest - Puzzle - Match Game - 1 - 3 Red,0,603
2636,8.3.5 NPE - Dragon Reveal - DEPRECATED (STM),0,2529
2637,7.3 [VF2] Velen Flashback 02 - Escape from Argus - IGC (8.1.5 BACKUP),0,2946
2638,8.3.5 NPE - Ogre Citadel - Support Arrives - (STM),0,886
2639,8.2 Nazjatar - One-Time Chest - Puzzle - Circuit Game - 2 - 4 4,0,748
2640,8.2 Nazjatar - One-Time Chest - Puzzle - Match Game - 2 - 4 Blue,0,595
2641,8.2 Nazjatar - One-Time Chest - Puzzle - Match Game - Repeatable - Easy,0,611
2642,8.2 Nazjatar - One-Time Chest - Puzzle - Match Game - Repeatable - Medium,0,611
2643,8.2 Nazjatar - One-Time Chest - Puzzle - Match Game - Repeatable - Hard,0,611
2644,8.2 Nazjatar - One-Time Chest - Puzzle - Circuit Game - Easy,0,749
2645,8.2 Nazjatar - One-Time Chest - Puzzle - Circuit Game - Medium,0,749
2646,8.2 Nazjatar - One-Time Chest - Puzzle - Circuit Game - Hard,0,753
2648,8.2 Nazjatar - Zanj'ir Terrace - World Quest - Shellbliteration - GJC,0,1228
2649,8.2 Nazjatar - E - Week 2 - Azerite Residue Trail (JAP),0,31
2653,Global - Default Camera Zoomed Back,0,1237
2654,8.2 [NTJ] Nazjatar Throw the Javelin - IGC,0,140
2655,8.2 [CTS] Coup The Trap is Sprung - IGC ,0,1071
2656,8.2 Nazjatar - Week 1 - Naga Big Dive (RKS) [NOT USED],0,16
2657,8.2 Nazjatar - Week 1 - E - Ship Crashes Down Waterfall (RKS),0,41
2659,8.2 Dino Training - Pterrordax Mount Capper RTC (JAK),0,898
2660,8.2 [BVid] - [NSS] Ship Intro - BVID - KTLC,0,758
2661,UI Widget Testing,0,1937
2662,8.2 Nazjatar - One-Time Chest - Puzzle - Match Game - Quest - Purple,0,604
2663,9.0 Maw - Armory - Power - Revendreth - Teleport [Reaper Style] - Cover,0,33
2664,STM - UI Widget Test,0,1955
2665,8.2 Nazjatar - Arcane Pylon Minigame 2  Framework - LWB,0,162
2666,8.2 Nazjatar - Arcane Pylon Minigame - Var 02 - LWB,0,459
2667,8.3.5 NPE - Alliance - Eye of Fire Ambient Attack - (STM),0,2663
2668,8.3.5 NPE - Alliance - Gryphon Ride - (STM),0,1085
2669,8.2 [MVR] Magni – Vermillion Redoubt - IGC,0,370
2670,8.2 Nazjatar - Water Wall (ZTO),0,32
2671,8.2 [NMA-A] Nazjatar - Meeting Azshara - Alliance - IGC,0,244
2672,8.2 [NMA-H] Nazjatar - Meeting Azshara - Horde - IGC,0,109
2673,8.3.5 NPE - Alliance - Ritual Scene - (STM) (copy),0,211
2674,8.3 Worgen Heritage - Gilneas Scenario - Scent Trail Part 1 - SJC,0,31
2677,8.3 Worgen Heritage - Gilneas Scenario - Scent Trail Part 2 - SJC,0,32
2678,8.3 Worgen Heritage - Gilneas Scenario - Scent Trail Part 3 - SJC,0,32
2679,8.2 Heart - Repaired Chamber of Heart Ambient Client Scene - Heartbeat Only (RMV),0,97
2680,8.3 Worgen Heritage - Gilneas Scenario - Scent Trail Final - SJC,0,32
2681,8.2 Nazjatar - Arcane Pylon Minigame - Var 03 - LWB,0,459
2682,8.2 Nazjatar - Arcane Pylon Minigame 3  Framework - LWB,0,162
2684,8.2 Nazjatar - Week 1 - Alliance - Ship Crashes Down Waterfall (RKS) [NOT USED - SEE 2657],0,39
2685,8.2 Holidays - Brewfest - Chowdown - Generic Hide Other Players Scene - 10 Yards (JLW),0,29
2686,8.3.5 NPE - Alliance - Heavy Eye of Fire Ambient Attack - (STM),0,2663
2687,8.2 Mechagon - Painting the Mechanocat (MDE),0,145
2688,TEST - Camera Zoom On Real Player - (STM),0,2576
2689,8.2 Mechagon - Painting the Hovercraft (MDE),0,145
2690,8.2 Nazjatar - Arcane Pylon Minigame - Var 04 - LWB,0,460
2691,8.2 Nazjatar - Arcane Pylon Minigame 4  Framework - LWB,0,162
2692,8.2 - Placeholder Client Scene,0,1
2693,8.2 [MSV] Mechagon - Spying on the Vault - IGC,0,107
2695,EXAMPLE - Smooth Phasing,0,2576
2696,8.2 [ZDT] Zuldazar - Dino Training - IGC ,0,106
2697,8.2 [MPM] Mechagon Paintshop - Mechanocat - IGC,0,106
2698,x.x [TST] UI Widget Test - IGC,0,106
2699,8.2.5 War Campaign - Razor Hill- Horde and Alliance Army - KRB,0,121
2700,DEPRECATED 9.0 NPE - Alliance - Boar Charge - (STM),0,2863
2701,8.2 [MPH] Mechagon Paintshop - Hovercraft - IGC,0,106
2702,4.0 [VZF] Vashj'ir Zone Finale - IGC,0,106
2703,9.0 NPE - Alliance - Ship Starting FX - (STM),0,2614
2704,4.0 [VIN] Vashj'ir: Intro,0,106
2705,4.0 [ACS] Ashenvale - Crisis at Splintertree - IGC,0,106
2706,9.0 NPE - Alliance - Ship Starting FX - Transport - (STM),0,2614
2707,8.2 Nazjatar Raid - Azshara - Client Scene - Infested Waters (Pre-Fight),0,174
2708,9.0 NPE - [SOB] Alliance and Horde - Crashed on Island - (STM),0,820
2709,"9.0 Revendreth - Quest ""The Fearstalk"" - Track Soul A (JRC)",0,22
2710,"9.0 Revendreth - Quest ""The Fearstalk"" - Track Soul B (JRC)",0,21
2711,"9.0 Revendreth - Quest ""The Fearstalk"" - Track Soul C (JRC) ",0,22
2712,9.0 NPE - Darkmaul Plains - Skeleton Army - (STM),0,2862
2713,9.0 [NPG] New Player Experience: Ghoul Attack (CUT) - IGC,0,108
2714,8.2.5 War Campaign - Calia - Eavesdrop Cutscene (msc),0,15
2715,9.0 Revendreth - Meet Denathrius (ZTO),0,1
2716,8.2.5 War Campaign [WCG] War Campaign: Gathering - IGC,0,106
2717,9.0 NPE - Alliance - Ogre Ruins - Reunion - (STM),0,2671
2718,8.2.5 War Campaign [WAF] - Assembling Forces - IGC,0,107
2719,8.2.5 War Campaign [WCC] Calia - IGC,0,108
2720,8.2.5 War Campaign [WCW] War Campaign: Windrunner Spire - IGC,0,106
2721,8.2.5 War Campaign - Orgrimmar - Horde and Alliance Army - KRB,0,122
2723,x.x [TST] Anim Test - IGC,0,108
2724,9.0 Revendreth - Carriage Ride - ZTO,0,1
2725,8.2.5 War Campaign [WAF] - Assembly at Gates - IGC,0,107
2729,8.2.5 War Campaign - Post Scene - (STM),0,325
2730,x.x [TMP] Template v3.0 - IGC,0,108
2731,8.2.5 [BMA] Stormsong Valley - Bee Mount Acquisition - IGC,0,106
2732,8.2.5 War Campaign [WCT] War Campaign: Transition - IGC,0,106
2735,9.0 Maw - Outdoor - Eye of the Jailer - Display Number - TEMPLATE (RKS),0,1
2736,9.0 Maw - Outdoor - Eye of the Jailer - Display Number - 100 (RKS),0,2
2737,9.0 Maw - Outdoor - Eye of the Jailer - Display Number - 200 (RKS),0,2
2738,9.0 Maw - Outdoor - Eye of the Jailer - Display Number - 300 (RKS),0,2
2739,9.0 Maw - Outdoor - Eye of the Jailer - Display Number - 600 (RKS),0,2
2740,8.3 [DON] Death of N'zoth (Ny'alotha Raid Finale) - IGC,0,109
2741,Darkmoon Faire - Darkmoon Arcade - Match Game - TEMPLATE (RKS),0,611
2742,Darkmoon Faire - Darkmoon Arcade - Circuit Game- BULL-E (RKS),0,650
2743,9.0 [BAD] Bastion - Attack of the Dark Kyrian - IGC,0,107
2744,Darkmoon Faire - Darkmoon Arcade - Match Game - Difficulty 4 (RKS),0,611
2745,Darkmoon Faire - Darkmoon Arcade - Match Game - Difficulty 5 (RKS),0,611
2746,Darkmoon Faire - Darkmoon Arcade - Match Game - Difficulty 6 (RKS),0,611
2747,Darkmoon Faire - Darkmoon Arcade - Match Game - Difficulty 7 (RKS),0,611
2748,Darkmoon Faire - Darkmoon Arcade - Match Game - Difficulty 8 (RKS),0,611
2749,Darkmoon Faire - Arcade - Totemic Matrix - DGK (RKS),0,597
2750,Darkmoon Faire - Arcade - Totemic Matrix - Level 1 (RKS),0,1
2751,Darkmoon Faire - Arcade - Totemic Matrix - Level 2 (RKS),0,1
2752,Darkmoon Faire - Arcade - Totemic Matrix - Level 3 (RKS),0,1
2753,Darkmoon Faire - Arcade - Totemic Matrix - Level 4 (RKS),0,1
2754,Darkmoon Faire - Arcade - Totemic Matrix - Level 5 (RKS),0,1
2755,9.0 [LRF] Shadowlands - Lion Ride Flyover - IGC,0,106
2756,Package - Mass Move NPCs (DO NOT EDIT),0,327
2757,Global/Generic - Mass Move NPCs Default Example,0,327
2758,9.0 [PPV] Bastion - Paragon of Purity Vignette - IGC,0,106
2759,9.0 Maw - Outdoor - Random Scenes - Player Does Things (RKS),0,1
2760,9.0 Maldraxxus- Show the Necropolis - (MDE),0,71
2761,9.0 Ardenweald - Tirna Fenn - Illusions - LWB,0,1
2762,8.3 [MRS] UNUSED - Magni Ra-den's Sacrifice - IGC,0,108
2763,8.3 [ARM] Allied Race: Mechagnomes - IGC,0,106
2764,8.3 [BWE] Blackwing Descent - Wrathion's Escape - IGC,0,106
2765,"9.0 Ardenweald - Main - ""Sniff Out the Matriarch"" - Trail A (RMV)",0,22
2766,"9.0 Ardenweald - Main - ""Sniff Out the Matriarch"" - Trail B (RMV)",0,22
2767,"9.0 Ardenweald - Main - ""Sniff Out the Matriarch"" - Trail C (RMV)",0,22
2768,8.3 [MRF] Magni Reactivates the Forge - IGC,0,107
2771,Package - Fire Spreads (DO NOT EDIT) -  (STM),0,26
2772,"Global/Generic - Fire Spreads (DO NOT USE YET, FIRE NOT CREATED FOR THIS) - (STM)",0,328
2773,9.0 NPE - Spider Den - Ambient Spiderlings Going Squish - (STM),0,818
2774,9.0 Bastion - Workshop - Standing Army - Client Scene (JLW),0,819
2775,NPE 9 - Hrun's Tomb Escape - (STM),0,1086
2776,9.0 Bastion - Level Up V2 - 02 - Quest 02 - Yourself Communing (JAK),0,1
2777,9.0 Ardenweald - Fae Wagon - Vehicle - LWB,0,1
2778,8.3 [TIU] Threats Intro - Uldum - IGC,0,106
2779,8.3 [TIV] Threats Intro - Vale of Eternal Blossoms - IGC,0,106
2780,8.3 [DKI] Death Knight Intro - IGC,0,106
2781,Timeline Framework Library - RTC v0.1 - Programmer Only,0,4
2782,Timeline Properties - RTC v0.1,0,2
2783,Timeline - Darren Test,0,9
2784,8.3 [REM] Raid Epilogue From Magni - IGC,0,106
2785,9.0 Bastion - Treasure Unique 01 - Village - Tribute Bells - GJC,0,1
2786,9.0 Bastion - Treasure Unique 01 - Village - Tribute Statue - GJC,0,1
2787,9.0 Revendreth - Pridefall Hamlet (ZTO),0,1
2788,9.0 Ardenweald - COV - Sisters - Ch4 - Devourer Trail - AJB,0,21
2789,9.0 Revendreth - The Grand Steward Intro (ZTO),0,1
2790,8.3 [ARV] - Allied Races Intro - Vulpera - IGC,0,3
2796,DO NOT USE - IGC,0,3
2797,8.3 Uldum - Tolbliteration (RKS),0,805
2798,8.3 Threat: Amathet - Tolbliteration (HEP),0,805
2800,9.0 Bastion Campaign - Ch 09 - Abom Explosion - GJC,0,118
2801,9.0 Maw - Outdoor - Zonewide Cosmetic Flavor Scene (RKS),0,1
2802,8.3_[BEA]_Blood_War_Epilogue_Alliance_IGC,0,4
2803,x.x_[TMP]_Timeline_Cutscene_Template_v1_IGC,0,124
2804,8.3_[MRS]_Magni_Ra-Den's_Sacrifice_IGC,0,112
2805,8.3 [BEH] Blood War Epilogue - Horde - IGC,0,1
2806,9.0 Maldraxxus - Finale Scenario - Battlefield Action - SJC,0,291
2807,8.3 [MRE] Magni Reconnects the Engine - IGC,0,1
2808,9.0 Oribos - Minions Run - ZTO,0,1
2809,9.0 NPE - Lightspawn Ritual Complete - (STM),0,211
2810,8.3 N'zoth Raid - N'zoth Mental - Teleport Down - PRK,0,1
2811,8.3 N'zoth Raid - N'zoth Mental - Teleport Up - PRK,0,1
2812,9.0 Maw - Oribos to the Maw - Skyjump (RKS),0,222
2813,9.0 Ardenweald - COV - Sisters - Ch1 - Amphitheater Crowd - KRB,0,1
2814,9.0 Maw - Outdoor - Soul River Souls - PRK,0,1
2815,9.0 Ardenweald - COV - Ch 2 - Lost Night Elf Souls - (STM),0,147
2817,_JKL - Spell Visual Scene Script Test,0,1
2819,9.0 NPE - A - Monk Quest - Hide Everything Except Master Hight - (STM),0,95
2820,9.0 NPE - Alliance - Ogre Ruins - Gor'groth's Ritual - (STM),0,2671
2821,9.0 Ardenweald - COV - Sisters - Ch4 - Devourer Trail 2 - AJB,0,21
2822,"9.0 NPE - Ogre Ritual - Ritual Beam - Main, Dungeon - (STM)",0,2671
2823,9.0 NPE - Ogre Ritual - Ritual Beam - Harpy - (STM),0,2671
2824,"9.0 NPE - Ogre Ritual - Ritual Beam - Main, Hrun's Barrow - (STM)",0,2671
2825,9.0 NPE - Ogre Ritual - Ritual Beam - Ogre Citadel - (STM),0,2672
2826,9.0 Maw - Jailer's Tower - Anima Paths - Template,0,5
2827,9.0 Maw - Jailer's Tower - Anima Paths - 24_2,0,1
2828,9.0 Maw - Jailer's Tower - Anima Paths - 24_0,0,1
2829,9.0 Maw - Jailer's Tower - Anima Paths - 24_1,0,1
2830,9.0 Maw - Jailer's Tower - Anima Paths - 24_3,0,1
2831,9.0 Maw - Jailer's Tower - Anima Paths - 21_0,0,1
2832,9.0 Maw - Jailer's Tower - Anima Paths - 21_1,0,1
2833,9.0 Maw - Jailer's Tower - Anima Paths - 21_2,0,1
2834,9.0 Maw - Jailer's Tower - Anima Paths - 21_3,0,1
2835,9.0 Maw - Jailer's Tower - Anima Paths - 22_0,0,1
2836,9.0 Maw - Jailer's Tower - Anima Paths - 22_1,0,1
2837,9.0 Maw - Jailer's Tower - Anima Paths - 22_2,0,1
2838,9.0 Maw - Jailer's Tower - Anima Paths - 22_3,0,1
2839,9.0 Maw - Jailer's Tower - Anima Paths - 23_0,0,1
2840,9.0 Maw - Jailer's Tower - Anima Paths - 23_1,0,1
2841,9.0 Maw - Jailer's Tower - Anima Paths - 23_2,0,1
2842,9.0 Maw - Jailer's Tower - Anima Paths - 23_3,0,1
2843,9.0 Maw - Jailer's Tower - Anima Paths - 25_0,0,1
2844,9.0 Maw - Jailer's Tower - Anima Paths - 25_1,0,1
2845,9.0 Maw - Jailer's Tower - Anima Paths - 27_0,0,1
2846,9.0 Maw - Jailer's Tower - Anima Paths - 27_1,0,1
2847,9.0 Maw - Jailer's Tower - Anima Paths - 27_2,0,1
2848,9.0 Maw - Jailer's Tower - Anima Paths - 27_3,0,1
2849,9.0 Maw - Jailer's Tower - Anima Paths - 28_0,0,1
2850,9.0 Maw - Jailer's Tower - Anima Paths - 28_1,0,1
2851,9.0 Maw - Jailer's Tower - Anima Paths - 28_2,0,1
2852,9.0 Maw - Jailer's Tower - Anima Paths - 28_3,0,1
2853,9.0 Maw - Jailer's Tower - Anima Paths - 29_0,0,1
2854,9.0 Maw - Jailer's Tower - Anima Paths - 32_0,0,1
2855,9.0 Maw - Jailer's Tower - Anima Paths - 32_1,0,1
2856,9.0 Maw - Jailer's Tower - Anima Paths - 32_2,0,1
2857,9.0 Maw - Jailer's Tower - Anima Paths - 32_3,0,1
2858,9.0 Maw - Jailer's Tower - Anima Paths - 33_0,0,1
2859,9.0 Maw - Jailer's Tower - Anima Paths - 33_1,0,1
2860,9.0 Maw - Jailer's Tower - Anima Paths - 33_2,0,1
2861,9.0 Maw - Jailer's Tower - Anima Paths - 33_3,0,1
2862,9.0 Maw - Jailer's Tower - Anima Paths - 35_0 (copy),0,1
2863,9.0 Maw - Jailer's Tower - Anima Paths - 35_1,0,1
2864,9.0 Maw - Jailer's Tower - Anima Paths - 35_2,0,1
2865,9.0 Maw - Jailer's Tower - Anima Paths - 35_3,0,1
2866,9.0 Maw - Jailer's Tower - Anima Paths - 36_0,0,1
2867,9.0 Maw - Jailer's Tower - Anima Paths - 37_0,0,1
2868,9.0 Maw - Jailer's Tower - Anima Paths - 38_0,0,1
2869,9.0 Maw - Jailer's Tower - Anima Paths - 39_0,0,1
2870,9.0 Maw - Jailer's Tower - Anima Paths - 30_0,0,1
2871,9.0 Maw - Jailer's Tower - Floating Cages Scene - 29,0,3
2872,9.0 Maw - Jailer's Tower - Floor Scene - Void Floating Cages- Functions,0,1
2873,9.0 Maw - Jailer's Tower - Floating Cages Scene - 30,0,3
2874,9.0 Maw - Jailer's Tower - Floating Cages Scene - 32,0,3
2875,9.0 Maw - Jailer's Tower - Floating Cages Scene - 33,0,3
2876,9.0 Maw - Jailer's Tower - Floating Cages Scene - 36,0,3
2877,9.0 Maw - Jailer's Tower - Floating Cages Scene - 37,0,3
2878,9.0 Maw - Jailer's Tower - Floating Cages Scene - 38,0,3
2879,9.0 Maw - Jailer's Tower - Floating Cages Scene - 39,0,3
2880,9.0 Revendreth Scenario - Light Beam (ZTO),0,1
2881,9.0 NPE - A - Fly Away - Hide Original Gryphon - (STM),0,95
2882,World Generic - Hide Other Players - Client Scene [40 yards],0,95
2884,Placeholder Client Scene - Static,0,3
2885,9.0 Maw - Outdoor - Flavor - Ships Crash Down Imaginary Waterfall (RKS),0,41
2886,Emissaries 9.0 - Callings - Scene Script Shared,0,454
2887,9.0 Ardenweald - COV - MHZ - Mueh'zala Minigame Scene - (STM),0,325
2888,"World - Generic Placeholder Script Package - Fade to Black - 1/1 Seconds, Wait 2 - GJC",0,19
2889,9.0.1_[FCA]_Bastion_Forsworn_Centurion_Army_IGC,0,119
2890,9.0 Maw - Jailer's Tower - Floating Cages Scene - 46,0,3
2891,9.0 Ardenweald - COV - MHZ - Ch 2 - Finale Placeholder Scene - (STM),0,2671
2892,9.0.1_[MTA]_Bastion_Meet_The_Archon_IGC,0,125
2893,9.0.1 [TOP] Maldraxxus - Theater of Pain Vignettes - IGC,0,108
2894,9.0 NPE [ISF] - Horde - Introduction - (STM),0,820
2895,9.0.1_[APT]_Maldraxxus_Arena_Phase_Transition_IGC,0,120
2896,9.0 NPE - Horde - Darkmaul Plains - Skeleton Army - (STM),0,2862
2897,9.0.1 [VKB] Bastion - Void Kyrian Battle Vignette - IGC,0,110
2898,9.0.1_[MTG]_Meeting_of_the_Gods_IGC,0,128
2899,9.0 Revendreth - Camera Zoom On Player - (STM),0,2576
2900,9.0.1 [TOP-S] Maldraxxus - Theater of Pain Vignettes - Sky Battles - IGC,0,107
2901,9.0 NPE - Shaman - Spirits Facing Player - (STM),0,2576
2902,9.0.1_[FCS]_Bastion_Forsworn_Attack_on_Covenant_Sanctum_IGC,0,124
2903,9.0 Maw - Outdoor - Eye of the Jailer - Display Number - 300 (RKS) ,0,3
2904,9.0 NPE - Horde - Ogre Ruins - Gor'groth's Ritual - (STM),0,2671
2905,9.0 NPE - Horde - Ogre Ruins - Grimaxes  Reunion- (STM),0,2671
2906,9.0.1 [SBC] Soul Bind With A Character TEST - IGC,0,109
2907,9.0.1_[RCT]_Revendreth_Carriage_Toss_IGC,0,123
2908,9.0 NPE - Finale - Fly Away Scene - (STM),0,1087
2909,[GRP]_TEST_M2Judder_IGC,0,117
2915,9.0.1_[SBC-B]_Bastion_Soul_Bind_With_Character_IGC,0,120
2916,9.0.1_[TBR]_Revendreth_The_Big_Reveal_IGC,0,121
2917,9.0.1_[NLA]_Bastion_Necrolord_Attack_IGC,0,140
2918,9.0.1_[COH]_Revendreth_Court_of_Harvesters_IGC,0,137
2919,9.0.1_[HCD]_Bastion_Hand_Of_Courage_Death_IGC_TEST,0,118
2920,9.0.1_[WRL]_Bastion_Willows_Ritual_IGC,0,118
2921,9.0.1_[MTC]_Revendreth_Meeting_the_Countess_IGC,0,117
2922,9.0 Ardenweald - COV - Ch 2 - Tyrande - Dead Body Trail Pt 1 - (STM),0,2576
2923,9.0 Maldraxxus - Mainline - Rune Unlock - SJC,0,130
2924,9.0 Maw - Jailer's Tower - Souls for Cages - Functions - PRK,0,1
2925,9.0 Maw - Jailer's Tower - Souls for Cages - Floor 72 - PRK,0,3
2926,9.0.1_[HCD]_Bastion_Hand_Of_Courage_Death_IGC,0,119
2927,9.0 Revendreth - PLACEHOLDER - Finale Scenario - Alpha (ZTO),0,1
2928,9.0.1_[MTM]_Revendreth_Meet_the_Master_IGC,0,117
2929,9.0 Ardenweald - Mainline - Tranquil Pools - Dreamtenders Move to Tirna Vaal - (STM),0,293
2930,9.0 Ardenweald - Mainline - Tirna Vaal - Moonberry's News - (STM),0,294
2931,9.0 Ardenweald - Mainline - Waning Grove - Evacuees Flee - (STM),0,293
2932,9.0.1_[GRP]_NPE_Gorgroth_Reveal_and_Plan_IGC,0,122
2933,9.0.1_[SCP]_Saving_the_Captured_Private_IGC,0,129
2934,9.0 Ardenweald - Mainline - Waning Grove - Evacuees Flee During Second Quest - (STM),0,294
2935,9.0.1_[ITF]_Maldraxxus_Iron_Trench_Flight_IGC,0,122
2937,Timeline - Darren Test - Movement and Camera,0,2
2938,Timeline - Darren Overwrite Test,0,19
2939,9.0.1_[BAO]_Oribos_Bolvar_Arrives_In_Oribos_IGC,0,124
2941,9.0 Ardenweald - Main - Soryn's Meadow - Wild Hunt Charge - (STM),0,2862
2942,9.0 Ardenweald - Main - Soryn's Meadow - Escort - (STM),0,2862
2943,9.0.1 [TPD] Dungeon - Theater of Pain Vignettes - IGC,0,108
2944,9.0 Torghast - Souls in Cages - Shared Package - PRK,0,2
2945,9.0 Torghast - Souls in Cages - Level ?? (Wiggly Stairs) - PRK,0,1
2946,9.0 Torghast - Souls in Cages - Level 30 - PRK,0,1
2947,9.0 Torghast - Souls in Cages - Level 32 - PRK,0,1
