InternalName,ID,Amount,TraitCurrencyID
Group cost,3082,1,2801
Group cost,3089,1,2778
Group cost,3090,1,2777
"10.0 Professions - Enchanting - Rods, Runes, and Ruses (Imported 08/31/22) - Tab Unlock Cost",3096,1,14
10.0 Professions - Blacksmithing - Anvil Mastery (Imported 08/04/22) - Tab Unlock Cost,3097,1,3
10.0 Professions - Jewelcrafting - Jeweler's Kit Mastery (Imported 07/20/22) - Tab Unlock Cost,3098,1,18
10.0 Professions - Engineering - Optimized Efficiency (Imported 08/18/22) - Tab Unlock Cost,3099,1,15
10.0 Professions - Tailoring - Tailoring Mastery (Imported 08/04/22) - Tab Unlock Cost,3101,1,22
Group cost,3105,1,2801
Group cost,3106,1,2800
10.0 Professions - Jewelcrafting - Jeweler's Kit Mastery (Imported 07/20/22) - Jeweler's Toolset Ma,3107,1,1471
Group cost,3114,1,2563
Group cost 4,3115,1,2563
Group cost,3116,1,2801
Group cost,3117,1,2800
Group cost,3122,1,2800
Group cost,3123,1,2801
Node cost,3126,1,2778
,3127,1,2801
,3128,1,2800
10.0 Professions - Leatherworking - Leatherworking Discipline (Imported 07/21/22) - Tab Unlock Cost,3147,1,19
Group cost,3225,1,2801
Group cost,3226,1,2800
Group cost,3229,1,2801
,3230,1,2800
Group cost,3233,1,2800
Group cost,3234,1,2801
Group cost,3235,1,2563
Group cost 3,3236,1,2563
Group cost,3237,1,2563
Group cost,3238,1,2563
10.0 Professions - Leatherworking - Mail Armor Crafting (Imported 07/20/22) - Intricate Mail - Child,3251,1,1435
Node cost 4,3259,1,2563
Node cost 4,3260,1,2563
Node cost 4,3284,1,2563
Node cost 4,3285,1,2563
Group cost,3286,1,2800
Group cost,3287,1,2801
Node cost,3292,1,2931
Node cost,3293,1,2931
Node cost,3294,1,2931
Node cost,3295,1,2931
Node cost,3296,1,2932
Node cost,3297,1,2932
Node cost,3298,1,2932
Node cost,3299,1,2932
Node cost,3300,1,2933
Node cost,3301,1,2933
Node cost,3302,1,2933
Node cost,3303,1,2933
Node cost,3304,1,2933
,3305,1,2930
,3306,1,2935
,3307,1,2934
,3308,1,2936
Group cost,3309,1,2936
Group cost,3311,1,2936
Group cost,3312,1,2930
,3318,1,2940
Group cost,3319,1,2940
Group cost,3320,1,2942
Group cost,3321,1,2941
Group cost,3322,1,2940
Node cost 3,3323,1,2563
Node cost 3,3324,1,2563
Node cost 2,3325,1,2563
Node cost,3326,1,2945
Node cost,3327,1,2946
Node cost,3328,1,2946
Node cost,3329,1,2944
Node cost,3330,1,2947
Node cost,3331,1,2946
Node cost,3332,1,2948
Node cost,3333,1,2946
Group cost,3334,1,2949
Group cost,3335,1,2950
Group cost,3336,1,2951
Group cost,3339,1,2953
Group cost,3340,1,2954
Group cost,3341,1,2955
Group cost,3342,1,2956
Group cost,3343,1,2957
Group cost,3344,1,2958
Group cost,3345,1,2959
Group cost,3346,1,2960
Group cost,3347,1,2961
Group cost,3348,1,2962
Tree cost,3349,1,2930
Node cost,3350,1,2930
Node cost,3351,1,2930
Node cost,3352,1,2930
Node cost,3353,1,2930
Node cost,3354,1,2985
Node cost,3355,1,2985
Node cost,3356,1,2985
Node cost,3357,1,2985
Node cost,3358,1,2985
Node cost,3359,1,2985
Node cost,3360,1,2985
Node cost,3361,1,2985
Node cost,3362,1,2985
Node cost,3363,1,2985
Node cost,3364,1,2985
Node cost,3365,1,2985
,3366,1,2930
,3367,1,2930
,3368,1,2930
Group cost,3369,1,2985
Group cost,3370,1,2985
Group cost,3371,1,2930
Group cost,3372,1,2985
Group cost,3373,1,2985
Group cost,3374,1,2930
Group cost,3427,1,2988
Group cost,3428,1,2987
Group cost,3429,1,2989
Group cost,3430,1,2986
Group cost,3431,1,2990
Group cost,3432,1,3081
Group cost,3433,1,3081
Group cost,3434,1,3081
,3435,1,3081
Group cost,3436,1,3082
11.0 Professions - Herbalism - Botany - Botany - Child Unlock Cost,3440,1,2998
11.0 Professions - Herbalism - Botany - Tab Unlock Cost,3441,1,2972
11.0 Professions - Herbalism - Botany - Path Spend Cost,3442,1,2971
11.0 Professions - Herbalism - Overloading the Underground - Overloading the Underground - Child Un,3443,1,3003
11.0 Professions - Herbalism - Overloading the Underground - Tab Unlock Cost,3444,1,2972
11.0 Professions - Herbalism - Overloading the Underground - Path Spend Cost,3445,1,2971
11.0 Professions - Herbalism - Bountiful Harvests - Bountiful Harvests - Child Unlock Cost,3446,1,3009
11.0 Professions - Herbalism - Bountiful Harvests - Tab Unlock Cost,3447,1,2972
11.0 Professions - Herbalism - Bountiful Harvests - Path Spend Cost,3448,1,2971
11.0 Professions - Skinning - Harvesting - Harvesting - Child Unlock Cost,3482,1,3050
11.0 Professions - Skinning - Harvesting - Tab Unlock Cost,3483,1,2982
11.0 Professions - Skinning - Harvesting - Path Spend Cost,3484,1,2981
11.0 Professions - Skinning - Luring - Luring - Child Unlock Cost,3485,1,3053
11.0 Professions - Skinning - Luring - Tab Unlock Cost,3486,1,2982
11.0 Professions - Skinning - Luring - Path Spend Cost,3487,1,2981
11.0 Professions - Skinning - Tanning - Tanning - Child Unlock Cost,3488,1,3056
11.0 Professions - Skinning - Tanning - Tab Unlock Cost,3489,1,2982
11.0 Professions - Skinning - Tanning - Path Spend Cost,3490,1,2981
11.0 Professions - Leatherworking - Flawless Fortes - Flawless Fortes - Child Unlock Cost,3540,1,3153
11.0 Professions - Leatherworking - Flawless Fortes - Tab Unlock Cost,3541,1,2978
11.0 Professions - Leatherworking - Flawless Fortes - Path Spend Cost,3542,1,2977
11.0 Professions - Leatherworking - Learned Leatherworker - Learned Leatherworker - Child Unlock Co,3546,1,3163
11.0 Professions - Leatherworking - Learned Leatherworker - Tab Unlock Cost,3547,1,2978
11.0 Professions - Leatherworking - Learned Leatherworker - Path Spend Cost,3548,1,2977
11.0 Professions - Leatherworking - Luxurious Leathers - Embroidered Leather Armor - Child Unlock C,3549,1,3168
11.0 Professions - Leatherworking - Luxurious Leathers - Shaped Leather Armor - Child Unlock Cost,3550,1,3173
11.0 Professions - Leatherworking - Luxurious Leathers - Luxurious Leathers - Child Unlock Cost,3551,1,3174
11.0 Professions - Leatherworking - Luxurious Leathers - Tab Unlock Cost,3552,1,2978
11.0 Professions - Leatherworking - Luxurious Leathers - Path Spend Cost,3553,1,2977
11.0 Professions - Leatherworking - Concrete Chitin - Intricate Chitin - Child Unlock Cost,3554,1,3179
11.0 Professions - Leatherworking - Concrete Chitin - Large Chitin - Child Unlock Cost,3555,1,3184
11.0 Professions - Leatherworking - Concrete Chitin - Concrete Chitin - Child Unlock Cost,3556,1,3185
11.0 Professions - Leatherworking - Concrete Chitin - Tab Unlock Cost,3557,1,2978
11.0 Professions - Leatherworking - Concrete Chitin - Path Spend Cost,3558,1,2977
11.0 Professions - Jewelcrafting - Jewelrycrafting - Jewelrycrafting - Child Unlock Cost,3592,1,3263
11.0 Professions - Jewelcrafting - Jewelrycrafting - Tab Unlock Cost,3593,1,2976
11.0 Professions - Jewelcrafting - Jewelrycrafting - Path Spend Cost,3594,1,2975
11.0 Professions - Jewelcrafting - Gemcutting - Sapphire - Child Unlock Cost,3616,1,3318
11.0 Professions - Jewelcrafting - Gemcutting - Ruby - Child Unlock Cost,3617,1,3322
11.0 Professions - Jewelcrafting - Gemcutting - Onyx - Child Unlock Cost,3618,1,3326
11.0 Professions - Jewelcrafting - Gemcutting - Emerald - Child Unlock Cost,3619,1,3330
11.0 Professions - Jewelcrafting - Gemcutting - Gemcutting - Child Unlock Cost,3620,1,3331
11.0 Professions - Jewelcrafting - Gemcutting - Tab Unlock Cost,3621,1,2976
11.0 Professions - Jewelcrafting - Gemcutting - Path Spend Cost,3622,1,2975
11.0 Professions - Jewelcrafting - Shaping - Gem Finding - Child Unlock Cost,3623,1,3336
11.0 Professions - Jewelcrafting - Shaping - Shaping - Child Unlock Cost,3624,1,3339
11.0 Professions - Jewelcrafting - Shaping - Tab Unlock Cost,3625,1,2976
11.0 Professions - Jewelcrafting - Shaping - Path Spend Cost,3626,1,2975
11.0 Professions - Alchemy - Fantastic Flasks - Fantastic Flasks - Child Unlock Cost,3651,1,3372
11.0 Professions - Alchemy - Fantastic Flasks - Tab Unlock Cost,3652,1,2964
11.0 Professions - Alchemy - Fantastic Flasks - Path Spend Cost,3653,1,2963
11.0 Professions - Alchemy - Alchemical Mastery - Alchemical Mastery - Child Unlock Cost,3654,1,3378
11.0 Professions - Alchemy - Alchemical Mastery - Tab Unlock Cost,3655,1,2964
11.0 Professions - Alchemy - Alchemical Mastery - Path Spend Cost,3656,1,2963
11.0 Professions - Alchemy - Potent Potions - Potent Potions - Child Unlock Cost,3657,1,3381
11.0 Professions - Alchemy - Potent Potions - Tab Unlock Cost,3658,1,2964
11.0 Professions - Alchemy - Potent Potions - Path Spend Cost,3659,1,2963
11.0 Professions - Alchemy - Thaumaturgy - Thaumaturgy - Child Unlock Cost,3660,1,3383
11.0 Professions - Alchemy - Thaumaturgy - Tab Unlock Cost,3661,1,2964
11.0 Professions - Alchemy - Thaumaturgy - Path Spend Cost,3662,1,2963
Group cost,3666,1,3387
Group cost,3667,1,3386
Group cost,3668,1,3385
11.0 Professions - Blacksmithing - Armorsmithing - Fine Armor - Child Unlock Cost,3669,1,3391
11.0 Professions - Blacksmithing - Armorsmithing - Sculpted Armor - Child Unlock Cost,3670,1,3395
11.0 Professions - Blacksmithing - Armorsmithing - Large Plate Armor - Child Unlock Cost,3671,1,3399
11.0 Professions - Blacksmithing - Armorsmithing - Armorsmithing - Child Unlock Cost,3672,1,3400
11.0 Professions - Blacksmithing - Armorsmithing - Tab Unlock Cost,3673,1,2966
11.0 Professions - Blacksmithing - Armorsmithing - Path Spend Cost,3674,1,2965
11.0 Professions - Blacksmithing - Everburning Forge - Everburning Forge - Child Unlock Cost,3675,1,3404
11.0 Professions - Blacksmithing - Everburning Forge - Tab Unlock Cost,3676,1,2966
11.0 Professions - Blacksmithing - Everburning Forge - Path Spend Cost,3677,1,2965
11.0 Professions - Blacksmithing - Weaponsmithing - Hafted - Child Unlock Cost,3690,1,3427
11.0 Professions - Blacksmithing - Weaponsmithing - Blades - Child Unlock Cost,3691,1,3430
11.0 Professions - Blacksmithing - Weaponsmithing - Weaponsmithing - Child Unlock Cost,3692,1,3431
11.0 Professions - Blacksmithing - Weaponsmithing - Tab Unlock Cost,3693,1,2966
11.0 Professions - Blacksmithing - Weaponsmithing - Path Spend Cost,3694,1,2965
11.0 Professions - Blacksmithing - Means of Production - Fortuitous Forges - Child Unlock Cost,3701,1,3444
11.0 Professions - Blacksmithing - Means of Production - Stonework - Child Unlock Cost,3702,1,3447
11.0 Professions - Blacksmithing - Means of Production - Tools of the Trade - Child Unlock Cost,3703,1,3450
11.0 Professions - Blacksmithing - Means of Production - Means of Production - Child Unlock Cost,3704,1,3451
11.0 Professions - Blacksmithing - Means of Production - Tab Unlock Cost,3705,1,2966
11.0 Professions - Blacksmithing - Means of Production - Path Spend Cost,3706,1,2965
11.0 Professions - Inscription - Archival Additions - Runic Research - Child Unlock Cost,3707,1,3455
11.0 Professions - Inscription - Archival Additions - Cryptic Collection - Child Unlock Cost,3708,1,3460
11.0 Professions - Inscription - Archival Additions - Archival Additions - Child Unlock Cost,3709,1,3461
11.0 Professions - Inscription - Archival Additions - Tab Unlock Cost,3710,1,2974
11.0 Professions - Inscription - Archival Additions - Path Spend Cost,3711,1,2973
11.0 Professions - Inscription - Careful Carvings - Polished Production - Child Unlock Cost,3712,1,3465
11.0 Professions - Inscription - Careful Carvings - Combative Curiosities - Child Unlock Cost,3713,1,3469
11.0 Professions - Inscription - Careful Carvings - Careful Carvings - Child Unlock Cost,3714,1,3470
11.0 Professions - Inscription - Careful Carvings - Tab Unlock Cost,3715,1,2974
11.0 Professions - Inscription - Careful Carvings - Path Spend Cost,3716,1,2973
11.0 Professions - Inscription - Pursuit of Knowledge - Pursuit of Knowledge - Child Unlock Cost,3717,1,3474
11.0 Professions - Inscription - Pursuit of Knowledge - Tab Unlock Cost,3718,1,2974
11.0 Professions - Inscription - Pursuit of Knowledge - Path Spend Cost,3719,1,2973
11.0 Professions - Inscription - Pursuit of Perfection - Pursuit of Perfection - Child Unlock Cost,3720,1,3478
11.0 Professions - Inscription - Pursuit of Perfection - Tab Unlock Cost,3721,1,2974
11.0 Professions - Inscription - Pursuit of Perfection - Path Spend Cost,3722,1,2973
Group cost,3723,1,2988
Group cost,3724,1,2986
Group cost,3725,1,2989
Group cost,3726,1,2987
Group cost,3727,1,2988
Group cost,3728,1,2986
Group cost,3729,1,2987
Group cost,3730,1,3479
Group cost,3731,1,2990
Group cost,3732,1,2988
Group cost,3733,1,2987
Group cost,3734,1,2986
Group cost,3735,1,2987
Group cost,3736,1,2986
Group cost,3737,1,2986
Group cost,3738,1,2987
Group cost,3739,1,2988
Group cost,3740,1,2988
Group cost,3741,1,2987
Group cost,3742,1,2986
Group cost,3743,1,2986
Group cost,3744,1,2987
Group cost,3745,1,2988
Group cost,3749,1,2988
Group cost,3750,1,2986
Group cost,3751,1,2987
Group cost,3752,1,2987
Group cost,3753,1,2986
Group cost,3754,1,2988
Group cost,3755,1,2988
Group cost,3756,1,2987
Group cost,3757,1,2986
Group cost,3758,1,2987
Group cost,3759,1,2986
Group cost,3760,1,2988
Group cost,3761,1,2988
Group cost,3762,1,2987
Group cost,3763,1,2986
11.0 Professions - Enchanting - Designated Disenchanter - Designated Disenchanter - Child Unlock Co,3764,1,3483
11.0 Professions - Enchanting - Designated Disenchanter - Tab Unlock Cost,3765,1,2968
11.0 Professions - Enchanting - Designated Disenchanter - Path Spend Cost,3766,1,2967
"11.0 Professions - Enchanting - Ephemerals, Enrichments, and Equipment - Material Maestro - Child U",3767,1,3486
"11.0 Professions - Enchanting - Ephemerals, Enrichments, and Equipment - Exquisite Equipment - Chil",3768,1,3489
"11.0 Professions - Enchanting - Ephemerals, Enrichments, and Equipment - Ephemerals, Enrichments, a",3769,1,3491
"11.0 Professions - Enchanting - Ephemerals, Enrichments, and Equipment - Tab Unlock Cost",3770,1,2968
"11.0 Professions - Enchanting - Ephemerals, Enrichments, and Equipment - Path Spend Cost",3771,1,2967
11.0 Professions - Enchanting - Everlasting Enchantments - Nerubian Novelties - Child Unlock Cost,3772,1,3494
11.0 Professions - Enchanting - Everlasting Enchantments - Arathor Alterations - Child Unlock Cost,3773,1,3497
11.0 Professions - Enchanting - Everlasting Enchantments - Earthen Enhancements - Child Unlock Cost,3774,1,3501
11.0 Professions - Enchanting - Everlasting Enchantments - Everlasting Enchantments - Child Unlock ,3775,1,3502
11.0 Professions - Enchanting - Everlasting Enchantments - Tab Unlock Cost,3776,1,2968
11.0 Professions - Enchanting - Everlasting Enchantments - Path Spend Cost,3777,1,2967
11.0 Professions - Enchanting - Supplementary Shattering - Supplementary Shattering - Child Unlock ,3778,1,3506
11.0 Professions - Enchanting - Supplementary Shattering - Tab Unlock Cost,3779,1,2968
11.0 Professions - Enchanting - Supplementary Shattering - Path Spend Cost,3780,1,2967
11.0 Professions - Mining - Plethora of Ore - Plethora of Ore - Child Unlock Cost,3781,1,3510
11.0 Professions - Mining - Plethora of Ore - Tab Unlock Cost,3782,1,2980
11.0 Professions - Mining - Plethora of Ore - Path Spend Cost,3783,1,2979
11.0 Professions - Mining - Mining Fundamentals - Mining Fundamentals - Child Unlock Cost,3784,1,3513
11.0 Professions - Mining - Mining Fundamentals - Tab Unlock Cost,3785,1,2980
11.0 Professions - Mining - Mining Fundamentals - Path Spend Cost,3786,1,2979
11.0 Professions - Mining - Mastering the Elements - Mastering the Mysterious - Child Unlock Cost,3787,1,3518
11.0 Professions - Mining - Mastering the Elements - Tab Unlock Cost,3788,1,2980
11.0 Professions - Mining - Mastering the Elements - Path Spend Cost,3789,1,2979
11.0 Professions - Tailoring - From Dawn Until Dusk - Duskweave Tailoring - Child Unlock Cost,3790,1,3525
11.0 Professions - Tailoring - From Dawn Until Dusk - Dawnweave Tailoring - Child Unlock Cost,3791,1,3527
11.0 Professions - Tailoring - From Dawn Until Dusk - From Dawn Until Dusk - Child Unlock Cost,3792,1,3528
11.0 Professions - Tailoring - From Dawn Until Dusk - Tab Unlock Cost,3793,1,2984
11.0 Professions - Tailoring - From Dawn Until Dusk - Path Spend Cost,3794,1,2983
11.0 Professions - Tailoring - From Dawn Until Dusk - Duskweave Tailoring - Child Unlock Cost,3795,1,3530
11.0 Professions - Tailoring - From Dawn Until Dusk - Dawnweave Tailoring - Child Unlock Cost,3796,1,3532
11.0 Professions - Tailoring - From Dawn Until Dusk - From Dawn Until Dusk - Child Unlock Cost,3797,1,3533
11.0 Professions - Tailoring - From Dawn Until Dusk - Tab Unlock Cost,3798,1,2984
11.0 Professions - Tailoring - From Dawn Until Dusk - Path Spend Cost,3799,1,2983
11.0 Professions - Tailoring - Threads of Devotion - Threads of Devotion - Child Unlock Cost,3800,1,3546
11.0 Professions - Tailoring - Threads of Devotion - Weathering Wear - Child Unlock Cost,3801,1,3545
11.0 Professions - Tailoring - Threads of Devotion - Weighted Garments - Child Unlock Cost,3802,1,3545
11.0 Professions - Tailoring - Threads of Devotion - Weighted Garments - Child Unlock Cost,3803,1,3540
11.0 Professions - Tailoring - Threads of Devotion - Tab Unlock Cost,3804,1,2984
11.0 Professions - Tailoring - Threads of Devotion - Path Spend Cost,3805,1,2983
11.0 Professions - Tailoring - Threads of Devotion - Threads of Devotion - Child Unlock Cost,3806,1,3559
11.0 Professions - Tailoring - Threads of Devotion - Weathering Wear - Child Unlock Cost,3807,1,3558
11.0 Professions - Tailoring - Threads of Devotion - Weighted Garments - Child Unlock Cost,3808,1,3558
11.0 Professions - Tailoring - Threads of Devotion - Weighted Garments - Child Unlock Cost,3809,1,3553
11.0 Professions - Tailoring - Threads of Devotion - Tab Unlock Cost,3810,1,2984
11.0 Professions - Tailoring - Threads of Devotion - Path Spend Cost,3811,1,2983
11.0 Professions - Tailoring - Threads of Devotion - Weathering Wear - Child Unlock Cost,3812,1,3564
11.0 Professions - Tailoring - Threads of Devotion - Making a Statement - Child Unlock Cost,3813,1,3568
11.0 Professions - Tailoring - Threads of Devotion - Weighted Garments - Child Unlock Cost,3814,1,3571
11.0 Professions - Tailoring - Threads of Devotion - Threads of Devotion - Child Unlock Cost,3815,1,3572
11.0 Professions - Tailoring - Threads of Devotion - Tab Unlock Cost,3816,1,2984
11.0 Professions - Tailoring - Threads of Devotion - Path Spend Cost,3817,1,2983
11.0 Professions - Engineering - Engineered Equipment - Inventor's Necessities - Child Unlock Cost,3828,1,3589
11.0 Professions - Engineering - Engineered Equipment - Calibrated Chaos - Child Unlock Cost,3829,1,3592
11.0 Professions - Engineering - Engineered Equipment - Engineered Equipment - Child Unlock Cost,3830,1,3593
11.0 Professions - Engineering - Engineered Equipment - Tab Unlock Cost,3831,1,2970
11.0 Professions - Engineering - Engineered Equipment - Path Spend Cost,3832,1,2969
11.0 Professions - Engineering - Devices - Devices - Child Unlock Cost,3833,1,3596
11.0 Professions - Engineering - Devices - Tab Unlock Cost,3834,1,2970
11.0 Professions - Engineering - Devices - Path Spend Cost,3835,1,2969
11.0 Professions - Engineering - Inventing - Parts - Child Unlock Cost,3836,1,3602
11.0 Professions - Engineering - Inventing - Inventing - Child Unlock Cost,3837,1,3604
11.0 Professions - Engineering - Inventing - Tab Unlock Cost,3838,1,2970
11.0 Professions - Engineering - Inventing - Path Spend Cost,3839,1,2969
11.0 Professions - Tailoring - Quality Fabric - Quality Fabric - Child Unlock Cost,3843,1,3612
11.0 Professions - Tailoring - Quality Fabric - Tab Unlock Cost,3844,1,2984
11.0 Professions - Tailoring - Quality Fabric - Path Spend Cost,3845,1,2983
11.0 Professions - Tailoring - Textile Treasures - Textile Treasures - Child Unlock Cost,3846,1,3616
11.0 Professions - Tailoring - Textile Treasures - Tab Unlock Cost,3847,1,2984
11.0 Professions - Tailoring - Textile Treasures - Path Spend Cost,3848,1,2983
Group cost,3851,1,3622
Group cost,3852,1,3625
Group cost,3853,1,3621
Group cost,3854,1,3624
Group cost,3855,1,3623
11.0 Professions - Tailoring - Threads of Devotion - Making a Statement - Child Unlock Cost,3856,1,3629
11.0 Professions - Tailoring - Threads of Devotion - Weighted Garments - Child Unlock Cost,3857,1,3632
11.0 Professions - Tailoring - Threads of Devotion - Weathering Wear - Child Unlock Cost,3858,1,3637
11.0 Professions - Tailoring - Threads of Devotion - Threads of Devotion - Child Unlock Cost,3859,1,3638
11.0 Professions - Tailoring - Threads of Devotion - Tab Unlock Cost,3860,1,2984
11.0 Professions - Tailoring - Threads of Devotion - Path Spend Cost,3861,1,2983
11.0 Professions - Inscription - Archival Additions - Runic Research - Child Unlock Cost,3862,1,3642
11.0 Professions - Inscription - Archival Additions - Cryptic Collection - Child Unlock Cost,3863,1,3647
11.0 Professions - Inscription - Archival Additions - Archival Additions - Child Unlock Cost,3864,1,3648
11.0 Professions - Inscription - Archival Additions - Tab Unlock Cost,3865,1,2974
11.0 Professions - Inscription - Archival Additions - Path Spend Cost,3866,1,2973
11.0 Professions - Inscription - Careful Carvings - Polished Production - Child Unlock Cost,3867,1,3652
11.0 Professions - Inscription - Careful Carvings - Combative Curiosities - Child Unlock Cost,3868,1,3655
11.0 Professions - Inscription - Careful Carvings - Careful Carvings - Child Unlock Cost,3869,1,3656
11.0 Professions - Inscription - Careful Carvings - Tab Unlock Cost,3870,1,2974
11.0 Professions - Inscription - Careful Carvings - Path Spend Cost,3871,1,2973
11.0 Professions - Inscription - Pursuit of Knowledge - Pursuit of Knowledge - Child Unlock Cost,3872,1,3660
11.0 Professions - Inscription - Pursuit of Knowledge - Tab Unlock Cost,3873,1,2974
11.0 Professions - Inscription - Pursuit of Knowledge - Path Spend Cost,3874,1,2973
11.0 Professions - Inscription - Pursuit of Perfection - Pursuit of Perfection - Child Unlock Cost,3875,1,3664
11.0 Professions - Inscription - Pursuit of Perfection - Tab Unlock Cost,3876,1,2974
11.0 Professions - Inscription - Pursuit of Perfection - Path Spend Cost,3877,1,2973
11.0 Professions - Inscription - Archival Additions - Runic Research - Child Unlock Cost,3878,1,3668
11.0 Professions - Inscription - Archival Additions - Cryptic Collection - Child Unlock Cost,3879,1,3673
11.0 Professions - Inscription - Archival Additions - Archival Additions - Child Unlock Cost,3880,1,3674
11.0 Professions - Inscription - Archival Additions - Tab Unlock Cost,3881,1,2974
11.0 Professions - Inscription - Archival Additions - Path Spend Cost,3882,1,2973
11.0 Professions - Tailoring - Threads of Devotion - Making a Statement - Child Unlock Cost,3883,1,3678
11.0 Professions - Tailoring - Threads of Devotion - Weighted Garments - Child Unlock Cost,3884,1,3681
11.0 Professions - Tailoring - Threads of Devotion - Weathering Wear - Child Unlock Cost,3885,1,3686
11.0 Professions - Tailoring - Threads of Devotion - Threads of Devotion - Child Unlock Cost,3886,1,3687
11.0 Professions - Tailoring - Threads of Devotion - Tab Unlock Cost,3887,1,2984
11.0 Professions - Tailoring - Threads of Devotion - Path Spend Cost,3888,1,2983
11.0 Professions - Inscription - Archival Additions - Runic Research - Child Unlock Cost,3889,1,3691
11.0 Professions - Inscription - Archival Additions - Cryptic Collection - Child Unlock Cost,3890,1,3696
11.0 Professions - Inscription - Archival Additions - Archival Additions - Child Unlock Cost,3891,1,3697
11.0 Professions - Inscription - Archival Additions - Tab Unlock Cost,3892,1,2974
11.0 Professions - Inscription - Archival Additions - Path Spend Cost,3893,1,2973
Node cost,3894,1,3699
Node cost,3895,1,3699
Node cost,3896,1,3699
Node cost,3897,1,3699
Node cost,3898,1,3699
Node cost,3899,1,3699
Node cost,3900,1,3699
Node cost,3901,1,3700
Node cost,3902,1,3701
Node cost,3903,1,3699
Group cost,3910,1,3712
Group cost,3911,1,3711
Group cost,3912,1,3710
Group cost,3913,1,3713
Group cost,3914,1,3709
Group cost,3915,1,3717
Group cost,3916,1,3716
Group cost,3917,1,3715
Group cost,3918,1,3718
Group cost,3919,1,3714
Node cost,3926,1,3699
Node cost,3927,1,3699
