ID,Name_lang,CreatureID,PortraitFileDataID,UiTextureKitID,UiAnimScale,UiAnimHeight,Flags,AutoCombatantID
924,Army of Darkfiends,104920,1396643,0,1.2,0.5,0,0
925,Fel Meteor,92622,135800,0,1,0.4,1,0
926,Perilous Cliffs,92622,839981,0,1,0.4,1,0
927,Thick Forest,92622,236160,0,1,0.4,1,0
928,Road Bandits,92622,1373905,0,1,0.4,1,0
929,Blizzard,92622,135857,0,1,0.4,1,0
930,Pyroblast,92622,1387354,0,1,0.4,1,0
931,Choking Mists,92622,627487,0,1,0.4,1,0
932,Unknown Enemy,104796,1341729,0,1.2,0.5,0,0
933,May Hem,105076,1360240,0,1.2,0.5,0,0
934,Cloudless Night,92622,1067780,0,1,0.4,1,0
935,Lord Gorgamesh,104796,1341729,0,1.2,0.5,0,0
939,Boss (A),104796,1341729,0,1.2,0.5,0,0
940,Boss (B),104796,1341729,0,1.2,0.5,0,0
941,Boss (C),104796,1341729,0,1.2,0.5,0,0
942,Minions (Slowing),104920,1396643,0,1.2,0.5,0,0
943,Spell (Lethal),92622,1138421,0,1,0.4,0,0
944,Hazard (Slowing),92622,1138421,0,1,0.4,0,0
945,Minions (Disorienting),104920,1396643,0,1.2,0.5,0,0
948,Minions (Cursed),104920,1396643,0,1.2,0.5,0,0
949,Minion (Lethal),104920,1396643,0,1.2,0.5,0,0
950,Hazard (Disorienting),92622,1138421,0,1,0.4,0,0
951,Hazard (Cursed),92622,1138421,0,1,0.4,0,0
952,Hazard (Lethal),92622,1138421,0,1,0.4,0,0
953,Spelll (Disorienting),92622,1138421,0,1,0.4,0,0
954,Spell (Slowing),92622,1138421,0,1,0.4,0,0
955,Spell (Cursed),92622,1138421,0,1,0.4,0,0
956,Minions (Powerful),104920,1396643,0,1.2,0.5,0,0
957,Spell (Powerful),92622,1138421,0,1,0.4,0,0
958,Hazard (Powerful),92622,1138421,0,1,0.4,0,0
960,Zane the Despicable,104796,1341729,0,1.2,0.5,0,0
961,Horde of Wyrmtongues,105270,1360250,0,1.2,0.5,0,0
962,Troop Training Dummy,109595,1396617,0,1.2,0.5,0,0
963,Fel Meteor,92622,135800,0,1,0.4,1,0
964,Perilous Shelves,92622,1396967,0,1,0.4,1,0
965,Black Harvest Librarian,104796,1341729,0,1.2,0.5,0,0
966,Nest of Spiders,105270,1360250,0,1.2,0.5,0,0
967,Band of Feltotem Poachers,105064,1360245,0,1.2,0.5,0,0
968,Dawn the Hag,105067,1360238,0,1.2,0.5,0,0
969,Squish the Vicious,105270,1360250,0,1.2,0.5,0,0
970,Swarm of Crazed Imps,105064,1360245,0,1.2,0.5,0,0
971,Rat King,104796,1341729,0,1.2,0.5,0,0
972,Sewer Sludge,92622,460862,0,1,0.4,1,0
973,Infected Bite,92622,132127,0,1,0.4,1,0
974,Soulscreamer,105068,1360239,0,1.2,0.5,0,0
975,Murder of Harpies,105067,1360238,0,1.2,0.5,0,0
976,Nanosh the Slicer,104920,1396643,0,1.2,0.5,0,0
977,Band of Black Rook Assassins,104931,1341750,0,1.2,0.5,0,0
978,Barkeep Cotter,104796,1341729,0,1.2,0.5,0,0
979,Spilled Brew,92622,1360979,0,1,0.4,1,0
980,Under the Weather,92622,1131284,0,1,0.4,1,0
981,Bloodbinder Terilon,105065,1360246,0,1.2,0.5,0,0
982,Pack of Feltotem Bonehounds,105066,1360233,0,1.2,0.5,0,0
983,Fel Meteor,92622,135800,0,1,0.4,1,0
984,Donna the Imp Mother,105265,1360249,0,1.2,0.5,0,0
985,Imp Sludge,92622,1135365,0,1,0.4,1,0
1004,Curse of the Night,92622,1391773,0,1,0.4,1,0
1005,Anders Test Encounter,305,1396620,0,1,0.4,0,0
1006,Torlin Skorvald,105077,1360237,0,1.2,0.5,0,0
1007,Chilling Wave,92622,237590,0,1,0.4,1,0
1008,Sudden Tide,92622,463570,0,1,0.4,1,0
1009,Marion Nightsrage,105266,1360248,0,1.2,0.5,0,0
1010,Division of Nightborne Reclaimers,105265,1360249,0,1.2,0.5,0,0
1011,Crumbling Rooftops,92622,1385913,0,1,0.4,1,0
1012,Stili the Salty,105062,1360232,0,1.2,0.5,0,0
1013,Stinky Fish Spit,92622,533422,0,1,0.4,1,0
1014,Company of Ancient Flamecaller,109135,1396616,0,1.2,0.5,0,0
1015,Arcanist Thinwhisp,109136,1396641,0,1.6,0.4,0,0
1016,Grand Admiral Glurglperk,105062,1360232,0,1.2,0.5,0,0
1017,Swarm of Slippery Murlocs,105062,1360232,0,1.2,0.5,0,0
1018,Troop Training Dummy,109595,1396617,0,1.2,0.5,0,0
1019,Troop Training Dummy,109595,1396617,0,1.2,0.5,0,0
1020,Riftweaver Daevas,111759,1341749,0,1.2,0.5,0,0
1021,Doubt,109595,1396617,0,1.2,0.5,0,0
1022,Zane the Despicable,104796,1341729,0,1.2,0.5,0,0
1023,Horde of Wyrmtongues,105270,1360250,0,1.2,0.5,0,0
1024,Valitos,109606,1396634,0,1.2,0.5,0,0
1025,Pack of Fel Seekers,109607,1341745,0,1.2,0.5,0,0
1026,Fel Surge,92622,135800,0,1,0.4,1,0
1027,Alpha Squallhunter,109621,1396639,0,1.2,0.5,0,0
1028,Lightning Breath,92622,839974,0,1,0.4,1,0
1029,Gatekeeper,109622,1360242,0,1.2,0.5,0,0
1030,Horde of Felskorn Zealots,109623,1396642,0,1.2,0.5,0,0
1031,Severing Hew,92622,517163,0,1,0.4,1,0
1032,Urgev the Flayer,109624,1396624,0,1.2,0.5,0,0
1033,Mass of Bonespeaker Runeaxes,109625,1396623,0,1.2,0.5,0,0
1034,Teran Sideskorn,109626,1360240,0,1.2,0.5,0,0
1035,Waves of Restless Ancestors,109625,1396623,0,1.2,0.5,0,0
1036,Grasp of the Dead,92622,136143,0,1,0.4,1,0
1037,Duskfang,109628,1396640,0,1.2,0.5,0,0
1038,Pack of Duskpelt Snarlers,109627,1396640,0,1.2,0.5,0,0
1039,Isel the Hammer,109957,1396637,0,1.2,0.5,0,0
1040,Squad of Tideskorn Shieldmaidens,109629,1396636,0,1.2,0.5,0,0
1041,Harpy Hag,109722,1396625,0,1.2,0.5,0,0
1042,Flock of Harpies,109723,1396628,0,1.2,0.5,0,0
1043,Drog Almighty,109724,1396626,0,1.2,0.5,0,0
1044,Stampede of Drogbar,109726,1396629,0,1.2,0.5,0,0
1045,Dorbash the Smasher,109727,1396621,0,1.2,0.5,0,0
1046,Horde of Ettin,109728,1396635,0,1.2,0.5,0,0
1047,SMASH!,92622,537060,0,1,0.4,1,0
1048,Fury,109729,1396632,0,1.2,0.5,0,0
1049,Frozen Bite,92622,236801,0,1,0.4,1,0
1050,Avalanche,92622,1385913,0,1,0.4,1,0
1051,Mountain King,109732,1396633,0,1.2,0.5,0,0
1052,Cadre of Frostcrag Stonecallers,109733,1396631,0,1.2,0.5,0,0
1053,Frozen Gales,92622,348288,0,1,0.4,1,0
1054,Summoner Stanos,109736,1396627,0,1.2,0.5,0,0
1055,Zanien,109756,1396618,0,1.2,0.5,0,0
1056,Cadre of Blood Elf Warlocks,109757,1396619,0,1.2,0.5,0,0
1057,Bloodbinder Stint,105065,1360246,0,1.2,0.5,0,0
1058,Pack of Fel Seekers,109607,1341745,0,1.2,0.5,0,0
1059,Berator,109606,1396634,0,1.2,0.5,0,0
1060,Fel Wrath,92622,1109902,0,1,0.4,1,0
1061,Seeker of Lies,104933,1341758,0,1.2,0.5,0,0
1062,Mistral Agent,109763,1401834,0,1.2,0.5,0,0
1063,Wild Vortex Escort,109764,1401836,0,1.2,0.5,0,0
1064,Mistius,109765,1401837,0,1.2,0.5,0,0
1065,Brood of Young Storm Dragons,109766,1401835,0,1.2,0.5,0,0
1066,Stormborn,92622,1033907,0,1.2,0.5,1,0
1067,Zeph,109767,1401843,0,1.2,0.5,0,0
1068,Cadre of Gust Soldiers,109768,1401840,0,1.2,0.5,0,0
1069,Alacris,109769,1401845,0,1.2,0.5,0,0
1070,Wind Blast,92622,135833,0,1.2,0.5,1,0
1071,Tulmos,109770,1401844,0,1.2,0.5,0,0
1072,Therazane's Envoy,109772,1401833,0,1.2,0.5,0,0
1073,Crumbling Cavern,92622,1385913,0,1.2,0.5,1,0
1074,Baron Scaldius,109775,1401848,0,1.2,0.5,0,0
1075,Wild Inferno Escort,109777,1401832,0,1.2,0.5,0,0
1076,Cinderweb Matriarch,109778,1401839,0,1.2,0.5,0,0
1077,Swarm of Cinderweb Creepers,109779,1401838,0,1.2,0.5,0,0
1078,Lava Webbing,92622,1032476,0,1.2,0.5,1,0
1079,Chargore,109781,1401847,0,1.2,0.5,0,0
1080,Eruption,92622,525023,0,1.2,0.5,1,0
1081,Flowing Lava,92622,237583,0,1.2,0.5,1,0
1082,Burglosh the Earthbreaker,109783,1401841,0,1.2,0.5,0,0
1083,Rabble of Twilight Darkcallers,109784,1401846,0,1.2,0.5,0,0
1084,Rumble,109790,1401842,0,1.2,0.5,0,0
1085,Zane the Despicable,104796,1341729,0,1.2,0.5,0,0
1086,Adjunct Telios,95161,1341749,0,1.2,0.4,0,0
1087,Fel Cannon,92622,133009,0,1,0.4,1,0
1088,Strangling Fel Fog,92622,841218,0,1,0.4,1,0
1089,Adjunct Telios,95161,1341749,0,1.2,0.4,0,0
1090,Alpha Squallhunter,109621,1396639,0,1.2,0.5,0,0
1091,Dorbash the Smasher,109727,1396621,0,1.2,0.5,0,0
1092,Drog Almighty,109724,1396626,0,1,0.4,0,0
1093,Duskfang,109628,1396640,0,1.2,0.5,0,0
1094,Fury,109729,1396632,0,1.2,0.5,0,0
1095,Gatekeeper,109622,1360242,0,1.2,0.5,0,0
1096,Harpy Hag,109722,1396625,0,1.2,0.5,0,0
1097,Isel the Hammer,109957,1396637,0,1.2,0.5,0,0
1098,Mountain King,109732,1396633,0,0.9,0.4,0,0
1099,Teran Sideskorn,109626,1360240,0,1.2,0.5,0,0
1100,Urgev the Flayer,109624,1396624,0,1.2,0.5,0,0
1101,Berator,109606,1396634,0,1.2,0.5,0,0
1102,Valitos,109606,1396634,0,1.2,0.5,0,0
1103,Doubt,109595,1396617,0,1.2,0.5,0,0
1104,Horde of Felskorn Zealots,109623,1396642,0,1.2,0.5,0,0
1105,Mass of Bonespeaker Runeaxes,109625,1396623,0,1.2,0.5,0,0
1106,Flock of Harpies,109723,1396628,0,1.2,0.5,0,0
1107,Cadre of Frostcrag Stonecallers,109733,1396631,0,1.2,0.5,0,0
1108,Horde of Ettin,109728,1396635,0,1.2,0.5,0,0
1109,Horde of Felskorn Zealots,109623,1396642,0,1.2,0.5,0,0
1110,Pack of Duskpelt Snarlers,109627,1396640,0,1.2,0.5,0,0
1111,Pack of Fel Seekers,109607,1341745,0,1.2,0.5,0,0
1112,Squad of Tideskorn Shieldmaidens,109629,1396636,0,1.2,0.5,0,0
1113,Stampede of Drogbar,109726,1396629,0,1.2,0.5,0,0
1114,Waves of Restless Ancestors,109625,1396623,0,1.2,0.5,0,0
1115,Horde of Wyrmtongues,105270,1360250,0,1.2,0.5,0,0
1116,Band of Black Rook Assassins,104931,1341750,0,1.2,0.5,0,0
1117,Band of Feltotem Poachers,105064,1360245,0,1.2,0.5,0,0
1118,Cadre of Blood Elf Warlocks,109757,1396619,0,1.2,0.5,0,0
1119,Murder of Harpies,105067,1360238,0,1.2,0.5,0,0
1120,Pack of Feltotem Bonehounds,105066,1360233,0,1.2,0.5,0,0
1121,Swarm of Crazed Imps,105064,1360245,0,1.2,0.5,0,0
1122,Nest of Spiders,105270,1360250,0,1.2,0.5,0,0
1123,Frozen Bite,92622,1390943,0,1,0.4,1,0
1124,Lightning Breath,92622,136050,0,1,0.4,1,0
1125,Severing Hew,92622,132215,0,1,0.4,1,0
1126,Strangling Fel Fog,92622,841218,0,1,0.4,1,0
1127,Eruption,92622,525023,0,1.2,0.5,1,0
1128,Stormborn,92622,136099,0,1.2,0.5,1,0
1129,Wind Blast,92622,132845,0,1.2,0.5,1,0
1130,Fel Meteor,92622,135800,0,1,0.4,1,0
1131,Fel Wrath,92622,1344646,0,1,0.4,1,0
1132,Infected Bite,92622,132127,0,1,0.4,1,0
1133,Avalanche,92622,612394,0,1,0.4,1,0
1134,Fel Cannon,92622,252185,0,1,0.4,1,0
1135,Fel Lava,92622,135793,0,1,0.4,1,0
1136,Frozen Gales,92622,1033909,0,1,0.4,1,0
1137,Grasp of the Dead,92622,636332,0,1,0.4,1,0
1138,Crumbling Cavern,92622,962046,0,1.2,0.5,1,0
1139,Imp Sludge,92622,512902,0,1,0.4,1,0
1140,Sewer Sludge,92622,132108,0,1,0.4,1,0
1141,Gatekeeper,109622,1360242,0,1.2,0.4,0,0
1142,Keywarden Born,94413,1396637,0,1.2,0.5,0,0
1143,Lieutenant Tringingale,104931,1341750,0,1.2,0.5,0,0
1144,Thing,109729,1396632,0,1.2,0.5,0,0
1145,Boil Toil,109724,1396626,0,1.2,0.5,0,0
1146,Gilamore the Sinister,105265,1360249,0,1.2,0.4,0,0
1147,Recron,105084,1360234,0,1.2,0.5,0,0
1148,Silat Linar,104814,1341732,0,1.2,0.5,0,0
1149,Trap,92622,646379,0,1.2,0.5,1,0
1150,Rain of Arrows,92622,249173,0,1,0.4,1,0
1151,Vicious Nightmares,92622,135740,0,1,0.4,1,0
1152,Bubbling Plague,92622,136123,0,1.2,0.5,1,0
1153,Recruiter Lenara,109881,1401849,0,1.6,0.4,0,0
1154,Troop Training Dummy,109595,1396617,0,1.2,0.5,0,0
1155,Duskfang,109628,1396640,0,1.5,0.4,0,0
1156,Pack of Duskpelt Snarlers,109627,1396640,0,1.7,0.5,0,0
1157,Ravyn-Drath,89016,1416199,0,1.8,0.3,0,0
1158,Temp Minion,109595,1396617,0,1.2,0.5,0,0
1159,Temp Boss,109595,1396617,0,1.2,0.5,0,0
1160,Temp Hazard,109595,1396617,0,1.2,0.5,0,0
1161,Temp Spell,109595,1396617,0,1.2,0.5,0,0
1162,Temp Chapter 1 Boss,109595,1396617,0,1.2,0.5,0,0
1163,Azsuna Lion Seals,89013,1416239,0,2,0.3,0,0
1164,Valiyaka the Stormbringer,89650,1416178,0,1.4,0.4,0,0
1165,Golza the Iron Fin,89816,1416314,0,1.3,0.35,0,0
1166,Hatecoil Deepsingers,90774,1341732,0,1.8,0.4,0,0
1167,Hatecoil Reservists,90778,1416207,0,1.8,0.4,0,0
1168,Captain Volo'ren,89846,1416241,0,1.5,0.35,0,0
1169,The Oracle,89850,1416183,0,1.8,0.4,0,0
1170,Fallen Priestesses,91074,1416163,0,2,0.4,0,0
1171,Mrrgrl the Tide Reaver,89865,1416220,0,1.6,0.35,0,0
1172,Flog the Captain-Eater,89884,1416315,0,1.7,0.35,0,0
1173,Daggerbeak,90057,1416284,0,1.3,0.35,0,0
1174,Warbringer Mox'na,90164,1416274,0,1.3,0.4,0,0
1175,Arcana Stalkers,90173,1067196,0,3.4,0.35,0,0
1176,Normantis the Deposed,90217,1416185,0,1.7,0.35,0,0
1177,Arcavellus,90244,1416212,0,1.6,0.45,0,0
1179,Rift Wyrms,90242,1416371,0,3.3,0.5,0,0
1180,Rift Wraiths,90243,1416216,0,2.3,0.4,0,0
1181,Syphonus,90505,1416306,0,1.4,0.35,0,0
1182,Leodrath,90507,1416358,0,1.6,0.4,0,0
1183,Infernal Lord,90803,1416243,0,1.3,0.4,0,0
1185,Pridelord Meowl,90901,1416351,0,2.2,0.4,0,0
1186,Shadowfiends,91073,1416218,0,2.6,0.35,0,0
1187,Brogozog,91100,1416244,0,1,0.35,0,0
1188,Tide Behemoth,91113,1416245,0,1.3,0.4,0,0
1189,Tide Behemoths,91114,1416246,0,1.3,0.4,0,0
1190,Tide Behemoths,91115,1416247,0,1.3,0.4,0,0
1191,Beacher,91187,1416237,0,1.3,0.4,0,0
1192,Sons of Beacher,91188,1416238,0,1.9,0.4,0,0
1193,Bitterbrine Raider,91194,1416240,0,2,0.35,0,0
1194,Cailyn Paledoom,91289,1416324,0,0.9,0.4,0,0
1195,Doomlord Kazrok,91579,1416179,0,1.5,0.4,0,0
1196,Mortiferous,93622,1416262,0,1.2,0.4,0,0
1197,Charfeather,101596,1416351,0,2.2,0.4,0,0
1198,Screaming Felbats,105919,1416292,0,1.4,0.4,0,0
1200,Skullhat,95872,1416291,0,2,0.35,0,0
1201,Oubdob da Smasher,95204,1416334,0,0.8,0.4,0,0
1202,Durguth,96072,1416341,0,0.8,0.4,0,0
1203,Majestic Elderhorn,96410,1416289,0,1.3,0.4,0,0
1204,Hartli the Snatcher,97326,1416293,0,1.3,0.35,0,0
1205,Crawshuk the Hungry,97345,1416296,0,1,0.4,0,0
1206,Abesha,97348,1416297,0,1.6,0.4,0,0
1207,Bristlemaul,97449,1416229,0,3.3,0.35,0,0
1208,Taurson,97653,1416300,0,1.4,0.4,0,0
1209,Flamescale,97793,1416301,0,1.2,0.35,0,0
1210,Crab Rider Grmlrml,97933,1360231,0,2,0.35,0,0
1211,Luggut the Eggeater,98024,1416345,0,1.4,0.4,0,0
1212,Bodash the Hoarder,98299,1341759,0,1.7,0.35,0,0
1213,Slumber,98890,1416215,0,3.3,0.35,0,0
1214,Bruiser,102863,1416316,0,2,0.35,0,0
1215,Brogrul the Mighty,94877,1416282,0,0.9,0.4,0,0
1216,Devouring Darkness,100495,1416236,0,1.4,0.5,0,0
1217,Sekhan,101077,1416283,0,1.7,0.4,0,0
1218,Puck,100302,1416311,0,1.9,0.4,0,0
1219,Zenobia,100303,1416312,0,1.7,0.35,0,0
1220,Xander,109498,1452557,0,1.2,0.4,0,0
1221,Jak,109500,1452558,0,1.2,0.4,0,0
1222,Darkful,109501,1452559,0,1.2,0.4,0,0
1223,Bitestone Snailsman,102284,1396626,0,1.2,0.35,0,0
1224,Glip Gloop Haberdasher,107129,1416364,0,2.4,0.35,0,0
1225,Helix for Brains,107128,1416209,0,2.4,0.35,0,0
1226,Various and Sundry,107130,1416363,0,2.4,0.35,0,0
1228,Glimar Ironfist,91529,1416252,0,1.2,0.4,0,0
1229,Stormwing Matriarch,91795,1416323,0,0.8,0.4,0,0
1230,Fathnyr,91803,1416322,0,1,0.4,0,0
1231,Stormwing Hatchlings,92841,1416378,0,1.3,0.8,0,0
1232,Bladesquall,91874,1416255,0,1,0.6,0,0
1233,Thane Irglov the Merciless,91892,1416249,0,1.3,0.4,0,0
1234,Fenri,92040,1416366,0,1,0.4,0,0
1235,Whitewater Typhoon,92152,1416260,0,0.9,0.6,0,0
1236,Hook,92590,1416202,0,1.2,0.4,0,0
1237,Sinker,92591,1416261,0,1.8,0.35,0,0
1238,Ivory Sentinel,92751,1416190,0,1.5,0.4,0,0
1239,The Nameless King,92763,1416197,0,1.3,0.4,0,0
1240,Houndmaster Ely,92951,1416266,0,1.7,0.4,0,0
1241,Attack Mastiffs,92956,1416205,0,1.9,0.35,0,0
1242,Tiptog the Lost,93166,1396621,0,0.8,0.4,0,0
1243,Mordvigbjorn,93371,1416267,0,1.9,0.35,0,0
1244,Urgev the Flayer,93401,1396624,0,1.3,0.4,0,0
1245,"Daniel ""Boomer"" Vorick",94313,1416271,0,1.8,0.4,0,0
1246,Isel the Hammer,94413,1396637,0,1.1,0.4,0,0
1247,Soulthirster,97630,1416298,0,1.7,0.5,0,0
1248,Kottr Vondyr,98421,1416391,0,1.1,0.4,0,0
1249,Grrvrgull the Conqueror,98503,1416230,0,2,0.4,0,0
1250,Hannval the Butcher,107926,1416373,0,1.3,0.4,0,0
1251,Nithogg,107023,1416361,0,0.8,0.4,0,0
1252,Captain Hring,106981,1416362,0,1.3,0.4,0,0
1253,Reaver Jdorn,106982,1416256,0,1.3,0.4,0,0
1254,Soultrapper Mevra,106984,1416360,0,1.1,0.4,0,0
1255,"Fjorlag, the Grave's Chill",108827,1416235,0,0.7,0.5,0,0
1256,Den Mother Ylva,108790,1416381,0,1.5,0.4,0,0
1257,Huntress Estrid,108822,1416382,0,1.1,0.4,0,0
1258,Halfdan,108823,1416359,0,3.2,0.35,0,0
1259,Aegir Wavecrushers,108885,1416331,0,1.7,0.35,0,0
1260,Lagertha,109015,1416383,0,1.1,0.4,0,0
1261,"Boulderfall, the Eroded",109113,1416213,0,1.2,0.4,0,0
1262,Captain Dargun,109163,1416362,0,1.3,0.4,0,0
1263,Soulbinder Halldora,109195,1416388,0,1.1,0.4,0,0
1264,Rulf Bonesnapper,109317,1416308,0,1.3,0.4,0,0
1265,Runeseer Sigvid,109318,1416389,0,1.3,0.4,0,0
1266,Vaengir,109123,1416380,0,0.9,0.4,0,0
1267,Yotnar,96175,1416191,0,1.2,0.4,0,0
1268,Runeseer Faljar,93093,1416285,0,1.3,0.4,0,0
1269,Oktel Dragonblood,92920,1416265,0,1.3,0.4,0,0
1270,Rythas the Oracle,92918,1416264,0,1.3,0.4,0,0
1271,Heimir of the Black Fist,92889,1416263,0,1.3,0.4,0,0
1272,Gorebeak,92117,1416208,0,6.5,0.6,0,0
1273,Seersei,92180,1416270,0,1.2,0.4,0,0
1274,Oakheart,103344,1416339,0,0.8,0.4,0,0
1275,Darkest Fear,92205,1416398,0,1.5,0.4,0,0
1276,Theryssia,92423,1416407,0,1.6,0.4,0,0
1277,Ironbranch,93030,1416290,0,0.8,0.4,0,0
1278,Thondrax,93205,1416275,0,1,0.4,0,0
1279,Skul'vrax,93654,1416180,0,1,0.4,0,0
1280,Jinikki the Puncturer,93686,1416228,0,1.4,0.4,0,0
1281,Kiranys Duskwhisper,94414,1416273,0,1.5,0.4,0,0
1282,Pollous the Fetid,94485,1416227,0,1.2,0.4,0,0
1283,Kalazzius the Guileful,94636,1416277,0,0.9,0.4,0,0
1284,Grelda the Hag,95123,1416294,0,1.3,0.4,0,0
1285,Wraithtalon,97504,1416295,0,1.1,0.35,0,0
1286,Perrexx,95318,1416288,0,0.9,0.4,0,0
1287,Dreadbog,97517,1416370,0,1.3,0.4,0,0
1288,Lyrath Moonfeather,98241,1416269,0,1.2,0.4,0,0
1289,Mad Henryk,95221,1416281,0,1.7,0.4,0,0
1291,Hatecoil Raiders,88084,1416207,0,1.8,0.4,0,0
1292,Hatecoil Stormcallers,88087,1416203,0,1.8,0.4,0,0
1293,Hatecoil Riptails,88086,1416206,0,1.8,0.4,0,0
1295,Salteye Tide-Shaman,88101,1341739,0,2.5,0.35,0,0
1296,Cove Skrogs,89097,1416313,0,1.8,0.35,0,0
1297,Mo'arg Crushers,103176,1416329,0,1.5,0.35,0,0
1298,Burning Hellions,90660,1416254,0,3,0.35,0,0
1299,Llothien Prowlers,90313,1416332,0,2.5,0.4,0,0
1300,Bitterbrine Venomers,89283,1416240,0,2.3,0.35,0,0
1301,Savage Felbats,93556,1416292,0,1.4,0.4,0,0
1302,Felwing,105938,1416354,0,1.1,0.4,0,0
1303,Resting Dauorbjorn,92735,1416221,0,3.3,0.35,0,0
1304,Skywhisker Scrappers,95873,1416166,0,2.5,0.35,0,0
1305,Hill Prince Urgo,96070,1396635,0,0.9,0.4,0,0
1306,Hill Ettin,102886,1396621,0,0.9,0.4,0,0
1307,Freshwater Longfins,110499,1416222,0,2,0.35,0,0
1308,Fledgling Rockcrawlers,98038,1416304,0,2.4,0.4,0,0
1309,Deeprock Wormtamers,97999,1416286,0,1.1,0.35,0,0
1310,Sea Skrogs,108521,1416326,0,1.8,0.35,0,0
1311,Bewitched Bears,95270,1416187,0,3.6,0.35,0,0
1312,Witchwood Hags,95310,1396625,0,1.4,0.4,0,0
1313,Zoom,107125,1416365,0,3.5,0.35,0,0
1314,Tideskorn Longaxe,91204,1416248,0,1.4,0.4,0,0
1315,Tideskorn Workers,108526,1416379,0,1.4,0.4,0,0
1316,Juvenile Stormwings,91799,1416377,0,1.4,0.4,0,0
1317,Raging Tempests,91565,1416226,0,1.2,0.5,0,0
1318,Asger Jarlborn,91895,1416350,0,1.2,0.4,0,0
1319,Erling the Lightningborn,91893,1416251,0,1.4,0.4,0,0
1320,Strider Cuyler,91894,1416250,0,1.4,0.4,0,0
1321,Valkyra Aspirants,92764,1416348,0,1.2,0.4,0,0
1322,Neglected Bones,109795,1416392,0,1.4,0.4,0,0
1323,Voracious Bears,93095,1416210,0,3.2,0.35,0,0
1324,Bonespeaker Carvers,93070,1360237,0,1.4,0.4,0,0
1325,Bonespeaker Runeaxes,93066,1396623,0,1.4,0.4,0,0
1326,Tideskorn Shieldmaidens,93584,1396636,0,1.2,0.4,0,0
1327,Priestess of Eyir,94856,1416347,0,1.2,0.4,0,0
1328,Bonespeaker Inkbinders,98411,1360237,0,1.4,0.4,0,0
1329,Bilgefin Scavengers,110258,1416170,0,2.6,0.4,0,0
1330,Bilgefin Invaders,98498,1341739,0,3.2,0.4,0,0
1331,Tideskorn Beastbreakers,107881,1360234,0,1.4,0.4,0,0
1332,Hillstalker Worgs,91423,1416372,0,2,0.4,0,0
1333,Tideskorn Huntress,100446,1416196,0,1.2,0.4,0,0
1334,Kvaldir Soulflayers,91575,1416194,0,1.4,0.4,0,0
1335,Hellmouth Soulkeepers,107673,1416353,0,1.2,0.4,0,0
1336,Stoneblood Ravagers,91121,1396625,0,1.4,0.4,0,0
1337,Soul Haunts,109931,1416395,0,1.4,0.5,0,0
1338,Nightmare Imps,109960,1416397,0,2.5,0.35,0,0
1339,Defiled Grovewalkers,93157,1396638,0,1.6,0.4,0,0
1340,Corrupter's Keepers,109928,1416394,0,1.9,0.4,0,0
1341,Dryad of the Broken Dream,109927,1416393,0,2.6,0.4,0,0
1342,Darkfield Defilers,109959,1416302,0,1.1,0.4,0,0
1343,Rotwood Saplings,95071,1416369,0,1.9,0.4,0,0
1344,Malicious Sprites,93684,1416223,0,1.9,0.4,0,0
1345,Fetid Marsh Spray,94506,1416217,0,1.8,0.4,0,0
1346,Darkfiend Raiders,105897,1416387,0,1.3,0.4,0,0
1347,Wormtalon Witches,95138,1416278,0,1.5,0.35,0,0
1348,Wormtalon Huntress,95152,1416279,0,1.4,0.35,0,0
1349,Razzok,98141,1416258,0,4.1,0.4,0,0
1350,Dreadsting Lurkers,95951,1341754,0,1.8,0.3,0,0
1351,Fallen Moonfeathers,98242,1416204,0,1.3,0.4,0,0
1352,Mac the Bear,109324,1416221,0,3.3,0.35,0,0
1353,Gornoth the Lost,103656,1416375,0,0.8,0.4,0,0
1354,Manaspine Basilisks,98653,1416321,0,1.9,0.4,0,0
1355,Geir,91948,1416188,0,1.5,0.4,0,0
1356,Unworthy Combatants,97443,1416192,0,1.4,0.4,0,0
1357,Mother Virila,100621,1416402,0,1,0.45,0,0
1358,Fel Lava,111348,1416168,0,1.2,0.5,0,0
1359,Felguard Invader,104796,1341729,0,1.3,0.5,0,0
1360,Arkethrax,92558,1416403,0,1.3,0.4,0,0
1361,Kalazzius the Guileful,94636,1416277,0,0.9,0.4,0,0
1362,Darkfiend Dreamtwister,104922,1396644,0,1.2,0.4,0,0
1363,Nightmare Vines,111348,1416168,0,1.2,0.5,0,0
1364,Okuno,23159,1416181,0,1.7,0.4,0,0
1365,Avoid Detection,111348,1416168,0,1.2,0.5,0,0
1366,Holy Barrier,111349,1416168,0,1.2,0.5,0,0
1367,Fel Weaver,97706,1416318,0,1.7,0.4,0,0
1368,Jade Darkhaven,103975,1489342,0,1.4,0.4,0,0
1369,Sea Skrog,108521,1416326,0,1.6,0.4,0,0
1370,Skul'vrax,93654,1416180,0,0.9,0.4,0,0
1371,Corruption Barrage,111349,1416168,0,1.2,0.5,0,0
1372,Wild Nightsaber,109807,1416343,0,1.6,0.4,0,0
1373,"Mellok, Son of Torok",96621,1416307,0,1.3,0.4,0,0
1374,Cooking Cauldron,111348,1416168,0,1.2,0.5,0,0
1375,Feltotem Warmonger,105064,1360245,0,1.4,0.4,0,0
1376,Fathnyr,91803,1416322,0,1,0.4,0,0
