ID,Name_lang,Cost_lang,OutOfError_lang,ToolTip_lang,MinPower,MaxPower,StartPower,CenterPower,RegenerationPeace,RegenerationCombat,BarType,Flags,StartInset,EndInset,FileDataID[0],FileDataID[1],FileDataID[2],FileDataID[3],FileDataID[4],FileDataID[5],Color[0],Color[1],Color[2],Color[3],Color[4],Color[5]
619,Flight Energy,,,,0,100,100,0,0,0,0,2054,0.1328,0.1367,0,840432,840433,840435,840434,0,-1,-1,-1,-1,-1,-16777216
622,Domination,,,Purge yourself before High Reaver Damaris can fully dominate you.,0,30,0,0,0,0,0,3079,0.1328,0.1367,653596,653593,796705,653597,653595,0,-1,-1,-16531713,-65794,-16717825,-16777216
625,Proximity to the Keystone Reactant,,,How close you are to the keystone reactant.,0,100,0,0,0,0,2,2,0,0,457566,669469,669470,0,669471,0,-1,-1,-16716395,-16777216,-16723583,-16777216
627,Free Will,,,,0,100,0,0,0,0,0,0,0,0,628130,533343,457317,3193610,457318,0,-1,-4738125,-817787,-162684,-7500403,-16777216
630,Core Temperature,,,"When this meter reaches full, the Vigilant Guardian will Expose its core to cool it back down.",0,100,0,0,0,0,0,2562,0.15,0.15,457314,449447,3193607,449471,449449,0,-1,-1,-1,-1,-1,-16777216
631,Vigor,Vigor,,"Skyriding abilities consume Vigor.
Vigor recharges slowly while on the ground.",0,3,6,0,0,0,0,17413,0.1328,0.1367,0,0,0,0,0,0,16777215,16777215,3170462,16777215,16777215,0
632,Choking,,,You are choking on the airborne gasses released by insect nests.,0,100,0,0,0,0,0,23,0.1328,0.1367,458988,1059354,457302,0,462332,0,-1,-1,-1524156,-1,-1,-16777216
633,Targets Surveyed,,,,0,100,100,0,0,0,0,2054,0.1328,0.1367,0,457301,457305,449451,449449,0,-1,-1,-1,-1,-1,-16777216
636,Arcane Barrier,Arcane Energy,,Energy remaining in Khadgar's arcane barrier.,0,100,100,0,0,0,0,258,0.15,0.15,653596,457301,457302,457320,653595,0,-3882045,-15856120,-16522497,-11081217,-16733441,-16777216
640,Captured Energy,,,Energy collected from creatures within the Azure Archives.,0,100,0,0,0,0,0,23,0.13,0.13,1588828,1588825,1588826,0,1588827,0,-1,-1,-1,-2181,-1,-16777216
643,Irideus' Power Core,Attunement,,Attunement level.,0,100,0,0,0,0,0,7443,0.15,0.15,457311,457301,457302,3614117,653595,0,-3882045,-15856120,-7935756,-11081217,-16733441,-16777216
650,Vigor,Vigor,,Whelp abilities consume Vigor.,0,5,5,0,0,0,0,17413,0.1328,0.1367,0,0,0,0,0,0,-1,-1,-13606754,-1,-1,-16777216
653,Vanishing Egg Timer,,,Find them quick!,0,60,60,0,-1,-1,0,6,0.2125,0.2125,525287,457301,457317,1036123,457303,0,-1,-1,-1,-1,-1,-16777216
657,Distance from an Attune Item,,,How far away you are from an Attune Item.,0,100,0,0,0,0,2,2,0,0,457566,669469,669470,0,669471,0,-1,-1,-16716395,-16777216,-16723583,-16777216
659,Distance from an Attune Item,,,How far away you are from an Attune Item.,0,100,0,0,0,0,0,2,0,0,457310,457307,457308,0,457309,0,-1,-1,-1236480,-16777216,-16723583,-16777216
661,Brew Delivered,,,Deliver enough brew to the Artisan's Market!,0,100,100,0,0,0,0,2052,0,0,457325,457301,653594,653597,0,0,-4490434,-3435684,-11674,-16777216,-600438,-16777216
670,Sargerite Shard,,,Measuring your distance from a source of man'ari magic.,0,150,0,0,0,0,2,2,0,0,457602,669469,669470,0,669471,0,16777215,40213,52262,0,65311,0
671,Tremorsense,,,Something is hearing you move. Stand still or on thick rocks to reduce detection.,0,100,0,0,-5,-5,0,6,0.1328,0.1367,459008,457301,457302,0,457303,0,16777215,16777215,5855577,16777215,16777215,0
689,Candlelight,,,"Movement saps strength from the candlelight.

When the candlelight reaches 0, you are no longer protected from the darkness.",0,100,100,0,0,0,0,10,0.1,0.1,0,898400,628128,449451,0,0,16777215,16777215,16777215,16777215,16777215,0
690,Power Detector,,,Measuring your distance from a battery...,0,100,0,0,0,0,2,2,0,0,457594,457564,629944,0,669471,0,16777215,11310344,16777215,0,15662370,0
693,Storm Charge,,,Build charge with Lightning Bolt to cast Storm Blast.,0,100,0,0,0,0,0,2,0.14,0.14,653596,449467,796705,840435,653595,0,16777215,16777215,16777215,16777215,16777215,0
694,Distance from a hiding child,,,How close you are to a hidden Arathi child.,0,100,0,0,0,0,0,2,0.14,0.14,457310,449467,457308,0,446220,0,16777215,16777215,60821,0,53633,0
697,Hope,,,Xal'atath's darkness grows ever closer. Spending too much time outside the light will force you to retreat.,0,120,120,0,0,0,0,10256,0.15,0.15,457314,457301,3193607,449451,898410,0,16629248,16777215,16766976,16777215,30719,0
698,Time left to Cook,,,Time until cooking is done.,0,60,0,0,0,0,0,2,0.14,0.14,457299,449467,457297,0,446220,0,16777215,16777215,60821,0,53633,0
701,Harmony,Harmony,You are no longer in harmony with the vision!,"You are in harmony with Azeroth's vision.

Defeat enemies to remain in harmony, or you will be removed from the vision.",0,100,100,0,0,0,0,1046,0.13,0.13,0,2203827,2203828,2203830,2203829,0,16777215,16777215,16777215,16777215,16777215,0
702,Trial of Style,,,Voting Ribbons,0,5,5,0,0,0,3,6,0,0,457600,449432,449453,457576,449454,0,16777215,16777215,16659472,16777215,16777215,0
707,System Integrity Metric (S.I.M.) Card,,,"Gather Dropped Packets to regenerate system integrity.

B.I.R.D. Watchers will rapidly deplete integrity.

If integrity reaches 0, the unit will shut itself off.",0,100,75,50,0,0,0,8194,0.13,0.13,457299,457296,1062073,533346,457298,0,16777215,16777215,16755712,16738048,16735232,0
709,Rubbish,Rubbish,,You are a nigh-unstoppable sphere of pure garbage. Roll up objects in your path to increase in size!,0,200,0,0,0,0,0,16388,0.13,0.13,0,0,0,0,0,0,16777215,16777215,16777215,16777215,16777215,0
712,Kaheti Excavation,,,Every little kaheti pottery shard and fragment is worth collecting.,0,100,0,0,0,0,0,6,0.1328,0.1367,457312,457301,628128,0,457303,0,16777215,16777215,16777215,16777215,16777215,0
716,Insanity,,You are not insane enough to do that.,"Exposure to pure black blood will cause you to go insane, dealing damage if you go too far.",0,100,100,0,0,0,0,13314,0.1328,0.1367,3193609,3193605,3193607,3193610,3193608,0,16777215,16777215,16777215,16777215,16777215,0
719,Head Honcho,,,,0,10,0,0,0,0,0,512,0,0,449450,449447,446219,449451,449469,0,16777215,0,16763392,0,0,0
720,Turbo Meter,,,Holding spacebar while turning lets you drift. Drifting recovers your turbo meter.,0,100,100,50,50,50,0,32771,0.13,0.13,457299,457296,1062073,533346,457298,0,16777215,16777215,16755712,16738048,16735232,0
721,Protective Plating,,,,0,100,0,0,0,0,0,83,0,0,0,457313,457304,0,0,0,0,9737364,11908533,0,0,0
727,Wattage,,,,0,100,0,0,0,0,0,770,0.1328,0.1367,457299,457296,457297,457300,457298,0,16777215,16777215,16391175,16777215,2809662,0
731,Air Pressure,Transponder Power,No Air Pressure,Recharge the pressure tank from air bubble.,0,100,0,0,0,0,0,6,0.13,0.13,457299,457296,457297,457300,0,0,16777215,16777215,16777215,16777215,16777215,0
732,Static Charge,Static Charge,Static Charge is attempting to build up!,Moving builds up Static Charge. Staying still depletes it.,0,100,0,0,0,0,0,6,0.15,0.15,653596,653593,796705,840435,653595,0,16777215,0,2743295,0,0,0
733,Too-Safe Equipment Locator,,,Measuring your distance from any too-safe equipment in Venturewood.,0,150,0,0,0,0,2,2,0,0,457602,449442,457570,0,449444,0,16777215,11495936,16751360,0,16751360,0
745,Battery remaining,,,Time until battery runs out.,0,15,0,0,0,0,0,2,0.14,0.14,457299,449467,457297,0,446220,0,16777215,16777215,60821,0,53633,0
