Name_lang,Pos[0],Pos[1],Pos[2],MapOffset[0],MapOffset[1],FlightMapOffset[0],FlightMapOffset[1],ID,ContinentID,ConditionID,CharacterBitNumber,Flags,UiTextureKitID,Facing,SpecialIconConditionID,VisibilityConditionID,MountCreatureID[0],MountCreatureID[1]
"Grove of Aessina, Hyjal",5163.51,-1760.58,1338.47,0.01,-0.015,0,0,558,1,0,91,3,0,0,0,0,3837,3837
"Nordrassil, Hyjal",5584.06,-3569.84,1570.6,0,0,0,0,559,1,0,90,3,0,0,0,0,3837,3837
"Quest Path 2171: [3.x] Transport, Org -> Undercity (Thundercaller)",1281.25,-4803.46,19.6778,0,0,0,0,560,1,0,0,0,0,0,0,0,3574,3574
"Quest Path 2172: [3.x] Transport, Thunder Bluff -> Org (Zephyr)",1338.45,-4788.79,23.7209,0,0,0,0,561,1,0,0,0,0,0,0,0,3574,3574
"Quest Path 2173: [3.x] Transport, Borean Tundra -> Org (Mighty Wind)",1288.01,-4702.07,18.9683,0,0,0,0,562,1,0,0,0,0,0,0,0,3574,3574
"Quest Path 2174: [3.x] Transport, Grom'gol -> Orgrimmar (The Iron Eagle)",1283.84,-4644.63,34.7567,0,0,0,0,563,1,0,0,0,0,0,0,0,3574,3574
Quest Path 2175: Stonetalon 4.x - Taxi to Thal'darah Overlook Start,2146.43,1538.28,341.244,0,0,0,0,564,1,0,0,0,0,0,0,0,27127,27127
"Dreamer's Rest, Feralas",-3136.62,1951.67,41.5988,0.01,-0.01,0,0,565,1,0,155,1,0,0,0,0,0,3837
"Tower of Estulan, Feralas",-4863.64,1478.16,84.8475,0,0,0,0,567,1,0,88,1,0,0,0,0,0,3837
"Camp Ataya, Feralas",-3081.7,2560.1,50.1791,-0.007,0,0,0,568,1,0,158,2,0,0,0,0,2224,0
"Stonemaul Hold, Feralas",-4606.52,1898.19,107.849,0,0,0,0,569,1,0,89,2,0,0,0,0,2224,0
Quest Path 2201: Dun Morogh - Quest - Flight to Ironforge Airfield,-4490.06,-1585.56,509.005,0,0,0,0,574,0,0,0,0,0,0,0,0,28625,28625
Quest Path 2203: Dun Morogh - Quest - Striking Back (Bombing Run),-4560.15,-1641.19,503.324,0,0,0,0,575,0,0,0,0,0,0,0,0,42097,42097
"Quest Path 2206: Ironforge, Dun Morogh - Quest - Breadcrumb to Loch Modan",-5530.82,-2377.98,400.609,0,0,0,0,577,0,0,0,0,0,0,0,0,541,541
Quest Path 2207: Dun Morogh - Quest - Flight to Gol'Bolar from Ironforge Airfield,-5689.37,-1568.73,383.231,0,0,0,0,578,0,0,0,0,0,0,0,0,28625,28625
"Goldshire, Elwynn",-9433.99,85.1493,56.734,0.005,-0.01,0,0,582,0,0,96,1,0,0,0,0,0,541
"Moonbrook, Westfall",-10876.9,1542.88,54.5289,0,0,0,0,583,0,0,92,1,0,0,0,0,0,541
"Furlbrow's Pumpkin Farm, Westfall",-9838.51,1273.93,40.7067,0.01,0,0,0,584,0,0,95,1,0,0,0,0,0,541
"Quest Path 293: Transport, Auberdine -> Rut'theran Village, Teldrassil (NO LONGER USED in 4.x)",8334.76,1029.83,22.7917,0,0,0,0,585,1,0,0,0,0,0,0,0,3574,3574
Justin Test Node 1,2186.69,1241.3,465.705,0,0,0,0,586,1,0,0,0,0,0,0,0,42886,27397
Justin Test Node 2,2186.69,1241.3,465.705,0,0,0,0,587,1,0,0,0,0,0,0,0,27397,27397
"Eastvale Logging Camp, Elwynn",-9475.71,-1306.74,44.1496,0.005,0.007,0,0,589,0,0,97,1,0,0,0,0,0,541
"Fort Livingston, Stranglethorn",-12828.8,-413.71,12.9666,0,0.003,0,0,590,0,0,98,1,0,0,0,0,0,541
"Explorers' League Digsite, Stranglethorn",-13600.9,-85.5486,37.8078,0.01,-0.015,0,0,591,0,0,103,1,0,0,0,0,0,541
"Hardwrench Hideaway, Stranglethorn",-13288.3,722.028,3.75389,0.007,0,0,0,592,0,0,175,2,0,0,0,0,2224,0
"Bambala, Stranglethorn",-12092.2,-814.099,42.3411,-0.007,0,0,0,593,0,0,174,2,0,0,0,0,2224,0
"Whisperwind Grove, Felwood",6078.51,-844.998,412.274,0,-0.024,0,0,594,1,0,104,3,0,0,0,0,54271,3837
"Wildheart Point, Felwood",4734.16,-883.806,342.934,0,0,0,0,595,1,0,105,3,0,0,0,0,2224,3837
"Shalewind Canyon, Redridge",-9641.67,-3479.37,121.956,0,0.01,0,0,596,0,0,173,1,0,0,0,0,0,541
"Irontree Clearing, Felwood",6892.69,-1620.41,503.106,0,-0.008,0,0,597,1,0,106,2,0,0,0,0,2224,0
"Marshtide Watch, Swamp of Sorrows",-10176.6,-3836.54,17.986,0,0.027,0,0,598,0,0,108,1,0,0,0,0,0,541
"Bogpaddle, Swamp of Sorrows",-9737.08,-3890.72,22.73,-0.007,-0.005,0,0,599,0,0,107,3,0,0,0,0,2224,541
"The Harborage, Swamp of Sorrows",-10118.6,-2852.48,23.4641,-0.01,0.015,0,0,600,0,0,109,5,0,0,0,0,0,3837
"Galen's Fall, Arathi",-952.377,-1585.74,51.3004,0,0,0,0,601,0,0,172,6,0,0,0,0,3574,0
"Surwich, Blasted Lands",-12761.9,-2919.04,7.04836,-0.008,0.005,0,0,602,0,0,110,1,0,0,0,0,0,3837
"Sunveil Excursion, Blasted Lands",-12357.6,-3058.23,90.3242,0,0,0,0,603,0,0,111,2,0,0,0,0,19917,0
"Dreadmaul Hold, Blasted Lands",-10933.3,-2790.98,25.6968,-0.01,0.015,0,0,604,0,0,112,6,0,0,0,0,2224,0
"Voldrin's Hold, Vashj'ir",-7209.71,3925.85,14.7466,0,0,0,0,605,0,0,134,1,0,0,0,0,0,541
"Sandy Beach, Vashj'ir",-5310.85,3914.42,3.22433,0,0,0,0,606,0,0,133,1,0,0,0,0,0,541
"Sandy Beach, Vashj'ir",-5267.35,3900.27,0.974906,0,0,0,0,607,0,0,131,1,0,0,0,0,0,40848
"Sandy Beach, Vashj'ir",-5671.02,3720.07,1.91569,0,0,0,0,608,0,0,115,2,0,0,0,0,2224,0
"Sandy Beach, Vashj'ir",-5669.19,3711.81,1.16278,0,0,0,0,609,0,0,114,2,0,0,0,0,40848,0
"Stygian Bounty, Vashj'ir",-6878.52,4244.71,9.77592,0.04,0,0,0,610,0,0,116,2,0,0,0,0,2224,0
"Voldrin's Hold, Vashj'ir",-7198.97,3912.36,3.8512,0,0,0,0,611,0,0,132,1,0,0,0,0,0,40848
"Stygian Bounty, Vashj'ir",-6880.17,4278.06,2.1513,0.05,0,0,0,612,0,0,178,2,0,0,0,0,40848,0
"Southern Rocketway, Azshara",2647.79,-6214.4,100.111,0.004,0,0,0,613,1,0,135,2,0,0,0,0,28625,0
"Northern Rocketway, Azshara",4611.38,-7041.8,153.843,0.007,0,0,0,614,1,0,136,2,0,0,0,0,28625,0
"Camp Everstill, Redridge",-9446.64,-2836.99,64.5761,0.01,-0.008,0,0,615,0,0,171,1,0,0,0,0,0,541
"Gates of Sothann, Hyjal",4059.4,-3966.75,970.149,0.012,-0.01,0,0,616,1,0,138,3,0,0,0,0,43538,43538
"Hiri'watha Research Station, The Hinterlands",-25.776,-2821.78,125.17,0,0.008,0,0,617,0,0,143,2,0,0,0,0,3574,0
"Stormfeather Outpost, The Hinterlands",312.326,-4105.36,118.289,0.007,0.003,0,0,618,0,0,142,1,0,0,0,0,0,541
"Kharanos, Dun Morogh",-5660.8,-494.851,397.008,0.007,0,0,0,619,0,0,144,1,0,0,0,0,0,541
"Gol'Bolar Quarry, Dun Morogh",-5714.14,-1578.64,383.204,0.012,0.008,0,0,620,0,0,145,1,0,0,0,0,0,541
Quest Path 2367: QA's Test Path 1,2845.94,769.965,0,0,0,0,0,621,606,0,0,0,0,0,0,0,13161,13161
"Raven Hill, Duskwood",-10737.6,267.043,42.3478,0,-0.009,0,0,622,0,0,177,1,0,0,0,0,0,541
Quest Path 2374: Deeopholm Test Copy,1222.72,-278.976,42.0255,0,0,0,0,623,646,0,0,0,0,0,0,0,3574,3574
"Azure Watch, Azuremyst Isle",-4130.08,-12520.5,44.3305,0.01,-0.01,0,0,624,530,924,146,1,0,0,0,0,0,3837
"Fairbreeze Village, Eversong Woods",8745.78,-6654.12,69.9166,-0.006,0,0,0,625,530,0,181,2,0,0,0,0,19917,0
"Quest Path 508: zzzThe Exodar -> Blood Watch, Bloodmyst Isle",-3864.99,-11643.3,-137.646,0,0,0,0,626,530,0,0,0,0,0,0,0,3837,3837
"Quest Path 2376: zzzThe Exodar -> Azure Watch, Azuremyst Isle",-3864.26,-11646.1,-137.637,0,0,0,0,627,530,0,0,0,0,0,0,0,3837,3837
"Quest Path 507: zzzBlood Watch, Bloodmyst Isle -> The Exodar",-3865.95,-11644.6,-137.649,0,0,0,0,628,530,0,0,0,0,0,0,0,3837,3837
"Quest Path 2375: zzzAzure Watch, Azuremyst Isle -> The Exodar",-3870.3,-11645.7,-137.672,0,0,0,0,629,530,0,0,0,0,0,0,0,3837,3837
"Light's Shield Tower, Eastern Plaguelands",2262.1,-4411.52,111.652,0.015,0,0,0,630,0,0,148,3,0,0,0,0,44248,44248
"Falconwing Square, Eversong Woods",9501.93,-6767.09,16.4936,0,0.01,0,0,631,530,0,180,2,0,0,0,0,19917,0
"Bloodwatcher Point, Badlands",-6898.25,-3513.99,242.085,0,-0.015,0,0,632,0,0,186,2,0,0,0,0,2224,0
"Dustwind Dig, Badlands",-6594.09,-3401.18,279.209,0,0,0,0,633,0,0,188,1,0,0,0,0,0,541
"Dragon's Mouth, Badlands",-7034.53,-2570.79,252.153,0.007,-0.009,0,0,634,0,0,182,1,0,0,0,0,0,541
"Fuselight, Badlands",-6574.94,-3875.13,390.94,0.007,0,0,0,635,0,0,187,3,0,0,0,0,2224,541
"Forsaken High Command, Silverpine Forest",1421.02,1018.23,52.6672,0,-0.015,0,0,645,0,0,193,2,0,0,0,0,3574,0
"Forsaken Forward Command, Gilneas",-910.221,1638.6,68.3696,0,0,0,0,646,0,10723,189,2,0,0,0,0,3574,0
"Andorhal, Western Plaguelands",1511.8,-1586.95,64.3419,0.004,0,0,0,649,0,0,194,2,0,0,0,0,3574,0
"Andorhal, Western Plaguelands",1374.23,-1281.94,59.174,0,0,0,0,650,0,10988,197,1,0,0,0,0,0,541
"The Menders' Stead, Western Plaguelands",1864.32,-1755.82,59.662,0.01,-0.007,0,0,651,0,0,198,3,0,0,0,0,3837,3837
"Ramkahen, Uldum",-9415.02,-1042.97,113.396,0,0,0,0,652,1,0,221,3,0,0,0,0,2224,541
"Oasis of Vir'sar, Uldum",-8375.47,791.259,148.422,0,0,0,0,653,1,0,219,3,0,0,0,0,48277,48277
"The Forsaken Front, Silverpine Forest",-114.142,1312.32,56.7416,-0.008,0,0,0,654,0,0,199,2,0,0,0,0,3574,0
"Crushblow, Twilight Highlands",-4831.76,-4848.93,198.947,0,0,0,0,656,0,0,201,2,0,0,0,0,2224,0
"The Gullet, Twilight Highlands",-3494.63,-4379.48,210.492,0.017,-0.0005,0,0,657,0,0,206,2,0,0,0,0,2224,0
"Vermillion Redoubt, Twilight Highlands",-3032.76,-3940.97,282.327,0.013,-0.008,0,0,658,0,10950,204,3,0,0,0,0,26899,26899
"Bloodgulch, Twilight Highlands",-3637.56,-5288.19,42.6442,0.01,-0.007,0,0,659,0,0,210,2,0,0,0,0,2224,0
"The Krazzworks, Twilight Highlands",-2780.18,-6409.28,231.905,0,0,0,0,660,0,0,200,2,0,0,0,0,28625,0
"Dragonmaw Port, Twilight Highlands",-4012.45,-6329.25,39.309,0,0,0,0,661,0,0,211,2,0,0,0,0,2224,0
"Highbank, Twilight Highlands",-4863.1,-6740.61,9.41677,0,0,0,0,662,0,0,203,1,0,0,0,0,0,541
"Victor's Point, Twilight Highlands",-4170.55,-4748.93,126.787,0,0,0,0,663,0,0,202,1,0,0,0,0,0,541
"Firebeard's Patrol, Twilight Highlands",-4183.9,-5620.15,25.2103,0,-0.008,0,0,664,0,0,207,1,0,0,0,0,0,541
"Thundermar, Twilight Highlands",-3146.92,-4994.28,128.485,-0.007,-0.015,0,0,665,0,0,208,1,0,0,0,0,0,541
"Kirthaven, Twilight Highlands",-2689.43,-5427.53,190.207,0.015,-0.008,0,0,666,0,0,209,1,0,0,0,0,0,541
"Ruins of Southshore, Hillsbrad",-661.837,-536.493,28.215,0,0.009,0,0,667,0,0,212,2,0,0,0,0,3574,0
"Southpoint Gate, Hillsbrad",-605.184,435.465,79.4447,-0.006,0,0,0,668,0,0,214,2,0,0,0,0,3574,0
"Eastpoint Tower, Hillsbrad",-566.889,-1051.2,59.4055,0,-0.007,0,0,669,0,0,215,2,0,0,0,0,3574,0
"Strahnbrad, Alterac Mountains",622.851,-979.578,169.621,0.009,0.02,0,0,670,0,0,216,2,0,0,0,0,3574,0
"Hearthglen, Western Plaguelands",2839.78,-1500.51,146.089,0,0.03,0,0,672,0,0,217,3,0,0,0,0,44248,44248
"Iron Summit, Searing Gorge",-7123.06,-1236.63,290.131,0,-0.005,0,0,673,0,0,218,3,0,0,0,0,2224,541
"Schnottz's Landing, Uldum",-10711.9,1059.62,24.149,0,0,0,0,674,1,0,220,3,0,0,0,0,28360,28360
"Flamestar Post, Burning Steppes",-8092.26,-1025.79,132.666,-0.012,0,0,0,675,0,0,222,3,0,0,0,0,2224,541
"Chiselgrip, Burning Steppes",-7865.93,-1919.53,144.722,0,-0.015,0,0,676,0,0,223,3,0,0,0,0,2224,541
"Forsaken Rear Guard, Silverpine Forest",1056.06,1518.9,30.1384,0,0,0,0,681,0,0,224,2,0,0,0,0,3574,0
Quest Path 1843: Transport - Gadgetzan to ??? JZB RVM Test [DISABLED],-7141.79,-3977.98,6.68657,0,0,0,0,682,1,0,0,0,0,0,0,0,36071,36071
"Valormok, Azshara",2988.13,-4161.36,101.27,0,-0.01,0,0,683,1,0,225,6,0,0,0,0,2224,0
Quest Path 2653: 4.1 - ZG Event - Rebel Camp -> Explorers' League,-13602.4,-81.4219,36.7916,0,0,0,0,728,0,0,0,0,0,0,0,0,541,541
Quest Path 2695: PattyMac Taxi Path Speed Test,16624.2,16746.6,39.4772,0,0,0,0,757,451,0,0,0,0,0,0,0,28783,28783
"Sanctuary of Malorne, Hyjal",4397.79,-2107.53,1204.34,0,0,0,0,781,1,0,229,3,0,0,0,0,3837,3837
Dragon Soul Raid - Wyrmrest Temple Base,-1786.57,-2393.29,45.5805,0,0,0,0,906,967,0,0,0,0,0,0,0,31717,31717
Dragon Soul Raid - East Sarlac,-1768.58,-3034.75,149.94,0,0,0,0,907,967,0,241,0,0,0,0,0,31717,31717
