ID,Name_lang,Description_lang,ButtonText_lang,RewardDescription_lang,ContinueDescription_lang,Type,PlayerConditionID,Flags,ButtonActionType,TextureFileDataID,LfgDungeonID,QuestID,BattleMasterListID,PriorityMin,PriorityMax,ItemID,ItemQuantity,CurrencyType,CurrencyQuantity,UIMapID,BonusPlayerConditionID[0],BonusPlayerConditionID[1],BonusValue[0],BonusValue[1]
367,Bonus Event: Timewalking,Timewalk through Cataclysm dungeons for the duration of this Bonus Event!,Start Quest,,,4,53787,0,3,574788,0,72810,0,91,91,209036,0,0,0,0,0,0,0,0
368,Bonus Event: Timewalking,Timewalk through Burning Crusade dungeons for the duration of this Bonus Event!,Start Quest,,,4,53788,0,3,250117,0,72727,0,91,91,209036,0,0,0,0,0,0,0,0
369,Bonus Event: Timewalking,Timewalk through Mists of Pandaria dungeons for the duration of this Bonus Event!,Start Quest,,,4,53789,0,3,630786,0,72725,0,91,91,209036,0,0,0,0,0,0,0,0
370,Ulduar Timewalking,Return to the classic Wrath of the Lich King raid to defeat Yogg-Saron.,Find Group,,,6,54963,0,6,254106,1677,0,0,91,91,0,0,0,0,0,0,0,0,0
371,The Seething Shore,Participate in the battle for the Seething Shore.,Start Quest,,,5,55547,0,3,236396,0,50048,0,9,10,0,0,0,0,0,0,0,0,0
372,The Seething Shore,Participate in the battle for the Seething Shore.,Start Quest,,,5,55548,0,3,236396,0,50054,0,9,10,0,0,0,0,0,0,0,0,0
473,Raid Finder: Heart of Corruption,"In foul pits, far beneath the halls of Uldir, the source of the corruption that has befallen Zandalar awaits.",Join Raid,,,6,62939,2,2,136368,1733,0,0,8,10,0,0,0,0,0,0,0,0,0
474,Raid Finder: Crimson Descent,"The remnants of old experiments gone awry litter the lower halls of Uldir, as a dark power stirs within the depths.",Join Raid,,,6,62940,2,2,136368,1732,0,0,8,10,0,0,0,0,0,0,0,0,0
475,Raid Finder: Halls of Containment,The doors of this ancient titan research facility open for the first time in millennia. What remains of the horrors sealed away?,Join Raid,,,6,62941,2,2,136368,1731,0,0,8,10,0,0,0,0,0,0,0,0,0
476,Uldir,The doors of this ancient titan research facility open for the first time in millennia. What remains of the horrors sealed away?,Find Group,,,6,62944,2,6,136368,1889,0,0,8,10,0,0,0,0,0,0,0,0,0
477,Heroic Dungeon,Run Battle for Azeroth Heroic dungeons to test your skill and receive improved rewards!,Join Group,,,6,62945,0,1,2011112,1671,0,0,7,8,0,0,0,0,0,0,0,0,0
478,Random Dungeon,Run a random Battle for Azeroth dungeon to upgrade your character's gear!,Join Group,,,6,62946,0,1,2011112,1670,0,0,7,8,0,0,0,0,0,0,0,0,0
479,Mythic Keystones,Use a Mythic Keystone at the entrance to a Mythic Dungeon for even greater challenges and rewards!,Find Group,,,6,62980,0,6,2011112,0,0,0,7,8,0,0,0,0,0,0,0,0,0
480,Battle for Stromgarde,Our war effort was successful. Report to the Port of Zandalar to launch the attack on Stromgarde! For the Horde!,,,,6,62986,0,0,342918,0,0,0,8,10,0,0,0,0,0,0,0,0,0
481,Battle for Stromgarde,Our war effort was successful. Report to Boralus Harbor for transport to the warfront. Your mission is to take back Stromgarde and rebuild it to it's former glory! For the Alliance!,,,,6,62988,0,0,1634245,0,0,0,8,10,0,0,0,0,0,0,0,0,0
482,Island Expeditions,Adventure awaits! Explore the islands around Kul Tiras and Zuldazar for Azerite and treasure. Report to the Port of Zandalar to ship out!,,,,6,63003,0,0,237381,0,0,0,8,10,0,0,0,0,0,0,0,0,0
483,Island Expeditions,Adventure awaits! Explore the islands around Kul Tiras and Zuldazar for Azerite and treasure. Report to Boralus Harbor to ship out!,,,,6,63005,0,0,237381,0,0,0,8,10,0,0,0,0,0,0,0,0,0
484,Mythic Dungeon,Run a Battle for Azeroth dungeon in Mythic difficulty to test your skill and receive improved rewards!,Find Group,,,6,63016,0,6,2011112,0,0,0,7,8,0,0,0,0,0,0,0,0,0
485,Kul Tiras Scouting Map,You can return to the Scouting Map in Boralus to choose to aid the Kul Tirans in different zones.,,,,0,63272,0,0,136349,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,Kul Tiras Scouting Map,You can return to the Scouting Map in Boralus to choose to aid the Kul Tirans in different zones.,,,,0,63273,0,0,136349,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,Kul Tiras Scouting Map,You can return to the Scouting Map in Boralus to choose to aid the Kul Tirans in different zones.,,,,0,63274,0,0,136349,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,Zandalar Scouting Map,You can return to the Scouting Map in Dazar'alor to choose to aid the Zandalari in different zones.,,,,0,63276,0,0,136349,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,Zandalar Scouting Map,You can return to the Scouting Map in Dazar'alor to choose to aid the Zandalari in different zones.,,,,0,63277,0,0,136349,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,Zandalar Scouting Map,You can return to the Scouting Map in Dazar'alor to choose to aid the Zandalari in different zones.,,,,0,63278,0,0,136349,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,Battle for Darkshore,The war effort intensifies. Report to the Port of Zandalar to depart to the front. Make the Alliance regret their return to Darkshore! For the Horde!,,,,6,66513,0,0,342918,0,0,0,8,10,0,0,0,0,0,0,0,0,0
492,Battle for Darkshore,The war effort intensifies. Report to Boralus Harbor for transport to the warfront. Save Darkshore from the ravages of the Horde! For the Alliance!,,,,6,66514,0,0,2065569,0,0,0,8,10,0,0,0,0,0,0,0,0,0
493,Battle of Dazar'alor,The Alliance brings the war into the heart of the Zandalari Empire and the Horde must do all in its power to stop the attack.,Find Group,,,6,66677,2,6,2482693,1942,0,0,8,10,0,0,0,0,0,0,0,0,0
494,Raid Finder: Siege of Dazar'alor,"With the bulk of Rastakhan's forces lured into Nazmir, the time has come to storm the city.",Join Raid,,,6,66679,2,2,2482693,1945,0,0,8,10,0,0,0,0,0,0,0,0,0
495,Raid Finder: Empire's Fall,"Ancient treasures lie deep within the halls of the palace. But beware, for they are guarded by the wrath of the loa.",Join Raid,,,6,66681,2,2,2482693,1946,0,0,8,10,0,0,0,0,0,0,0,0,0
496,Raid Finder: Might of the Alliance,Witness the Horde's savagery as they strike at the valiant heroes of the Alliance.,Join Raid,,,6,66682,2,2,2482693,1947,0,0,8,10,0,0,0,0,0,0,0,0,0
497,Raid Finder: Defense of Dazar'alor,"The city faces a cowardly Alliance attack, and the Horde's brave champions are the only ones who can break the siege.",Join Raid,,,6,66688,2,2,2482693,1948,0,0,8,10,0,0,0,0,0,0,0,0,0
498,Raid Finder: Death's Bargain,Witness King Rastakhan's defiant stand against the bloodthirsty Alliance invaders.,Join Raid,,,6,66689,2,2,2482693,1949,0,0,8,10,0,0,0,0,0,0,0,0,0
499,Raid Finder: Victory or Death,"King Rastakhan has been slain, and those responsible must be brought to justice before they can escape.",Join Raid,,,6,66691,2,2,2482693,1950,0,0,8,10,0,0,0,0,0,0,0,0,0
501,Dwarf Heritage Armor,Go to the Stormwind Embassy and delve into the history of the Bronzebeard clan!,,,,7,67015,0,0,2429768,0,0,0,9,12,165704,0,0,0,0,0,0,0,0
502,Blood Elf Heritage Armor,Go to the Orgrimmar Embassy to take part in a historical sin'dorei ceremony.,,,,7,67017,0,0,2459461,0,0,0,9,12,166896,0,0,0,0,0,0,0,0
503,Bonus Event: Timewalking,Timewalk through Warlords of Draenor dungeons for the duration of this Bonus Event!,Join Group,,,4,69105,0,1,2838050,1971,0,0,91,91,0,0,0,0,0,0,0,0,0
504,Bonus Event: Timewalking,Timewalk through Warlords of Draenor dungeons for the duration of this Bonus Event!,Start Quest,,,4,69106,0,3,2838050,0,72724,0,91,91,205966,0,0,0,0,0,0,0,0
505,Raid Finder: Crucible of Storms,A dark power has awakened beneath the Shrine of the Storm that and seeks to engulf all of Zandalar and Kul Tiras.,Join Raid,,,6,69370,2,2,2498195,1951,0,0,8,10,0,0,0,0,0,0,0,0,0
506,Crucible of Storms,A dark power has awakened beneath the Shrine of the Storm that and seeks to engulf all of Zandalar and Kul Tiras.,Find Group,,,6,69371,2,6,2498195,1952,0,0,8,10,0,0,0,0,0,0,0,0,0
507,Wanderer's Festival,Join our Pandaren allies on the shores of Krasarang Wilds as they honor those that led them to adventure!,,,,4,69374,0,0,2869704,0,0,0,11,12,0,0,0,0,0,0,0,0,0
508,Free T-Shirt Day,Who doesn't love free t-shirts? T-shirt enthusiasts have set up shop all over Azeroth giving them away for free!,,,,4,69373,0,0,2869702,0,0,0,11,12,0,0,0,0,0,0,0,0,0
509,Luminous Luminaries,"Special bioluminescent creatures flock to Vash'jir once a year, and its up to you to help conduct research on them!",,,,4,69372,0,0,2869703,0,0,0,11,12,0,0,0,0,0,0,0,0,0
510,Brawl: Arathi Basin Comp Stomp,Face off against NPC champions from the other faction on the fields of Arathi Basin!,Start Quest,,,5,69376,0,3,1669485,0,47148,0,6,12,0,0,1602,110,0,0,0,0,0
511,Azshara's Eternal Palace,Queen Azshara is ready to receive you. What horrors lurk in the depths of her ancient palace?,Find Group,,,6,71503,2,6,3025335,2014,0,0,8,10,0,0,0,0,0,0,0,0,0
512,Operation: Mechagon,Explore the wonders of this vast mythic-only megadungeon. Can you stop the mad king from eradicating the Curse of Flesh?,Join Group,,,6,71999,0,6,3025336,2006,0,0,7,8,0,0,0,0,0,0,0,0,0
513,Gnome Heritage Armor,The gnome nation faces troggaggedon! Travel to the Stormwind Embassy and join Captain Sparknozzle's cause.,,,,7,66869,0,0,2400287,0,0,0,9,12,168282,0,0,0,0,0,0,0,0
514,Tauren Heritage Armor,The spirit realm is in turmoil. Travel to the Orgrimmar Embassy to help the Spiritwalkers restore peace.,,,,7,105825,0,0,3016178,0,0,0,9,12,185472,0,0,0,0,0,0,0,0
515,Heroic: Battle for Stromgarde,"Champions, report to Boralus Harbor! Prepare to engage the enemy in a new Heroic difficulty warfront. For the Alliance!",,,,6,71260,0,0,1634245,0,0,0,8,10,0,0,0,0,0,0,0,0,0
516,Heroic: Battle for Stromgarde,"Champions, report to the Port of Zandalar! Prepare to engage the enemy in a new Heroic difficulty warfront. For the Horde!",,,,6,71259,0,0,1634245,0,0,0,8,10,0,0,0,0,0,0,0,0,0
517,Raid Finder: The Grand Reception,Queen Azshara is ready to receive you. What horrors lurk in the depths of her ancient palace?,Find Group,,,6,71240,2,2,3025335,2009,0,0,8,10,0,0,0,0,0,0,0,0,0
518,Raid Finder: Depths of the Devoted,Queen Azshara is ready to receive you. What horrors lurk in the depths of her ancient palace?,Find Group,,,6,71504,2,2,3025335,2010,0,0,8,10,0,0,0,0,0,0,0,0,0
519,Raid Finder: The Circle of Stars,Queen Azshara is ready to receive you. What horrors lurk in the depths of her ancient palace?,Find Group,,,6,71505,2,2,3025335,2011,0,0,8,10,0,0,0,0,0,0,0,0,0
520,Firelands Timewalking,Return to the classic Cataclysm raid to defeat Ragnaros.,Find Group,,,6,73654,0,6,514277,2026,0,0,91,91,0,0,0,0,0,0,0,0,0
521,World of Warcraft Anniversary,Travel to the Caverns of Time to participate in World of Warcraft's Anniversary festivities!,,,,4,73331,0,0,3007435,0,0,0,11,12,0,0,0,0,0,0,0,0,0
522,Korrak's Revenge,Experience Alterac Valley as it used to be 15 years ago,,,,5,73331,0,0,3007435,0,0,1033,11,12,0,0,0,0,0,0,0,0,0
523,Worgen Heritage Armor,Princess Tess Greymane's messenger awaits you at the Stormwind Embassy.,,,,7,77247,0,0,3045111,0,0,0,9,12,174002,0,0,0,0,0,0,0,0
524,Goblin Heritage Armor,Old friends and new opportunities await you at the Orgrimmar Embassy!,,,,7,77033,0,0,3075817,0,0,0,9,12,174077,0,0,0,0,0,0,0,0
525,Heroic: Battle for Darkshore,"Champions of the Horde, report to the Port of Zandalar! Prepare to return to Darkshore for a new Heroic difficulty warfront. For the Horde!",,,,6,76483,0,0,342918,0,0,0,8,10,0,0,0,0,0,0,0,0,0
526,Heroic: Battle for Darkshore,"Champions of the Alliance, report to Boralus Harbor! Prepare to return to Darkshore for a new Heroic difficulty warfront. For the Alliance!",,,,6,76490,0,0,2065569,0,0,0,8,10,0,0,0,0,0,0,0,0,0
527,"Ny'alotha, the Waking City","To cleanse the world of N'Zoth's corruption, heroes from the Horde and Alliance must invade the heart of the Black Empire. What horrors await them in this realm of nightmares?",Find Group,,,6,77013,2,6,3221466,2033,0,0,8,10,0,0,0,0,0,0,0,0,0
528,Raid Finder: Vision of Destiny,"From his dark throne, N'Zoth concocts visions of a future where Azeroth has fallen, and none are left to resist his empire.",Join Raid,,,6,77028,2,2,3221466,2036,0,0,8,10,0,0,0,0,0,0,0,0,0
529,Raid Finder: Halls of Devotion,"Within their black halls, N'Zoth's devoted perform profane rituals to bring about the end of the world.",Join Raid,,,6,77029,2,2,3221466,2037,0,0,8,10,0,0,0,0,0,0,0,0,0
530,Raid Finder: Gift of Flesh,"Buried deep within a fissure of twisted flesh, Il'gynoth's corruption continues to spread from this realm into the next.",Join Raid,,,6,77030,2,2,3221466,2038,0,0,8,10,0,0,0,0,0,0,0,0,0
531,Raid Finder: The Waking Dream,"Deep within his monument of filth, lies the corruptor, and the final confrontation that will determine the fate of Azeroth.",Join Raid,,,6,77031,2,2,3221466,2039,0,0,8,10,0,0,0,0,0,0,0,0,0
532,Random Dungeon,Run a random Shadowlands dungeon to upgrade your character's gear!,Join Group,,,6,82519,0,1,3601529,2086,0,0,7,8,0,0,0,0,0,0,0,0,0
533,Heroic Dungeon,Run Shadowlands Heroic dungeons to test your skill and receive improved rewards!,Join Group,,,6,82520,0,1,3601529,2087,0,0,7,8,0,0,0,0,0,0,0,0,0
534,Mythic Keystones,Use a Mythic Keystone at the entrance to a Mythic Dungeon for even greater challenges and rewards!,Find Group,,,6,82521,0,6,3601529,0,0,0,7,8,0,0,0,0,0,0,0,0,0
535,Castle Nathria,"With the fate of the Shadowlands hanging by a thread, Prince Renathal prepares a desperate mission to unseat the malevolent Sire Denathrius.",Find Group,,,6,82522,2,6,3614361,0,0,0,8,10,0,0,0,0,0,0,0,0,0
536,Raid Finder: The Leeching Vaults,"Like an open wound, anima bleeds from Castle Nathria's vaults. The hemorrhaging must be stopped before Revendreth is drained.",Join Raid,,,6,83675,2,2,3614361,2090,0,0,8,10,0,0,0,0,0,0,0,0,0
537,Raid Finder: Revendreth's Last Dance,"With the aristocracy reveling in victory, heroes must crash their party and dismantle their power base.",Join Raid,,,6,83676,2,2,3614361,2091,0,0,8,10,0,0,0,0,0,0,0,0,0
538,Raid Finder: Blood from Stone,"Denathrius' Stoneborn Generals lie in wait, preparing a trap that will destroy the rebellion once and for all.",Join Raid,,,6,83677,2,2,3614361,2091,0,0,8,10,0,0,0,0,0,0,0,0,0
539,Mythic Dungeon,Run a Shadowlands dungeon in Mythic difficulty to test your skill and receive improved rewards!,Find Group,,,6,83678,0,6,3601529,0,0,0,7,8,0,0,0,0,0,0,0,0,0
540,"Torghast, Tower of the Damned","Save souls, seek power, and defeat the Jailer's forces.",Enter Torghast,,,7,104800,0,0,3642306,1963,0,0,8,10,0,0,0,0,0,0,0,0,0
541,Raid Finder: An Audience with Arrogance,Denathrius eagerly awaits the heroes in his tower for the final confrontation to decide the fate of Revendreth.,Join Raid,,,6,84334,2,2,3614361,2091,0,0,8,10,0,0,0,0,0,0,0,0,0
542,Timewalking Campaign,Visit Chromie in Stormwind to choose a storyline for your next adventure.,Start Quest,,,7,86376,0,3,136349,0,62567,0,8,10,0,0,0,0,0,0,0,0,0
543,Timewalking Campaign,Visit Chromie in Orgrimmar to choose a storyline for your next adventure.,Start Quest,,,7,86375,0,3,136349,0,62568,0,8,10,0,0,0,0,0,0,0,0,0
555,Sanctum of Domination,"With Oribos on the brink of destruction, Bolvar launches a daring mission to strike at the heart of the Jailer.",Find Group,,,6,91548,2,6,4062765,2226,0,0,8,10,0,0,0,0,0,0,0,0,0
556,Raid Finder: The Jailer's Vanguard,The Jailer's vanguard stands ready to repel any attack. Their lines must be broken to breech the tower.,Join Raid,,,6,91598,2,2,4062765,2221,0,0,8,10,0,0,0,0,0,0,0,0,0
557,Raid Finder: The Dark Bastille,Screams of the tormented fuel the Jailer's army. End their suffering and deprive the Maw of its most precious resource.,Join Raid,,,6,91599,2,2,4062765,2222,0,0,8,10,0,0,0,0,0,0,0,0,0
558,Raid Finder: Shackles of Fate,The soul river ends at the tower's peak. Destroy those feeding off it to free the countless souls deprived of their afterlife.,Join Raid,,,6,91600,2,2,4062765,2223,0,0,8,10,0,0,0,0,0,0,0,0,0
559,Raid Finder: The Reckoning,"Atop the Tower, Sylvanas Windrunner awaits. Here, the final confrontation for the fate of the cosmos will take place.",Join Raid,,,6,91601,2,2,4062765,2224,0,0,8,10,0,0,0,0,0,0,0,0,0
560,"Tazavesh, the Veiled Market","The ruthless cartel boss So'leah launches a heist to claim forbidden Progenitor knowledge. Racing against time, Al'dalil and his ragtag crew form a plan to ensure these secrets remain undiscovered.",Join Group,,,6,91603,2,6,4062727,2225,0,0,7,8,0,0,0,0,0,0,0,0,0
561,Bonus Event: Timewalking,Timewalk through Legion dungeons for the duration of this Bonus Event!,Join Group,,,4,93592,0,1,1536895,2274,0,0,91,91,0,0,0,0,0,0,0,0,0
562,Bonus Event: Timewalking,Timewalk through Legion dungeons for the duration of this Bonus Event!,Start Quest,,,4,93593,0,3,1536895,0,72719,0,91,91,209036,0,0,0,0,0,0,0,0
563,Raid Finder: Cornerstone of Creation,"Lihuvim fights a losing battle against domination. Unless saved, the keeper's power will become the Jailer's.",Join Raid,,,6,95456,2,2,4254074,2291,0,0,8,10,0,0,0,0,0,0,0,0,0
564,Raid Finder: Ephemeral Plains,"The essence of creation is being devoured. If left unchecked, reality will collapse.",Join Raid,,,6,95457,2,2,4254074,2292,0,0,8,10,0,0,0,0,0,0,0,0,0
565,Raid Finder: Domination's Grasp,Zovaal's greatest followers have destroyed millions of civilations. Will they now unmake the universe?,Join Raid,,,6,95458,2,2,4254074,2293,0,0,8,10,0,0,0,0,0,0,0,0,0
566,Raid Finder: The Grand Design,"Zovaal sits on the cusp of ultimate victory. Unless stopped, the cosmos will succumb to his power.",Join Raid,,,6,95459,2,2,4254074,2294,0,0,8,10,0,0,0,0,0,0,0,0,0
567,Sepulcher of the First Ones,"With Zovaal breaching the Sepulcher of the First Ones, the champions of Azeroth charge into the unknown to save the cosmos.",Find Group,,,6,95460,2,6,4254074,2288,0,0,8,10,0,0,0,0,0,0,0,0,0
568,Solo Shuffle,Embark on a solo mission and prove yourself during six 3v3 arena rounds. Teams are shuffled at the end of each round.,Start Quest,,,5,96299,1,3,1713483,0,65773,1065,13,14,0,0,1602,175,0,0,0,0,0
569,Solo Shuffle,Battle other players inside 6 rounds of 3v3 Arena. Teams are shuffled at the end of each round.,Join the Fight!,,,5,104811,0,8,132269,0,0,1065,1,3,200967,0,0,0,0,33559,0,4,0
570,Raid Finder: The Primal Bulwark,The Primal Council bolsters their defenses within the mountain. Their ranks must be broken to stop the Incarnates' release.,Join Raid,,,6,105080,6,2,4630363,2370,0,0,8,10,0,0,0,0,0,0,0,0,0
571,Raid Finder: Caverns of Infusion,Kurog Grimtotem prepares to unleash monstrous elementals to bring about the destruction of any who oppose him.,Join Raid,,,6,105081,6,2,4630363,2371,0,0,8,10,0,0,0,0,0,0,0,0,0
572,Raid Finder: Vault of the Incarnates,"Raszageth's fury threatens to destroy her siblings' prison. If she succeeds, the Incarnates will wreak havoc across Azeroth.",Join Raid,,,6,105082,6,2,4630363,2372,0,0,8,10,0,0,0,0,0,0,0,0,0
573,Vault of the Incarnates,"Within the Titan prison, Raszageth performs a foul ritual to free her siblings. Unless the Primalist forces can be broken, all realms will be condemned to the Incarnates' reign of fire and blood.",Find Group,,,6,105171,2,6,4630363,0,0,0,8,10,0,0,0,0,0,0,0,0,0
574,Heroic Dungeon,Run Dragonflight Heroic dungeons to test your skill and receive improved rewards!,Join Group,,,6,104812,0,1,4578417,2351,0,0,7,8,0,0,0,0,0,0,0,0,0
575,Random Dungeon,Run a random Dragonflight dungeon to upgrade your character's gear!,Join Group,,,6,104816,0,1,4578416,2086,0,0,7,8,0,0,0,0,0,0,0,0,0
576,Mythic Dungeon,Run a Dragonflight dungeon in Mythic difficulty to test your skill and receive improved rewards!,Find Group,,,6,104817,0,6,4578411,0,0,0,7,8,0,0,0,0,0,0,0,0,0
577,Mythic Keystones,Use a Mythic Keystone at the entrance to a Mythic Dungeon for even greater challenges and rewards!,Find Group,,,6,104818,0,6,4352494,0,0,0,7,8,0,0,0,0,0,0,0,0,0
578,Aiding the Accord,"Earn renown among the factions of the Dragon Isles, and you shall be rewarded.",Accept Quest,,,7,104820,1,3,4687630,0,70750,0,9,10,200073,1,0,0,0,0,0,0,0
579,Aiding the Accord,"Earn renown among the factions of the Dragon Isles, and you shall be rewarded.",Accept Quest,,,7,104822,1,3,4687630,0,72068,0,9,10,200073,1,0,0,0,0,0,0,0
580,Aiding the Accord,"Earn renown among the factions of the Dragon Isles, and you shall be rewarded.",Accept Quest,,,7,104823,1,3,4687630,0,72373,0,9,10,200073,1,0,0,0,0,0,0,0
581,Aiding the Accord,"Earn renown among the factions of the Dragon Isles, and you shall be rewarded.",Accept Quest,,,7,104824,1,3,4687630,0,72374,0,9,10,200073,1,0,0,0,0,0,0,0
582,Aiding the Accord,"Earn renown among the factions of the Dragon Isles, and you shall be rewarded.",Accept Quest,,,7,104825,1,3,4687630,0,72375,0,9,10,200073,1,0,0,0,0,0,0,0
583,Community Feast,"Help the tuskarr of Iskaara with their Community Feast, and they will show their gratitude! Keep an eye on your map - the feast happens every 1.5 hours in Iskaara, on the coast of the Azure Span.",,,,7,104827,0,0,4186584,0,0,0,2,6,200095,1,0,0,0,0,0,0,0
584,Grand Hunts,Clan Shikaar is out on the hunt. Successful hunts may yield great rewards!,,,,7,104832,0,0,4637937,0,0,0,2,6,200468,1,0,0,0,0,0,0,0
585,Grand Hunts,Clan Shikaar is out on the hunt. Successful hunts may yield great rewards!,,,,7,104833,0,0,4637937,0,0,0,2,6,200513,1,0,0,0,0,0,0,0
586,Grand Hunts,Clan Shikaar is out on the hunt. Successful hunts may yield great rewards!,,,,7,104834,0,0,4637937,0,0,0,2,6,200515,1,0,0,0,0,0,0,0
587,Siege on Dragonbane Keep,"Assist the Obsidian Outcasts with retaking Dragonbane Keep, and their strongbox can be yours.",,,,7,104836,0,0,4638537,0,0,0,2,6,200072,1,0,0,0,0,0,0,0
588,Relic Recovery: Legacy of Tyr,Theldren in Valdrakken wants you to retrieve a lost relic from the Uldaman dungeon.,Accept Quest,Success will grant you renown with the Dragonflight faction of your choice!,,7,104840,0,3,4578418,0,66860,0,6,6,0,0,0,0,0,0,0,0,0
589,Relic Recovery: Neltharus,Theldren in Valdrakken wants you to retrieve a lost relic from the Neltharus dungeon.,Accept Quest,Success will grant you renown with the Dragonflight faction of your choice!,,7,104846,0,3,4578417,0,66861,0,6,6,0,0,0,0,0,0,0,0,0
590,Relic Recovery: Ruby Life Pools,Theldren in Valdrakken wants you to retrieve a lost relic from the Ruby Life Pools dungeon.,Accept Quest,Success will grant you renown with the Dragonflight faction of your choice!,,7,104847,0,3,4578416,0,66862,0,6,6,0,0,0,0,0,0,0,0,0
591,Relic Recovery: The Nokhud Offensive,Theldren in Valdrakken wants you to retrieve a lost relic from the Nokhud Offensive dungeon.,Accept Quest,Success will grant you renown with the Dragonflight faction of your choice!,,7,104848,0,3,4578413,0,66863,0,6,6,0,0,0,0,0,0,0,0,0
592,Relic Recovery: Brackenhide Hollow,Theldren in Valdrakken wants you to retrieve a lost relic from the Brackenhide Hollow dungeon.,Accept Quest,Success will grant you renown with the Dragonflight faction of your choice!,,7,104849,0,3,4578412,0,66864,0,6,6,0,0,0,0,0,0,0,0,0
593,Relic Recovery: The Azure Vault,Theldren in Valdrakken wants you to retrieve a lost relic from the Azure Vault dungeon.,Accept Quest,Success will grant you renown with the Dragonflight faction of your choice!,,7,104850,0,3,4578411,0,66865,0,6,6,0,0,0,0,0,0,0,0,0
594,Relic Recovery: Halls of Infusion,Theldren in Valdrakken wants you to retrieve a lost relic from the Halls of Infusion dungeon.,Accept Quest,Success will grant you renown with the Dragonflight faction of your choice!,,7,104851,0,3,4578415,0,66866,0,6,6,0,0,0,0,0,0,0,0,0
595,Relic Recovery: Algeth'ar Academy,Theldren in Valdrakken wants you to retrieve a lost relic from the Algeth'ar Academy dungeon.,Accept Quest,Success will grant you renown with the Dragonflight faction of your choice!,,7,104852,0,3,4578414,0,66867,0,6,6,0,0,0,0,0,0,0,0,0
596,Preserving the Past: Legacy of Tyr,Kemora in Valdrakken wants you to search for forgotten lore in the Uldaman dungeon.,Accept Quest,Success will grant you renown with the Dragonflight faction of your choice!,,7,104853,0,3,4578418,0,66868,0,6,6,0,0,0,0,0,0,0,0,0
597,Preserving the Past: Neltharus,Kemora in Valdrakken wants you to search for forgotten lore in the Neltharus dungeon.,Accept Quest,Success will grant you renown with the Dragonflight faction of your choice!,,7,104854,0,3,4578417,0,66869,0,6,6,0,0,0,0,0,0,0,0,0
598,Preserving the Past: Ruby Life Pools,Kemora in Valdrakken wants you to search for forgotten lore in the Ruby Life Pools dungeon.,Accept Quest,Success will grant you renown with the Dragonflight faction of your choice!,,7,104855,0,3,4578416,0,66870,0,6,6,0,0,0,0,0,0,0,0,0
599,Preserving the Past: The Nokhud Offensive,Kemora in Valdrakken wants you to search for forgotten lore in the Nokhud Offensive dungeon.,Accept Quest,Success will grant you renown with the Dragonflight faction of your choice!,,7,104856,0,3,4578413,0,66871,0,6,6,0,0,0,0,0,0,0,0,0
600,Preserving the Past: Brackenhide Hollow,Kemora in Valdrakken wants you to search for forgotten lore in the Brackenhide Hollow dungeon.,Accept Quest,Success will grant you renown with the Dragonflight faction of your choice!,,7,104857,0,3,4578412,0,66872,0,6,6,0,0,0,0,0,0,0,0,0
601,Preserving the Past: The Azure Vault,Kemora in Valdrakken wants you to search for forgotten lore in the Azure Vault dungeon.,Accept Quest,Success will grant you renown with the Dragonflight faction of your choice!,,7,104858,0,3,4578411,0,66873,0,6,6,0,0,0,0,0,0,0,0,0
602,Preserving the Past: Halls of Infusion,Kemora in Valdrakken wants you to search for forgotten lore in the Halls of Infusion dungeon.,Accept Quest,Success will grant you renown with the Dragonflight faction of your choice!,,7,104859,0,3,4578411,0,66874,0,6,6,0,0,0,0,0,0,0,0,0
603,Preserving the Past: Algeth'ar Academy,Kemora in Valdrakken wants you to search for forgotten lore in the Algeth'ar Academy dungeon.,Accept Quest,Success will grant you renown with the Dragonflight faction of your choice!,,7,104860,0,3,4578414,0,66875,0,6,6,0,0,0,0,0,0,0,0,0
604,Sparks of Life: The Waking Shores,Ailith Stonebreeze in Valdrakken has challenged you to defeat your foes in PvP combat.,Accept Quest,,,7,104872,0,3,4672500,0,72646,0,6,6,206366,8,0,0,0,0,0,0,0
605,Sparks of Life: Ohn'ahran Plains,Ailith Stonebreeze in Valdrakken has challenged you to defeat your foes in PvP combat.,Accept Quest,,,5,104873,0,3,4672498,0,72647,0,6,6,0,0,2797,8,0,0,0,0,0
606,Sparks of Life: The Azure Span,Keenu in Valdrakken has challenged you to defeat your foes in PvP combat.,Accept Quest,,,5,104874,0,3,4672495,0,72648,0,6,6,0,0,2797,8,0,0,0,0,0
607,Sparks of Life: Thaldraszus,Seknar in Valdrakken has challenged you to defeat your foes in PvP combat.,Accept Quest,,,5,104875,0,3,4672499,0,72649,0,6,6,0,0,2797,8,0,0,0,0,0
608,Just For Fun,An unusually large number of players have been dueling in front of the gates of Orgrimmar today! Join in to test your mettle in 1-on-1 combat!,,,,7,104881,0,0,252282,0,0,0,1,1,0,0,0,0,0,0,0,0,0
