ID,Title_lang,BodyText_lang,JournalEncounterID,OrderIndex,ParentSectionID,FirstChildSectionID,NextSiblingSectionID,Type,IconCreatureDisplayInfoID,UiModelSceneID,SpellID,IconFileDataID,Flags,IconFlags,DifficultyMask
18030,Sand-crusted Striker,,2143,15,18027,18194,0,1,78247,0,0,0,0,0,-1
18032,Section 15,,2143,10,18024,0,0,2,0,0,263927,0,0,0,-1
18033,Section 14,,2143,17,0,0,18321,2,0,0,264206,0,0,16,-1
18035,Section 7,,2144,6,18921,0,18195,2,0,0,265973,0,0,0,-1
18036,Section 8,"$[!1,2,23

The damage of Induction is increased by Galvazzt's level of Capacitance.$]",2144,10,0,0,18037,2,0,0,265974,0,2,4,2
18037,Chaotic Spark,Chase down a random player for up to 30 seconds and will Short Circuit Galvazzt or any player they get close to.,2144,11,0,18038,18922,1,47376,0,0,0,2,0,0
18038,Short Circuit,"Inflicts Nature damage to any player affected by this spell and stuns them for $266031d.
$[!0,1,2,23 If Galvazzt is hit with this, he is Galvanized for $266034s energy instead.$]",2144,12,18037,0,0,2,0,0,0,237587,2,32,0
18039,Overview,"Gorak Tul uses his magics to inflict ever increasing pain against his opponents, both through |cFF2959D3|Hspell:266225|h[Darkened Lightning]|h|r and |cFF2959D3|Hspell:268202|h[Death Lens]|h|r. Additionally, he calls in Deathtouched Slavers from within his realm. Deathtouched Slavers can not be killed by any traditional means, and are resurrected by |cFF2959D3|Hspell:266181|h[Dread Essence]|h|r. |cFF2959D3|Hspell:266198|h[Alchemical Fire]|h|r can be used to destroy them for good.",2129,1,0,18866,18043,3,0,0,0,0,0,0,-1
18040,Healers,"$bullet; Avoid being hit by |cFF2959D3|Hspell:266225|h[Darkened Lightning]|h|r by staying spread apart.
$bullet; Use |cFF2959D3|Hspell:266198|h[Alchemical Fire]|h|r to destroy Deathtouched Slaver's corpses.
$bullet; |cFF2959D3|Hspell:268202|h[Death Lens]|h|r inflicts a large portion of the player's maximum health in damage.",2129,3,18039,0,18867,3,0,0,0,0,2,4,2
18041,Tanks,"$bullet; Make sure to pick up any Deathtouched Slavers summoned by Gorak Tul.
$bullet; Use |cFF2959D3|Hspell:266198|h[Alchemical Fire]|h|r to destroy Deathtouched Slaver's corpses.
$bullet; |cFF2959D3|Hspell:268202|h[Death Lens]|h|r inflicts a large portion of the player's maximum health in damage.",2129,5,18039,0,18868,3,0,0,0,0,2,1,2
18042,Damage Dealers,"$bullet; Avoid being hit by |cFF2959D3|Hspell:266225|h[Darkened Lightning]|h|r by staying spread apart.
$bullet; Use |cFF2959D3|Hspell:266198|h[Alchemical Fire]|h|r to destroy Deathtouched Slaver's corpses.
$bullet; |cFF2959D3|Hspell:268202|h[Death Lens]|h|r inflicts a large portion of the player's maximum health in damage.",2129,7,18039,0,0,3,0,0,0,0,2,2,2
18043,Section 5,,2129,8,0,0,18044,2,0,0,266181,0,0,32,-1
18044,Section 6,,2129,9,0,18045,18048,2,0,0,266258,0,0,0,-1
18045,Deathtouched Slaver,,2129,10,18044,18047,0,1,85978,0,0,0,0,0,-1
18047,Section 9,,2129,11,18045,0,18190,2,0,0,266460,0,2,0,1
18048,Section 10,,2129,14,0,0,18050,2,0,0,266225,0,0,64,-1
18050,Inquisitor Yorrick,,2129,15,0,18051,0,1,81607,0,0,0,0,0,-1
18051,Section 13,,2129,16,18050,0,0,2,0,0,266198,0,1,32,-1
18052,Section 15,,2166,23,18847,0,0,2,0,0,266948,0,0,0,-1
18053,Section 11,,2126,6,0,0,17630,2,0,0,260551,0,0,0,-1
18054,Section 16,,2166,16,18846,0,18017,2,0,0,267242,0,0,16,-1
18055,Section 6,,2156,9,0,18056,18092,2,0,0,267299,0,2,8,2
18056,Manifestation of the Deep,"Manifestations crawl towards Vol'zith, attempting to power it with deep energy.",2156,10,18055,18080,0,1,68714,0,0,0,0,2,-1
18057,Overview,"Zek'voz attacks players while the compromised Titan Discs come online, calling forth powerful Old God magics and summoning their lesser servants. As new Titan Discs come online, previously activated Discs will power down.",2169,1,0,18058,18068,3,0,0,0,0,0,0,-1
18058,Tanks,"$bullet; Avoid being struck by |cFF2959D3|Hspell:265264|h[Void Lash]|h|r multiple times during |cFF2959D3|Hspell:267312|h[Might of the Void]|h|r.
$bullet; Consider the position of your allies when redirecting casts of |cFF2959D3|Hspell:265264|h[Void Lash]|h|r.
$bullet; Interrupt and crowd control allies under the effects of |cFF2959D3|Hspell:265646|h[Will of the Corruptor]|h|r.",2169,2,18057,0,18059,3,0,0,0,0,0,1,-1
18059,Healers,"$bullet; |cFF2959D3|Hspell:264954|h[Titan Spark]|h|r strikes random targets periodically.
$bullet; |cFF2959D3|Hspell:265451|h[Surging Darkness]|h|r inflicts substantial damage to all party members in addition to the lethal damage within each eruption.
$bullet; |cFF2959D3|Hspell:267334|h[Orb of Corruption]|h|r inflicts significant raid damage to all party members if it lands.",2169,3,18057,0,18060,3,0,0,0,0,0,4,-1
18060,Damage Dealers,"$bullet; Keep a safe distance from your allies when |cFF2959D3|Hspell:264382|h[Eye Beam]|h|r is preparing to fire.
$bullet; Consider your positioning when |cFF2959D3|Hspell:265360|h[Roiling Deceit]|h|r is about to expire.
$bullet; Intercept |cFF2959D3|Hspell:267334|h[Orb of Corruption]|h|r to gain |cFF2959D3|Hspell:265662|h[Corruptor's Pact]|h|r.",2169,4,18057,0,0,3,0,0,0,0,0,2,-1
18062,Stage One: Chaos and Deception,"Chaos and Deception Protocols activate, summoning projections of C'Thun and Yogg-Saron along with their minions.

$[!16 In Mythic difficulty, activated Titan Discs remain powered on indefinitely.$]",2169,30,0,18070,18069,0,0,0,0,0,2,0,0
18063,Stage Two: Deception,"At $267599s1% health remaining Protocol: Deception begins, summoning projections of Yogg-Saron and replicating servants from Azjol-Nerub.",2169,15,0,18393,18400,0,0,0,0,0,2,0,0
18064,Incantations of the Void,,2169,7,0,18065,18388,2,0,0,267312,0,0,1,-1
18065,Void Lash,,2169,8,18064,0,18066,2,0,0,265264,0,1,1,-1
18066,Rupture,,2169,9,18064,0,0,2,0,0,265248,0,1,1,-1
18067,Section 11,,2169,6,0,0,18064,2,0,0,265451,0,0,48,-1
18068,Section 12,,2169,5,0,0,18067,2,0,0,264954,0,0,0,-1
18069,Stage Two: Corruption,At $267600s1% health remaining Protocol: Corruption begins. The magic released from the damaged Titan Discs appears to be unchecked and more than a mere demonstration of power...,2169,44,0,18087,0,0,0,0,0,0,2,0,0
18070,Eye Beam,,2169,31,18062,0,18074,2,0,0,264382,236407,0,16,-1
18071,Silithid Warrior,,2169,36,18062,18072,18078,1,75705,0,0,0,0,0,-1
18072,Section 16,,2169,37,18071,0,18073,2,0,0,275772,0,1,0,-1
18073,Section 17,"$[!16

In Mythic difficulty, Jagged Mandible also reduces movement speed by $264210s3%.$]",2169,38,18071,0,0,2,0,0,264210,0,1,0,-1
18074,Section 18,,2169,32,18062,18075,18071,2,0,0,265360,0,0,32,-1
18075,Ominous Cloud,"Ominous Clouds slowly drift through the area and will boil ominously if an enemy strays too close, summoning a Guardian of Yogg-Saron.",2169,33,18074,18130,0,0,0,0,0,0,0,0,-1
18078,Nerubian Voidweaver,,2169,39,18062,18346,0,2,24130,0,0,0,0,0,-1
18079,Section 23,,2169,41,18078,0,18863,2,0,0,267180,0,1,64,-1
18080,Section 8,,2156,11,18056,0,0,2,0,0,267310,0,0,32,-1
18081,,,2169,46,18069,18342,18234,2,0,0,267334,0,0,48,-1
18087,Overload,"The damaged disc activates, increasing the frequency of |cFF2959D3|Hspell:264954|h[Titan Spark]|h|r.",2169,45,18069,0,18081,2,0,0,0,1519263,0,0,-1
18088,Section 12,,2082,13,0,0,0,2,0,0,259205,0,2,8,2
18090,Tanks,"$bullet;Save damage reducing abilities for |cFF2959D3|Hspell:255579|h[Gilded Claws]|h|r.
$bullet;Stand near a pool of |cFF2959D3|Hspell:255558|h[Tainted Blood]|h|r and step into it just as Priestess Alun'za begins casting |cFF2959D3|Hspell:255577|h[Transfusion]|h|r.
$bullet;The |cFF2959D3|Hspell:259205|h[Spirits of Gold]|h|r will ignore combat unless there are no pools of |cFF2959D3|Hspell:255558|h[Tainted Blood]|h|r nearby.",2082,3,16822,0,16829,3,0,0,0,0,2,1,2
18091,Damage Dealers,"$bullet;Stand near a pool of |cFF2959D3|Hspell:255558|h[Tainted Blood]|h|r and step into it just as Priestess Alun'za begins casting |cFF2959D3|Hspell:255577|h[Transfusion]|h|r.
$bullet;|cFF2959D3|Hspell:258709|h[Corrupted Gold]|h|r will lower the damage you deal in addition to damaging you.
$bullet;|cFF2959D3|Hspell:259205|h[Spirits of Gold]|h|r will absorb |cFF2959D3|Hspell:255558|h[Tainted Blood]|h|r unless they are dispatched.",2082,6,16822,0,0,3,0,0,0,0,2,2,2
18092,Section 9,,2156,12,0,0,18093,2,0,0,267385,0,0,0,-1
18093,Section 10,,2156,13,0,18094,0,2,0,0,267360,0,1,32,-1
18094,Forgotten Denizen,,2156,14,18093,18186,18096,1,68244,0,0,0,0,2,-1
18096,Sunken Denizen,,2156,16,18093,18097,0,1,84871,0,0,0,0,5,-1
18097,Section 14,,2156,17,18096,0,0,2,0,0,267548,0,0,0,-1
18098,Thousand Maws,,2147,19,18124,18828,0,2,0,0,267509,0,1,0,-1
18099,Spawn of G'huun,"When any of G'huun's minions are slain, Spawns of G'huun erupt from the corpse.",2147,8,18124,18830,18107,1,84156,0,0,0,3,4096,0
18100,Section 12,,2147,10,18099,0,0,2,0,0,267816,0,0,0,-1
18101,Dark Young,,2147,22,18098,18102,18104,1,85632,0,0,0,0,1,-1
18102,Section 13,,2147,23,18101,0,18486,2,0,0,267412,0,0,1,-1
18104,Blightspreader Tendril,"The Blightspreader Tendril slowly loses energy over time. Upon reaching 0 energy, the tendril burrows through the ground to a new location.",2147,27,18098,18105,0,1,84808,0,0,0,2,8,0
18105,Section 15,,2147,28,18104,0,18300,2,0,0,267462,0,0,64,-1
18107,Section 17,,2147,11,18124,0,18301,2,0,0,263217,0,0,0,-1
18108,Section 19,,2147,38,18122,0,0,2,0,0,268174,0,2,4096,0
18109,Section 18,"$[!16

In Mythic difficulty, the Reorigination Drive is only charged if two Power Matrices are deposited within $274174s1 sec.$]",2147,31,18125,18112,18582,2,0,0,263372,0,0,0,-1
18110,Section 20,,2147,33,18109,0,0,2,0,0,263436,0,0,0,-1
18112,Section 22,,2147,32,18109,0,18110,2,0,0,263416,0,0,0,-1
18114,Section 26,,2147,50,18329,0,0,2,0,0,263227,0,0,0,-1
18115,Gibbering Horror,,2147,52,18117,18118,0,1,84871,0,0,0,0,0,-1
18116,Section 25,"$[!16

In Mythic difficulty, each cast also applies Chattering Echoes to the caster.$]",2147,56,18115,18606,0,2,0,0,263307,0,0,0,-1
18117,Section 27,,2147,51,18161,18115,18826,2,0,0,263235,0,0,0,-1
18118,Section 28,,2147,53,18115,0,18647,2,0,0,263284,0,0,0,-1
18120,Section 30,,2147,71,18162,0,18167,2,0,0,263482,0,1,32,-1
18121,Section 30,,2147,39,18125,0,0,2,0,0,267660,0,0,0,-1
18122,Amorphous Cyst,,2147,36,18125,18123,18121,1,85156,0,0,0,0,0,-1
18123,Section 31,,2147,37,18122,0,18108,2,0,0,263326,0,0,0,-1
18124,Arena Floor,,2147,7,17874,18099,18125,0,0,0,0,0,1,0,-1
18125,Upper Platforms,,2147,30,17874,18109,0,0,0,0,0,0,1,0,-1
18128,Section 6,,2167,19,0,0,18135,2,0,0,267795,0,0,0,-1
18130,Guardian of Yogg-Saron,Casts Shadow Nova upon reaching 100 energy or when defeated.,2169,34,18075,18131,0,1,84348,0,0,0,0,0,-1
18131,Section 28,,2169,35,18130,0,0,2,0,0,265374,0,1,16,-1
18133,Section 7,,2167,5,0,18896,18188,2,0,0,267821,0,1,32,-1
18134,Resistant Bacterium,,2167,9,18896,18897,18885,1,84871,0,0,0,2,4097,0
18135,Section 9,,2167,20,0,0,18214,2,0,0,267878,0,0,0,-1
18136,Overview,"Mchimba the Embalmer is a construct enchanted to entomb the ancient kings of Zandalar, and uses his powers to entomb players and prepare them for their eternal rest.",2171,1,0,18137,18140,3,0,0,0,0,0,0,-1
18137,Tank,"$bullet;Avoid |cFF2959D3|Hspell:267639|h[Burn Corruption]|h|r.
$bullet;If you are |cFF2959D3|Hspell:267702|h[Entomb]|h|red, |cFF2959D3|Hspell:267764|h[Struggle]|h|r to let your friends know which crypt you are in!
$bullet;When players are |cFF2959D3|Hspell:267702|h[Entomb]|h|red, look for their signs of |cFF2959D3|Hspell:267764|h[Struggle]|h|r to free them!",2171,2,18136,0,18138,3,0,0,0,0,0,1,-1
18138,Healer,"$bullet;Heal players afflicted with |cFF2959D3|Hspell:267626|h[Dessication]|h|r above 90% health to remove it.
$bullet;If you are |cFF2959D3|Hspell:267702|h[Entomb]|h|red, |cFF2959D3|Hspell:267764|h[Struggle]|h|rto let your friends know which crypt you are in!
$bullet;When players are |cFF2959D3|Hspell:267702|h[Entomb]|h|red, look for their signs of |cFF2959D3|Hspell:267764|h[Struggle]|h|r to free them!",2171,3,18136,0,18139,3,0,0,0,0,0,4,-1
18139,Damage Dealers,"$bullet;If you interrupt |cFF2959D3|Hspell:267618|h[Drain Fluids]|h|r with an immunity, you will avoid |cFF2959D3|Hspell:267626|h[Dessication]|h|r.
$bullet;If you are |cFF2959D3|Hspell:267702|h[Entomb]|h|red, |cFF2959D3|Hspell:267764|h[Struggle]|h|r to let your friends know which crypt you are in!
$bullet;When players are |cFF2959D3|Hspell:267702|h[Entomb]|h|red, look for their signs of |cFF2959D3|Hspell:267764|h[Struggle]|h|r to free them!",2171,4,18136,0,0,3,0,0,0,0,0,2,-1
18140,Section 5,,2171,5,0,18148,18141,2,0,0,267639,0,2,16,2
18141,Section 6,,2171,7,0,18142,18143,2,0,0,267618,0,2,0,2
18142,Section 7,,2171,8,18141,0,0,2,0,0,267626,0,2,0,2
18143,Section 8,,2171,9,0,18147,18862,2,0,0,267702,0,2,32,2
18144,Struggle,"While trapped, players can struggle against the doors of the crypt, alerting other players to their presence.",2171,11,18143,0,18145,2,0,0,0,134919,2,0,2
18145,Half-Finished Mummy,"When a coffin that does not contain a player is opened, a Half-Finished Mummy will emerge and attack the party.",2171,12,18143,18146,0,1,84688,0,0,0,2,0,2
18146,Section 11,,2171,13,18145,0,0,2,0,0,267763,0,2,1104,2
18147,Section 12,,2171,10,18143,0,18144,2,0,0,271290,0,2,0,2
18148,Section 13,,2171,6,18140,0,0,2,0,0,267874,0,2,0,2
18149,Section 6,"$[!1,2,23 

 Cast at full mana.$]",2154,6,17970,0,18151,2,0,0,267891,0,0,0,-1
18151,Section 7,,2154,7,17970,18152,18153,2,0,0,267830,0,2,40,2
18152,Section 9,,2154,8,18151,0,0,2,0,0,267841,0,0,0,-1
18153,Section 10,,2154,9,17970,0,0,2,0,0,267818,0,0,64,-1
18154,Brother Ironhull,,2154,10,0,18155,0,1,84679,0,0,0,1,0,-1
18155,Section 13,"$[!1,2,23 

 Cast at full mana.$]",2154,11,18154,0,18156,2,0,0,267905,0,0,32,-1
18156,Section 14,,2154,12,18154,0,18157,2,0,0,267901,0,2,9,2
18157,Section 12,,2154,13,18154,0,0,2,0,0,267899,0,0,1,-1
18158,Section 14,,2146,11,0,0,17869,2,0,0,262378,0,0,32,-1
18161,Arena Floor,,2147,41,17875,18831,18162,0,0,0,0,0,1,0,-1
18162,Upper Platforms,,2147,66,17875,18164,0,0,0,0,0,0,0,0,-1
18164,Section 18,"$[!16

In Mythic difficulty, the Reorigination Drive is only charged if two Power Matrices are deposited within $274174s1 sec.$]",2147,67,18162,18165,18583,2,0,0,263372,0,0,0,-1
18165,Section 22,,2147,68,18164,0,18166,2,0,0,263416,0,0,0,-1
18166,Section 20,,2147,69,18164,0,0,2,0,0,263436,0,0,0,-1
18167,Amorphous Cyst,,2147,72,18162,18168,18170,1,85156,0,0,0,0,0,-1
18168,Section 31,,2147,73,18167,0,18169,2,0,0,263326,0,0,0,-1
18169,Section 19,,2147,74,18167,0,0,2,0,0,268174,0,2,4096,0
18170,Section 30,,2147,75,18162,0,0,2,0,0,267660,0,0,0,-1
18171,Section 11,,2126,11,17632,18471,0,2,0,0,268045,0,2,8,2
18180,Section 16,,2125,8,17738,0,0,2,0,0,268122,0,2,8,2
18182,Section 18,,2125,12,17739,0,0,2,0,0,268088,0,2,8,2
18185,Section 20,,2125,16,17740,0,0,2,0,0,268077,0,2,8,2
18186,Section 13,,2156,15,18094,0,0,2,0,0,267459,0,0,64,-1
18188,Section 10,,2167,17,0,0,18023,2,0,0,268095,0,0,16,-1
18190,Section 11,,2129,12,18045,0,18932,2,0,0,268202,0,2,8,2
18193,Section 14,,2143,14,18028,0,0,2,0,0,267027,0,0,512,-1
18194,Section 15,,2143,16,18030,0,0,2,0,0,268706,0,0,0,-1
18195,266923,,2144,7,18921,0,0,2,0,0,266923,0,0,0,-1
18196,Section 10,,2144,8,0,18197,18036,2,0,0,266512,0,0,20,-1
18197,Section 11,,2144,9,18196,0,0,2,0,0,266511,0,0,32,-1
18203,Section 15,,2145,16,0,0,18879,2,0,0,268024,0,0,4,-1
18205,Heart Guardian,,2145,7,0,18206,18295,1,84761,0,0,0,0,1,-1
18206,Section 17,,2145,8,18205,0,18515,2,0,0,268007,0,0,16,-1
18207,Section 6,,2127,10,0,0,18208,2,0,0,264694,0,3,0,1
18208,Section 6,"$[!2

On Heroic Difficulty and higher, each impact also spawns a Bile Oozeling.",2127,11,0,18209,0,2,0,0,264694,0,3,8,2
18209,Bile Oozeling,"Upon death, the Bile Oozeling casts |cFF2959D3|Hspell:268234|h[Bile Explosion]|h|r.",2127,12,18208,28119,0,1,75044,0,0,0,2,8,2
18214,Section 12,,2167,21,0,0,0,2,0,0,268245,0,0,16,-1
18215,Section 13,,2167,16,18133,0,0,2,0,0,274205,0,0,0,-1
18216,Section 10,,2128,11,17777,0,18217,2,0,0,261440,0,2,1024,1
18217,Section 10,"$[!2

On Heroic Difficulty and higher, Virulent Pathogen also leaves behind |cFF2959D3|Hspell:268387|h[Contagious Remnants]|h|r.",2128,12,17777,18218,17780,2,0,0,261440,0,2,1032,2
18218,Section 10,,2128,13,18217,0,0,2,0,0,268387,0,2,8,2
18220,Section 17,"$[!1,2,23

Adderis uses this ability when he has 50 energy.$]",2142,18,18485,0,17921,2,0,0,263365,0,0,16,-1
18221,Overview,"Dread Captain Lockwood continually retreats from players using |cFF2959D3|Hspell:272471|h[Evasive]|h|r and assaults them with |cFF2959D3|Hspell:273470|h[Gut Shot]|h|r.

Upon reaching 66% and 33% health, Dread Captain Lockwood |cFF2959D3|Hspell:268752|h[Withdraws]|h|r to her ship and her crew assaults the party while the area is constantly bombarded by |cFF2959D3|Hspell:268443|h[Dread Volley]|h|r.

|cFF2959D3|Hspell:268976|h[Unstable Ordnance]|h|r must be used to bombard Captain Lockwood's ship and return her to the battlefield.",2173,1,0,18222,30256,3,0,0,0,0,0,0,-1
18222,Damage Dealers,"$bullet;Pickup |cFF2959D3|Hspell:268976|h[Unstable Ordnance]|h|r and use it to damage the ship.
$bullet;|cFF2959D3|Hspell:463182|h[Fiery Ricochet]|h|r bounces to 2 additional players and inflicts additional Fire damage.",2173,2,18221,0,18223,3,0,0,0,0,0,2,-1
18223,Healers,"$bullet;|cFF2959D3|Hspell:463182|h[Fiery Ricochet]|h|r bounces to 2 additional players and inflicts additional Fire damage.
$bullet;|cFF2959D3|Hspell:273470|h[Gut Shot]|h|r continually damages random party members.",2173,3,18221,0,18224,3,0,0,0,0,0,4,-1
18224,Tanks,"$bullet;Face Ashvane Deckhand's |cFF2959D3|Hspell:268230|h[Crimson Swipe]|h|r away from the party.
$bullet;Avoid |cFF2959D3|Hspell:269029|h[Clear the Deck]|h|r.",2173,4,18221,0,0,3,0,0,0,0,0,1,-1
18225,Section 5,,2173,9,0,18226,18493,2,0,0,272471,0,2,32,2
18226,Section 6,,2173,10,18225,0,0,2,0,0,273470,0,2,0,2
18227,Section 7,,2173,12,0,18228,18230,2,0,0,268752,0,2,32,2
18228,Section 8,,2173,13,18227,0,0,2,0,0,268443,0,2,0,2
18229,Section 9,,2173,18,18232,0,0,2,0,0,268976,0,2,0,2
18230,Ashvane Deckhand,,2173,14,0,18231,18232,1,84385,0,0,0,2,1,2
18231,Section 11,,2173,15,18230,0,0,2,0,0,268230,0,2,0,2
18232,Ashvane Cannoneer,A heavy Ashvane soldier that harasses enemies with their cannon.,2173,16,0,18233,18872,1,82852,0,0,0,2,0,2
18233,Section 13,,2173,17,18232,0,18229,2,0,0,268260,0,2,0,2
18234,Section 25,"$[!16

In Mythic difficulty, Will of the Corruptor lasts until the victim is slain and causes the victim to release a |cFF2959D3|Hspell:270589|h[Void Wail]|h|r.$]",2169,48,18069,18345,0,2,0,0,265646,0,0,0,-1
18235,Section 6,,2155,6,0,0,18236,2,0,0,268896,0,2,136,2
18236,Section 7,,2155,7,0,18238,18237,2,0,0,269097,0,0,0,-1
18237,Section 8,"$[!1,2,23

Cast at full mana.$]",2155,10,0,0,0,2,0,0,269131,0,0,34,-1
18238,Awoken Void,,2155,8,18236,18239,0,1,76239,0,0,0,0,0,-1
18239,Section 10,,2155,9,18238,0,0,2,0,0,269104,0,0,0,-1
18240,Section 30,,2147,35,18125,0,18122,2,0,0,263482,0,1,32,-1
18241,Section 16,,2156,8,0,0,18055,2,0,0,269399,0,0,0,-1
18242,Damage Dealers,"$bullet;Focus attacks to defeat the Forgotten Denizens when afflicted by |cFF2959D3|Hspell:267360|h[Grasp of the Sunken City]|h|r to return to the surface.
$bullet;|cFF2959D3|Hspell:269419|h[Yawning Gate]|h|r silences and damages all players in an area around Vol'zith the Whisperer.",2156,2,17905,0,17906,3,0,0,0,0,2,2,1
18243,Tanks,"$bullet;Beware that Sunken Denizens have heavy melee attacks due to |cFF2959D3|Hspell:267548|h[Leviathan's Wake]|h|r. Defeat one while afflicted with |cFF2959D3|Hspell:267360|h[Grasp of the Sunken City]|h|r to return to the surface.
$bullet;|cFF2959D3|Hspell:269419|h[Yawning Gate]|h|r silences and damages all players in an area around Vol'zith the Whisperer.",2156,5,17905,0,17908,3,0,0,0,0,2,1,1
18244,Overview,"Dominated by Zul's dark magic, Dazar returns from the dead with his overwhelming martial prowess intact. 

At $269563s1% health, he calls for his hunting raptor Raban to join the fray.

At $269563s2% health, he mounts for T'zala, his loyal steed, who protects him with |cFF2959D3|Hspell:269351|h[Eternal Guardian]|h|r.

Finally, at $269563s3%, he activates the spear launchers in his room, which continue to fire at players until Dazar is defeated.",2172,1,0,18245,18248,3,0,0,0,0,0,0,-1
18245,Tank,"$bullet;The last two hits of |cFF2959D3|Hspell:268586|h[Blade Combo]|h|r deal very heavy damage. Save defensive abilities for them.
$bullet;When Reban joins the battle, move to intercept him before he attacks other members of the group.",2172,2,18244,0,18246,3,0,0,0,0,0,1,-1
18246,Healer,"$bullet;|cFF2959D3|Hspell:268586|h[Blade Combo]|h|r will deal heavy damage to your tank.
$bullet;|cFF2959D3|Hspell:268932|h[Quaking Leap]|h|r deals group damage that decreases the further you are away from the targeted player. If you are targeted, move away from the group, and move away from other players who are targeted!",2172,3,18244,0,18247,3,0,0,0,0,0,4,-1
18247,Damage Dealers,"$bullet;If you are targeted with |cFF2959D3|Hspell:268932|h[Quaking Leap]|h|r, move away from the group - or, if another player is targeted, move away from them!",2172,4,18244,0,0,3,0,0,0,0,0,2,-1
18248,Section 5,,2172,5,0,0,18249,2,0,0,268403,0,2,0,2
18249,Section 6,,2172,6,0,0,18250,2,0,0,268932,0,2,0,2
18250,Section 7,,2172,7,0,0,18253,2,0,0,268586,0,2,1,2
18251,Reban,"When Dazar reaches $269563s1% health, he will call for Reban to join the battle.",2172,9,0,18252,18254,1,84273,0,0,0,2,0,0
18252,Section 9,,2172,10,18251,0,0,2,0,0,269231,0,2,0,2
18253,Section 13,,2172,8,0,0,18251,2,0,0,268796,0,2,0,2
18254,T'zala,"When Dazar reaches $269563s2% health, he will mount T'zala.",2172,11,0,18255,18865,1,84274,0,0,0,2,0,2
18255,Section 12,,2172,12,18254,0,18256,2,0,0,269369,0,2,0,2
18256,Section 11,,2172,13,18254,0,0,2,0,0,269351,0,2,0,2
18257,Overview,"The battle will begin with one of the three councilors - the order that the councilors join the battle changes from week to week.

When a councilor is defeated, they will return to their urn and the next will join the encounter. However, the defeated councilor will periodically rejoin the battle to use a single ability, and then return to their urn.

When all three councilors are defeated, the encounter ends.",2170,1,0,18258,18261,3,0,0,0,0,0,0,-1
18258,Tank,"$bullet;Aka'ali the Conqueror's |cFF2959D3|Hspell:266237|h[Debilitating Backhand]|h|r will inflict heavy damage and apply |cFF2959D3|Hspell:266238|h[Shattered Defenses]|h|r for a short time - try to keep away from her while affected by it.
$bullet;Kula the Butcher's |cFF2959D3|Hspell:266206|h[Whirling Axes]|h|r start close to her - moving out of melee range can make them easier to dodge.
$bullet;Move in front of players targeted by |cFF2959D3|Hspell:266951|h[Barrel Through]|h|r to reduce the damage they take.",2170,2,18257,0,18259,3,0,0,0,0,0,1,-1
18259,Healer,"$bullet;Aka'ali the Conqueror's |cFF2959D3|Hspell:266237|h[Debilitating Backhand]|h|r will inflict heavy damage to your tank.
$bullet;Kula the Butcher's |cFF2959D3|Hspell:266231|h[Severing Axe]|h|r inflicts heavy damage over time.
$bullet;If Zanazal the Wise's Thundering Totem is able to finish its cast of |cFF2959D3|Hspell:267257|h[Thundering Crash]|h|r, it will interrupt spell casting - stop casting if its cast completes to avoid lockout.",2170,3,18257,0,18260,3,0,0,0,0,0,4,-1
18260,Damage Dealers,"$bullet;Interrupt Zanazal the Wise's |cFF2959D3|Hspell:267273|h[Poison Nova]|h|r.
$bullet;Be prepared to quickly kill Zanazal the Wise's totems when he casts |cFF2959D3|Hspell:267060|h[Call of the Elements]|h|r.
$bullet;Move in front of players targeted by |cFF2959D3|Hspell:266951|h[Barrel Through]|h|r to reduce the damage they take.",2170,4,18257,0,0,3,0,0,0,0,0,2,-1
18261,Kula the Butcher,,2170,5,0,18262,18264,1,84272,0,0,0,2,0,2
18262,Section 8,,2170,6,18261,0,18263,2,0,0,266206,0,2,0,2
18263,Section 9,,2170,7,18261,0,0,2,0,0,266231,0,2,0,2
18264,Aka'ali the Conqueror,,2170,8,0,18265,18267,1,84269,0,0,0,2,0,2
18265,Section 10,,2170,9,18264,18280,18266,2,0,0,266951,0,2,32,2
18266,Section 11,,2170,11,18264,18279,0,2,0,0,266237,0,2,1,2
18267,Zanazal the Wise,,2170,13,0,18268,18861,1,84271,0,0,0,2,0,2
18268,Section 12,,2170,14,18267,0,18269,2,0,0,267308,0,2,64,2
18269,Section 13,,2170,15,18267,0,18270,2,0,0,267273,0,2,80,2
18270,Section 14,,2170,16,18267,18271,0,2,0,0,267060,0,2,32,2
18271,Explosive Totem,,2170,17,18270,18272,18273,1,30762,0,0,0,2,0,2
18272,Section 19,,2170,18,18271,0,0,2,0,0,267077,0,2,16,2
18273,Torrent Totem,,2170,19,18270,18274,18275,1,30763,0,0,0,2,0,2
18274,Section 20,,2170,20,18273,0,0,2,0,0,267105,0,2,0,2
18275,Earthwall Totem,,2170,21,18270,18276,18277,1,30761,0,0,0,2,0,2
18276,Section 21,,2170,22,18275,0,0,2,0,0,267256,0,2,128,2
18277,Thundering Totem,,2170,23,18270,18278,0,1,30760,0,0,0,2,0,2
18278,Section 22,,2170,24,18277,0,0,2,0,0,267257,0,2,0,2
18279,Section 23,,2170,12,18266,0,0,2,0,0,266238,0,2,0,2
18280,Section 24,,2170,10,18265,0,0,2,0,0,266940,0,2,16,2
18295,Plague Doctor,,2145,11,0,18298,18296,1,86210,0,0,0,2,8,2
18296,Section 16,,2145,14,0,18297,18203,2,0,0,269688,0,0,32,-1
