CommittedName,ID,UiTextureAtlasID,Width,Height,CommittedLeft,CommittedRight,CommittedTop,CommittedBottom,UiTextureAtlasElementID,OverrideWidth,OverrideHeight,CommittedFlags,UiCanvasID
orderhalltalents-background-mage,5569,746,322,382,1,323,1,383,9872,0,0,0,0
orderhalltalents-background-deathknight,5577,747,322,382,1,323,1,383,9878,0,0,0,0
orderhalltalents-background-demonhunter,5578,748,322,382,1,323,1,383,9879,0,0,0,0
orderhalltalents-background-druid,5579,749,322,382,1,323,1,383,9868,0,0,0,0
orderhalltalents-background-hunter,5580,750,322,382,1,323,1,383,9869,0,0,0,0
orderhalltalents-background-monk,5581,751,322,382,1,323,1,383,9870,0,0,0,0
orderhalltalents-background-paladin,5582,752,322,382,1,323,1,383,9871,0,0,0,0
orderhalltalents-background-priest,5583,753,322,382,1,323,1,383,9873,0,0,0,0
orderhalltalents-background-rogue,5584,754,322,382,1,323,1,383,9874,0,0,0,0
orderhalltalents-background-shaman,5585,755,322,382,1,323,1,383,9875,0,0,0,0
orderhalltalents-background-warlock,5586,756,322,382,1,323,1,383,9876,0,0,0,0
orderhalltalents-background-warrior,5587,757,322,382,1,323,1,383,9877,0,0,0,0
orderhalltalents-choice-background,5590,758,163,59,149,312,1,60,9971,0,0,0,0
orderhalltalents-spellborder-green,5591,758,50,50,67,117,201,251,9972,0,0,0,0
orderhalltalents-spellborder-yellow,5592,758,50,50,149,199,62,112,9973,0,0,0,0
orderhalltalents-spellborder,5593,758,50,50,67,117,149,199,9974,0,0,0,0
LegionMissionIcon-ZoneSupportAlliance-MapBadge,5594,745,34,34,199,233,1,35,9881,0,0,0,0
LegionMissionIcon-ZoneSupportHorde-Map,5595,745,64,64,133,197,1,65,9882,0,0,0,0
LegionMissionIcon-ZoneSupportHorde-MapBadge,5596,745,34,34,1,35,133,167,9883,0,0,0,0
LegionMissionIcon-ZoneSupportAlliance-Mission,5597,745,64,64,67,131,1,65,9884,0,0,0,0
LegionMissionIcon-ZoneSupportHorde-Mission,5598,745,64,64,1,65,67,131,9885,0,0,0,0
orderhalltalents-timer-bg,5599,758,64,64,1,65,149,213,9953,0,0,0,0
legionmission-map-orderhall-deathknight,5601,759,99,66,1,100,1,67,9954,0,0,0,0
legionmission-map-orderhall-demonhunter,5602,759,99,66,1,100,137,203,9955,0,0,0,0
legionmission-map-orderhall-druid,5603,759,99,66,1,100,69,135,9956,0,0,0,0
legionmission-map-orderhall-glow,5604,759,142,109,203,345,69,178,9957,0,0,0,0
legionmission-map-orderhall-hunter,5605,759,99,66,102,201,1,67,9958,0,0,0,0
legionmission-map-orderhall-mage,5606,759,99,66,102,201,69,135,9959,0,0,0,0
legionmission-map-orderhall-monk,5607,759,99,66,102,201,137,203,9960,0,0,0,0
legionmission-map-orderhall-paladin,5608,759,99,66,203,302,1,67,9961,0,0,0,0
legionmission-map-orderhall-priest,5609,759,99,66,304,403,1,67,9962,0,0,0,0
legionmission-map-orderhall-rogue,5610,759,99,66,405,504,1,67,9963,0,0,0,0
legionmission-map-orderhall-shaman,5611,759,99,66,347,446,69,135,9964,0,0,0,0
legionmission-map-orderhall-warlock,5612,759,99,66,347,446,137,203,9965,0,0,0,0
legionmission-map-orderhall-warrior,5613,759,99,66,203,302,180,246,9966,0,0,0,0
legionmission-map-orderhall-textglow,5614,759,122,22,347,469,205,227,9967,0,0,0,0
worldquest-icon-alchemy,5615,743,12,14,499,511,23,37,9886,0,0,0,0
worldquest-icon-archaeology,5616,743,14,14,483,497,23,37,9887,0,0,0,0
worldquest-icon-blacksmithing,5617,743,14,15,264,278,111,126,9888,0,0,0,0
worldquest-icon-cooking,5618,743,11,15,268,279,74,89,9889,0,0,0,0
worldquest-icon-enchanting,5619,743,12,13,416,428,103,116,9890,0,0,0,0
worldquest-icon-engineering,5620,743,14,15,467,481,23,38,9891,0,0,0,0
worldquest-icon-firstaid,5621,743,10,10,371,381,116,126,9892,0,0,0,0
worldquest-icon-fishing,5622,743,13,13,416,429,73,86,9893,0,0,0,0
worldquest-icon-herbalism,5623,743,13,13,416,429,88,101,9894,0,0,0,0
worldquest-icon-inscription,5624,743,11,14,268,279,91,105,9895,0,0,0,0
worldquest-icon-jewelcrafting,5625,743,14,11,355,369,116,127,9896,0,0,0,0
worldquest-icon-leatherworking,5626,743,13,12,432,445,42,54,9897,0,0,0,0
worldquest-icon-mining,5627,743,12,13,432,444,56,69,9898,0,0,0,0
worldquest-icon-skinning,5628,743,14,13,416,430,58,71,9899,0,0,0,0
worldquest-icon-tailoring,5629,743,12,13,432,444,71,84,9900,0,0,0,0
worldquest-icon-petbattle,5637,743,13,11,384,397,116,127,9909,0,0,0,0
DemonInvasion5,5639,647,32,32,66,98,304,336,9910,0,0,0,0
book-bg,5640,761,486,494,1,487,1,495,9911,0,0,0,0
book-line,5641,761,411,8,1,412,497,505,9912,0,0,0,0
_orderhall-commandbar-bg,5642,762,128,25,0,128,1,26,9901,0,0,4,0
worldquest-icon-boss,5643,743,11,12,447,458,42,54,9902,0,0,0,0
transmog-icon-hidden,5647,610,36,30,412,448,88,118,9903,0,0,0,0
orderhalltalents-choice-arrow-large,5648,758,47,27,149,196,114,141,9904,0,0,0,0
orderhalltalents-choice-background-on,5650,758,163,59,314,477,1,60,9905,0,0,0,0
LegendaryToast-particles3,5651,764,84,163,203,287,294,457,9925,0,0,0,0
LegendaryToast-particles2,5652,764,78,147,329,407,122,269,9926,0,0,0,0
LegendaryToast-background,5655,764,302,119,203,505,1,120,9927,0,0,0,0
LegendaryToast-ring1,5656,764,131,176,1,132,205,381,9928,0,0,0,0
LegendaryToast-particles1,5657,764,124,170,203,327,122,292,9940,0,0,0,0
tradeskills-iconborder,5662,734,46,46,1,47,386,432,10086,0,0,0,0
LegendaryToast-OrangeStarglow,5663,764,200,202,1,201,1,203,10122,0,0,0,0
loottoast-itemborder-artifact,5667,332,58,58,917,975,99,157,10014,0,0,0,0
adventureguide-icon-whatsnew,5668,609,37,37,347,384,51,88,10015,0,0,0,0
adventureguide-microbutton-alert,5669,768,28,28,1,29,1,29,10016,0,0,0,0
transmog-frame-blackcover,5670,610,46,45,191,237,1,46,10123,0,0,0,0
transmog-frame-highlighted,5839,610,44,41,331,375,1,42,10124,0,0,0,0
transmog-background-race-bloodelf,5840,770,294,494,1,295,1,495,10125,0,0,0,0
transmog-background-race-human,5841,771,294,494,1,295,1,495,10126,0,0,0,0
transmog-background-race-draenei,5842,772,294,494,1,295,1,495,10127,0,0,0,0
transmog-background-race-dwarf,5843,773,294,494,1,295,1,495,10128,0,0,0,0
transmog-background-race-gnome,5844,774,294,494,1,295,1,495,10129,0,0,0,0
transmog-background-race-goblin,5845,775,294,494,1,295,1,495,10130,0,0,0,0
transmog-background-race-nightelf,5846,776,294,494,1,295,1,495,10131,0,0,0,0
transmog-background-race-orc,5847,777,294,494,1,295,1,495,10132,0,0,0,0
transmog-background-race-pandaren,5848,778,294,494,1,295,1,495,10133,0,0,0,0
transmog-background-race-tauren,5849,779,294,494,1,295,1,495,10134,0,0,0,0
transmog-background-race-troll,5850,780,294,494,1,295,1,495,10135,0,0,0,0
transmog-background-race-undead,5851,781,294,494,1,295,1,495,10136,0,0,0,0
transmog-background-race-worgen,5852,782,294,494,1,295,1,495,10137,0,0,0,0
AdventureMap-combatally-clouds,5853,703,117,95,802,919,74,169,10138,0,0,0,0
AdventureMap-combatally-empty,5854,703,46,46,288,334,923,969,10139,0,0,0,0
AdventureMap-combatally-ring,5855,703,58,58,288,346,814,872,10140,0,0,0,0
AdventureMap-textlabelglow,5856,703,122,22,1,123,1001,1023,10141,0,0,0,0
legionmission-EncounterAbilityBorder-Lg,5857,783,61,61,1,62,158,219,10142,0,0,0,0
legionmission-EncounterAbilityBorder,5858,783,35,35,212,247,1,36,10143,0,0,0,0
worldquest-followerabilityframe,5859,743,101,86,281,382,1,87,9979,0,0,0,0
worldquest-questmarker-abilityhighlight,5860,743,42,42,144,186,74,116,9980,0,0,0,0
transmog-frame-highlighted-small,5863,610,24,24,165,189,401,425,9981,0,0,0,0
nameplates-bar-background-white,5864,731,254,13,1,255,16,29,10017,0,0,0,0
_honorsystem-bar-fill-rested,5865,697,256,17,0,256,20,37,10018,0,0,4,0
honorsystem-bar-frame-exhaustiontick-highlight,5866,696,17,35,1000,1017,118,153,10019,0,0,0,0
honorsystem-bar-frame-exhaustiontick,5867,696,17,35,981,998,118,153,10020,0,0,0,0
legionmission-complete-background-deathknight,5869,785,690,333,1,691,1,334,10144,0,0,0,0
legionmission-complete-background-demonhunter,5870,786,690,333,1,691,1,334,10145,0,0,0,0
legionmission-complete-background-druid,5871,787,690,333,1,691,1,334,10146,0,0,0,0
legionmission-complete-background-hunter,5872,788,690,333,1,691,1,334,10147,0,0,0,0
legionmission-complete-background-mage,5873,789,690,333,1,691,1,334,10148,0,0,0,0
legionmission-complete-background-monk,5874,790,690,333,1,691,1,334,10149,0,0,0,0
legionmission-complete-background-paladin,5875,791,690,333,1,691,1,334,10150,0,0,0,0
legionmission-complete-background-priest,5876,792,690,333,1,691,1,334,10151,0,0,0,0
legionmission-complete-background-rogue,5877,793,690,333,1,691,1,334,10152,0,0,0,0
legionmission-complete-background-shaman,5878,794,690,333,1,691,1,334,10153,0,0,0,0
legionmission-complete-background-warlock,5879,795,690,333,1,691,1,334,10154,0,0,0,0
legionmission-complete-background-warrior,5880,796,690,333,1,691,1,334,10155,0,0,0,0
legionmission-landingpage-background-deathknight,5881,797,229,184,1,230,1,185,10021,0,0,0,0
legionmission-landingpage-background-demonhunter,5882,798,230,236,1,231,1,237,10022,0,0,0,0
legionmission-landingpage-background-druid,5883,799,230,219,1,231,1,220,10023,0,0,0,0
legionmission-landingpage-background-hunter,5884,800,225,228,1,226,1,229,10024,0,0,0,0
legionmission-landingpage-background-mage,5885,801,230,203,1,231,1,204,10025,0,0,0,0
legionmission-landingpage-background-monk,5886,802,221,249,1,222,1,250,10026,0,0,0,0
legionmission-landingpage-background-paladin,5887,803,200,250,1,201,1,251,10027,0,0,0,0
legionmission-landingpage-background-priest,5888,804,230,190,1,231,1,191,10028,0,0,0,0
legionmission-landingpage-background-rogue,5889,805,231,211,1,232,1,212,10029,0,0,0,0
legionmission-landingpage-background-shaman,5890,806,209,250,1,210,1,251,10030,0,0,0,0
legionmission-landingpage-background-warlock,5891,807,230,184,1,231,1,185,10031,0,0,0,0
legionmission-landingpage-background-warrior,5892,808,181,253,1,182,1,254,10032,0,0,0,0
legionmission-landingbutton-deathknight-down,5893,809,53,53,1,54,1,54,10087,0,0,0,0
legionmission-landingbutton-deathknight-up,5894,809,53,53,56,109,1,54,10088,0,0,0,0
legionmission-landingbutton-demonhunter-down,5895,810,53,53,1,54,1,54,10089,0,0,0,0
legionmission-landingbutton-demonhunter-up,5896,810,53,53,56,109,1,54,10090,0,0,0,0
legionmission-landingbutton-druid-down,5897,811,53,53,1,54,1,54,10091,0,0,0,0
legionmission-landingbutton-druid-up,5898,811,53,53,56,109,1,54,10092,0,0,0,0
legionmission-landingbutton-hunter-down,5899,812,53,53,1,54,1,54,10093,0,0,0,0
legionmission-landingbutton-hunter-up,5900,812,53,53,56,109,1,54,10094,0,0,0,0
legionmission-landingbutton-mage-down,5901,813,53,53,1,54,1,54,10095,0,0,0,0
legionmission-landingbutton-mage-up,5902,813,53,53,56,109,1,54,10096,0,0,0,0
legionmission-landingbutton-monk-down,5903,814,53,53,1,54,1,54,10097,0,0,0,0
legionmission-landingbutton-monk-up,5904,814,53,53,56,109,1,54,10098,0,0,0,0
legionmission-landingbutton-paladin-down,5905,815,53,53,1,54,1,54,10099,0,0,0,0
legionmission-landingbutton-paladin-up,5906,815,53,53,56,109,1,54,10100,0,0,0,0
legionmission-landingbutton-priest-down,5907,816,53,53,1,54,1,54,10101,0,0,0,0
legionmission-landingbutton-priest-up,5908,816,53,53,56,109,1,54,10102,0,0,0,0
legionmission-landingbutton-rogue-down,5909,817,53,53,1,54,1,54,10103,0,0,0,0
legionmission-landingbutton-rogue-up,5910,817,53,53,56,109,1,54,10104,0,0,0,0
legionmission-landingbutton-shaman-down,5911,818,53,53,1,54,1,54,10105,0,0,0,0
legionmission-landingbutton-shaman-up,5912,818,53,53,56,109,1,54,10106,0,0,0,0
legionmission-landingbutton-warlock-down,5913,819,53,53,1,54,1,54,10107,0,0,0,0
legionmission-landingbutton-warlock-up,5914,819,53,53,56,109,1,54,10108,0,0,0,0
legionmission-landingbutton-warrior-down,5915,820,53,53,1,54,1,54,10109,0,0,0,0
legionmission-landingbutton-warrior-up,5916,820,53,53,56,109,1,54,10110,0,0,0,0
transmog-wardrobe-border-current,5917,610,84,110,105,189,1,111,10111,0,0,0,0
transmog-wardrobe-border-selected-wisp,5918,610,28,19,327,355,127,146,10112,0,0,0,0
transmog-wardrobe-border-current-transmogged,5919,610,84,110,105,189,113,223,10113,0,0,0,0
glueannouncementpopup-arrow,5920,821,64,47,803,867,1,48,10114,0,0,0,0
glueannouncementpopup-background,5921,821,800,533,1,801,1,534,10115,0,0,0,0
glueannouncementpopup-icon-info,5922,821,21,21,869,890,1,22,10116,0,0,0,0
glueannouncementpopup-inset,5923,821,361,86,1,362,536,622,10117,0,0,0,0
loottab-set-itemborder-green,5925,822,41,41,44,85,1,42,10049,0,0,0,0
loottab-set-itemborder-purple,5926,822,41,41,1,42,1,42,10050,0,0,0,0
loottab-set-itemborder-blue,5929,822,41,41,87,128,1,42,10051,0,0,0,0
poi-alliance,5930,647,32,32,236,268,440,472,10118,0,0,0,0
poi-horde,5931,647,32,32,236,268,474,506,10119,0,0,0,0
GarrisonTroops-Health-Consume,5932,783,15,13,229,244,38,51,10120,0,0,0,0
GarrisonTroops-Health,5933,783,15,13,212,227,38,51,10121,0,0,0,0
BonusChest-BonusTextGlow,5935,308,311,61,159,470,1,62,10156,0,0,0,0
GarrMission_ClassIcon-DeathKnight-Blood,5936,823,55,49,172,227,154,203,9982,0,0,0,0
GarrMission_ClassIcon-DeathKnight-Frost,5937,823,55,49,343,398,1,50,9983,0,0,0,0
GarrMission_ClassIcon-DeathKnight-Unholy,5938,823,55,49,115,170,103,152,9984,0,0,0,0
GarrMission_ClassIcon-DemonHunter-Havoc,5939,823,55,49,58,113,205,254,9985,0,0,0,0
GarrMission_ClassIcon-DemonHunter-Vengeance,5940,823,55,49,58,113,256,305,9986,0,0,0,0
GarrMission_ClassIcon-Druid-Balance,5941,823,55,49,286,341,52,101,9987,0,0,0,0
GarrMission_ClassIcon-Druid-Feral,5942,823,55,49,1,56,358,407,9988,0,0,0,0
GarrMission_ClassIcon-Druid-Guardian,5943,823,55,49,229,284,103,152,9989,0,0,0,0
GarrMission_ClassIcon-Druid-Restoration,5944,823,55,49,400,455,103,152,9990,0,0,0,0
GarrMission_ClassIcon-Hunter-BeastMastery,5945,823,55,49,115,170,1,50,9991,0,0,0,0
GarrMission_ClassIcon-Hunter-Marksmanship,5946,823,55,49,400,455,1,50,9992,0,0,0,0
GarrMission_ClassIcon-Hunter-Survival,5947,823,55,49,343,398,52,101,9993,0,0,0,0
GarrMission_ClassIcon-Mage-Arcane,5948,823,55,49,1,56,205,254,9994,0,0,0,0
GarrMission_ClassIcon-Mage-Fire,5949,823,55,49,286,341,1,50,9995,0,0,0,0
GarrMission_ClassIcon-Mage-Frost,5950,823,55,49,1,56,307,356,9996,0,0,0,0
GarrMission_ClassIcon-Monk-Brewmaster,5951,823,55,49,115,170,154,203,9997,0,0,0,0
GarrMission_ClassIcon-Monk-Mistweaver,5952,823,55,49,229,284,1,50,9998,0,0,0,0
GarrMission_ClassIcon-Monk-Windwalker,5953,823,55,49,343,398,103,152,9999,0,0,0,0
GarrMission_ClassIcon-Paladin-Holy,5954,823,55,49,172,227,103,152,10000,0,0,0,0
GarrMission_ClassIcon-Paladin-Protection,5955,823,55,49,58,113,307,356,10001,0,0,0,0
GarrMission_ClassIcon-Paladin-Retribution,5956,823,55,49,58,113,1,50,10002,0,0,0,0
GarrMission_ClassIcon-Priest-Discipline,5957,823,55,49,58,113,154,203,10003,0,0,0,0
GarrMission_ClassIcon-Priest-Holy,5958,823,55,49,58,113,409,458,10004,0,0,0,0
GarrMission_ClassIcon-Priest-Shadow,5959,823,55,49,115,170,52,101,10005,0,0,0,0
GarrMission_ClassIcon-Rogue-Assassination,5960,823,55,49,229,284,154,203,10006,0,0,0,0
GarrMission_ClassIcon-Rogue-Outlaw,5961,823,55,49,1,56,52,101,10007,0,0,0,0
GarrMission_ClassIcon-Rogue-Subtlety,5962,823,55,49,172,227,52,101,10008,0,0,0,0
GarrMission_ClassIcon-Shaman-Elemental,5963,823,55,49,286,341,103,152,10009,0,0,0,0
GarrMission_ClassIcon-Shaman-Enhancement,5964,823,55,49,1,56,409,458,10010,0,0,0,0
GarrMission_ClassIcon-Shaman-Restoration,5965,823,55,49,1,56,154,203,10011,0,0,0,0
GarrMission_ClassIcon-Warlock-Affliction,5966,823,55,49,172,227,1,50,10012,0,0,0,0
GarrMission_ClassIcon-Warlock-Demonology,5967,823,55,49,229,284,52,101,10013,0,0,0,0
GarrMission_ClassIcon-Warlock-Destruction,5968,823,55,49,58,113,358,407,10033,0,0,0,0
GarrMission_ClassIcon-Warrior-Arms,5969,823,55,49,58,113,460,509,10157,0,0,0,0
GarrMission_ClassIcon-Warrior-Fury,5970,823,55,49,400,455,52,101,10158,0,0,0,0
GarrMission_ClassIcon-Warrior-Protection,5971,823,55,49,1,56,256,305,10034,0,0,0,0
legionmission-background-combatally,5973,825,918,619,1,919,1,620,10036,0,0,0,0
_GarrMissionLocation-Legion-Mid,5976,828,1024,285,0,1024,1,286,10039,0,0,4,0
_GarrMissionLocation-Highmountain-Mid,5977,827,1024,285,0,1024,1,286,10040,0,0,4,0
_GarrMissionLocation-Dalaran-Mid,5978,826,1024,285,0,1024,1,286,10038,0,0,4,0
_GarrMissionLocation-Azsuna-Mid,5979,824,1024,285,0,1024,1,286,10041,0,0,4,0
_GarrMissionLocation-Stormheim-Mid,5980,829,1024,285,0,1024,1,286,10042,0,0,4,0
_GarrMissionLocation-Suramar-Mid,5981,830,1024,285,0,1024,1,286,10035,0,0,4,0
_GarrMissionLocation-Valsharah-Mid,5982,831,1024,285,0,1024,1,286,10037,0,0,4,0
legionmission-hearts-background,5983,783,119,44,134,253,158,202,10043,0,0,0,0
GarrMissionLocation-Azsuna-List,5984,832,792,78,1,793,1,79,10044,0,0,0,0
GarrMissionLocation-Dalaran-List,5985,832,792,78,1,793,81,159,10045,0,0,0,0
GarrMissionLocation-Highmountain-List,5986,832,792,78,1,793,161,239,10046,0,0,0,0
GarrMissionLocation-Legion-List,5987,832,792,78,1,793,241,319,10047,0,0,0,0
GarrMissionLocation-Stormheim-List,5988,832,792,78,1,793,321,399,10048,0,0,0,0
GarrMissionLocation-Suramar-List,5989,832,792,78,1,793,401,479,10052,0,0,0,0
GarrMissionLocation-Valsharah-List,5990,832,792,78,1,793,481,559,10053,0,0,0,0
poi-workorders,5991,647,32,32,338,370,270,302,10054,0,0,0,0
groupfinder-background-raids-legion,5992,236,333,96,327,660,862,958,10055,0,0,0,0
groupfinder-button-raids-legion,5993,236,290,36,1,291,868,904,10056,0,0,0,0
orderhall-commandbar-iconmask,5994,762,57,23,1,58,28,51,10057,0,0,0,0
GarrMission-NeutralChest,5995,783,209,155,1,210,1,156,10058,0,0,0,0
worldquest-tracker-lock,5996,743,36,47,188,224,74,121,10059,0,0,0,0
ClassTrial-End-Frame,5997,833,563,345,1,564,1,346,10060,0,0,0,0
ClassTrial-Hunter-Ring,5998,833,188,188,1,189,348,536,10061,0,0,0,0
ClassTrial-Priest-Ring,5999,833,188,188,191,379,538,726,10062,0,0,0,0
ClassTrial-DeathKnight-Ring,6000,833,188,188,566,754,1,189,10063,0,0,0,0
ClassTrial-Warrior-Ring,6001,833,188,188,571,759,348,536,10064,0,0,0,0
ClassTrial-Paladin-Ring,6002,833,188,188,191,379,348,536,10065,0,0,0,0
ClassTrial-Warlock-Ring,6003,833,188,188,381,569,348,536,10066,0,0,0,0
ClassTrial-Druid-Ring,6004,833,188,188,756,944,1,189,10067,0,0,0,0
ClassTrial-Monk-Ring,6005,833,188,188,1,189,728,916,10068,0,0,0,0
ClassTrial-Mage-Ring,6006,833,188,188,1,189,538,726,10069,0,0,0,0
ClassTrial-Rogue-Ring,6007,833,188,188,191,379,728,916,10070,0,0,0,0
Legion-boostpopup-exit-frame,6008,706,25,24,433,458,1,25,10071,0,0,0,0
transmog-wardrobe-border-selected-smoke,6009,610,19,65,191,210,127,192,10072,0,0,0,0
legionmission-icon-currency,6010,783,44,41,134,178,204,245,10073,0,0,0,0
UI-CharacterCreate-MetalFrame-Horizontal,6011,834,256,16,0,256,1,17,10074,0,0,4,0
UI-CharacterCreate-MetalFrame-Vertical,6012,835,16,256,1,17,0,256,10075,0,0,2,0
ClassTrial-Timer-Mid,6013,836,17,81,0,17,1,82,10076,0,0,4,0
ClassTrial-Timer-RightCorner,6014,836,25,81,282,307,84,165,10077,0,0,0,0
ClassTrial-Timer,6015,836,279,81,1,280,84,165,10078,0,0,0,0
UI-CharacterCreate-LargeButton-Blue-Highlight,6016,837,108,37,1,109,1,38,10079,0,0,0,0
UI-CharacterCreate-LargeButton-Yellow-Highlight,6017,837,108,37,1,109,40,77,10080,0,0,0,0
UI-CharacterCreate-LargeButton,6018,837,108,41,1,109,79,120,10081,0,0,0,0
UI-CharacterCreate-Metal-Finery-Corner,6019,837,56,49,111,167,40,89,10082,0,0,0,0
UI-CharacterCreate-Metal-Small-Finery,6020,837,35,32,111,146,1,33,10083,0,0,0,0
UI-CharacterCreate-PadLock,6021,837,63,76,169,232,40,116,10084,0,0,0,0
UI-Character-Info-Paladin-BG,6022,838,197,355,200,397,1,356,10085,0,0,0,0
UI-Character-Info-Priest-BG,6024,838,197,355,200,397,358,713,10166,0,0,0,0
UI-Character-Info-Warlock-BG,6025,838,197,355,598,795,1,356,10167,0,0,0,0
UI-Character-Info-Line-Bounce,6028,838,157,19,1,158,788,807,10170,0,0,0,0
UI-Character-Info-Shaman-BG,6029,838,197,355,399,596,358,713,10171,0,0,0,0
UI-Character-Info-ItemLevel-Bounce,6030,838,162,29,1,163,757,786,10172,0,0,0,0
UI-Character-Info-Warrior-BG,6032,838,197,355,797,994,1,356,10173,0,0,0,0
UI-Character-Info-Title,6033,838,196,40,1,197,715,755,10174,0,0,0,0
UI-Character-Info-Mage-BG,6034,838,197,355,1,198,1,356,10175,0,0,0,0
UI-Character-Info-Rogue-BG,6035,838,197,355,399,596,1,356,10176,0,0,0,0
UI-Character-Info-Monk-BG,6036,838,197,355,1,198,358,713,10177,0,0,0,0
UI-Character-Info-DeathKnight-BG,6037,839,197,355,1,198,1,356,10178,0,0,0,0
UI-Character-Info-DemonHunter-BG,6038,839,197,355,200,397,1,356,10179,0,0,0,0
UI-Character-Info-Druid-BG,6039,839,197,355,399,596,1,356,10180,0,0,0,0
UI-Character-Info-Hunter-BG,6040,839,197,355,598,795,1,356,10181,0,0,0,0
Relic-SlotBG-Glass,6041,607,34,34,981,1015,37,71,10161,0,0,0,0
loottab-set-itemborder-artifact,6042,822,41,41,1,42,44,85,10162,0,0,0,0
loottab-set-itemborder-white,6043,822,41,41,87,128,44,85,10163,0,0,0,0
loottab-set-itemborder-orange,6044,822,41,41,44,85,44,85,10164,0,0,0,0
Artifacts-BG-Shadow,6045,840,896,615,1,897,1,616,10165,0,0,0,0
worldquest-questmarker-rare-down,6046,743,20,20,482,502,1,21,10159,0,0,0,0
worldquest-questmarker-rare,6047,743,20,20,460,480,1,21,10160,0,0,0,0
poi-majorcity,6049,647,32,32,270,302,270,302,10168,0,0,0,0
poi-town,6050,647,32,32,304,336,270,302,10169,0,0,0,0
pvpqueue-bg-alliance,6051,841,322,229,1,323,1,230,10186,0,0,0,0
pvpqueue-bg-horde,6052,842,322,229,1,323,1,230,10187,0,0,0,0
honorsystem-prestige-smallwreath,6053,696,89,53,902,991,1,54,10185,0,0,0,0
orderhall-commandbar-mapbutton-down,6054,762,27,27,60,87,28,55,10182,0,0,0,0
orderhall-commandbar-mapbutton-up,6055,762,27,27,89,116,28,55,10183,0,0,0,0
worldquest-tracker-bg-noemissary,6056,743,30,30,384,414,1,31,10184,0,0,0,0
Quest-Alliance-WaxSeal,6057,843,97,90,1,98,819,909,10239,0,0,0,0
Quest-Horde-WaxSeal,6058,843,97,90,1,98,911,1001,10240,0,0,0,0
QuestBG-Alliance,6059,843,299,407,1,300,1,408,10241,0,0,0,0
QuestBG-Horde,6060,843,299,407,1,300,410,817,10242,0,0,0,0
insetshadow,6062,844,510,395,1,511,1,396,10291,0,0,0,0
ChallengeMode-guild-background,6063,569,250,110,397,647,1,111,10245,0,0,0,0
ChallengeMode-RankLineDivider,6064,569,193,9,397,590,284,293,10246,0,0,0,0
_Talent-green-glow,6068,110,16,16,0,16,64,80,10292,0,0,4,0
legionmission-lock,6072,783,32,42,212,244,53,95,10251,0,0,0,0
honorsystem-prestige-rewardline,6076,696,276,1,603,879,433,434,10255,0,0,0,0
orderhalltalents-done-checkmark,6085,758,40,35,1,41,215,250,10188,0,0,0,0
orderhalltalents-done-glow,6086,758,146,146,1,147,1,147,10189,0,0,0,0
map-icon-ignored-blueexclaimation,6088,647,32,32,236,268,372,404,10190,0,0,0,0
map-icon-ignored-bluequestion,6089,647,32,32,236,268,406,438,10191,0,0,0,0
map-icon-deathknightclasshall,6090,647,64,64,265,329,1,65,10256,0,0,0,0
Dungeon,6091,647,22,22,194,216,67,89,10192,0,0,0,0
Raid,6092,647,22,22,218,240,67,89,10193,0,0,0,0
map-icon-SuramarDoor.tga,6093,647,32,32,236,268,338,370,10210,0,0,0,0
ClassTrial-Shaman-Ring,6094,833,188,188,761,949,348,536,10252,0,0,0,0
Mobile-BonusIcon,6095,846,128,128,391,519,1,129,10211,0,0,0,0
Mobile-CombatBadgeIcon,6096,846,128,128,651,779,1,129,10212,0,0,0,0
Mobile-CombatIcon,6097,846,128,128,781,909,1,129,10213,0,0,0,0
Mobile-LegendaryQuestIcon,6098,846,128,128,651,779,131,259,10214,0,0,0,0
Mobile-QuestIcon,6099,846,128,128,391,519,261,389,10215,0,0,0,0
Mobile-TreasureIcon,6100,846,128,128,261,389,391,519,10216,0,0,0,0
ClassHall_StoneFrame-BackgroundTile,6101,847,256,256,0,256,0,256,10217,0,0,6,0
ClassHall_InfoBoxMission-BackgroundTile,6102,848,256,256,0,256,0,256,10218,0,0,6,0
StoneFrameCorner-TopLeft,6103,849,42,40,461,503,61,101,10219,0,0,0,0
ClassHall-Circle-Mage,6104,849,90,88,1,91,421,509,10220,0,0,0,0
_StoneFrameTile-Bottom,6105,849,512,28,0,512,1,29,10221,0,0,4,0
_StoneFrameTile-Top,6106,849,512,28,0,512,31,59,10222,0,0,4,0
ClassHall-Circle-DeathKnight,6107,849,90,88,1,91,61,149,10223,0,0,0,0
ClassHall-Circle-Hunter,6108,849,90,88,1,91,331,419,10224,0,0,0,0
ClassHall-Circle-Warrior,6109,849,90,88,93,183,331,419,10225,0,0,0,0
ClassHall-Circle-Druid,6110,849,90,88,1,91,241,329,10226,0,0,0,0
ClassHall-Circle-Warlock,6111,849,90,88,93,183,241,329,10227,0,0,0,0
ClassHall-Circle-Shaman,6112,849,90,88,93,183,151,239,10228,0,0,0,0
ClassHall-Circle-Rogue,6113,849,90,88,369,459,61,149,10229,0,0,0,0
ClassHall-Circle-Monk,6114,849,90,88,93,183,61,149,10230,0,0,0,0
ClassHall-Circle-DemonHunter,6115,849,90,88,1,91,151,239,10231,0,0,0,0
ClassHall-Circle-Priest,6116,849,90,88,277,367,61,149,10232,0,0,0,0
