ID,RankIndex,SpellID,AuraPointsOverride,SoulbindConduitID
2240,6,339259,43,154
2241,7,339259,46,154
2242,8,339259,49,154
2243,9,339259,52,154
2244,10,339259,55,154
2245,11,339259,58,154
2246,12,339259,61,154
2247,13,339259,64,154
2248,14,339259,67,154
2259,0,339264,-3,157
2260,0,339265,10,158
2261,1,339265,11,158
2262,2,339265,12,158
2263,3,339265,13,158
2264,4,339265,14,158
2265,5,339265,15,158
2266,6,339265,16,158
2267,7,339265,17,158
2268,8,339265,18,158
2269,9,339265,19,158
2270,10,339265,20,158
2271,11,339265,21,158
2272,12,339265,22,158
2273,13,339265,23,158
2274,14,339265,24,158
2275,0,339268,50,159
2276,1,339268,55,159
2277,2,339268,60,159
2278,3,339268,65,159
2279,4,339268,70,159
2280,5,339268,75,159
2281,6,339268,80,159
2282,7,339268,85,159
2283,8,339268,90,159
2284,9,339268,95,159
2285,10,339268,100,159
2286,11,339268,105,159
2287,12,339268,110,159
2288,13,339268,115,159
2289,14,339268,120,159
2290,0,339272,0,160
2291,1,339272,-1000,160
2292,2,339272,-2000,160
2293,3,339272,-3000,160
2294,4,339272,-4000,160
2295,5,339272,-5000,160
2296,6,339272,-6000,160
2297,7,339272,-7000,160
2298,8,339272,-8000,160
2299,9,339272,-9000,160
2300,10,339272,-10000,160
2301,11,339272,-11000,160
2302,12,339272,-12000,160
2303,13,339272,-13000,160
2304,14,339272,-14000,160
2305,0,339292,-40,161
2306,1,339292,-44,161
2307,2,339292,-48,161
2308,3,339292,-52,161
2309,4,339292,-56,161
2310,5,339292,-60,161
2311,6,339292,-64,161
2312,7,339292,-68,161
2313,8,339292,-72,161
2314,9,339292,-76,161
2315,10,339292,-80,161
2316,11,339292,-84,161
2317,12,339292,-88,161
2318,13,339292,-92,161
2319,14,339292,-96,161
2320,1,339264,-3.5,157
2321,2,339264,-4,157
2322,3,339264,-4.5,157
2323,4,339264,-5,157
2324,5,339264,-5.5,157
2325,6,339264,-6,157
2326,7,339264,-6.5,157
2327,8,339264,-7,157
2328,9,339264,-7.5,157
2329,10,339264,-8,157
2330,11,339264,-8.5,157
2331,12,339264,-9,157
2332,13,339264,-9.5,157
2333,14,339264,-10,157
2334,0,339282,44,162
2335,1,339282,48,162
2336,2,339282,52,162
2337,3,339282,56,162
2338,4,339282,60,162
2339,5,339282,64,162
2340,6,339282,68,162
2341,7,339282,72,162
2342,8,339282,76,162
2343,9,339282,80,162
2344,10,339282,84,162
2345,11,339282,88,162
2346,12,339282,92,162
2347,13,339282,96,162
2348,14,339282,100,162
2349,0,339316,5,163
2350,1,339316,5.5,163
2351,2,339316,6,163
2352,3,339316,6.5,163
2353,4,339316,7,163
2354,5,339316,7.5,163
2355,6,339316,8,163
2356,7,339316,8.5,163
2357,8,339316,9,163
2358,9,339316,9.5,163
2359,10,339316,10,163
2360,11,339316,10.5,163
2361,12,339316,11,163
2362,13,339316,11.5,163
2363,14,339316,12,163
2364,0,339371,32,164
2365,1,339371,35.2,164
2366,2,339371,38.4,164
2367,3,339371,41.6,164
2368,4,339371,44.8,164
2369,5,339371,48,164
2370,6,339371,51.2,164
2371,7,339371,54.4,164
2372,8,339371,57.6,164
2373,9,339371,60.8,164
2374,10,339371,64,164
2375,11,339371,67.2,164
2376,12,339371,70.4,164
2377,13,339371,73.6,164
2378,14,339371,76.8,164
2379,0,339370,2.25,165
2380,1,339370,2.4,165
2381,2,339370,2.55,165
2382,3,339370,2.7,165
2383,4,339370,2.85,165
2384,5,339370,3,165
2385,6,339370,3.15,165
2386,7,339370,3.3,165
2387,8,339370,3.45,165
2388,9,339370,3.6,165
2389,10,339370,3.75,165
2390,11,339370,3.9,165
2391,12,339370,4.05,165
2392,13,339370,4.2,165
2393,14,339370,4.35,165
2394,0,339377,-10000,166
2395,0,339374,13,167
2396,1,339374,14.3,167
2397,2,339374,15.6,167
2398,3,339374,16.9,167
2399,4,339374,18.2,167
2400,5,339374,19.5,167
2401,6,339374,20.8,167
2402,7,339374,22.1,167
2403,8,339374,23.4,167
2404,9,339374,24.7,167
2405,10,339374,26,167
2406,11,339374,27.3,167
2407,12,339374,28.6,167
2408,13,339374,29.9,167
2409,14,339374,31.2,167
2410,1,339377,-11500,166
2411,2,339377,-13000,166
2412,3,339377,-14500,166
2413,4,339377,-16000,166
2414,5,339377,-17500,166
2415,6,339377,-19000,166
2416,7,339377,-20500,166
2417,8,339377,-23000,166
2418,9,339377,-24500,166
2419,10,339377,-26000,166
2420,11,339377,-27500,166
2421,12,339377,-29000,166
2422,13,339377,-30500,166
2423,14,339377,-32000,166
2424,0,339379,100,168
2425,1,339379,105,168
2426,2,339379,110,168
2427,3,339379,115,168
2428,4,339379,120,168
2429,5,339379,125,168
2430,6,339379,130,168
2431,7,339379,135,168
2432,8,339379,140,168
2433,9,339379,145,168
2434,10,339379,150,168
2435,11,339379,155,168
2436,12,339379,160,168
2437,13,339379,165,168
2438,14,339379,170,168
2439,0,339386,10,169
2440,1,339386,11,169
2441,2,339386,12,169
2442,3,339386,13,169
2443,4,339386,14,169
2444,5,339386,15,169
2445,6,339386,16,169
2446,7,339386,17,169
2447,8,339386,18,169
2448,9,339386,19,169
2449,10,339386,20,169
2450,11,339386,21,169
2451,12,339386,22,169
2452,13,339386,23,169
2453,14,339386,24,169
2454,0,339399,10,170
2455,1,339399,11,170
2456,2,339399,12,170
2457,3,339399,13.5,170
2458,4,339399,14.5,170
2459,5,339399,16,170
2460,6,339399,17.5,170
2461,7,339399,19,170
2462,8,339399,20.5,170
2463,9,339399,22,170
2464,10,339399,23.5,170
2465,11,339399,25,170
2466,12,339399,26.5,170
2467,13,339399,28,170
2468,14,339399,30,170
2469,0,339411,30,171
2470,1,339411,33,171
2471,2,339411,36,171
2472,3,339411,39,171
2473,4,339411,42,171
2474,5,339411,45,171
2475,6,339411,48,171
2476,7,339411,51,171
2477,8,339411,54,171
2478,9,339411,57,171
2479,10,339411,60,171
2480,11,339411,63,171
2481,12,339411,66,171
2482,13,339411,69,171
2483,14,339411,72,171
2484,0,339423,30,172
2485,1,339423,36,172
2486,2,339423,39,172
2487,3,339423,42,172
2488,4,339423,45,172
2489,5,339423,48,172
2490,6,339423,51,172
2491,7,339423,54,172
2492,8,339423,57,172
2493,9,339423,60,172
2494,10,339423,63,172
2495,11,339423,66,172
2496,12,339423,69,172
2497,13,339423,72,172
2498,14,339423,75,172
2499,0,339459,-3,173
2500,1,339459,-3.8,173
2501,2,339459,-4.6,173
2502,3,339459,-5.4,173
2503,4,339459,-6.2,173
2504,5,339459,-7,173
2505,6,339459,-7.8,173
2506,7,339459,-8.6,173
2507,8,339459,-9.4,173
2508,9,339459,-10.2,173
2509,10,339459,-11,173
2510,11,339459,-11.8,173
2511,12,339459,-12.6,173
2512,13,339459,-13.4,173
2513,14,339459,-14.2,173
2514,0,339455,3,174
2515,1,339455,3.2,174
2516,2,339455,3.4,174
2517,3,339455,3.6,174
2518,4,339455,3.8,174
2519,5,339455,4,174
2520,6,339455,4.2,174
2521,7,339455,4.4,174
2522,8,339455,4.6,174
2523,9,339455,4.8,174
2524,10,339455,5,174
2525,11,339455,5.2,174
2526,12,339455,5.4,174
2527,13,339455,5.6,174
2528,14,339455,5.8,174
2529,0,339495,5,175
2530,1,339495,6,175
2531,2,339495,7,175
2532,3,339495,8,175
2533,4,339495,9,175
2534,5,339495,10,175
2535,6,339495,11,175
2536,7,339495,12,175
2537,8,339495,13,175
2538,9,339495,14,175
2539,10,339495,15,175
2540,11,339495,16,175
2541,12,339495,17,175
2542,13,339495,18,175
2543,14,339495,19,175
2544,0,339531,30,176
2545,1,339531,33,176
2546,2,339531,36,176
2547,3,339531,39,176
2548,4,339531,42,176
2549,5,339531,45,176
2550,6,339531,48,176
2551,7,339531,51,176
2552,8,339531,54,176
2553,9,339531,57,176
2554,10,339531,60,176
2555,11,339531,63,176
2556,12,339531,66,176
2557,13,339531,69,176
2558,14,339531,72,176
2559,0,339570,30,177
2560,1,339570,33,177
2561,2,339570,36,177
2562,3,339570,39,177
2563,4,339570,42,177
2564,5,339570,45,177
2565,6,339570,48,177
2566,7,339570,51,177
2567,8,339570,54,177
2568,9,339570,57,177
2569,10,339570,60,177
2570,11,339570,63,177
2571,12,339570,66,177
2572,13,339570,69,177
2573,14,339570,72,177
2574,0,339558,-16000,178
2575,1,339558,-17000,178
2576,2,339558,-18000,178
2577,3,339558,-19000,178
2578,4,339558,-20000,178
2579,5,339558,-21000,178
2580,6,339558,-22000,178
2581,7,339558,-23000,178
2582,8,339558,-24000,178
2583,9,339558,-25000,178
2584,10,339558,-26000,178
2585,11,339558,-27000,178
2586,12,339558,-28000,178
2587,13,339558,-29000,178
2588,14,339558,-30000,178
2589,0,339587,-5,179
2590,1,339587,-5.5,179
2591,2,339587,-6,179
2592,3,339587,-6.5,179
2593,4,339587,-7,179
2594,5,339587,-7.5,179
2595,6,339587,-8,179
2596,7,339587,-8.5,179
2597,8,339587,-9,179
2598,9,339587,-9.5,179
2599,10,339587,-10,179
2600,11,339587,-10.5,179
2601,12,339587,-11,179
2602,13,339587,-11.5,179
2603,14,339587,-12,179
2604,0,339644,30,180
2605,1,339644,31,180
2606,2,339644,32,180
2607,3,339644,33,180
2608,4,339644,34,180
2609,5,339644,35,180
2610,6,339644,36,180
2611,7,339644,37,180
2612,8,339644,38,180
2613,9,339644,39,180
2614,10,339644,40,180
2615,11,339644,41,180
2616,12,339644,42,180
2617,13,339644,43,180
2618,14,339644,45,180
2619,0,339651,-20,181
2620,1,339651,-22,181
2621,2,339651,-24,181
2622,3,339651,-27,181
2623,4,339651,-29,181
2624,5,339651,-31,181
2625,6,339651,-33,181
2626,7,339651,-36,181
2627,8,339651,-38,181
2628,9,339651,-40,181
2629,10,339651,-42,181
2630,11,339651,-44,181
2631,12,339651,-46,181
2632,13,339651,-48,181
2633,14,339651,-50,181
2634,0,339518,8,182
2635,1,339518,8.8,182
2636,2,339518,9.6,182
2637,3,339518,10.4,182
2638,4,339518,11.2,182
2639,5,339518,12,182
2640,6,339518,12.8,182
2641,7,339518,13.6,182
2642,8,339518,14.4,182
2643,9,339518,15.2,182
2644,10,339518,16,182
2645,11,339518,16.8,182
2646,12,339518,17.6,182
2647,13,339518,18.4,182
2648,14,339518,19.2,182
2649,0,339704,10,183
2650,1,339704,12,183
2651,2,339704,14,183
2652,3,339704,16,183
2653,4,339704,18,183
2654,5,339704,20,183
2655,6,339704,22,183
2656,7,339704,25,183
2657,8,339704,27,183
2658,9,339704,29,183
2659,10,339704,31,183
2660,11,339704,34,183
2661,12,339704,36,183
2662,13,339704,38,183
2663,14,339704,40,183
2664,0,339712,4,184
2665,1,339712,4.4,184
2666,2,339712,4.8,184
2667,3,339712,5.2,184
2668,4,339712,5.6,184
2669,5,339712,6,184
2670,6,339712,6.4,184
2671,7,339712,6.8,184
2672,8,339712,7.2,184
2673,9,339712,7.6,184
2674,10,339712,8,184
2675,11,339712,8.4,184
2676,12,339712,8.8,184
2677,13,339712,9.2,184
2678,14,339712,9.6,184
2679,0,339750,1,185
2680,1,339750,1.5,185
2681,2,339750,2,185
2682,3,339750,2.5,185
2683,4,339750,3,185
2684,5,339750,3.5,185
2685,6,339750,4,185
2686,7,339750,4.5,185
2687,8,339750,5,185
2688,9,339750,5.5,185
2689,10,339750,6,185
2690,11,339750,6.5,185
2691,12,339750,7,185
2692,13,339750,7.5,185
2693,14,339750,8,185
2694,0,339818,12,186
2695,1,339818,13.2,186
2696,2,339818,14.4,186
2697,3,339818,15.6,186
2698,4,339818,16.8,186
2699,5,339818,18,186
2700,6,339818,19.2,186
2701,7,339818,20.4,186
2702,8,339818,21.6,186
2703,9,339818,22.8,186
2704,10,339818,24,186
2705,11,339818,25.2,186
2706,12,339818,26.4,186
2707,13,339818,27.6,186
2708,14,339818,28.8,186
2709,0,339895,-85,187
2710,1,339895,-83.5,187
2711,2,339895,-82,187
2712,3,339895,-80.5,187
2713,4,339895,-79,187
2714,5,339895,-77.5,187
2715,6,339895,-76,187
2716,7,339895,-74.5,187
2717,8,339895,-73,187
2718,9,339895,-71.5,187
2719,10,339895,-70,187
2720,11,339895,-68.5,187
2721,12,339895,-67,187
2722,13,339895,-65.5,187
2723,14,339895,-64,187
2724,0,339920,20,188
2725,1,339920,22,188
2726,2,339920,24,188
2727,3,339920,27,188
2728,4,339920,29,188
2729,5,339920,31,188
2730,6,339920,33,188
2731,7,339920,36,188
2732,8,339920,38,188
2733,9,339920,40,188
2734,10,339920,42,188
2735,11,339920,44,188
2736,12,339920,46,188
2737,13,339920,48,188
2738,14,339920,50,188
2739,0,339924,3,189
2740,1,339924,3.25,189
2741,2,339924,3.5,189
2742,3,339924,4,189
2743,4,339924,4.25,189
2744,5,339924,4.5,189
2745,6,339924,4.75,189
2746,7,339924,5.25,189
2747,8,339924,5.5,189
2748,9,339924,5.75,189
2749,10,339924,6,189
2750,11,339924,6.25,189
2751,12,339924,6.5,189
2752,13,339924,6.75,189
2753,14,339924,7,189
2754,0,339939,4,190
2755,1,339939,6,190
2756,2,339939,8,190
2757,3,339939,10,190
2758,4,339939,12,190
2759,5,339939,14,190
2760,6,339939,16,190
2761,7,339939,18,190
2762,8,339939,20,190
2763,9,339939,22,190
2764,10,339939,24,190
2765,11,339939,26,190
2766,12,339939,28,190
2767,13,339939,30,190
2768,14,339939,32,190
2769,0,339948,-5000,191
2770,1,339948,-5500,191
2771,2,339948,-6000,191
2772,3,339948,-6500,191
2773,4,339948,-7000,191
2774,5,339948,-7500,191
2775,6,339948,-8000,191
2776,7,339948,-8500,191
2777,8,339948,-9000,191
2778,9,339948,-9500,191
2779,10,339948,-10000,191
2780,11,339948,-10500,191
2781,12,339948,-11000,191
2782,13,339948,-11500,191
2783,14,339948,-12000,191
2784,0,339973,5,192
2785,0,339984,5,193
2786,1,339984,5.5,193
2787,2,339984,6,193
2788,3,339984,6.5,193
2789,4,339984,7,193
2790,5,339984,7.5,193
2791,6,339984,8,193
2792,7,339984,8.5,193
2793,8,339984,9,193
2794,9,339984,9.5,193
2795,10,339984,10,193
2796,11,339984,10.5,193
2797,12,339984,11,193
2798,13,339984,11.5,193
2799,14,339984,12,193
2800,1,339973,6,192
2801,2,339973,7,192
2802,3,339973,8,192
2803,4,339973,9,192
2804,5,339973,10,192
2805,6,339973,11,192
2806,7,339973,13,192
2807,8,339973,14,192
2808,9,339973,15,192
2809,10,339973,16,192
2810,11,339973,17,192
2811,12,339973,18,192
2812,13,339973,19,192
2813,14,339973,20,192
2814,0,339987,5,194
2815,1,339987,5.5,194
2816,2,339987,6,194
2817,3,339987,6.5,194
2818,4,339987,7,194
2819,5,339987,7.5,194
2820,6,339987,8,194
2821,7,339987,8.5,194
2822,8,339987,9,194
2823,9,339987,9.5,194
2824,10,339987,10,194
2825,11,339987,10.5,194
2826,12,339987,11,194
2827,13,339987,11.5,194
2828,14,339987,12,194
2829,0,340006,3,195
2830,1,340006,3.3,195
2831,2,340006,3.6,195
2832,3,340006,3.9,195
2833,4,340006,4.2,195
2834,5,340006,4.5,195
2835,6,340006,4.8,195
2836,7,340006,5.1,195
2837,8,340006,5.4,195
2838,9,340006,5.7,195
2839,10,340006,6,195
2840,11,340006,6.3,195
2841,12,340006,6.6,195
2842,13,340006,6.9,195
2843,14,340006,7.2,195
2844,0,340012,15,196
2845,1,340012,16.5,196
2846,2,340012,18,196
2847,3,340012,19.5,196
2848,4,340012,21,196
2849,5,340012,22.5,196
2850,6,340012,24,196
2851,7,340012,25.5,196
2852,8,340012,27,196
2853,9,340012,28.5,196
2854,10,340012,30,196
2855,11,340012,31.5,196
2856,12,340012,33,196
2857,13,340012,34.5,196
2858,14,340012,36,196
2859,0,340023,1,197
2860,1,340023,1.1,197
2861,2,340023,1.2,197
2862,3,340023,1.3,197
2863,4,340023,1.4,197
2864,5,340023,1.5,197
2865,6,340023,1.6,197
2866,7,340023,1.7,197
2867,8,340023,1.8,197
2868,9,340023,1.9,197
2869,10,340023,2,197
2870,11,340023,2.1,197
2871,12,340023,2.2,197
2872,13,340023,2.3,197
2873,14,340023,2.4,197
2874,0,340028,-5000,198
2875,1,340028,-5500,198
2876,2,340028,-6000,198
2877,3,340028,-6500,198
2878,4,340028,-7000,198
2879,5,340028,-7500,198
2880,6,340028,-8000,198
2881,7,340028,-8500,198
2882,8,340028,-9000,198
2883,9,340028,-9500,198
2884,10,340028,-10000,198
2885,11,340028,-10500,198
2886,12,340028,-11000,198
2887,13,340028,-11500,198
2888,14,340028,-12000,198
2889,0,340033,5,199
2890,1,340033,6,199
2891,2,340033,7,199
2892,3,340033,8,199
2893,4,340033,10,199
2894,5,340033,11,199
2895,6,340033,12,199
2896,7,340033,13,199
2897,8,340033,14,199
2898,9,340033,15,199
2899,10,340033,16,199
2900,11,340033,17,199
2901,12,340033,18,199
2902,13,340033,19,199
2903,14,340033,20,199
2904,0,340063,1000,200
2905,1,340063,2000,200
2906,2,340063,3000,200
2907,3,340063,4000,200
2908,4,340063,5000,200
2909,5,340063,6000,200
2910,6,340063,7000,200
2911,7,340063,8000,200
2912,8,340063,9000,200
2913,9,340063,10000,200
2914,10,340063,11000,200
2915,11,340063,12000,200
2916,12,340063,13000,200
2917,13,340063,14000,200
2918,14,340063,15000,200
2919,0,339481,4000,201
2920,1,339481,4400,201
2921,2,339481,4800,201
2922,3,339481,5200,201
2923,4,339481,5600,201
2924,5,339481,6000,201
2925,6,339481,6400,201
2926,7,339481,6800,201
2927,8,339481,7200,201
2928,9,339481,7600,201
2929,10,339481,8000,201
2930,11,339481,8400,201
2931,12,339481,8800,201
2932,13,339481,9200,201
2933,14,339481,9600,201
2934,0,339500,7,202
2935,1,339500,7.7,202
2936,2,339500,8.4,202
2937,3,339500,9.1,202
2938,4,339500,9.8,202
2939,5,339500,10.5,202
2940,6,339500,11.2,202
2941,7,339500,11.9,202
2942,8,339500,12.6,202
2943,9,339500,13.3,202
2944,10,339500,14,202
2945,11,339500,14.7,202
2946,12,339500,15.4,202
2947,13,339500,16.1,202
2948,14,339500,16.8,202
2949,0,339576,5,203
2950,1,339576,5.5,203
2951,2,339576,6,203
2952,3,339576,6.5,203
2953,4,339576,7,203
2954,5,339576,7.5,203
2955,6,339576,8,203
2956,7,339576,8.5,203
2957,8,339576,9,203
2958,9,339576,9.5,203
2959,10,339576,10,203
2960,11,339576,10.5,203
2961,12,339576,11,203
2962,13,339576,11.5,203
2963,0,339578,16,204
2964,1,339578,17.6,204
2965,2,339578,19.2,204
2966,3,339578,20.8,204
2967,4,339578,22.4,204
2968,5,339578,24,204
2969,6,339578,25.6,204
2970,7,339578,27.2,204
2971,8,339578,28.8,204
2972,9,339578,30.4,204
2973,10,339578,32,204
2974,11,339578,33.6,204
2975,12,339578,35.2,204
2976,13,339578,36.8,204
2977,14,339578,38.4,204
2978,0,339656,3,205
2979,1,339656,3.3,205
2980,2,339656,3.6,205
2981,3,339656,3.9,205
2982,4,339656,4.2,205
2983,5,339656,4.5,205
2984,6,339656,4.8,205
2985,7,339656,5.1,205
2986,8,339656,5.4,205
2987,9,339656,5.7,205
2988,10,339656,6,205
2989,11,339656,6.3,205
2990,12,339656,6.6,205
2991,13,339656,6.9,205
2992,14,339656,7.2,205
2993,0,339766,10,206
2994,1,339766,11,206
2995,2,339766,12,206
2996,3,339766,13,206
2997,4,339766,14,206
2998,5,339766,15,206
2999,6,339766,16,206
3000,7,339766,17,206
3001,8,339766,18,206
3002,9,339766,19,206
3003,10,339766,20,206
3004,11,339766,21,206
3005,12,339766,22,206
3006,13,339766,23,206
3007,14,339766,24,206
3008,0,339845,7.5,207
3009,1,339845,8.25,207
3010,2,339845,9,207
3011,3,339845,9.75,207
3012,4,339845,10.5,207
3013,5,339845,11.25,207
3014,6,339845,12,207
3015,7,339845,12.75,207
3016,8,339845,13.5,207
3017,9,339845,14.25,207
3018,10,339845,15,207
3019,11,339845,15.75,207
3020,12,339845,16.5,207
3021,13,339845,17.25,207
3022,14,339845,18,207
3023,0,339890,10,208
3024,1,339890,11,208
3025,2,339890,12,208
3026,3,339890,13,208
3027,4,339890,14,208
3028,5,339890,15,208
3029,6,339890,16,208
3030,7,339890,17,208
3031,8,339890,18,208
3032,9,339890,19,208
3033,10,339890,20,208
3034,11,339890,21,208
3035,12,339890,22,208
3036,13,339890,23,208
3037,14,339890,24,208
3038,0,340030,-15000,209
3039,1,340030,-16500,209
3040,2,340030,-18000,209
3041,3,340030,-19500,209
3042,4,340030,-21000,209
3043,5,340030,-22500,209
3044,6,340030,-24000,209
3045,7,340030,-25500,209
3046,8,340030,-27000,209
3047,9,340030,-28500,209
3048,10,340030,-30000,209
3049,11,340030,-31500,209
3050,12,340030,-33000,209
3051,13,340030,-34500,209
3052,14,340030,-36000,209
3053,0,340185,25,210
3054,1,340185,27.5,210
3055,2,340185,30,210
3056,3,340185,32.5,210
3057,4,340185,35,210
3058,5,340185,37.5,210
3059,6,340185,40,210
3060,7,340185,42.5,210
3061,8,340185,45,210
3062,9,340185,47.5,210
3063,10,340185,50,210
3064,11,340185,52.5,210
3065,12,340185,55,210
3066,13,340185,57.5,210
3067,14,340185,60,210
3068,0,339892,4,211
3069,1,339892,4.4,211
3070,2,339892,4.8,211
3071,3,339892,5.2,211
3072,4,339892,5.6,211
3073,5,339892,6,211
3074,6,339892,6.4,211
3075,7,339892,6.8,211
3076,8,339892,7.2,211
3077,9,339892,7.6,211
3078,10,339892,8,211
3079,11,339892,8.4,211
3080,12,339892,8.8,211
3081,13,339892,9.2,211
3082,14,339892,9.6,211
3083,0,339896,8,212
3084,1,339896,8.8,212
3085,2,339896,9.6,212
3086,3,339896,10.4,212
3087,4,339896,11.2,212
3088,5,339896,12,212
3089,6,339896,12.8,212
3090,7,339896,13.6,212
3091,8,339896,14.4,212
3092,9,339896,15.2,212
3093,10,339896,16,212
3094,11,339896,16.8,212
3095,12,339896,17.6,212
3096,13,339896,18.4,212
3097,14,339896,19.2,212
3098,0,340192,100,213
3099,1,340192,110,213
3100,2,340192,120,213
3101,3,340192,130,213
3102,4,340192,140,213
3103,5,340192,150,213
3104,6,340192,160,213
3105,7,340192,170,213
3106,8,340192,180,213
3107,9,340192,190,213
3108,10,340192,200,213
3109,11,340192,210,213
3110,12,340192,220,213
3111,13,340192,230,213
3112,14,340192,240,213
3113,0,340041,2,214
3114,1,340041,2.2,214
3115,2,340041,2.4,214
3116,3,340041,2.6,214
3117,4,340041,2.8,214
3118,5,340041,3,214
3119,6,340041,3.2,214
3120,7,340041,3.4,214
3121,8,340041,3.6,214
3122,9,340041,3.8,214
3123,10,340041,4,214
3124,11,340041,4.2,214
3125,12,340041,4.4,214
3126,13,340041,4.6,214
3127,14,340041,4.8,214
3128,0,340212,40,215
3129,1,340212,44,215
3130,2,340212,48,215
3131,3,340212,52,215
3132,4,340212,56,215
3133,5,340212,60,215
3134,6,340212,64,215
3135,7,340212,68,215
3136,8,340212,72,215
3137,9,340212,76,215
3138,10,340212,80,215
3139,11,340212,84,215
3140,12,340212,88,215
3141,13,340212,92,215
3142,14,340212,96,215
3143,0,340218,40,216
3144,1,340218,44,216
3145,2,340218,48,216
3146,3,340218,52,216
3147,4,340218,56,216
3148,5,340218,60,216
3149,6,340218,64,216
3150,7,340218,68,216
3151,8,340218,72,216
3152,9,340218,76,216
3153,10,340218,80,216
3154,11,340218,84,216
3155,12,340218,88,216
3156,13,340218,92,216
3157,14,340218,96,216
3158,0,340229,10,217
3159,1,340229,11,217
3160,2,340229,12,217
3161,3,340229,13,217
3162,4,340229,14,217
3163,5,340229,15,217
3164,6,340229,16,217
3165,7,340229,17,217
3166,8,340229,18,217
3167,9,340229,19,217
3168,10,340229,20,217
3169,11,340229,21,217
3170,12,340229,22,217
3171,13,340229,23,217
3172,14,340229,24,217
3173,0,340268,50,218
3174,1,340268,55,218
3175,2,340268,60,218
3176,3,340268,65,218
3177,4,340268,70,218
3178,5,340268,75,218
3179,6,340268,80,218
3180,7,340268,85,218
3181,8,340268,90,218
3182,9,340268,95,218
3183,10,340268,100,218
3184,11,340268,105,218
3185,12,340268,110,218
3186,13,340268,115,218
3187,14,340268,120,218
3188,0,340316,50,219
3189,1,340316,54,219
3190,2,340316,58,219
3191,3,340316,62,219
3192,4,340316,66,219
3193,5,340316,70,219
3194,6,340316,74,219
3195,7,340316,78,219
3196,8,340316,82,219
3197,9,340316,86,219
3198,10,340316,90,219
3199,11,340316,94,219
3200,12,340316,98,219
3201,13,340316,102,219
3202,14,340316,106,219
3203,0,340348,25,220
3204,1,340348,27.5,220
3205,2,340348,30,220
3206,3,340348,32.5,220
3207,4,340348,35,220
3208,5,340348,37.5,220
3209,6,340348,40,220
3210,7,340348,42.5,220
3211,8,340348,45,220
3212,9,340348,47.5,220
3213,10,340348,50,220
3214,11,340348,52.5,220
3215,12,340348,55,220
3216,13,340348,57.5,220
3217,14,340348,60,220
3218,0,58081,50,221
3219,1,58081,55,221
3220,2,58081,60,221
3221,3,58081,65,221
3222,4,58081,70,221
3223,5,58081,75,221
3224,6,58081,80,221
3225,7,58081,85,221
3226,8,58081,90,221
3227,9,58081,95,221
3228,10,58081,100,221
3229,11,58081,105,221
3230,12,58081,110,221
3231,13,58081,115,221
3232,14,58081,120,221
3233,0,340562,10,222
3234,1,340562,11,222
3235,2,340562,12,222
3236,3,340562,13,222
3237,4,340562,14,222
3238,5,340562,15,222
3239,6,340562,16,222
3240,7,340562,17,222
3241,8,340562,18,222
3242,9,340562,19,222
3243,10,340562,20,222
3244,11,340562,21,222
3245,12,340562,22,222
3246,13,340562,23,222
3247,14,340562,24,222
3248,0,340876,5,223
3249,1,340876,5.5,223
3250,2,340876,6,223
3251,3,340876,6.5,223
3252,4,340876,7,223
3253,5,340876,7.5,223
3254,6,340876,8,223
3255,7,340876,8.5,223
3256,8,340876,9,223
3257,9,340876,9.5,223
3258,10,340876,10,223
3259,11,340876,10.5,223
3260,12,340876,11,223
3261,13,340876,11.5,223
3262,14,340876,12,223
3267,0,341222,3,224
3268,1,341222,3.5,224
3269,2,341222,4,224
3270,3,341222,4.5,224
3271,4,341222,5,224
3272,5,341222,5.5,224
3273,6,341222,6,224
3274,7,341222,6.5,224
3275,8,341222,7,224
3276,9,341222,7.5,224
3277,10,341222,8,224
3278,11,341222,8.5,224
3279,12,341222,9,224
3280,13,341222,9.5,224
3281,14,341222,10,224
3282,0,341264,50,225
3283,0,341246,5,226
3284,1,341246,5.5,226
3285,2,341246,6,226
3286,3,341246,6.5,226
3287,4,341246,7,226
3288,5,341246,7.5,226
3289,6,341246,8,226
3290,7,341246,8.5,226
3291,8,341246,9,226
3292,9,341246,9.5,226
3293,10,341246,10,226
3294,11,341246,10.5,226
3295,12,341246,11,226
3296,13,341246,11.5,226
3297,14,341246,12,226
3298,0,341272,30,227
3299,0,341309,120,228
3300,0,341310,50,229
3301,0,341311,-5,230
3302,0,341312,1,231
3303,0,341529,15,232
3304,0,341531,12,233
3305,0,341532,10,234
3306,0,341534,-20,235
3307,0,341535,2,236
3308,0,341536,7,237
3309,0,341537,10,238
3310,0,341538,9,239
3311,0,341539,10,240
3312,0,341540,9,241
3313,0,341542,3,242
3314,0,341543,10,243
3315,0,341546,15,244
3316,0,341549,8,245
3317,0,341556,4,246
3318,0,341559,1,247
3319,0,341567,18,248
3320,1,341264,55,225
3321,2,341264,60,225
3322,3,341264,65,225
3323,4,341264,70,225
3324,5,341264,75,225
3325,6,341264,80,225
3326,7,341264,85,225
3327,8,341264,90,225
3328,9,341264,95,225
3329,10,341264,100,225
3330,11,341264,105,225
3331,12,341264,110,225
3332,13,341264,115,225
3333,14,341264,120,225
3334,1,341272,33,227
3335,2,341272,36,227
3336,3,341272,39,227
3337,4,341272,42,227
