Name_lang,Pos[0],Pos[1],Pos[2],Rot[0],Rot[1],Rot[2],Rot[3],ID,OwnerID,DisplayID,Flags,Scale,TypeID,PhaseUseFlags,PhaseID,PhaseGroupID,Field_11_0_0_54210_011,PropValue[0],PropValue[1],PropValue[2],PropValue[3],PropValue[4],PropValue[5],PropValue[6],PropValue[7]
The Barrens,92.13162,-57.32769,19.424181,0.063403,0.166318,0.910467,0.373321,19562,1,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Windshear Crag,603.94183,326.38608,47.201893,-0.005131,0.078291,0.994783,-0.065202,19563,1,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Greatwood Vale,603.01935,325.8764,46.724716,0.081867,0.084447,0.73833,0.664105,19564,1,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Sun Rock Retreat,602.85767,327.26562,45.518078,0.118016,-0.007345,0.049178,0.991766,19565,1,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Desolace,602.7847,327.06598,44.975803,0.082431,0.015208,0.025001,0.996167,19566,1,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Stonetalon Peak,602.7691,327.69965,44.49972,0.177768,0.00895,0.024983,0.983715,19567,1,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Barrens,603.3596,325.83636,46.054432,0.034697,0.045045,0.741777,0.668232,19568,1,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
End of Venture Co. Lands,633.42017,359.58853,52.01027,0.139589,0.115725,0.982528,-0.041978,19569,1,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
DANGER!,633.26495,359.89594,51.37481,0.145749,0.068523,0.986307,-0.035498,19570,1,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
KEEP OUT!,633.1233,359.45834,50.913616,0.142918,0.137158,0.979124,-0.045578,19571,1,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Windshear Crag,2397.3997,1168.3392,311.88736,0,0,0.99999,-0.004363,19578,1,388,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Desolace,2397.4067,1168.3405,311.2207,0,0,0.99999,-0.004363,19579,1,388,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Greatwood Vale,2397.3916,1168.3474,310.55405,0,0,0.99999,-0.004363,19580,1,388,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Stonetalon Peak,2397.4807,1168.4906,311.88736,0,0,0.004363,0.99999,19581,1,388,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Sun Rock Retreat,101.51736,-244.5625,8.887939,0,0,1,0,19583,1,309,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Venture Co. Stonetalon Mtns. Project,-248.93294,-992.05145,15.818854,-0.087965,-0.103015,-0.569735,0.810588,19585,1,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Barrens,-4731.7607,-1811.6763,-43.16783,0,0,0.980785,0.19509,19839,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Freewind Post,-4734.3125,-1810.8728,-43.15421,0,0,-0.19509,0.980785,19840,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Shimmering Flats,-4734.326,-1810.8481,-44.04481,0,0,-0.19509,0.980785,19841,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Feralas,-4971.3774,-1716.9895,-59.34569,0,0,0.927184,-0.374607,19842,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Freewind Post,-4973.2056,-1719.1431,-59.318836,0,0,0.374607,0.927184,19843,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Great Lift,-4971.2993,-1718.9219,-59.379177,0,0,0.920505,0.390731,19844,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Barrens,-4971.3306,-1718.8961,-60.207695,0,0,0.920505,0.390731,19845,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Shimmering Flats,-4973.229,-1719.1691,-60.157635,0,0,0.374607,0.927184,19846,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Thalanaar,-4971.366,-1714.0616,-61.341206,-0.314157,0.070458,-0.38768,0.863739,19847,1,388,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Freewind Post,-5342.749,-2338.285,-44.83602,0,0,0.061049,0.998135,19848,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Shimmering Flats,-5341.0464,-2339.327,-44.877216,0,0,0.748956,0.66262,19849,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Tanaris,-5341.033,-2339.3572,-45.70393,0,0,0.748956,0.66262,19850,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Great Lift,-5341.5903,-2336.6365,-44.83345,0,0,-0.66262,0.748956,19851,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Barrens,-5341.5767,-2336.667,-45.66016,0,0,-0.66262,0.748956,19852,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Freewind Post,-5643.9233,-3489.9453,-54.90221,0,0,0.870356,-0.492423,19853,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Barrens,-5643.928,-3489.9485,-55.791096,0,0,0.870356,-0.492423,19854,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Tanaris,-5645.2197,-3492.3877,-54.92171,0,0,0.492424,0.870356,19855,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Barrens,-4389.272,-875.8761,-57.412518,0,0,0.953717,0.300706,19856,1,388,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Shimmering Flats,-4389.2715,-875.87036,-58.02363,0,0,0.953717,0.300706,19857,1,388,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Thalanaar,-4389.352,-875.7172,-57.47801,0,0,0.461749,0.887011,19858,1,388,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Feralas,-4389.2236,-875.8518,-57.464764,0,0,-0.300706,0.953717,19859,1,388,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Maestra's Post,3230.679,233.375,10.209566,0,0,1,0,19863,1,386,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Sentry Point,-3583.7979,-4305.5254,6.547855,0,0,-0.480989,0.876727,21053,1,150,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
North Point Tower,-3583.807,-4305.515,5.9923,0,0,-0.480989,0.876727,21054,1,150,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Barrens,-3583.8103,-4305.494,5.4384,0,0,-0.480989,0.876727,21055,1,150,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Theramore Isle,-3583.856,-4305.6055,6.53555,0,0,0.876727,0.480989,21056,1,150,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Foothold Citadel,-3677.8047,-4399.561,11.207051,0,0,1,0,21057,1,26,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Docks,-3677.7942,-4399.5483,10.704764,0,0,1,0,21058,1,26,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Dustwallow Marsh,-3677.0933,-4397.974,11.161682,0,0,-0.406737,0.913545,21059,1,26,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Docks,-3687.7688,-4472.924,12.328407,0,0,0.93358,0.358368,21060,1,26,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Foothold Citadel,-3686.3582,-4472.838,12.36342,0,0,0.913545,-0.406737,21061,1,26,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Dustwallow Marsh,-3686.5088,-4471.489,12.328407,0,0,-0.34202,0.939693,21062,1,26,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Foothold Citadel,-3790.345,-4507.0464,11.924602,0,0,0.927184,-0.374607,21063,1,26,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Dustwallow Marsh,-3790.346,-4507.0444,11.369046,0,0,0.927184,-0.374607,21064,1,26,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Docks,-3791.746,-4507.053,11.819815,0,0,0.920505,0.390731,21065,1,26,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Docks,-3795.5564,-4403.8687,11.122151,0,0,0.915312,0.402747,21066,1,26,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Foothold Citadel,-3795.583,-4403.8687,10.569907,0,0,0.915312,0.402747,21067,1,26,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Dustwallow Marsh,-3794.1658,-4402.5527,11.137413,0,0,-0.402747,0.915312,21068,1,26,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Theramore Isle,-3417.2012,-4173.4653,10.342324,0,0,0.906308,0.422618,21069,1,150,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Sentry Point,-3417.1633,-4173.411,10.341769,0,0,0.34202,0.939693,21070,1,150,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
North Point Tower,-3417.0442,-4173.357,10.291736,0,0,-0.422618,0.906308,21071,1,150,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Barrens,-3417.0261,-4173.336,9.791736,0,0,-0.422618,0.906308,21072,1,150,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Sentry Point,-2822.0178,-3416.9663,34.12035,0,0,0.996566,0.082808,21073,1,150,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Theramore Isle,-2822.0178,-3416.9663,33.62035,0,0,0.996566,0.082808,21074,1,150,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
North Point Tower,-2822.1235,-3416.8743,34.13194,0,0,0.646124,0.763233,21075,1,150,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Barrens,-2822.0227,-3416.8628,34.136467,0,0,-0.082808,0.996566,21076,1,150,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Shady Rest Inn,-2822.0286,-3416.8438,33.639057,0,0,-0.082808,0.996566,21077,1,150,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
North Point Tower,-3649.6953,-2729.7825,33.786606,0,0,-0.707107,0.707107,21078,1,150,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Theramore Isle,-3649.6948,-2729.784,33.23189,0,0,-0.707107,0.707107,21079,1,150,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Shady Rest Inn,-3649.8137,-2729.6963,33.789036,0,0,0,1,21080,1,150,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Barrens,-3649.8142,-2729.7131,33.241776,0,0,0,1,21081,1,150,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Brackenwall Village,-3367.0227,-3031.3606,34.268734,0,0,0.165048,0.986286,21082,1,309,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Barrens,-3367.5337,-3031.1824,34.238216,0,0,0.814116,0.580703,21083,1,309,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Stonemaul,-3367.5479,-3031.159,33.403416,0,0,0.814116,0.580703,21084,1,309,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Barrens,-3937.7043,-2767.511,36.686012,0,0,0,1,21085,1,309,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Brackenwall Village,-3937.7344,-2767.5193,35.79145,0,0,0,1,21086,1,309,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Stonemaul,-3938.5452,-2767.5095,36.68894,0,0,0.99999,-0.004363,21087,1,309,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
BEWARE!,-4108.3423,-2756.564,35.659363,0,0,0.66262,0.748956,21088,1,309,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
You are entering the Dragonmurk,-4108.2666,-2756.6028,34.719105,0,0,0.66262,0.748956,21089,1,309,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Shady Rest Inn,-3695.8342,-2517.3047,69.23497,0,0,0.043619,0.999048,21509,1,538,0,0.24,5,0,0,0,0,1,1,0,0,0,0,0,0
Southshore Town Hall,-876.55316,-520.6463,12.502098,0,0,-0.697791,0.716302,41195,0,681,0,0.3,5,0,0,0,0,1,1,0,0,0,0,0,0
Cloudweaver's Baskets,-1091.0525,-0.080078,140.53429,0,0,0.999229,0.03926,50484,1,686,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Dawnstrider Enchanters,-1118.2639,38.28472,141.30281,0,0,0.999048,-0.043619,50485,1,687,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Bena's Alchemy,-1103.191,20.783854,140.44069,0,0,0.97237,-0.233445,50486,1,688,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Holistic Herbalism,-1114.5901,5.887695,141.8129,0,0,0.139173,0.990268,50487,1,689,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Thunder Bluff Armorers,-1139.7897,49.542156,143.75037,0,0,-0.199368,0.979925,50488,1,690,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Thunderhorn's Archery,-1161.0348,29.598959,145.61066,0,0,0.58425,0.811574,50489,1,691,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Fruits and Vegetables,-1148.1774,27.095974,144.99536,0,0,0.672367,0.740218,50490,1,692,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Breads and Grains,-1225.5823,81.02919,130.29486,0,0,0.819152,0.573576,50491,1,692,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Thunder Bluff Bank,-1254.9928,51.56603,126.54565,0,0,0.803857,0.594823,50492,1,693,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Karn's Smithy,-1235.284,83.78814,130.11345,0,0,-0.362438,0.932008,50493,1,694,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Hunter Rise,-1266.5813,52.506947,129.36195,0,0,0.186524,0.98245,50494,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Spirit Rise,-1264.0775,53.57091,129.37296,0,0,0.993068,-0.117537,50495,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Elevator to Mulgore,-1265.7632,54.3763,129.30872,0,0,-0.601815,0.798635,50496,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Spirit Rise,-1202.1862,123.82265,137.11035,0,0,-0.716302,0.697791,50497,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Hunter Rise,-1202.2086,121.16396,137.05965,0,0,0.598325,0.801254,50498,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Elevator to Mulgore,-1203.339,123.00977,136.2069,0,0,-0.258819,0.965926,50499,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Spirit Rise,-1284.0603,121.8275,133.54427,0,0,0.989016,-0.147809,50500,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Hunter Rise,-1285.6243,120.10067,133.55188,0,0,0.5373,0.843391,50501,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Elevator to Mulgore,-1285.61,122.69895,133.55022,0,0,-0.619094,0.785317,50502,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Thunder Bluff Weapons,-1277.9774,81.13889,128.41968,0,0,0.438371,0.898794,50503,1,695,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Stonehoof Geology,-1244.4115,137.31076,132.62848,0,0,-0.691513,0.722364,50504,1,694,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Thunder Bluff Civic Information,-1289.7377,131.92264,131.15125,0,0,0.346117,0.938191,50505,1,686,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Elevator to Mulgore,-1102.7157,-1.181695,143.54604,0,0,0.996566,0.082808,50506,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Elder Rise,-1103.9703,-2.260579,143.61357,0,0,0.731354,0.681998,50507,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Elder Rise,-1145.2354,35.185276,146.76666,0,0,0.948324,0.317305,50508,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Elevator to Mulgore,-1145.2307,35.1779,145.93282,0,0,0.948324,0.317305,50509,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Spirit Rise,-1145.6133,37.055393,146.80182,0,0,0.902585,-0.430511,50510,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Spirit Rise,-1128.3883,57.3023,145.35963,0,0,-0.811574,0.58425,50511,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Elder Rise,-1128.1292,54.944935,145.33966,0,0,0.809017,0.587785,50512,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Elevator to Mulgore,-1128.1556,54.989746,144.56783,0,0,0.809017,0.587785,50513,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Spirit Rise,-1104.7897,0.156684,143.5927,0,0,-0.540974,0.841039,50514,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Hunter Rise,-1091.1356,80.93748,142.44557,0,0,-0.806445,0.59131,50515,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Elevator to Mulgore,-1090.9108,78.42771,142.4455,0,0,0.796002,0.605294,50516,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Elder Rise,-1090.9177,78.43278,141.61296,0,0,0.796002,0.605294,50517,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Spirit Rise,-1092.5709,78.86912,142.46529,0,0,0.246153,0.969231,50518,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Elder Rise,-1200.8336,122.65546,137.04572,0,0,1,0,50519,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Elder Rise Drums,-1041.8822,-214.58171,159.21175,0,0,0.993068,0.117537,50520,1,686,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Kodo Steak and Ribs,-1186.8629,-37.385635,162.93393,0,0,0.961262,-0.275637,50521,1,692,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Mountaintop Bait & Tackle,-1174.2428,-73.90321,162.24127,0,0,0.999229,-0.03926,50522,1,692,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Winterhoof Totems,-1183.0826,-56.288197,161.63506,0,0,1,0,50523,1,695,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Aska's Kitchen,-1213.3444,-11.336046,165.76108,0,0,-0.056693,0.998392,50524,1,692,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Thunderhoof's Firearms,-1235.9966,-57.015625,162.78746,0,0,-0.03926,0.999229,50525,1,691,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Spirit Rise,-1238.7231,68.15088,130.34517,0,0,0.913545,-0.406737,50526,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Hunter Rise,-1240.7759,66.28662,130.3937,0,0,0.288196,0.957571,50527,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Elevator to Mulgore,-1240.9929,67.5453,130.41292,0,0,-0.186524,0.98245,50528,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Elder Rise,-1200.5848,-29.923014,166.10602,0,0,0.906308,0.422618,50529,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Hunter Rise,-1202.6339,-29.745605,166.01451,0,0,0.288196,0.957571,50530,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Hunter Rise,-1225.7014,-85.649086,164.64925,0,0,0.288196,0.957571,50531,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Elder Rise,-1223.6205,-86.05252,164.62909,0,0,0.863836,0.503774,50532,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Hunter Rise,-1193.0597,-88.05653,164.62782,0,0,0.461749,0.887011,50533,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Elder Rise,-1191.0688,-87.36138,164.68425,0,0,0.973379,0.2292,50534,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Rainsticks,-1192.9861,-6.213542,165.47139,0,0,0.996566,0.082808,50535,1,695,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Hunter's Hall,-1407.0688,-110.35997,158.87859,0,0,-0.246153,0.969231,50536,1,691,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Hall of Elders,-1064.8375,-241.50461,158.8635,0,0,0.704015,0.710185,50537,1,689,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Hall of Spirits,-1001.3084,230.70503,134.87129,0,0,-0.863836,0.503774,50538,1,688,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Ragetotem Arms,-1231.2389,-42.5523,164.34946,0,0,-0.212178,0.977231,55774,1,695,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Spiritual Healing,-992.8687,211.09361,135.37335,0,0,0.866025,0.5,113528,1,689,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Plaguelands,1802.2327,-364.9755,32.49686,0,0,0.896873,0.442289,146079,0,27,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Undercity,1804.0162,-363.6365,32.49612,0,0,-0.442289,0.896873,146080,0,27,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Brill,1804.0103,-363.64908,31.107813,0,0,-0.442289,0.896873,146081,0,27,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Kuruk's Goods,-1292.922,113.5723,130.94682,0,0,-0.087156,0.996195,148424,1,686,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Trade Goods and Supplies,-1294.6768,99.045006,130.23972,0,0,0.182236,0.983255,148425,1,686,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Hewa's Armory,-1227.5607,45.358616,127.67667,0,0,0.716302,0.69779,148426,1,690,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Gol'Bolar Quarry,-5609.2524,-1502.2723,399.5192,0,0,0.707107,0.707107,149024,0,26,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Gadgetzan,-6947.4062,-3722.053,47.18496,0,0,0.134851,0.990866,151974,1,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Steamwheedle Port,-6947.555,-3721.54,46.576603,0.09497,0.012925,0.13423,0.986304,151975,1,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Shimmering Flats,-6946.256,-3722.2002,45.847218,-0.012925,0.09497,0.986304,-0.13423,151976,1,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Shimmering Flats,-7070.4688,-3756.7808,8.57002,0.095735,-0.004599,-0.047758,0.99425,151977,1,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Gadgetzan,-7070.3335,-3757.641,9.194175,0.070947,0.064444,0.669271,0.73681,151978,1,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Steamwheedle Port,-7069.4478,-3757.3308,9.713327,0,0,0.998848,0.047978,151979,1,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Shimmering Flats,-7079.2803,-3799.448,8.119134,0.095641,0.006269,0.065102,0.993265,151980,1,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Steamwheedle Port,-7078.086,-3800.2825,9.227672,-0.006269,0.095641,0.993265,-0.065102,151981,1,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Gadgetzan,-7078.3276,-3800.165,8.554434,0,0,0.75184,0.659346,151982,1,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Gadgetzan,-6949.264,-4786.346,6.184539,0.094164,0.017878,0.185665,0.977927,151983,1,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Steamwheedle Port,-6948.104,-4786.3726,6.899221,0,0,0.98245,-0.186524,151984,1,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Magus Rimtori's Journal,4258.4316,-6259.3506,92.132545,0,0,-0.681998,0.731354,152098,1,254,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
The Twin Colossals,-4446.3213,2055.25,46.294598,0,0,-0.566406,0.824126,152574,1,388,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Desolace,-4446.338,2055.2341,45.572376,0,0,-0.566406,0.824126,152575,1,388,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Feathermoon Stronghold,-4446.405,2055.3118,46.276386,0,0,0.199368,0.979925,152576,1,388,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
High Wilderness,-4446.407,2055.2405,46.28632,0,0,0.833886,0.551937,152577,1,388,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Lower Wilds,-4446.407,2055.2405,45.61965,0,0,0.833886,0.551937,152578,1,388,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Thousand Needles,-4446.382,2055.2522,44.954006,0,0,0.833886,0.551937,152579,1,388,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Ravenwind,-4445.276,2058.181,44.99755,0.468413,0.332221,-0.472813,0.668331,152580,1,388,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Feathermoon Stronghold,-2481.317,2319.0476,117.02204,0,0,1,0,152581,1,388,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Desolace,-2481.3352,2319.0786,117.02332,0,0,-0.66262,0.748956,152582,1,388,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
High Wilderness,-4394.4985,193.80643,27.958479,0,0,-0.777146,0.62932,152584,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Twin Colossals,-4394.483,193.83333,27.120829,0,0,-0.766044,0.642788,152585,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Desolace,-4394.514,193.68251,26.249012,0,0,-0.763232,0.646124,152586,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Thousand Needles,-4394.076,191.2704,27.999596,0,0,0.816642,0.577145,152587,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Maiden's Fancy - Round trips to Booty Bay,-953.994,-3760.7434,8.048481,0,0,0.969231,0.246153,165549,1,309,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Zeppelin Landing Tower,1303.9392,-4397.7534,29.168783,0,0,-0.688354,0.725375,165557,1,309,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Zeppelin Landing ,1981.6423,249.83855,36.97047,0,0,-0.5,0.866026,165558,0,27,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Styleen's Cart,-7144.597,-3763.433,9.184807,0,0,0.989016,-0.147809,176348,1,3678,0,0.759996,5,0,0,0,0,0,1,0,0,0,0,0,0
Boat to Menethil,6509.1455,799.206,8.217655,0,0,0.598325,0.801254,176364,1,388,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Boat to Teldrassil,6509.1514,799.0731,8.229276,0,0,-0.801254,0.598325,176365,1,388,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Boat to Theramore,-3776.2131,-731.84705,8.311143,0,0,0.868199,0.496216,176369,0,195,0,1,5,1,0,0,0,1,1,0,0,0,0,0,0
Boat to Auberdine,-3776.126,-731.7996,8.288701,0,0,-0.496217,0.868199,176370,0,195,0,1,5,1,0,0,0,1,1,0,0,0,0,0,0
Windshear Crag,930.33875,1054.1626,107.7355,0,0,0.734322,0.678801,176794,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Stonetalon Peak,930.321,1054.1731,106.79142,0,0,0.734322,0.678801,176795,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Desolace,930.0202,1056.9106,106.81854,0,0,-0.688354,0.725374,176796,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
