ID,BattlePetAbilityID,RequiredLevel,SlotEnum,BattlePetSpeciesID
5664,345,4,2,124
5665,347,10,0,124
5666,247,15,1,124
5667,206,20,2,124
5668,110,1,0,238
5669,364,2,1,238
5670,538,4,2,238
5671,193,10,0,238
5672,357,15,1,238
5673,305,20,2,238
5674,445,1,0,289
5675,369,2,1,289
5676,564,4,2,289
5677,449,10,0,289
5678,310,15,1,289
5679,376,20,2,289
5698,113,1,0,172
5699,178,2,1,172
5700,179,4,2,172
5701,501,10,0,172
5702,172,15,1,172
5703,409,20,2,172
5704,119,1,0,754
5705,632,2,1,754
5706,706,4,2,754
5707,420,10,0,754
5708,506,15,1,754
5709,270,20,2,754
5710,115,1,0,179
5711,611,2,1,179
5712,170,4,2,179
5713,122,10,0,179
5714,614,15,1,179
5715,860,20,2,179
5716,115,1,0,757
5717,204,2,1,757
5718,190,4,2,757
5719,122,10,0,757
5720,347,15,1,757
5721,170,20,2,757
5722,115,1,0,758
5723,204,2,1,758
5724,190,4,2,758
5725,122,10,0,758
5726,347,15,1,758
5727,170,20,2,758
5728,115,1,0,169
5729,204,2,1,169
5730,176,4,2,169
5731,122,10,0,169
5732,347,15,1,169
5733,170,20,2,169
5734,110,1,0,206
5735,357,2,1,206
5736,186,4,2,206
5737,383,10,0,206
5738,521,15,1,206
5739,517,20,2,206
5740,115,1,0,819
5741,168,2,1,819
5742,170,4,2,819
5743,122,10,0,819
5744,172,15,1,819
5745,169,20,2,819
5746,115,1,0,818
5747,204,2,1,818
5748,190,4,2,818
5749,122,10,0,818
5750,347,15,1,818
5751,170,20,2,818
5752,115,1,0,817
5753,204,2,1,817
5754,190,4,2,817
5755,122,10,0,817
5756,347,15,1,817
5757,170,20,2,817
5758,515,2,1,153
5759,376,4,2,153
5760,571,10,0,153
5761,594,15,1,153
5762,124,20,2,153
5763,437,1,0,247
5764,492,2,1,247
5765,538,4,2,247
5766,535,10,0,247
5767,436,15,1,247
5768,536,20,2,247
5769,420,1,0,167
5770,743,2,1,167
5771,746,4,2,167
5772,210,10,0,167
5773,745,15,1,167
5774,632,20,2,167
5775,119,1,0,204
5776,318,2,1,204
5777,268,4,2,204
5778,962,10,0,204
5779,630,15,1,204
5780,400,20,2,204
5781,110,1,0,125
5782,310,2,1,125
5783,376,4,2,125
5784,249,10,0,125
5785,123,15,1,125
5786,566,20,2,125
5787,318,2,1,162
5788,303,4,2,162
5789,398,10,0,162
5790,402,15,1,162
5791,745,20,2,162
5792,509,2,1,340
5793,513,4,2,340
5794,419,10,0,340
5795,230,15,1,340
5796,297,20,2,340
5797,503,2,1,196
5798,612,4,2,196
5799,110,10,0,196
5800,611,15,1,196
5801,347,20,2,196
5802,453,2,1,265
5803,628,4,2,265
5804,621,10,0,265
5805,814,15,1,265
5806,644,20,2,265
5807,110,1,0,210
5808,310,2,1,210
5809,377,4,2,210
5810,112,10,0,210
5811,162,15,1,210
5812,568,20,2,210
5813,118,1,0,566
5814,123,2,1,566
5815,497,4,2,566
5816,380,10,0,566
5817,230,15,1,566
5818,297,20,2,566
5819,118,1,0,383
5820,123,2,1,383
5821,497,4,2,383
5822,380,10,0,383
5823,230,15,1,383
5824,297,20,2,383
5825,356,1,0,132
5826,511,2,1,132
5827,513,4,2,132
5828,509,10,0,132
5829,310,15,1,132
5830,273,20,2,132
5831,801,1,0,337
5832,453,2,1,337
5833,628,4,2,337
5834,621,10,0,337
5835,814,15,1,337
5836,644,20,2,337
5837,110,1,0,671
5838,576,2,1,671
5839,159,4,2,671
5840,253,10,0,671
5841,578,15,1,671
5842,377,20,2,671
5843,114,1,0,199
5844,323,2,1,199
5845,299,4,2,199
5846,421,10,0,199
5847,589,15,1,199
5848,476,20,2,199
5849,110,1,0,381
5850,315,2,1,381
5851,283,4,2,381
5852,152,10,0,381
5853,158,15,1,381
5854,566,20,2,381
5855,801,1,0,834
5856,453,2,1,834
5857,628,4,2,834
5858,621,10,0,834
5859,814,15,1,834
5860,644,20,2,834
5867,611,2,1,266
5868,650,4,2,266
5869,648,10,0,266
5870,214,15,1,266
5871,649,20,2,266
5872,429,1,0,505
5873,357,2,1,505
5874,253,4,2,505
5875,563,10,0,505
5876,355,15,1,505
5877,802,20,2,505
5878,113,1,0,128
5879,178,2,1,128
5880,179,4,2,128
5881,501,10,0,128
5882,172,15,1,128
5883,409,20,2,128
5884,119,1,0,127
5885,359,2,1,127
5886,163,4,2,127
5887,360,10,0,127
5888,283,15,1,127
5889,253,20,2,127
5890,110,1,0,723
5891,310,2,1,723
5892,376,4,2,723
5893,249,10,0,723
5894,123,15,1,723
5895,566,20,2,723
5896,493,1,0,118
5897,254,2,1,118
5898,539,4,2,118
5899,163,10,0,118
5900,574,15,1,118
5901,376,20,2,118
5902,356,1,0,416
5903,165,2,1,416
5904,359,4,2,416
5905,355,10,0,416
5906,357,15,1,416
5907,124,20,2,416
5912,529,20,2,192
5913,112,1,0,198
5914,528,2,1,198
5915,413,4,2,198
5916,509,10,0,198
5917,575,15,1,198
5918,529,20,2,198
5919,112,1,0,536
5920,528,2,1,536
5921,413,4,2,536
5922,509,10,0,536
5923,575,15,1,536
5924,529,20,2,536
5925,445,1,0,530
5926,447,2,1,530
5927,450,4,2,530
5928,449,10,0,530
5929,448,15,1,530
5930,369,20,2,530
5931,445,1,0,251
5932,447,2,1,251
5933,450,4,2,251
5934,449,10,0,251
5935,448,15,1,251
5936,369,20,2,251
5937,445,1,0,114
5938,447,2,1,114
5939,450,4,2,114
5940,449,10,0,114
5941,448,15,1,114
5942,369,20,2,114
5943,445,1,0,446
5944,447,2,1,446
5945,450,4,2,446
5946,449,10,0,446
5947,448,15,1,446
5948,369,20,2,446
5949,110,1,0,234
5950,364,2,1,234
5951,538,4,2,234
5952,193,10,0,234
5953,357,15,1,234
5954,305,20,2,234
5955,110,1,0,307
5956,364,2,1,307
5957,538,4,2,307
5958,193,10,0,307
5959,357,15,1,307
5960,305,20,2,307
5961,110,1,0,232
5962,364,2,1,232
5963,538,4,2,232
5964,193,10,0,232
5965,357,15,1,232
5966,305,20,2,232
5967,110,1,0,235
5968,364,2,1,235
5969,538,4,2,235
5970,193,10,0,235
5971,357,15,1,235
5972,305,20,2,235
5973,110,1,0,236
5974,364,2,1,236
5975,538,4,2,236
5976,193,10,0,236
5977,357,15,1,236
5978,305,20,2,236
5979,110,1,0,239
5980,364,2,1,239
5981,538,4,2,239
5982,193,10,0,239
5983,357,15,1,239
5984,305,20,2,239
5985,110,1,0,237
5986,364,2,1,237
5987,538,4,2,237
5988,193,10,0,237
5989,357,15,1,237
5990,305,20,2,237
5991,110,1,0,233
5992,364,2,1,233
5993,538,4,2,233
5994,193,10,0,233
5995,357,15,1,233
5996,305,20,2,233
5997,611,2,1,309
5998,170,4,2,309
5999,515,10,0,309
6000,519,15,1,309
6001,568,20,2,309
6002,394,1,0,855
6003,404,2,1,855
6004,402,4,2,855
6005,398,10,0,855
6006,303,15,1,855
6007,745,20,2,855
6008,119,1,0,856
6009,310,2,1,856
6010,400,4,2,856
6011,630,10,0,856
6012,268,15,1,856
6013,318,20,2,856
6014,413,1,0,253
6015,414,2,1,253
6016,624,4,2,253
6017,509,10,0,253
6018,575,15,1,253
6019,120,20,2,253
6073,826,1,0,650
6074,745,2,1,650
6075,404,4,2,650
6076,419,10,0,650
6077,298,15,1,650
6078,828,20,2,650
6085,499,10,0,126
6086,578,15,1,126
6087,376,20,2,126
6088,493,1,0,170
6089,165,2,1,170
6090,252,4,2,170
6091,499,10,0,170
6092,578,15,1,170
6093,376,20,2,170
6094,493,1,0,171
6095,165,2,1,171
6096,252,4,2,171
6097,499,10,0,171
6098,578,15,1,171
6099,376,20,2,171
6112,118,1,0,868
6113,123,2,1,868
6114,564,4,2,868
6115,419,10,0,868
6116,513,15,1,868
6117,418,20,2,868
6118,404,2,1,347
6119,769,4,2,347
6120,115,10,0,347
6121,490,15,1,347
6122,753,20,2,347
6123,445,1,0,496
6124,369,2,1,496
6125,564,4,2,496
6126,449,10,0,496
6127,310,15,1,496
6128,376,20,2,496
6129,445,1,0,568
6130,369,2,1,568
6131,564,4,2,568
6132,449,10,0,568
6133,310,15,1,568
6134,376,20,2,568
6135,445,1,0,493
6136,369,2,1,493
6137,564,4,2,493
6138,449,10,0,493
6139,310,15,1,493
6140,376,20,2,493
6141,445,1,0,743
6142,369,2,1,743
6143,564,4,2,743
6144,449,10,0,743
6145,310,15,1,743
6146,376,20,2,743
6159,110,1,0,872
6160,155,1,1,872
6161,156,1,2,872
6165,110,1,0,873
6166,152,1,1,873
6167,158,1,2,873
6171,119,1,0,874
6172,360,1,1,874
6173,283,1,2,874
6177,112,1,0,875
6178,524,1,1,875
6179,581,1,2,875
6183,384,1,0,876
6184,389,1,1,876
6185,390,1,2,876
6189,119,1,0,877
6190,312,1,1,877
6191,163,1,2,877
6195,119,1,0,878
6196,162,1,1,878
6197,360,1,2,878
6201,119,1,0,879
6202,159,1,1,879
6203,360,1,2,879
6207,380,1,0,880
6208,382,1,1,880
6209,250,1,2,880
6213,378,1,0,881
6214,339,1,1,881
6215,383,1,2,881
6219,378,1,0,882
6220,339,1,1,882
6221,380,1,2,882
6225,315,2,1,328
6226,513,4,2,328
6227,509,10,0,328
6228,123,15,1,328
6229,297,20,2,328
6230,432,1,0,883
6231,538,2,1,883
6232,431,4,2,883
6236,429,1,0,884
6237,535,1,1,884
6238,536,1,2,884
6242,349,1,0,885
6243,124,1,1,885
6244,354,1,2,885
6248,170,1,0,886
6249,202,1,1,886
6250,162,1,2,886
6254,420,1,0,887
6255,521,1,1,887
6256,190,1,2,887
6260,111,1,0,888
6261,757,1,1,888
6262,230,1,2,888
6266,119,1,0,889
6267,155,1,1,889
6268,706,1,2,889
6272,429,1,0,890
6273,357,1,1,890
6274,355,1,2,890
6278,429,1,0,891
6279,492,1,1,891
6280,536,1,2,891
6284,493,1,0,892
6285,574,1,1,892
6286,376,1,2,892
6290,493,1,0,893
6291,254,1,1,893
6292,163,1,2,893
6296,506,1,0,894
6297,507,1,1,894
6298,508,1,2,894
6302,445,1,0,895
6303,369,1,1,895
6304,449,1,2,895
6308,356,1,0,896
6309,511,1,1,896
6310,310,1,2,896
6314,378,1,0,897
6315,380,1,1,897
6316,250,1,2,897
6320,119,1,0,898
6321,527,1,2,898
6322,576,1,1,898
6326,110,1,0,899
6327,155,1,1,899
6328,156,1,2,899
6332,310,1,1,900
6333,117,1,0,900
6334,566,1,2,900
6338,621,1,0,901
6339,383,1,1,901
6340,436,1,2,901
6344,118,1,0,902
6345,230,1,1,902
6346,232,1,2,902
6356,493,1,0,904
6357,254,1,1,904
6358,539,1,2,904
6362,110,1,0,905
6363,156,1,2,905
6364,158,1,1,905
6368,595,1,2,906
6369,440,1,0,906
6370,277,1,1,906
6374,455,1,0,907
6375,208,2,1,907
6376,278,1,2,907
6380,110,1,0,903
6381,838,2,1,903
6382,159,4,2,903
6383,202,10,0,903
6384,197,15,1,903
6385,836,20,2,903
6386,777,1,0,908
6387,640,1,1,908
6388,645,1,2,908
6392,389,1,1,909
6393,390,1,2,909
6394,392,1,1,909
6404,115,1,0,911
6405,168,1,1,911
6406,169,1,2,911
6410,115,1,0,912
6411,122,1,1,912
6412,169,1,2,912
6416,115,1,0,913
6417,172,1,1,913
6418,169,1,2,913
6428,357,1,1,915
6429,563,1,0,915
6430,802,1,2,915
6434,360,1,1,916
6435,253,1,0,916
6436,283,1,2,916
6440,119,1,0,917
6441,155,1,1,917
6442,706,1,2,917
6446,406,1,0,921
6447,409,1,1,921
6448,407,1,2,921
6452,474,1,1,922
6453,473,1,0,922
6454,475,1,2,922
6458,202,1,0,923
6459,208,1,1,923
6460,644,1,2,923
6464,420,1,0,924
6465,506,1,1,924
6466,162,1,2,924
6470,114,1,0,925
6471,460,1,1,925
6472,463,1,2,925
6476,115,1,0,926
6477,122,1,1,926
6478,347,1,2,926
6482,517,1,2,927
6483,184,1,0,927
6484,518,1,1,927
6488,429,1,0,928
6489,492,1,1,928
6490,536,1,2,928
6494,589,1,0,929
6495,593,1,2,929
6496,592,1,1,929
6500,445,1,0,931
6501,447,1,1,931
6502,448,1,2,931
6506,369,1,0,932
6507,160,1,1,932
6508,371,1,2,932
6512,119,1,0,933
6513,159,1,2,933
6514,312,1,1,933
6518,499,1,0,934
6519,212,1,1,934
6520,214,1,2,934
6524,378,1,0,935
6525,339,1,1,935
6526,382,1,2,935
6530,367,1,0,936
6531,369,1,1,936
6532,364,1,2,936
6536,393,1,0,937
6537,256,1,1,937
6538,792,1,2,937
6542,525,1,0,938
6543,597,1,1,938
6544,598,1,2,938
6548,115,1,0,939
6549,168,1,1,939
6550,122,1,2,939
6554,110,1,0,941
6555,156,1,1,941
6556,152,1,2,941
6560,233,1,0,942
6561,228,1,1,942
6562,232,1,2,942
6566,507,1,2,943
6567,504,1,0,943
6568,162,1,1,943
6572,113,1,0,944
6573,179,1,1,944
6574,319,1,2,944
6578,113,1,0,945
6579,173,1,1,945
6580,172,1,2,945
6584,506,1,1,946
6585,706,1,2,946
6586,504,1,0,946
6590,422,1,0,947
6591,657,1,1,947
6592,121,1,2,947
6596,210,1,0,948
6597,592,1,1,948
6598,476,1,2,948
6602,318,1,1,949
6603,303,1,2,949
6604,398,1,0,949
6608,754,1,0,950
6609,640,1,1,950
6610,282,1,2,950
6614,777,1,0,951
6615,634,1,1,951
6616,645,1,2,951
6620,640,1,1,952
6621,636,1,2,952
6622,455,1,0,952
6626,743,1,1,953
6627,746,1,2,953
6628,221,1,0,953
6632,483,1,0,954
6633,593,1,1,954
6634,589,1,2,954
6638,706,1,0,955
6639,506,1,1,955
6640,270,1,2,955
6644,571,1,2,956
6645,377,1,0,956
6646,375,1,1,956
6650,367,1,0,957
6651,165,1,1,957
6652,253,1,2,957
6656,233,1,1,958
6657,228,1,0,958
6658,232,1,2,958
6662,160,1,0,959
6663,118,1,1,959
6664,423,1,2,959
6668,803,1,0,960
6669,538,1,1,960
6670,423,1,2,960
6674,803,1,0,961
6675,509,1,1,961
6676,538,1,2,961
6680,764,1,0,962
6681,608,1,1,962
6682,751,4,2,962
6686,113,1,0,963
6687,178,1,1,963
6688,179,1,2,963
6692,484,1,0,964
6693,486,1,1,964
6694,488,1,2,964
6698,112,1,0,965
6699,624,1,1,965
6700,575,1,2,965
6704,580,1,0,966
6705,420,1,1,966
6706,579,1,2,966
6710,524,1,0,967
6711,170,1,1,967
6712,581,1,2,967
6716,654,1,0,968
6717,442,1,1,968
6718,212,1,2,968
6722,256,1,1,969
6723,471,1,0,969
6724,650,1,2,969
6728,218,1,0,970
6729,468,1,1,970
6730,780,1,2,970
6734,393,1,0,971
6735,657,1,2,971
6736,214,1,1,971
6740,206,1,1,972
6741,624,1,2,972
6742,782,1,0,972
6746,503,1,0,973
6747,612,1,1,973
6748,611,1,2,973
6752,360,1,0,974
6753,253,1,1,974
6754,359,1,2,974
6758,369,1,1,975
6759,364,1,2,975
6760,160,1,0,975
6764,369,1,0,976
6765,364,1,1,976
6766,159,1,2,976
6770,394,1,0,977
6771,396,2,1,977
6772,400,4,2,977
6776,455,1,0,978
6777,459,1,1,978
6778,646,1,2,978
6782,247,1,0,979
6783,348,2,1,979
6784,124,4,2,979
6788,119,1,0,980
6789,706,1,1,980
6790,283,1,2,980
6794,253,1,2,981
6795,563,1,0,981
6796,355,1,1,981
6800,463,1,1,982
6801,461,1,0,982
6802,299,1,2,982
6806,484,1,0,983
6807,488,1,1,983
6808,606,1,2,983
6812,155,1,1,984
6813,193,1,0,984
6814,519,1,2,984
6818,263,1,1,985
6819,621,1,2,985
6820,617,1,0,985
6824,383,1,0,986
6825,382,1,1,986
6826,250,1,2,986
6830,655,1,0,987
6831,197,1,1,987
6832,448,1,2,987
6836,792,1,0,988
6837,482,1,1,988
6838,794,1,2,988
6842,155,1,1,989
6843,193,1,0,989
6844,519,1,2,989
6848,420,1,0,990
6849,506,1,1,990
6850,508,1,2,990
6854,156,1,2,991
6855,152,1,0,991
6856,158,1,1,991
6860,310,1,0,992
6861,376,2,1,992
6862,123,4,2,992
6866,155,1,0,993
6867,156,2,1,993
6868,159,4,2,993
6872,632,1,0,994
6873,420,2,1,994
6874,270,4,2,994
6878,369,1,1,995
6879,160,1,0,995
6880,159,1,2,995
6884,745,1,0,996
6885,298,1,1,996
6886,828,1,2,996
6890,268,1,0,997
6891,753,1,2,997
6892,404,1,1,997
6896,369,1,1,998
6897,160,1,0,998
6898,159,1,2,998
6902,376,1,0,999
6903,249,2,1,999
6904,566,4,2,999
6908,507,1,1,1000
6909,504,1,0,1000
6910,508,20,2,1000
6914,539,1,1,1001
6915,541,1,0,1001
6916,163,1,2,1001
6920,162,1,1,1002
6921,159,1,2,1002
6922,360,1,0,1002
6926,524,1,0,1003
6927,170,1,1,1003
6928,581,1,2,1003
6932,497,1,0,1004
6933,230,1,1,1004
6934,297,1,2,1004
6938,369,1,1,1005
6939,564,1,2,1005
6940,449,1,0,1005
6944,416,1,0,1006
6945,414,1,1,1006
6946,120,1,2,1006
6950,315,1,0,1007
6951,158,1,1,1007
6952,566,1,2,1007
6956,453,1,0,1008
6957,814,1,1,1008
6958,644,1,2,1008
6962,511,1,1,1009
6963,509,1,0,1009
6964,513,1,2,1009
6968,509,1,0,1010
6969,283,1,1,1010
6970,564,1,2,1010
6974,204,1,0,1011
6975,122,1,1,1011
6976,347,1,2,1011
6980,706,1,0,1012
6981,573,1,1,1012
6982,298,1,2,1012
6986,110,1,0,1013
6987,310,2,1,1013
6988,297,4,2,1013
6989,249,10,0,1013
6990,576,15,1,1013
6991,230,20,2,1013
7010,493,1,0,155
7011,165,2,1,155
7012,252,4,2,155
7013,499,10,0,155
7014,578,15,1,155
7015,376,20,2,155
7016,110,1,0,382
7017,283,2,1,382
7018,152,4,2,382
7019,228,10,0,382
7020,158,15,1,382
7021,566,20,2,382
7022,110,1,0,706
7023,283,2,1,706
7024,152,4,2,706
7025,228,10,0,706
7026,158,15,1,706
7027,566,20,2,706
7028,110,1,0,707
7029,283,2,1,707
7030,152,4,2,707
7031,228,10,0,707
7032,158,15,1,707
7033,566,20,2,707
7034,110,1,0,703
7035,283,2,1,703
7036,152,4,2,703
7037,228,10,0,703
7038,158,15,1,703
7039,566,20,2,703
7040,110,1,0,570
7041,283,2,1,570
7042,152,4,2,570
7043,228,10,0,570
7044,158,15,1,570
7045,566,20,2,570
7046,110,1,0,677
7047,283,2,1,677
7048,152,4,2,677
7049,228,10,0,677
7050,158,15,1,677
7051,566,20,2,677
7052,118,1,0,847
7053,230,2,1,847
7054,513,4,2,847
7055,509,10,0,847
7056,123,15,1,847
7057,297,20,2,847
7058,118,1,0,652
7059,230,2,1,652
7060,513,4,2,652
7061,509,10,0,652
7062,123,15,1,652
7063,297,20,2,652
7064,437,1,0,319
7065,436,2,1,319
7066,538,4,2,319
7067,535,10,0,319
7068,256,15,1,319
7069,536,20,2,319
7070,347,2,1,311
7071,186,4,2,311
7072,437,10,0,311
7073,514,15,1,311
7074,190,20,2,311
7098,477,1,0,120
7099,206,2,1,120
7100,624,4,2,120
7101,413,10,0,120
7102,835,15,1,120
7103,586,20,2,120
7104,477,1,0,119
7105,206,2,1,119
7106,624,4,2,119
7107,413,10,0,119
7108,835,15,1,119
7109,586,20,2,119
7206,420,1,0,1039
7207,506,2,1,1039
7208,508,4,2,1039
7209,514,10,0,1039
7210,507,15,1,1039
7211,190,20,2,1039
7212,367,1,0,1040
7213,371,2,1,1040
7214,159,4,2,1040
7215,160,10,0,1040
7216,507,15,1,1040
7217,508,20,2,1040
7218,155,1,1,800
7219,299,1,2,800
7226,626,1,0,1042
7227,706,2,1,1042
7228,573,4,2,1042
7229,357,10,0,1042
7230,506,15,1,1042
7231,298,20,2,1042
7271,112,1,0,1061
7272,357,2,1,1061
7273,581,4,2,1061
7274,377,10,0,1061
7275,521,15,1,1061
7276,518,20,2,1061
7277,119,1,0,1062
7278,270,2,1,1062
7279,632,4,2,1062
7280,420,10,0,1062
7281,359,15,1,1062
7282,366,20,2,1062
7283,482,1,0,1063
7284,475,2,1,1063
7285,869,4,2,1063
7290,473,1,0,1065
7291,475,2,1,1065
7292,869,4,2,1065
7293,473,10,0,1063
7294,216,15,1,1063
7295,474,20,2,1063
7296,349,1,0,1066
7297,350,2,1,1066
7298,352,4,2,1066
7299,777,1,0,1067
7300,646,2,1,1067
7301,301,4,2,1067
7302,112,1,0,1068
7303,524,2,1,1068
7304,870,4,2,1068
7305,504,10,0,1068
7306,256,15,1,1068
7307,517,20,2,1068
7328,111,1,0,1073
7329,756,2,1,1073
7330,350,4,2,1073
7331,193,10,0,1073
7332,757,15,1,1073
7333,163,20,2,1073
7388,429,1,0,1117
7389,178,2,1,1117
7390,536,4,2,1117
7391,441,10,0,1117
7392,364,15,1,1117
7393,172,20,2,1117
7409,113,1,0,1124
7410,178,2,1,1124
7411,173,4,2,1124
7412,319,10,0,1124
7413,503,15,1,1124
7414,179,20,2,1124
7415,420,1,0,1125
7416,741,2,1,1125
7417,190,4,2,1125
7418,514,10,0,1125
7419,396,15,1,1125
7420,589,20,2,1125
7421,801,1,0,1126
7422,814,2,1,1126
7423,569,4,2,1126
7424,621,10,0,1126
7425,628,15,1,1126
7426,572,20,2,1126
7427,429,1,0,1127
7428,440,2,1,1127
7429,364,4,2,1127
7430,441,10,0,1127
7431,442,15,1,1127
7432,536,20,2,1127
7433,412,1,0,1128
7434,572,2,1,1128
7435,283,4,2,1128
7436,424,10,0,1128
7437,152,15,1,1128
7438,527,20,2,1128
7442,513,1,0,1138
7443,418,2,1,1138
7444,419,4,2,1138
7448,179,1,0,1139
7449,178,2,1,1139
7450,173,4,2,1139
7454,420,1,0,1140
7455,514,2,1,1140
7456,396,4,2,1140
7460,814,1,0,1141
7461,569,2,1,1141
7462,801,4,2,1141
7466,219,1,0,1142
7467,389,2,1,1142
7468,307,4,2,1142
7469,762,10,0,1142
7470,158,15,1,1142
7471,312,20,2,1142
7472,648,1,0,1143
7473,339,2,1,1143
7474,383,4,2,1143
7475,380,10,0,1143
7476,212,15,1,1143
7477,780,20,2,1143
7478,449,1,0,1144
7479,743,2,1,1144
7480,746,4,2,1144
7481,160,10,0,1144
7482,745,15,1,1144
7483,402,20,2,1144
7484,429,1,0,1145
7485,479,2,1,1145
7486,624,4,2,1145
7487,535,10,0,1145
7488,414,15,1,1145
7489,120,20,2,1145
7490,499,1,0,1146
7491,666,2,1,1146
7492,665,4,2,1146
7493,360,10,0,1146
7494,362,15,1,1146
7495,657,20,2,1146
7496,219,1,0,1147
7497,319,2,1,1147
7498,800,4,2,1147
7499,113,10,0,1147
7500,178,15,1,1147
7501,179,20,2,1147
7508,113,1,0,1149
7509,409,2,1,1149
7510,173,4,2,1149
7511,567,10,0,1149
7512,503,15,1,1149
7513,592,20,2,1149
7514,484,1,0,1150
7515,263,2,1,1150
7516,569,4,2,1150
7517,113,10,0,1150
7518,436,15,1,1150
7519,609,20,2,1150
7520,429,1,0,1151
7521,347,2,1,1151
7522,609,4,2,1151
7523,122,10,0,1151
7524,315,15,1,1151
7525,168,20,2,1151
7526,110,1,0,1152
7527,362,2,1,1152
7528,802,4,2,1152
7529,299,10,0,1152
7530,611,15,1,1152
7531,593,20,2,1152
7538,445,1,0,1154
7539,471,2,1,1154
7540,450,4,2,1154
7541,756,10,0,1154
7542,380,15,1,1154
7543,448,20,2,1154
7544,406,1,0,1155
7545,453,2,1,1155
7546,490,4,2,1155
7547,390,10,0,1155
7548,436,15,1,1155
7549,814,20,2,1155
7550,475,1,0,1156
7551,488,2,1,1156
7552,474,4,2,1156
7553,489,10,0,1156
7554,216,15,1,1156
7555,277,20,2,1156
7556,713,1,0,1153
7557,741,2,1,1153
7558,792,4,2,1153
7559,393,10,0,1153
7560,315,15,1,1153
7561,350,20,2,1153
7562,202,1,0,1158
7563,314,2,1,1158
7564,124,4,2,1158
7565,111,10,0,1158
7566,762,15,1,1158
7567,348,20,2,1158
7568,473,1,0,1160
7569,475,2,1,1160
7570,474,4,2,1160
7571,483,10,0,1160
7572,486,15,1,1160
7573,489,20,2,1160
7574,122,1,0,1161
7575,168,2,1,1161
7576,405,4,2,1161
7577,594,10,0,1161
7578,471,15,1,1161
7579,792,20,2,1161
7580,122,1,0,1165
7581,763,2,1,1165
7582,592,4,2,1165
7583,782,10,0,1165
7584,489,15,1,1165
7585,589,20,2,1165
7586,115,1,0,1167
7587,611,2,1,1167
7588,612,4,2,1167
7589,525,10,0,1167
7590,597,15,1,1167
7591,598,20,2,1167
7601,184,1,0,1157
7602,515,2,1,1157
7603,524,4,2,1157
7604,420,10,0,1157
7605,158,15,1,1157
7606,170,20,2,1157
7607,202,1,0,1166
7608,314,2,1,1166
7609,124,4,2,1166
7610,221,10,0,1166
7611,416,15,1,1166
7612,481,20,2,1166
7613,421,1,0,1159
7614,299,2,1,1159
7615,216,4,2,1159
7616,422,10,0,1159
7617,488,15,1,1159
7618,218,20,2,1159
7619,429,1,0,1162
7620,923,2,1,1162
7621,536,4,2,1162
7622,535,10,0,1162
7623,389,15,1,1162
7624,208,20,2,1162
7625,110,1,0,1163
7626,278,2,1,1163
7627,345,4,2,1163
7628,390,10,0,1163
7629,533,15,1,1163
7630,208,20,2,1163
7631,110,1,0,1164
7632,389,2,1,1164
7633,305,4,2,1164
7634,455,10,0,1164
7635,357,15,1,1164
7636,278,20,2,1164
7637,111,1,0,1168
7638,756,2,1,1168
7639,350,4,2,1168
7640,193,10,0,1168
7641,757,15,1,1168
7642,163,20,2,1168
7643,115,1,0,1130
7644,190,2,1,1130
7645,170,4,2,1130
7646,706,1,0,1131
7647,632,2,1,1131
7648,270,4,2,1131
7649,297,1,0,1132
7650,564,2,1,1132
7651,513,4,2,1132
7652,118,1,0,1133
7653,123,2,1,1133
7654,419,4,2,1133
7655,445,1,0,1134
7656,448,2,1,1134
7657,450,4,2,1134
7658,507,1,0,1135
7659,508,2,1,1135
7660,506,4,2,1135
7661,515,1,0,1136
7662,420,2,1,1136
7663,514,4,2,1136
7664,159,1,0,1137
7665,436,2,1,1137
7666,621,4,2,1137
7672,901,1,0,1174
7673,468,2,1,1174
7674,407,4,2,1174
7675,422,10,0,1174
7676,488,15,1,1174
7677,218,20,2,1174
7678,514,2,1,241
7679,515,4,2,241
7680,416,10,0,241
7681,190,15,1,241
7682,186,20,2,241
7684,424,1,0,1175
7685,578,2,1,1175
7686,779,4,2,1175
7687,908,10,0,1175
7690,110,1,0,1176
7696,111,1,0,1177
7702,482,1,0,1178
7703,392,2,1,1178
7704,204,4,2,1178
7705,901,10,0,1178
7706,916,15,1,1178
7707,208,20,2,1178
7708,803,1,0,1179
7709,909,2,1,1179
7710,538,4,2,1179
7711,908,10,0,1179
7712,423,15,1,1179
7713,906,20,2,1179
7714,110,1,0,1180
7715,357,2,1,1180
7716,364,4,2,1180
7717,921,10,0,1180
7718,919,15,1,1180
7719,917,20,2,1180
7720,110,1,0,1181
7721,359,2,1,1181
7722,159,4,2,1181
7723,152,10,0,1181
7724,930,15,1,1181
7725,929,20,2,1181
7726,118,1,0,1182
7727,932,2,1,1182
7728,233,4,2,1182
7729,228,10,0,1182
7730,232,15,1,1182
7731,934,20,2,1182
7732,384,1,0,1183
7733,937,2,1,1183
7734,392,4,2,1183
7735,455,10,0,1183
7736,940,15,1,1183
7737,938,20,2,1183
7738,958,1,0,1184
7739,571,2,1,1184
7740,920,4,2,1184
7741,377,10,0,1184
7742,163,15,1,1184
7743,960,20,2,1184
7744,110,1,0,1185
7745,442,2,1,1185
7746,465,4,2,1185
7747,566,10,0,1185
7753,315,1,0,1187
7754,119,2,1,1187
7755,803,4,2,1187
7756,424,1,0,1188
7757,564,2,1,1188
7758,325,4,2,1188
