Field_1_60_1_70009_000,Field_1_60_1_70009_001[0],Field_1_60_1_70009_001[1],Field_1_60_1_70009_001[2],Field_1_60_1_70009_002,Field_1_60_1_70009_003,Field_1_60_1_70009_004,Field_1_60_1_70009_005,Field_1_60_1_70009_006,Field_1_60_1_70009_007,Field_1_60_1_70009_008,Field_1_60_1_70009_009,Field_1_60_1_70009_010
pet23,-9.02,4.99,-2.22,4545,1471,0,170,3.11,0,0,0,1
pet3,-7.82,5.03,-0.76,4546,1471,0,170,2.71,0,0,0,1
pet4,4.37,-10.57,-2.88,4547,1471,0,170,-2.58,0,0,0,1
pet5,-3.24,2.28,1.78,4548,1471,0,170,3.12,0,0,0,1
pet6,18.89,-8.21,-0.11,4549,1471,0,170,-2.51,0,0,0,1
pet7,-7.11,-6.71,-2.2,4550,1471,0,170,-2.88,0,0,0,1
pet8,14.41,-12.8,1.82,4551,1471,0,170,-2.91,0,0,0,1
pet10,-6.86,-6.13,2.79,4552,1471,0,170,-2.72,0.16,0,0,1
pet11,16.26,-6.32,-3.28,4553,1471,0,170,-2.72,0,0,0.11,1
pet9,-1.03,10.68,-3.24,4554,1471,0,170,2.5,0,0,0.06,1
pet1,11.57,8.27,-4.2,4555,1471,0,170,2.81,0,0,0.1,1
pet2,14.98,13.4,1.48,4556,1471,0,170,2.9,0,0,0,1
decor1,6.44,0.12,-1.06,4557,1472,0,170,-2.32,0,0,0.04,1
decor2,5.82,1.2,-0.97,4558,1472,0,170,3.12,0,0,0,1
decor3,5.49,0.64,-0.93,4559,1472,0,170,0,0,0,0,1
decor4,3.13,2.19,1.82,4560,1472,0,170,-2.9,0.02,0,0,1
decor5,6.37,2.48,-0.72,4561,1472,0,170,1.24,-0.28,-0.58,0.2,1
decor6,5.19,3.28,-0.6,4562,1472,0,170,-2.75,0.34,0.04,0,1
decor7,5.48,0.65,0.57,4563,1472,0,170,2.86,0.57,-0.17,0,1
decor8,4.1,-0.38,-0.67,4564,1472,0,170,2.84,0.14,-0.03,0,1
decor9,13.3,-3.15,-0.01,4565,1472,0,170,-0.54,-0.05,0,0,1
decor4,7.52,1.64,-0.27,4584,1476,0,170,3.11,0,0,0,1
decor1,15.92,-2.72,-0.46,4585,1476,0,170,2.83,0,0,0,1
decor2,6.24,-0.21,1.83,4586,1476,0,170,-2.91,0,0,0,1
decor3,9.31,-0.11,3.53,4587,1476,0,170,0,0,0,0,1
decor5,15.62,9.31,0.29,4588,1476,0,170,3.12,0,0,0.43,1
decor6,14.42,-0.45,-0.09,4589,1476,0,170,-3.14,0,0,0,1
decor4,7.56,1.69,-0.21,4590,1477,0,170,3.11,0,0,0,1
decor1,16.07,-3.14,-1.44,4591,1477,0,170,2.74,0,0,0,1
decor2,6.28,-0.39,1.63,4592,1477,0,170,-2.91,0,0,0,1
decor3,9.35,-0.46,3.3,4593,1477,0,170,0,0,0,0,1
decor5,15.62,9.31,0.72,4594,1477,0,170,3.12,0,0,0.43,1
decor6,14.47,-0.85,-0.43,4595,1477,0,170,-3.14,0,0,0,1
decor,0.01,0.01,0.01,4596,1478,0,170,-0.56,0,0,0.23,1
fanfare,0,0,0,4597,1478,0,170,0,0,0,0,1
decor,0.01,0.01,0.01,4598,1479,0,170,-0.24,0,0,0,1
fanfare,0.02,0.02,0.02,4599,1479,0,170,0,0,0,0,1
decor,0.01,0.01,0.01,4600,1480,0,170,-0.52,0,0,0,1
fanfare,0.02,0.02,0.02,4601,1480,0,170,0,0,0,0,1
decor,0.01,0.01,0.01,4602,1481,0,170,-1.2,0,0,0,1
fanfare,0,0,0,4603,1481,0,170,0,0,0,0,1
decor,0.01,0.01,0.01,4604,1482,0,170,-0.31,0.07,0,0,1
fanfare,0,0,0,4605,1482,0,170,0,0,0,0,1
decor,-0.39,-1.06,0.94,4606,1483,0,170,-0.55,0,0,0,1
fanfare,0,0,0,4607,1483,0,170,0,0,0,0,1
decor1,2.1,1.22,0.69,4610,1485,0,170,0.58,2.44,0.3,0.27,1
decor2,2.43,0.63,2.22,4611,1485,0,170,0.67,2.36,0.3,0.27,1
decor,0.01,0.01,0.86,4612,1486,0,170,-0.68,1.38,-0.12,0,1
fanfare,0,0,0,4613,1486,0,170,0,0,0,0,1
decor,0,0,0,4614,1487,4,170,0,0,0,0,1
fanfare,0,0,0,4615,1487,4,170,0,0,0,0,1
decor1,12.84,4.71,0.31,4616,1488,0,170,0,-0.14,0,0.27,1
decor1,6.49,0.18,-0.53,4631,1494,0,170,-2.32,0,0,0.04,1
decor2,5.89,1.28,-0.44,4632,1494,0,170,3.11,0,0,0,1
decor3,5.53,0.68,-0.43,4633,1494,0,170,0,0,0,0,1
decor4,3.2,2.03,1.89,4634,1494,0,170,-2.91,0.02,0,0,1
decor5,6.43,2.54,-0.29,4635,1494,0,170,1.24,-0.3,-0.59,0.2,1
decor6,5.27,3.47,-0.18,4636,1494,0,170,-2.78,0.31,0.02,0,1
decor7,5.53,0.41,1.05,4637,1494,0,170,2.84,0.56,-0.17,0,1
decor8,4.15,-0.3,-0.29,4638,1494,0,170,2.83,0.14,-0.03,0,1
decor9,13.37,-4.02,-0.46,4639,1494,0,170,-0.65,-0.05,0,0,1
decor,0.01,0.01,0.01,4640,1495,8,170,1.69,0,0,0,1
fanfare,0.02,0.02,0.02,4641,1495,0,170,0,0,0,0,1
decor,0.01,0.01,0.01,4642,1496,0,170,-0.76,0,0,0,1
fanfare,0.02,0.02,0.02,4643,1496,0,170,0,0,0,0,1
decor,0.01,0.01,0.01,4644,1497,0,170,0,0,0,0,1
fanfare,0.02,0.02,0.02,4645,1497,0,170,0,0,0,0,1
decor,0,0.02,0.02,4646,1498,8,170,1.57,0,0,0,1
fanfare,0.03,0.03,0.03,4647,1498,0,170,0,0,0,1,1
decor,0.01,0.01,0.01,4648,1499,2,170,-0.73,0,0,0,1
fanfare,0.02,0.02,0.02,4649,1499,0,170,0,0,0,0,1
decor,0.01,0.01,0.01,4650,1500,0,170,-1.08,0,0,0,1
fanfare,0.02,0.02,0.02,4651,1500,0,170,0,0,0,0,1
decor,0.01,0.01,0.01,4652,1501,0,170,-0.47,0,0,0,1
fanfare,0.02,0.02,0.02,4653,1501,0,170,0,0,0,0,1
decor,0.03,0.03,0.03,4654,1502,0,170,-0.54,0,0,0,1
fanfare,0.03,0.03,0.03,4655,1502,0,170,0,0,0,0,1
decor,0.01,0.01,0.01,4656,1503,0,170,-0.24,0,0,0,1
fanfare,0.02,0.02,0.02,4657,1503,0,170,0,0,0,0,1
decor,0.01,0.01,0.01,4658,1504,0,170,-0.24,0,0,0,1
fanfare,0.02,0.02,0.02,4659,1504,0,170,0,0,0,0,1
transmog1,1.11,-2.17,-0.88,4662,1506,0,170,-2.79,0,0,0,1
transmog2,1.13,1.82,-0.85,4663,1506,0,170,3,0,0,0,1
transmog3,0.38,0.44,-0.9,4664,1506,0,170,3.14,0,0,-0.27,1
transmog4,0.49,-0.8,-0.9,4665,1506,0,170,-2.93,0,0,0,1
transmog1,1.11,-2.17,-0.88,4666,1507,0,170,-2.79,0,0,0,1
transmog2,1.13,1.82,-0.85,4667,1507,0,170,3,0,0,0,1
transmog3,0.38,0.44,-0.9,4668,1507,0,170,3.14,0,0,-0.27,1
transmog4,0.49,-0.8,-0.9,4669,1507,0,170,-2.93,0,0,0,1
decor1,14.32,-3.09,1.53,4680,1509,0,170,-0.99,-0.1,0.16,0.04,1
decor2,14.9,4.56,1.36,4681,1509,0,170,-0.41,-0.07,0.07,0,1
decor3,12.33,0.56,1.9,4682,1509,0,170,-0.56,-0.12,0.09,0,1
decor4,13.32,-3.46,-0.78,4683,1509,0,170,-0.82,-0.12,0.02,0,1
decor5,9.02,0.87,0.36,4684,1509,0,170,2.6,0,0,0.2,1
decor6,5.96,1.95,-1.7,4685,1509,0,170,-2.97,0.44,0.02,0,1
decor7,9.68,3.78,-1.63,4686,1509,0,170,-2.37,0.3,0.09,0,1
decor8,8.27,1.24,-1.35,4687,1509,0,170,2.83,0.14,-0.03,0,1
pet1,7.3,4.01,0.15,4688,1509,0,170,-2.6,0.09,0,0.17,1
decor,0.03,0.03,0.03,4702,1512,0,170,0.59,0,0,0,1
fanfare,0.02,0.02,0.02,4703,1512,0,170,0,0,0,0,1
decor,0.03,0.03,0.03,4704,1513,0,170,0.55,0,0,0,1
fanfare,0.02,0.02,0.02,4705,1513,0,170,0,0,0,0,1
decor,0.03,0.03,0.03,4706,1514,0,170,0.55,0,0,0,1
fanfare,0.02,0.02,0.02,4707,1514,0,170,0,0,0,0,1
decor,0.03,0.03,0.03,4708,1515,0,170,0.55,0,0,0,1
fanfare,0.02,0.02,0.02,4709,1515,0,170,0,0,0,0,1
decor,0.07,0.07,0.07,4710,1516,0,170,-2.58,0,0,0,1
fanfare,0.02,0.02,0.02,4711,1516,0,170,0,0,0,0,1
decor,0.07,0.07,0.07,4712,1517,0,170,3.14,0.63,0,0.83,1
fanfare,0.02,0.02,0.02,4713,1517,0,170,0,0,0,0,1
decor,0.07,0.29,0.07,4714,1518,0,170,-2.63,0.14,0,0,1
fanfare,0.02,0.02,0.02,4715,1518,0,170,0,0,0,0,1
decor,0.06,0.21,0.06,4716,1519,0,170,-2.63,0.16,0,0,1
fanfare,0.06,0.28,0.06,4717,1519,0,170,-2.64,0.14,0,0,1
pet,0.06,0.06,0.06,4722,1522,0,170,-2.79,0,0,0,1
fanfare,0.02,0.02,0.02,4723,1522,0,170,0,0,0,0,1
player,0,0,0,4724,1523,2,170,-0.9599311,0,0,0,1
tauren,-0.15,0.15,0,4725,1523,2,184,-0.9599311,0,0,0,1
highmountaintauren,-0.15,0.15,0,4726,1523,2,184,-0.9599311,0,0,0,1
zandalaritroll,0,0,0,4727,1523,2,180,-0.9599311,0,0,0,1
kultiran,0,0,0,4728,1523,2,176,-0.9599311,0,0,0,1
magharorc,-0.1,0.15,0,4729,1523,2,172,-0.9599311,0,0,0,1
druid-bear-form,0,0,0,4730,1523,2,170,-0.9599311,0,0,0.45,1
druid-cat-form,0,0,0,4731,1523,2,170,-0.9599311,0,0,0.3,1
dracthyr,-0.5,0.8,0,4732,1523,2,171,-0.9599311,0,0,0,1
draenei,-0.25,0.4,0,4733,1523,2,166,-0.9599311,0,0,0.1,1
lightforgeddraenei,-0.25,0.4,0,4734,1523,2,166,-0.9599311,0,0,0,1
orc,-0.1,0.15,0,4735,1523,2,172,-0.9599311,0,0,0,1
worgen,0,0,0,4736,1523,2,148,-0.9599311,0,0,0.25,1
troll,0,0,0,4737,1523,2,43,-0.9599311,0,0,0,1
pandaren,0,0,0,4738,1523,2,197,-0.9599311,0,0,0.2,1
tauren-female,-0.15,0.15,0,4739,1523,2,164,-0.9599311,0,0,0,1
highmountaintauren-female,-0.15,0.15,0,4740,1523,2,164,-0.9599311,0,0,0,1
goblin,0,0,0,4741,1523,2,198,-0.9599311,0,0,0,1
gnome,0,0,0,4742,1523,2,199,-0.9599311,0,0,0,1
mechagnome,0,0,0,4743,1523,2,201,-0.9599311,0,0,0,1
dwarf,0,0,0,4744,1523,2,179,-0.9599311,0,0,0,1
scourge,0,0,0,4745,1523,2,189,-0.9599311,0,0,0,1
dracthyr-alt,0,0,0,4746,1523,2,170,-0.9599311,0,0,0,1
draenei-female,0,0,0,4747,1523,2,166,-0.9599311,0,0,0,1
lightforgeddraenei-female,0,0,0,4748,1523,2,166,-0.9599311,0,0,0,1
human,0,0,0,4749,1523,2,163,-0.9599311,0,0,0,1
human-female,-0.05,0,0,4750,1523,2,163,-0.9599311,0,0,0,1
worgen-alt,0,0,0,4751,1523,2,163,-0.9599311,0,0,0,1
worgen-alt-female,-0.05,0,0,4752,1523,2,163,-0.9599311,0,0,0,1
dwarf-female,0,0,0,4753,1523,2,216,-0.9599311,0,0,0,1
darkirondwarf,0,0,0,4754,1523,2,179,-0.9599311,0,0,0,1
darkirondwarf-female,0,0,0,4755,1523,2,216,-0.9599311,0,0,0,1
voidelf,0,0,0,4756,1523,2,217,-0.9599311,0,0,0,1
bloodelf,0,0,0,4757,1523,2,217,-0.9599311,0,0,0,1
voidelf-female,0,0,0,4758,1523,2,218,-0.9599311,0,0,0,1
bloodelf-female,0,0,0,4759,1523,2,218,-0.9599311,0,0,0,1
vulpera,0,0,0,4760,1523,2,219,-0.9599311,0,0,0,1
nightborne,0,0,0,4761,1523,2,220,-0.9599311,0,0,0,1
nightelf,0,0,0,4762,1523,2,221,-0.9599311,0,0,0,1
fanfare,0,0,-0.25,4763,1523,2,170,-0.9599311,0,0,0,1
earthendwarf,0,0,0,4764,1523,2,179,-0.9599311,0,0,0,1
earthendwarf-female,0,0,0,4765,1523,2,216,-0.9599311,0,0,0,1
harronir,0,0,0,4766,1523,2,221,-0.9599311,0,0,0,1
player,0,0,0,4767,1524,2,170,-0.9599311,0,0,0,1
tauren,-0.15,0.15,0,4768,1524,2,184,-0.9599311,0,0,0,1
highmountaintauren,-0.15,0.15,0,4769,1524,2,184,-0.9599311,0,0,0,1
zandalaritroll,0,0,0,4770,1524,2,180,-0.9599311,0,0,0,1
kultiran,0,0,0,4771,1524,2,176,-0.9599311,0,0,0,1
magharorc,-0.1,0.15,0,4772,1524,2,172,-0.9599311,0,0,0,1
druid-bear-form,0,0,0,4773,1524,2,170,-0.9599311,0,0,0.45,1
druid-cat-form,0,0,0,4774,1524,2,170,-0.9599311,0,0,0.3,1
dracthyr,-0.5,0.8,0,4775,1524,2,171,-0.9599311,0,0,0,1
draenei,-0.25,0.4,0,4776,1524,2,166,-0.9599311,0,0,0,1
lightforgeddraenei,-0.25,0.4,0,4777,1524,2,166,-0.9599311,0,0,0,1
orc,-0.1,0.15,0,4778,1524,2,172,-0.9599311,0,0,0,1
worgen,0,0,0,4779,1524,2,148,-0.9599311,0,0,0.15,1
troll,0,0,0,4780,1524,2,43,-0.9599311,0,0,0,1
pandaren,0,0,0,4781,1524,2,197,-0.9599311,0,0,0,1
tauren-female,-0.15,0.15,0,4782,1524,2,164,-0.9599311,0,0,0,1
highmountaintauren-female,-0.15,0.15,0,4783,1524,2,164,-0.9599311,0,0,0,1
goblin,0,0,0,4784,1524,2,198,-0.9599311,0,0,0,1
gnome,0,0,0,4785,1524,2,199,-0.9599311,0,0,0,1
mechagnome,0,0,0,4786,1524,2,201,-0.9599311,0,0,0,1
dwarf,0,0,0,4787,1524,2,179,-0.9599311,0,0,0,1
scourge,0,0,0,4788,1524,2,189,-0.9599311,0,0,0,1
dracthyr-alt,0,0,0,4789,1524,2,170,-0.9599311,0,0,0,1
draenei-female,0,0,0,4790,1524,2,166,-0.9599311,0,0,0,1
lightforgeddraenei-female,0,0,0,4791,1524,2,166,-0.9599311,0,0,0,1
human,0,0,0,4792,1524,2,163,-0.9599311,0,0,0,1
human-female,-0.05,0,0,4793,1524,2,163,-0.9599311,0,0,0,1
worgen-alt,0,0,0,4794,1524,2,163,-0.9599311,0,0,0,1
worgen-alt-female,-0.05,0,0,4795,1524,2,163,-0.9599311,0,0,0,1
dwarf-female,0,0,0,4796,1524,2,216,-0.9599311,0,0,0,1
darkirondwarf,0,0,0,4797,1524,2,179,-0.9599311,0,0,0,1
darkirondwarf-female,0,0,0,4798,1524,2,216,-0.9599311,0,0,0,1
voidelf,0,0,0,4799,1524,2,217,-0.9599311,0,0,0,1
bloodelf,0,0,0,4800,1524,2,217,-0.9599311,0,0,0,1
voidelf-female,0,0,0,4801,1524,2,218,-0.9599311,0,0,0,1
bloodelf-female,0,0,0,4802,1524,2,218,-0.9599311,0,0,0,1
vulpera,0,0,0,4803,1524,2,219,-0.9599311,0,0,0,1
nightborne,0,0,0,4804,1524,2,220,-0.9599311,0,0,0,1
nightelf,0,0,0,4805,1524,2,221,-0.9599311,0,0,0,1
fanfare,0,0,-0.25,4806,1524,2,170,-0.9599311,0,0,0,1
earthendwarf,0,0,0,4807,1524,2,179,-0.9599311,0,0,0,1
earthendwarf-female,0,0,0,4808,1524,2,216,-0.9599311,0,0,0,1
fanfare,0,0,0,4809,1524,2,428,0,0,0,0,1
harronir,0,0,0,4810,1524,2,221,-0.9599311,0,0,0,1
player,0,0,0,4811,1525,2,170,-0.9599311,0,0,0,1
tauren,-0.15,0.15,0,4812,1525,2,184,-0.9599311,0,0,0,1
highmountaintauren,-0.15,0.15,0,4813,1525,2,184,-0.9599311,0,0,0,1
zandalaritroll,0,0,0,4814,1525,2,180,-0.9599311,0,0,0,1
kultiran,0,0,0,4815,1525,2,176,-0.9599311,0,0,0,1
magharorc,-0.1,0.15,0,4816,1525,2,172,-0.9599311,0,0,0,1
druid-bear-form,0,0,0,4817,1525,2,170,-0.9599311,0,0,0.45,1
druid-cat-form,0,0,0,4818,1525,2,170,-0.9599311,0,0,0.3,1
dracthyr,-0.5,0.8,0,4819,1525,2,171,-0.9599311,0,0,0,1
draenei,-0.25,0.4,0,4820,1525,2,166,-0.9599311,0,0,0,1
lightforgeddraenei,-0.25,0.4,0,4821,1525,2,166,-0.9599311,0,0,0,1
orc,-0.1,0.15,0,4822,1525,2,172,-0.9599311,0,0,0,1
worgen,0,0,0,4823,1525,2,148,-0.9599311,0,0,0,1
troll,0,0,0,4824,1525,2,43,-0.9599311,0,0,0,1
pandaren,0,0,0,4825,1525,2,197,-0.9599311,0,0,0,1
tauren-female,-0.15,0.15,0,4826,1525,2,164,-0.9599311,0,0,0,1
highmountaintauren-female,-0.15,0.15,0,4827,1525,2,164,-0.9599311,0,0,0,1
goblin,0,0,0,4828,1525,2,198,-0.9599311,0,0,0,1
gnome,0,0,0,4829,1525,2,199,-0.9599311,0,0,0,1
mechagnome,0,0,0,4830,1525,2,201,-0.9599311,0,0,0,1
dwarf,0,0,0,4831,1525,2,179,-0.9599311,0,0,0,1
scourge,0,0,0,4832,1525,2,189,-0.9599311,0,0,0,1
dracthyr-alt,0,0,0,4833,1525,2,170,-0.9599311,0,0,0,1
draenei-female,0,0,0,4834,1525,2,166,-0.9599311,0,0,0,1
lightforgeddraenei-female,0,0,0,4835,1525,2,166,-0.9599311,0,0,0,1
human,0,0,0,4836,1525,2,163,-0.9599311,0,0,0,1
human-female,-0.05,0,0,4837,1525,2,163,-0.9599311,0,0,0,1
worgen-alt,0,0,0,4838,1525,2,163,-0.9599311,0,0,0,1
worgen-alt-female,-0.05,0,0,4839,1525,2,163,-0.9599311,0,0,0,1
dwarf-female,0,0,0,4840,1525,2,216,-0.9599311,0,0,0,1
darkirondwarf,0,0,0,4841,1525,2,179,-0.9599311,0,0,0,1
darkirondwarf-female,0,0,0,4842,1525,2,216,-0.9599311,0,0,0,1
voidelf,0,0,0,4843,1525,2,217,-0.9599311,0,0,0,1
bloodelf,0,0,0,4844,1525,2,217,-0.9599311,0,0,0,1
voidelf-female,0,0,0,4845,1525,2,218,-0.9599311,0,0,0,1
bloodelf-female,0,0,0,4846,1525,2,218,-0.9599311,0,0,0,1
vulpera,0,0,0,4847,1525,2,219,-0.9599311,0,0,0,1
nightborne,0,0,0,4848,1525,2,220,-0.9599311,0,0,0,1
nightelf,0,0,0,4849,1525,2,221,-0.9599311,0,0,0,1
fanfare,0,0,-0.25,4850,1525,2,170,-0.9599311,0,0,0,1
earthendwarf,0,0,0,4851,1525,2,179,-0.9599311,0,0,0,1
earthendwarf-female,0,0,0,4852,1525,2,216,-0.9599311,0,0,0,1
harronir,0,0,0,4853,1525,2,221,-0.9599311,0,0,0,1
gnome-female,0,0,0.03,5359,595,2,170,-0.9599311,0,0,2.05,0.7975
