ID,Name_lang,Location_lang,Description_lang,MapPos[0],MapPos[1],WorldPos[0],WorldPos[1],GarrTypeID,GarrMissionTypeID,GarrFollowerTypeID,MaxFollowers,MissionCost,MissionCostCurrencyTypesID,OfferedGarrMissionTextureID,UiTextureKitID,EnvGarrMechanicID,EnvGarrMechanicTypeID,PlayerConditionID,GarrMissionSetID,TargetLevel,TargetItemLevel,MissionDuration,TravelDuration,OfferDuration,BaseCompletionChance,BaseFollowerXP,OvermaxRewardPackID,FollowerDeathChance,AreaID,Flags,AutoMissionScalar,AutoMissionScalarCurveID,AutoCombatantEnvCasterID
1239,Infiltrating Our Enemies,Azeroth,"In order to fulfill Velen's prophecy, we must infiltrate our enemies and find out if any among them could make a potential ally.",459,439,-1006.2305,4462.379,3,70,4,3,20,1220,0,249,0,0,41888,184,108,760,3600,0,0,0,1800,0,0,7502,0,1,0,0
1240,Lumenstone: Faronaar,Azsuna,"The eredar at Faronaar smith weapons out of lumenstone. Strike at their forges and take the metal we seek, dealing a double blow to our enemies.",285,405,-352.72656,7729.939,3,70,4,3,50,1220,0,246,0,0,41890,187,108,760,3600,0,0,0,1800,89,0,7334,0,1,0,0
1241,Lumenstone: Suramar City,Suramar,The nightborne of Suramar city are studying the properties of lumenstone to augment their constructs. Break into the city and steal their supplies.,482,320,1238.4395,4036.1797,3,70,4,3,50,1220,0,251,0,0,44674,187,108,760,3600,0,0,0,1800,89,0,7637,0,1,0,0
1242,Lumenstone: Stormheim,Stormheim,"Our scouts report that the vrykul have acquired a cache of lumenstone weapons, and they intend to melt them down to create armor for their drakes.",606,231,2914.8496,1706.2705,3,70,4,3,50,1220,0,250,0,0,44675,187,108,760,3600,0,0,0,1800,89,0,7541,0,1,0,0
1243,Lumenstone: Broken Shore,Broken Shore,"The demons have left lumenstone weapons scattered all over the Broken Shore. If we move fast, we can recover those weapons.",547,454,-1290.3701,2814.4004,3,70,4,3,50,1220,0,249,0,0,44676,187,108,760,3600,0,0,0,1800,89,0,7543,0,1,0,0
1244,Lumenstone: Vashj'ir,Vashj'ir,"Long ago, a shipment of lumenstone was lost overboard during a terrible storm above Vashj'ir. Unfortunately, the naga may have found it before us.",456,445,-1119.8906,4519.21,3,70,4,3,100,1220,0,249,0,0,44677,187,108,760,3600,0,0,0,1800,89,0,5146,0,1,0,0
1245,Securing Mardum,"Mardum, the Shattered Abyss",There are still pockets of the brood queen's forces scattered about below us on Mardum. They could prove a threat to the Fel Hammer.,460,441,-1034.6494,4433.9707,3,70,4,3,20,1220,0,249,0,0,41925,188,102,760,3600,0,0,0,600,89,0,7502,0,1,0,0
1246,Where In the World is Mathias?: Obvious Start,Broken Shore,The Broken Shore is the obvious location to begin our search for Master Mathias Shaw. We must determine where the Legion is holding him.,545,445,-1119.8906,2842.8096,3,70,4,3,50,1220,0,249,0,0,41972,189,108,760,3600,0,0,0,1800,89,0,7796,0,1,0,0
1247,Where In the World is Mathias?: Black Rook Hold,Val'sharah,Mathias is being moved around. Detheroc is a clever dreadlord. The trail leads to Black Rook Hold. Too bad you did not notice him before.,361,190,3682.0095,6309.26,3,70,4,3,50,1220,0,252,0,0,45171,189,108,760,3600,0,0,0,1800,89,0,7558,0,1,0,0
1248,Where In the World is Mathias?: Altar of End Times,Azsuna,The command center known as the Altar of End Times floats above Faronaar in Azsuna. Break in and have a look around.,361,377,158.72461,6309.26,3,70,4,3,50,1220,0,246,0,0,45172,189,108,760,3600,0,0,0,1800,89,0,7334,0,1,0,0
1249,Where In the World is Mathias?: Gates of Valor,Stormheim,The Burning Legion has a powerful ally in the vrykul God-King Skovald. Perhaps they are holding Mathias Shaw at the Gates of Valor.,612,238,2772.7798,1592.6094,3,70,4,3,50,1220,0,250,0,0,45173,189,108,760,3600,0,0,0,1800,89,0,7541,0,1,0,0
1250,Where In the World is Mathias?: SI:7,Stormwind City,We seem to have run out of leads. Time to do the impossible. Time to sneak into SI:7 headquarters and see if Detheroc has left any clues for us.,456,439,-1006.2305,4519.21,3,70,4,3,50,1220,0,249,0,0,45174,189,108,760,3600,0,0,0,1800,89,0,1519,0,1,0,0
1251,Blood of Our Enemy: Stormheim,Stormheim,"At the gates of the Hall of Valor, the Felskorn have assembled, including a massive brute named Cleaver Northamel. Slay him, and collect his blood.",595,225,3028.499,1905.1592,3,70,4,3,50,1220,0,250,0,0,42035,190,102,760,3600,0,0,0,600,89,0,7541,0,1,0,0
1252,Blood of Our Enemy: Val'sharah,Val'sharah,"The druids at Val'sharah have their hands full with the satyr and the Nightmare. We can help by destroying a rampaging satyr warband, led by Illbringer Zizzifrax.",346,226,3000.0898,6593.401,3,70,4,3,50,1220,0,252,0,0,44565,190,102,760,3600,0,0,0,600,89,0,7558,0,1,0,0
1253,Blood of Our Enemy: Highmountain,Highmountain,"The Legion has desecrated the sacred burial sites of the Highmountain tribe, raising the bodies of the dead. We should put them back to rest.",471,172,4022.9795,4235.0703,3,70,4,3,50,1220,0,248,0,0,44566,190,102,760,3600,0,0,0,600,89,0,7503,0,1,0,0
1254,Blood of Our Enemy: Azsuna,Azsuna,"In the Felbeast Dens, the Legion creates terrifyingly resilient breeds of manastalkers. We should disrupt their operation by killing Felbreeder Argnotha.",352,389,-68.58447,6479.7397,3,70,4,3,50,1220,0,246,0,0,44567,190,102,760,3600,0,0,0,600,89,0,7334,0,1,0,0
1255,Blood of Our Enemy: Suramar,Suramar,"In Felsoul Hold, giant infernals and felbats attack any who come near. Dispose of a few, and collect their blood for our use.",463,291,1778.2993,4377.1406,3,70,4,3,50,1220,0,251,0,0,44568,190,102,760,3600,0,0,0,600,89,0,7637,0,1,0,0
1256,Emissary to the Priests,Netherlight Temple,"We need to send an emissary to the priests at Netherlight Temple. However, there may be danger along the way. Let us send Maxwell Tyrosus.",459,439,-1006.2305,4462.379,3,70,4,3,50,1220,0,249,0,0,5703,26,102,760,3600,0,0,0,600,89,0,7834,0,1,0,0
1258,Investigate the Halls of Valor,Stormheim,"Word has reached us that another titan relic may reside in the Halls of Valor, far above Stormheim. We should investigate.",627,246,2630.7095,1308.4805,3,75,4,3,500,1220,0,250,124,0,47622,192,110,810,43200,0,259200,0,3000,109,0,7541,257,1,0,0
1259,Salanar the Horseman,The Shadowlands,"If we are to bring about the return of the Four Horsemen, then we will need to acquire suitable steeds. Send word for Salanar the Horsemen to come to Acherus.",450,442,-1063.0605,4632.8594,3,70,4,3,50,1220,0,249,0,0,42090,193,100,760,3600,0,0,0,300,0,0,7679,0,1,0,0
1260,Fallen Steeds: Saddle of the Frozen Crown,Icecrown,"Salanar the Horseman requires the saddle of Invincible, the former steed of Arthas Menethil. Since the defeat of Arthas, it has been lost beneath Icecrown.",454,444,-1091.4707,4547.62,3,70,4,3,50,1220,0,249,0,0,42095,194,102,760,3600,0,0,0,600,89,0,7679,0,1,0,0
1261,Fallen Steeds: The Baron's Saddle,Stratholme,"Salanar the Horseman requires the saddle of Deathcharger, the former steed of Baron Rivendare. Following his defeat, the saddle was returned to Stratholme.",454,444,-1091.4707,4547.62,3,70,4,3,50,1220,0,249,0,0,45141,194,102,760,3600,0,0,0,600,89,0,7679,0,1,0,0
1262,Fallen Steeds: Saddle of the Headless Horseman,Scarlet Monastery,"Salanar the Horseman requires the saddle used by the great Sir Thomas, the Headless Horseman. The saddle is buried in the cemetery of the Scarlet Monastery.",454,444,-1091.4707,4547.62,3,70,4,3,50,1220,0,249,0,0,45142,194,102,760,3600,0,0,0,600,89,0,7679,0,1,0,0
1263,Fallen Steeds: Saddle of the Huntsman,Karazhan,"Salanar the Horseman requires the saddle of Midnight, the steed of Attumen the Huntsman. The saddle should be found somewhere within the ruins of Karazhan.",454,444,-1091.4707,4547.62,3,70,4,3,50,1220,0,249,0,0,45143,194,102,760,3600,0,0,0,600,89,0,7679,0,1,0,0
1264,Fallen Steeds: Reins of Shadow,Realm of Shadows,Salanar the Horseman requires the Shadow Reins used by an ancient Dark Rider. They can only be obtained by defeating one of the Dark Riders directly.,454,444,-1091.4707,4547.62,3,70,4,3,50,1220,0,249,0,0,45144,194,102,760,3600,0,0,0,600,89,0,7679,0,1,0,0
1265,Investigate Darkheart Thicket,Val'sharah,"Even in shade form, Xavius can exert his power over Shaladrassil and torments our allies. We should investigate how far the corruption has reached.",335,232,2886.4297,6792.29,3,75,4,3,500,1220,0,252,124,0,47622,192,110,810,43200,0,259200,0,3000,106,0,7558,257,1,0,0
1266,Investigate the Violet Hold,Dalaran,The Violet Hold in Dalaran contains some of the most dangerous creatures ever captured. We cannot allow it to fall to the Legion. Investigate!,462,441,-1034.6494,4405.55,3,75,4,3,500,1220,0,247,124,0,47622,192,110,810,43200,0,259200,0,3000,110,0,7502,257,1,0,0
1267,Investigate Neltharion's Lair,Highmountain,"Even after his fall, Deathwing leaves devastation in his wake. The drogbar have built beneath the mountain, and may have obtained a powerful artifact.",482,163,4193.46,4036.1797,3,75,4,3,500,1220,0,248,124,0,47622,192,110,810,43200,0,259200,0,3000,107,0,7503,257,1,0,0
1268,Investigate the Eye of Azshara,Azsuna,"Though she hasn't made an appearance herself, Queen Azshara still controls the naga with an iron will, and is rumored to be after a powerful relic.",347,377,158.72461,6564.9805,3,75,4,3,500,1220,0,246,124,0,47622,192,110,810,43200,0,259200,0,3000,105,0,7334,257,1,0,0
1269,Investigate the Maw of Souls,Stormheim,"Not all vrykul travel to the Halls of Valor. The damned and accursed are rumored to go to the Maw of Souls, a dreadful ship sailing an endless sea.",610,244,2659.12,1621.0303,3,75,4,3,500,1220,0,250,124,0,47622,192,110,810,43200,0,259200,0,3000,109,0,7541,257,1,0,0
1270,Investigate The Arcway,Suramar,"Suramar City is an architectural marvel, but its reach goes far beyond the glittering spires and avenues above. We should investigate below.",456,272,2147.6802,4519.21,3,75,4,3,500,1220,0,251,124,0,47629,192,110,810,43200,0,259200,0,3000,108,0,7637,257,1,0,0
1271,Unholy Attainment: Essence of Undeath,The Shadowlands,"Grand Apothecary Putress was once a trusted advisor to Sylvanas. He deserved his end, but he may still prove useful. Harvest the Essence of Undeath from his soul in the Shadowlands.",454,444,-1091.4707,4547.62,3,70,4,3,50,1220,0,249,0,0,42101,195,108,760,3600,0,0,0,1800,89,0,7679,0,1,0,0
1272,Unholy Attainment: Essence of Fear,The Shadowlands,"Consumed by fear, Grand Empress Shek'zeer spread devastation. Her death was a blessing to the Pandaren... and now to us as well. Harvest the Essence of Fear from her soul in the Shadowlands.",454,444,-1091.4707,4547.62,3,70,4,3,50,1220,0,249,0,0,45145,195,108,760,3600,0,0,0,1800,89,0,7679,0,1,0,0
1273,Unholy Attainment: Essence of Shadow,The Shadowlands,"A manipulator and traitor, Soulbinder Nyami wielded powerful shadow magic in life. In death, she is the perfect vessel for the Essence of Shadow. Harvest the essence from her soul in the Shadowlands.",454,444,-1091.4707,4547.62,3,70,4,3,50,1220,0,249,0,0,45146,195,108,760,3600,0,0,0,1800,89,0,7679,0,1,0,0
1274,Unholy Attainment: Essence of Hatred,The Shadowlands,"After the death of his son, Admiral Daelin Proudmoore was consumed by the thirst for revenge. Collect the Essence of Hatred from his soul in the Shadowlands.",454,444,-1091.4707,4547.62,3,70,4,3,50,1220,0,249,0,0,45147,195,108,760,3600,0,0,0,1800,89,0,7679,0,1,0,0
1275,Unholy Attainment: Essence of Darkness,The Shadowlands,"Once a Gilnean archmage, Arugal unleashed the worgen, and they attacked both friend and foe. Collect the Essence of Darkness from his soul in the Shadowlands.",454,444,-1091.4707,4547.62,3,70,4,3,50,1220,0,249,0,0,45148,195,108,760,3600,0,0,0,1800,89,0,7679,0,1,0,0
1276,Investigate Black Rook Hold,Val'sharah,"The dead rise from their graves at Black Rook Hold, and we believe that even long-deceased members of the Ravencrest family walk again.",349,179,3880.909,6536.5703,3,75,4,3,500,1220,0,252,124,0,47622,192,110,810,43200,0,259200,0,3000,106,0,7558,257,1,0,0
1277,Investigate the Court of Stars,Suramar,"Even in a time of turmoil, the citizens of Suramar do their best to get on with daily life. However, there may be valuable intel from the Court of Stars.",500,315,1323.6792,3695.2197,3,75,4,3,500,1220,0,251,124,0,47634,192,110,810,43200,0,259200,0,3000,108,0,7637,257,1,0,0
1278,Investigate the Vault of the Wardens,Azsuna,"When Cordana Felsong betrayed the Wardens, Maiev Shadowsong was forced to unleash all prisoners within the Vault. We should investigate.",303,350,670.16895,7388.981,3,75,4,3,500,1220,0,246,124,0,47622,192,110,810,43200,0,259200,0,3000,104,0,7334,257,1,0,0
1279,Facing Our Fears,Val'sharah,"Val'sharah is being consumed by the Nightmare. Before we can face the darkness, send our forces to investigate the heart of the corruption.",349,179,3880.909,6536.5703,3,76,4,3,1000,1220,0,252,125,0,5793,196,110,830,57600,0,864000,0,3000,111,0,7558,323,1,0,0
1280,Facing Our Fears,Val'sharah,"Val'sharah is being consumed by the Nightmare. Before we can face the darkness, send our forces to investigate the heart of the corruption.",349,179,3880.909,6536.5703,3,76,4,3,1000,1220,0,252,125,0,5793,196,110,830,57600,0,864000,0,3000,111,0,7558,323,1,0,0
1281,Facing Our Fears,Val'sharah,"Val'sharah is being consumed by the Nightmare. Before we can face the darkness, send our forces to investigate the heart of the corruption.",349,179,3880.909,6536.5703,3,76,4,3,1000,1220,0,252,125,0,5793,196,110,830,57600,0,864000,0,3000,111,0,7558,323,1,0,0
1282,Facing Our Fears,Val'sharah,"Val'sharah is being consumed by the Nightmare. Before we can face the darkness, send our forces to investigate the heart of the corruption.",349,179,3880.909,6536.5703,3,76,4,3,1000,1220,0,252,125,0,5793,196,110,830,57600,0,864000,0,3000,111,0,7558,323,1,0,0
1283,Investigate Felsoul Hold,Suramar,"Before we can break our way to the other side, we will need to find the best place to steal a Legion gateway. Felsoul Hold is a candidate.",439,346,755.4087,4831.76,3,70,4,3,150,1220,0,251,0,0,45012,197,108,760,3600,0,0,0,1800,89,0,7637,0,1,0,0
1284,On the Trail of the Great Worm,Stormheim,"Jorhuttam, the great worm, swallowed whole the fabled Gjallerhorn. Send your champions to track the beast!",560,235,2829.599,2558.67,3,70,4,3,50,1220,0,250,0,0,42130,197,100,760,3600,0,0,0,300,89,0,7541,0,1,0,0
1285,Lumenstone: Faronaar,Azsuna,The demons keep a rich stockpile of weapons at Legion Camp: Ruin in Azsuna. Assault the enemies there and return with any lumenstone that you can find.,350,376,187.1377,6508.16,3,70,4,3,50,1220,0,246,0,0,42683,198,108,760,3600,0,0,0,1800,89,0,7334,0,1,0,0
1286,Lumenstone: Suramar City,Suramar,The nightborne are moving a large shipment of lumenstone behind the city walls. Invade under cover of darkness and claim the steel for our order!,453,287,1863.5391,4576.04,3,70,4,3,50,1220,0,251,0,0,44705,198,108,760,3600,0,0,0,1800,89,0,7637,0,1,0,0
1287,Lumenstone: Stormheim,Stormheim,"Our scouts stumbled upon a vrykul raiding party equipped with lumenstone weapons. We can deal a double blow - eliminate the enemy, and take their weapons for our own.",595,225,3028.499,1905.1592,3,70,4,3,50,1220,0,250,0,0,44706,198,108,760,3600,0,0,0,1800,89,0,7541,0,1,0,0
1288,Lumenstone: Broken Shore,Broken Shore,"The Broken Shore is littered with debris from battle, with plenty of lumenstone to gather. Just beware of the demons still patrolling the area.",457,436,-949.40625,4490.8,3,70,4,3,50,1220,0,249,0,0,44713,198,108,760,3600,0,0,0,1800,89,0,7796,0,1,0,0
1289,Lumenstone: Val'sharah,Val'sharah,The naga in southern Val'sharah are using weapons crafted from lumenstone. We'll have to convince the naga to part with it.,303,193,3625.1897,7388.981,3,70,4,3,50,1220,0,252,0,0,44718,198,108,760,3600,0,0,0,1800,89,0,7558,0,1,0,0
1290,A More Wretched Hive of Scum and Villainy,Shattrath City,"To attract new rogues, thieves, and other sundry scoundrels, you need to make Lonika Stillblade an offer she can't refuse. Send Vanessa VanCleef.",457,438,-977.8203,4490.8,3,70,4,1,20,1220,0,249,0,0,42719,127,100,760,120,0,0,0,100,0,0,7502,128,1,0,0
1293,Spy vs. Spy,Stormwind City,"The Alliance's intelligence agency, SI:7, has been acting very strange of late. Send our agents into Stormwind City to spy on them and gather intel.",456,445,-1119.8906,4519.21,3,70,4,3,50,1220,0,249,0,0,42773,199,100,760,3600,0,0,0,300,0,0,1519,0,1,0,0
1294,Convincin' Old Yancey,Stranglethorn Vale,"In order to press gang more cutthroats into the ranks of the Uncrowned, Fleet Admiral Tethys wants our finest. A pirate, Yancey Grillsen, would be perfect.",456,436,-949.40625,4519.21,3,70,4,3,50,1220,0,249,0,0,42781,200,102,760,3600,0,0,0,300,89,0,5339,0,1,0,0
1295,Facing Our Fears,Val'sharah,"Val'sharah is being consumed by the Nightmare. Before we can face the darkness, send our forces to investigate the heart of the corruption.",349,179,3880.909,6536.5703,3,76,4,3,1000,1220,0,252,125,0,5793,196,110,830,57600,0,864000,0,3000,111,0,7558,323,1,0,0
1296,Facing Our Fears,Val'sharah,"Val'sharah is being consumed by the Nightmare. Before we can face the darkness, send our forces to investigate the heart of the corruption.",349,179,3880.909,6536.5703,3,76,4,3,1000,1220,0,252,125,0,5793,196,110,830,57600,0,864000,0,3000,111,0,7558,323,1,0,0
1297,Facing Our Fears,Val'sharah,"Val'sharah is being consumed by the Nightmare. Before we can face the darkness, send our forces to investigate the heart of the corruption.",349,179,3880.909,6536.5703,3,76,4,3,1000,1220,0,252,125,0,5793,196,110,830,57600,0,864000,0,3000,111,0,7558,323,1,0,0
1298,Facing Our Fears,Val'sharah,"Val'sharah is being consumed by the Nightmare. Before we can face the darkness, send our forces to investigate the heart of the corruption.",349,179,3880.909,6536.5703,3,76,4,3,1000,1220,0,252,125,0,5793,196,110,830,57600,0,864000,0,3000,111,0,7558,323,1,0,0
1299,Facing Our Fears,Val'sharah,"Val'sharah is being consumed by the Nightmare. Before we can face the darkness, send our forces to investigate the heart of the corruption.",349,179,3880.909,6536.5703,3,76,4,3,1000,1220,0,252,125,0,5793,196,110,830,57600,0,864000,0,3000,111,0,7558,323,1,0,0
1300,Facing Our Fears,Val'sharah,"Val'sharah is being consumed by the Nightmare. Before we can face the darkness, send our forces to investigate the heart of the corruption.",349,179,3880.909,6536.5703,3,76,4,3,1000,1220,0,252,125,0,5793,196,110,830,57600,0,864000,0,3000,111,0,7558,323,1,0,0
1301,Facing Our Fears,Val'sharah,"Val'sharah is being consumed by the Nightmare. Before we can face the darkness, send our forces to investigate the heart of the corruption.",349,179,3880.909,6536.5703,3,76,4,3,1000,1220,0,252,125,0,5793,196,110,830,57600,0,864000,0,3000,111,0,7558,323,1,0,0
1302,Facing Our Fears,Val'sharah,"Val'sharah is being consumed by the Nightmare. Before we can face the darkness, send our forces to investigate the heart of the corruption.",349,179,3880.909,6536.5703,3,76,4,3,1000,1220,0,252,125,0,5793,196,110,830,57600,0,864000,0,3000,111,0,7558,323,1,0,0
1303,The Nighthold,Suramar,"The Legion's influence has swept across the Nighthold. Before we can attack the heart of the nightborne stronghold, send our forces to investigate.",456,290,1806.71,4519.21,3,76,4,3,1000,1220,0,251,125,0,5793,201,110,850,57600,0,864000,0,3000,111,0,7637,259,1,0,0
1304,The Nighthold,Suramar,"The Legion's influence has swept across the Nighthold. Before we can attack the heart of the nightborne stronghold, send our forces to investigate.",456,290,1806.71,4519.21,3,76,4,3,1000,1220,0,251,125,0,5793,201,110,850,57600,0,864000,0,3000,111,0,7637,259,1,0,0
1305,The Nighthold,Suramar,"The Legion's influence has swept across the Nighthold. Before we can attack the heart of the nightborne stronghold, send our forces to investigate.",456,290,1806.71,4519.21,3,76,4,3,1000,1220,0,251,125,0,5793,201,110,850,57600,0,864000,0,3000,111,0,7637,259,1,0,0
1306,The Nighthold,Suramar,"The Legion's influence has swept across the Nighthold. Before we can attack the heart of the nightborne stronghold, send our forces to investigate.",456,290,1806.71,4519.21,3,76,4,3,1000,1220,0,251,125,0,5793,201,110,850,57600,0,864000,0,3000,111,0,7637,259,1,0,0
1307,The Nighthold,Suramar,"The Legion's influence has swept across the Nighthold. Before we can attack the heart of the nightborne stronghold, send our forces to investigate.",456,290,1806.71,4519.21,3,76,4,3,1000,1220,0,251,125,0,5793,201,110,850,57600,0,864000,0,3000,111,0,7637,259,1,0,0
1308,The Nighthold,Suramar,"The Legion's influence has swept across the Nighthold. Before we can attack the heart of the nightborne stronghold, send our forces to investigate.",456,290,1806.71,4519.21,3,76,4,3,1000,1220,0,251,125,0,5793,201,110,850,57600,0,864000,0,3000,111,0,7637,259,1,0,0
1309,The Nighthold,Suramar,"The Legion's influence has swept across the Nighthold. Before we can attack the heart of the nightborne stronghold, send our forces to investigate.",456,290,1806.71,4519.21,3,76,4,3,1000,1220,0,251,125,0,5793,201,110,850,57600,0,864000,0,3000,111,0,7637,259,1,0,0
1310,The Nighthold,Suramar,"The Legion's influence has swept across the Nighthold. Before we can attack the heart of the nightborne stronghold, send our forces to investigate.",456,290,1806.71,4519.21,3,76,4,3,1000,1220,0,251,125,0,5793,201,110,850,57600,0,864000,0,3000,111,0,7637,259,1,0,0
1311,The Nighthold,Suramar,"The Legion's influence has swept across the Nighthold. Before we can attack the heart of the nightborne stronghold, send our forces to investigate.",456,290,1806.71,4519.21,3,76,4,3,1000,1220,0,251,125,0,5793,201,110,850,57600,0,864000,0,3000,111,0,7637,259,1,0,0
1312,The Nighthold,Suramar,"The Legion's influence has swept across the Nighthold. Before we can attack the heart of the nightborne stronghold, send our forces to investigate.",456,290,1806.71,4519.21,3,76,4,3,1000,1220,0,251,125,0,5793,201,110,850,57600,0,864000,0,3000,111,0,7637,259,1,0,0
1313,The Nighthold,Suramar,"The Legion's influence has swept across the Nighthold. Before we can attack the heart of the nightborne stronghold, send our forces to investigate.",456,290,1806.71,4519.21,3,76,4,3,1000,1220,0,251,125,0,5793,201,110,850,57600,0,864000,0,3000,111,0,7637,259,1,0,0
1314,The Nighthold,Suramar,"The Legion's influence has swept across the Nighthold. Before we can attack the heart of the nightborne stronghold, send our forces to investigate.",456,290,1806.71,4519.21,3,76,4,3,1000,1220,0,251,125,0,5793,201,110,850,57600,0,864000,0,3000,111,0,7637,259,1,0,0
1315,The Nighthold,Suramar,"The Legion's influence has swept across the Nighthold. Before we can attack the heart of the nightborne stronghold, send our forces to investigate.",456,290,1806.71,4519.21,3,76,4,3,1000,1220,0,251,125,0,5793,201,110,850,57600,0,864000,0,3000,111,0,7637,259,1,0,0
1316,The Nighthold,Suramar,"The Legion's influence has swept across the Nighthold. Before we can attack the heart of the nightborne stronghold, send our forces to investigate.",456,290,1806.71,4519.21,3,76,4,3,1000,1220,0,251,125,0,5793,201,110,850,57600,0,864000,0,3000,111,0,7637,259,1,0,0
1317,The Nighthold,Suramar,"The Legion's influence has swept across the Nighthold. Before we can attack the heart of the nightborne stronghold, send our forces to investigate.",456,290,1806.71,4519.21,3,76,4,3,1000,1220,0,251,125,0,5793,201,110,850,57600,0,864000,0,3000,111,0,7637,259,1,0,0
1318,The Nighthold,Suramar,"The Legion's influence has swept across the Nighthold. Before we can attack the heart of the nightborne stronghold, send our forces to investigate.",456,290,1806.71,4519.21,3,76,4,3,1000,1220,0,251,125,0,5793,201,110,850,57600,0,864000,0,3000,111,0,7637,259,1,0,0
1319,More Than They Can Chew,Azsuna,"As well-intentioned as some warlocks may be, they sometimes get carried away. A pair of warlocks have a fragile containment on a doomlord.",350,341,840.6499,6508.16,3,71,4,3,100,1220,0,246,0,0,42859,202,104,760,14400,0,129600,0,1000,87,0,7334,0,1,0,0
1320,Predator and Prey,Stormheim,"The Tideskorn vrykul pride themselves on their hunting skills, and none more so than Huntress Estrid with her fearsome companion, Halfdan.",604,234,2858.0195,1734.6807,3,71,4,3,100,1220,0,250,0,0,45425,202,110,760,43200,0,129600,0,3000,87,0,7541,0,1,0,0
1325,Cruisin' for a Bruisin',Highmountain,"Deep in the Bitestone Caverns, a gigantic basilisk has been absorbing the latent power of crystals into its armor.",506,140,4619.659,3581.5605,3,71,4,3,100,1220,0,248,0,0,42853,202,100,760,7200,0,129600,0,200,87,0,7503,0,1,0,0
1328,Roaring Matron,Suramar,The Feathermane have recently become hunted. A singing owlcat named Rauren has been tempting the surviving Feathermane kittens away.,430,262,2318.1597,5002.24,3,71,4,3,100,1220,0,251,0,0,45425,202,110,760,14400,0,129600,0,3000,87,0,7637,0,1,0,0
1331,Polluted Waters,Val'sharah,"The Nightmare has seeped into the waterways of Val'sharah, corrupting even powerful elemental creatures. Pollous the Fetid disrupts the river.",338,182,3824.0793,6735.4707,3,71,4,3,100,1220,0,252,0,0,42854,202,101,760,7200,0,129600,0,400,87,0,7558,0,1,0,0
1332,Reaving History,Stormheim,"The Soultakers are an organized trio of Helarjar vrykul, intent on plundering the tombs of their own kings. Stop them, before they can do more damage.",568,193,3625.1897,2416.6104,3,71,4,3,100,1220,0,250,0,0,45425,202,110,760,43200,0,129600,0,3000,87,0,7541,0,1,0,0
1333,The Terror that Flaps in the Day,Azsuna,"The Legion breeds felbats as flying mounts for their soldiers, but one in particular has grown so large it darkens the sky with its wings.",362,409,-437.9619,6280.8496,3,71,4,3,100,1220,0,246,0,0,42856,202,102,760,7200,0,129600,0,600,87,0,7334,0,1,0,0
1334,Never Enough,Suramar,"Once a librarian of the Kirin Tor, Normantis the Deposed never forgave the damage done by Malygos and the blue flight in Northrend.",441,334,982.7197,4803.34,3,71,4,3,100,1220,0,251,0,0,42856,202,102,760,10800,0,129600,0,600,87,0,7637,0,1,0,0
1335,Broken Wings,Val'sharah,"Even powerful druids have succumbed to the Nightmare in Shala'nir. One of them, Lyrath Moonfeather, used to embody balance and harmony.",347,235,2829.599,6564.9805,3,71,4,3,100,1220,0,252,0,0,42857,202,103,760,7200,0,129600,0,800,87,0,7558,0,1,0,0
1336,Undisputed Heavyweight,Highmountain,A famous boxing champion in Highmountain has issued a challenge to everyone: Whoever can last three rounds with him will be rewarded handsomely.,468,164,4165.04,4291.9004,3,71,4,3,100,1220,0,248,0,0,42863,202,106,760,25200,0,129600,0,1400,87,0,7503,0,1,0,0
1337,Running in the Sun,Azsuna,"A vicious beast, Daggerbeak, has been preying on the equine sunrunners in the open glades of Azsuna. The poor creatures are terrified.",315,341,840.6499,7161.6704,3,71,4,3,100,1220,0,246,0,0,42865,202,107,760,7200,0,129600,0,1600,87,0,7334,0,1,0,0
1338,An Apple a Day Keeps the Legion Away,Dalaran,"We have reason to suspect that a Legion agent has successfully infiltrated the city of Dalaran, and is now posing as a simple fruit vendor.",445,453,-1261.96,4718.1006,3,71,4,3,100,1220,0,247,0,0,42866,202,108,760,25200,0,129600,0,1800,87,0,7502,0,1,0,0
1339,A Shocking Confrontation,Azsuna,"A rift has split right through the ley-ruins, discharging dangerous amounts of energy. We should destroy as many ley-creatures as we can.",380,402,-295.89502,5939.89,3,71,4,3,100,1220,0,246,0,0,42867,202,109,760,32400,0,129600,0,2000,87,0,7334,0,1,0,0
1340,Captain of the Damned,Stormheim,"The Soultakers are an organized trio of Helarjar vrykul, intent on plundering the tombs of their own kings. Stop them, before they can do more damage.",559,281,1977.1992,2587.0898,3,71,4,3,100,1220,0,250,0,0,45425,202,110,760,10800,0,129600,0,3000,87,0,7541,0,1,0,0
1341,No Matter How Many Times We Tell Them...,Azsuna,"The warlocks in Azsuna are at it again, summoning demons they can't possibly hope to control. We can't always fight more fire with fire.",349,332,1011.1294,6536.5703,3,71,4,3,100,1220,0,246,0,0,42866,202,108,760,10800,0,129600,0,1800,87,0,7334,0,1,0,0
1342,A Change of Pace,Highmountain,"The drogbar have an underground snail-racing ring deep in their caverns. Recently, a vicious fight broke out. We should investigate.",430,99,5386.8286,5002.24,3,71,4,3,100,1220,0,248,0,0,42865,202,107,760,10800,0,129600,0,1600,87,0,7503,0,1,0,0
