ID,SoundEntriesIDDay,SoundEntriesIDNight,SoundAmbienceID
4011,175602,175602,2373
4012,175603,175603,2373
4013,175604,175604,2373
4014,175605,175605,2373
4015,175606,175606,2373
4016,175607,175607,2373
4017,175608,175608,2373
4018,175830,175830,2374
4019,175831,175831,2374
4020,175832,175832,2374
4021,175833,175833,2374
4022,175834,175834,2374
4023,175838,175838,2375
4024,175839,175839,2375
4025,175840,175840,2375
4026,175841,175841,2375
4027,175842,175842,2375
4031,177469,177469,2336
4032,177468,177468,2336
4033,177467,177467,2336
4034,177466,177466,2336
4035,177465,177465,2336
4036,177464,177464,2336
4037,177463,177463,2336
4038,177462,177462,2336
4039,177461,177461,2336
4040,177460,177460,2336
4041,177459,177459,2336
4042,177458,177458,2336
4043,177457,177457,2336
4044,177456,177456,2336
4045,177455,177455,2336
4046,177479,177479,2336
4047,177484,177484,2336
4048,177485,177485,2336
4051,177487,177487,2336
4052,177488,177488,2336
4053,177489,177489,2336
4054,177490,177490,2336
4055,177491,177491,2336
4056,177513,177513,2336
4057,177514,177514,2336
4058,177515,177515,2336
4059,177516,177516,2336
4060,185213,185213,2336
4061,185221,185221,2336
4062,185220,185220,2336
4063,185219,185219,2336
4064,185216,185216,2336
4065,178135,178135,2376
4066,178136,178136,2376
4067,178137,178137,2376
4068,178140,178140,2376
4071,178135,178135,2377
4072,178136,178136,2377
4073,178137,178137,2377
4074,178140,178140,2377
4076,178762,178762,2380
4077,178763,178763,2380
4078,178769,178769,2382
4079,178770,178770,2382
4080,74991,0,2383
4081,74985,0,2383
4082,74984,0,2383
4083,130139,130139,2383
4084,178867,178868,2385
4085,96442,96442,2385
4086,96438,0,2385
4087,130139,130139,2385
4088,179362,179362,2387
4089,179429,179429,2386
4090,179430,179430,2386
4091,179431,179431,2386
4092,179432,179432,2386
4093,179433,179433,2386
4094,179434,179434,2386
4095,179446,179446,2387
4096,179445,179445,2387
4097,179447,179447,2386
4098,179429,179429,2388
4099,179430,179430,2388
4100,179432,179432,2388
4101,179433,179433,2388
4102,179434,179434,2388
4103,179447,179447,2388
4105,179449,179449,2388
4106,179450,179450,2388
4107,179451,179451,2388
4108,179452,179452,2388
4109,179453,179453,2386
4110,179429,179429,2389
4111,179430,179430,2389
4112,179431,179431,2389
4113,179434,179434,2389
4118,134422,134422,2391
4119,134421,134421,2391
4120,134420,134420,2391
4121,134429,134429,2391
4122,134419,134419,2391
4123,179636,179636,2391
4124,179637,179637,2391
4125,179430,179430,2392
4126,179431,179431,2392
4127,179432,179432,2392
4128,179433,179433,2392
4129,179434,179434,2392
4130,179447,179447,2392
4131,179453,179453,2392
4133,179452,179452,2392
4134,179451,179451,2392
4135,179430,179430,2393
4136,179431,179431,2393
4137,179432,179432,2393
4138,179433,179433,2393
4139,179434,179434,2393
4140,179447,179447,2393
4141,179453,179453,2393
4142,179452,179452,2393
4143,179451,179451,2393
4144,179429,179429,2394
4145,179430,179430,2394
4146,179431,179431,2394
4147,179432,179432,2394
4148,179433,179433,2394
4149,179434,179434,2394
4150,179447,179447,2394
4151,179453,179453,2394
4152,179429,179429,2395
4153,179430,179430,2395
4154,179431,179431,2395
4155,179432,179432,2395
4156,179433,179433,2395
4157,179434,179434,2395
4158,179447,179447,2395
4159,179453,179453,2395
4160,179859,179859,2391
4161,179861,179861,2391
4162,179862,179862,2391
4163,179918,179918,2396
4164,179919,179919,2396
4165,179920,179920,2396
4166,179924,179924,2396
4167,179926,179926,2396
4168,179927,179927,2396
4169,179928,179928,2396
4170,179929,179929,2396
4171,179930,179930,2396
4172,179931,179931,2396
4173,179932,179932,2396
4174,179933,179933,2396
4175,179934,179934,2396
4176,179935,179935,2396
4177,179936,179936,2396
4178,179937,179937,2396
4179,179938,179938,2396
4180,179939,179939,2396
4181,179940,179940,2396
4182,179941,179941,2396
4183,179942,179942,2396
4184,179943,179943,2396
4185,179944,179944,2396
4186,179945,179945,2396
4187,179946,179946,2396
4188,179947,179947,2396
4189,179948,179948,2396
4190,179949,179949,2396
4191,179950,179950,2396
4192,179951,179951,2396
4193,179953,179953,2396
4194,179952,179952,2396
4230,179991,179991,2394
4231,179991,179991,2395
4232,134422,134422,2390
4233,134421,134421,2390
4234,134419,134419,2390
4235,179861,179861,2390
4236,179859,179859,2390
4237,180115,180115,2394
4238,180116,180116,2394
4239,180118,180118,2395
4240,179958,179958,2397
4241,179959,179959,2397
4242,179960,179960,2397
4243,180322,180322,2399
4244,180323,180323,2399
4245,180324,180324,2399
4246,171055,171055,2400
4247,171056,171056,2400
4248,171058,171058,2400
4249,171059,171059,2400
4250,171060,171060,2400
4251,171061,171061,2400
4252,171062,171062,2400
4253,171063,171063,2400
4254,171068,171068,2400
4255,171069,171069,2400
4256,171070,171070,2400
4257,171080,171080,2400
4258,171081,171081,2400
4259,171083,171083,2400
4260,174505,174505,2400
4261,174510,174510,2400
4262,174517,174517,2400
4263,174516,174516,2400
4264,174514,174514,2400
4265,174515,174515,2400
4266,174518,174518,2400
4267,174520,174520,2400
4268,174521,174521,2400
4269,174522,174522,2400
4270,174523,174523,2400
4271,174524,174524,2400
4272,174525,174525,2400
4273,174526,174526,2400
4274,174527,174527,2400
4275,174897,174897,2400
4276,174898,174898,2400
4277,174899,174899,2400
4278,174896,174896,2400
4279,174900,174900,2400
4280,174901,174901,2400
4281,174903,174903,2400
4282,174904,174904,2400
4283,174906,174906,2400
4284,174907,174907,2400
4285,174908,174908,2400
4286,174909,174909,2400
4287,174910,174910,2400
4288,182817,182817,2402
4289,182824,182824,2402
4290,179920,179920,2402
4291,182818,182818,2402
4292,182819,182819,2402
4293,179927,179927,2402
4294,182830,182830,2402
4295,182829,182829,2402
4296,182822,182822,2402
4297,182828,182828,2402
4298,182821,182821,2402
4299,182823,182823,2402
4300,182827,182827,2402
4301,182820,182820,2402
4302,182826,182826,2402
4303,182825,182825,2402
4304,179938,179938,2402
4305,179939,179939,2402
4306,179940,179940,2402
4307,179942,179942,2402
4308,179944,179944,2402
4309,179945,179945,2402
4310,179946,179946,2402
4311,179947,179947,2402
4312,179948,179948,2402
4313,179949,179949,2402
4314,179950,179950,2402
4315,179951,179951,2402
4316,179953,179953,2402
4317,179952,179952,2402
4320,179918,179918,2403
4321,179919,179919,2403
4322,179920,179920,2403
4323,179924,179924,2403
4324,179926,179926,2403
4325,179927,179927,2403
4326,179928,179928,2403
4327,179929,179929,2403
4328,179930,179930,2403
4329,179931,179931,2403
4330,179932,179932,2403
4331,179933,179933,2403
4332,179934,179934,2403
4333,179935,179935,2403
4334,179936,179936,2403
4335,179937,179937,2403
4336,179938,179938,2403
4337,179939,179939,2403
4338,179940,179940,2403
4339,179941,179941,2403
4340,179942,179942,2403
4341,179943,179943,2403
4342,179944,179944,2403
4343,179945,179945,2403
4344,179946,179946,2403
4345,179947,179947,2403
4346,179948,179948,2403
4347,179949,179949,2403
4348,179950,179950,2403
4349,179951,179951,2403
4350,179953,179953,2403
4351,179952,179952,2403
4352,182364,182364,2404
4353,182363,182363,2404
4354,182365,182365,2404
4355,182366,182366,2404
4356,182367,182367,2404
4357,182368,182368,2404
4358,182369,182369,2404
4359,182370,182370,2404
4360,182371,182371,2404
4361,182372,182372,2404
4362,182373,182373,2404
4363,182374,182374,2404
4364,182375,182375,2404
4365,182376,182376,2404
4366,182377,182377,2404
4367,182378,182378,2404
4368,182379,182379,2404
4369,182380,182380,2404
4370,182381,182381,2404
4371,179918,179918,2405
4372,179920,179920,2405
4373,179924,179924,2405
4374,179926,179926,2405
4375,179928,179928,2405
4376,179929,179929,2405
4377,179930,179930,2405
4378,179935,179935,2405
4379,179937,179937,2405
4380,179938,179938,2405
4381,179939,179939,2405
4382,179940,179940,2405
4383,179941,179941,2405
4384,179942,179942,2405
4385,179943,179943,2405
4386,179944,179944,2405
4387,179945,179945,2405
4388,179947,179947,2405
4389,179949,179949,2405
4390,179951,179951,2405
4391,179952,179952,2405
4403,182364,182364,2406
4404,182363,182363,2406
4405,182365,182365,2406
4406,182366,182366,2406
4407,182367,182367,2406
4408,182368,182368,2406
4409,182369,182369,2406
4410,182370,182370,2406
4411,182371,182371,2406
4412,182372,182372,2406
4413,182373,182373,2406
4414,182374,182374,2406
4415,182375,182375,2406
4416,182376,182376,2406
4417,182377,182377,2406
4418,182378,182378,2406
4419,182379,182379,2406
4420,182380,182380,2406
4421,182381,182381,2406
4422,182817,182817,2407
4423,182824,182824,2407
4424,179920,179920,2407
4425,182818,182818,2407
4426,182819,182819,2407
4427,179927,179927,2407
4428,182830,182830,2407
4429,182829,182829,2407
4430,182822,182822,2407
4431,182828,182828,2407
4432,182821,182821,2407
4433,182823,182823,2407
4434,182827,182827,2407
4435,182820,182820,2407
4436,182826,182826,2407
4437,182825,182825,2407
4438,179938,179938,2407
4439,179939,179939,2407
4440,179940,179940,2407
4441,179941,179941,2407
4442,179942,179942,2407
4443,179943,179943,2407
4444,179944,179944,2407
4445,179945,179945,2407
4446,179946,179946,2407
4447,179947,179947,2407
4448,179948,179948,2407
4449,179949,179949,2407
4450,179950,179950,2407
4451,179951,179951,2407
4452,179953,179953,2407
4453,179952,179952,2407
4454,179918,179918,2408
4455,179919,179919,2408
4456,179920,179920,2408
4457,179924,179924,2408
4458,179926,179926,2408
4459,179927,179927,2408
4460,179928,179928,2408
4461,179929,179929,2408
4462,179930,179930,2408
4463,179931,179931,2408
4464,179932,179932,2408
4465,179933,179933,2408
4466,179934,179934,2408
4467,179935,179935,2408
4468,179936,179936,2408
4469,179937,179937,2408
4470,179938,179938,2408
4471,179939,179939,2408
4472,179940,179940,2408
4473,179941,179941,2408
4474,179942,179942,2408
4475,179943,179943,2408
4476,179944,179944,2408
4477,179945,179945,2408
4478,179946,179946,2408
4479,179947,179947,2408
4480,179948,179948,2408
4481,179949,179949,2408
4482,179950,179950,2408
4483,179951,179951,2408
4484,179953,179953,2408
4485,179952,179952,2408
4486,182817,182817,2409
4487,182824,182824,2409
4488,179920,179920,2409
4489,182818,182818,2409
4490,182819,182819,2409
4491,179927,179927,2409
4492,182830,182830,2409
4493,182829,182829,2409
4494,182822,182822,2409
4495,182828,182828,2409
4496,182827,182827,2409
4497,182820,182820,2409
4498,182825,182825,2409
4499,179938,179938,2409
4500,179939,179939,2409
4501,179940,179940,2409
4502,179942,179942,2409
4503,179943,179943,2409
4504,179944,179944,2409
4505,179945,179945,2409
4506,179946,179946,2409
4507,179947,179947,2409
4508,179948,179948,2409
4509,179950,179950,2409
4510,179951,179951,2409
4511,179953,179953,2409
4512,179952,179952,2409
4518,179958,179958,2410
4519,179959,179959,2410
4520,179960,179960,2410
4521,179958,179958,2411
4522,179959,179959,2411
4523,179960,179960,2411
4524,179958,179958,2412
4525,179959,179959,2412
4526,179960,179960,2412
4527,162299,162299,2413
4528,162300,162300,2413
4529,162347,162347,2413
4530,162346,162346,2413
4531,172374,172374,2413
4532,182431,182431,2413
4533,182433,182433,2413
4534,182432,182432,2413
4535,182434,182434,2413
4536,182435,182435,2413
4537,179918,179918,2414
4538,179920,179920,2414
4539,179924,179924,2414
4540,179926,179926,2414
4541,179928,179928,2414
4542,179929,179929,2414
4543,179930,179930,2414
4544,179934,179934,2414
4545,179935,179935,2414
4546,179937,179937,2414
4547,179938,179938,2414
4548,179939,179939,2414
4549,179940,179940,2414
4550,179941,179941,2414
4551,179942,179942,2414
4552,179943,179943,2414
4553,179944,179944,2414
4554,179945,179945,2414
4555,179947,179947,2414
4556,179949,179949,2414
4557,179951,179951,2414
4558,179952,179952,2414
4569,179946,179946,2404
4570,179952,179952,2404
4571,179953,179953,2404
4572,179949,179949,2404
4573,179947,179947,2404
4574,179948,179948,2404
4575,179942,179942,2404
4576,179943,179943,2404
4577,179945,179945,2404
4578,179940,179940,2404
4579,179939,179939,2404
4580,179953,179953,2406
4581,179952,179952,2406
4582,179949,179949,2406
4583,179948,179948,2406
4584,179947,179947,2406
4585,179946,179946,2406
4586,179918,179918,2415
4587,179920,179920,2415
4588,179924,179924,2415
4589,179926,179926,2415
4590,179928,179928,2415
4591,179930,179930,2415
4592,179935,179935,2415
4593,179937,179937,2415
4594,179938,179938,2415
4595,179939,179939,2415
4596,179940,179940,2415
4597,179941,179941,2415
4598,179942,179942,2415
4599,179943,179943,2415
4600,179944,179944,2415
4601,179945,179945,2415
4602,179947,179947,2415
4603,179949,179949,2415
4604,179951,179951,2415
4605,179952,179952,2415
4606,182825,182825,2415
4607,182819,182819,2415
4608,182818,182818,2415
4609,182830,182830,2415
4610,182829,182829,2415
4611,182822,182822,2415
4612,179946,179946,2415
4613,179946,179946,2415
4614,182817,182817,2414
4615,182819,182819,2414
4616,182818,182818,2414
4617,182830,182830,2414
4618,182822,182822,2414
4619,182825,182825,2414
4620,182856,182856,2409
4621,185217,185217,2336
4622,185218,185218,2336
4623,186111,186111,2411
4624,186112,186112,2411
4625,186113,186113,2411
4626,186266,186266,2418
4627,186266,186266,2419
4628,191922,191922,2427
4631,191923,191923,2427
4632,191924,191924,2427
4633,192308,192308,2431
4634,192325,192325,2430
4635,192326,192326,2430
4636,186266,186266,2432
4637,192348,192348,2432
4638,192350,192350,2419
4639,192349,192349,2419
4640,192350,192350,2432
4641,192349,192349,2432
4642,192351,192351,2427
4643,192326,192326,2433
4644,192325,192325,2433
4645,192325,192325,2434
4646,192326,192326,2434
4647,192491,192491,2430
4648,192325,192325,2435
4649,192326,192326,2435
4650,192565,192565,2435
4651,192566,192566,2435
4652,192567,192567,2435
4653,192734,192734,2437
4654,192735,192735,2437
4655,192736,192736,2437
4656,192752,192752,2437
4657,192753,192753,2437
4658,130139,130139,2440
4659,130139,130139,2441
4662,194721,194721,2443
4663,194722,194722,2443
4664,194955,194955,2444
4665,194847,194847,2440
4666,194848,194848,2440
4667,194849,194849,2440
4668,194850,194850,2440
4672,194864,194864,2444
4673,194865,194865,2444
4674,195214,195214,2444
4675,194957,195282,2444
4676,194960,195283,2444
4677,194959,195284,2444
4678,194958,195285,2444
4679,194961,194962,2444
4680,194963,194963,2444
4681,130139,130139,2447
4682,194864,194864,2447
4683,194865,194865,2447
4684,195214,195214,2447
4685,194963,194963,2447
4686,194961,194962,2447
4691,130139,130139,2448
4692,130139,130139,2450
4693,194955,194955,2451
4694,194864,194864,2451
4695,194865,194865,2451
4696,195214,195214,2451
4697,194957,195284,2451
4698,194959,195282,2451
4699,194961,194962,2451
4700,194963,194963,2451
4701,195037,195037,2451
4702,195055,195055,2452
4703,195056,195056,2452
4704,194866,194866,2452
4705,195057,195057,2452
4706,195063,195063,2454
4707,195064,195064,2454
4708,195065,195065,2454
4709,195066,195066,2454
4710,195059,195059,2453
4711,195060,195060,2453
4712,195061,195061,2453
4713,195062,195062,2453
4714,195072,195072,2454
4715,195072,195072,2452
4716,195072,195072,2453
4717,195076,195076,2455
4718,195059,195059,2456
4719,195060,195060,2456
4720,195061,195061,2456
4721,195062,195062,2456
4722,195072,195072,2456
4723,195077,195077,2455
4724,195076,195076,2457
4725,195078,195078,2457
4726,195079,195079,2457
4727,195049,0,2448
4728,195048,0,2448
4729,195047,0,2448
4730,195088,0,2448
4731,195087,0,2448
4732,195089,0,2448
4733,195090,0,2448
4734,195091,0,2448
4735,195092,0,2448
4736,130139,130139,2458
4737,195198,0,2458
4738,195216,0,2458
4739,195215,0,2458
4740,195217,0,2458
4741,195220,0,2458
4742,195219,0,2458
4743,195094,0,2458
4744,195093,0,2458
4745,195095,195095,2458
4746,195096,195417,2448
4747,195098,0,2448
4748,195120,195120,2451
4749,195183,195183,2459
4750,195185,195185,2448
4751,195186,195186,2448
4752,195192,195193,2460
4754,195196,195197,2461
4755,194955,194955,2462
4756,194864,194864,2462
4757,194865,194865,2462
4758,195214,195214,2462
4759,194961,194962,2462
4760,194963,194963,2462
4762,195218,195218,2458
4763,195221,195221,2458
4764,195222,195222,2458
4765,195223,195223,2458
4766,195224,195224,2458
4767,130139,130139,2463
4768,195198,0,2463
4769,195216,0,2463
4770,195215,0,2463
4771,195217,0,2463
4772,195220,0,2463
4773,195219,0,2463
4774,195094,0,2463
4775,195093,0,2463
4776,195095,195095,2463
4777,195218,195218,2463
4778,195221,195221,2463
4779,195222,195222,2463
4780,195223,195223,2463
4781,195224,195224,2463
4782,194955,194955,2464
4783,194864,194864,2464
4784,194865,194865,2464
4785,195214,195214,2464
4786,194961,194962,2464
4787,194963,194963,2464
4788,195246,195246,2464
4789,195248,195248,2464
4790,195251,195251,2464
4791,195252,195252,2464
4792,195255,195412,2450
4793,195256,195413,2450
4794,195257,195414,2450
4795,195258,0,2450
4796,195259,0,2450
4797,195272,195272,2450
4798,195275,195275,2465
4799,195276,195276,2465
4800,194955,194955,2468
4801,194864,194864,2468
4802,194865,194865,2468
4803,195214,195214,2468
4804,194959,195284,2468
4805,194961,194962,2468
4806,194963,194963,2468
4807,195280,195280,2468
4808,195281,195281,2467
4809,0,195282,2447
4810,0,195284,2462
4811,195281,195281,2470
4812,194955,194955,2471
4813,194864,194864,2471
4814,194865,194865,2471
4815,195214,195214,2471
4816,194961,194962,2471
4817,194963,194963,2471
4818,195248,195248,2471
4819,195252,195252,2471
4822,194955,194955,2473
4823,194864,194864,2473
4824,194865,194865,2473
4825,195214,195214,2473
4826,194959,195284,2473
4827,194961,194962,2473
4828,194963,194963,2473
4829,194955,194955,2474
4830,194864,194864,2474
4831,194865,194865,2474
4832,195214,195214,2474
4833,194957,195282,2474
4834,194960,195283,2474
4835,194959,195284,2474
4836,194958,195285,2474
4837,194961,194962,2474
4838,194963,194963,2474
4839,195296,195296,2476
4840,195297,195297,2476
4841,195298,195298,2476
4842,195299,195299,2476
4843,195305,195305,2477
4844,195306,195306,2478
4845,195313,195313,2448
4846,195318,195318,2480
4847,195319,195425,2448
4848,130139,130139,2481
4849,195255,195412,2481
4850,195256,195413,2481
4851,195257,195414,2481
4852,195258,0,2481
4853,195259,0,2481
4854,195272,195272,2481
4855,195339,195405,2450
4856,195340,195406,2450
4857,195341,195407,2450
4858,195342,195408,2450
4859,195343,195409,2450
4860,195346,195410,2450
4861,195347,195411,2450
4862,195348,0,2481
4863,195349,195418,2481
4864,195350,195419,2481
4865,195341,195407,2481
4866,195339,195405,2481
4867,195340,195406,2481
4868,195351,195351,2481
4869,195352,195352,2448
4870,195363,195363,2451
4871,0,195415,2450
4872,0,195416,2450
4873,0,195417,2450
4874,0,195415,2481
4875,0,195416,2481
4876,0,195417,2481
4877,0,195416,2448
4878,0,195415,2448
4879,0,195414,2448
4881,0,195426,2460
4882,0,195426,2461
4883,195443,195443,2452
4884,130139,130139,2483
4885,195255,195412,2483
4886,195256,195413,2483
4887,195257,195414,2483
4888,195258,0,2483
4889,195259,0,2483
4890,195272,195272,2483
4891,195348,0,2483
4892,195349,195418,2483
4893,195350,195419,2483
4894,195341,195407,2483
4895,195339,195405,2483
4896,195340,195406,2483
4897,195351,195351,2483
4898,0,195415,2483
4899,0,195416,2483
4900,0,195417,2483
4901,130139,130139,2484
4902,195272,195272,2484
4903,195349,195418,2484
4904,195350,195419,2484
4905,195341,195407,2484
4906,195339,195405,2484
4907,195340,195406,2484
4918,130139,130139,2485
4919,195272,195272,2485
4920,195349,195418,2485
4921,195350,195419,2485
4922,195341,195407,2485
4923,195339,195405,2485
4924,195340,195406,2485
4935,195246,195246,2484
4936,195248,195248,2484
4937,195251,195251,2484
4938,195252,195252,2484
4939,195342,195342,2484
4940,195346,195346,2484
4941,195443,195443,2454
4942,195466,195466,2454
4943,195467,0,2454
4944,195468,0,2454
4945,195466,195466,2452
4946,195467,0,2452
4947,195468,0,2452
4948,130139,130139,2486
4949,195257,195414,2486
4950,195258,0,2486
4951,195259,0,2486
4952,195272,195272,2486
4953,195348,0,2486
4954,195611,195612,2486
4955,195613,195614,2486
4956,195615,195616,2486
4957,195617,195618,2486
4958,195619,195620,2486
4959,195621,195621,2486
4960,0,195415,2486
4961,0,195416,2486
4962,0,195417,2486
4965,130139,130139,2487
4966,195272,195272,2487
4967,195349,195418,2487
4968,195350,195419,2487
4969,195341,195407,2487
4970,195339,195405,2487
4971,195340,195406,2487
4972,195181,195476,2449
4973,195483,195483,2464
4974,195484,195484,2464
4975,195484,195484,2471
4976,0,195496,2446
4977,0,195496,2459
4978,130139,130139,2490
4979,195090,0,2490
4980,195536,0,2490
4981,195092,0,2490
4982,195537,0,2490
4983,195185,195185,2490
4984,195186,195186,2490
4985,195313,195313,2490
4986,195319,195425,2490
4987,195352,195352,2490
4988,0,195416,2490
4989,0,195415,2490
4990,0,195414,2490
4998,130139,130139,2491
4999,195257,195414,2491
5000,195258,0,2491
5001,195259,0,2491
5002,195556,195557,2491
5003,195555,195558,2491
5004,195554,195560,2491
5005,195553,195561,2491
5006,195552,195562,2491
5007,0,195415,2491
5008,0,195416,2491
5009,0,195417,2491
5015,0,195563,2453
5016,0,195563,2456
5017,130139,130139,2492
5018,195047,0,2492
5019,195089,0,2492
5020,195185,195185,2492
5021,195186,195186,2492
5022,195313,195313,2492
5023,195319,195425,2492
5024,195352,195352,2492
5025,0,195415,2492
5026,0,195414,2492
5027,195565,195565,2492
5028,195045,0,2492
5029,195046,0,2492
5030,195051,195051,2492
5041,195579,195579,2493
5042,195580,195580,2494
5045,195608,195608,2496
5046,0,195416,2458
5047,0,195417,2458
5048,0,195414,2458
5049,0,195416,2463
5050,0,195417,2463
5051,0,195414,2463
5052,130139,130139,2497
5053,195257,195414,2497
5054,195258,0,2497
5055,195259,0,2497
5056,195348,0,2497
5057,195611,195612,2497
5058,195613,195614,2497
5059,195615,195616,2497
5060,195617,195618,2497
5061,195619,195620,2497
5062,195621,195621,2497
5063,0,195415,2497
5064,0,195416,2497
5065,0,195417,2497
5069,130139,130139,2498
5070,195198,0,2498
5071,195216,0,2498
5072,195220,0,2498
5073,195219,0,2498
5074,195094,0,2498
5075,195093,0,2498
5076,195095,195095,2498
5077,195218,195218,2498
5078,195221,195221,2498
5079,195222,195222,2498
5080,195223,195223,2498
5081,195224,195224,2498
5082,0,195416,2498
5083,0,195417,2498
5084,0,195414,2498
5087,195579,195579,2499
5088,195072,195072,2493
5089,195072,195072,2499
5090,195072,195072,2494
5091,195072,195072,2495
5092,195072,195072,2500
5093,200154,200154,2500
5094,200155,200155,2500
5098,196409,196409,2492
5099,196410,196410,2492
5100,196467,196467,2491
5101,130139,130139,2501
5102,195047,0,2501
5103,195089,0,2501
5104,195185,195185,2501
5105,195186,195186,2501
5106,195313,195313,2501
5107,195319,195425,2501
5108,195352,195352,2501
5109,0,195415,2501
5110,0,195414,2501
5111,195565,195565,2501
5112,195045,0,2501
5113,195046,0,2501
5114,195051,195051,2501
5115,196409,196409,2501
5116,196410,196410,2501
5117,130139,130139,2502
5118,195049,0,2502
5119,195048,0,2502
5120,195047,0,2502
5121,195088,0,2502
5122,195087,0,2502
5123,195089,0,2502
5124,195090,0,2502
5125,195091,0,2502
5126,195092,0,2502
5127,195096,195417,2502
5128,195098,0,2502
5129,195185,195185,2502
5130,195186,195186,2502
5131,195313,195313,2502
5132,195319,195425,2502
5133,195352,195352,2502
5134,0,195416,2502
5135,0,195415,2502
5136,0,195414,2502
5137,196851,196851,2492
5138,198030,198030,2507
5139,198033,198033,2507
5140,198086,0,2509
5141,198134,198134,2504
5142,198135,198135,2504
5143,198134,198134,2510
5144,198135,198135,2510
5145,198265,0,2514
5147,130139,130139,2519
5148,195255,195412,2519
5149,195256,195413,2519
5150,195257,195414,2519
5151,195258,0,2519
5152,195259,0,2519
5153,195272,195272,2519
5154,195348,0,2519
5155,195349,195418,2519
5156,195350,195419,2519
5157,195341,195407,2519
5158,195339,195405,2519
5159,195340,195406,2519
5160,195351,195351,2519
5161,0,195415,2519
5162,0,195416,2519
5163,0,195417,2519
5164,198086,0,2522
5165,199903,199903,2522
5166,195306,195306,2523
5167,199920,199920,2524
5168,195072,195072,2525
5169,199963,199963,2527
5170,199962,199962,2527
5171,195273,195273,2527
5172,199961,199961,2527
5175,199963,199963,2529
5176,199962,199962,2529
5177,195273,195273,2529
5178,199961,199961,2529
5179,199996,199996,2521
5180,199997,199997,2521
5181,199998,199998,2521
5182,200001,200001,2521
5183,200002,200003,2521
5184,195306,195306,2531
5185,198086,0,2531
5186,130139,130139,2531
5187,195611,195612,2531
5188,195613,195614,2531
5189,195615,195616,2531
5190,195617,195618,2531
5191,195619,195620,2531
5193,195059,195059,2533
5194,195060,195060,2533
5195,195061,195061,2533
5196,195062,195062,2533
5197,195072,195072,2533
5198,0,195563,2533
5199,195059,195059,2534
5200,195060,195060,2534
5201,195061,195061,2534
5202,195062,195062,2534
5203,195072,195072,2534
5204,130139,130139,2536
5205,195047,0,2536
5206,195089,0,2536
5207,195185,195185,2536
5208,195186,195186,2536
5209,195313,195313,2536
5210,195319,195425,2536
5211,195352,195352,2536
5212,0,195415,2536
5213,0,195414,2536
5214,195565,195565,2536
5215,195045,0,2536
5216,195046,0,2536
5217,195051,195051,2536
5218,196409,196409,2536
5219,196410,196410,2536
5220,196851,196851,2536
5221,200205,200205,2500
5222,200211,200211,2500
5223,200212,200212,2500
5224,195057,195057,2500
5229,115861,115861,2540
5230,200538,200538,2540
5231,200674,200674,2540
5232,200710,200710,2542
5233,200885,200885,2540
5234,211244,211244,2547
5235,211245,211245,2547
5236,211246,211246,2547
5237,211248,211248,2547
5238,195072,195072,2547
5243,195072,195072,2548
5244,200205,200205,2548
5245,200211,200211,2548
5246,200212,200212,2548
5247,195057,195057,2548
5248,130139,130139,2552
5249,195257,195414,2552
5250,195258,0,2552
5251,195259,0,2552
5252,195348,0,2552
5253,195611,195612,2552
5254,195613,195614,2552
5255,195615,195616,2552
5256,195617,195618,2552
5257,195619,195620,2552
5258,195621,195621,2552
5259,0,195415,2552
5260,0,195416,2552
5261,0,195417,2552
5262,203795,0,2554
5263,130139,130139,2557
5264,195047,0,2557
5265,195088,0,2557
5266,195087,0,2557
5267,195089,0,2557
5268,195090,0,2557
5269,195091,0,2557
5270,195092,0,2557
5271,195096,195417,2557
5272,195098,0,2557
5273,195185,195185,2557
5274,195186,195186,2557
5275,195313,195313,2557
5276,195319,195425,2557
5277,195352,195352,2557
5278,0,195416,2557
5279,0,195415,2557
5280,0,195414,2557
5281,195045,0,2557
5282,195046,0,2557
5283,195051,195051,2557
5286,203895,203895,2518
5287,203877,203877,2518
5288,204044,204044,2562
5289,204047,204047,2562
5290,112471,112471,2564
5291,112472,112472,2564
5292,204961,204961,2566
5293,205191,205191,2568
5294,205193,205193,2568
5295,205195,205195,2568
5296,206450,206450,2572
5297,206449,206449,2572
5298,206448,206448,2572
5299,206447,206447,2572
5300,206454,206454,2503
5301,206455,206455,2503
5302,206454,206454,2572
5303,206455,206455,2572
5304,206454,206454,2573
5305,206455,206455,2573
5306,206460,206460,2573
5307,206461,206461,2573
5308,206462,206462,2573
5309,206450,206450,2574
5310,206449,206449,2574
5311,206448,206448,2574
5312,206447,206447,2574
5313,206454,206454,2574
5314,206455,206455,2574
5315,207573,207573,2461
5316,130139,130139,2577
5317,195272,195272,2577
5318,195349,195418,2577
5319,195350,195419,2577
5320,195341,195407,2577
5321,195339,195405,2577
5322,195340,195406,2577
5333,195306,195306,2578
5334,195306,195306,2563
5335,209146,209146,2478
5336,130139,130139,2579
5337,195272,195272,2579
5338,195349,195418,2579
5339,195350,195419,2579
5340,195341,195407,2579
5341,195339,195405,2579
5342,195340,195406,2579
5343,209217,209218,2579
5344,209219,209219,2579
5345,130139,130139,2580
5346,195095,195095,2580
5347,195218,195218,2580
5348,195221,195221,2580
5349,195222,195222,2580
5350,195223,195223,2580
5351,195224,195224,2580
5365,96437,96437,2582
5366,96438,0,2582
5367,90822,0,2582
5368,130139,130139,2582
5369,130139,130139,2584
5370,211258,211258,2547
5371,211262,211262,2547
