SourceText_lang,ID,ItemID,PvpFaction,SourceTypeEnum,SpellID
|cFFFFD200Vendor: |rSean Catchpole|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,9569,0,1,2,162217
|cFFFFD200Vendor: |rSean Catchpole|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,9570,0,1,2,162218
|cFFFFD200Vendor: |rBob|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r5|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,9571,0,1,2,159674
|cFFFFD200Vendor: |rSteven Cochrane|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h,9572,0,1,2,168836
|cFFFFD200Vendor: |rSteven Cochrane|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h,9573,0,1,2,168837
|cFFFFD200Vendor: |rSteven Cochrane|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h,9574,0,1,2,168838
|cFFFFD200Vendor: |rSteven Cochrane|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h,9575,0,1,2,168839
|cFFFFD200Vendor: |rSteven Cochrane|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h,9576,0,1,2,168840
|cFFFFD200Vendor: |rSteven Cochrane|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h,9577,0,1,2,168841
|cFFFFD200Vendor: |rSteven Cochrane|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h,9578,0,1,2,168842
|cFFFFD200Vendor: |rSteven Cochrane|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h,9579,0,1,2,168843
|cFFFFD200Vendor: |rSteven Cochrane|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h,9580,0,1,2,168844
|cFFFFD200Vendor: |rSteven Cochrane|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h,9581,0,1,2,168845
|cFFFFD200Vendor: |rSteven Cochrane|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h,9582,0,1,2,168846
|cFFFFD200Vendor: |rSteven Cochrane|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h,9583,0,1,2,168847
|cFFFFD200Vendor: |rSteven Cochrane|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r5|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h,9584,0,1,2,168848
|cFFFFD200Vendor: |rSteven Cochrane|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r5|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h,9585,0,1,2,168849
|cFFFFD200Vendor: |rSteven Cochrane|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r5|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h,9586,0,1,2,168850
|cFFFFD200Vendor: |rArtificer Harlaan|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118723|h|TINTERFACE\ICONS\INV_MISC_BOOK_10.BLP:0|t|h,9588,0,1,2,170701
|cFFFFD200Vendor: |rArtificer Harlaan|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118723|h|TINTERFACE\ICONS\INV_MISC_BOOK_10.BLP:0|t|h,9590,0,1,2,170713
|cFFFFD200Vendor: |rArtificer Harlaan|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118723|h|TINTERFACE\ICONS\INV_MISC_BOOK_10.BLP:0|t|h,9591,0,1,2,170714
|cFFFFD200Vendor: |rArtificer Harlaan|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118723|h|TINTERFACE\ICONS\INV_MISC_BOOK_10.BLP:0|t|h,9592,0,1,2,170715
|cFFFFD200Vendor: |rArtificer Harlaan|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118723|h|TINTERFACE\ICONS\INV_MISC_BOOK_10.BLP:0|t|h,9593,0,1,2,170716
|cFFFFD200Vendor: |rArtificer Harlaan|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118723|h|TINTERFACE\ICONS\INV_MISC_BOOK_10.BLP:0|t|h,9594,0,1,2,170717
|cFFFFD200Vendor: |rArtificer Harlaan|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118723|h|TINTERFACE\ICONS\INV_MISC_BOOK_10.BLP:0|t|h,9595,0,1,2,170718
|cFFFFD200Vendor: |rArtificer Harlaan|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118723|h|TINTERFACE\ICONS\INV_MISC_BOOK_10.BLP:0|t|h,9596,0,1,2,170719
|cFFFFD200Vendor: |rArtificer Harlaan|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118723|h|TINTERFACE\ICONS\INV_MISC_BOOK_10.BLP:0|t|h,9597,0,1,2,170720
|cFFFFD200Vendor: |rArtificer Harlaan|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118723|h|TINTERFACE\ICONS\INV_MISC_BOOK_10.BLP:0|t|h,9598,0,1,2,170721
|cFFFFD200Vendor: |rArtificer Harlaan|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118723|h|TINTERFACE\ICONS\INV_MISC_BOOK_10.BLP:0|t|h,9599,0,1,2,170723
|cFFFFD200Vendor: |rArtificer Harlaan|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118723|h|TINTERFACE\ICONS\INV_MISC_BOOK_10.BLP:0|t|h,9600,0,1,2,170724
|cFFFFD200Vendor: |rArtificer Harlaan|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r5|Hitem:118723|h|TINTERFACE\ICONS\INV_MISC_BOOK_10.BLP:0|t|h,9601,0,1,2,170725
|cFFFFD200Vendor: |rArtificer Harlaan|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r5|Hitem:118723|h|TINTERFACE\ICONS\INV_MISC_BOOK_10.BLP:0|t|h,9602,0,1,2,170726
|cFFFFD200Vendor: |rArtificer Harlaan|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r5|Hitem:118723|h|TINTERFACE\ICONS\INV_MISC_BOOK_10.BLP:0|t|h,9603,0,1,2,170727
|cFFFFD200Vendor: |rArtificer Harlaan|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r5|Hitem:118723|h|TINTERFACE\ICONS\INV_MISC_BOOK_10.BLP:0|t|h,9604,0,1,2,170729
|cFFFFD200Vendor: |rArtificer Harlaan|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r5|Hitem:118723|h|TINTERFACE\ICONS\INV_MISC_BOOK_10.BLP:0|t|h,9605,0,1,2,170730
|cFFFFD200Vendor: |rArtificer Harlaan|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r3|Hitem:118723|h|TINTERFACE\ICONS\INV_MISC_BOOK_10.BLP:0|t|h,9606,0,1,2,170731
|cFFFFD200Vendor: |rArtificer Harlaan|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r3|Hitem:118723|h|TINTERFACE\ICONS\INV_MISC_BOOK_10.BLP:0|t|h,9607,0,1,2,170732
|cFFFFD200Vendor: |rSean Catchpole|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r5|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,9608,0,1,2,177363
|cFFFFD200Vendor: |rLeara Moonsilk|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118721|h|TINTERFACE\ICONS\INV_MISC_BOOK_09.BLP:0|t|h,9609,0,1,2,171266
|cFFFFD200Vendor: |rLeara Moonsilk|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118721|h|TINTERFACE\ICONS\INV_MISC_BOOK_09.BLP:0|t|h,9610,0,1,2,171267
|cFFFFD200Vendor: |rLeara Moonsilk|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118721|h|TINTERFACE\ICONS\INV_MISC_BOOK_09.BLP:0|t|h,9611,0,1,2,171268
|cFFFFD200Vendor: |rLeara Moonsilk|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118721|h|TINTERFACE\ICONS\INV_MISC_BOOK_09.BLP:0|t|h,9612,0,1,2,171269
|cFFFFD200Vendor: |rLeara Moonsilk|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118721|h|TINTERFACE\ICONS\INV_MISC_BOOK_09.BLP:0|t|h,9613,0,1,2,171278
|cFFFFD200Vendor: |rLeara Moonsilk|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118721|h|TINTERFACE\ICONS\INV_MISC_BOOK_09.BLP:0|t|h,9614,0,1,2,171279
|cFFFFD200Vendor: |rLeara Moonsilk|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118721|h|TINTERFACE\ICONS\INV_MISC_BOOK_09.BLP:0|t|h,9615,0,1,2,171280
|cFFFFD200Vendor: |rLeara Moonsilk|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118721|h|TINTERFACE\ICONS\INV_MISC_BOOK_09.BLP:0|t|h,9616,0,1,2,171281
|cFFFFD200Vendor: |rLeara Moonsilk|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118721|h|TINTERFACE\ICONS\INV_MISC_BOOK_09.BLP:0|t|h,9617,0,1,2,171282
|cFFFFD200Vendor: |rLeara Moonsilk|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118721|h|TINTERFACE\ICONS\INV_MISC_BOOK_09.BLP:0|t|h,9618,0,1,2,171283
|cFFFFD200Vendor: |rLeara Moonsilk|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118721|h|TINTERFACE\ICONS\INV_MISC_BOOK_09.BLP:0|t|h,9619,0,1,2,171284
|cFFFFD200Vendor: |rLeara Moonsilk|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118721|h|TINTERFACE\ICONS\INV_MISC_BOOK_09.BLP:0|t|h,9620,0,1,2,171285
|cFFFFD200Vendor: |rLeara Moonsilk|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r5|Hitem:118721|h|TINTERFACE\ICONS\INV_MISC_BOOK_09.BLP:0|t|h,9622,0,1,2,171289
|cFFFFD200Vendor: |rLeara Moonsilk|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r5|Hitem:118721|h|TINTERFACE\ICONS\INV_MISC_BOOK_09.BLP:0|t|h,9623,0,1,2,171290
|cFFFFD200Vendor: |rLeara Moonsilk|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r5|Hitem:118721|h|TINTERFACE\ICONS\INV_MISC_BOOK_09.BLP:0|t|h,9624,0,1,2,171291
|cFFFFD200Vendor: |rRoyce Bigbeard|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118720|h|TINTERFACE\ICONS\INV_MISC_BOOK_11.BLP:0|t|h,9625,0,1,2,171694
|cFFFFD200Vendor: |rRoyce Bigbeard|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118720|h|TINTERFACE\ICONS\INV_MISC_BOOK_11.BLP:0|t|h,9626,0,1,2,171695
|cFFFFD200Vendor: |rRoyce Bigbeard|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118720|h|TINTERFACE\ICONS\INV_MISC_BOOK_11.BLP:0|t|h,9627,0,1,2,171696
|cFFFFD200Vendor: |rRoyce Bigbeard|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118720|h|TINTERFACE\ICONS\INV_MISC_BOOK_11.BLP:0|t|h,9628,0,1,2,171697
|cFFFFD200Vendor: |rRoyce Bigbeard|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118720|h|TINTERFACE\ICONS\INV_MISC_BOOK_11.BLP:0|t|h,9629,0,1,2,171698
|cFFFFD200Vendor: |rRoyce Bigbeard|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118720|h|TINTERFACE\ICONS\INV_MISC_BOOK_11.BLP:0|t|h,9630,0,1,2,171699
|cFFFFD200Vendor: |rRoyce Bigbeard|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118720|h|TINTERFACE\ICONS\INV_MISC_BOOK_11.BLP:0|t|h,9631,0,1,2,171700
|cFFFFD200Vendor: |rRoyce Bigbeard|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118720|h|TINTERFACE\ICONS\INV_MISC_BOOK_11.BLP:0|t|h,9632,0,1,2,171701
|cFFFFD200Vendor: |rRoyce Bigbeard|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118720|h|TINTERFACE\ICONS\INV_MISC_BOOK_11.BLP:0|t|h,9633,0,1,2,171702
|cFFFFD200Vendor: |rRoyce Bigbeard|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118720|h|TINTERFACE\ICONS\INV_MISC_BOOK_11.BLP:0|t|h,9634,0,1,2,171703
|cFFFFD200Vendor: |rRoyce Bigbeard|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118720|h|TINTERFACE\ICONS\INV_MISC_BOOK_11.BLP:0|t|h,9635,0,1,2,171704
|cFFFFD200Vendor: |rRoyce Bigbeard|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118720|h|TINTERFACE\ICONS\INV_MISC_BOOK_11.BLP:0|t|h,9636,0,1,2,171705
|cFFFFD200Vendor: |rRoyce Bigbeard|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118720|h|TINTERFACE\ICONS\INV_MISC_BOOK_11.BLP:0|t|h,9637,0,1,2,171706
|cFFFFD200Vendor: |rRoyce Bigbeard|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118720|h|TINTERFACE\ICONS\INV_MISC_BOOK_11.BLP:0|t|h,9638,0,1,2,171707
|cFFFFD200Vendor: |rSean Catchpole|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,9641,0,1,2,173289
|cFFFFD200Vendor: |rBob|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r5|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,9642,0,1,2,173323
|cFFFFD200Vendor: |rRoyce Bigbeard|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118720|h|TINTERFACE\ICONS\INV_MISC_BOOK_11.BLP:0|t|h,9643,0,1,2,173355
|cFFFFD200Vendor: |rSean Catchpole|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,9644,0,1,2,176732
|cFFFFD200Vendor: |rLeara Moonsilk|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118721|h|TINTERFACE\ICONS\INV_MISC_BOOK_09.BLP:0|t|h,9645,0,1,2,178208
|cFFFFD200Vendor: |rRoyce Bigbeard|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118720|h|TINTERFACE\ICONS\INV_MISC_BOOK_11.BLP:0|t|h,9646,0,1,2,178243
|cFFFFD200Vendor: |rRoyce Bigbeard|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r1|Hitem:118720|h|TINTERFACE\ICONS\INV_MISC_BOOK_11.BLP:0|t|h,9647,0,1,2,178245
|cFFFFD200Vendor: |rCullen Hammerbrow|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Cost: |r1|Hitem:76061|h|TINTERFACE\ICONS\INV_ELEMENTAL_SPIRITOFHARMONY_2.BLP:0|t|h,9648,0,1,2,122597
|cFFFFD200Vendor: |rCullen Hammerbrow|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Cost: |r1|Hitem:76061|h|TINTERFACE\ICONS\INV_ELEMENTAL_SPIRITOFHARMONY_2.BLP:0|t|h,9649,0,1,2,122595
|cFFFFD200Vendor: |rCullen Hammerbrow|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Cost: |r1|Hitem:76061|h|TINTERFACE\ICONS\INV_ELEMENTAL_SPIRITOFHARMONY_2.BLP:0|t|h,9650,0,1,2,122598
|cFFFFD200Vendor: |rCullen Hammerbrow|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Cost: |r1|Hitem:76061|h|TINTERFACE\ICONS\INV_ELEMENTAL_SPIRITOFHARMONY_2.BLP:0|t|h,9651,0,1,2,122599
|cFFFFD200Vendor: |rCullen Hammerbrow|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Cost: |r1|Hitem:76061|h|TINTERFACE\ICONS\INV_ELEMENTAL_SPIRITOFHARMONY_2.BLP:0|t|h,9652,0,1,2,122596
|cFFFFD200Vendor: |rCullen Hammerbrow|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Cost: |r1|Hitem:76061|h|TINTERFACE\ICONS\INV_ELEMENTAL_SPIRITOFHARMONY_2.BLP:0|t|h,9653,0,1,2,122621
|cFFFFD200Vendor: |rCullen Hammerbrow|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Cost: |r1|Hitem:76061|h|TINTERFACE\ICONS\INV_ELEMENTAL_SPIRITOFHARMONY_2.BLP:0|t|h,9654,0,1,2,122629
|cFFFFD200Vendor: |rCullen Hammerbrow|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Cost: |r1|Hitem:76061|h|TINTERFACE\ICONS\INV_ELEMENTAL_SPIRITOFHARMONY_2.BLP:0|t|h,9655,0,1,2,122593
|cFFFFD200Vendor: |rCullen Hammerbrow|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Cost: |r1|Hitem:76061|h|TINTERFACE\ICONS\INV_ELEMENTAL_SPIRITOFHARMONY_2.BLP:0|t|h,9656,0,1,2,122619
|cFFFFD200Vendor: |rCullen Hammerbrow|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Cost: |r1|Hitem:76061|h|TINTERFACE\ICONS\INV_ELEMENTAL_SPIRITOFHARMONY_2.BLP:0|t|h,9657,0,1,2,122622
|cFFFFD200Vendor: |rCullen Hammerbrow|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Cost: |r1|Hitem:76061|h|TINTERFACE\ICONS\INV_ELEMENTAL_SPIRITOFHARMONY_2.BLP:0|t|h,9658,0,1,2,122623
|cFFFFD200Vendor: |rCullen Hammerbrow|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Cost: |r1|Hitem:76061|h|TINTERFACE\ICONS\INV_ELEMENTAL_SPIRITOFHARMONY_2.BLP:0|t|h,9659,0,1,2,122627
|cFFFFD200Vendor: |rCullen Hammerbrow|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Cost: |r1|Hitem:76061|h|TINTERFACE\ICONS\INV_ELEMENTAL_SPIRITOFHARMONY_2.BLP:0|t|h,9660,0,1,2,122630
|cFFFFD200Vendor: |rCullen Hammerbrow|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Cost: |r1|Hitem:76061|h|TINTERFACE\ICONS\INV_ELEMENTAL_SPIRITOFHARMONY_2.BLP:0|t|h,9661,0,1,2,122631
|cFFFFD200Vendor: |rCullen Hammerbrow|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Cost: |r1|Hitem:76061|h|TINTERFACE\ICONS\INV_ELEMENTAL_SPIRITOFHARMONY_2.BLP:0|t|h,9662,0,1,2,122620
|cFFFFD200Vendor: |rCullen Hammerbrow|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Cost: |r1|Hitem:76061|h|TINTERFACE\ICONS\INV_ELEMENTAL_SPIRITOFHARMONY_2.BLP:0|t|h,9663,0,1,2,122628
|cFFFFD200Vendor: |rCullen Hammerbrow|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Cost: |r1|Hitem:76061|h|TINTERFACE\ICONS\INV_ELEMENTAL_SPIRITOFHARMONY_2.BLP:0|t|h,9664,0,1,2,122617
|cFFFFD200Vendor: |rCullen Hammerbrow|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Cost: |r1|Hitem:76061|h|TINTERFACE\ICONS\INV_ELEMENTAL_SPIRITOFHARMONY_2.BLP:0|t|h,9665,0,1,2,122625
|cFFFFD200Vendor: |rCullen Hammerbrow|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Cost: |r1|Hitem:76061|h|TINTERFACE\ICONS\INV_ELEMENTAL_SPIRITOFHARMONY_2.BLP:0|t|h,9666,0,1,2,122592
|cFFFFD200Vendor: |rCullen Hammerbrow|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Cost: |r1|Hitem:76061|h|TINTERFACE\ICONS\INV_ELEMENTAL_SPIRITOFHARMONY_2.BLP:0|t|h,9667,0,1,2,122594
|cFFFFD200Vendor: |rCullen Hammerbrow|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Cost: |r1|Hitem:76061|h|TINTERFACE\ICONS\INV_ELEMENTAL_SPIRITOFHARMONY_2.BLP:0|t|h,9668,0,1,2,122642
|cFFFFD200Vendor: |rCullen Hammerbrow|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Cost: |r1|Hitem:76061|h|TINTERFACE\ICONS\INV_ELEMENTAL_SPIRITOFHARMONY_2.BLP:0|t|h,9669,0,1,2,122643
|cFFFFD200Vendor: |rCullen Hammerbrow|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Cost: |r1|Hitem:76061|h|TINTERFACE\ICONS\INV_ELEMENTAL_SPIRITOFHARMONY_2.BLP:0|t|h,9670,0,1,2,122616
|cFFFFD200Vendor: |rCullen Hammerbrow|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Cost: |r1|Hitem:76061|h|TINTERFACE\ICONS\INV_ELEMENTAL_SPIRITOFHARMONY_2.BLP:0|t|h,9671,0,1,2,122618
|cFFFFD200Vendor: |rCullen Hammerbrow|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Cost: |r1|Hitem:76061|h|TINTERFACE\ICONS\INV_ELEMENTAL_SPIRITOFHARMONY_2.BLP:0|t|h,9672,0,1,2,122624
|cFFFFD200Vendor: |rCullen Hammerbrow|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Cost: |r1|Hitem:76061|h|TINTERFACE\ICONS\INV_ELEMENTAL_SPIRITOFHARMONY_2.BLP:0|t|h,9673,0,1,2,122626
|cFFFFD200Vendor: |rRaishen the Needle|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Cost: |r1|Hitem:76061|h|TINTERFACE\ICONS\INV_ELEMENTAL_SPIRITOFHARMONY_2.BLP:0|t|h,9674,0,1,2,125533
|cFFFFD200Vendor: |rRaishen the Needle|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Cost: |r1|Hitem:76061|h|TINTERFACE\ICONS\INV_ELEMENTAL_SPIRITOFHARMONY_2.BLP:0|t|h,9675,0,1,2,125531
|cFFFFD200Vendor: |rRaishen the Needle|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Cost: |r1|Hitem:76061|h|TINTERFACE\ICONS\INV_ELEMENTAL_SPIRITOFHARMONY_2.BLP:0|t|h,9676,0,1,2,125541
|cFFFFD200Vendor: |rRaishen the Needle|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Cost: |r1|Hitem:76061|h|TINTERFACE\ICONS\INV_ELEMENTAL_SPIRITOFHARMONY_2.BLP:0|t|h,9677,0,1,2,125539
|cFFFFD200Vendor: |rRaishen the Needle|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Cost: |r1|Hitem:76061|h|TINTERFACE\ICONS\INV_ELEMENTAL_SPIRITOFHARMONY_2.BLP:0|t|h,9678,0,1,2,125532
|cFFFFD200Vendor: |rRaishen the Needle|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Cost: |r1|Hitem:76061|h|TINTERFACE\ICONS\INV_ELEMENTAL_SPIRITOFHARMONY_2.BLP:0|t|h,9679,0,1,2,125540
|cFFFFD200Vendor: |rRaishen the Needle|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Cost: |r1|Hitem:76061|h|TINTERFACE\ICONS\INV_ELEMENTAL_SPIRITOFHARMONY_2.BLP:0|t|h,9680,0,1,2,125535
|cFFFFD200Vendor: |rRaishen the Needle|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Cost: |r1|Hitem:76061|h|TINTERFACE\ICONS\INV_ELEMENTAL_SPIRITOFHARMONY_2.BLP:0|t|h,9681,0,1,2,125543
|cFFFFD200Vendor: |rRaishen the Needle|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Cost: |r1|Hitem:76061|h|TINTERFACE\ICONS\INV_ELEMENTAL_SPIRITOFHARMONY_2.BLP:0|t|h,9682,0,1,2,125542
