ID,ItemEffectID,ItemID
139673,102564,20506
139674,102566,21813
139675,102567,20387
139681,102573,19707
139682,102578,20507
139683,102579,20508
139684,102580,21235
139685,102592,19588
139686,102597,19777
139692,102607,19858
139694,102620,22209
139695,102621,19778
139696,102622,19779
139697,102623,19780
139698,102625,19270
139699,102626,19271
139700,102627,11819
139702,102631,7977
139705,102636,20553
139707,102640,21560
139708,102642,19711
139709,102644,20036
139710,102645,18963
139711,102646,18964
139714,102649,20509
139715,102654,19947
139716,102655,19872
139717,102669,19949
139718,102670,12701
139719,102671,19448
139720,102673,20527
139734,102696,19819
139735,102697,19821
139740,102707,19617
139741,102708,19955
139742,102709,19957
139743,102710,19958
139744,102713,19227
139746,102715,20076
139747,102719,11202
139748,102726,19959
139752,102733,20409
139753,102734,20411
139754,102735,1125
139755,102739,8402
139756,102743,9053
139757,102744,9124
139758,102747,19330
139765,102756,20414
139766,102757,20510
139767,102758,20511
139768,102759,20512
139769,102761,19776
139770,102765,19337
139771,102766,9215
139772,102773,20555
139773,102777,19783
139774,102778,19784
139775,102783,20077
139776,102784,19820
139777,102786,19971
139778,102790,19772
139779,102795,19785
139780,102802,19264
139781,102803,19279
139782,102806,20413
139783,102811,19782
139784,102812,19813
139785,102814,19259
139786,102815,19280
139787,102816,19284
139788,102822,19215
139791,102830,9136
139792,102831,9143
139793,102832,9164
139794,102835,20012
139795,102838,20557
139797,102843,19786
139800,102848,19952
139802,102857,21236
139803,102870,20007
139804,102871,20008
139805,102877,20410
139806,102888,21744
139807,102889,21745
139808,102892,21212
139810,237942,21326
139811,102901,22034
139815,102906,22298
139816,102907,22299
139817,102910,22121
139818,102913,21577
139819,102914,21578
139820,102915,21579
139821,102918,22192
139822,102919,22397
139823,102921,21537
139824,102922,21747
139825,102927,21739
139826,102931,21473
139827,102938,20542
139828,102939,21282
139830,102942,20651
139831,102944,22401
139832,102945,22400
139833,102955,22219
139834,102960,22294
139835,102961,22297
139836,102963,22021
139837,102964,22022
139838,102965,22025
139839,102966,22119
139841,102969,21039
139843,102977,22114
139844,102978,22122
139845,102980,22395
139846,102983,22300
139847,102984,22049
139848,102985,22214
139849,102986,21547
139850,102987,21718
139851,102988,21719
139852,102989,21761
139854,103010,21558
139855,103011,21559
139856,103023,22175
139859,103035,21540
139860,103036,21731
139861,103037,21923
139862,103038,22200
139863,103040,22324
139864,103041,22295
139865,103042,22296
139866,103043,22289
139867,103044,21986
139868,103050,22432
139869,103059,21714
139870,103062,21717
139871,103071,21552
139872,103072,21557
139873,103073,21729
139874,103074,22174
139877,103079,21595
139879,103082,21762
139880,103092,22115
139884,103100,21711
139887,103121,21548
139888,103122,21323
139889,103123,21324
139890,103124,21536
139891,103125,22117
139892,103126,22321
139893,103129,21725
139894,103130,21726
139895,103131,21647
139896,103135,22173
139897,103136,22177
139898,103138,21713
139899,103144,21488
139900,103146,21325
139901,103151,21589
139902,103152,21590
139903,103153,21591
139906,103159,20726
139907,103175,21592
139908,103176,21593
139909,103183,21328
139910,103186,21721
139911,103187,21722
139912,103188,21724
139913,103193,22345
139914,103195,22292
139915,103200,21727
139916,103201,21728
139920,103212,21922
139921,103220,21625
139922,103229,22218
139923,103230,22221
139926,103241,21519
139927,103264,22029
139928,103266,22193
139929,103267,22048
139930,103273,21358
139935,103296,21737
139936,103301,22120
139937,103307,22222
139940,103327,23027
139941,103328,22393
139942,103330,22396
139943,103339,21891
139944,103345,21716
139945,103346,21720
139946,103347,21738
139947,103353,21279
139948,103354,21280
139949,103355,22890
139950,103358,22291
139951,103359,22293
139952,103363,22705
139953,103364,23696
139954,103372,20620
139955,103373,20755
139956,103374,20756
139958,103377,21213
139959,103383,21307
139962,103386,22729
139963,103389,22891
139964,103392,21072
139965,103393,21099
139966,103394,21277
139968,103396,23203
139969,103397,23204
139973,103404,20751
139975,103406,21302
139976,103407,21303
139977,103408,21304
139978,103409,21305
139979,103410,21306
139980,103422,23006
139981,103431,22704
139982,103435,20518
139985,103454,21171
139986,103455,20528
139987,103456,21033
139988,103457,21038
139989,103468,20746
139990,103469,20757
139991,103470,20758
139992,103471,21071
139993,103472,21025
139994,103473,20752
139995,103474,20753
139996,103475,20754
139997,103476,20533
140000,103481,21730
140003,103489,21369
140004,103490,21371
140005,103491,21023
140006,103492,21030
140010,103504,20535
140011,103505,20547
140012,103508,20636
140013,103510,21031
140014,103511,21546
140019,103537,19344
140020,103547,21732
140021,103548,21733
140022,103549,21734
140023,103550,21735
140024,103551,21736
140025,103556,20908
140026,103567,21561
140027,103568,21562
140033,103574,21526
140037,103579,20761
140039,103595,21670
140040,103603,21723
140041,103606,20709
140042,103613,19883
140043,103614,21569
140044,103615,21136
140046,103623,21574
140047,103624,21575
140048,103625,21576
140051,103628,21570
140052,103629,21571
140056,103654,21685
140058,103658,21281
140061,103674,20728
140062,103675,20729
140063,103676,20732
140064,103677,20734
140065,103678,20503
140070,103688,21215
140071,103689,21218
140076,103706,21168
140077,103707,20747
140078,103711,20554
140084,103752,23175
140085,103753,23176
140086,103756,24101
140087,103758,23794
140088,103759,23795
140089,103760,23796
140090,103763,22703
140091,103781,23379
140092,103784,23578
140095,103787,23549
140096,103788,23558
140097,103789,23570
140098,103790,23579
140099,103791,22774
140100,103803,22780
140101,103804,22781
140103,103814,22767
140104,103815,22769
140105,103816,22772
140106,103817,22694
140107,103818,23002
140108,103819,23004
140109,103824,23683
140110,103825,23684
140111,103826,23689
140112,103827,23690
140113,103828,22031
140116,103831,22954
140121,103847,23164
140123,103853,22390
140124,103856,22392
140125,103858,22220
140126,103866,22692
140127,103867,22682
140128,103876,22766
140129,103877,22768
140130,103878,22770
140131,103879,22771
140132,103880,22773
140133,103881,22739
140134,103892,23247
140135,103897,21829
140136,103898,22027
140137,103902,22033
140138,103936,22309
140139,103937,22310
140140,103943,22036
140145,103948,22635
140146,103956,23713
140147,103957,23720
140148,103973,22754
140150,104025,22312
140151,104028,22024
140152,104029,22026
140153,104030,22020
140154,104041,22261
140155,104042,22636
140156,104046,23172
140160,104053,23719
140161,104054,23721
140162,104055,23722
140163,104062,23015
140164,104063,23418
140165,104064,23435
140166,104066,22398
140168,104071,23725
140169,104072,23728
140170,104076,22023
140171,104094,23327
140172,104095,22131
140173,104096,22695
140174,104097,22698
140175,104100,22638
140176,104101,22140
140177,104102,22141
140178,104103,22142
140179,104105,22895
140180,104106,22897
140181,104109,22143
140183,104112,22259
140184,104113,22285
140185,104114,22286
140186,104115,22287
140187,104116,22288
140188,104117,22290
140189,104118,22399
140190,104130,23320
140193,104146,23005
140195,104153,23193
140196,104154,23194
140197,104155,23195
140198,104156,23196
140199,104157,22402
140200,104160,23727
140201,104161,23198
140202,104162,23199
140204,104166,23001
140206,104174,23007
140207,104176,23200
140208,104177,23201
140209,104178,23202
140210,104179,23197
140211,104192,22737
140212,104193,23160
140213,104194,23161
140214,104195,23163
140215,104202,22587
140216,104203,22588
140217,104208,23712
140218,104209,23714
140219,104210,23715
140220,104211,23716
140221,104212,23718
140222,104214,22144
140223,104215,22145
140224,104216,22151
140225,104221,22030
140229,104226,21833
140230,104227,21834
140237,104238,23040
140238,104239,24102
140240,104250,23046
140242,104252,23047
140243,104265,22685
140244,104266,22696
140245,104267,22697
140247,104282,21946
140248,104283,21960
140249,104284,22235
140250,104285,22236
140251,104286,22237
140253,104288,23041
140254,104289,23042
140255,104297,22176
140263,104327,22683
140264,104330,22684
140265,104331,22686
140266,104332,22687
140267,104340,22388
140268,104341,22046
140269,104345,23122
140270,104346,23123
140272,104358,22238
140273,104359,22239
140274,104362,22284
140275,104363,22389
140287,104401,22678
140288,104402,23083
140289,104405,22038
140290,104406,22039
140291,104407,23246
140294,104410,22047
140295,104411,22307
140296,104412,22308
140297,104413,21984
140298,104414,23215
140299,104416,22042
140300,104417,22043
140301,104422,22283
140303,104429,22584
140304,104430,22585
140305,104431,22586
140306,104438,23326
140307,104440,23055
140308,104447,22485
140309,104448,22486
140310,104449,22123
140311,104453,22028
140312,104454,22050
140313,104455,22040
140314,104473,22032
140315,104474,22035
140316,104475,22037
140317,104476,22136
140318,104477,22051
140319,104494,22052
140320,104495,22056
140321,104496,22057
140322,104499,22041
140325,104520,22132
140326,104521,22133
140327,104522,22134
140328,104523,22135
140329,112960,167648
140330,115245,172070
140331,118012,180089
140335,209285,242256
140338,209288,242310
140339,209289,242310
140369,209319,242269
140377,209327,241241
140386,209338,242316
140394,209344,242270
140396,209346,242271
140399,209349,242361
140400,209350,242361
140401,209351,242362
140405,208252,239010
140407,209357,240924
140408,209358,242367
140441,207792,238945
140444,209394,238961
140457,209407,242465
140469,209419,241002
140471,209421,241006
140472,209422,241008
140672,208940,240849
140708,209658,242319
140709,209659,242320
140876,209826,242427
141117,210748,240849
141118,210068,240842
141120,209222,240920
141125,210076,240921
141139,210169,243065
141217,210247,240842
141219,210249,240843
141220,210250,240844
141224,210254,239060
141225,208935,239301
141226,210256,240850
141228,210258,240851
141230,210260,240853
141235,210265,240854
141236,210266,240852
141241,209223,240921
141244,209224,240922
141246,209225,240923
141249,209240,240837
141253,209417,240998
141254,209249,241001
141259,209280,241003
141260,209420,241003
141261,209253,241004
141267,209423,241011
141284,208724,241034
141285,208725,241037
141288,208726,241038
141290,208727,241039
141291,208756,241068
141293,209874,242793
141294,210325,241069
141307,209284,241015
141313,209397,242436
141314,209822,242435
141315,209823,242434
141316,209824,242432
141317,209825,242429
141328,210246,240841
141409,208191,239574
141414,210445,241172
141432,210463,208425
141471,210502,243198
141484,210515,243229
141591,210622,232077
141716,210747,240849
141717,209622,240849
141746,210777,208484
142334,211365,240925
142367,211398,244353
142374,211405,13602
142387,211418,244460
142606,211637,230008
143052,212078,245675
143469,212484,221192
143735,212753,246683
143834,212852,246778
143912,212932,246916
143959,212968,246948
143960,212969,236754
144039,213000,247238
144040,213001,247239
144041,213002,247240
144042,213003,247241
144043,213004,247242
144044,213005,4597
144045,213006,13480
144070,213031,3394
144138,213101,247754
144139,213102,247755
144201,213164,247824
144204,213167,247828
144205,213168,247829
144220,213183,247840
144221,213184,247841
144222,213185,247846
144284,213249,247963
144285,213250,247970
144475,213444,248549
144491,213462,248613
144543,213534,248702
144544,213514,248682
144545,213515,248683
144546,213516,248684
144547,213517,248685
144548,213518,248686
144549,213519,248687
144550,213520,248688
144551,213521,248689
144552,213522,248690
144553,213523,248691
144554,213524,248692
144555,213525,248693
144556,213526,248694
144557,213527,248695
144558,213528,248696
144559,213529,248697
144560,213530,248698
144561,213531,248699
144564,213535,248703
144565,213536,248704
144566,213537,248705
144567,213538,248706
144568,213539,248707
144569,213540,248708
144570,213541,248709
144571,213542,248710
144572,213543,248711
144573,213544,248712
144574,213545,248713
144576,213547,248206
144811,213826,249390
144812,213827,249396
144813,213828,249397
144814,213829,249398
144821,213836,249441
144822,213837,249442
144824,213839,249443
144843,213858,249469
144845,213860,249470
144846,213861,249473
144847,213862,249474
144848,213863,249474
144849,213864,249475
144850,213865,249475
144851,213866,249476
144852,213867,249476
144853,213868,249477
144854,213869,249477
144855,213870,249478
144856,213871,249478
144857,213872,249479
144858,213873,249479
144859,213874,249480
144860,213875,249480
144861,213876,249481
144862,213877,249481
144863,213878,249482
144864,213879,249482
144865,213880,249483
144866,213881,249483
144867,213882,249484
144868,213883,249484
144869,213884,249485
144870,213885,249485
144871,213886,249486
144872,213887,249486
144873,213888,249487
144874,213889,249487
144875,213890,249488
144876,213891,249488
144877,213892,249489
144878,213893,249489
144879,213894,249493
144880,213895,249493
144881,213896,249494
144882,213897,249494
144883,213898,249495
144884,213899,249495
144885,213900,249496
144886,213901,249496
144887,213902,249502
144888,213903,249502
144889,213904,249503
144890,213905,249503
144891,213906,249504
144892,213907,249504
144893,213908,249505
144894,213909,249505
144895,213910,249506
144896,213911,249506
144897,213912,249507
144898,213913,249507
144899,213914,249508
144900,213915,249508
144901,213916,249509
144902,213917,249509
144903,213918,249510
144904,213919,249510
144905,213920,249511
144906,213921,249511
144907,213922,249512
144908,213923,249512
144909,213924,249513
144910,213925,249513
144911,213926,249514
144912,213927,249514
144913,213928,249515
144914,213929,249515
144915,213930,249516
144916,213931,249516
144918,213933,249519
144919,213934,249519
144920,213935,249520
144921,213936,249520
144922,213937,249521
144923,213938,249521
144924,213939,249522
144925,213940,249522
144926,213941,249523
144927,213942,249523
144928,213943,249524
144929,213944,249524
144930,213945,249525
144931,213946,249525
144932,213947,249526
144933,213948,249526
144934,213949,249529
144935,213950,249529
144936,213951,249530
144937,213952,249530
144938,213953,249532
144939,213954,249532
144940,213955,249533
144941,213956,249533
144942,213957,249534
144943,213958,249534
144944,213959,249535
144945,213960,249535
144946,213961,249536
144947,213962,249536
144948,213963,249537
144949,213964,249537
144950,213965,249538
144951,213966,249538
144952,213967,249539
144953,213968,249539
145013,214028,249791
145014,214029,249792
145015,214030,249793
145016,214031,249794
145017,214032,249795
145018,214033,249796
145021,214036,249804
145033,214048,249812
145034,214049,249813
145035,214050,249814
145036,214051,249815
145037,214052,249816
145050,214062,249865
145051,214063,249866
145052,214064,249867
145053,214065,249868
145054,214066,249869
145055,214067,249870
145056,214068,249871
145057,214069,249872
145058,214070,249873
145059,214071,249874
145060,214072,249875
145061,214073,249876
145064,214076,249879
145065,214077,249879
145066,214078,249880
145067,214079,249880
145068,214080,249881
145069,214081,249881
145070,214082,249882
145071,214083,249882
145072,214084,249883
145073,214085,249883
145074,214086,249884
145075,214087,249884
145076,214088,249885
145077,214089,249885
145078,214090,249886
145079,214091,249886
145080,214092,249887
145081,214093,249887
145082,214094,249888
145083,214095,249888
145084,214096,249889
145085,214097,249889
145086,214098,249890
145087,214099,249890
145089,214101,249895
145090,214102,249896
145091,214103,249897
145092,214104,249898
145100,214112,250065
145101,214113,250066
145102,214114,250067
145103,214115,250068
145104,214116,250069
145105,214117,250070
145106,214118,250071
145107,214119,250072
145108,214120,250073
145109,214121,250074
145110,214122,250075
145111,214123,250076
145112,214124,250077
145113,214125,250078
145114,214126,250079
145115,214127,250080
145116,214128,250081
145181,214193,250173
145215,214227,250173
145216,214228,250174
145217,214229,250174
145218,214230,250175
145219,214231,250175
145220,214232,250176
145221,214233,250176
145222,214234,250177
145223,214235,250177
145224,214236,250178
145225,214237,250178
145226,214238,250179
145227,214239,250179
145228,214240,250180
145229,214241,250180
145230,214242,250181
145231,214243,250181
145232,214244,250182
145233,214245,250182
145234,214246,250183
145235,214247,250183
145236,214248,250184
145237,214249,250184
145238,214250,250185
145239,214251,250185
145240,214252,250186
145241,214253,250186
145242,214254,250187
145243,214255,250187
145244,214256,250188
145245,214257,250188
145246,214258,250189
145247,214259,250189
145319,214337,250362
145320,214338,250362
145321,214339,250363
145322,214340,250363
145323,214341,250364
145324,214342,250364
145325,214343,250365
145326,214344,250365
145327,214345,250366
145328,214346,250366
145329,214347,250367
145330,214348,250367
145331,214349,250368
145332,214350,250368
145333,214351,250369
145334,214352,250369
145335,214353,250370
145336,214354,250370
145337,214355,250371
145338,214356,250371
145339,214357,250372
145340,214358,250372
145341,214359,250373
145342,214360,250373
145343,214361,250374
145344,214362,250374
145345,214363,250375
145346,214364,250375
145347,214365,250376
145348,214366,250376
145349,214367,250377
145350,214368,250377
145351,214369,250378
145352,214370,250378
145353,214371,250379
145354,214372,250379
145355,214373,250380
145356,214374,250380
145357,214375,250381
145358,214376,250381
145359,214377,250382
145360,214378,250382
145361,214379,250383
145362,214380,250383
145363,214381,250384
145364,214382,250384
145365,214383,250385
145366,214384,250385
145367,214385,250386
145368,214386,250386
145369,214387,250387
145370,214388,250387
145371,214389,250388
145372,214390,250388
145373,214391,250389
145374,214392,250389
145375,214393,250390
145376,214394,250390
145377,214395,250391
145378,214396,250391
145379,214397,250392
145380,214398,250392
145381,214399,250393
145382,214400,250393
145383,214401,250394
145384,214402,250394
145385,214403,250395
145386,214404,250395
145387,214405,250396
145388,214406,250396
145389,214407,250397
145390,214408,250397
145391,214409,250398
145392,214410,250398
145393,214411,250399
145394,214412,250399
145395,214413,250400
145396,214414,250400
145397,214415,250401
145398,214416,250401
145423,214441,250326
145426,214444,250327
145430,214448,250328
145431,214449,250329
145432,214450,250330
145433,214451,250331
145434,214452,250332
145435,214453,250333
145436,214454,250334
145437,214455,250335
145438,214456,250336
145439,214457,250337
145440,214458,250338
145441,214459,250339
145442,214460,250340
145443,214461,250341
145446,214464,250342
145447,214465,250343
145448,214466,250344
145449,214467,250345
145450,214468,250346
145451,214469,250347
145452,214470,250348
145453,214471,250349
145454,214472,250350
145455,214473,250351
145456,214474,250353
145457,214475,250354
145554,214572,250725
145701,214715,9300
145702,214716,9300
145703,214717,250976
145704,214718,250976
145705,214719,250977
145706,214720,250977
145707,214721,250978
145708,214722,250978
145709,214723,250979
145710,214724,250979
145711,214725,250980
145712,214726,250980
145713,214727,250981
145714,214728,250981
145715,214729,250982
145716,214730,250982
145717,214731,250983
145718,214732,250983
145719,214733,250984
145720,214734,250984
145721,214735,250985
145722,214736,250985
145723,214737,250986
145724,214738,250986
145725,214739,250987
145726,214740,250987
145727,214741,250988
145728,214742,250988
145729,214743,250989
145730,214744,250989
145731,214745,250990
145732,214746,250990
145733,214747,250991
145734,214748,250991
145735,214749,250992
145736,214750,250992
145737,214751,250993
145738,214752,250993
145739,214753,250994
145740,214754,250994
145741,214755,250995
145742,214756,250995
145743,214757,250996
145744,214758,250996
145745,214759,250997
145746,214760,250997
145747,214761,250998
145748,214762,250998
145749,214763,250999
145750,214764,250999
145779,214793,250932
145780,214794,250933
145781,214795,250934
145782,214796,250935
145789,214803,250936
145790,214804,250937
145791,214805,250938
145792,214806,250939
145793,214807,250940
145796,214810,250941
145797,214811,250942
145798,214812,250943
145799,214813,250944
145800,214814,250945
145801,214815,250946
145802,214816,250947
145803,214817,250948
145804,214818,250949
145807,214821,250950
145836,214850,251332
145837,214851,251332
145838,214852,251454
145839,214853,251454
145840,214854,251455
145841,214855,251455
145842,214856,251335
145843,214857,251335
145844,214858,251334
145845,214859,251334
145846,214860,251333
145847,214861,251333
145848,214862,251337
145849,214863,251337
145850,214864,251336
145851,214865,251336
145852,214866,251338
145853,214867,251384
145854,214868,251383
145855,214869,251382
145856,214870,251381
145857,214871,251380
145858,214872,251379
145859,214873,251378
145860,214874,251377
145861,214875,251376
145862,214876,251375
145863,214877,251374
145864,214878,251373
145865,214879,251372
145866,214880,251371
145867,214881,251370
145868,214882,251369
145869,214883,251368
145870,214884,251367
145871,214885,251366
145872,214886,251365
145873,214887,251364
145874,214888,251363
145875,214889,251362
145876,214890,251361
145877,214891,251360
145878,214892,251359
145879,214893,251358
145880,214894,251357
145881,214895,251356
145882,214896,251355
145883,214897,251354
145884,214898,251353
145885,214899,251352
145886,214900,251351
145887,214901,251350
145888,214902,251349
145889,214903,251348
145890,214904,251347
145891,214905,251346
145892,214906,251345
145893,214907,251344
145894,214908,251343
145895,214909,251342
145896,214910,251341
145897,214911,251340
145898,214912,251339
145899,214913,251456
145900,214914,251385
145901,214915,251386
145902,214916,251457
145903,214917,251387
145904,214918,251458
145905,214919,251388
145906,214920,251391
145907,214921,251390
145908,214922,251389
145909,214923,251459
145910,214924,251460
145911,214925,251462
145912,214926,251461
145913,214927,251394
145914,214928,251393
145915,214929,251392
145916,214930,251463
145917,214931,251464
145918,214932,251395
145919,214933,251397
145920,214934,251396
145921,214935,251437
145922,214936,251436
145923,214937,251435
145924,214938,251434
145925,214939,251433
145926,214940,251432
145927,214941,251431
145928,214942,251430
145929,214943,251429
145930,214944,251428
145931,214945,251427
145932,214946,251426
145933,214947,251425
145934,214948,251424
145935,214949,251423
145936,214950,251422
145937,214951,251421
145938,214952,251420
145939,214953,251419
145940,214954,251418
145941,214955,251417
145942,214956,251416
145943,214957,251415
145944,214958,251414
145945,214959,251413
145946,214960,251412
145947,214961,251411
145948,214962,251410
145949,214963,251409
145950,214964,251408
145951,214965,251407
145952,214966,251406
145953,214967,251405
145954,214968,251404
145955,214969,251403
145956,214970,251402
145957,214971,251401
145958,214972,251400
145959,214973,251399
145960,214974,251398
145961,214975,251439
145962,214976,251438
145963,214977,251440
145964,214978,251466
145965,214979,251465
145966,214980,251467
145967,214981,251442
145968,214982,251441
145969,214983,251468
145970,214984,251444
145971,214985,251443
145972,214986,251471
145973,214987,251470
145974,214988,251469
145975,214989,251453
145976,214990,251452
145977,214991,251451
145978,214992,251450
145979,214993,251449
145980,214994,251448
145981,214995,251447
145982,214996,251446
145983,214997,251445
145985,214999,251338
145989,215003,251384
145992,215006,251383
145994,215008,251382
145997,215011,251381
145998,215012,251380
145999,215013,251379
146000,215014,251378
146001,215015,251377
146002,215016,251376
146003,215017,251375
146004,215018,251374
146005,215019,251373
146006,215020,251372
146007,215021,251371
146008,215022,251370
146009,215023,251369
146010,215024,251368
146011,215025,251367
146012,215026,251366
146013,215027,251365
146014,215028,251364
146015,215029,251363
146016,215030,251362
146017,215031,251361
146018,215032,251360
146019,215033,251359
146020,215034,251358
146021,215035,251357
146022,215036,251356
146023,215037,251355
146024,215038,251354
146025,215039,251353
146026,215040,251352
146027,215041,251351
146028,215042,251350
146029,215043,251349
146030,215044,251348
146031,215045,251347
146032,215046,251346
146033,215047,251345
146034,215048,251344
146035,215049,251343
146036,215050,251342
146037,215051,251341
146038,215052,251340
146039,215053,251339
146040,215054,251456
146041,215055,251385
146042,215056,251386
146043,215057,251457
146044,215058,251387
146045,215059,251458
146046,215060,251388
146047,215061,251391
146048,215062,251390
146049,215063,251389
146050,215064,251459
146051,215065,251460
146052,215066,251462
146053,215067,251461
146054,215068,251394
146055,215069,251393
146056,215070,251392
146057,215071,251463
146058,215072,251464
146059,215073,251395
146060,215074,251397
146061,215075,251396
146062,215076,251437
146069,215085,250951
146071,215087,250952
146072,215088,250953
146073,215089,250954
146074,215090,250955
146075,215091,251524
146076,215092,251525
146079,215095,251526
146080,215096,251526
146081,215097,6661
146082,215098,6661
146083,215099,251436
146084,215100,251435
146085,215101,251434
146086,215102,251433
146087,215103,251432
146088,215104,251431
146089,215105,251430
146090,215106,251429
146091,215107,251428
146092,215108,251427
146093,215109,251426
146094,215110,251425
146095,215111,251424
146096,215112,251423
146097,215113,251422
146098,215114,251421
146099,215115,251420
146100,215116,251419
146101,215117,251418
146102,215118,251417
146103,215119,251416
146104,215120,251415
146105,215121,251414
146106,215122,251413
146111,215127,251412
146112,215128,251411
146113,215129,251410
146114,215130,251409
146115,215131,251408
146116,215132,251407
146117,215133,251406
146118,215134,251405
146119,215135,251404
146120,215136,251403
146121,215137,251402
146122,215138,251401
146123,215139,251400
146124,215140,251399
146125,215141,251398
146126,215142,251439
146127,215143,251438
146128,215144,251440
146133,215149,251442
146134,215150,251444
146135,215151,251443
146136,215152,251446
146137,215153,251445
146138,215154,251466
146139,215155,251465
146140,215156,251467
146141,215157,251441
146142,215158,251468
146143,215159,251471
146144,215160,251470
146145,215161,251469
146146,215162,251453
146147,215163,251452
146148,215164,251451
146149,215165,251450
146150,215166,251449
146151,215167,251448
146152,215168,251447
146248,215264,251723
146249,215265,251735
146250,215266,251735
146251,215267,251736
146252,215268,251736
146253,215269,251737
146254,215270,251737
146255,215271,251738
146256,215272,251738
146257,215273,251739
146258,215274,251739
146259,215275,251740
146260,215276,251740
146261,215277,251741
146262,215278,251741
146263,215279,251742
146264,215280,251742
146265,215281,251743
146266,215282,251743
146267,215283,251744
146268,215284,251744
146269,215285,251745
146270,215286,251745
146271,215287,251746
146272,215288,251746
146273,215289,251747
146274,215290,251747
146275,215291,251748
146276,215292,251748
146277,215293,251749
146278,215294,251749
146279,215295,251750
146280,215296,251750
146281,215297,251751
146282,215298,251751
146283,215299,251752
146284,215300,251752
146285,215301,251753
146286,215302,251753
146287,215303,251754
146288,215304,251754
146289,215305,251755
146290,215306,251755
146291,215307,251756
146292,215308,251756
146293,215309,251757
146294,215310,251757
146295,215311,251758
146296,215312,251758
146297,215313,251759
146298,215314,251759
146299,215315,251760
146300,215316,251760
146301,215317,251761
146302,215318,251761
146313,215330,251780
146380,215412,251917
146501,215533,252022
146502,215534,252023
146503,215535,252024
146504,215536,252025
146505,215537,252026
146506,215538,252027
146507,215539,252028
146508,215540,252029
146509,215541,252030
146510,215542,252031
146511,215543,252032
146801,215833,252436
146802,215834,252438
146803,215835,252437
146804,215836,252453
146805,215837,252452
146806,215838,252454
146807,215839,252462
146808,215840,252464
146809,215841,252463
146810,215842,252487
146811,215843,252489
146812,215844,252488
146848,215884,252683
146858,215894,252761
146859,215895,252761
146860,215896,252762
146861,215897,252762
146862,215898,252763
146863,215899,252763
146864,215900,252764
146865,215901,252764
146866,215902,252765
146867,215903,252765
146868,215904,252766
146869,215905,252766
146870,215906,252767
146871,215907,252767
146872,215908,252768
146873,215909,252768
146874,215910,252769
146875,215911,252769
146876,215912,252770
146877,215913,252770
146878,215914,252771
146879,215915,252771
146880,215916,252772
146881,215917,252772
146882,215918,252773
146883,215919,252773
146884,215920,252774
146885,215921,252774
146886,215922,252775
146887,215923,252775
146888,215924,252776
146889,215925,252776
146890,215926,252777
146891,215927,252777
146892,215928,252778
146893,215929,252778
146894,215930,252779
146895,215931,252779
146896,215932,252780
146897,215933,252780
146898,215934,252781
146899,215935,252781
146900,215936,252782
146901,215937,252782
146902,215938,252783
146903,215939,252783
146904,215940,252784
146905,215941,252784
146906,215942,252785
146907,215943,252785
146908,215944,252786
146909,215945,252786
146910,215946,252787
146911,215947,252787
146912,215948,252788
146913,215949,252788
146914,215950,252789
146915,215951,252789
146916,215952,252790
146917,215953,252790
146918,215954,252791
146919,215955,252791
146920,215956,252792
146921,215957,252792
146922,215958,252793
146923,215959,252793
146924,215960,252794
146925,215961,252794
146926,215962,252795
146927,215963,252795
146928,215964,252796
146929,215965,252796
146930,215966,252797
146931,215967,252797
146932,215968,252798
146933,215969,252798
146934,215970,252799
146935,215971,252799
146936,215972,252800
146937,215973,252800
146938,215974,252801
146939,215975,252801
146940,215976,252802
146941,215977,252802
146942,215978,252803
146943,215979,252803
146944,215980,252804
146945,215981,252804
146946,215982,252805
146947,215983,252805
146948,215984,252806
146949,215985,252806
146950,215986,252807
146951,215987,252807
146952,215988,252808
146953,215989,252808
146954,215990,252809
146955,215991,252809
146956,215992,252810
146957,215993,252810
146958,215994,252811
146959,215995,252811
146960,215996,252812
146961,215997,252812
146962,215998,252813
146963,215999,252813
146964,216000,252814
146965,216001,252814
146966,216002,252815
146967,216003,252815
146968,216004,252816
146969,216005,252816
146970,216006,252817
146971,216007,252817
146972,216008,252818
146973,216009,252818
146974,216010,252819
146975,216011,252819
146976,216012,252820
146977,216013,252820
146978,216014,252821
146979,216015,252821
146980,216016,252822
146981,216017,252822
146982,216018,252823
146983,216019,252823
146984,216020,252824
146985,216021,252824
146986,216022,252825
146987,216023,252825
146988,216024,252826
146989,216025,252826
146990,216026,252827
146991,216027,252827
146992,216028,252828
146993,216029,252828
146994,216030,252829
146995,216031,252829
146996,216032,252830
146997,216033,252830
146998,216034,252831
146999,216035,252831
147000,216036,252832
147001,216037,252832
147002,216038,252833
147003,216039,252833
147004,216040,252834
147005,216041,252834
147006,216042,252835
147007,216043,252835
147008,216044,252836
147009,216045,252836
147010,216046,252837
147011,216047,252837
147012,216048,252838
147013,216049,252838
147014,216050,252839
147015,216051,252839
147016,216052,252840
147017,216053,252840
147018,216054,252841
147019,216055,252841
147020,216056,252842
147021,216057,252842
147022,216058,252843
147023,216059,252843
147024,216060,252844
147025,216061,252844
147026,216062,252845
147027,216063,252845
147028,216064,252846
147029,216065,252846
147030,216066,252847
147031,216067,252847
147032,216068,252848
147033,216069,252848
147034,216070,252849
147035,216071,252849
147036,216072,252850
147037,216073,252850
147038,216074,252851
147039,216075,252851
147040,216076,252852
147041,216077,252852
147042,216078,252853
