Description,ID,SourceTypeEnum,ItemModifiedAppearanceID,HouseDecorID
Item Appearance: (22088) - 6.0.1 Weapon Staff - STAFF_2H_DRAENORDUNGEON_C_01,27790,1,61155,0
Item Appearance: (22187) - 6.0.1 Armor Shield - SHIELD_DRAENORDUNGEON_C_02 - Blue,27791,1,61156,0
Item Appearance: (22190) - 6.0.1 Armor Shield - SHIELD_DRAENORDUNGEON_C_02 - Red,27792,1,61157,0
Item Appearance: (22209) - 6.0.1 Weapon Generic - Offhand_1h_DraenorDungeon_C_01 - Purple,27793,1,61169,0
Item Appearance: (22210) - 6.0.1 Weapon Generic - Offhand_1h_DraenorDungeon_C_01 - Red,27794,1,61170,0
Item Appearance: (22162) - 6.0.1 Weapon Polearms - POLEARM_2H_DRAENORDUNGEON_C_01 - Green,27795,1,61171,0
Item Appearance: (22163) - 6.0.1 Weapon Polearms - POLEARM_2H_DRAENORDUNGEON_C_01 - Purple,27796,1,61172,0
Item Appearance: (22191) - 6.0.1 Weapon Bows - BOW_1H_DRAENORDUNGEON_C_01 - Black,27797,1,61173,0
Item Appearance: (22194) - 6.0.1 Weapon Bows - BOW_1H_DRAENORDUNGEON_C_01 - Red,27798,1,61174,0
Item Appearance: (22257) - 6.0.1 Weapon Staff - STAFF_2H_DRAENORDUNGEON_C_03 - Blue,27799,1,61175,0
Item Appearance: (22260) - 6.0.1 Weapon Staff - STAFF_2H_DRAENORDUNGEON_C_03 - Red,27800,1,61176,0
Item Appearance: (22084) - 6.0.1 Weapon Dagger - KNIFE_1H_DRAENORDUNGEON_C_02 - Blue,27801,1,61177,0
Item Appearance: (22087) - 6.0.1 Weapon Dagger - KNIFE_1H_DRAENORDUNGEON_C_02 - Red,27802,1,61178,0
Item Appearance: (22455) - 6.0.1 Armor Waist - CLOTH_DRAENORDUNGEON_C_01_BELT,27803,1,61180,0
Item Appearance: (22473) - 6.0.1 Armor Waist - CLOTH_DRAENORDUNGEON_C_01 - Dark,27804,1,61181,0
Item Appearance: (22458) - 6.0.1 Armor Wrist - CLOTH_DRAENORDUNGEON_C_01_BRACER,27805,1,61182,0
Item Appearance: (22476) - 6.0.1 Armor Wrist - CLOTH_DRAENORDUNGEON_C_01 - Dark,27806,1,61183,0
Item Appearance: (22460) - 6.0.1 Armor Hand - CLOTH_DRAENORDUNGEON_C_01_GLOVE,27807,1,61184,0
Item Appearance: (22478) - 6.0.1 Armor Hand - CLOTH_DRAENORDUNGEON_C_01 - Dark,27808,1,61185,0
Item Appearance: (22461) - 6.0.1 Armor Head - CLOTH_DRAENORDUNGEON_C_01,27809,1,61186,0
Item Appearance: (22479) - 6.0.1 Armor Head - CLOTH_DRAENORDUNGEON_C_01 - Dark,27810,1,61187,0
Item Appearance: (22462) - 6.0.1 Armor Legs - CLOTH_DRAENORDUNGEON_C_01_PANT,27811,1,61188,0
Item Appearance: (22480) - 6.0.1 Armor Legs - CLOTH_DRAENORDUNGEON_C_01 - Dark,27812,1,61189,0
Item Appearance: (22457) - 6.0.1 Armor Shoulder - CLOTH_DRAENORDUNGEON_C_01,27813,1,61190,0
Item Appearance: (22475) - 6.0.1 Armor Shoulder - CLOTH_DRAENORDUNGEON_C_01 - Dark,27814,1,61191,0
Item Appearance: (22459) - 6.0.1 Armor Robe - CLOTH_DRAENORDUNGEON_C_01_SLEEVE,27815,1,61192,0
Item Appearance: (22477) - 6.0.1 Armor Robe - CLOTH_DRAENORDUNGEON_C_01 - Dark,27816,1,61193,0
Item Appearance: (22464) - 6.0.1 Armor Waist - CLOTH_DRAENORDUNGEON_C_01 - Blue,27817,1,61194,0
Item Appearance: (22455) - 6.0.1 Armor Waist - CLOTH_DRAENORDUNGEON_C_01_BELT,27818,1,61195,0
Item Appearance: (22467) - 6.0.1 Armor Wrist - CLOTH_DRAENORDUNGEON_C_01 - Blue,27819,1,61196,0
Item Appearance: (22458) - 6.0.1 Armor Wrist - CLOTH_DRAENORDUNGEON_C_01_BRACER,27820,1,61197,0
Item Appearance: (22469) - 6.0.1 Armor Hand - CLOTH_DRAENORDUNGEON_C_01 - Blue,27821,1,61198,0
Item Appearance: (22460) - 6.0.1 Armor Hand - CLOTH_DRAENORDUNGEON_C_01_GLOVE,27822,1,61199,0
Item Appearance: (22470) - 6.0.1 Armor Head - CLOTH_DRAENORDUNGEON_C_01 - Blue,27823,1,61200,0
Item Appearance: (22461) - 6.0.1 Armor Head - CLOTH_DRAENORDUNGEON_C_01,27824,1,61201,0
Item Appearance: (22471) - 6.0.1 Armor Legs - CLOTH_DRAENORDUNGEON_C_01 - Blue,27825,1,61202,0
Item Appearance: (22462) - 6.0.1 Armor Legs - CLOTH_DRAENORDUNGEON_C_01_PANT,27826,1,61203,0
Item Appearance: (22466) - 6.0.1 Armor Shoulder - CLOTH_DRAENORDUNGEON_C_01 - Blue,27827,1,61204,0
Item Appearance: (22457) - 6.0.1 Armor Shoulder - CLOTH_DRAENORDUNGEON_C_01,27828,1,61205,0
Item Appearance: (22468) - 6.0.1 Armor Robe - CLOTH_DRAENORDUNGEON_C_01 - Blue,27829,1,61206,0
Item Appearance: (22459) - 6.0.1 Armor Robe - CLOTH_DRAENORDUNGEON_C_01_SLEEVE,27830,1,61207,0
Item Appearance: (22455) - 6.0.1 Armor Waist - CLOTH_DRAENORDUNGEON_C_01_BELT,27831,1,61208,0
Item Appearance: (22464) - 6.0.1 Armor Waist - CLOTH_DRAENORDUNGEON_C_01 - Blue,27832,1,61209,0
Item Appearance: (22458) - 6.0.1 Armor Wrist - CLOTH_DRAENORDUNGEON_C_01_BRACER,27833,1,61210,0
Item Appearance: (22467) - 6.0.1 Armor Wrist - CLOTH_DRAENORDUNGEON_C_01 - Blue,27834,1,61211,0
Item Appearance: (22460) - 6.0.1 Armor Hand - CLOTH_DRAENORDUNGEON_C_01_GLOVE,27835,1,61212,0
Item Appearance: (22469) - 6.0.1 Armor Hand - CLOTH_DRAENORDUNGEON_C_01 - Blue,27836,1,61213,0
Item Appearance: (22461) - 6.0.1 Armor Head - CLOTH_DRAENORDUNGEON_C_01,27837,1,61214,0
Item Appearance: (22470) - 6.0.1 Armor Head - CLOTH_DRAENORDUNGEON_C_01 - Blue,27838,1,61215,0
Item Appearance: (22462) - 6.0.1 Armor Legs - CLOTH_DRAENORDUNGEON_C_01_PANT,27839,1,61216,0
Item Appearance: (22471) - 6.0.1 Armor Legs - CLOTH_DRAENORDUNGEON_C_01 - Blue,27840,1,61217,0
Item Appearance: (22457) - 6.0.1 Armor Shoulder - CLOTH_DRAENORDUNGEON_C_01,27841,1,61218,0
Item Appearance: (22466) - 6.0.1 Armor Shoulder - CLOTH_DRAENORDUNGEON_C_01 - Blue,27842,1,61219,0
Item Appearance: (22459) - 6.0.1 Armor Robe - CLOTH_DRAENORDUNGEON_C_01_SLEEVE,27843,1,61220,0
Item Appearance: (22468) - 6.0.1 Armor Robe - CLOTH_DRAENORDUNGEON_C_01 - Blue,27844,1,61221,0
Item Appearance: (22464) - 6.0.1 Armor Waist - CLOTH_DRAENORDUNGEON_C_01 - Blue,27845,1,61222,0
Item Appearance: (22455) - 6.0.1 Armor Waist - CLOTH_DRAENORDUNGEON_C_01_BELT,27846,1,61223,0
Item Appearance: (22467) - 6.0.1 Armor Wrist - CLOTH_DRAENORDUNGEON_C_01 - Blue,27847,1,61224,0
Item Appearance: (22458) - 6.0.1 Armor Wrist - CLOTH_DRAENORDUNGEON_C_01_BRACER,27848,1,61225,0
Item Appearance: (22469) - 6.0.1 Armor Hand - CLOTH_DRAENORDUNGEON_C_01 - Blue,27849,1,61226,0
Item Appearance: (22460) - 6.0.1 Armor Hand - CLOTH_DRAENORDUNGEON_C_01_GLOVE,27850,1,61227,0
Item Appearance: (22470) - 6.0.1 Armor Head - CLOTH_DRAENORDUNGEON_C_01 - Blue,27851,1,61228,0
Item Appearance: (22461) - 6.0.1 Armor Head - CLOTH_DRAENORDUNGEON_C_01,27852,1,61229,0
Item Appearance: (22471) - 6.0.1 Armor Legs - CLOTH_DRAENORDUNGEON_C_01 - Blue,27853,1,61230,0
Item Appearance: (22462) - 6.0.1 Armor Legs - CLOTH_DRAENORDUNGEON_C_01_PANT,27854,1,61231,0
Item Appearance: (22466) - 6.0.1 Armor Shoulder - CLOTH_DRAENORDUNGEON_C_01 - Blue,27855,1,61232,0
Item Appearance: (22457) - 6.0.1 Armor Shoulder - CLOTH_DRAENORDUNGEON_C_01,27856,1,61233,0
Item Appearance: (22468) - 6.0.1 Armor Robe - CLOTH_DRAENORDUNGEON_C_01 - Blue,27857,1,61234,0
Item Appearance: (22459) - 6.0.1 Armor Robe - CLOTH_DRAENORDUNGEON_C_01_SLEEVE,27858,1,61235,0
Item Appearance: (22455) - 6.0.1 Armor Waist - CLOTH_DRAENORDUNGEON_C_01_BELT,27859,1,61236,0
Item Appearance: (22473) - 6.0.1 Armor Waist - CLOTH_DRAENORDUNGEON_C_01 - Dark,27860,1,61237,0
Item Appearance: (22458) - 6.0.1 Armor Wrist - CLOTH_DRAENORDUNGEON_C_01_BRACER,27861,1,61238,0
Item Appearance: (22476) - 6.0.1 Armor Wrist - CLOTH_DRAENORDUNGEON_C_01 - Dark,27862,1,61239,0
Item Appearance: (22460) - 6.0.1 Armor Hand - CLOTH_DRAENORDUNGEON_C_01_GLOVE,27863,1,61240,0
Item Appearance: (22478) - 6.0.1 Armor Hand - CLOTH_DRAENORDUNGEON_C_01 - Dark,27864,1,61241,0
Item Appearance: (22461) - 6.0.1 Armor Head - CLOTH_DRAENORDUNGEON_C_01,27865,1,61242,0
Item Appearance: (22479) - 6.0.1 Armor Head - CLOTH_DRAENORDUNGEON_C_01 - Dark,27866,1,61243,0
Item Appearance: (22462) - 6.0.1 Armor Legs - CLOTH_DRAENORDUNGEON_C_01_PANT,27867,1,61244,0
Item Appearance: (22480) - 6.0.1 Armor Legs - CLOTH_DRAENORDUNGEON_C_01 - Dark,27868,1,61245,0
Item Appearance: (22457) - 6.0.1 Armor Shoulder - CLOTH_DRAENORDUNGEON_C_01,27869,1,61246,0
Item Appearance: (22475) - 6.0.1 Armor Shoulder - CLOTH_DRAENORDUNGEON_C_01 - Dark,27870,1,61247,0
Item Appearance: (22459) - 6.0.1 Armor Robe - CLOTH_DRAENORDUNGEON_C_01_SLEEVE,27871,1,61248,0
Item Appearance: (22477) - 6.0.1 Armor Robe - CLOTH_DRAENORDUNGEON_C_01 - Dark,27872,1,61249,0
Item Appearance: (22406) - 6.0.1 Armor Waist - LEATHER_DRAENORDUNGEON_C_01_BELT,27873,1,61250,0
Item Appearance: (22414) - 6.0.1 Armor Waist - LEATHER_DRAENORDUNGEON_C_01 - Dark,27874,1,61251,0
Item Appearance: (22407) - 6.0.1 Armor Feet - LEATHER_DRAENORDUNGEON_C_01_BOOT,27875,1,61252,0
Item Appearance: (22415) - 6.0.1 Armor Feet - LEATHER_DRAENORDUNGEON_C_01 - Dark,27876,1,61253,0
Item Appearance: (22413) - 6.0.1 Armor Wrist - LEATHER_DRAENORDUNGEON_C_01_BRACER,27877,1,61254,0
Item Appearance: (22421) - 6.0.1 Armor Wrist - LEATHER_DRAENORDUNGEON_C_01 - Dark,27878,1,61255,0
Item Appearance: (22408) - 6.0.1 Armor Chest - LEATHER_DRAENORDUNGEON_C_01_SLEEVE,27879,1,61256,0
Item Appearance: (22416) - 6.0.1 Armor Chest - LEATHER_DRAENORDUNGEON_C_01 - Dark,27880,1,61257,0
Item Appearance: (22409) - 6.0.1 Armor Hand - LEATHER_DRAENORDUNGEON_C_01_GLOVE,27881,1,61258,0
Item Appearance: (22417) - 6.0.1 Armor Hand - LEATHER_DRAENORDUNGEON_C_01 - Dark,27882,1,61259,0
Item Appearance: (22410) - 6.0.1 Armor Head - LEATHER_DRAENORDUNGEON_C_01,27883,1,61260,0
Item Appearance: (22418) - 6.0.1 Armor Head - LEATHER_DRAENORDUNGEON_C_01 - Dark,27884,1,61261,0
Item Appearance: (22411) - 6.0.1 Armor Legs - LEATHER_DRAENORDUNGEON_C_01_PANT,27885,1,61262,0
Item Appearance: (22419) - 6.0.1 Armor Legs - LEATHER_DRAENORDUNGEON_C_01 - Dark,27886,1,61263,0
Item Appearance: (22412) - 6.0.1 Armor Shoulder - LEATHER_DRAENORDUNGEON_C_01,27887,1,61264,0
Item Appearance: (22420) - 6.0.1 Armor Shoulder - LEATHER_DRAENORDUNGEON_C_01 - Dark,27888,1,61265,0
Item Appearance: (22414) - 6.0.1 Armor Waist - LEATHER_DRAENORDUNGEON_C_01 - Dark,27889,1,61266,0
Item Appearance: (22422) - 6.0.1 Armor Waist - LEATHER_DRAENORDUNGEON_C_01 - Light,27890,1,61267,0
Item Appearance: (22415) - 6.0.1 Armor Feet - LEATHER_DRAENORDUNGEON_C_01 - Dark,27891,1,61268,0
Item Appearance: (22423) - 6.0.1 Armor Feet - LEATHER_DRAENORDUNGEON_C_01 - Light,27892,1,61269,0
Item Appearance: (22429) - 6.0.1 Armor Wrist - LEATHER_DRAENORDUNGEON_C_01 - Light,27893,1,61270,0
Item Appearance: (22421) - 6.0.1 Armor Wrist - LEATHER_DRAENORDUNGEON_C_01 - Dark,27894,1,61271,0
Item Appearance: (22416) - 6.0.1 Armor Chest - LEATHER_DRAENORDUNGEON_C_01 - Dark,27895,1,61272,0
Item Appearance: (22424) - 6.0.1 Armor Chest - LEATHER_DRAENORDUNGEON_C_01 - Light,27896,1,61273,0
Item Appearance: (22417) - 6.0.1 Armor Hand - LEATHER_DRAENORDUNGEON_C_01 - Dark,27897,1,61274,0
Item Appearance: (22425) - 6.0.1 Armor Hand - LEATHER_DRAENORDUNGEON_C_01 - Light,27898,1,61275,0
Item Appearance: (22418) - 6.0.1 Armor Head - LEATHER_DRAENORDUNGEON_C_01 - Dark,27899,1,61276,0
Item Appearance: (22426) - 6.0.1 Armor Head - LEATHER_DRAENORDUNGEON_C_01 - Light,27900,1,61277,0
Item Appearance: (22419) - 6.0.1 Armor Legs - LEATHER_DRAENORDUNGEON_C_01 - Dark,27901,1,61278,0
Item Appearance: (22427) - 6.0.1 Armor Legs - LEATHER_DRAENORDUNGEON_C_01 - Light,27902,1,61279,0
Item Appearance: (22420) - 6.0.1 Armor Shoulder - LEATHER_DRAENORDUNGEON_C_01 - Dark,27903,1,61280,0
Item Appearance: (22428) - 6.0.1 Armor Shoulder - LEATHER_DRAENORDUNGEON_C_01 - Light,27904,1,61281,0
Item Appearance: (22406) - 6.0.1 Armor Waist - LEATHER_DRAENORDUNGEON_C_01_BELT,27905,1,61282,0
Item Appearance: (22422) - 6.0.1 Armor Waist - LEATHER_DRAENORDUNGEON_C_01 - Light,27906,1,61283,0
Item Appearance: (22407) - 6.0.1 Armor Feet - LEATHER_DRAENORDUNGEON_C_01_BOOT,27907,1,61284,0
Item Appearance: (22423) - 6.0.1 Armor Feet - LEATHER_DRAENORDUNGEON_C_01 - Light,27908,1,61285,0
Item Appearance: (22413) - 6.0.1 Armor Wrist - LEATHER_DRAENORDUNGEON_C_01_BRACER,27909,1,61286,0
Item Appearance: (22429) - 6.0.1 Armor Wrist - LEATHER_DRAENORDUNGEON_C_01 - Light,27910,1,61287,0
Item Appearance: (22408) - 6.0.1 Armor Chest - LEATHER_DRAENORDUNGEON_C_01_SLEEVE,27911,1,61288,0
Item Appearance: (22424) - 6.0.1 Armor Chest - LEATHER_DRAENORDUNGEON_C_01 - Light,27912,1,61289,0
Item Appearance: (22409) - 6.0.1 Armor Hand - LEATHER_DRAENORDUNGEON_C_01_GLOVE,27913,1,61290,0
Item Appearance: (22425) - 6.0.1 Armor Hand - LEATHER_DRAENORDUNGEON_C_01 - Light,27914,1,61291,0
Item Appearance: (22410) - 6.0.1 Armor Head - LEATHER_DRAENORDUNGEON_C_01,27915,1,61292,0
Item Appearance: (22426) - 6.0.1 Armor Head - LEATHER_DRAENORDUNGEON_C_01 - Light,27916,1,61293,0
Item Appearance: (22411) - 6.0.1 Armor Legs - LEATHER_DRAENORDUNGEON_C_01_PANT,27917,1,61294,0
Item Appearance: (22427) - 6.0.1 Armor Legs - LEATHER_DRAENORDUNGEON_C_01 - Light,27918,1,61295,0
Item Appearance: (22412) - 6.0.1 Armor Shoulder - LEATHER_DRAENORDUNGEON_C_01,27919,1,61296,0
Item Appearance: (22428) - 6.0.1 Armor Shoulder - LEATHER_DRAENORDUNGEON_C_01 - Light,27920,1,61297,0
Item Appearance: (22414) - 6.0.1 Armor Waist - LEATHER_DRAENORDUNGEON_C_01 - Dark,27921,1,61298,0
Item Appearance: (22406) - 6.0.1 Armor Waist - LEATHER_DRAENORDUNGEON_C_01_BELT,27922,1,61299,0
Item Appearance: (22415) - 6.0.1 Armor Feet - LEATHER_DRAENORDUNGEON_C_01 - Dark,27923,1,61300,0
Item Appearance: (22407) - 6.0.1 Armor Feet - LEATHER_DRAENORDUNGEON_C_01_BOOT,27924,1,61301,0
Item Appearance: (22421) - 6.0.1 Armor Wrist - LEATHER_DRAENORDUNGEON_C_01 - Dark,27925,1,61302,0
Item Appearance: (22413) - 6.0.1 Armor Wrist - LEATHER_DRAENORDUNGEON_C_01_BRACER,27926,1,61303,0
Item Appearance: (22416) - 6.0.1 Armor Chest - LEATHER_DRAENORDUNGEON_C_01 - Dark,27927,1,61304,0
Item Appearance: (22408) - 6.0.1 Armor Chest - LEATHER_DRAENORDUNGEON_C_01_SLEEVE,27928,1,61305,0
Item Appearance: (22417) - 6.0.1 Armor Hand - LEATHER_DRAENORDUNGEON_C_01 - Dark,27929,1,61306,0
Item Appearance: (22409) - 6.0.1 Armor Hand - LEATHER_DRAENORDUNGEON_C_01_GLOVE,27930,1,61307,0
Item Appearance: (22418) - 6.0.1 Armor Head - LEATHER_DRAENORDUNGEON_C_01 - Dark,27931,1,61308,0
Item Appearance: (22410) - 6.0.1 Armor Head - LEATHER_DRAENORDUNGEON_C_01,27932,1,61309,0
Item Appearance: (22419) - 6.0.1 Armor Legs - LEATHER_DRAENORDUNGEON_C_01 - Dark,27933,1,61310,0
Item Appearance: (22411) - 6.0.1 Armor Legs - LEATHER_DRAENORDUNGEON_C_01_PANT,27934,1,61311,0
Item Appearance: (22420) - 6.0.1 Armor Shoulder - LEATHER_DRAENORDUNGEON_C_01 - Dark,27935,1,61312,0
Item Appearance: (22412) - 6.0.1 Armor Shoulder - LEATHER_DRAENORDUNGEON_C_01,27936,1,61313,0
Item Appearance: (22406) - 6.0.1 Armor Waist - LEATHER_DRAENORDUNGEON_C_01_BELT,27937,1,61314,0
Item Appearance: (22414) - 6.0.1 Armor Waist - LEATHER_DRAENORDUNGEON_C_01 - Dark,27938,1,61315,0
Item Appearance: (22407) - 6.0.1 Armor Feet - LEATHER_DRAENORDUNGEON_C_01_BOOT,27939,1,61316,0
Item Appearance: (22415) - 6.0.1 Armor Feet - LEATHER_DRAENORDUNGEON_C_01 - Dark,27940,1,61317,0
Item Appearance: (22413) - 6.0.1 Armor Wrist - LEATHER_DRAENORDUNGEON_C_01_BRACER,27941,1,61318,0
Item Appearance: (22421) - 6.0.1 Armor Wrist - LEATHER_DRAENORDUNGEON_C_01 - Dark,27942,1,61319,0
Item Appearance: (22408) - 6.0.1 Armor Chest - LEATHER_DRAENORDUNGEON_C_01_SLEEVE,27943,1,61320,0
Item Appearance: (22416) - 6.0.1 Armor Chest - LEATHER_DRAENORDUNGEON_C_01 - Dark,27944,1,61321,0
Item Appearance: (22409) - 6.0.1 Armor Hand - LEATHER_DRAENORDUNGEON_C_01_GLOVE,27945,1,61322,0
Item Appearance: (22417) - 6.0.1 Armor Hand - LEATHER_DRAENORDUNGEON_C_01 - Dark,27946,1,61323,0
Item Appearance: (22410) - 6.0.1 Armor Head - LEATHER_DRAENORDUNGEON_C_01,27947,1,61324,0
Item Appearance: (22418) - 6.0.1 Armor Head - LEATHER_DRAENORDUNGEON_C_01 - Dark,27948,1,61325,0
Item Appearance: (22411) - 6.0.1 Armor Legs - LEATHER_DRAENORDUNGEON_C_01_PANT,27949,1,61326,0
Item Appearance: (22419) - 6.0.1 Armor Legs - LEATHER_DRAENORDUNGEON_C_01 - Dark,27950,1,61327,0
Item Appearance: (22412) - 6.0.1 Armor Shoulder - LEATHER_DRAENORDUNGEON_C_01,27951,1,61328,0
Item Appearance: (22420) - 6.0.1 Armor Shoulder - LEATHER_DRAENORDUNGEON_C_01 - Dark,27952,1,61329,0
Item Appearance: (22431) - 6.0.1 Armor Waist - MAIL_DRAENORDUNGEON_C_01 - Blue,27953,1,61331,0
Item Appearance: (22447) - 6.0.1 Armor Waist - MAIL_DRAENORDUNGEON_C_01 - Green,27954,1,61332,0
Item Appearance: (22431) - 6.0.1 Armor Waist - MAIL_DRAENORDUNGEON_C_01 - Blue,27955,1,61333,0
Item Appearance: (22439) - 6.0.1 Armor Waist - MAIL_DRAENORDUNGEON_C_01 - Cream,27956,1,61334,0
Item Appearance: (22447) - 6.0.1 Armor Waist - MAIL_DRAENORDUNGEON_C_01 - Green,27957,1,61335,0
Item Appearance: (22431) - 6.0.1 Armor Waist - MAIL_DRAENORDUNGEON_C_01 - Blue,27958,1,61336,0
Item Appearance: (22431) - 6.0.1 Armor Waist - MAIL_DRAENORDUNGEON_C_01 - Blue,27959,1,61337,0
Item Appearance: (22447) - 6.0.1 Armor Waist - MAIL_DRAENORDUNGEON_C_01 - Green,27960,1,61338,0
Item Appearance: (22447) - 6.0.1 Armor Waist - MAIL_DRAENORDUNGEON_C_01 - Green,27961,1,61339,0
Item Appearance: (22439) - 6.0.1 Armor Waist - MAIL_DRAENORDUNGEON_C_01 - Cream,27962,1,61340,0
Item Appearance: (22432) - 6.0.1 Armor Feet - MAIL_DRAENORDUNGEON_C_01 - Blue,27963,1,61341,0
Item Appearance: (22448) - 6.0.1 Armor Feet - MAIL_DRAENORDUNGEON_C_01 - Green,27964,1,61342,0
Item Appearance: (22432) - 6.0.1 Armor Feet - MAIL_DRAENORDUNGEON_C_01 - Blue,27965,1,61343,0
Item Appearance: (22440) - 6.0.1 Armor Feet - MAIL_DRAENORDUNGEON_C_01 - Cream,27966,1,61344,0
Item Appearance: (22448) - 6.0.1 Armor Feet - MAIL_DRAENORDUNGEON_C_01 - Green,27967,1,61345,0
Item Appearance: (22432) - 6.0.1 Armor Feet - MAIL_DRAENORDUNGEON_C_01 - Blue,27968,1,61346,0
Item Appearance: (22432) - 6.0.1 Armor Feet - MAIL_DRAENORDUNGEON_C_01 - Blue,27969,1,61347,0
Item Appearance: (22448) - 6.0.1 Armor Feet - MAIL_DRAENORDUNGEON_C_01 - Green,27970,1,61348,0
Item Appearance: (22448) - 6.0.1 Armor Feet - MAIL_DRAENORDUNGEON_C_01 - Green,27971,1,61349,0
Item Appearance: (22440) - 6.0.1 Armor Feet - MAIL_DRAENORDUNGEON_C_01 - Cream,27972,1,61350,0
Item Appearance: (22430) - 6.0.1 Armor Wrist - MAIL_DRAENORDUNGEON_C_01 - Blue,27973,1,61351,0
Item Appearance: (22446) - 6.0.1 Armor Wrist - MAIL_DRAENORDUNGEON_C_01 - Green,27974,1,61352,0
Item Appearance: (22430) - 6.0.1 Armor Wrist - MAIL_DRAENORDUNGEON_C_01 - Blue,27975,1,61353,0
Item Appearance: (22438) - 6.0.1 Armor Wrist - MAIL_DRAENORDUNGEON_C_01 - Cream,27976,1,61354,0
Item Appearance: (22446) - 6.0.1 Armor Wrist - MAIL_DRAENORDUNGEON_C_01 - Green,27977,1,61355,0
Item Appearance: (22430) - 6.0.1 Armor Wrist - MAIL_DRAENORDUNGEON_C_01 - Blue,27978,1,61356,0
Item Appearance: (22430) - 6.0.1 Armor Wrist - MAIL_DRAENORDUNGEON_C_01 - Blue,27979,1,61357,0
Item Appearance: (22446) - 6.0.1 Armor Wrist - MAIL_DRAENORDUNGEON_C_01 - Green,27980,1,61358,0
Item Appearance: (22446) - 6.0.1 Armor Wrist - MAIL_DRAENORDUNGEON_C_01 - Green,27981,1,61359,0
Item Appearance: (22438) - 6.0.1 Armor Wrist - MAIL_DRAENORDUNGEON_C_01 - Cream,27982,1,61360,0
Item Appearance: (22433) - 6.0.1 Armor Chest - MAIL_DRAENORDUNGEON_C_01 - Blue,27983,1,61361,0
Item Appearance: (22449) - 6.0.1 Armor Chest - MAIL_DRAENORDUNGEON_C_01 - Green,27984,1,61362,0
Item Appearance: (22433) - 6.0.1 Armor Chest - MAIL_DRAENORDUNGEON_C_01 - Blue,27985,1,61363,0
Item Appearance: (22441) - 6.0.1 Armor Chest - MAIL_DRAENORDUNGEON_C_01 - Cream,27986,1,61364,0
Item Appearance: (22449) - 6.0.1 Armor Chest - MAIL_DRAENORDUNGEON_C_01 - Green,27987,1,61365,0
Item Appearance: (22433) - 6.0.1 Armor Chest - MAIL_DRAENORDUNGEON_C_01 - Blue,27988,1,61366,0
Item Appearance: (22433) - 6.0.1 Armor Chest - MAIL_DRAENORDUNGEON_C_01 - Blue,27989,1,61367,0
Item Appearance: (22449) - 6.0.1 Armor Chest - MAIL_DRAENORDUNGEON_C_01 - Green,27990,1,61368,0
Item Appearance: (22449) - 6.0.1 Armor Chest - MAIL_DRAENORDUNGEON_C_01 - Green,27991,1,61369,0
Item Appearance: (22441) - 6.0.1 Armor Chest - MAIL_DRAENORDUNGEON_C_01 - Cream,27992,1,61370,0
Item Appearance: (22434) - 6.0.1 Armor Hand - MAIL_DRAENORDUNGEON_C_01 - Blue,27993,1,61371,0
Item Appearance: (22450) - 6.0.1 Armor Hand - MAIL_DRAENORDUNGEON_C_01 - Green,27994,1,61372,0
Item Appearance: (22434) - 6.0.1 Armor Hand - MAIL_DRAENORDUNGEON_C_01 - Blue,27995,1,61373,0
Item Appearance: (22442) - 6.0.1 Armor Hand - MAIL_DRAENORDUNGEON_C_01 - Cream,27996,1,61374,0
Item Appearance: (22450) - 6.0.1 Armor Hand - MAIL_DRAENORDUNGEON_C_01 - Green,27997,1,61375,0
Item Appearance: (22434) - 6.0.1 Armor Hand - MAIL_DRAENORDUNGEON_C_01 - Blue,27998,1,61376,0
Item Appearance: (22434) - 6.0.1 Armor Hand - MAIL_DRAENORDUNGEON_C_01 - Blue,27999,1,61377,0
Item Appearance: (22450) - 6.0.1 Armor Hand - MAIL_DRAENORDUNGEON_C_01 - Green,28000,1,61378,0
Item Appearance: (22450) - 6.0.1 Armor Hand - MAIL_DRAENORDUNGEON_C_01 - Green,28001,1,61379,0
Item Appearance: (22442) - 6.0.1 Armor Hand - MAIL_DRAENORDUNGEON_C_01 - Cream,28002,1,61380,0
Item Appearance: (22435) - 6.0.1 Armor Head - MAIL_DRAENORDUNGEON_C_01 - Blue,28003,1,61381,0
Item Appearance: (22451) - 6.0.1 Armor Head - MAIL_DRAENORDUNGEON_C_01,28004,1,61382,0
Item Appearance: (22435) - 6.0.1 Armor Head - MAIL_DRAENORDUNGEON_C_01 - Blue,28005,1,61383,0
Item Appearance: (22443) - 6.0.1 Armor Head - MAIL_DRAENORDUNGEON_C_01 - Cream,28006,1,61384,0
Item Appearance: (22451) - 6.0.1 Armor Head - MAIL_DRAENORDUNGEON_C_01,28007,1,61385,0
Item Appearance: (22435) - 6.0.1 Armor Head - MAIL_DRAENORDUNGEON_C_01 - Blue,28008,1,61386,0
Item Appearance: (22435) - 6.0.1 Armor Head - MAIL_DRAENORDUNGEON_C_01 - Blue,28009,1,61387,0
Item Appearance: (22451) - 6.0.1 Armor Head - MAIL_DRAENORDUNGEON_C_01,28010,1,61388,0
Item Appearance: (22451) - 6.0.1 Armor Head - MAIL_DRAENORDUNGEON_C_01,28011,1,61389,0
Item Appearance: (22443) - 6.0.1 Armor Head - MAIL_DRAENORDUNGEON_C_01 - Cream,28012,1,61390,0
