ID,Name,ScriptBody,Flags,MissileCount
2947,Warlock - Glyph - Shadow Bolt (C),"local startAngle = 0
local degreesPerSec = 180
local maxMagnitude = 1
local maxKickBack = 1

transAngle = startAngle + (time * degreesPerSec)
transMag = 1 - progress
transMag = (transMag * transMag * 2) - 1
transMag = (1 - (transMag * transMag))
transFront = transMag * -maxKickBack
transMag = transMag * maxMagnitude

transFront = transFront + -distanceToFirePos * (1 - progress)",0,1
2948,"Parabola (Counter-Pitch, Spinning)","local angle = 0
local maxMagnitude = startDistance * .30


transUp = sin(progress*180)*maxMagnitude
modelPitch = cos(progress*180)*60



",0,1
2949,Parabola copy,"local angle = 0
local maxMagnitude = startDistance * .15

transAngle = angle
transMag = (progress * 2) - 1
transMag = (1 - (transMag * transMag)) * maxMagnitude",0,1
2950,Parabola (U Shape),"local angle = 180
local maxMagnitude = startDistance * .6

transAngle = angle
transMag = (progress * 2) - 1
transMag = 1 - (transMag * transMag)) * maxMagnitude)",0,1
2951,Forward Spin (fast) + Parabola (Very High),"local angle = 0
local maxMagnitude = startDistance * .6
local spinRate = 1080

modelPitch = time * spinRate
transAngle = angle
transMag = (progress * 2) - 1
transMag = (1 - (transMag * transMag)) * maxMagnitude",0,1
2952,Ring JS Gandling,"local percentOfCircle = 0.75
local startAngle = 0

if missileIndex == 0 then
	radius = 9.5 * (1.5-progress)
elseif missileIndex == 1 then
	radius = 10 * (1-progress)
	startAngle = 60
elseif missileIndex == 2 then
	radius = 10.5 * (1.5-progress)
	startAngle = 120
elseif missileIndex == 3 then
	radius = 11 * (1.5-progress)
	startAngle = 180
elseif missileIndex == 4 then
	radius = 11.5 * (1.5-progress)
	startAngle = 240
else
	radius = 12 * (1.5-progress)
	startAngle = 300
end

local curAngle = (percentOfCircle * progress * 360) + startAngle

transFront = (sin(curAngle) * radius) - distanceToFirePos
transRight = (cos(curAngle) * radius)

transUp = -rand2 * 2

-- spin them a little so they look good from the side
modelRoll = 60 * rand3",0,6
2953,"Parabola (Spin, Medium)","local angle = 0
local maxMagnitude = startDistance * .20
local spinRate = 720

transAngle = angle
transMag = (progress * 2) - 1
transMag = (1 - (transMag * transMag)) * maxMagnitude

modelPitch = time * spinRate",0,1
2954,Drunken Fountain (1 Missile) (Med),"local angle = 0
local maxMagnitude = startDistance * 1.2

transAngle = angle
transMag = (progress * 2) - 1
transMag = (1 - (transMag * transMag)) * maxMagnitude

transFront = -distanceToFirePos * (1 - progress)

local magnitude = transMag * .15

transRight = (sin((rand1 * 1000) + (time * 400)) + cos((rand3 * 1000) + (time * 60))) * magnitude
transUp = (sin((rand2 * 1000) + (time * 300)) + cos((rand1 * 1000) + (time * 100))) * magnitude
transFront = transFront +
	(sin((rand3 * 1000) + (time * 300)) + cos((rand2 * 1000) + (time * 100))) * magnitude

speedScalar = 1 - (progress * .5)",0,1
2955,Parabola (High) (Accelerate),"local angle = 0
local maxMagnitude = startDistance * .30

transAngle = angle
transMag = (progress * 2) - 1
transMag = (1 - (transMag * transMag)) * maxMagnitude

speedScalar = 0.7 + 2 * progress",0,1
2956,Parabola (Grow More),"local angle = 0
local maxMagnitude = startDistance * .25

transAngle = angle
transMag = (progress * 2) - 1
transMag = (1 - (transMag * transMag)) * maxMagnitude

scale = progress
if (progress > 0.75) then
	scale = scale + 1.5*(progress-0.75)
end",0,1
2957,Warlock - Soul Fire,"local angle = 0
local maxMagnitude = startDistance * .1

transAngle = angle
transMag = (progress * 2) - 1
transMag = (1 - (transMag * transMag)) * maxMagnitude

local outerWheelSpinRate = 360 	-- 1 spin / sec
local outerWheelMag = 1.5			-- 1 yard
local missileAngle = outerWheelSpinRate * time

if ( rand1 > 0.5 ) then
	missileAngle = missileAngle * -1
end

if (missileIndex > 0) then
	local anglePerMissile = 360 / (missileCount-1)
	missileAngle = missileAngle + anglePerMissile * missileIndex

	if ( progress < 0.5 ) then 
		outerWheelMag = outerWheelMag * 0.5 + progress 
	else
		outerWheelMag = outerWheelMag * ( 0.25 + 0.75*(1-progress ))
	end

	transUp = outerWheelMag * cos ( missileAngle )
	transRight = outerWheelMag * sin ( missileAngle )
	transFront = -1.5 + 0.75 * progress
	scale = 0.25
	faceImpactPos = 1
else
	scale = 1
end



",0,3
2958,Monk Scenario - Panda Weapon Parabola,"local angle = 0
local maxMagnitude = startDistance * .60
local spinRate = 1440
modelPitch = 90
modelYaw = -90

transAngle = angle
transMag = (progress * 2) - 1
transMag = (1 - (transMag * transMag)) * maxMagnitude

modelYaw = time * spinRate
",0,1
2959,Kramer Arrow Cone Test,"transUp = ((progress * (rand1 - .5)) * 5) + (progress * 5)
transRight = (progress * (rand2 - .5)) * 20

speedOffset = 1 + missileIndex * .5",0,20
2960,Creature - Cleansing Waters Missile,transUp = progress * -2,0,1
2961,"Circle around caster (1 Missile, 4yd)","local percentOfCircle = 1
local startAngle = 0
local radius = 4

if missileIndex == 0 then
	startAngle = 0
--elseif missileIndex == 1 then
--	startAngle = 180
end

local curAngle = (percentOfCircle * progress * 360) + startAngle

transFront = (sin(curAngle) * radius) - distanceToFirePos
transRight = (cos(curAngle) * radius)
",0,1
2962,"Multi-Shot (3 Missiles, Slow Spin)","-- spread out as the missiles travel
local outerWheelMag = 1.5 * progress
local missileAngle


if (missileIndex > 0) then
	local anglePerMissile = 360 / (missileCount)
	transAngle = anglePerMissile * missileIndex
end

modelPitch = progress * 500 * (0.7 + 0.3*rand1)
modelRoll = progress * 100 * (-0.5 + rand2)

transMag = outerWheelMag
",0,3
2963,Terrie's test missile script,"local radius = (progress * 35)

local curAngle = progress * 0
if (missileIndex > 0) then
	local anglePerMissile = 360 / (missileCount)
	curAngle = curAngle + anglePerMissile * missileIndex
end

transFront = (sin(curAngle) * radius) - distanceToFirePos
transRight = (cos(curAngle) * radius)

	local dist = distanceToFirePos

	local a = 1.01 --Smoothness
	local b = 25 --Horizontal Shift
	local c = 2 --Horizontal Scale
	local d = 0.95 --Vertical Scale
	local e = 0.05 --Vertical Shift
	local f = 4 --Tightness
	local g = 0.015 --Linear Scale by Dist

--	scale = d * math.pow(a, -math.pow((dist-b)/c,f)) + e + g*dist
scale = progress * 2.2",0,8
2964,SZS - Water Splash,"local magnitude = 5
local angle = 0
local maxMagnitude = startDistance * .35

transAngle = angle
transMag = (progress * 2) - 1
transMag = (1 - (transMag * transMag)) * maxMagnitude

scale = 1 + 3 * time
speedScalar = 0.1 + 35 * progress * progress * progress * progress
transUp = magnitude * ( 1 - progress )",0,1
2965,Multi-Shot (7 Missiles),"-- spread out as the missiles travel
local outerWheelMag = 2.5 * progress
local missileAngle


if (missileIndex > 0) then
	local anglePerMissile = 360 / (missileCount)
	transAngle = anglePerMissile * missileIndex
end

transMag = outerWheelMag
",0,7
2966,Volley (Fountain + Multi Shot),"local angle = 0
local maxMagnitude = startDistance * 0.5

transAngle = angle
transMag = (progress * 2) - 1
transMag = (1 - (transMag * transMag)) * maxMagnitude

local noise = 2;
local outerWheelMag = 4 * (progress)

if ( missileIndex > 12 ) then 
	outerWheelMag = outerWheelMag * 2;
end

local count = missileCount / 2 

local smallAngle = (360/count ) * missileIndex 
local transRight = math.cos(smallAngle) * outerWheelMag + rand1*noise ;
local transFront = math.sin(smallAngle) * outerWheelMag + rand2*noise ;",0,24
2967,Elemental Blast (Missile A),"local startAngle = 90
local degreesPerSec = 0
local maxMagnitude = 1.75
local maxKickBack = 5

transAngle = startAngle + ((missileIndex / missileCount) * 360) + (time * degreesPerSec)
transMag = 1 - progress
transMag = (transMag * transMag * 2) - 1
transMag = (1 - (transMag * transMag))
transFront = transMag * -maxKickBack
transMag = transMag * maxMagnitude
",0,1
2968,Elemental Blast (Missile B),"local startAngle = 0
local degreesPerSec = 0
local maxMagnitude = 1.75
local maxKickBack = 5

transAngle = startAngle + ((missileIndex / missileCount) * 360) + (time * degreesPerSec)
transMag = 1 - progress
transMag = (transMag * transMag * 2) - 1
transMag = (1 - (transMag * transMag))
transFront = transMag * -maxKickBack
transMag = transMag * maxMagnitude
",0,1
2969,Elemental Blast (Missile C),"local startAngle = 270
local degreesPerSec = 0
local maxMagnitude = 1.75
local maxKickBack = 5

transAngle = startAngle + ((missileIndex / missileCount) * 360) + (time * degreesPerSec)
transMag = 1 - progress
transMag = (transMag * transMag * 2) - 1
transMag = (1 - (transMag * transMag))
transFront = transMag * -maxKickBack
transMag = transMag * maxMagnitude
",0,1
2970,Paladin - Denounce,"local angle = 0
local maxMagnitude = startDistance * .05

transAngle = angle
transMag = (progress * 2) - 1
transMag = (1 - (transMag * transMag)) * maxMagnitude

local outerWheelSpinRate = 360 	-- 1 spin / sec
local outerWheelMag = 1.5			-- 1 yard
local missileAngle = outerWheelSpinRate * time

if ( rand1 > 0.5 ) then
	missileAngle = missileAngle * -1
end

if (missileIndex > 0) then
	local anglePerMissile = 360 / (missileCount-1)
	missileAngle = missileAngle + anglePerMissile * missileIndex

	if ( progress < 0.5 ) then 
		outerWheelMag = outerWheelMag * 0.5 + progress 
	else
		outerWheelMag = outerWheelMag * ( 0.25 + 0.75*(1-progress ))
	end

	transUp = outerWheelMag * cos ( missileAngle )
	transRight = outerWheelMag * sin ( missileAngle )
	transFront = -1.5 + 0.75 * progress
	scale = 0.25
else
	scale = 1
end

faceImpactPos = 1


",0,4
2971,Spin (Pitch 90),"local spinRate = 90

modelPitch = time * spinRate",0,1
2972,Dark Shaman - Shadow Storm Visual - SLG,"local percentOfCircle = 0.5
local startAngle = 0
local radius = 12

if missileIndex == 1 then
	startAngle = 60
elseif missileIndex == 2 then
	startAngle = 120
elseif missileIndex == 3 then
	startAngle = 180
elseif missileIndex == 4 then
	startAngle = 240
elseif missileIndex == 5 then
	startAngle = 300
end

local curAngle = (percentOfCircle * progress * 360) + startAngle

transFront = (sin(curAngle) * radius) 
transRight = (cos(curAngle) * radius)
",0,6
2973,"Parabola (Grow, Pitch -90)","local angle = 0
local maxMagnitude = startDistance * .15
modelPitch = -90
scale = 1 + (1.5 * progress)

transAngle = angle
transMag = (progress * 2) - 1
transMag = (1 - (transMag * transMag)) * maxMagnitude",0,1
2974,Dread Spray (Shotgun) JS,"-- creates a shotgun spray of missiles for use in cone spells
-- the missiles will have some randomness to their spread and speed
-- this version contains special logic for dread spray that allows the missiles near the edges
-- of the cone to stop in midair at some fixed distance to simulate hitting a wall

local wallDist = 17.8					-- in yards
local targetDist = 35					-- in yards
local spreadAmt = 16					-- max distance two missiles can be from each other (correlates to spread angle)
local percentWall = 0.6				-- the percent of the cone spread that should travel the full targetDist (0-1)
local spreadRND = (rand2 - 0.5) / 10	-- how much randomness to add to the each missile's angle
local offsetLeft = 2					-- distance to move the missile impact points left (allows fine tuning of cone direction)

local spread = (-0.5 + (missileIndex / missileCount) + spreadRND) * (spreadAmt * 2)
transRight = progress * (spread + offsetLeft)

if (math.abs(spread + offsetLeft) > (percentWall * spreadAmt)) and (progress >= (wallDist/targetDist)) then
	transFront = (-targetDist * progress) + wallDist
	transRight = (wallDist/targetDist) * (spread + offsetLeft)
end

speedOffset = 1 + missileIndex * 2

--21
--0.6",0,10
2975,Gordoth Intro - Dark Channeling - SLG,"local angle = 0
local maxMagnitude = startDistance * .5

transAngle = angle
transMag = (progress * 2) - 1
transMag = (1 - (transMag * transMag)) * maxMagnitude

transFront = -distanceToFirePos * (1 - progress)

local magnitude = transMag * .15

transRight = (sin((rand1 * 1000) + (time * 400)) + cos((rand3 * 1000) + (time * 60))) * magnitude
transUp = (sin((rand2 * 1000) + (time * 300)) + cos((rand1 * 1000) + (time * 100))) * magnitude
transFront = transFront +
	(sin((rand3 * 1000) + (time * 300)) + cos((rand2 * 1000) + (time * 100))) * magnitude

speedScalar = 1 - (progress * .5)
",0,1
2976,Spin (Roll) - 720,"local spinRate = 720

modelRoll = time * spinRate",0,1
2977,Monk - Soothing Mists,"local startAngle = 0
local degreesPerSec = -180
local maxMagnitude = 1.2
local maxKickBack = 3

transAngle = startAngle + ((missileIndex / missileCount) * 360) + (time * degreesPerSec)
transMag = 1 - progress
transMag = (transMag * transMag * 2) - 1
transMag = (1 - (transMag * transMag))
transFront = transMag * -maxKickBack
transMag = transMag * maxMagnitude

speedScalar = .2 + 3 * progress * progress",0,3
2978,"Snake (half amp, rand wave, half freq)","local waveHeight = 0.3 + (rand2 * 0.2)
local wavesPerSec = 1.0 + (rand2 * 0.5)

transRight = waveHeight * sin(time * wavesPerSec * 360) * ( 1 - progress ) * 2",0,1
2979,Priest - Halo Old,"local angle = -90
local maxMagnitude = startDistance * .2
local spinRate = 720

modelRoll = 90

transAngle = angle
transMag = (progress * 2) - 1
transMag = (1 - (transMag * transMag)) * maxMagnitude
modelYaw = time * spinRate


	local dist = distanceToFirePos

	local a = 1.01 --Smoothness
	local b = 25 --Horizontal Shift
	local c = 2 --Horizontal Scale
	local d = 0.9 --Vertical Scale
	local e = 0.1 --Vertical Shift
	local f = 4 --Tightness

	scale = d * math.pow(a, -math.pow((dist-b)/c,f))+e
",0,1
2981,Priest - Halo Cosmetic,"local radius = (progress * 35)

local curAngle = progress * 0
if (missileIndex > 0) then
	local anglePerMissile = 360 / (missileCount)
	curAngle = curAngle + anglePerMissile * missileIndex
end

transFront = (sin(curAngle) * radius) - distanceToFirePos
transRight = (cos(curAngle) * radius)
scale = math.max(0.001, progress*2.2)",0,8
2982,Sha of Fear - 3 Missiles in Rapid Succession,"local angle = 0
local maxMagnitude = startDistance * .2
local spread = 2

-- lower is closer
local distBetweenMissiles = 0.4


speedScalar = 1 - (missileIndex * distBetweenMissiles)

transAngle = angle
transMag = (progress * 2) - 1
transMag = (1 - (transMag * transMag)) * maxMagnitude

-- missile impact location variance left/right/up/down. don't mess with the first impact
if missileIndex > 0 then
	transUp = (rand2 - 0.5) * spread * progress
	transRight = (rand2 - 0.5) * spread * progress
end

if missileIndex == 0 then
	scale = 2
elseif missileIndex == 1 then
	scale = 1.25
else
	scale = 0.75
end",0,3
2983,"Circle around caster (1 Missile, 2yd)","local percentOfCircle = 1
local startAngle = 0
local radius = 2

if missileIndex == 0 then
	startAngle = 0
--elseif missileIndex == 1 then
--	startAngle = 180
end

local curAngle = (percentOfCircle * progress * 360) + startAngle

transFront = (sin(curAngle) * radius) - distanceToFirePos
transRight = (cos(curAngle) * radius)
",0,1
2984,Monk - Eminence Heal,"


local waveHeight = .8
local wavesPerSec = 2

transRight = waveHeight * sin(time * wavesPerSec * 360) * ( 1 - progress ) * 2",0,1
2985,Self-Pitch and Hit,"if time < .1 then transUp = 0 end
if time <= .5 then 
	transUp = transUp + .25
	speedAbs = .1
	transMag = .1 
else 
	local maxMagnitude = startDistance * .1
	speedAbs = time*30+(time-1)
	transAngle = 0
	transMag = (progress * 2) - 1
	transMag = (1 - (transMag * transMag)) * maxMagnitude
end
",0,1
2986,Priest - Cascade,"local angle = -90
local maxMagnitude = startDistance * .2
local spinRate = 720

--modelRoll = 90

--transAngle = angle
transMag = (progress * 2) - 1
transMag = (1 - (transMag * transMag)) * maxMagnitude
--modelPitch = time * spinRate

if (distanceToFirePos>30) then 
	scale = 1
else
	scale = 0.1 + 0.9*distanceToFirePos/30
end

--scale = distanceToFirePos/40

--[[
	local dist = distanceToFirePos

	local a = 1.01 --Smoothness
	local b = 25 --Horizontal Shift
	local c = 2 --Horizontal Scale
	local d = 0.9 --Vertical Scale
	local e = 0.1 --Vertical Shift
	local f = 4 --Tightness

	scale = d * math.pow(a, -math.pow((dist-b)/c,f))+e
--]]",0,1
2987,3 Missiles in Rapid Succession,"-- lower is closer
local distBetweenMissiles = 0.1
-- spread out as the missiles travel
local outerWheelMag = 0.5 * progress
local missileAngle

speedScalar = 1 - (missileIndex * distBetweenMissiles)

if (missileIndex > 0) then
	local anglePerMissile = 360 / (missileCount)
	transAngle = anglePerMissile * missileIndex
end

transMag = outerWheelMag
",0,3
2988,Rogue - Shuriken Toss,"local spread = 1.2

local startAngle = 360 * missileIndex / missileCount;
local degreesPerSec = 360

transAngle = startAngle  -- + (time * degreesPerSec) 

transMag = spread * (missileCount - missileIndex) / missileCount;

local spinRate = 360
modelRoll = time * spinRate + 360*rand1

transFront = distanceToImpactPos * progress * missileIndex / missileCount;

if ( math.fmod(missileIndex,2) == 1 ) then
    transAngle = transAngle + 180
end

if ( math.fmod(missileIndex,3) == 1 ) then
    transAngle = transAngle + 30 * rand1;
elseif ( math.fmod(missileIndex,3) == 2 ) then
    transAngle = transAngle + 90 * rand2;
end",0,3
2989,Divine Star,"local waveHeight = -0.3 - (rand2 * 0.2)
local wavesPerSec = 1.0 + (rand2 * 0.5)

transRight = waveHeight * sin(time * wavesPerSec * 360) * ( 1 - progress ) * 2

modelRoll = 1.2 * time * 360

if (time>1.0) then
	local expectedProgress = (6/30) + ((time-1)*24/30)
	local actualProgress = 1-(distanceToImpactPos/totalDistance)
	local missingProgress = expectedProgress-actualProgress
	local distanceToCatchUp = missingProgress*totalDistance	

	speedOffset = distanceToCatchUp * 10 * (time-1)

	----Also tried this way and seemed to be slightly off, 
	----due to it basically being laggy if your speed changes
	--speedAbs = totalDistance
end
",0,1
2990,Glaive Toss Left,"local glaiveCurveWidth = 8
transRight = cos(progress * 90) * (progress * glaiveCurveWidth)

if (startDistance>0) then
	speedAbs = 24 * (totalDistance / startDistance)
end",0,1
2991,Glaive Toss Right,"local glaiveCurveWidth = -8
transRight = cos(progress * 90) * (progress * glaiveCurveWidth)

if (startDistance>0) then
	speedAbs = 24 * (totalDistance / startDistance)
end
",0,1
2992,Drunken Fountain (3 Missiles - Reverse) ,"local angle = 0
local maxMagnitude = startDistance * .5

transAngle = angle
transMag = (progress * 2) - 1
transMag = (1 - (transMag * transMag)) * maxMagnitude

--transFront = distanceFromImpactPos* (1-progress)
--transFront = -distanceToFirePos * (1 - progress)
transFront = startDistance - 2 * distanceToFirePos 

local magnitude = transMag * .15

transRight = (sin((rand1 * 1000) + (time * 400)) + cos((rand3 * 1000) + (time * 60))) * magnitude
transUp = (sin((rand2 * 1000) + (time * 300)) + cos((rand1 * 1000) + (time * 100))) * magnitude
transFront = transFront +
	(sin((rand3 * 1000) + (time * 300)) + cos((rand2 * 1000) + (time * 100))) * magnitude

speedScalar = 1 - (progress * .5)",0,3
2993,Spiral (Small) Flat Reverse,"local radius = (progress * 8)

local curAngle = progress * 90

transFront = startDistance - (sin(curAngle) * radius) - distanceToFirePos
transRight = (cos(curAngle) * radius)",0,1
2994,Glaive Toss Left Return,"local angle = -90
local maxMagnitude = startDistance * .2
local spinRate = 720

progress = 1 - progress

transAngle = angle
transMag = (progress * 2) - 1
transMag = (1 - (transMag * transMag)) * maxMagnitude
modelYaw = time * spinRate


transFront = distanceToImpactPos - distanceToFirePos
",0,1
2995,Glaive Toss Right Return,"local angle = -90
local maxMagnitude = -startDistance * .2
local spinRate = -720

progress = 1 - progress

transAngle = angle
transMag = (progress * 2) - 1
transMag = (1 - (transMag * transMag)) * maxMagnitude
modelYaw = time * spinRate


transFront = distanceToImpactPos - distanceToFirePos
",0,1
2996,Whirling Blade,"local spinRate = 1440
--local modelRoll = 90

local modelYaw = time * spinRate

--if (time>1.0) then
--	local expectedProgress = (6/30) + ((time-1)*24/30)
--	local actualProgress = 1-(distanceToImpactPos/totalDistance)
--	local missingProgress = expectedProgress-actualProgress
--	local distanceToCatchUp = missingProgress*totalDistance	

--	speedOffset = distanceToCatchUp * 10 * (time-1)
--end
",0,1
2997,"Parabola (Pitch Spin Slow, Model Rolled 90)","local angle = 0
local maxMagnitude = startDistance * .15
local spinRate = 360

transAngle = angle
transMag = (progress * 2) - 1
transMag = (1 - (transMag * transMag)) * maxMagnitude

modelPitch = time * spinRate
modelRoll = 90
",0,1
2998,Whirling Blade 2,"--local spinRate = 1440
--local modelRoll = 90

--local modelYaw = time * spinRate

--if missileIndex = 1 then
--	trans
	

if (time>1.0) then
	local expectedProgress = (6/30) + ((time-1)*24/30)
	local actualProgress = 1-(distanceToImpactPos/totalDistance)
	local missingProgress = expectedProgress-actualProgress
	local distanceToCatchUp = missingProgress*totalDistance	

	speedOffset = distanceToCatchUp * 10 * (time-1)
end
",0,2
2999,Monk - Expel Harm,"local waveHeight = .8
local wavesPerSec = 2

transRight = waveHeight * sin(time * wavesPerSec * 360) * ( 1 - progress ) * 2",0,1
3000,Rogue - Shuriken Toss v2,"-- lower is closer
local distBetweenMissiles = 0.3
-- spread out as the missiles travel
local outerWheelMag = 0.5 * progress
local missileAngle

speedScalar = 1 + ((missileIndex) * distBetweenMissiles)

if (missileIndex > 0) then
	local anglePerMissile = 360 / (missileCount)
	transAngle = anglePerMissile * missileIndex
end

transMag = outerWheelMag",0,3
3001,"Parabola (Pitch Spin, slow, low, accelerating)","local angle = 0
local maxMagnitude = startDistance * .1
local spinRate = 120

transAngle = angle
transMag = (progress * 2) - 1
transMag = (1 - (transMag * transMag)) * maxMagnitude

modelPitch = time * spinRate

speedScalar = 0.75 + 0.5 * progress
",0,1
3002,Grow (1 -> 3) and Accelerate,"scale = 1 + 2 * progress
speedScalar = 0.2 + 3 * progress",0,1
3003,Jade Forest - Water Vortex - SLG,"local percentOfCircle = 3
local startAngle = 0
local radius = 1.5


if missileIndex == 1 then
	startAngle = 120
elseif missileIndex == 2 then
	startAngle = 240
end

local curAngle = (percentOfCircle * progress * 360) + startAngle

transFront = (sin(curAngle) * radius) 
transRight = (cos(curAngle) * radius)
",0,1
3004,Grow (0.9 -> 1.5),scale = 0.9 + (1.3 * progress),0,1
3005,Grow (0.8 -> 1.1) copy,scale = 0.8 + (0.5 * progress),0,1
3006,Mantid Siege - Blade Rush,"local angle = 0
local maxMagnitude = startDistance * .30
local spinRate = 720

transAngle = angle
transMag = (progress * 2) - 1
transMag = (1 - (transMag * transMag)) * maxMagnitude

modelRoll = 80
modelPitch = time * spinRate
",0,1
3007,Meteor Strike (50 Yards),"local magnitude = 50

transUp = magnitude * ( 1 - progress )
",0,1
3008,"Meteor Strike (50 Yards, Spin)","local magnitude = 50
local spinRate = 1440

transUp = magnitude * ( 1 - progress )
modelPitch = time * spinRate
",0,1
3009,Brewmoon Festival - Brew Strike Reverse,"local magnitude = 0
local spinRate = 1440

transUp = magnitude * ( 1 - progress )
modelPitch = time * spinRate",0,1
3010,Chi Wave,"local angle = 0
local maxMagnitude = startDistance * .30

local waveHeight = .8
local wavesPerSec = 2

transRight = waveHeight * sin(time * wavesPerSec * 360) * ( 1 - progress ) * 2

transAngle = angle
transMag = (progress * 2) - 1
transMag = (1 - (transMag * transMag)) * maxMagnitude


",0,1
3011,Rolling Barrel,"local spinRate = 120

modelPitch = time * spinRate",0,1
3012,Spiral Vortex (5 Missiles),"local startAngle = 0
local degreesPerSec = 180
local maxMagnitude = 3
local maxKickBack = 10

transAngle = startAngle + ((missileIndex / missileCount) * 360) + (time * degreesPerSec)
transMag = 1 - progress
transMag = (transMag * transMag * 2) - 1
transMag = (1 - (transMag * transMag))
transFront = transMag * -maxKickBack
transMag = transMag * maxMagnitude
",0,5
3013,Spiral + Parabola (5 Missiles),"local waveHeight = 1
local wavesPerSec = 2
local angle = 2
local maxMagnitude = startDistance * .15
local spinRate = 720

modelRoll = time * spinRate
transAngle = angle
transMag = (progress * 2) - 1
transMag = (1 - (transMag * transMag)) * maxMagnitude",0,5
3014,Spiral Vortex (5 Missiles) copy,"local startAngle = 0
local degreesPerSec = 180
local maxMagnitude = 3
local maxKickBack = 10

transAngle = startAngle + ((missileIndex / missileCount) * 360) + (time * degreesPerSec)
transMag = 1 - progress
transMag = (transMag * transMag * 2) - 1
transMag = (1 - (transMag * transMag))
transFront = transMag * -maxKickBack
transMag = transMag * maxMagnitude
",0,5
3015,Spiral Vortex (5 Missiles) Wide,"local startAngle = 0
local degreesPerSec = 180
local maxMagnitude = 3
local maxKickBack = 5

local maxMagnitude = startDistance * .13
scale = 1 + (1.3 * progress)


transAngle = startAngle + ((missileIndex / missileCount) * 360) + (time * degreesPerSec)
transMag = 1 - progress
transMag = (transMag * transMag * 2) - 1
transMag = (1 - (transMag * transMag))
transFront = transMag * -maxKickBack
transMag = transMag * maxMagnitude
",0,5
3016,Malefic Grasp,"local spread = 1.5

local startAngle = 360 * missileIndex / missileCount + rand1 * 60;
local degreesPerSec = 360

transAngle = startAngle + (time * degreesPerSec)
transMag = spread;
if (distanceToFirePos<3) then
	transMag = transMag * math.sqrt(distanceToFirePos/3);
end
if (distanceToImpactPos<6) then
	transMag = transMag * math.sqrt(distanceToImpactPos/6);
end
if (distanceToImpactPos>6 and distanceToFirePos>3) then
	local distToEdge = math.abs(distanceToImpactPos-6)-(distanceToFirePos-3)
	transMag = transMag * math.abs(distToEdge / (totalDistance-9))
end

local spinRate = 360
modelRoll = time * spinRate

transFront = transFront + 2 * distanceToImpactPos * progress * progress

faceImpactPos = 1",0,3
3017,Shen-zin Su - Ruk-Ruk Ooskplosion Rockets,"local angle = 0
local maxMagnitude = startDistance * .50

transAngle = angle
transMag = (progress * 2) - 1
transMag = (1 - (transMag * transMag)) * maxMagnitude
if(missileIndex==1) then transRight = 0 else transRight = -2 end
",0,2
3018,Ring of Blood - Fish Star,"local maxMagnitude = 0.5
local minSpeedScalar = 0.7
local maxSpeedScalar = 1.5

local magnitude = (progress * 1.9) - 1
magnitude = 1 - (magnitude * magnitude * magnitude * magnitude)

transRight = (sin((rand1 * 1000) + (time * 100)) + cos((rand2 * 1000) + (time * 200))) * magnitude * (1-progress)

speedScalar = minSpeedScalar + ((maxSpeedScalar - minSpeedScalar) * rand3)

local spinRate = 720+180*rand1
modelYaw = spinRate * time

local angle = 0
local maxMagnitude = startDistance * 0.1
local spinRateP = 180
local spinRateY = 45

transAngle = angle
transMag = (progress * 2) - 1
transMag = (1 - (transMag * transMag)) * maxMagnitude

transUp = 2*rand2*transMag",0,1
3019,Demonic Slash,"transRight = 0.8 * (progress * 2 - 1)
transUp = 0.2 * (progress * 2 - 1)
transFront = -1.8 --* (progress * 2 - 1)
transFront = transFront + sin(progress*180)*totalDistance
transFront = transFront - distanceToFirePos
--speedScalar = (progress * 2 - 1)",0,1
3020,Arcane Explosion - Frost,"local radius = progress * totalDistance

local curAngle = progress * 90

transFront = (sin(curAngle) * radius) - distanceToFirePos
transRight = (cos(curAngle) * radius)",0,1
3021,"Random Speed Scalar, Small",speedScalar = 0.8 + 0.4*rand3,0,1
3022,Multi-shot Parabola Low (3 Missiles),"local angle = 0
local maxMagnitude = startDistance * .10
local spread = 5

transAngle = angle
transMag = (progress * 2) - 1
transMag = (1 - (transMag * transMag)) * maxMagnitude

transRight = (rand1 - 0.5) * spread * progress
transUp = (rand2 - 0.5) * spread * progress",0,3
3023,Astral Communion,"local numSpirals = -2
local minRadius = 1.3
local radius = minRadius + (1 * progress * (rand1 * 1.5))

local curAngle = numSpirals * progress * 360

transFront = (sin(curAngle) * radius) - distanceToFirePos - 1.2
transRight = (cos(curAngle) * radius)

transUp = rand2+5

modelPitch = 90",0,1
3024,Rolling Barrel (Sideways),"local spinRate = 520

modelRoll = time * spinRate
modelYaw = 90
",0,1
3025,Multi-shot Parabola Low (3 Missiles),"local angle = 0
local maxMagnitude = startDistance * .10
local spread = 5

transAngle = angle
transMag = (progress * 2) - 1
transMag = (1 - (transMag * transMag)) * maxMagnitude

transRight = (rand1 - 0.5) * spread * progress
transUp = (rand2 - 0.5) * spread * progress",0,3
3026,Multi-shot Parabola Low (7 Missiles),"local angle = 0
local maxMagnitude = startDistance * .10
local spread = 5

transAngle = angle
transMag = (progress * 2) - 1
transMag = (1 - (transMag * transMag)) * maxMagnitude

transRight = (rand1 - 0.5) * spread * progress
transUp = (rand2 - 0.5) * spread * progress",0,7
