ID,EffectType,Effect,ParentSpellVisualKitID
403149,12,3691,153302
403150,5,189204,153302
403151,2,452308,153302
403153,2,452309,153303
403154,6,384830,153303
403156,5,53889,153304
403157,6,384832,153304
403160,6,384833,153305
403162,2,452312,153306
403163,5,189205,153306
403164,2,452313,153307
403167,11,1800,153309
403169,6,384834,153311
403170,2,452316,153311
403171,2,452317,153311
403172,2,452318,153312
403173,2,452319,153312
403174,6,384835,153312
403175,2,452320,153312
403176,2,452321,153312
403179,12,3692,153310
403182,5,186149,153055
403183,5,189011,153056
403185,6,384836,153310
403186,2,452324,153313
403187,2,452325,153313
403188,2,452326,153301
403190,6,384837,153314
403191,2,452328,153314
403192,2,452329,153315
403193,6,384838,153315
403194,5,1432,153316
403195,2,452330,153316
403196,2,452331,153317
403198,2,452333,153318
403199,1,363170,153228
403200,3,83,153235
403201,2,452334,153319
403202,2,452335,153319
403203,6,384839,153319
403204,2,452336,153319
403205,2,452337,153320
403206,2,452338,153321
403207,2,452339,153322
403210,2,452341,153319
403211,2,452342,153323
403212,2,452343,153323
403213,6,384841,153323
403214,2,452344,153324
403215,2,452345,153324
403216,6,384842,153324
403217,2,452346,153325
403218,6,384843,153326
403219,1,363171,153326
403220,5,189210,153326
403221,2,452347,153327
403222,2,452348,153328
403223,2,452349,153328
403224,6,384844,153328
403225,2,452350,153328
403226,2,452351,153328
403227,2,452352,153329
403228,2,452353,153330
403229,2,452354,153330
403230,6,384845,153330
403231,2,452355,153330
403233,2,452357,150437
403234,6,384846,153331
403235,2,452358,153331
403236,2,452359,153331
403237,2,452360,153332
403238,2,452361,153332
403239,6,384847,153332
403240,2,452362,153333
403241,5,163784,153333
403242,2,452363,153330
403243,11,1801,153334
403244,2,452364,153330
403245,2,452365,153330
403246,2,452366,153335
403247,2,452367,153336
403248,6,384848,153336
403252,6,384850,153338
403253,2,452370,153338
403255,2,452371,153340
403256,6,384851,153340
403257,6,384852,153341
403258,2,452372,153341
403260,6,384853,153342
403261,5,101465,153342
403262,2,452373,153343
403263,5,189017,153344
403264,3,3,153344
403265,5,189016,153344
403266,2,452374,153344
403267,2,452375,153344
403268,2,452376,153345
403269,2,452377,153345
403270,13,4139,153345
403271,6,384854,153345
403272,2,452378,153344
403273,2,452379,153344
403275,2,452381,153347
403283,5,72677,153348
403286,2,452387,153348
403288,5,178255,153348
403291,6,384857,153350
403292,5,188489,153270
403293,6,384858,153351
403295,6,384860,153353
403296,2,452391,153354
403298,2,452392,153356
403299,6,384861,153356
403300,6,384862,153357
403301,2,452393,153358
403302,2,452394,153235
403312,10,38,26803
403313,2,452397,151617
403314,2,452398,151617
403315,2,452399,153361
403316,3,83,153361
403317,6,384864,153362
403318,2,452400,153362
403319,2,452401,153363
403320,5,175699,153363
403321,6,384865,153364
403322,2,452402,153365
403323,5,175698,153362
403325,7,1728,153366
403326,2,452404,153362
403327,2,452405,153362
403328,2,452406,153363
403329,2,452407,153363
403330,2,452408,153235
403332,2,452409,153367
403333,6,384866,153368
403334,2,452410,153368
403335,2,452411,153368
403336,6,384867,153369
403337,2,452412,153369
403338,2,452413,153369
403339,12,3693,150872
403340,6,384868,153370
403341,2,452414,153370
403342,2,452415,153370
403343,6,384869,153371
403344,2,452416,153371
403345,2,452417,153371
403346,5,187140,153371
403347,2,452418,153372
403348,2,452419,153373
403354,6,384871,153375
403355,2,452424,153375
403356,2,452425,153375
403357,2,452426,153375
403358,5,175698,153375
403362,6,384873,153377
403363,2,452429,153377
403364,2,452430,153377
403365,2,452431,153377
403367,5,175698,153377
403368,2,452433,153237
403369,2,452434,153378
403370,5,175701,153378
403371,2,452435,153379
403374,2,452437,153381
403377,5,189045,152270
403380,12,3694,153382
403381,2,452440,153382
403382,5,187801,153381
403383,2,452441,150433
403384,2,452442,150433
403388,2,452444,153384
403389,2,452445,153384
403390,2,452446,153384
403391,2,452447,153384
403394,5,191416,153385
403395,12,3695,153386
403396,6,384877,150327
403398,2,452450,153006
403399,2,452451,153006
403400,2,452452,153006
403401,2,452453,153006
403402,2,452454,153006
403403,2,452455,153006
403406,2,452457,153387
403411,2,452461,153006
403413,2,452463,153389
403414,5,187120,150583
403415,5,187134,150585
403416,5,187117,150588
403417,5,189053,151553
403418,5,189055,150372
403419,5,187759,150269
403420,5,189059,150260
403421,5,189060,150257
403422,5,189061,151556
403423,5,189064,150377
403424,5,189062,151557
403425,5,189065,150363
403426,5,189066,150364
403429,6,384879,153390
403430,2,452466,153390
403432,6,384880,153392
403433,2,452467,153392
403435,2,452468,153394
403437,2,452469,153395
403438,2,452470,151385
403441,2,452473,151748
403443,2,452475,151763
403446,2,452477,153397
403451,6,384882,153400
403452,5,33086,153400
403453,3,3,153400
403458,2,452482,153402
403459,2,452483,153402
403460,2,452484,153403
403461,2,452485,153404
403462,3,83,153404
403465,2,452488,153405
403468,16,484,153406
403469,2,452491,153406
403470,6,384883,153406
403474,2,452494,153408
403475,5,174437,153408
403476,2,452495,153409
403477,2,452496,153405
403478,2,452497,153410
403480,6,384885,153411
403481,2,452499,153411
403482,2,452500,153411
403483,2,452501,153411
403484,5,191250,153411
403485,6,384886,153412
403486,2,452502,153412
403487,2,452503,153412
403488,2,452504,153412
403489,5,191251,153412
403490,2,452505,153412
403491,2,452506,153413
403492,13,4141,153413
403493,2,452507,153414
403494,6,384887,153414
403496,2,452508,153415
403498,6,384888,153416
403499,2,452509,153416
403501,5,191256,153416
403502,6,384889,153417
403503,2,452511,153417
403504,5,191257,153417
403505,2,452512,153418
403506,12,3696,153419
403507,2,452513,153419
403508,2,452514,153416
403509,2,452515,153420
403510,2,452516,152749
403511,2,452517,153420
403512,6,384890,153421
403513,2,452518,153421
403514,5,183192,153421
403515,2,452519,153421
403516,2,452520,153422
403517,5,174429,153422
403518,6,384891,153422
403519,2,452521,153423
403522,5,187118,149975
403523,6,384893,153426
403524,2,452523,153427
403525,2,452524,153427
403526,2,452525,153428
403527,12,3697,153428
403529,2,452527,153429
403530,2,452528,153430
403531,2,452529,152263
403532,2,452530,153431
403533,2,452531,153432
403534,5,169078,153247
403535,5,189182,150402
403536,5,189184,150647
403537,5,189185,150647
403538,2,452532,153433
403539,5,189186,152125
403540,5,189066,152124
403541,5,189188,150452
403542,5,189188,150448
403543,5,189190,150961
403544,5,189189,150962
403545,5,189191,150489
403546,2,452533,151697
403547,5,189195,153310
403548,5,189196,153313
403549,2,452534,153434
403550,2,452535,153434
403551,5,189197,153434
403552,5,189198,153435
403553,2,452536,153436
403554,2,452537,153436
403555,5,189199,153436
403556,2,452538,153437
403557,6,384894,153437
403558,5,189206,153437
403559,5,189207,153311
403560,5,189208,153312
403561,5,189209,153312
403562,5,189211,153327
403563,5,189208,153266
403564,5,189224,153267
403565,5,189225,153274
403566,5,189226,153272
403567,5,189227,153275
403568,5,189228,153276
403569,2,452539,153220
403570,2,452540,153438
403572,6,384895,153439
403573,2,452541,153439
403574,2,452542,153439
403578,6,384896,153440
403579,6,384897,153441
403580,1,363178,153441
403581,6,384898,153442
403582,2,452543,153442
403583,2,452544,153442
403585,6,384899,153443
403586,6,384900,153444
403587,2,452546,153444
403588,2,452547,153444
403589,2,452548,153444
403590,2,452549,153444
403591,2,452550,152165
403592,2,452551,152165
403593,2,452552,152165
403594,13,4142,153445
403595,2,452553,152259
403596,2,452554,153446
403597,5,168574,153446
403598,13,4143,153447
403599,2,452555,151103
403600,2,452556,151104
403601,2,452557,153448
403602,3,83,153448
403603,2,452558,153448
403605,13,4144,153449
403606,6,384901,153449
403607,2,452560,153449
403608,2,452561,153449
403609,2,452562,153450
403610,2,452563,153450
403611,6,384902,153450
403612,2,452564,153308
403613,2,452565,153451
403615,2,452567,153452
403616,6,384903,153453
403617,2,452568,153454
403618,13,4145,153455
403619,13,4146,153455
403620,13,4147,153455
403621,13,4148,153455
403622,13,4149,153455
403623,13,4150,153455
403624,2,452569,153455
403625,2,452570,153455
403626,2,452571,153455
403627,2,452572,153455
403628,2,452573,153455
403629,2,452574,153455
403630,5,187709,153455
403631,2,452575,150553
403632,2,452576,153456
403633,2,452577,153456
403634,2,452578,153457
403635,5,113996,153457
403639,2,452582,153458
403640,12,3698,153458
403641,2,452583,153458
403642,6,384904,153459
403643,2,452584,153459
403644,6,384905,153460
403645,6,384906,153461
403646,5,186411,153461
403647,2,452585,153461
403648,6,384907,153462
403649,5,186416,153462
403650,2,452586,153462
403651,2,452587,150356
403654,12,3699,153463
403655,6,384908,153464
403656,2,452590,153464
403657,5,61207,153464
403658,1,363179,153465
403659,2,452591,153466
403660,1,363180,153466
403661,3,699,153466
403662,5,60996,153466
403663,2,452592,153463
403664,6,384909,153158
403665,2,452593,153033
403666,2,452594,153468
403667,2,452595,153469
403668,6,384910,153470
403669,5,3091,153470
403670,2,452596,153470
403671,2,452597,153470
403674,5,1490,153471
403675,2,452599,153471
403676,5,1490,153472
403677,2,452600,153472
403678,6,384911,153473
403679,2,452601,152988
403680,2,452602,152990
403681,2,452603,152990
403682,2,452604,153474
403684,2,452606,153475
403687,2,452609,153475
403689,5,189963,153475
403690,11,1684,153476
403691,2,452611,153477
403692,2,452612,153478
403693,2,452613,153479
403694,2,452614,151730
403695,2,452615,151730
403696,2,452616,151730
403697,2,452617,151730
403698,2,452618,151731
403699,2,452619,151730
403700,2,452620,153480
403701,2,452621,153481
403702,12,3700,153481
403703,2,452622,153481
403704,2,452623,153481
403705,2,452624,153482
403706,2,452625,153482
403708,2,452627,153483
403709,2,452628,153484
403710,2,452629,153485
403711,2,452630,153486
403712,12,3701,153486
403715,1,363182,153487
403716,12,3703,153487
403717,2,452631,153488
403719,2,452633,153489
403720,2,452634,153490
403721,2,452635,152986
403722,2,452636,152991
403723,2,452637,153491
403724,12,3704,152940
403728,2,452641,108175
403729,2,452642,108175
403730,2,452643,108175
403731,2,452644,108175
403732,2,452645,151518
403733,2,452646,151518
403736,2,452649,108175
403737,2,452650,108175
403738,6,384912,153492
403739,2,452651,153492
403740,2,452652,153492
403741,5,62088,153492
403742,2,452653,153493
403743,5,243324,153493
403744,2,452654,153494
403745,2,452655,108174
403747,6,384913,153495
403748,5,60154,153495
403749,2,452657,153495
403750,2,452658,153496
403751,2,452659,153495
403752,6,384914,153497
403753,2,452660,153497
403754,6,384915,153498
403755,2,452661,153498
403756,2,452662,153497
403757,2,452663,153499
403758,6,384916,151457
403760,2,452665,152757
403764,2,452669,153500
403765,2,452670,153501
403766,2,452671,153502
403767,2,452672,153502
403768,2,452673,153503
403769,6,384917,153503
403771,2,452675,153504
403773,2,452677,153505
403775,2,452678,153505
403776,2,452679,153504
403778,6,384918,153506
403779,2,452681,153506
403780,5,168275,153506
403781,13,4151,153506
403782,2,452682,153507
403783,13,4152,153508
403785,11,1754,153509
403792,2,452689,153507
403793,6,384919,153510
403795,2,452690,153507
403796,5,189515,153510
403797,2,452691,153511
403798,2,452692,153511
403799,2,452693,153511
403802,2,452695,153512
403803,3,86,153349
403806,12,3705,151973
403808,5,189516,153513
403809,2,452696,153514
403810,5,189518,153515
403811,2,452697,153516
403812,2,452698,153517
403815,2,452701,153518
403816,2,452702,153518
403818,6,384920,153519
403819,6,384921,153520
403820,2,452704,153521
403822,1,363188,153521
403823,2,452705,153522
403824,2,452706,153519
403825,2,452707,152755
403828,6,384922,153523
403829,2,452709,153523
403830,2,452710,153523
403831,6,384923,153524
403832,2,452711,153524
403833,2,452712,153524
403834,2,452713,153524
403835,2,452714,153524
403837,2,452716,153525
403838,2,452717,151973
403839,6,384924,153526
403840,6,384925,153527
403842,2,452719,153291
403843,5,189526,150218
403844,5,189526,150219
403845,5,189526,150226
403846,5,189526,150227
403847,5,189526,150228
403848,5,189526,150235
403849,5,189526,150240
403852,5,189527,150589
403853,6,384926,153376
403855,6,384927,153528
403856,6,384928,153529
403857,2,452721,153530
403859,6,384929,153388
403860,2,452723,153388
403861,5,189522,153532
403864,5,189568,152906
403865,10,38,152713
403866,5,189519,152904
403867,5,189569,152908
403868,2,452724,153533
403875,2,452728,153534
403876,2,452729,153534
403877,2,452730,153533
403878,2,452731,153535
403879,2,452732,108174
403880,2,452733,153536
403881,6,384930,153537
403882,2,452734,153537
403883,2,452735,153538
403886,6,384932,153539
403887,6,384933,153540
403888,2,452736,153538
403889,2,452737,153541
403890,5,190467,153537
403891,16,486,153542
403892,1,363191,153542
403893,1,363192,153542
403894,1,363193,153542
403895,2,452738,153543
403896,2,452739,153543
403897,5,21435,153543
403898,2,452740,153543
403899,2,452741,153543
403900,2,452742,153543
403901,2,452743,153543
403902,6,384934,153544
403903,2,452744,153545
403904,2,452745,153546
403905,2,452746,153547
403906,5,189608,153548
403908,2,452748,153528
403910,5,192733,153549
403911,2,452749,153550
403914,6,384935,153551
403915,6,384936,153552
403916,2,452752,153553
403918,6,384937,153554
403920,2,452755,153553
403921,2,452756,153555
403922,6,384938,153555
403923,2,452757,153556
403924,2,452758,153557
403925,2,452759,153558
403926,2,452760,153558
403928,6,384939,153559
403929,5,83409,153559
403930,2,452761,153559
403931,2,452762,153559
403932,6,384940,153560
403933,5,83390,153560
403934,2,452763,153560
403935,2,452764,153560
403936,2,452765,153561
403937,5,83391,153561
403938,5,189672,152870
403939,5,189674,153414
403940,5,189675,153414
403944,6,384941,153562
403945,2,452766,153562
403946,5,190632,153562
403947,2,452767,153562
403948,2,452768,153562
403950,2,452769,153519
403951,6,384942,153563
403952,6,384943,153564
403953,2,452770,153563
403954,2,452771,153563
403955,12,3706,153563
403956,2,452772,153563
403957,2,452773,153563
403958,2,452774,153564
403959,2,452775,153564
403960,5,189678,152332
403963,5,189680,150584
403964,2,452777,153564
403965,5,189681,150584
403966,5,189682,150584
403967,5,189683,150584
403968,5,189680,152210
403969,5,189681,152210
403970,5,189682,152210
403971,5,189527,150595
403972,5,189679,152332
403973,5,189684,152332
403974,5,189685,150584
403976,5,189686,150680
403977,5,189687,150680
403980,5,189688,153568
403981,5,189689,153568
403982,5,189690,153569
403983,5,189691,153569
403984,5,189692,153570
403985,5,189693,153571
403986,5,189694,153571
403990,5,189698,150159
403991,5,189697,150161
403992,5,189699,153572
403994,5,189699,153573
403995,5,189699,153574
403996,10,1,151104
403997,5,191253,151104
403998,5,191255,153575
403999,5,191252,151103
404000,5,189697,150349
404001,5,189703,150650
404002,5,189704,150650
404003,5,189705,150650
404004,5,189706,150650
404005,5,189707,150650
404006,5,189712,150233
404007,5,189711,150233
404008,5,189710,150233
404009,5,189709,150233
404010,5,189708,150233
404011,5,189713,150233
404012,5,189714,152267
404013,5,189715,152267
404014,5,189716,150369
404015,5,189716,150368
404016,5,189718,151134
404017,5,189720,151136
404018,5,189721,151135
404019,6,384944,153576
404020,5,189722,153577
404021,5,189724,153578
404022,6,384945,153579
404023,2,452778,153579
404024,2,452779,153579
404025,5,86833,153579
404026,2,452780,153580
404027,6,384946,153581
404029,6,384948,153582
404030,13,4153,153582
404031,2,452781,153582
404032,5,64052,153582
404033,5,189744,149977
404034,2,452782,153583
404035,12,3707,153583
404036,2,452783,153583
404037,2,452784,153023
404038,6,384949,153584
404039,5,189515,153584
404040,2,452785,153585
404041,2,452786,153586
404042,2,452787,153552
404043,2,452788,153554
404044,2,452789,153587
404045,2,452790,153588
404046,5,189767,153589
404047,6,384950,153590
404048,6,384951,153591
404049,2,452791,153591
404051,2,452792,153593
404053,5,76696,153593
404055,2,452793,153590
404061,6,384954,153595
404063,6,384955,153596
404065,2,452797,153597
404066,2,452798,153595
404067,6,384957,153599
404071,6,384958,153598
404072,2,452802,153600
404074,2,452804,153600
404075,6,384959,153601
404076,2,452805,153600
404077,2,452806,153600
404080,5,189783,153161
404081,2,452809,153602
404087,2,452814,153601
404088,2,452815,153598
404089,2,452816,153594
404090,2,452817,153603
404091,2,452818,153603
404092,2,452819,153604
404093,5,193609,153600
404095,2,452821,153606
404096,5,193610,153595
404097,2,452822,153607
404098,2,452823,153607
404099,2,452824,153607
404100,6,384960,153607
404101,11,1711,153608
404102,2,452825,151849
404103,2,452826,151849
404104,2,452827,151849
404105,6,384961,153609
404106,2,452828,153609
404107,2,452829,153609
404108,2,452830,151849
404109,2,452831,151849
404110,6,384962,153610
404111,2,452832,153610
404112,2,452833,153610
404113,2,452834,153609
404114,2,452835,151849
404115,2,452836,151849
404116,6,384963,151849
404117,2,452837,153611
404118,2,452838,153611
404119,6,384964,153612
404120,2,452839,153612
404121,2,452840,153612
404122,2,452841,153612
404124,6,384965,153613
404125,2,452843,153613
404126,2,452844,153613
404127,2,452845,153613
404128,2,452846,153614
404130,12,3708,153615
404131,2,452848,153615
404132,2,452849,153615
404134,6,384966,153616
404135,2,452850,153616
404137,5,189827,151651
404138,5,189828,150619
404139,5,189830,150621
404140,2,452851,153617
404143,6,384967,153618
404144,2,452853,153618
404145,5,186325,153618
404147,2,452854,153618
404148,2,452855,153618
404149,2,452856,153618
404150,2,452857,153619
404151,5,186325,153619
404152,12,3710,153619
404153,2,452858,153619
404154,2,452859,153619
404155,2,452860,153619
404156,5,186329,153620
404157,2,452861,153621
404158,5,186014,153621
404159,2,452862,153622
404160,2,452863,153623
404163,6,384968,153624
404164,2,452866,153624
404167,2,452868,153625
404170,5,187135,150168
404177,2,452876,153626
404178,5,200402,153626
404180,5,189833,153627
404182,5,200401,153628
404183,6,384969,153629
404184,2,452879,153630
404186,2,452881,153631
404188,2,452883,153632
404189,6,384970,153633
404190,2,452884,153633
404191,6,384971,153634
404192,2,452885,153634
404193,6,384972,153635
404194,2,452886,153635
404195,2,452887,153635
404198,2,452890,153637
404200,6,384974,153636
404201,12,3711,153638
404202,6,384975,153638
404203,2,452891,153639
404204,6,384976,153640
404205,13,4154,153641
404207,16,487,153642
404208,5,189858,153214
404209,13,4155,153643
404210,6,384977,153644
404211,2,452892,153644
404212,6,384978,153645
404213,5,166659,153645
404214,5,166660,153645
404215,5,189863,153645
404216,5,189864,153645
404217,5,189865,153645
404218,2,452893,153643
404219,5,175109,153646
404220,10,1,153646
404221,5,256399,150736
404222,2,452894,153647
404223,2,452895,153648
404224,5,256400,150737
404225,5,256402,150738
404226,13,4156,153649
404227,5,189870,150742
404228,2,452896,153650
404229,2,452897,153650
404231,2,452899,153649
404232,5,189871,150744
404236,5,193462,153652
404237,5,193463,153652
404238,2,452903,153653
404239,2,452904,153653
404240,5,162578,153654
404241,5,189872,150749
404242,5,189873,150748
404243,2,452905,153652
404247,6,384979,153655
404248,6,384980,153656
404249,2,452909,153657
404253,2,452911,153658
404254,5,189874,153658
404255,2,452912,153659
404256,5,189881,153660
404257,5,189882,150812
404258,5,189883,151323
404259,2,452913,153661
404260,2,452914,153662
404261,2,452915,153662
404263,2,452917,153655
404264,2,452918,153656
404265,2,452919,153663
404266,2,452920,153656
404267,2,452921,153655
404268,2,452922,153655
404269,2,452923,153664
404270,2,452924,153665
404271,2,452925,153666
404272,2,452926,153667
404273,2,452927,153668
404274,2,452928,153668
404275,2,452929,153668
404276,2,452930,153668
404279,2,452933,153668
404280,2,452934,153668
404281,2,452935,153668
404284,2,452936,153668
404288,12,3714,153670
404289,6,384982,153669
404290,2,452939,153669
404291,2,452940,153669
404292,2,452941,153669
404294,2,452943,153672
404295,5,187117,153672
404299,11,1762,153674
404301,2,452945,153675
404302,2,452946,153672
404307,13,4160,153182
404308,2,452948,153676
404313,2,452950,150652
404314,5,189927,150157
404315,5,189928,150158
404316,5,189925,152765
404317,2,452951,153677
404318,6,384985,153678
404319,6,384986,153679
404320,2,452952,153679
404321,6,384987,153680
404322,2,452953,153680
404323,2,452954,153680
404324,2,452955,153680
404325,2,452956,153680
404326,5,191811,153680
404327,5,191810,153680
404328,5,191812,153681
404329,5,191813,153681
404330,5,191814,153681
404331,2,452957,153682
404332,5,191621,153682
404333,5,191622,153682
404335,2,452959,153683
404337,6,384988,153684
404338,2,452960,153684
404339,2,452961,153685
404340,6,384989,153685
404342,5,189935,153685
404343,5,189936,152874
404344,5,189937,152876
404345,5,189938,152876
404346,5,189940,152877
404347,5,189941,152877
404348,5,189942,152934
404349,5,189943,152530
404350,5,189944,152529
404351,5,189945,152529
404352,5,189946,153686
404353,5,189947,153686
404354,6,384990,153687
404355,5,189948,152531
404356,5,189949,152531
404357,5,189950,152531
404358,5,189951,152531
404359,5,189953,152817
404360,2,452962,153687
404361,5,189954,152819
404362,2,452963,153687
404363,5,189955,153688
404364,2,452964,152959
404365,2,452965,152959
404366,5,189956,149818
404367,2,452966,151361
404368,5,189957,152530
404369,5,189958,152816
404370,5,189959,152530
404375,5,189515,151935
404392,2,452967,153620
404398,2,452970,152959
404401,6,384991,151938
404402,2,452972,151938
404403,13,4184,153690
404404,2,452973,153690
404405,5,187136,153690
404406,5,187140,153690
404409,6,384993,153690
404410,2,452975,153690
404411,13,4185,152959
404412,2,452976,153270
404413,2,452977,153270
404414,13,4186,152959
404415,13,4187,152959
404416,13,4188,152959
404419,5,189979,151318
404420,5,189980,151392
404422,6,384994,153691
404425,5,189981,151714
404426,2,452983,153692
404427,2,452984,153692
404428,2,452985,153693
404429,2,452986,153693
404430,5,189982,153694
404431,2,452987,153695
404432,5,143724,153695
404433,5,189985,153695
404434,2,452988,153692
404435,2,452989,153693
404436,5,189986,151435
404437,5,189987,151437
404442,5,169220,133600
404443,2,452994,153696
404444,2,452995,153696
404445,2,452996,153696
404446,2,452997,153696
404447,5,169220,133599
404451,5,189928,153697
404454,2,453001,153698
404455,6,384997,153698
404456,2,453002,153699
404457,2,453003,153700
404458,5,189988,151527
404459,2,453004,153701
404460,5,189989,153702
404461,5,189991,153703
404462,6,384998,153704
404463,6,384999,153705
404465,6,385000,153706
404466,6,385001,153707
404467,2,453005,153708
404469,2,453007,153603
404470,2,453008,153709
404471,2,453009,153709
404472,6,385002,153705
404473,2,453010,153709
404474,2,453011,153709
404475,6,385003,153710
404476,13,4189,153710
404477,5,188932,153710
404478,2,453012,153708
404479,2,453013,153711
404480,6,385004,153711
404489,5,189996,151528
404490,2,453020,153712
404491,12,3715,153712
404492,2,453021,153713
404493,6,385005,153713
404494,2,453022,153714
404495,5,126650,153714
404500,2,453027,153715
404501,5,168534,153715
404502,5,188935,153716
404503,6,385006,153716
404506,2,453030,153717
404508,2,453032,153718
404509,2,453033,153704
404510,6,385007,153719
404511,2,453034,153719
404512,2,453035,153720
404513,5,171861,153720
404514,6,385008,153721
404515,6,385009,153720
404516,2,453036,153722
404517,2,453037,153723
404518,2,453038,153724
404519,6,385010,153725
404520,5,193682,153725
404521,2,453039,153725
404522,2,453040,153726
404523,2,453041,153726
404524,5,189928,153726
404526,2,453043,153727
404528,6,385011,153728
404533,6,385012,153729
404536,2,453047,153731
404537,6,385013,153731
404538,5,173394,153731
404539,6,385014,153730
404540,2,453048,153732
404541,12,3716,153733
404542,2,453049,153733
404543,2,453050,153734
404545,5,190044,152874
404546,5,190009,151928
404547,2,453052,153735
404548,2,453053,153736
404549,2,453054,153737
404550,2,453055,153738
404551,2,453056,153739
404552,2,453057,153740
404553,5,188500,151907
404555,5,188503,151926
404556,5,188503,151400
404557,2,453058,153741
404558,2,453059,153742
404559,5,190060,151915
404560,2,453060,153743
404561,2,453061,153744
404562,2,453062,153745
404564,5,167216,151490
404566,5,167217,151490
404568,2,453064,151698
404569,6,385016,153746
404570,2,453065,153747
404571,2,453066,153748
404572,2,453067,153749
404573,5,147070,153749
404574,6,385017,153750
404575,5,190090,153750
404576,2,453068,153751
404577,2,453069,153752
404578,2,453070,153752
404579,2,453071,153753
404580,2,453072,153753
404581,2,453073,153754
404582,2,453074,153755
404583,2,453075,153756
404584,2,453076,153757
404585,2,453077,153758
404586,5,190090,151155
404587,5,190219,151155
404588,5,190220,151139
404589,5,190090,151160
404590,5,190221,151160
404591,5,190222,150193
404592,5,190223,150193
404593,5,190224,150192
404594,5,190225,150194
404595,12,3717,153706
404596,2,453078,153706
404597,2,453079,153706
404598,2,453080,153706
404599,2,453081,153759
404600,2,453082,153760
404601,2,453083,153760
404602,2,453084,153760
404603,2,453085,153761
404604,2,453086,153761
404605,6,385018,153762
404606,2,453087,153762
404607,2,453088,153762
404608,6,385019,153763
404609,2,453089,153763
404610,2,453090,153763
404622,2,453092,153764
404623,5,190228,151883
404624,5,190228,151881
404625,5,190228,151880
404626,5,190228,151873
404627,5,190228,151882
404628,2,453093,153765
404630,2,453094,153766
404634,2,453096,153767
404635,2,453097,153767
404639,2,453098,153768
404643,2,453099,153769
404644,2,453100,153764
404645,2,453101,153770
404646,5,190229,151873
404647,5,190229,151882
404648,6,385020,153770
404649,6,385021,153771
404650,2,453102,153771
404651,5,190229,151883
404652,5,190229,151881
404653,5,190229,151880
404654,5,190229,151884
404655,5,190228,151884
404656,2,453103,153611
404657,2,453104,153772
404659,2,453106,153772
404660,13,4191,153773
404661,5,190247,151215
404662,6,385022,153774
404663,1,363198,153774
404664,13,4192,153775
404666,5,188920,153776
404667,2,453107,151911
404668,2,453108,153777
404669,2,453109,153777
404670,5,190257,151084
404673,2,453112,153775
404674,5,187122,153775
404675,5,187126,153775
404676,2,453113,153778
404677,5,189270,153779
404678,5,189254,153764
404679,2,453114,153780
404680,5,180092,153781
404681,2,453115,153781
404682,5,190262,151254
404683,2,453116,153782
404684,12,3718,153107
404685,2,453117,153107
404686,2,453118,151456
404687,5,190264,151272
404688,5,190266,151921
404689,5,190267,151920
404690,5,190269,153783
404691,5,190270,153783
404692,6,385024,153784
404695,2,453121,153785
404696,6,385025,153785
404697,2,453122,153786
404698,2,453123,153787
404700,5,187112,153717
404701,5,173394,153728
404702,6,385026,153790
404703,5,190272,151152
404704,5,190274,151152
404705,6,385027,153791
404706,13,4193,153791
404707,5,188932,153791
404708,6,385028,153773
404710,2,453126,153773
404712,2,453127,153793
404713,2,453128,153794
404714,6,385030,153795
404715,2,453129,153795
404717,6,385031,153797
404718,1,363199,153797
404719,2,453131,153797
404720,2,453132,153799
404721,6,385032,153798
404723,6,385033,153800
404724,6,385034,153801
404725,2,453133,153801
404726,2,453134,153801
404727,5,187136,153773
404728,5,187134,153773
404729,5,187113,153777
404731,16,488,153796
404732,2,453135,153794
404733,2,453136,153794
404734,2,453137,153794
404735,2,453138,153794
404736,2,453139,153794
404737,2,453140,153794
404738,2,453141,153794
404739,2,453142,153802
404740,5,187130,153802
404741,6,385035,153803
404742,13,4194,153803
404743,5,188932,153803
404744,6,385036,153804
404745,13,4195,153804
404746,5,188932,153804
404747,5,190287,150171
404748,6,385037,153805
404749,13,4196,153805
404750,5,188932,153805
404752,2,453144,153806
404753,10,4,153806
404754,5,174876,153806
404755,6,385038,153807
404757,5,157068,153807
404758,5,190289,151523
404759,5,190290,152740
404760,5,190291,151396
404761,5,190292,151671
404762,2,453146,153808
404763,5,190293,151522
404765,5,190295,153454
404766,5,190296,151448
404767,5,190297,151447
404768,5,190299,151611
404769,5,190300,151623
404770,5,190301,151622
404771,5,190302,151633
404772,5,190303,153711
404773,5,190304,153708
404774,5,190305,152948
404775,5,190306,153072
404777,5,190308,151611
404779,5,190309,151451
404780,5,190310,151451
404781,5,190311,153044
404782,5,190312,153045
404783,2,453147,153809
404784,2,453148,153809
404785,2,453149,153810
404787,5,190313,153810
404788,6,385039,153811
404789,5,190314,153811
404790,2,453150,153811
404791,5,190315,153812
404792,5,190316,153812
404793,10,38,153283
404794,2,453151,153813
404795,5,190317,153283
404796,5,190318,153286
404797,5,190319,153286
404798,5,190285,153288
404799,5,190284,153289
404800,5,190320,153289
404801,2,453152,153814
404802,5,190321,153290
404803,2,453153,153800
404805,2,453154,153815
404806,2,453155,153816
404807,2,453156,153817
404809,5,190322,153818
404810,5,189672,153083
404811,5,190323,151887
404812,5,190325,151888
404813,2,453158,153819
404814,5,30,153819
404818,2,453162,153820
404819,5,190326,151885
404820,5,190326,151886
404822,6,385042,153819
