ID,OrderIndex,FactionIndex,CreatureID,Scale,Flags,GarrFollowerID
1985,0,1,134872,1,1,1189
1986,1,1,141680,1,1,1189
1987,0,0,141685,1,1,1190
1988,1,0,137535,1,1,1190
1989,0,1,141343,1,1,1190
1990,1,1,137682,1,1,1190
1991,0,0,137557,1,1,1191
1992,1,0,141689,1,1,1191
1993,0,1,134777,1,1,1191
1994,1,1,134777,1,1,1191
1995,0,0,137558,1,1,1192
1996,1,0,137563,1,1,1192
1997,0,1,134972,1,1,1192
1998,1,1,137605,1,1,1192
1999,0,0,137565,1,1,1193
2000,1,0,141344,1,1,1193
2001,0,1,134977,1,1,1193
2002,1,1,137690,1,1,1193
2003,0,0,141338,1,1,1194
2004,1,0,141338,1,1,1194
2005,2,0,137592,1,1,1194
2006,0,1,134979,1,1,1194
2007,1,1,141337,1,1,1194
2008,0,0,137600,1,1,1195
2009,1,0,141690,1,1,1195
2010,0,1,141682,1,1,1195
2011,1,1,137602,1,1,1195
2012,0,0,142383,1,1,1196
2013,1,0,142383,1,1,1196
2014,0,1,142382,1,1,1196
2015,1,1,142391,1,1,1196
2016,0,0,142384,1,1,1197
2017,1,0,142392,1,1,1197
2018,0,1,142385,1,1,1197
2019,1,1,142385,1,1,1197
2020,0,0,142388,1,1,1198
2021,1,0,142389,1,1,1198
2022,0,1,142386,1,1,1198
2023,1,1,142386,1,1,1198
2024,0,0,162900,1,1,1199
2025,1,0,162901,1,1,1199
2026,0,1,162898,1,1,1199
2027,1,1,162898,1,1,1199
2028,0,0,162905,1,1,1200
2029,1,0,162905,1,1,1200
2030,2,0,162905,1,1,1200
2031,0,1,162906,1,1,1200
2032,1,1,162916,1,1,1200
2033,0,0,162917,1,1,1201
2034,1,0,162917,1,1,1201
2035,0,1,162917,1,1,1201
2036,1,1,162917,1,1,1201
2037,0,0,162921,1,1,1202
2038,1,0,162921,1,1,1202
2039,0,1,162921,1,1,1202
2040,1,1,162921,1,1,1202
