ID,Name_lang,Description_lang,GarrAbilityCategoryID,GarrFollowerTypeID,IconFileDataID,FactionChangeGarrAbilityID,Flags
736,Libram of Enlightenment,Increases success chance of missions by ${$a863}% when accompanied by Silver Hand Knights or Silver Hand Templar.,0,4,134917,0,3
737,Silver Hand Ornament,Increases success chance of missions by ${$a864}% when accompanied by Silver Hand Knights or Silver Hand Templar.,0,4,979587,0,3
738,Holy Figurine,Increases success chance of missions by ${$a865}% when accompanied by Group of Acolytes or Netherlight Paragons.,0,4,458241,0,3
739,Light's Command,Increases success chance of missions by ${$a866}% when accompanied by Group of Acolytes or Netherlight Paragons.,0,4,466087,0,3
740,Bottled Sanity,Increases success chance of missions by ${$a867}% when accompanied by Band of Zealots or Dark Zealots.,0,4,629485,0,3
741,Sanity Edge,Increases success chance of missions by ${$a868}% when accompanied by Band of Zealots or Dark Zealots.,0,4,1386548,0,3
742,Undead Token,Increases success chance of missions by ${$a869}% when accompanied by Packs of Ghouls or Geist Swarms.,0,4,973917,0,3
743,Rune of Reckoning,Increases success chance of missions by ${$a870}% when accompanied by Packs of Ghouls or Geist Swarms.,0,4,897031,0,3
744,Death's Touch,Increases success chance of missions by ${$a871}% when accompanied by Ebon Knights or Ebon Ravagers.,0,4,979585,0,3
745,Relic of the Ebon Blade,Increases success chance of missions by ${$a872}% when accompanied by Ebon Knights or Ebon Ravagers.,0,4,897035,0,3
746,Grim Harvest,Quests grant you bonus resources while you have a Combat Ally active.,0,4,537517,0,18
747,Spoils of War,Quests grant you bonus resources while you have a Combat Ally active.,0,4,236307,0,18
748,Blessing of the Order,Increases success chance of a single mission by ${$a887}%. Will be consumed on use.,0,4,135987,0,64
749,Echo of the Celestial,Increases success chance of missions by ${$a888}%.,0,4,656166,0,18
750,Sturdy Ox Stance,Increases success chance of missions by ${$a897}%.,0,4,628134,0,18
751,7.0 Tooltip Dummy - Tech Tree - Legendary Upgrade Tooltip Dummy,${$a898},0,4,132148,0,18
752,7.0 Tooltip Dummy - Tech Tree - Troop Cost Reduction Dummy,${$a899}%,0,4,132148,0,18
753,Hibernation,"Increases the maximum number of Dreamgrove Treants, Daughters of Cenarius, Druids of the Claw and Keepers of the Grove you can recruit by ${$a900}.",0,4,132136,0,18
754,Hasty Pocketwatch,Increases success chance by ${$a901}% on missions shorter than $h901 hours.,0,4,134377,0,3
755,Elixir of Overwhelming Focus,Increases success chance by ${$a902}% on missions shorter than ${$h902} hours.,0,4,236868,0,3
756,Potion of Energy,Increases success chance by ${$a903}% on missions shorter than $h903 hours.,0,4,967546,0,3
757,Sturdy Hiking Boots,Increases success chance on missions longer than ${$h904} hours by ${$a904}%.,0,4,457752,0,3
758,Bottomless Flask,Increases success chance on missions longer than $h905 hours by ${$a905}%.,0,4,135446,0,3
759,Vial of Timeless Breath,Increases success chance on missions longer than $h906 hours by ${$a906}%.,0,4,132377,0,3
760,Elite,Success chance reduced by ${$a907}%.,0,4,311238,0,0
761,Placeholder,Success chance reduced by ${$a908}%.,0,4,311238,0,0
762,Dungeon,Success chance reduced by ${$a909}%.,0,4,1488824,0,0
763,Raid,Success chance reduced by ${$a910}%.,0,4,1488825,0,0
764,Horn of Winter,Chance from successful missions to return with a Horn of Winter. Horns of Winter are given to Champions to improve success chance.,0,4,134228,0,18
765,Horn of Winter,Increases success chance of a single mission by ${$a923$}%. Will be consumed on use.,0,4,134228,0,64
766,Dirty Tricks,Increases success chance of missions with |C00b3ffffSpells|R by ${$a924}%.,0,4,460691,0,18
767,Unleashed Power,Increases success chance of missions with |C00b3ffffSpells|R by ${$a925}%.,0,4,1305151,0,18
768,Lightning Surge,Increases success chance of missions with |C00b3ffffSpells|R by ${$a926}%.,0,4,971078,0,18
769,Dragons Wrath,Increases success chance of missions with |C00b3ffffMinions|R or |C00b3ffffHazards|R by ${$a927}%.,0,4,134155,0,18
770,Snowfeather's Screech,Increases success chance of missions with |C00b3ffffSpells|R by ${$a929}%.,0,4,132172,0,18
771,Shield Charge,Increases success chance of missions with |C00b3ffffHazards|R by ${$a930}%.,0,4,464338,0,18
772,Dark Pact,Increases success chance of missions with |C00b3ffffHazards|R by ${$a931}%.,0,4,538538,0,18
773,Wandering Keg,Increases success chance of missions with |C00b3ffffMinions|R or |C00b3ffffHazards|R by ${$a932}%.,0,4,594274,0,18
774,Solar Beam,Increases success chance of missions with |C00b3ffffSpells|R by ${$a656}%.,0,4,252188,0,18
775,Libram of Truth,Chance from successful missions to return with a Libram of Truth. Librams of Truth are given to Champions to improve success chance.,0,4,134916,0,18
776,Libram of Truth,Increases success chance of a single mission by ${$a788$}%. Will be consumed on use.,0,4,134916,0,64
777,Psychic Scream,Increases success chance of missions with |C00b3ffffSpells|R by ${$a937}%.,0,4,136184,0,18
778,Vile Aberration,Increases success chance of missions by ${$a938}%.,0,4,237521,0,18
779,Vile Gas,Increases success chance of missions with |C00b3ffffSpells|R by ${$a939}%.,0,4,132093,0,18
780,Slime Spray,Increases success chance of missions with |C00b3ffffMinions|R by ${$a940}%.,0,4,132108,0,18
781,Mutated Hide,Increases success chance of missions with |C00b3ffffHazards|R by ${$a941}%.,0,4,1392566,0,18
782,Reanimation,On successful mission chance to return with an item to summon an Abomination.,0,4,136187,0,18
783,Under the Table,Quests grant you bonus resources while you have a Combat Ally active.,0,4,132092,0,18
784,Tithe,Quests grant you bonus resources while you have a Combat Ally active.,0,4,1022951,0,18
785,Pilgrimage,On successful mission chance to return with a Champion Armament or Equipment,0,4,775462,0,18
786,Foraging,Quests grant you bonus resources while you have a Combat Ally active.,0,4,135904,0,18
787,Reclamation,On successful mission chance to return with a Champion Armament or Equipment,0,4,1033478,0,18
788,Ancestral Gift,On successful mission chance to return with a Champion Armament or Equipment,0,4,237574,0,18
789,The Vault Ticket,Grants a chance for Champions on successful missions to return with a Vault Ticket.,0,4,1269443,0,18
791,7.0 Tooltip Dummy - Equipment - Blue - World Quest Gold,${$a951},0,4,132148,0,18
792,7.0 Tooltip Dummy - Equipment - Green - World Quest Gold,${$a952},0,4,132148,0,18
793,7.0 Tooltip Dummy - Equipment - Purple - World Quest Gold,${$a953},0,4,132148,0,18
794,7.0 Tooltip Dummy - Equipment - Blue - Order Hall Resources,${$a954},0,4,132148,0,18
795,7.0 Tooltip Dummy - Equipment - Green - Order Hall Resources,${$a955},0,4,132148,0,18
796,7.0 Tooltip Dummy - Equipment - Purple - Order Hall Resources,${$a956},0,4,132148,0,18
798,Faithful Steward,Increases success chance against |C00b3ffffBosses|R by ${$a960}%.,0,4,135022,0,18
799,Garrote,Increases success chance of missions with |C00b3ffffMinions|R or |C00b3ffffSpells|R by ${$a963}%.,0,4,132297,0,18
800,Dinner is Served,Chance on mission success to return with an item to summon a Dinner Guest.,0,4,133706,0,18
801,Mana Burn,Increases success chance of missions with |C00b3ffffMinions|R by ${$a966}%.,0,4,136170,0,18
802,Prattle On,Increases success chance of missions by ${$a967}%.,0,4,135975,0,18
803,Judgement of Command,Increases success chance of missions with |C00b3ffffHazards|R by ${$a968}%.,0,4,132347,0,18
804,Shield Bash,Increases success chance of missions with |C00b3ffffSpells|R by ${$a969}%.,0,4,132357,0,18
805,Meatball Mad!,Increases success chance against |C00b3ffffBosses|R by ${$a970}%.,0,4,136224,0,18
806,Loud Noises!,Increases success chance of missions with |C00b3ffffMinions|R by ${$a973}%.,0,4,136147,0,18
807,Burp!,"Chance to return from a mission with a Strange Ball of Energy, usable to increase a Champion's success chance for 1 mission.",0,4,135739,0,18
808,Strange Ball of Energy,Increases success chance of a single mission by ${$a923$}%. Will be consumed on use.,0,4,1033906,0,64
810,Soulsever Blade,Increases success chance of missions with |C00b3ffffMinions|R by ${$a977}%.,0,4,1476623,0,18
811,Kiss of the Princess,Increases success chance of missions with |C00b3ffffMinions|R by ${$a978}%.,0,4,136209,0,18
812,Blood and Honor,Mission success chance increased by ${$a979}% for every troop Vitality on the mission.,0,4,132352,0,18
813,Leader of the Pack,Mission success chance increased by ${$a980}% for every troop Vitality on the mission.,0,4,528692,0,18
814,Royal Guard,"Chance on mission success to return with an item to summon a Coilskar Brute, a powerful troop type.",0,4,1546413,0,18
815,Massive Crash,Increases success chance of missions by ${$a982}%.,0,4,893778,0,18
816,Grim Matriarch,"Chance on mission success to return with an item to summon a Grimtotem Warrior, a powerful troop type.",0,4,875647,0,18
817,Grim Strike,Increases success chance of missions by ${$a984}%.,0,4,629484,0,18
818,Combustion,"Increases success chance of missions by ${$a985}%, however any accompanying troops have a chance to lose extra vitality.",0,4,135824,0,18
819,Flame Strike,Increases success chance of missions with |C00b3ffffMinions|R by ${$a987}%.,0,4,135826,0,18
820,Hat-Trick,Chance to return from a mission with a random reward from inside the magic hat!,0,4,669448,0,18
821,Lucky Rabbit's Foot,Increases success chance of a single mission by ${$a989}%. Will be consumed on use.,0,4,254857,0,64
822,Arcane Traps,Increases success chance of missions with |C00b3ffffMinions|R by ${$a990}%.,0,4,1041232,0,18
823,Corrupt Knowledge,Increases success chance of missions with |C00b3ffffSpells|R by ${$a991}%.,0,4,460694,0,18
824,Vivify,Mission success chance increased by ${$a992}% for every troop Vitality on the mission.,0,4,1360980,0,18
825,Shapemending,Mission success chance increased by ${$a993}% for every troop Vitality on the mission.,0,4,132130,0,18
826,Crusade Commander,Increased success chance on missions longer than ${$h623} hours by ${$a623}%.,0,4,1360759,0,18
827,To Me Squire!,Increases success chance of mission by ${$a995}% when accompanied by other Paladin Champions.,0,4,1498974,0,18
828,Ethereal Form,Increases success chance of missions with |C00b3ffffSpells|R by ${$a1004}%.,0,4,1100178,0,18
829,Asphyxiate,Increases success chance of missions with |C00b3ffffSpells|R by ${$a1005}%.,0,4,538558,0,18
855,Empty Equipment Slot,Equip items here.,0,4,0,0,1025
876,Prismatic Armor,Increases success chance of missions by ${$a1054}%.,0,4,610472,0,18
877,Frost Reaver,Increases success chance of missions by ${$a1055}%.,0,4,1392551,0,18
878,Hard Assault,Increases success chance of missions by ${$a1056}%.,0,4,838811,0,18
879,Stars Fury,Increases success chance of missions by ${$a1057}%.,0,4,136057,0,18
884,Shadow Assault,Increases success chance of missions by ${$a1064}%.,0,4,132299,0,18
885,Shattering Blades,Increases success chance of missions by ${$a1066}%.,0,4,135667,0,18
886,Earth's Vengeance,Increases success chance of missions by ${$a1069}%.,0,4,462325,0,18
887,Fel Charge,Increases success chance of missions by ${$a1071}%.,0,4,1247261,0,18
888,Whispers of Death,Increases success chance of missions by ${$a1073}%.,0,4,134225,0,18
889,Thundering Assault,Increases success chance of missions by ${$a1075}%.,0,4,236690,0,18
890,Shadow Death,Increases success chance of missions by ${$a1078}%.,0,4,1045771,0,18
891,Serene Strike,Increases success chance of missions by ${$a1080}%.,0,4,988197,0,18
892,7.0 Tooltip Dummy - Tech Tree - All - Increase Champion Limit,Increase the number of Champions you can have active at once by ${$a1086}.,0,4,132148,0,18
905,Ward of Infinite Fury,"Grants ${$a953} Gold when completing World Quests as a Combat Ally.
Grants ${$a956} Order Hall Resources when completing World Quests as a Combat Ally.",0,4,1450142,0,3
906,Vial of Sight,"Increases mission success chance by ${$a1106}%.
Increases success chance of missions with |C00b3ffffMinions|R by ${$a1118}%.",0,4,1379235,0,3
907,Shard of Twisting Nether,Grants ${$a956} Order Hall Resources when completing World Quests as a Combat Ally.,0,4,610471,0,3
908,Fel Imp Tooth,"Increases mission success chance by ${$a1113}%.
Reduces mission duration by ${100-$a1114*100}%.",0,4,442738,0,3
909,Cloak of Concealment,"Increases mission success chance by ${$a1121}%.
Increases success chance of missions with |C00b3ffffSpells|R by ${$a1122}%.",0,4,336785,0,3
910,Harpy Feather,"Increases mission success chance by ${$a1125}%.
Increases success chance of missions with |C00b3ffffHazards|R by ${$a1126}%.",0,4,1029736,0,3
911,Pouch of Wonder,Grants ${$a953} Gold when completing World Quests as a Combat Ally.,0,4,348519,0,3
912,Horn of Rage,Increases success chance of missions by ${$a1132}% when accompanied by a Shock Force.,0,4,134227,0,3
913,Relic of Demonic Influence,Increases success chance of missions by ${$a1134}% when accompanied by Felguard Demons.,0,4,1392947,0,3
914,Stone Totem,Increases success chance of missions by ${$a1136}% when accompanied by Earthen Ring Protectors.,0,4,135233,0,3
915,Diamond Stone,Increases success chance of missions by ${$a1138}% when accompanied by Ravenholdt Assassins.,0,4,134456,0,3
916,Book of Lost Sermons,Increases success chance of missions by ${$a1140}% when accompanied by Hooded Priests.,0,4,460694,0,3
917,Horn of Valor,Increases success chance of missions by ${$a1142}% when accompanied by Silver Hand Crusaders.,0,4,132168,0,3
918,Soothing Focus,Increases success chance of missions by ${$a1144}% when accompanied by Masters of Serenity.,0,4,611418,0,3
919,Essence of Nether,Increases success chance of missions by ${$a1146}% when accompanied by Kirin Tor Guardians.,0,4,237155,0,3
920,Arcane Trap,Increases success chance of missions by ${$a1148}% when accompanied by Nightborne Hunters.,0,4,461122,0,3
921,Dreamgrove Leaf,Increases success chance of missions by ${$a1150}% when accompanied by Dreamgrove Wardens.,0,4,1387613,0,3
922,Demonic Standard,Increases success chance of missions by ${$a1152}% when accompanied by Shivarra.,0,4,136005,0,3
923,Sigil of Ebon Frost,Increases success chance of missions by ${$a1155}% when accompanied by Ebon Knight Frostreavers.,0,4,1392551,0,3
952,Hardened Survivor,Increases success chance of missions with |C00b3ffffHazards|R by ${$a1188}%.,0,4,1602316,0,18
953,Touched by Void,Increases success chance of missions with |C00b3ffffSpells|R by ${$a1190}%.,0,4,1386547,0,18
954,Forged in Light,Increases success chance of missions with |C00b3ffffMinions|R by ${$a1189}%.,0,4,236260,0,18
959,Powerful,Reduces success chance.,0,4,1390116,0,0
960,Viscid Demon Blood,Increases success chance on missions longer than $h1197 hours by ${$a1197}%.,0,4,463561,0,3
961,Krokul Sledgehammer,Increases mission success chance by ${$a1199}%.,0,4,454057,0,3
962,Pit Lord Tusk,Increases success chance of missions with |C00b3ffffHazards|R by ${$a1201}%.,0,4,135705,0,3
963,Void-Touched Arinor Blossom,Increases success chance by ${$a1203}% on missions shorter than ${$h1203} hours.,0,4,458235,0,3
964,Satchel of Lucidity,Reduces mission duration by ${100-$a1205*100}%.,0,4,348521,0,3
965,Impervious Shadoweave Hood,Increases success chance of missions with |C00b3ffffSpells|R by ${$a1207}%.,0,4,133129,0,3
966,Sanctified Armaments of the Light,Increases success chance by ${$a1209}% on missions shorter than ${$h1209} hours.,0,4,236259,0,3
967,Exalted Xenedar Hammer,Increases success chance on missions longer than $h1211 hours by ${$a1211}%.,0,4,133526,0,3
968,Memento of the Lightforged,Increases mission success chance by ${$a1213}%.,0,4,134909,0,3
969,Writ of Holy Orders,Reduces mission duration by ${100-$a1214*100}%.,0,4,1500889,0,3
970,Lightburst Charge,Increases success chance of missions with |C00b3ffffMinions|R by ${$a1215}%.,0,4,134543,0,3
971,Praetorium Tome of Arcana,"Increases mission success chance by ${$a1218}%.
Reduces mission duration by ${100-$a1219*100}%.",0,4,442732,0,3
972,Azurelight Candelabra,"Increases success chance by ${$a1220}% on missions shorter than ${$h1220} hours.
Increases success chance of missions with |C00b3ffffMinions|R by ${$a1221}%.",0,4,463483,0,3
973,Augari Censorite Staff,"Increases success chance by ${$a1224}% on missions shorter than ${$h1224} hours.
Increases success chance of missions with |C00b3ffffSpells|R by ${$a1225}%.",0,4,1048290,0,3
974,Volatile Stygian Scroll,"Increases success chance on missions longer than $h1228 hours by ${$a1228}%.
Increases success chance of missions with |C00b3ffffMinions|R by ${$a1229}%.",0,4,132887,0,3
975,Pulsing Wrathguard Skull,"Increases success chance on missions longer than $h1232 hours by ${$a1232}%.
Increases success chance of missions with |C00b3ffffHazards|R by ${$a1233}%.",0,4,1379230,0,3
976,Fel-Infused Legion Effigy,"Increases mission success chance by ${$a1236}%.
Increases success chance of missions with |C00b3ffffSpells|R by ${$a1237}%.",0,4,1096990,0,3
977,Darklost Claw,"Increases mission success chance by ${$a1240}%.
Increases success chance of missions with |C00b3ffffHazards|R by ${$a1241}%.",0,4,237391,0,3
978,Veteran of Argus,"A grizzled veteran with intimate knowledge of Argus, able to counter |C00b3ffffArgus Elites|R.",0,4,1113433,0,18
987,Elite,Success chance reduced by ${$a1251}%.,0,4,311238,0,0
988,Elite,Success chance reduced by ${$a1252}%.,0,4,311238,0,0
989,Elite,Success chance reduced by ${$a1253}%.,0,4,311238,0,0
990,Elite,Success chance reduced by ${$a1254}%.,0,4,311238,0,0
991,Serrated Stone Axe,Increases success chance by ${$a1256}% on missions shorter than ${$h1256} hours.,0,4,1001619,0,3
992,Vilefiend-Spine Whip,Increases success chance of missions with |C00b3ffffMinions|R by ${$a1258}%.,0,4,646679,0,3
993,Archaic Seerstone,Reduces mission duration by ${100-$a1259*100}%.,0,4,1379232,0,3
994,Pronged Ridgestalker Spear,Increases success chance of missions with |C00b3ffffSpells|R by ${$a1260}%.,0,4,454041,0,3
995,Xenic Tincture,Increases success chance of missions with |C00b3ffffHazards|R by ${$a1261}%.,0,4,1686570,0,3
996,Runewarded Lightblade,Increases success chance of missions with |C00b3ffffSpells|R by ${$a1262}%.,0,4,454056,0,3
997,Wakener's Bauble,Increases mission success chance by ${$a1263}%.,0,4,458245,0,3
998,Shadowguard Void Effusion,Increases success chance of missions with |C00b3ffffHazards|R by ${$a1264}%.,0,4,132851,0,3
999,Shadow-Soaked Stalker Heart,Increases success chance of missions with |C00b3ffffMinions|R by ${$a1265}%.,0,4,237415,0,3
1000,Azurelight Sapphire,Increases success chance on missions longer than $h1266 hours by ${$a1266}%.,0,4,133244,0,3
1040,Long Campaign,Increases success by 10% for every troop Vitality on the mission.,0,22,1060984,0,0
1042,Expert Technician,"Adept at making devices, destroying devices or making devices that destroy other devices.",0,22,133869,0,530
1043,Operative,"Finds targets, retrieves information and looks good doing it.",0,22,1398088,0,530
1046,Plains,Decreases Mission Success chance by 25%.,0,22,236712,0,0
1047,Mountain Guide,Increases mission success chance by 50% on |cFF00CCFFMountainous |rterrain.,0,22,236755,0,0
1053,Elite Mission,Success chance decreased by 50%.,0,22,616373,0,0
1054,Shadowmeld,Counters |C00b3ffffAmbush|R.,0,22,132279,0,18
1056,Sharpened Glaives,Increases mission success chance by 15%.,0,22,132330,0,0
1057,Long-Barreled Muskets,Increases mission success chance by 15%.,0,22,135616,0,0
1058,Well-Balanced Daggers,Increases mission success chance by 15%.,0,22,135427,0,0
1059,Stealth,Increases success chance on Stealth Missions by 50%.   This unit does not incur a penatly on stealth missions.,0,22,132320,0,0
1060,Arclight Spanners,Increases mission success chance by 15%.,0,22,134520,0,0
1061,Ultrasafe Transporter,Decreases mission duration by 50%.,0,22,133870,0,0
1062,Combat Specialist,Trained to fight against all odds using any means necessary.,0,22,615342,0,530
1063,Quick Strike,"Reducing mission duration also increases success chance.

|cFFFFD200""A fast attack will surprise the enemy and provide zero opportunity to counter.  Get in and get out.""|r",0,22,132282,0,0
1064,Auchenai Crossbows,Increases mission success chance by 15%.,0,22,942780,0,0
1065,Gift of the Naaru,Restores other squads on the mission to full combat readiness.,0,22,135923,0,0
1066,Feral Claws,Increases mission success chance by 15%.,0,22,132122,0,0
1067,Two Forms,"When in human form, increases success chance on Stealth Missions by 25%.  

When in Worgen form, increases success chance on Skirmish Missions by 25%.",0,22,463876,0,0
1068,For the Alliance!,Increases mission success chance by 15%.,0,22,132486,0,0
1073,Powerful,Reduces success chance.,0,22,1390116,0,0
1078,Slowing,Mission duration increased.,0,22,1383681,0,0
1079,Disorienting,Increased mission cost.,0,22,1383683,0,0
1080,Lethal,Troops on this mission will be killed.,0,22,1383682,0,0
1081,Cursed,No bonus loot.,0,22,1380306,0,0
1082,Powerful,Reduces success chance.,0,22,1390116,0,0
1083,Ranged Troop,Decimates |C00b3ffffMelee|R Troops from a distance.,0,22,236201,0,18
1084,Melee Troop,Pummels and dismounts |C00b3ffffMounted|R Troops.,0,22,132269,0,18
1085,Mounted Troop,"Closes distances quickly, trampling |C00b3ffffRanged|R Troops.",0,22,132226,0,18
1086,Hammerin' Time,Increases success chance of missions against |C00b3ffffMelee|R enemies by ${$a1384}%.,0,22,133054,0,18
1087,Call Swiftwing,Increases success chance of missions against |C00b3ffffMounted|R Troops by ${$a1385}%.,0,22,773274,1094,26
1088,Blessing of Lukou,${$a1386}% chance on mission success to recover an expired Troop with ${$m1386} Vitality.,0,22,136042,1096,22
1089,Blessing of Dambala,Increases success chance of missions against |C00b3ffffMounted|R Troops by ${$a1385}%.,0,22,135461,1097,22
1090,Iron Autocannon,Increases success chance of missions against |C00b3ffffRanged|R Troops by ${$a1388}%.,0,22,237503,1102,26
1091,Cold Steel,Increases success chance of missions against |C00b3ffffMelee|R Troops by ${$a1389}%.,0,22,135647,1093,26
1092,Bestial Wrath,Increases mission success chance by ${$a1390}%.,0,22,132127,0,18
1093,Call Misha,Increases success chance of missions against |C00b3ffffRanged|R Troops by ${$a1391}%.,0,22,132183,1091,22
1094,Arcane Barrage,Increases success chance of missions against |C00b3ffffMelee|R Troops by ${$a1392}%.,0,22,236205,1087,22
1095,Stoneform,These troops start with 1 more Vitality,0,22,136225,0,18
1096,Time Warp,Increases success chance by ${$a1394}%.,0,22,458224,1088,26
1097,Spacial Rift,Reduces mission duration by ${100-$a1395*100}%.,0,22,1724004,1089,26
1098,Stealth Suit,Increases success chance for bonus loot by ${$a1396}%.,0,22,366045,1099,26
1099,The Big One,"Increases success chance by ${$a1400}%, but has a chance to cause 1 extra vitality loss to a random Troop.",0,22,133712,1098,22
1100,Empty Equipment Slot,"Place champion equipment here.

|cFF9D9D9DEquipment can be crafted or purchased from the auction house.|r",0,22,0,0,1025
1101,Empty Equipment Slot,"Place champion equipment here.

|cFF9D9D9DEquipment can be crafted or purchased from the auction house.|r",0,22,0,0,1025
1102,Flanking Strike,Increases success chance of |C00b3ffffMounted|R Troops by ${$a1401}%.,0,22,236184,1090,22
1103,Soulsever Blade,Increases success chance of |C00b3ffffMelee|R Troops by ${$a1402}%.,0,22,1476623,1112,22
1104,Blessing of Elune,${$a1403}% chance on mission success to recover an expired Troop with ${$m1386} Vitality.,0,22,236704,1111,26
1111,Vanish,Reduces mission duration by ${100-$a1395*100}%.,0,22,132331,1104,22
1112,Mark of the Sentinel,Increases success chance of |C00b3ffffRanged|R Troops by ${$a1439}%.,0,22,236188,1103,26
1113,Army of One,Increases success chance by ${$a1410}%.,0,22,132324,0,18
1114,Born to Command,Increases success chance of missions by ${$a1441}% for each accompanying Troop.,0,22,1525722,1131,22
1115,Ghost Wolf,Counters |C00b3ffffAmbush|R.,0,22,136095,0,18
1116,Gift of the Naaru,Chance to heal a random troop vitality by 1.,0,22,135923,0,18
1117,Force Order out of Chaos,Mission success chance increased by ${$a1451}% for every troop Vitality on the mission.,0,22,462674,0,18
1118,Sapper Charge,Increase success chance by ${$a1453}% when at ${$m1453} Vitality,0,22,133032,0,18
1119,Running Wild,Reduces mission duration by ${100-$a1455*100}%.,0,22,514641,0,18
1120,Endurance,These troops start with 1 more Vitality,0,22,136112,0,18
1121,Rage,Mission success chance increased by ${$a1458}% when at less than maximum Vitality.,0,22,132366,0,18
1122,Diplomacy,Increases success chance of missions by ${$a1467}% for each accompanying troop.,0,22,134328,0,18
1123,Transcendence,Counters |C00b3ffffAmbush|R.,0,22,627608,0,18
1124,Transcendence,Counters |C00b3ffffAmbush|R.,0,22,627608,0,18
1125,Cannibalize,Chance to heal vitality by 1.,0,22,132278,0,18
1126,Full Head of Steam,Reduces mission duration by ${100-$a1478*100}%.,0,22,133032,0,18
1131,Dwarven Inspiration,Increases success chance of missions by ${$a1490}% for each accompanying Troop.,0,22,133054,1114,26
1132,Grand Crusade,Quests grant you bonus resources while you have a Combat Ally active.,0,4,1360760,0,18
1133,Unholy Reclamation,Quests grant you bonus resources while you have a Combat Ally active.,0,4,135775,0,18
1134,Arcane Intuition,Quests grant you bonus resources while you have a Combat Ally active.,0,4,610679,0,18
1135,Resourceful Brawler,Quests grant you bonus resources while you have a Combat Ally active.,0,4,135904,0,18
1136,Bladestorm,Increases success chance of missions with |C00b3ffffMinions|R by ${$a1514}%.,0,4,236303,0,18
1137,Seed of Corruption,Increases success chance of missions with |C00b3ffffMinions|R by ${$a1516}%.,0,4,136193,0,18
1138,Alliance Veteran,Increases success chance by an additional 10%,0,22,1719414,0,18
1139,Horde Veteran,Increases success chance by an additional 10%.,0,22,1719415,0,18
1140,Stealth,Troops reduce success chance by 100%.,0,22,132320,0,0
1145,Healing Injector,Chance to heal a random troop vitality by 1.,0,22,132999,0,18
1146,Tempest Hide Pouch,"Equip a champion with a Tempest Hide Pouch which grants:

Chance to bring back skins or hides from successful missions.",0,22,133627,0,3
1147,Magnetic Mining Pick,"Equip a champion with a Magnetic Mining Pick which grants:

Chance to bring back ore from successful missions.",0,22,1064765,0,3
1148,Disenchanting Rod,"Equip a champion with a Disenchanting Rod which grants:

Chance to bring back enchanting dust from successful missions.",0,22,134923,0,3
1149,Crimson Ink Well,"Equip a champion with a Crimson Ink Well which grants:

Chance to bring back ink from successful missions.",0,22,133213,0,3
1150,Kaleidoscopic Lens,"Equip a champion with a Kaleidoscopic Lens which grants:

Chance to bring back gems from successful missions.",0,22,237185,0,3
1151,Rough-hooked Tidespray Linen,"Equip a champion with Rough-hooked Tidespray Linen which grants:

Chance to bring back cloth from successful missions.",0,22,236914,0,3
1152,Potion of Herb Tracking,"Equip a champion with a Potion of Herb Tracking which grants:

Chance to bring back herbs from successful missions.",0,22,236881,0,3
1153,Makeshift Azerite Detector,"Equip a champion with a Makeshift Azerite Detector which grants:

Chance to bring back Azerite from successful missions.",0,22,133872,0,3
1154,Monelite Fish Finder,"Equip a champion with a Monelite Fish Finder which grants:

Chance to bring back fish from successful missions.",0,22,133878,0,3
1155,Platinum Whetstone,"Equip a champion with a Platinum Whetstone which grants:

Increases mission success chance by ${$a1559}%.",0,22,135247,0,3
1156,Storm Silver Spurs,"Equip a champion with Storm Silver Spurs which grants:

Equip a champion with Storm Silver Spurs which grants:

Decreases mission duration by ${100-$a1560*100}%.",0,22,132307,0,3
1157,Amber Rallying Horn,"Equip a champion with an Amber Rallying Horn which grants:

Increases success chance of missions by ${$a1561}% for each accompanying troop.",0,22,237378,0,3
1246,Fel Hammer's Wrath,Increases success chance of missions with |C00b3ffffMinions|R by ${$a716}%.,0,4,1247266,0,18
1252,,,0,22,0,0,0
1253,,,0,22,0,0,0
1254,Upgraded Troop Barracks,"Construct a larger barracks for your army, increasing the maximum number of troops you can house by ${$a1664}.",0,22,975738,0,18
1255,,,0,22,0,0,0
1256,,,0,22,0,0,0
1257,,,0,22,0,0,0
1258,,,0,22,0,0,0
1259,Portable Teleporter,Reduces mission duration by ${100-$a1395*100}%.,0,22,1405807,0,18
1260,Portable Teleporter,Reduces mission duration by ${100-$a1395*100}%.,0,22,1405807,0,18
1261,Monelite Whetstone,"Equip a champion with a Monelite Whetstone which grants:

Increases mission success chance by ${$a1704}%.",0,22,135247,0,3
1262,Vial of Obfuscation,"Equip a champion with a Vial of Obfuscation which grants:

Removes the negative effect imposed by the Stealth mission type.",0,22,132378,0,3
1263,Elite Mission,Success chance decreased by 50%.,0,22,618859,0,0
1264,Troop Portal Network,"Open a portal for transportation of troops, allowing troops to be recruited instantly.",0,22,413583,0,0
1265,Deep Sea,Mission success chance reduced.,0,22,135861,0,0
1266,Naval Expert,Counters the Deep Sea mechanic.,0,22,1140284,1267,22
1267,Naval Expert,Counters the Deep Sea mechanic.,0,22,1140283,1266,26
1268,Broadside,Increases success chance of missions against |C00b3ffffMelee|R Troops by ${$a1392}%.,0,22,1373903,0,18
1269,Waterborne,Increases success chance when on a Deep Sea mission by an additional 30%.,0,22,1385912,0,18
1270,Alliance Veteran,Increases success chance by an additional 10%,0,22,1719414,0,18
1271,,,0,22,0,0,0
