ID,Name_lang,HordeName_lang,Charges,Effect[0],Effect[1],Effect[2],EffectPointsMin[0],EffectPointsMin[1],EffectPointsMin[2],EffectPointsMax[0],EffectPointsMax[1],EffectPointsMax[2],EffectArg[0],EffectArg[1],EffectArg[2],ItemVisual,Flags,Field_1_15_3_55112_009[0],Field_1_15_3_55112_009[1],Field_1_15_3_55112_009[2],Field_1_15_3_55112_010,ScalingClassRestricted,Field_1_15_3_55112_012,Field_1_15_3_55112_013,Field_1_15_3_55112_014,Field_1_15_3_55112_015,MinLevel,MaxLevel,Field_1_15_3_55112_018,ItemLevel,Field_1_15_3_55112_020,Field_1_15_3_55112_021
2111,+47 Arcane Spell Damage,,0,3,0,0,0,0,0,0,0,0,17844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2112,+49 Arcane Spell Damage,,0,3,0,0,0,0,0,0,0,0,17845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2113,+50 Arcane Spell Damage,,0,3,0,0,0,0,0,0,0,0,17846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2114,+51 Arcane Spell Damage,,0,3,0,0,0,0,0,0,0,0,17847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2115,+53 Arcane Spell Damage,,0,3,0,0,0,0,0,0,0,0,17848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2116,+54 Arcane Spell Damage,,0,3,0,0,0,0,0,0,0,0,17849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2117,+1 Shadow Spell Damage,,0,3,0,0,0,0,0,0,0,0,7704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2118,+3 Shadow Spell Damage,,0,3,0,0,0,0,0,0,0,0,7705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2119,+4 Shadow Spell Damage,,0,3,0,0,0,0,0,0,0,0,7706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2120,+6 Shadow Spell Damage,,0,3,0,0,0,0,0,0,0,0,7707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2121,+7 Shadow Spell Damage,,0,3,0,0,0,0,0,0,0,0,7708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2122,+9 Shadow Spell Damage,,0,3,0,0,0,0,0,0,0,0,7710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2123,+10 Shadow Spell Damage,,0,3,0,0,0,0,0,0,0,0,7709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2124,+11 Shadow Spell Damage,,0,3,0,0,0,0,0,0,0,0,9412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2125,+13 Shadow Spell Damage,,0,3,0,0,0,0,0,0,0,0,9413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2126,+14 Shadow Spell Damage,,0,3,0,0,0,0,0,0,0,0,9414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2127,+16 Shadow Spell Damage,,0,3,0,0,0,0,0,0,0,0,9324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2128,+17 Shadow Spell Damage,,0,3,0,0,0,0,0,0,0,0,9325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2129,+19 Shadow Spell Damage,,0,3,0,0,0,0,0,0,0,0,9326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2130,+20 Shadow Spell Damage,,0,3,0,0,0,0,0,0,0,0,9327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2131,+21 Shadow Spell Damage,,0,3,0,0,0,0,0,0,0,0,9328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2132,+23 Shadow Spell Damage,,0,3,0,0,0,0,0,0,0,0,14793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2133,+24 Shadow Spell Damage,,0,3,0,0,0,0,0,0,0,0,14794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2134,+26 Shadow Spell Damage,,0,3,0,0,0,0,0,0,0,0,18008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2135,+27 Shadow Spell Damage,,0,3,0,0,0,0,0,0,0,0,18009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2136,+29 Shadow Spell Damage,,0,3,0,0,0,0,0,0,0,0,18010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2137,+30 Shadow Spell Damage,,0,3,0,0,0,0,0,0,0,0,18011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2138,+31 Shadow Spell Damage,,0,3,0,0,0,0,0,0,0,0,18012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2139,+33 Shadow Spell Damage,,0,3,0,0,0,0,0,0,0,0,18013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2140,+34 Shadow Spell Damage,,0,3,0,0,0,0,0,0,0,0,18014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2141,+36 Shadow Spell Damage,,0,3,0,0,0,0,0,0,0,0,18015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2142,+37 Shadow Spell Damage,,0,3,0,0,0,0,0,0,0,0,18016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2143,+39 Shadow Spell Damage,,0,3,0,0,0,0,0,0,0,0,18017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2144,+40 Shadow Spell Damage,,0,3,0,0,0,0,0,0,0,0,18018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2145,+41 Shadow Spell Damage,,0,3,0,0,0,0,0,0,0,0,18019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2146,+43 Shadow Spell Damage,,0,3,0,0,0,0,0,0,0,0,18020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2147,+44 Shadow Spell Damage,,0,3,0,0,0,0,0,0,0,0,18021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2148,+46 Shadow Spell Damage,,0,3,0,0,0,0,0,0,0,0,18022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2149,+47 Shadow Spell Damage,,0,3,0,0,0,0,0,0,0,0,18023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2150,+49 Shadow Spell Damage,,0,3,0,0,0,0,0,0,0,0,18024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2151,+50 Shadow Spell Damage,,0,3,0,0,0,0,0,0,0,0,18025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2152,+51 Shadow Spell Damage,,0,3,0,0,0,0,0,0,0,0,18026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2153,+53 Shadow Spell Damage,,0,3,0,0,0,0,0,0,0,0,18027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2154,+54 Shadow Spell Damage,,0,3,0,0,0,0,0,0,0,0,18028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2155,+1 Fire Spell Damage,,0,3,0,0,0,0,0,0,0,0,7683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2156,+3 Fire Spell Damage,,0,3,0,0,0,0,0,0,0,0,7684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2157,+4 Fire Spell Damage,,0,3,0,0,0,0,0,0,0,0,7685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2158,+6 Fire Spell Damage,,0,3,0,0,0,0,0,0,0,0,7686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2159,+7 Fire Spell Damage,,0,3,0,0,0,0,0,0,0,0,7687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2160,+9 Fire Spell Damage,,0,3,0,0,0,0,0,0,0,0,7688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2161,+10 Fire Spell Damage,,0,3,0,0,0,0,0,0,0,0,7689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2162,+11 Fire Spell Damage,,0,3,0,0,0,0,0,0,0,0,9399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2163,+13 Fire Spell Damage,,0,3,0,0,0,0,0,0,0,0,9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2164,+14 Fire Spell Damage,,0,3,0,0,0,0,0,0,0,0,9401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2165,+16 Fire Spell Damage,,0,3,0,0,0,0,0,0,0,0,9294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2166,+17 Fire Spell Damage,,0,3,0,0,0,0,0,0,0,0,9295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2167,+19 Fire Spell Damage,,0,3,0,0,0,0,0,0,0,0,9296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2168,+20 Fire Spell Damage,,0,3,0,0,0,0,0,0,0,0,9297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2169,+21 Fire Spell Damage,,0,3,0,0,0,0,0,0,0,0,9298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2170,+23 Fire Spell Damage,,0,3,0,0,0,0,0,0,0,0,17747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2171,+24 Fire Spell Damage,,0,3,0,0,0,0,0,0,0,0,17866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2172,+26 Fire Spell Damage,,0,3,0,0,0,0,0,0,0,0,17867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2173,+27 Fire Spell Damage,,0,3,0,0,0,0,0,0,0,0,17868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2174,+29 Fire Spell Damage,,0,3,0,0,0,0,0,0,0,0,13830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2175,+30 Fire Spell Damage,,0,3,0,0,0,0,0,0,0,0,17869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2176,+31 Fire Spell Damage,,0,3,0,0,0,0,0,0,0,0,17870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2177,+33 Fire Spell Damage,,0,3,0,0,0,0,0,0,0,0,17871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2178,+34 Fire Spell Damage,,0,3,0,0,0,0,0,0,0,0,17872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2179,+36 Fire Spell Damage,,0,3,0,0,0,0,0,0,0,0,17873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2180,+37 Fire Spell Damage,,0,3,0,0,0,0,0,0,0,0,17874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2181,+39 Fire Spell Damage,,0,3,0,0,0,0,0,0,0,0,17684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2182,+40 Fire Spell Damage,,0,3,0,0,0,0,0,0,0,0,17875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2183,+41 Fire Spell Damage,,0,3,0,0,0,0,0,0,0,0,17876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2184,+43 Fire Spell Damage,,0,3,0,0,0,0,0,0,0,0,17878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2185,+44 Fire Spell Damage,,0,3,0,0,0,0,0,0,0,0,17879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2186,+46 Fire Spell Damage,,0,3,0,0,0,0,0,0,0,0,17880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2187,+47 Fire Spell Damage,,0,3,0,0,0,0,0,0,0,0,17881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2188,+49 Fire Spell Damage,,0,3,0,0,0,0,0,0,0,0,17882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2189,+50 Fire Spell Damage,,0,3,0,0,0,0,0,0,0,0,17884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2190,+51 Fire Spell Damage,,0,3,0,0,0,0,0,0,0,0,17885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2191,+53 Fire Spell Damage,,0,3,0,0,0,0,0,0,0,0,17886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2192,+54 Fire Spell Damage,,0,3,0,0,0,0,0,0,0,0,17887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2193,+1 Holy Spell Damage,,0,3,0,0,0,0,0,0,0,0,21499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2194,+3 Holy Spell Damage,,0,3,0,0,0,0,0,0,0,0,21500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2195,+4 Holy Spell Damage,,0,3,0,0,0,0,0,0,0,0,21501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2196,+6 Holy Spell Damage,,0,3,0,0,0,0,0,0,0,0,21502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2197,+7 Holy Spell Damage,,0,3,0,0,0,0,0,0,0,0,21503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2198,+9 Holy Spell Damage,,0,3,0,0,0,0,0,0,0,0,21504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2199,+10 Holy Spell Damage,,0,3,0,0,0,0,0,0,0,0,21505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2200,+11 Holy Spell Damage,,0,3,0,0,0,0,0,0,0,0,21506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2201,+13 Holy Spell Damage,,0,3,0,0,0,0,0,0,0,0,21507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2202,+14 Holy Spell Damage,,0,3,0,0,0,0,0,0,0,0,21508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2203,+16 Holy Spell Damage,,0,3,0,0,0,0,0,0,0,0,21509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2204,+17 Holy Spell Damage,,0,3,0,0,0,0,0,0,0,0,21510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2205,+19 Holy Spell Damage,,0,3,0,0,0,0,0,0,0,0,21511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2206,+20 Holy Spell Damage,,0,3,0,0,0,0,0,0,0,0,21512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2207,+21 Holy Spell Damage,,0,3,0,0,0,0,0,0,0,0,21513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2208,+23 Holy Spell Damage,,0,3,0,0,0,0,0,0,0,0,21514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2209,+24 Holy Spell Damage,,0,3,0,0,0,0,0,0,0,0,21515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2210,+26 Holy Spell Damage,,0,3,0,0,0,0,0,0,0,0,21516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2211,+27 Holy Spell Damage,,0,3,0,0,0,0,0,0,0,0,21517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2212,+29 Holy Spell Damage,,0,3,0,0,0,0,0,0,0,0,21518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2213,+30 Holy Spell Damage,,0,3,0,0,0,0,0,0,0,0,21519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2214,+31 Holy Spell Damage,,0,3,0,0,0,0,0,0,0,0,21520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2215,+33 Holy Spell Damage,,0,3,0,0,0,0,0,0,0,0,21521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2216,+34 Holy Spell Damage,,0,3,0,0,0,0,0,0,0,0,21522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2217,+36 Holy Spell Damage,,0,3,0,0,0,0,0,0,0,0,21523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2218,+37 Holy Spell Damage,,0,3,0,0,0,0,0,0,0,0,21524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2219,+39 Holy Spell Damage,,0,3,0,0,0,0,0,0,0,0,21525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2220,+40 Holy Spell Damage,,0,3,0,0,0,0,0,0,0,0,21526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2221,+41 Holy Spell Damage,,0,3,0,0,0,0,0,0,0,0,21527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2222,+43 Holy Spell Damage,,0,3,0,0,0,0,0,0,0,0,21528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2223,+44 Holy Spell Damage,,0,3,0,0,0,0,0,0,0,0,21529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2224,+46 Holy Spell Damage,,0,3,0,0,0,0,0,0,0,0,21530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2225,+47 Holy Spell Damage,,0,3,0,0,0,0,0,0,0,0,21531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2226,+49 Holy Spell Damage,,0,3,0,0,0,0,0,0,0,0,21532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2227,+50 Holy Spell Damage,,0,3,0,0,0,0,0,0,0,0,21533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2228,+51 Holy Spell Damage,,0,3,0,0,0,0,0,0,0,0,21534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2229,+53 Holy Spell Damage,,0,3,0,0,0,0,0,0,0,0,21535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2230,+54 Holy Spell Damage,,0,3,0,0,0,0,0,0,0,0,21536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2231,+1 Frost Spell Damage,,0,3,0,0,0,0,0,0,0,0,7697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2232,+3 Frost Spell Damage,,0,3,0,0,0,0,0,0,0,0,7698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2233,+4 Frost Spell Damage,,0,3,0,0,0,0,0,0,0,0,7699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2234,+6 Frost Spell Damage,,0,3,0,0,0,0,0,0,0,0,7700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2235,+7 Frost Spell Damage,,0,3,0,0,0,0,0,0,0,0,7701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2236,+9 Frost Spell Damage,,0,3,0,0,0,0,0,0,0,0,7702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2237,+10 Frost Spell Damage,,0,3,0,0,0,0,0,0,0,0,7703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2238,+11 Frost Spell Damage,,0,3,0,0,0,0,0,0,0,0,9402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2239,+13 Frost Spell Damage,,0,3,0,0,0,0,0,0,0,0,9403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2240,+14 Frost Spell Damage,,0,3,0,0,0,0,0,0,0,0,9404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2241,+16 Frost Spell Damage,,0,3,0,0,0,0,0,0,0,0,9304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2242,+17 Frost Spell Damage,,0,3,0,0,0,0,0,0,0,0,9305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2243,+19 Frost Spell Damage,,0,3,0,0,0,0,0,0,0,0,9306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2244,+20 Frost Spell Damage,,0,3,0,0,0,0,0,0,0,0,9307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2245,+21 Frost Spell Damage,,0,3,0,0,0,0,0,0,0,0,9308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2246,+23 Frost Spell Damage,,0,3,0,0,0,0,0,0,0,0,17889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2247,+24 Frost Spell Damage,,0,3,0,0,0,0,0,0,0,0,17890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2248,+26 Frost Spell Damage,,0,3,0,0,0,0,0,0,0,0,17891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2249,+27 Frost Spell Damage,,0,3,0,0,0,0,0,0,0,0,17892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2250,+29 Frost Spell Damage,,0,3,0,0,0,0,0,0,0,0,13831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2251,+30 Frost Spell Damage,,0,3,0,0,0,0,0,0,0,0,17893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2252,+31 Frost Spell Damage,,0,3,0,0,0,0,0,0,0,0,17894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2253,+33 Frost Spell Damage,,0,3,0,0,0,0,0,0,0,0,17895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2254,+34 Frost Spell Damage,,0,3,0,0,0,0,0,0,0,0,17896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2255,+36 Frost Spell Damage,,0,3,0,0,0,0,0,0,0,0,17897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2256,+37 Frost Spell Damage,,0,3,0,0,0,0,0,0,0,0,17898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2257,+39 Frost Spell Damage,,0,3,0,0,0,0,0,0,0,0,17899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2258,+40 Frost Spell Damage,,0,3,0,0,0,0,0,0,0,0,17900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2259,+41 Frost Spell Damage,,0,3,0,0,0,0,0,0,0,0,17901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2260,+43 Frost Spell Damage,,0,3,0,0,0,0,0,0,0,0,17902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2261,+44 Frost Spell Damage,,0,3,0,0,0,0,0,0,0,0,17903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2262,+46 Frost Spell Damage,,0,3,0,0,0,0,0,0,0,0,17905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2263,+47 Frost Spell Damage,,0,3,0,0,0,0,0,0,0,0,17906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2264,+49 Frost Spell Damage,,0,3,0,0,0,0,0,0,0,0,17907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2265,+50 Frost Spell Damage,,0,3,0,0,0,0,0,0,0,0,17908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2266,+51 Frost Spell Damage,,0,3,0,0,0,0,0,0,0,0,17909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2267,+53 Frost Spell Damage,,0,3,0,0,0,0,0,0,0,0,17910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2268,+54 Frost Spell Damage,,0,3,0,0,0,0,0,0,0,0,17911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2269,+1 Nature Spell Damage,,0,3,0,0,0,0,0,0,0,0,7690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2270,+3 Nature Spell Damage,,0,3,0,0,0,0,0,0,0,0,7691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2271,+4 Nature Spell Damage,,0,3,0,0,0,0,0,0,0,0,7692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2272,+6 Nature Spell Damage,,0,3,0,0,0,0,0,0,0,0,7693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2273,+7 Nature Spell Damage,,0,3,0,0,0,0,0,0,0,0,7694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2274,+9 Nature Spell Damage,,0,3,0,0,0,0,0,0,0,0,7695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2275,+10 Nature Spell Damage,,0,3,0,0,0,0,0,0,0,0,7696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2276,+11 Nature Spell Damage,,0,3,0,0,0,0,0,0,0,0,9409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2277,+13 Nature Spell Damage,,0,3,0,0,0,0,0,0,0,0,9410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2278,+14 Nature Spell Damage,,0,3,0,0,0,0,0,0,0,0,9411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2279,+16 Nature Spell Damage,,0,3,0,0,0,0,0,0,0,0,9357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2280,+17 Nature Spell Damage,,0,3,0,0,0,0,0,0,0,0,9358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2281,+19 Nature Spell Damage,,0,3,0,0,0,0,0,0,0,0,9359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2282,+20 Nature Spell Damage,,0,3,0,0,0,0,0,0,0,0,9360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2283,+21 Nature Spell Damage,,0,3,0,0,0,0,0,0,0,0,9361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2284,+23 Nature Spell Damage,,0,3,0,0,0,0,0,0,0,0,17987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
