ID,ModelName,GeoBox[0],GeoBox[1],GeoBox[2],GeoBox[3],GeoBox[4],GeoBox[5],FileDataID,ObjectEffectPackageID,OverrideLootEffectScale,OverrideNameScale,Field_1_15_4_56400_006
7915,World\wmo\Northrend\Buildings\Human\ND_Human_Wall\ND_Human_Wall_End.wmo,-10.416666,-10.503249,-13.529216,10.416667,10.503242,43.7808,115022,0,0,0,0
7916,World\Expansion01\Doodads\Zangar\PlantGroups\ZangarPlantGroup02.mdx,-1.786974,-2.28596,-0.6343468,2.1357868,0.9704895,4.334603,193996,0,0,0,0
7917,World\Expansion01\Doodads\Generic\AncientOrc\Windmill\AO_Windmill.mdx,-50.636646,-14.264934,-41.385902,43.555553,14.685413,43.981056,191824,0,0,0,0
7918,World\Expansion01\Doodads\HellfirePeninsula\Trees\HellfireSeedPod01.mdx,-0.98325425,-0.8785439,-0.017113173,0.68583596,0.7980137,1.4468117,193027,0,0,0,0
7919,World\Kalimdor\Silithus\PassiveDoodads\Crystals\silithus_crystal_formation_04.mdx,-24.000734,-30.10233,-3.808549,22.240692,23.449997,36.4037,202474,0,0,0,0
7920,World\Expansion02\Doodads\DragonBlight\DB_DragonClaw01_LeftBlue.mdx,-0.27935314,-1.6240237,-0.38523448,2.0204709,1.2355602,2.104999,194494,0,0,0,0
7921,World\Generic\PassiveDoodads\ValentinesDay\ValentinesCologneBottle.mdx,-0.030185929,-0.051343895,-0.00018921119,0.030141583,0.051343907,0.20315817,200180,0,0,0,0
7922,World\Kalimdor\WailingCaverns\PassiveDoodads\FangDruids\WC_DruidOfTheRaptorClaw.mdx,-0.9404309,-0.31653088,-0.064680025,0.40021092,0.317531,1.4688017,202801,0,0,0,0
7923,World\Kalimdor\Silithus\PassiveDoodads\SilithidWaspHusks\SilithidWaspHuskWings.mdx,-0.8928717,-1.3996547,-0.11956264,0.8488214,1.1784854,0.16872723,202592,0,0,0,0
7924,World\KhazModan\Wetlands\PassiveDoodads\DragonBones\DragonBonesLeftWing.mdx,-11.305707,3.5581627,-8.016679,25.502441,60.00503,18.87511,203503,0,0,0,0
7925,World\Kalimdor\StoneTalon\ActiveDoodads\Tree\g_sapling03.mdx,-0.5555556,-0.5555564,0.00045364103,0.5555556,0.5555547,1.3633974,202607,0,0,0,0
7926,World\Kalimdor\Silithus\PassiveDoodads\Hives\SmallHive01.mdx,-4.4926386,-6.6289763,-5.358378,4.249102,6.32854,5.9886317,202515,0,0,0,0
7927,World\Expansion02\Doodads\Scholazar\Sholazar_Crystal_07.mdx,-0.9494298,-0.7443929,-0.048578765,0.77309775,0.6739426,2.1326072,196311,0,0,0,0
7928,World\Expansion01\Doodads\Generic\Draenei\Bowls\DR_Bowl_01.mdx,-0.3822061,-0.36817253,-0.010503047,0.37099805,0.38503164,0.28927538,192367,0,0,0,0
7929,World\KhazModan\Uldaman\PassiveDoodads\TitanStatues\TitanFemaleStatue.mdx,-3.4466145,-3.3495827,-0.034544628,5.007882,5.2639523,16.851616,203469,0,0,0,0
7930,World\Kalimdor\UnGoro\PassiveDoodads\Geyser\UngoroGeyser02.mdx,-1.3238558,-1.3630121,-0.14396533,1.2041533,1.5720328,3.7821229,202767,0,0,0,0
7931,World\Expansion02\Doodads\BoreanTundra\Geysers\Borean_Geyser_03.mdx,-1.3238556,-1.3630121,-0.14396533,1.2041533,1.5720328,3.7821229,194241,0,0,0,0
7932,World\Expansion01\Doodads\ZulAman\Ruins\TrollRuins_ZulAman_06.mdx,-1.764935,-1.908414,-0.1018008,1.792257,1.7355387,3.3228736,194062,0,0,0,0
7933,World\Expansion02\Doodads\Generic\ArgentCrusade\ArgentCrusade_Banner01.mdx,-0.18900393,-1.0255893,-0.3353424,0.5254833,1.0220848,5.166638,194744,0,0,0,0
7934,World\Azeroth\Stranglethorn\PassiveDoodads\Detail\StrangleThornFern05.mdx,-6.34986,-5.51311,-2.42263,5.13483,6.56808,4.24172,190232,0,0,0,0
7935,World\Expansion02\Doodads\ZulDrak\Trees\ZulDrak_Crop_02.mdx,-0.9636176,-1.0053781,-0.2681184,0.6249469,0.7581797,3.825826,196773,0,0,0,0
7936,World\Expansion02\Doodads\ZulDrak\TrollRuins\ZulDrak_StoneFace_01.mdx,-6.898688,-3.6806705,-0.527378,5.391549,4.423201,14.237263,196902,0,0,0,0
7937,World\Expansion02\Doodads\Generic\Scourge\SC_Blighter_Broken.mdx,-3.0314753,-3.232424,-0.6884903,7.8584247,6.4751906,5.386037,195105,0,0,0,0
7938,World\Expansion02\Doodads\ZulDrak\Trees\ZulDrak_Roots_04.mdx,-8.93101,-29.548178,-7.183379,16.639444,17.624002,36.87152,196794,0,0,0,0
7939,World\Expansion02\Doodads\ZulDrak\Trees\ZulDrak_Roots_05.mdx,-13.276491,-7.479815,-1.9848104,2.1837044,2.9301984,18.743887,196796,0,0,0,0
7940,World\Expansion02\Doodads\ZulDrak\Trees\ZulDrak_Roots_06.mdx,-2.1764083,-13.19988,-0.92477226,4.1864142,13.531872,35.59088,196797,0,0,0,0
7941,World\Expansion01\Doodads\BladesEdge\Trees\BladesEdgeCrater01.mdx,-14.098459,-15.48173,-2.9272225,16.868637,15.164563,5.95007,191550,0,0,0,0
7942,World\Expansion02\Doodads\Generic\Oracle\O_Crystal_Large.mdx,-0.54467463,-1.4026856,-1.221964,0.33581233,1.4123588,2.1773934,195052,0,0,0,0
7943,World\Generic\Human\Passive Doodads\Armor\ArmorShoulderSilver.mdx,-0.275838,-0.273994,0.00684972,0.251708,0.202876,0.296067,197908,0,0,0,0
7944,World\Generic\Dwarf\Passive Doodads\Platters\PlatterGoldSimple02.mdx,-0.495806,-0.707294,0,0.481244,0.719203,0.0895581,197462,0,0,0,0
7945,World\Expansion01\Doodads\Shadowmoon\rune\shadowmoon_rune1.mdx,-3.0912483,-3.0817935,0,3.0754185,3.0848732,0.5067394,193312,0,0,0,0
7946,World\Expansion02\Doodads\Ulduar\UL_lightning02.mdx,-12.159335,-13.171021,-73.925575,15.796674,14.830239,73.76732,196517,0,0,0,0
7947,World\Generic\Human\Passive Doodads\Scaffold\StormwindScaffold_01.mdx,-8653.127,-27.89302,-95.764336,20.85006,927.36255,75.95154,198447,0,0,0,0
7948,World\Expansion02\Doodads\Generic\Scourge\SC_Wagon_02.mdx,-3.4013472,-2.9658766,-0.3481971,4.6264777,2.9578516,3.3692563,195157,0,0,0,0
7949,World\Expansion02\Doodads\Generic\Scourge\SC_WeaponRack1.mdx,-3.1539776,-2.2297928,-0.06718659,0.659563,2.233577,4.113221,195170,0,0,0,0
7950,World\Expansion02\Doodads\Generic\Scourge\SC_WeaponRack2.mdx,-1.4708858,-1.3024184,-0.041621827,1.3140093,1.3218713,2.8175268,195171,0,0,0,0
7951,World\Expansion02\Doodads\Ulduar\UL_Orb_01.mdx,-1.3057938,-2.2910175,-2.2233913,1.3560197,2.3640969,2.345604,196525,0,0,0,0
7953,World\Generic\PVP\UpperDeck\UD_PvpTaunt.mdx,-0.18792634,-0.1037382,-0.18025488,0.05837592,1.483709,2.2295723,200314,0,0,0,0
7954,World\Azeroth\ZulGurub\PassiveDoodads\BatTotem\TrollBatTotem.mdx,-7.073052,-2.8119767,-0.029368477,7.161716,2.0070565,14.773662,190690,0,0,0,0
7955,World\Expansion02\Doodads\ZulDrak\Decorations\ZulDrak_SkullPile_02.mdx,-0.94551796,-0.89303344,-0.21595813,0.86913174,0.80884856,0.74024737,196707,0,0,0,0
7956,World\Expansion02\Doodads\ZulDrak\Decorations\ZulDrak_Gem_Purple_01.mdx,-0.41397563,-0.7432072,-0.48300532,0.40501636,0.6716546,0.6569799,196689,0,0,0,0
7957,World\Expansion02\Doodads\Generic\Skulls\Skull_ProtoDragon.mdx,-2.5796518,-1.4125681,-0.1825368,1.9569244,1.4126651,2.6496565,195191,0,0,0,0
7958,World\Expansion02\Doodads\ZulDrak\TrollRuins\ZulDrak_Ruin_03.mdx,-5.3070083,-2.375283,-0.6519006,1.847654,2.4329088,12.528316,196879,0,0,0,0
7959,World\KhazModan\Blackrock\PassiveDoodads\DeathWingExperiments\BlackRockBloodMachine01.mdx,-2.5558903,-2.5040147,0,3.015695,3.5009818,6.975838,203057,0,0,0,0
7960,World\KhazModan\Blackrock\PassiveDoodads\DeathWingExperiments\BlackRockBloodMachine02.mdx,-3.3636882,-0.871569,-0.004196922,5.1358137,1.7638879,4.3728037,203058,0,0,0,0
7961,World\Expansion02\Doodads\Generic\Scourge\SC_WeaponRack-weapon4.mdx,-0.15330304,-0.04027499,-0.16568927,0.16760667,0.04029769,1.3175691,195167,0,0,0,0
7962,World\Expansion02\Doodads\Generic\Scourge\SC_Platform2.mdx,-8.710222,-8.982823,0.14717872,8.710222,8.982823,3.974078,195128,0,0,0,0
7963,World\Expansion02\Doodads\Generic\Scourge\SC_CastingCircle_01.mdx,-5.709713,-5.709868,-1.090736,5.709713,5.709868,11.760533,195116,0,0,0,0
7964,World\Expansion02\Doodads\Generic\Scourge\SC_Blighter.mdx,-3.141666,-3.232435,0.1195364,3.1416662,3.232435,10.271417,195101,0,0,0,0
7965,World\Generic\PassiveDoodads\Fruits\Fruit_BananaBunch.mdx,-0.4109098,-0.28265566,-0.041595507,0.40471268,0.5463028,0.3810722,199726,0,0,0,0
7966,WORLD\GENERIC\PASSIVE DOODADS\ARENAELEVATORS\ORG_ARENA_PILLAR.MDX,-4.573605,-4.573616,-4.1098976,4.57362,4.5736146,3.6281502,199471,0,0,0,0
7967,World\Expansion02\Doodads\Ulduar\UL_Power_Orb01.mdx,-14.655394,-34.241257,-33.69646,14.632233,34.43445,33.70876,196548,0,0,0,0
7968,World\Expansion02\Doodads\Ulduar\UL_Swirl_Orb_Cloud.mdx,-22.739443,-30.542501,-51.098392,28.736122,23.981071,55.21569,196560,0,0,0,0
7969,World\Generic\Human\Passive Doodads\ValveWaterDrip\DeadMineValveWaterDrip.mdx,0.0043177386,-0.29755786,-0.0072385487,0.51446974,0.29755777,0.5316319,198619,0,0,0,0
7970,World\Expansion01\Doodads\Generic\BloodElf\Barrel\BE_Barrel_Fruit01.mdx,-0.66842216,-0.64858717,-0.06620352,0.590286,0.7698429,1.2350333,191924,0,0,0,0
7971,World\Lordaeron\TirisfalGlade\PassiveDoodads\Bodies\BodyShrouded.mdx,-1.28481,-0.428086,-0.0340131,1.10743,0.416206,0.373861,204086,0,0,0,0
7972,WORLD\EXPANSION02\DOODADS\DALARAN\SEWER\DALARANSEWER01.MDX,-2.1984262,-2.1449387,0.10021739,2.110781,2.1642675,13.443521,194472,0,0,0,0
7973,WORLD\GENERIC\PASSIVE DOODADS\ARENAELEVATORS\ORG_ARENA_ELEVATOR.MDX,-7.2357426,-7.608346,0.74028003,7.2658844,7.3068805,2.2767925,244213,0,0,0,0
7974,World\Expansion02\Doodads\Generic\Scourge\Sc_Trench_P_Bar.mdx,-0.21411042,-1.8997029,-0.38600984,0.3848921,1.7963997,0.54079366,195148,0,0,0,0
7975,World\Expansion02\Doodads\Generic\Scourge\Sc_Trench_P_Bracer.mdx,-0.3760685,-0.2456455,-0.12993784,0.36637044,0.41761357,0.33966056,195152,0,0,0,0
7976,World\Kalimdor\Blackfathom\PassiveDoodads\Lights\BFD_WallLight01.mdx,-0.5782626,-0.27604648,0.3198562,0.57826287,0.33593273,1.3244054,201429,0,0,0,0
7977,World\Generic\Human\Passive Doodads\Tables\BloodyTable3.mdx,-1.432252,-1.99187,-0.000622,1.43225,1.99187,1.031076,198600,0,0,0,0
7978,World\Expansion02\Doodads\Generic\Scourge\SC_Tent2.mdx,-6.027974,-5.6127934,-0.4618889,3.6239357,5.3366737,10.753051,195140,0,0,0,0
7979,World\Expansion02\Doodads\Generic\Forsaken\FK_Banner01.mdx,-0.69816655,-1.2349297,-0.32099712,0.7007091,1.2090518,4.677587,194805,0,0,0,0
7980,World\KhazModan\Blackrock\PassiveDoodads\DeathWingExperiments\BlackRockBloodMachine04.mdx,-3.2433825,-3.5998518,-0.08132652,3.8420322,3.3864453,6.8727202,203060,0,0,0,0
7981,World\KhazModan\Blackrock\PassiveDoodads\DeathWingExperiments\BlackRockBloodVile.mdx,-3.5258658,-3.1407566,-0.02376796,3.6823697,3.1342192,12.598557,203061,0,0,0,0
7982,World\Azeroth\Westfall\PassiveDoodads\Cages\HangingCage02.mdx,-1.5337261,-1.5528594,0.07244412,1.559119,1.5399853,5.9666476,190542,0,0,0,0
7983,World\Azeroth\Westfall\PassiveDoodads\Utensils\Bowl.mdx,-0.248234,-0.254648,0.00163333,0.249126,0.242711,0.136941,190650,0,0,0,0
7984,World\Dungeon\CavernsOfTime\PassiveDoodads\HourGlass\COT_HourGlass_redo.mdx,-31.69833,-19.365526,4.8164954,31.69833,19.365524,164.3797,190850,0,0,0,0
7985,World\Azeroth\Karazahn\PassiveDoodads\BookShelves\KarazahnBookshelfSmall.mdx,-1.6123408,-0.91287595,0.011575473,1.7174852,1.0037746,4.3449163,189993,0,0,0,0
7986,World\Generic\Human\Passive Doodads\Benches\ShadowfangBench02.mdx,-0.62849647,-1.2249655,-0.014934055,0.37637058,1.187913,0.90881455,198014,0,0,0,0
7987,World\Expansion02\Doodads\ZulDrak\Statues\ZulDrak_Statue_Serpent_01.mdx,-9.265977,-8.182075,-0.0017902522,3.4790273,8.205767,13.727358,196760,0,0,0,0
7988,World\Expansion01\Doodads\Silvermyst\Crystals\SilvermystCrystal01_Orange.mdx,-1.0354403,-1.2126775,-0.8018493,1.6165959,1.1691812,2.3098125,193422,0,0,0,0
7989,World\Kalimdor\Silithus\PassiveDoodads\Crystals\FloatingRedCrystalBroken02.mdx,-1.4409288,-0.71444154,-0.1774891,1.2775376,1.7418972,8.046826,202449,0,0,0,0
7990,World\wmo\Northrend\Wintergrasp\WG_Bridge01D.wmo,0,0,0,0,0,0,115671,0,0,0,0
7991,World\Expansion02\Doodads\Generic\Titan\TI_Waygate_01.mdx,-15.713348,-19.470467,-3.6144898,15.483396,19.358875,35.37107,195263,0,0,0,0
7992,World\Generic\Dwarf\Passive Doodads\TavernStuff\BreweryTanks01.mdx,-2.1280928,-1.6174847,-0.08212963,1.4343774,1.6174849,4.5689006,197604,0,0,0,0
7993,World\Generic\DarkIronDwarf\Passive Doodads\WorkBenches\DarkIronWorkbench01.mdx,-0.75788873,-1.7128906,0.0031326204,0.8838053,1.6625669,0.8669389,197224,0,0,0,0
7994,World\Expansion01\Doodads\Shattrath\Passivedoodads\Holy_Energy_FX\Shattrath_Draenei_Holy_FX.mdx,-16.154963,-12.510171,3.6430326,10.542737,12.510585,125.8393,193362,0,0,0,0
7995,World\wmo\Northrend\Wintergrasp\WG_Bridge01.wmo,0,0,0,0,0,0,115669,0,0,0,0
7996,World\Expansion02\Doodads\Generic\Wolvar\Wolvar_Anvil.mdx,-0.43402678,-0.61913127,-0.07891647,0.4254041,0.5724089,0.6524822,195703,0,0,0,0
7997,World\Azeroth\Stranglethorn\PassiveDoodads\GemMineCar02\GemMineCar03.mdx,-1.0237551,-0.7480136,-0.026267001,1.026245,1.0655361,2.424548,190257,0,0,0,0
7998,World\Goober\G_GasTrap.mdx,-0.42363238,-0.44125918,-0.010414446,0.44537482,0.42774802,0.8418747,201011,0,0,0,0
7999,World\Lordaeron\Scholomance\PassiveDoodads\TestingTubes\Ghoul_in_a_jar.mdx,-3.553365,-3.1434379,-0.02752104,3.6548703,3.1315377,9.747421,203912,0,0,0,0
8000,World\Expansion02\Doodads\HowlingFjord\FireFX\BurntStoneTreeFireFlies_VFX.mdx,0,0,0,0,0,0,195951,0,0,0,0
8001,World\Generic\Dwarf\Passive Doodads\ExcavationTents\ExcavationTent02.mdx,-2.4811952,-3.1614544,-0.001832118,2.55174,3.3310921,4.385992,197389,0,0,0,0
8002,World\Azeroth\Elwynn\PassiveDoodads\Ballista\Ballista.mdx,-4.0590057,-6.65613,-0.011045,8.267361,6.7568173,4.6695857,189652,0,0,0,0
8003,World\Azeroth\Westfall\Buildings\GrainSilo\WestFallGrainSilo01.mdx,-6.752245,-6.958973,-1.766811,7.154406,12.537149,27.004581,190508,0,0,0,0
8004,World\Generic\Human\Passive Doodads\WestFallGrainSiloDestroyed01.mdx,-6.752245,-6.958973,-1.766811,7.154406,7.0428123,18.773424,198664,0,0,0,0
8005,World\Generic\PassiveDoodads\Brewfest\Beerfest_MoleMachine_anim_set2.mdx,-5.8234262,-5.690548,-2.4211652,5.580052,5.7129197,16.410698,244221,0,0,0,0
8006,World\Expansion02\Doodads\Generic\Scourge\SC_BodyCart_01.mdx,-3.5020525,-5.065445,-0.643297,5.1103945,5.1342244,4.2238154,243533,0,0,0,0
8007,World\Expansion02\Doodads\Generic\Scourge\SC_MeatWagon_01.mdx,-4.7745795,-4.734267,-0.59145266,4.774578,4.734265,5.011756,195122,0,0,0,0
8008,World\Expansion02\Doodads\Generic\Scourge\SC_BodyCart_02.mdx,-3.0026658,-2.7722294,-0.7334965,4.4330635,2.7979395,3.4558883,243535,0,0,0,0
8009,World\Expansion02\Doodads\Generic\Scourge\SC_Platform.mdx,-15.017255,-12.530999,-1.8796043,15.017253,12.531002,11.697878,195127,0,0,0,0
8010,World\wmo\Azeroth\Buildings\RedRidge_human_farm\RedRidge_human_farm.wmo,-9.332298,-9.199208,-0.027779,9.597073,8.874414,16.904448,107172,0,0,0,0
8011,World\wmo\Azeroth\Buildings\RedRidge_Stable\RedRidge_Stable.wmo,0,0,0,0,0,0,107202,0,0,0,0
8012,World\wmo\Azeroth\Buildings\RedRidge_Lumbermill\RedRidge_Lumbermill.wmo,0,0,0,0,0,0,107194,0,0,0,0
8013,World\wmo\Azeroth\Buildings\RedRidge_Barn\RedRidge_Barn.wmo,0,0,0,0,0,0,107138,0,0,0,0
8014,World\wmo\Azeroth\Buildings\Duskwood_Barn\Duskwood_Barn.wmo,0,0,0,0,0,0,106701,0,0,0,0
8015,World\wmo\Azeroth\Buildings\Duskwood_Lumbermill\Duskwood_Lumbermill.wmo,0,0,0,0,0,0,106759,0,0,0,0
8016,World\wmo\Azeroth\Buildings\Duskwood_Stable\Duskwood_Stable.wmo,0,0,0,0,0,0,106779,0,0,0,0
8017,World\wmo\Azeroth\Buildings\Duskwood_Barn\Duskwood_Barn_Closed.wmo,0,0,0,0,0,0,248073,0,0,0,0
8018,World\wmo\Azeroth\Buildings\RedRidge_Barn\RedRidge_Barn_Closed.wmo,0,0,0,0,0,0,248077,0,0,0,0
8019,World\wmo\Azeroth\Buildings\RedRidge_human_farm\RedRidge_human_farm_closed.wmo,0,0,0,0,0,0,248079,0,0,0,0
8020,World\wmo\Azeroth\Buildings\Duskwood_human_farm\Duskwood_human_farm_closed.wmo,0,0,0,0,0,0,248075,0,0,0,0
8021,World\Generic\Human\Passive Doodads\Weapons&Armor\CrimsonWallShield01.mdx,0,-0.36440375,-0.5269309,0.09539593,0.3644038,0.52693087,198639,0,0,0,0
8022,World\Generic\Orc\Passive Doodads\BurntOutposts\BurntOutpost05.mdx,-1.17159,-4.26012,-0.827489,2.4178,1.01512,3.49025,199148,0,0,0,0
8023,World\Generic\Orc\Passive Doodads\BurntOutposts\BurntOutpost06.mdx,-0.568525,-4.33518,-0.667392,0.293942,0.825344,3.99971,199149,0,0,0,0
8024,World\Azeroth\Westfall\PassiveDoodads\WestfallFence\WestfallFencepost.mdx,-0.13383716,-0.14164168,-0.5586666,0.14094563,0.13080887,1.9017483,190661,0,0,0,0
8025,World\Azeroth\Duskwood\PassiveDoodads\Trees\DuskWoodFallenTree.mdx,-1.1247255,-8.355818,-0.7651579,1.8380939,7.576988,2.3509238,189545,0,0,0,0
8026,World\Generic\PassiveDoodads\Barrel\BrokenBarrel01.mdx,-1.3617276,-1.3098902,-0.03428877,1.2821604,1.2877252,0.30231243,199566,0,0,0,0
8027,World\Generic\Dwarf\Passive Doodads\ExcavationBarriers\ExcavationBarrier02_PvPCollision.mdx,0,0,0,0,0,0,197353,0,0,0,0
8028,World\Azeroth\RedRidge\PassiveDoodads\Trees\RedRidgeFallenTree01.mdx,-0.38781542,-6.3120127,-0.20415163,1.1076518,5.9288006,1.4122359,190114,0,0,0,0
8029,World\Azeroth\Duskwood\PassiveDoodads\DuskwoodHaywagon\DuskwoodHayWagon.mdx,-2.4699948,-2.2834435,-0.1299481,4.254592,1.9050162,4.217219,189455,0,0,0,0
8030,World\Expansion02\Doodads\Generic\Scourge\SC_Stairs.mdx,-5.260287,-5.650021,-0.17147064,5.4701333,5.650021,12.747689,195133,0,0,0,0
8031,World\Expansion02\Doodads\Generic\Scourge\SC_Wagon.mdx,-14.383118,-5.3283873,-0.6494836,9.152519,5.0088024,12.881869,195154,0,0,0,0
8032,World\Expansion02\Doodads\Generic\Inscription\Inscription_Scroll_Sealed02.mdx,-0.33972782,-0.088910386,-0.0043552355,0.33929414,0.10689729,0.16899203,243448,0,0,0,0
8033,World\Expansion02\Doodads\Generic\Scourge\SC_Stairs2.mdx,-5.36521,-5.650021,-0.14590794,5.3652105,5.650021,3.4704306,195134,0,0,0,0
8034,World\Expansion02\Doodads\Generic\Scourge\SC_SpiritEffect_01.mdx,0,0,0,0,0,0,243606,0,0,0,0
8035,World\Lordaeron\TirisfalGlade\PassiveDoodads\Bodies\ScourgeBodyHanging01.mdx,0.34835607,-0.26320538,-3.5329978,0.8284399,0.30849013,0.011155349,204091,0,0,0,0
8036,World\Lordaeron\TirisfalGlade\PassiveDoodads\Bodies\ScourgeBodyHanging02.mdx,0.34044167,-0.23215201,-3.5814242,0.7861762,0.27212453,0.011155349,204092,0,0,0,0
8037,World\Lordaeron\TirisfalGlade\PassiveDoodads\Bodies\ScourgeBodyHanging03.mdx,0.4091339,-0.2632404,-3.013441,0.7825106,0.24314539,0.010925309,204093,0,0,0,0
8038,World\Azeroth\Westfall\PassiveDoodads\Scarecrow\WestFallScarecrow.mdx,-0.615444,-1.83562,-0.0305514,0.579911,1.85365,3.84236,190629,0,0,0,0
8039,World\ENVIRONMENT\DOODAD\PLAGUELANDS\ActiveDoodads\PlagueCauldronActiveBase.mdx,-9.027509,-9.001734,-1.1185822,11.473661,8.992642,4.866487,191218,0,0,0,0
8040,World\Expansion02\Doodads\Generic\Scourge\Sc_Trench_P_Chain.mdx,-0.41083372,-2.112828,-0.06855773,0.19933964,1.9215289,0.4721384,195153,0,0,0,0
8041,World\Expansion01\Doodads\Silvermyst\Crystals\SilvermystCrystal03_Orange.mdx,-0.88616085,-1.6028258,-0.87712824,1.6212355,1.032522,2.9800215,193428,0,0,0,0
8042,World\Expansion01\Doodads\Silvermyst\Crystals\silvermystCrystalSmall01_Orange.mdx,-0.55625314,-1.2480996,-0.2185519,0.705009,1.197926,2.4879632,193447,0,0,0,0
8043,World\Goober\G_Nexus_PulsatingPlant.mdx,-2.4166539,-2.399968,-0.14322335,2.4132485,2.3999684,0.7368234,244274,0,0,0,0
8044,World\Expansion02\Doodads\Generic\Northrend Fires\NorthrendElwynnCampfire_blue.mdx,-0.8640408,-1.0067995,-0.09937097,1.1650466,1.128828,1.1773494,195042,0,0,0,0
8045,World\Kalimdor\Feralas\PassiveDoodads\Fern\FeralasFerns01.mdx,-3.5964632,-2.3183033,-0.24574433,2.5268006,2.7524824,3.2886536,201930,0,0,0,0
8046,World\Goober\DeathKnight_DeathGate.mdx,-1.6641756,-3.243722,-0.2858235,2.1103585,2.3595362,4.019063,244267,0,0,0,0
8047,WORLD\EXPANSION02\DOODADS\BOREANTUNDRA\MAGNATAURITEMS\BOREAN_REDPLANT_BURNINGPILE_03.MDX,-0.9882552,-0.9190672,-0.025190227,0.91985637,0.9741313,1.5484462,194258,0,0,0,0
8048,WORLD\EXPANSION02\DOODADS\BOREANTUNDRA\MAGNATAURITEMS\BOREAN_REDPLANT_BURNINGPILE_01.MDX,-1.1030209,-1.1040299,-0.17259367,1.0919147,1.1041328,2.5657392,194256,0,0,0,0
8049,WORLD\EXPANSION02\DOODADS\BOREANTUNDRA\MAGNATAURITEMS\BOREAN_REDPLANT_BURNINGPILE_02.MDX,-0.62742877,-0.72095776,-0.12229178,0.7285155,0.6152603,1.8017935,194257,0,0,0,0
8050,World\Goober\G_DemonicCircleSummon_Base.mdx,-1.2370328,-1.221397,0.076518424,1.2333264,1.2114323,3.9565053,244271,0,0,0,0
8051,World\Generic\Human\Passive Doodads\Books\Book_Human_04.mdx,-0.22433472,-0.17165132,-0.005676496,0.25177386,0.17382981,0.16610184,244164,0,0,0,0
8052,World\Kalimdor\Darkshore\PassiveDoodads\Ruins\DarkshoreRock01.mdx,-2.9527497,-2.8164036,-0.25168458,3.2472503,2.500096,3.8745134,201551,0,0,0,0
8053,World\Generic\PassiveDoodads\WeaponCrates\WeaponCrateAllianceSwordOpen.mdx,-1.311139,-0.4252271,-0.00073693343,1.1304114,0.4703568,0.5519828,200210,0,0,0,0
8054,World\Expansion02\Doodads\Generic\Scourge\SC_EyeofAcherus.mdx,-28.50944,-16.034533,-14.290296,30.075003,36.68608,91.17055,243578,0,0,0,0
8055,World\Azeroth\Duskwood\PassiveDoodads\Farm\Duskwood_human_farm_closed.mdx,-9.304521,-9.171431,-1.2715658E-06,9.569295,8.846637,16.876669,242691,0,0,0,0
8056,World\Azeroth\RedRidge\PassiveDoodads\Farm\RedRidge_human_farm_closed.mdx,-9.304521,-9.171431,-1.2715658E-06,9.569295,8.846637,16.876669,242696,0,0,0,0
8057,World\Azeroth\RedRidge\PassiveDoodads\Barn\RedRidge_Barn_Closed.mdx,-12.203601,-18.608696,-0.06339603,12.203602,18.608698,21.454615,242695,0,0,0,0
8058,World\Azeroth\Duskwood\PassiveDoodads\Barn\Duskwood_Barn_Closed.mdx,-12.203603,-18.608696,-0.06339603,12.2036,18.608698,21.454615,242690,0,0,0,0
8059,World\Azeroth\Duskwood\PassiveDoodads\Stable\Duskwood_Stable.mdx,-12.773142,-10.85267,-1.0624024,10.855641,10.852671,10.892938,242693,0,0,0,0
8060,World\Azeroth\RedRidge\PassiveDoodads\Stable\RedRidge_Stable.mdx,-12.773142,-10.85267,-1.0624024,10.855641,10.852671,10.892938,242698,0,0,0,0
8061,World\Expansion01\Doodads\Silvermyst\Crystals\silvermystCrystalSmall02_Orange.mdx,-1.0657681,-1.312719,-0.452788,0.52247584,1.1333064,1.7794244,193450,0,0,0,0
8062,World\Expansion02\Doodads\Generic\Northrend Fires\NorthrendElwynnCampfire.mdx,-0.8640408,-1.0067995,-0.09937097,1.1650466,1.128828,0.71157074,195041,0,0,0,0
8063,World\Azeroth\Duskwood\PassiveDoodads\Farm\Duskwood_lumbermill.mdx,-29.020847,-21.95087,-2.0788708,15.191596,22.013731,30.002405,242692,0,0,0,0
8064,World\Azeroth\RedRidge\PassiveDoodads\LumberMill\RedRidge_lumbermill.mdx,-29.020847,-21.95087,-2.0788724,15.191596,22.013731,30.002405,242697,0,0,0,0
8065,World\Expansion02\Doodads\Generic\Scourge\SC_Wall_01_Cap.mdx,-1.866161,-4.17988,0.0070850817,3.1504173,5.193071,6.3829374,243619,0,0,0,0
8066,World\Expansion02\Doodads\Generic\Scourge\SC_Wall_01_Ramp.mdx,-3.9102755,-1.5950253,-0.01623109,3.9997864,2.662141,5.9071636,243620,0,0,0,0
8067,World\Expansion02\Doodads\Generic\Scourge\SC_Floor_Decoration_01.mdx,-2.6371841,-2.6371837,-0.014165686,2.6371834,2.6371841,0.7437099,243591,0,0,0,0
8068,World\Goober\G_BearTrap_Hunter.mdx,-0.5,-0.48420584,-3.4054935E-07,0.5,0.42008346,0.5125354,244268,0,0,0,0
8069,World\Expansion02\Doodads\Dalaran\Dalaran_BuildingCrystal_01.mdx,-1.3526088,-1.2773383,-0.8024167,1.352608,1.2773389,69.40383,242997,0,0,0,0
