ID,ComponentSection,MaterialResourcesID,ItemDisplayInfoID
100640,5,66348,146845
100641,0,31416,146847
100642,1,121123,146848
100643,3,103199,146849
100644,4,103195,146849
100645,4,161684,146850
100646,5,161678,146850
100647,1,95115,146851
100648,2,95126,146851
100649,0,66079,146852
100650,1,66066,146852
100651,3,66143,146852
100652,4,66132,146852
100653,0,66077,146853
100654,1,66060,146853
100655,3,66141,146853
100656,4,66130,146853
100657,5,103808,146854
100658,6,103803,146854
100659,5,230012,146855
100660,6,230002,146856
100661,7,229992,146856
100662,0,229987,146857
100663,1,229974,146857
100664,3,230032,146857
100665,4,230023,146857
100666,1,229973,146858
100667,2,229997,146858
100668,1,229973,146859
100669,2,229997,146859
100670,5,230013,146861
100671,6,230003,146861
100672,1,229972,146863
100673,5,230018,146864
100674,6,230008,146865
100675,7,229995,146865
100676,0,229990,146866
100677,1,229983,146866
100678,3,230035,146866
100679,4,230029,146866
100680,1,229982,146867
100681,2,230000,146867
100682,5,230019,146869
100683,6,230009,146869
100684,1,229981,146871
100685,5,230014,146872
100686,6,230004,146873
100687,7,229993,146873
100688,0,229988,146874
100689,1,229977,146874
100690,3,230033,146874
100691,4,230025,146874
100692,1,229976,146875
100693,2,229998,146875
100694,5,230015,146877
100695,6,230005,146877
100696,1,229975,146879
100697,5,230016,146881
100698,6,230006,146882
100699,7,229994,146882
100700,0,229989,146883
100701,1,229980,146883
100702,3,230034,146883
100703,4,230027,146883
100704,1,229979,146884
100705,2,229999,146884
100706,5,230017,146886
100707,6,230007,146886
100708,1,229978,146888
100709,5,230020,146894
100710,6,230010,146895
100711,7,229996,146895
100712,0,229991,146896
100713,1,229986,146896
100714,3,230036,146896
100715,4,230031,146896
100716,1,229985,146897
100717,2,230001,146897
100718,5,230021,146899
100719,6,230011,146899
100720,1,229984,146901
100721,5,89102,146907
100722,6,89094,146907
100723,0,25500,146909
100724,3,45551,146909
100725,4,35439,146909
100726,4,35439,146910
100727,5,31527,146910
100728,0,87062,146915
100729,3,87086,146915
100730,4,87083,146915
100731,0,27785,146916
100732,3,44401,146916
100733,4,45938,146916
100734,5,32391,146925
100735,4,98814,146937
100736,5,98808,146937
100737,5,98809,146938
100738,6,98803,146938
100739,6,98802,146939
100740,7,98795,146939
100741,0,87363,146940
100742,1,87357,146940
100743,3,87396,146940
100744,4,87392,146940
100745,5,87385,146940
100746,6,87376,146940
100747,0,213649,146941
100748,1,213637,146941
100749,3,213716,146941
100750,4,213707,146941
100751,4,213706,146942
100752,5,213689,146942
100753,6,213671,146943
100754,7,213655,146943
100755,3,108220,146957
100756,4,108215,146957
100757,4,75204,146958
100758,5,75191,146958
100759,5,191465,146959
100760,6,191456,146959
100761,3,91420,146964
100762,4,91416,146964
100763,6,91402,146965
100764,7,91391,146965
100765,0,25520,146966
100766,3,44667,146966
100767,4,35619,146966
100768,3,43870,146967
100769,4,33839,146967
100770,3,44669,146968
100771,4,35621,146968
100772,0,25585,146970
100773,1,28063,146970
100774,3,43935,146970
100775,4,45179,146970
100776,0,30130,146972
100777,1,27324,146972
100778,3,45167,146972
100779,4,34975,146972
100780,2,227940,146974
100781,1,30900,146976
100782,0,31183,146977
100783,1,28397,146977
100784,3,45508,146977
100785,4,33942,146977
100786,6,28698,146978
100787,7,24999,146978
100788,1,25280,146982
100789,2,32419,146982
100790,0,27851,147003
100791,1,25376,147003
100792,3,43840,147003
100793,4,33621,147003
100794,4,32970,147004
100795,5,204595,147005
100796,0,26485,147006
100797,1,26969,147006
100798,3,43879,147006
100799,4,35052,147006
100800,5,33480,147006
100801,6,35256,147006
100802,4,122982,147007
100803,5,33478,147007
100804,1,26968,147008
100805,2,30593,147008
100806,0,121168,147014
100807,1,121054,147014
100808,3,121706,147014
100809,4,121656,147014
100810,0,25608,147015
100811,1,121050,147015
100812,3,44339,147015
100813,4,43545,147015
100814,0,25809,147016
100815,1,121053,147016
100816,3,44340,147016
100817,4,43871,147016
100818,0,121166,147017
100819,1,121051,147017
100820,3,121704,147017
100821,4,121654,147017
100822,0,121167,147018
100823,1,121052,147018
100824,3,121705,147018
100825,4,121655,147018
100826,6,216505,147021
100827,7,216495,147021
100828,5,35748,147022
100829,6,31948,147022
100830,0,103057,147025
100831,1,103052,147025
100832,3,103084,147025
100833,4,103080,147025
100834,1,57843,147026
100835,5,58979,147028
100836,6,58740,147028
100837,6,58742,147029
100838,7,59911,147029
100839,1,57845,147030
100840,1,57845,147031
100841,2,59375,147031
100842,5,58981,147032
100843,0,59611,147033
100844,3,59753,147033
100845,4,59504,147033
100846,6,56641,147034
100847,7,59963,147034
100848,1,58800,147035
100849,1,58800,147036
100850,2,59421,147036
100851,4,65976,147037
100852,5,65968,147037
100853,6,78440,147038
100854,7,65955,147038
100855,1,65942,147039
100856,5,57156,147040
100857,6,78440,147041
100858,7,206210,147041
100859,1,65942,147042
100860,2,206216,147042
100861,5,57158,147043
100862,5,58774,147044
100863,5,58774,147045
100864,5,98719,147059
100865,6,98711,147060
100866,7,98700,147060
100867,1,98691,147061
100868,2,98704,147061
100869,4,216378,147062
100870,5,216370,147062
100871,5,98717,147066
100872,5,98718,147067
100873,6,98710,147067
100874,0,67876,147068
100875,3,67912,147068
100876,4,67908,147068
100877,6,67891,147069
100878,5,206250,147093
100879,6,206232,147093
100880,0,111684,147098
100881,1,111679,147098
100882,3,111718,147098
100883,4,111714,147098
100884,5,111707,147098
100885,6,111698,147098
100886,5,126856,147107
100887,6,126850,147108
100888,7,126846,147108
100889,6,74799,147109
100890,7,74787,147109
100891,0,25508,147116
100892,3,45559,147116
100893,4,35447,147116
100894,0,25507,147117
100895,3,45558,147117
100896,4,35446,147117
100897,0,25510,147118
100898,3,45561,147118
100899,4,35449,147118
100900,6,74799,147121
100901,7,224628,147121
100902,3,64408,147123
100903,4,64407,147123
100904,0,27857,147125
100905,1,25379,147125
100906,3,43919,147125
100907,4,32975,147125
100908,0,27864,147126
100909,1,25379,147126
100910,3,43928,147126
100911,4,33617,147126
100912,7,33295,147138
100913,5,80087,147141
100914,6,80083,147141
100915,6,213675,147145
100916,7,24862,147145
100917,1,64741,147146
100918,2,30600,147146
100919,0,84671,147148
100920,3,84695,147148
100921,4,84692,147148
100922,0,84671,147149
100923,1,57848,147149
100924,3,84695,147149
100925,4,84692,147149
100926,1,99080,147150
100927,2,99090,147150
100928,1,26970,147151
100929,2,30600,147151
100930,4,232086,147152
100931,5,227947,147152
100932,6,232078,147153
100933,7,232072,147153
100934,0,232070,147154
100935,1,232068,147154
100936,3,232088,147154
100937,4,232086,147154
100938,1,232066,147155
100939,2,232074,147155
100940,5,232083,147157
100941,6,232079,147157
100942,1,232066,147159
100943,1,232067,147160
100944,2,232074,147160
100945,0,232070,147162
100946,1,232066,147162
100947,3,232088,147162
100948,4,232086,147162
100949,5,232084,147162
100950,6,232080,147162
100951,5,122020,147163
100952,6,227942,147165
100953,7,227937,147165
100954,0,232069,147166
100955,1,232065,147166
100956,3,232087,147166
100957,4,232085,147166
100958,1,232064,147167
100959,2,232073,147167
100960,5,232081,147169
100961,6,232076,147169
100962,1,232063,147171
100963,0,232069,147172
100964,1,232065,147172
100965,3,232087,147172
100966,4,232085,147172
100967,5,232082,147172
100968,6,232077,147172
100969,5,33652,147175
100970,6,33274,147175
100971,6,227942,147176
100972,7,227937,147176
100973,6,232078,147177
100974,7,232072,147177
100975,0,26577,147179
100976,3,44785,147179
100977,4,45572,147179
100978,5,35143,147179
100979,6,28950,147179
100980,6,121409,147180
100981,7,27754,147180
100982,5,33652,147183
100983,6,33276,147184
100984,7,24862,147184
100985,0,30415,147189
100986,1,27318,147189
100987,3,62526,147189
100988,4,62489,147189
100989,6,227941,147191
100990,7,227937,147191
100991,1,31893,147192
100992,1,227930,147193
100993,2,227939,147193
100994,0,227935,147194
100995,1,227931,147194
100996,3,227953,147194
100997,4,45780,147194
100998,4,227949,147195
100999,5,227945,147195
101000,0,232069,147196
101001,1,232065,147196
101002,3,232087,147196
101003,4,232085,147196
101004,5,232082,147196
101005,6,232077,147196
101006,4,227949,147197
101007,5,227945,147197
101008,0,232070,147199
101009,1,232068,147199
101010,3,232088,147199
101011,4,232086,147199
101012,5,232084,147199
101013,6,232080,147199
101014,4,86134,147202
101015,5,86128,147202
101016,4,32728,147207
101017,5,33651,147207
101018,0,227935,147209
101019,1,227931,147209
101020,3,227953,147209
101021,4,227950,147209
101022,5,232084,147209
101023,6,232080,147209
101024,4,227949,147210
101025,5,227945,147210
101026,6,227941,147211
101027,7,227937,147211
101028,3,224720,147212
101029,4,224719,147212
101030,0,232070,147213
101031,1,232068,147213
101032,3,232088,147213
101033,4,232086,147213
101034,5,232084,147213
101035,6,232080,147213
101036,6,232078,147215
101037,7,232072,147215
101038,5,232083,147216
101039,6,232079,147216
101040,0,93819,147217
101041,1,93816,147217
101042,3,93852,147217
101043,4,93849,147217
101044,5,86129,147218
101045,6,86123,147218
101046,0,24939,147219
101047,1,26143,147219
101048,3,44323,147219
101049,4,33646,147219
101050,5,232084,147219
101051,6,232080,147219
101052,4,232086,147220
101053,5,227947,147220
101054,6,227943,147221
101055,7,227938,147221
101056,4,227951,147224
101057,5,227947,147224
101058,6,232404,147225
101059,7,232403,147225
101060,0,60464,147227
101061,1,58045,147227
101062,3,59355,147227
101063,4,56404,147227
101064,5,56524,147227
101065,6,58901,147227
101066,0,222382,147229
101067,3,222418,147229
101068,4,222413,147229
101069,0,222382,147230
101070,1,220607,147230
101071,3,222418,147230
101072,4,222413,147230
101073,5,220643,147230
101074,6,220631,147230
101075,4,222412,147231
101076,5,222404,147231
101077,6,222396,147232
101078,7,222386,147232
101079,4,227951,147233
101080,5,227947,147233
101081,5,232084,147234
101082,6,232080,147234
101083,7,227938,147235
101084,4,232086,147236
101085,0,59678,147237
101086,1,57273,147237
101087,3,59812,147237
101088,4,59846,147237
101089,5,57368,147237
101090,6,58020,147237
101091,1,56354,147238
101092,2,59437,147238
101093,0,27767,147239
101094,3,43574,147239
101095,4,45754,147239
101096,1,123219,147240
101097,2,123240,147240
101098,0,218665,147242
101099,0,218665,147243
101100,3,109780,147243
101101,4,109777,147243
101102,6,218690,147244
101103,7,218673,147244
101104,1,218647,147245
101105,2,218681,147245
101106,0,66078,147246
101107,1,66063,147246
101108,3,66142,147246
101109,4,66131,147246
101110,4,232085,147247
101111,5,232081,147247
101112,5,232081,147248
101113,6,232076,147248
101114,0,27394,147249
101115,1,152394,147249
101116,3,45728,147249
101117,4,34596,147249
101118,0,27394,147250
101119,1,152394,147250
101120,3,45728,147250
101121,4,34596,147250
101122,4,152412,147251
101123,5,31432,147251
101124,6,31765,147252
101125,7,25796,147252
101126,1,25443,147253
101127,2,34854,147253
101128,0,107420,147255
101129,1,107413,147255
101130,3,107444,147255
101131,4,107441,147255
101132,0,227936,147256
101133,1,227934,147256
101134,3,227954,147256
101135,4,227952,147256
101136,4,111238,147264
101137,5,111234,147264
101138,5,111235,147265
101139,6,111231,147265
101140,6,111230,147266
101141,7,111225,147266
101142,1,111220,147267
101143,2,111227,147267
101144,0,219816,147269
101145,3,219852,147269
101146,4,219845,147269
101147,1,219809,147270
101148,2,219824,147270
101149,0,67204,147273
101150,3,67215,147273
101151,4,67214,147273
101152,1,67203,147274
101153,2,67206,147274
101154,0,90087,147275
101155,1,90077,147275
101156,3,90141,147275
101157,4,90133,147275
101158,5,67212,147275
101159,6,67209,147275
101160,0,81064,147278
101161,1,81056,147278
101162,3,81121,147278
101163,4,81114,147278
101164,5,81105,147279
101165,6,81090,147279
101166,6,81089,147280
101167,7,81070,147280
101168,1,81055,147281
101169,2,81076,147281
101170,3,44267,147282
101171,4,33631,147282
101172,3,107444,147283
101173,4,107441,147283
101174,0,27417,147285
101175,1,25483,147285
101176,3,45863,147285
101177,4,35111,147285
101178,6,28748,147286
101179,7,26709,147286
101180,5,221759,147287
101181,6,221749,147287
101182,6,66098,147306
101183,7,66085,147306
101184,4,68201,147307
101185,5,68606,147307
101186,0,80884,147311
101187,1,27907,147311
101188,3,80892,147311
101189,4,80891,147311
101190,0,80884,147312
101191,1,27907,147312
101192,3,80892,147312
101193,4,80891,147312
101194,5,31518,147312
101195,6,30862,147312
101196,5,80889,147313
101197,0,26876,147318
101198,3,44456,147318
101199,4,43667,147318
101200,6,28989,147319
101201,7,31140,147319
101202,1,26280,147320
101203,2,32453,147320
101204,0,24977,147322
101205,3,44744,147322
101206,4,34453,147322
101207,0,24977,147335
101208,1,26387,147335
101209,3,44744,147335
101210,4,34453,147335
101211,0,232070,147336
101212,1,232068,147336
101213,3,232088,147336
101214,0,26559,147337
101215,3,44693,147337
101216,4,46276,147337
101217,5,35772,147338
101218,6,31972,147338
101219,6,31971,147339
101220,7,27736,147339
101221,1,26416,147340
101222,2,29356,147340
101223,0,27640,147341
101224,1,25887,147341
101225,3,44897,147341
101226,4,44204,147341
101227,0,27640,147342
101228,1,25887,147342
101229,3,44897,147342
101230,4,44204,147342
101231,5,34253,147342
101232,6,29122,147342
101233,5,232517,147347
101234,6,232505,147348
101235,7,232493,147348
101236,0,232487,147349
101237,1,232471,147349
101238,3,232535,147349
101239,4,232529,147349
101240,1,232470,147350
101241,2,232499,147350
101242,5,232518,147352
101243,6,232506,147352
101244,1,232469,147354
101245,5,232518,147355
101246,6,232506,147355
101247,6,232505,147356
101248,7,232493,147356
101249,5,232521,147359
101250,6,232509,147360
101251,7,232495,147360
101252,0,232489,147361
101253,1,232477,147361
101254,3,232537,147361
101255,4,232531,147361
101256,1,232476,147362
101257,2,232501,147362
101258,5,232522,147364
101259,6,232510,147364
101260,1,232475,147366
101261,5,232519,147367
101262,6,232507,147369
101263,7,232494,147369
101264,0,232488,147370
101265,1,232474,147370
101266,3,232536,147370
101267,4,232530,147370
101268,1,232473,147371
101269,2,232500,147371
101270,5,232520,147373
101271,6,232508,147373
101272,1,232472,147375
101273,5,232523,147379
101274,6,232511,147380
101275,7,232496,147380
101276,0,232490,147381
101277,1,232480,147381
101278,3,232538,147381
101279,4,232532,147381
101280,1,232479,147382
101281,2,232502,147382
101282,5,232524,147384
101283,6,232512,147384
101284,1,232480,147386
101285,5,232525,147387
101286,6,232513,147388
101287,7,232497,147388
101288,0,232491,147389
101289,1,232483,147389
101290,3,232539,147389
101291,4,232533,147389
101292,1,232482,147390
101293,2,232503,147390
101294,5,232526,147392
101295,6,232514,147392
101296,1,232481,147394
101297,5,232527,147395
101298,6,232515,147396
101299,7,232498,147396
101300,0,232492,147397
101301,1,232486,147397
101302,3,232540,147397
101303,4,232534,147397
101304,1,232485,147398
101305,2,232504,147398
101306,5,232528,147400
101307,6,232516,147400
101308,1,232484,147402
101309,0,80851,147405
101310,1,80846,147405
101311,3,43703,147405
101312,4,44614,147405
101313,5,32933,147405
101314,6,33987,147405
101315,0,60471,147406
101316,1,58062,147406
101317,3,59355,147406
101318,4,56404,147406
101319,5,56524,147406
101320,6,58901,147406
101321,1,58062,147407
101322,2,81261,147407
101323,6,98623,147410
101324,7,98617,147410
101325,6,98625,147412
101326,7,98618,147412
101327,0,26134,147414
101328,3,44179,147414
101329,4,45068,147414
101330,5,58082,147414
101331,6,58025,147414
101332,6,32224,147415
101333,7,31126,147415
101334,0,61436,147416
101335,3,59812,147416
101336,4,59846,147416
101337,5,57368,147416
101338,6,58020,147416
101339,6,61439,147417
101340,7,61437,147417
101341,0,65817,147418
101342,1,58045,147418
101343,3,65846,147418
101344,4,65842,147418
101345,5,56524,147418
101346,6,58901,147418
101347,6,122455,147419
101348,7,122454,147419
101349,0,78191,147420
101350,3,78239,147420
101351,4,78233,147420
101352,0,78191,147421
101353,3,78239,147421
101354,4,78233,147421
101355,5,78222,147422
101356,6,78210,147422
101357,1,69523,147423
101358,0,27863,147424
101359,3,43926,147424
101360,4,33615,147424
101361,0,27066,147427
101362,1,27231,147427
101363,3,44867,147427
101364,4,43764,147427
101365,5,33133,147427
101366,6,30014,147427
101367,0,77771,147428
101368,3,77801,147428
101369,4,77798,147428
101370,4,102818,147429
101371,5,77791,147429
101372,1,67864,147430
101373,4,122198,147432
101374,5,35135,147432
101375,6,28732,147433
101376,7,27750,147433
101377,1,78179,147434
101378,2,34233,147434
101379,3,43919,147435
101380,4,32975,147435
101381,0,112755,147436
101382,1,112748,147436
101383,3,112785,147436
101384,4,112782,147436
101385,5,112775,147436
101386,6,112766,147436
101387,5,112773,147437
101388,6,112764,147438
101389,7,112758,147438
101390,0,86964,147439
101391,3,75612,147439
101392,4,75609,147439
101393,0,80884,147546
101394,1,153002,147546
101395,3,80892,147546
101396,4,80891,147546
101397,1,227932,147547
101398,3,232087,147547
101399,4,153022,147548
101400,5,216366,147548
101401,5,230015,147549
101402,6,230005,147549
101403,3,59754,147553
101404,0,59693,147554
101405,1,56846,147554
101406,3,59828,147554
101407,4,59967,147554
101408,5,58306,147554
101409,6,58246,147554
101410,6,56642,147555
101411,7,60121,147555
101412,1,56845,147556
101413,2,59645,147556
101414,0,56860,147557
101415,3,60156,147557
101416,4,58819,147557
101417,5,58772,147558
103279,3,45720,147603
103280,4,34507,147603
103281,4,235366,147613
103282,5,235360,147613
103283,6,235354,147614
103284,7,235348,147614
103285,0,235345,147615
103286,1,221153,147615
103287,3,235372,147615
103288,4,235367,147615
103289,1,235340,147616
103290,2,235351,147616
103291,5,235361,147618
103292,6,235355,147618
103293,1,235339,147620
103294,6,227943,147621
103295,7,227938,147621
103296,0,233024,147629
103297,1,233023,147629
103298,3,233033,147629
103299,4,233032,147629
103300,0,233024,147630
103301,1,233023,147630
103302,3,233033,147630
103303,4,233032,147630
103304,4,233031,147631
103305,5,233029,147631
103306,5,233030,147632
103307,6,233028,147632
103308,6,233027,147633
103309,7,233025,147633
103310,1,233021,147634
103311,1,233022,147635
103312,2,233026,147635
103313,4,235366,147638
103314,5,235360,147638
103315,0,31162,147639
103316,1,215815,147639
103317,3,66453,147639
103318,4,66449,147639
103319,5,66443,147639
103320,6,66431,147639
103321,0,31162,147640
103322,1,215815,147640
103323,3,45558,147640
103324,4,35446,147640
103325,0,235345,147641
103326,3,235372,147641
103327,4,235367,147641
103328,0,25525,147642
103329,1,27372,147642
103330,3,44672,147642
103331,4,35624,147642
103332,4,235368,147643
103333,5,235362,147643
103334,6,235356,147644
103335,7,235349,147644
103336,0,235346,147645
103337,3,235373,147645
103338,4,235369,147645
103339,1,235342,147646
103340,2,235352,147646
103341,5,235363,147648
103342,6,235357,147648
103343,1,235341,147650
103344,4,235370,147651
103345,5,235364,147651
103346,6,235358,147652
103347,7,235350,147652
103348,0,235347,147653
103349,3,235374,147653
103350,4,235371,147653
103351,1,235344,147654
103352,2,235353,147654
103353,5,235365,147656
103354,6,235359,147656
103355,1,235343,147658
103356,4,235366,147667
103357,5,235360,147667
103358,6,235354,147668
103359,7,235348,147668
103360,1,235340,147669
103361,2,235351,147669
103362,5,215837,147685
103363,1,215810,147686
103364,2,34866,147686
103365,3,161688,147706
103366,4,161685,147706
103367,4,230030,147707
103368,5,230020,147707
103369,5,35576,147708
103370,0,24982,147709
103371,1,26394,147709
103372,3,62520,147709
103373,4,62483,147709
103374,3,62520,147710
103375,4,62483,147710
103376,3,62520,147711
103377,4,43838,147711
103378,0,232069,147712
103379,1,232065,147712
103380,3,232087,147712
103381,4,232085,147712
103382,6,232075,147713
103383,7,232071,147713
103384,0,227936,147714
103385,1,227934,147714
103386,3,227954,147714
103387,4,227952,147714
103388,5,123254,147714
103389,2,121299,147715
103390,0,121159,147720
103391,1,121017,147720
103392,3,44702,147720
103393,4,33808,147720
103394,6,121375,147721
103395,7,121233,147721
103396,1,25119,147723
103397,2,31593,147723
103398,6,34568,147724
103399,7,28011,147724
103400,1,121013,147725
103401,2,121300,147725
103402,1,121016,147727
103403,2,121302,147727
103404,1,25313,147736
103405,2,31599,147736
103406,5,226415,147737
103407,6,226403,147737
103408,0,215019,147761
103409,1,28492,147761
103410,3,111191,147761
103411,4,152297,147761
103412,5,111185,147761
103413,6,111179,147761
103414,6,233027,147762
103415,7,233025,147762
103416,0,215019,147764
103417,1,28492,147764
103418,4,152297,147764
103419,5,31515,147764
103420,6,30859,147764
103421,0,215018,147769
103422,3,215062,147769
103423,4,215055,147769
103424,5,215044,147769
103425,6,215032,147769
103426,1,63852,147770
103427,2,63491,147770
103428,3,232087,147771
103429,0,232487,147773
103430,1,232471,147773
103431,3,63657,147773
103432,4,63653,147773
103433,5,63646,147773
103434,6,63637,147773
103435,7,110059,147775
103436,2,122674,147776
103437,1,232471,147777
103438,3,63657,147777
103439,4,63653,147777
103440,5,63646,147777
103441,6,63637,147777
103442,0,215018,147778
103443,1,232470,147778
103444,3,63657,147778
103445,4,63653,147778
103446,5,63646,147778
103447,6,63637,147778
103448,2,232499,147779
103449,0,98791,147780
103450,1,232470,147780
103451,3,63657,147780
103452,4,63653,147780
103453,5,63646,147780
103454,6,63637,147780
103455,0,27396,147781
103456,3,63868,147781
103457,4,34594,147781
103458,5,110758,147781
103459,6,110749,147781
103460,0,27389,147783
103461,3,45867,147783
103462,4,67246,147783
103463,5,110758,147783
103464,6,110749,147783
103465,0,27389,147784
103466,3,45867,147784
103467,4,67246,147784
103468,5,29492,147784
103469,6,28550,147784
103470,0,27389,147785
103471,3,63868,147785
103472,4,67246,147785
103473,5,63874,147785
103474,6,63865,147785
103475,1,63483,147786
103476,0,27400,147788
103477,3,78241,147788
103478,4,78235,147788
103479,5,33480,147788
103480,6,35256,147788
103481,6,67892,147789
103482,7,91657,147789
103483,0,63855,147790
103484,3,78241,147790
103485,4,78235,147790
103486,5,33480,147790
103487,6,35256,147790
103488,0,63855,147792
103489,3,78241,147792
103490,4,78235,147792
103491,5,33480,147792
103492,6,35248,147792
103493,1,25480,147793
103494,2,34849,147793
103495,1,90236,147794
103496,2,34849,147794
103497,0,27389,147795
103498,3,63868,147795
103499,4,63866,147795
103500,5,63874,147795
103501,6,63862,147795
103502,0,27389,147796
103503,3,45867,147796
103504,5,29492,147796
103505,6,28550,147796
103506,3,78240,147797
103507,5,31518,147797
103508,6,30862,147797
103509,1,89569,147798
103510,6,121398,147799
103511,7,121248,147799
103512,0,27396,147800
103513,3,45870,147800
103514,4,35118,147800
103515,5,110758,147800
103516,6,110749,147800
103517,0,27444,147801
103518,3,78239,147801
103519,4,34512,147801
103520,5,112775,147801
103521,6,112766,147801
103522,7,89582,147802
103523,1,121049,147803
103524,0,27638,147804
103525,3,44895,147804
103526,4,44202,147804
103527,0,27639,147805
103528,1,62323,147805
103529,3,44896,147805
103530,4,44203,147805
103531,0,27416,147807
103532,1,30902,147807
103533,3,78240,147807
103534,4,74996,147807
103535,5,31526,147807
103536,6,30870,147807
103537,2,63859,147808
103538,0,27440,147809
103539,3,45885,147809
103540,4,32676,147809
103541,0,24961,147810
103542,3,44650,147810
103543,4,34304,147810
103544,0,63856,147811
103545,3,45861,147811
103546,4,35115,147811
103547,3,218211,147812
103548,4,218210,147812
103549,5,90263,147812
103550,6,57313,147813
103551,7,69361,147813
103552,0,24962,147814
103553,3,44651,147814
103554,4,34305,147814
103555,1,25315,147815
103556,3,44724,147815
103557,4,33613,147815
103558,5,67245,147815
103559,6,67237,147815
103560,6,31797,147816
103561,7,25786,147816
103562,0,204921,147817
103563,3,44314,147817
103564,5,68603,147817
103565,6,67237,147817
103566,5,91668,147818
103567,0,68065,147819
103568,3,44724,147819
103569,4,33613,147819
103570,5,89597,147819
103571,6,28794,147820
103572,7,25786,147820
103573,0,24960,147821
103574,3,44649,147821
103575,4,34303,147821
103576,0,27389,147822
103577,3,45723,147822
103578,4,34510,147822
103579,0,27853,147823
103580,3,43842,147823
103581,4,32971,147823
103582,0,27864,147824
103583,3,43928,147824
103584,4,33617,147824
103585,4,34307,147825
103586,0,204921,147826
103587,3,44291,147826
103588,4,33600,147826
103589,5,31435,147826
103590,6,31780,147826
103591,4,233226,147827
103592,5,233219,147827
103593,0,28503,147828
103594,3,75004,147828
103595,4,74998,147828
103596,5,34820,147828
103597,6,34613,147828
103598,1,25111,147829
103599,3,45082,147829
103600,4,34953,147829
103601,5,30519,147829
103602,6,34190,147830
103603,6,233212,147831
103604,7,233205,147831
103605,0,233202,147832
103606,1,233194,147832
103607,3,233234,147832
103608,4,233227,147832
103609,1,233193,147833
103610,2,233209,147833
103611,1,25318,147834
103612,3,204610,147834
103613,4,204605,147834
103614,5,30519,147834
103615,5,233220,147836
103616,6,233213,147836
103617,3,78239,147837
103618,4,78233,147837
103619,5,154487,147837
103620,6,154475,147837
103621,3,45734,147838
103622,4,34602,147838
103623,0,25517,147839
103624,3,44597,147839
103625,4,35715,147839
103626,1,233192,147841
103627,0,68172,147843
103628,1,30898,147843
103629,3,68208,147843
103630,4,68203,147843
103631,5,109845,147843
103632,6,34639,147843
103633,6,34190,147844
103634,7,91656,147844
103635,4,233228,147845
103636,5,233221,147845
103637,6,233214,147846
103638,7,233206,147846
103639,0,233203,147847
103640,1,233197,147847
103641,3,233235,147847
103642,4,233229,147847
103643,1,233196,147848
103644,2,233210,147848
103645,0,27443,147850
103646,1,30898,147850
103647,3,68208,147850
103648,4,68203,147850
103649,5,109845,147850
103650,6,34639,147850
103651,5,233222,147851
103652,6,233215,147851
103653,1,233195,147853
103654,0,233203,147854
103655,3,233235,147854
103656,4,233229,147854
103657,0,233202,147855
103658,3,233234,147855
103659,4,233227,147855
103660,0,27443,147857
103661,1,30898,147857
103662,3,63868,147857
103663,4,63866,147857
103664,5,109845,147857
103665,6,34639,147857
103666,4,233230,147858
103667,5,233223,147858
103668,6,233216,147859
103669,7,233207,147859
103670,0,233204,147860
103671,3,233236,147860
103672,4,233231,147860
103673,1,233199,147861
103674,2,233211,147861
103675,5,233224,147863
103676,6,233217,147863
103677,1,233198,147865
103678,4,233232,147866
103679,5,233225,147866
103680,6,233218,147867
103681,7,233208,147867
103682,0,233324,147868
103683,3,233237,147868
103684,4,233233,147868
103685,1,233322,147869
103686,2,233325,147869
103687,5,233327,147871
103688,6,233326,147871
103689,1,233201,147873
103690,3,106034,147894
103691,3,63657,147895
103692,4,106031,147895
103693,5,90604,147895
103694,6,90595,147895
103695,0,232487,147896
103696,3,63657,147896
103697,4,106031,147896
103698,5,90604,147896
103699,6,90595,147896
103700,3,106034,147897
103701,0,232487,147898
103702,1,110050,147898
103703,3,63657,147898
103704,4,106031,147898
103705,5,90604,147898
103706,6,90595,147898
103707,2,103174,147899
103708,0,27639,147900
103709,1,25565,147900
103710,3,45835,147900
103711,4,58309,147900
103712,5,34478,147900
103713,6,31066,147900
103714,0,27639,147919
103715,1,25565,147919
103716,3,45835,147919
103717,4,44223,147919
103718,5,34477,147919
103719,6,31064,147919
103720,0,98791,147928
103721,3,63657,147928
103722,4,63653,147928
103723,5,63646,147928
103724,6,63637,147928
103725,1,232470,147929
103726,3,63657,147929
103727,4,63653,147929
103728,5,63646,147929
103729,6,63637,147929
103730,1,232470,147930
103731,3,63657,147930
103732,5,63646,147930
103733,6,63637,147930
103734,0,98791,147931
103735,1,232470,147931
103736,3,63657,147931
103737,5,63646,147931
103738,6,63637,147931
103739,3,67740,147932
103740,3,63657,147933
103741,4,67801,147933
103742,5,63646,147933
103743,6,63637,147933
103744,0,215818,147935
103745,3,215854,147935
103746,4,215849,147935
103747,5,33480,147935
103748,6,35248,147935
103749,0,69783,147936
103750,1,26080,147936
103751,3,69815,147936
103752,4,69811,147936
103753,0,24812,147937
103754,1,74531,147937
103755,3,63657,147937
103756,4,69811,147937
103757,5,63646,147937
103758,6,63637,147937
103759,5,121528,147938
103760,7,93681,147939
103761,2,28548,147940
103762,7,93681,147941
103763,1,26080,147949
103764,3,69815,147949
103765,4,69811,147949
103766,1,74531,147950
103767,3,63657,147950
103768,4,69811,147950
103769,5,63646,147950
