ID,Name_lang,Description_lang,IconFileDataID,PetTypeEnum,Cooldown,BattlePetVisualID,Flags
459,Wind-Up,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

First use: Increases your damage dealt by 10%.

Second use: Unleashes a flurry of attacks, dealing [StandardDamage(1,1)] [School()] damage.",132996,9,0,0,0
460,Illuminate,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage  and transforms the weather into a sunny day for [duration(1,2)] rounds.

During a sunny day, the maximum health of all pets is increased by [abs(abilityStateMod(99,403))]%. and healing done is increased by [abs(abilityStateMod(65,403))]%.",571554,5,5,0,0
461,Light,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Covers the enemy in brilliant light, dealing [StandardDamage(1,1)] [School()] damage. 

Deals double damage if the target is |cff9933FFBlinded|r.",461859,5,3,0,0
462,Partially Blinded,"Your hit chance is reduced by [abs(abilityStateMod( 41 , 462 ))]%.

|cff9933FFBlinded.|r",132284,-1,0,384,3
463,Flash,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

A brilliant flash deals [StandardDamage(1,1)] [School()] damage and |cff9933FFBlinds|r the target, reducing their hit chance by [abs(abilityStateMod( 41 , 462 ))]% for [duration(1,2)] |4round:rounds;.",612968,5,3,0,0
464,Illusionary Barrier,Blocks two attacks.,237510,-1,0,508,2
465,Illusionary Barrier,Creates an illusion that blocks two attacks. Allied and enemy attacks both count.,237510,5,5,0,2
466,Nether Gate,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage and forces an opponent's  pet to swap into battle.",607512,5,5,0,0
467,Magical Clone,"Creates an identical clone of your opponent who attacks for [duration(1,3)]  |4round:rounds.",575586,5,5,0,2
468,Agony,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Inflicts agony on the target, causing increasing [School()] damage each round for [duration(1,1)] |4round:rounds;.",136139,3,0,0,0
469,Agony,Deals increasing damage every round.,136139,3,0,0,0
470,Weakness,"Damage dealt reduced by [abs(abilityStateMod(23,470))]%.
Speed reduced by [abs(abilityStateMod(25,470))]%.",653219,-1,0,0,3
471,Weakness,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage and reduces the target's speed by [abs(abilityStateMod(25,470))]% and damage done by [abs(abilityStateMod(23,470))]% for [duration(1,2)] |4round:rounds;.",136138,5,1,0,0
472,Blast of Hatred,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage. 

Deals [StandardDamage(1,2)] extra damage if you were struck first this round.",136088,5,0,0,0
473,Focused Beams,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Blasts the enemy with a beam of arcane power, dealing [StandardDamage(1,1)] [School()] damage. 

Damage increases by [FormatDamage(pointsincreaseperuse(1,1)*AttackBonus())] each time it is used.  Max [FormatDamage(pointsmax(1,1)*AttackBonus())] [School()] damage.",135730,5,0,0,0
474,Interrupting Gaze,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage.

Interrupts the opponent's round if the user goes first.",294482,5,3,0,0
475,Eyeblast,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage and reduces the target's speed by [abs(abilityStateMod(25,154))]% for [duration(1,2)] |4round:rounds;.",236407,5,0,0,0
476,Rot,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Rots the target's flesh, dealing  [StandardDamage(1,1)] [School()] damage and transforming them into [School()] for [duration(1,2)] |4round:rounds;.",136134,3,3,0,0
477,Snowball,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Hits the enemy with a ball of snow, dealing [StandardDamage(1,1)] [School()] damage.",132387,6,0,0,0
478,Magic Hat,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Throws his hat at the enemy, dealing  [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage.",133102,5,0,0,0
479,Ice Barrier,Creates an ice wall that blocks two attacks. Allied and enemy attacks both count.,458718,6,5,0,2
480,Ice Barrier,Blocks two attacks.,458718,6,0,505,2
481,Deep Freeze,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage and has a [accuracy(1,3)]% chance to stun the target for [duration(1,3)] |4round:rounds;.

The chance to stun becomes 100% if the target is |cFF0070DDChilled|r.",236214,6,4,0,0
482,Laser,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Blasts the enemy with a laser of arcane power, dealing [StandardDamage(1,1)] [School()] damage.",463282,5,0,0,0
483,Psychic Blast,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Overwhelms the target's mind, dealing [StandardDamage(1,1)] [School()] damage. 

Deals [StandardDamage(1,2)] additional damage if the weather is Arcane Winds.",457655,5,1,0,0
484,Feedback,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Launches a surge of mana at the enemy, dealing [StandardDamage(1,1)] [School()] damage.",135728,5,0,0,0
485,Attack Boost,"Your damage has been increased by [abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 485 ))]%.",648206,-1,0,320,2
486,Drain Power,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage,  reduces the target's damage by [abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 153 ))]% for [duration(1,2)] |4round:rounds; and increases the user's damage by [abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 485 ))]% for [duration(1,3)] |4round:rounds;.",135738,5,4,0,0
487,Amplify Magic,"Increases damage done by [abs(abilityStateMod( 23, 487 ))]%.",648206,-1,0,320,2
488,Amplify Magic,"Increases the damage done by your active pet by [abs(abilityStateMod( 23, 487 ))]% for [duration(1,1)] |4round:rounds;.",136006,5,3,0,2
489,Mana Surge,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage. Deals [StandardDamage(1,3)] additional damage when the weather is Arcane Winds.

Mana Surge continues for [numTurns()] |4round:rounds;.",135734,5,3,0,0
490,Deflection,"Avoids enemy attacks made during the round it is used.

This ability always goes first.",458412,0,3,0,2
491,Bleeding,"Deals [StandardDamage(1,1)] [School()] damage every round.

|cFF970000Bleeding|r",132155,7,0,557,1
492,Rake,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage and reduces the target's next attack by 50%.",132140,7,2,0,0
493,Hoof,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Stomps the enemy, dealing [StandardDamage(1,1)] [School()] damage.",132368,4,0,0,0
494,Attack Reduction,"Damage dealt decreased by [abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 494 ))]%.",653219,-1,0,334,3
495,Baaah,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Lets out a helpless bleat, reducing the damage the target deals by [abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 494 ))]% for [duration(1,1)]  |4round:rounds.",538563,4,0,0,0
496,Drowsy,Feeling sleepy... will fall asleep next round unless hurt.,575587,-1,0,89,3
497,Soothe,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Sings to the target, causing them to become drowsy. 

Drowsy targets will fall asleep at the end of next round unless hit.",136090,4,4,0,2
498,Asleep,"Unable to give this pet commands. 
Breaks on damage.",132156,-1,0,78,3
499,Diseased Bite,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Infects the enemy, dealing [StandardDamage(1,1)] [School()] damage.",132101,3,0,0,0
500,Flame Breath,"Deals [StandardDamage(1,1)] [School()] damage every round.

|cFFFF2020Burning|r",135807,1,0,28,1
501,Flame Breath,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage instantly. The enemy continues to 
|cFFFF2020Burn|r for  [StandardDamage(1,1,500)] additional [petTypeName(abilityPetType())] damage per round for [duration(1,2)] |4round:rounds.",135807,1,0,0,0
502,Flamethrower,"Deals [StandardDamage(1,1)] [School()] damage to the current pet every round.

 |cFFFF2020Burning|r.",236216,6,0,426,0
503,Flamethrower,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Turns the battlefield into a raging inferno, dealing [StandardDamage(1,1)] [School()] damage. 

Fire continues to |cFFFF2020Burn|r the enemy dealing [StandardDamage(1,1, 502)] [School()] damage each round for [duration(1,2)] |4round:rounds;.",236216,6,0,0,0
504,Alpha Strike,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage.

Deals [StandardDamage(1,3)] additional damage if the user is faster than the enemy.",132172,2,0,0,0
505,Silk Cocoon,"You will block the next attack that strikes you.
Speed reduced by [abs(abilityStateMod(25,505))]%.",132907,-1,0,111,2
506,Cocoon Strike,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage and increases your chance to block an attack by 100%.

Lasts [duration(1,2)] |4round:rounds;.",132907,2,3,0,0
507,Moth Balls,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Launches a barrage of smelly pheromones at the target, each dealing up to [StandardDamage(1,1)] [School()] damage and has a [accuracy(1,5)]% chance to reduce the target's speed by [abs(abilityStateMod(25,154))]% for [duration(1,5)] |4round:rounds;.",132891,2,1,0,0
508,Moth Dust,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage and has a [accuracy(1,3)]% chance to put the target to sleep for [duration(1,3)] |4round:rounds;.",237286,2,3,0,0
509,Surge,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Rushes to the enemy on a stream of water, dealing [StandardDamage(1,1)] [School()] damage. 

This move always goes first.",237006,8,0,0,0
510,Renewing Mists,"Restores [StandardHealing(1,1,510)] health every round.",627487,-1,0,142,0
511,Renewing Mists,"Fills the area with a healing mist, causing your front pet to restore [StandardHealing(1,1,510)] health every round.

Lasts [duration(1,1)] |4round:rounds;. Persists through pet swaps.",627487,8,0,0,2
512,Whirlpool,"[StandardAccuracy(3,1)] |cffffffffHit Chance|r

When this effect expires, your current pet will take [StandardDamage(3,1)] [School()] damage and be unable to flee for [duration(3,2)] rounds.",571588,8,0,135,0
513,Whirlpool,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Causes a whirlpool to form under the enemy pet. 

In two |4round:rounds, the opponent's pet will take [StandardDamage(3,1,512)] [School()] damage and be rooted for [duration(3,2,512)] rounds.",571588,8,3,0,0
514,Wild Winds,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

A sharp wind gust deals [StandardDamage(1,1)] [School()] damage instantly and  [StandardDamage(1,1,677)] [School()] damage every round for [duration(1,2)] |4round:rounds;. Persists through pet swaps.",132845,2,0,0,0
515,Flyby,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage and increases the target's damage taken by [abs(abilityStateMod( 24,516))]% for [duration(1,2)] |4round:rounds;.",648840,2,0,0,0
516,Weakened Defenses,"Your damage taken has been increased by [abs(abilityStateMod( 24,516))]%.",464973,-1,0,530,3
517,Nocturnal Strike,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage. 

Base hit chance increased to 100% if the target is |cff9933FFBlinded|r.",458226,2,3,0,0
518,Predatory Strike,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage.

Deals double damage if the target is below 25% health.",132138,2,4,0,0
519,Apocalypse,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Calls down a meteor, which will fall [duration(1,1)]  |4round:rounds from now, instantly killing all active pets.

Cockroaches and Beetles always survive this attack.",535592,4,20,0,2
520,Hawk Eye,"Your critical strike chance has been increased by [abs(abilityStateMod(40,520))]%.",132177,-1,0,320,0
521,Hawk Eye,"Increases your critical strike chance by  [abs(abilityStateMod(40,520))]% for [duration(1,1)] |4round:rounds;.",132177,2,0,0,2
522,Nevermore,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Your opponent's next ability becomes unusable for [points(1,1,738)] |4round:rounds;.",132372,2,10,0,2
524,Squawk,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Lets out a loud squawk, dealing [StandardDamage(1,1)] [School()] damage and reducing the damage the target deals by 25% for [duration(1,2)] rounds.",132200,2,0,0,0
525,Emerald Bite,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Bites the enemy with Emerald teeth, dealing [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage.",237150,5,0,0,0
526,Stench,Hit chance reduced by 25%.,236549,-1,0,645,3
527,Stench,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Reduces the enemy team's hit chance by [abs(abilityStateMod(41,526))]% for [duration(1,1)] |4round:rounds;.",236549,4,0,0,2
528,Frost Spit,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Spits a blast of ice at the target, dealing [StandardDamage(1,1)] [School()] damage.",135846,6,0,0,0
529,Belly Slide,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage.

This attack goes first if the weather is a Blizzard.",327502,6,0,0,0
532,Body Slam,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Slams into the enemy, dealing [StandardDamage(1,1)] [School()] damage and dealing [SimpleDamage(1,3)] [School()] damage to themselves.",628134,0,1,0,0
533,Rebuild,"Rebuilds broken pets, restoring [StandardDamage(1,1)] health to itself, and half that amount to other mechanical allies.",465878,9,3,0,2
535,Pounce,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Pounces the enemy, dealing [StandardDamage(1,1)] [School()] damage plus [StandardDamage(1,3)] [School()] damage if the user strikes first.",132142,7,0,0,0
536,Prowl,"Reduces your speed by 30% and increases the damage of your next attack made within [duration(1,1)] |4round:rounds; by 150%.",514640,7,5,0,2
537,Attack Reduction,"Damage dealt has been reduced by [abs(abilityStateMod( 23, 537 ))]% for the next attack.",653219,-1,0,334,3
538,Devour,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage. 
If the user kills an enemy with Devour, they restore [StandardHealing(1,2)] health.

Devour continues for [numTurns()] |4round:rounds;.",132131,7,1,0,0
539,Bleat,"Sings an inspiring song, which restores [StandardHealing(1,1)] health to all allies.",575588,4,4,0,2
540,Chew,"Chewing on grass. Will deal [StandardDamage(2,2)] [School()] damage when done.",136071,4,0,0,0
541,Chew,"Patiently chew some grass. On the next round, you will deal [StandardDamage(2,2,540)] [School()] damage in addition to your next attack.

Chew can deal damage from the back row.",136071,4,1,0,0
542,Shattered Defenses,"Increases your damage taken by [abs(abilityStateMod( 24, 542 ))]%.",132358,-1,0,530,3
543,Prowl,"Speed reduced by 30%.
Damage increased by 150%.",514640,-1,0,320,2
544,Speed Boost,"Speed increased by [abs(abilityStateMod( 25, 544 ))]%.",648208,-1,0,113,2
546,Frost Nova,"This pet cannot be swapped.

|cFF0070DDChilled|r.",135848,-1,0,95,0
549,GM Trap,,638662,0,0,0,4
562,GM Kill,Kills the target. Cheater.,236363,1,0,0,0
563,Quick Attack,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage. 

This ability always goes first.",132301,4,0,0,0
564,Dive,"[StandardAccuracy(2,1)] |cffffffffHit Chance|r

Submerges, becoming unattackable for one round. 

On the next round, you attack, dealing [StandardDamage(2,1)] [School()] damage.",133151,8,4,0,0
565,Underground,"Submerged. 
Unattackable.",451165,-1,0,60,0
566,Powerball,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Roll at the enemy, dealing [StandardDamage(1,1)] [School()] damage and increasing your speed by [statechange(1,2)]%. 

Your speed continues to increase each time you use Powerball.",133836,4,0,0,0
567,Rush,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Rushes the enemy, dealing [StandardDamage(1,1)] [School()] damage and causes the user to go first next round.",132337,7,0,0,0
568,Feign Death,"The user feigns death, avoiding the opponent's attack. The user then swaps automatically with your highest health pet.",132293,7,8,0,2
569,Crystal Prison,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Seals the target in crystal, stunning them for [duration(1,1)] |4round:rounds;.",348537,7,5,0,2
570,Broom Strike,"Hop onto a magical broom and fly at the enemy, dealing [StandardDamage(1,1)] [School()] damage with a [accuracy(1,3)]% chance to force the opponent to switch to another pet.",236547,5,0,0,0
571,Horn Attack,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage.

If the user is faster than the target, they have a [accuracy(1,3)]% chance to be trampled and lose their turn.",135705,7,1,0,0
572,Mudslide,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Calls down a mudslide, dealing [StandardDamage(1,1)] [School()] damage and causing muddy weather for [duration(1,2)] rounds. 

Muddy weather prevents any pet that enters the battlefield from swapping out for 3 rounds.",463566,4,4,0,0
573,Nature's Touch,"Restores [StandardDamage(1,1)] health to the user.",136043,4,3,0,2
574,Nature's Ward,"Restores [StandardHealing(1,1,820)] health every round for [duration(1,1)] |4round:rounds;.

While healing, your type is transformed into [School()].",136094,6,0,0,2
575,Slippery Ice,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Shoots a jet of rapidly chilling ice, dealing [StandardDamage(1,1)] [School()] damage and coats the ground near the enemy with ice.

Frozen ground causes enemies to be |cFF0070DDChilled|r and reduces hit chance by 20%. Lasts [duration(1,2)] |4round:rounds;. Persists through pet swaps.",612394,6,0,0,0
576,Perk Up,"Restores [StandardHealing(1,5)] health and increases the maximum health of your active pet by [points(1,1,577)] per level for [duration(1,1)] rounds.",413589,4,3,0,2
577,Healthy,Increases your maximum health by 5 points per level.,648207,-1,0,376,2
578,Buried Treasure,"Digs up a bone, healing up to [percentage(1,1)]% of your health.",133718,4,3,0,2
579,Gobble Strike,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage and increases your speed by 50% for [duration(1,2)] |4round:rounds;.",250626,4,0,0,0
580,Food Coma,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Puts the target to sleep for [duration(1,1)] |4round:rounds;.",309187,4,5,0,2
581,Flock,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Flocks the target, causing [FormatDamage(SimpleDamage(1,1)+SimpleDamage(1,2)+SimpleDamage(1,3))] [School()] damage every round. Lasts [numTurns()] |4round:rounds;.

Opponents struck by the flock take double damage for [duration(1,4)] |4round:rounds;.",135996,2,0,0,0
582,Intensity,"Focuses intensely on the next three attacks, dealing bonus damage. 

The bonus damage decreases each time you attack.",132333,4,0,0,0
583,Intensity,"Deals bonus damage on the next attack.

The bonus is reduced each time you deal damage.",648206,-1,0,0,2
584,Winter Spirit,"Fires a blast of cold air, dealing [StandardDamage(1,1)] [School()] damage.",135833,6,0,0,0
585,Holiday Cheer,"Deals [StandardDamage(1,1)] [School()] damage and increases your speed by [abs(abilityStateMod(25,161))]% for 4  |4round:rounds.",574615,0,0,0,0
586,Gift of Winter's Veil,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage to the enemy.",133202,5,5,0,0
588,Devastate,"Fly up high, becoming unattackable for one turn. 

On the next turn, you attack, dealing [StandardDamage(2,1)] [School()] damage.",574571,1,4,0,0
589,Arcane Storm,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage to all enemies and warps the weather into Arcane Winds for [duration(1,4)] rounds. 

During Arcane Winds, pets cannot be stunned or rooted.",135739,5,3,0,0
590,Arcane Winds,Pets cannot be stunned or rooted.,135739,-1,0,595,2
591,Wild Magic,"Adds up to [abs(abilityStateMod(71,591))*AttackBonus()] damage to every attack against the target.",252267,-1,0,0,3
592,Wild Magic,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Adds [abs(abilityStateMod(71,591))*AttackBonus()] damage to every attack against the target. 

Lasts [duration(1,1)] |4round:rounds;.",252267,5,0,0,2
593,Surge of Power,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Instantly deals [StandardDamage(1,1)] [School()] damage. The user must recharge for two |4round:rounds afterwards.

While recharging, you cannot perform any other actions.",429383,5,5,0,0
594,Sleeping Gas,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage and has a [accuracy(1,3)]% chance to put the target to sleep for [duration(1,3)] |4round:rounds;.

Damage increases by [FormatDamage(5*AttackBonus())] each time it is used. Max [FormatDamage(25 *AttackBonus())] [School()] damage.",463877,1,0,0,0
595,Moonfire,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage and turns the weather into Moonlight for [duration(1,2)] rounds.

During Moonlight, all pets receive 25% additional healing and Magic abilities deal 10% additional damage.",136096,5,3,0,0
596,Moonlight,"Increases healing received by 25%.

Magic abilities deal 10% additional damage.",136057,5,0,181,2
597,Emerald Presence,"Reduces up to [abs(abilityStateMod(71,823))*AttackBonus()] damage from each attack against you. 

Lasts [duration(1,1)] |4round:rounds;.",134104,1,0,0,2
598,Emerald Dream,"Fall asleep, restoring [StandardHealing(1,1,246)] health on the first round, [StandardHealing(2,1,246)] health on the second, then [StandardHealing(3,1, 246)] health on the third.

While in the Emerald Dream, you cannot swap pets.",135745,1,5,0,2
599,Emerald Dream,"Dreaming. 
Restores increasing health every round.",135745,-1,0,78,0
600,Time Stop,"Stun the target for [duration(1,1)] |4round:rounds;.",136106,1,5,0,2
601,Time Bomb,"Detonates after [numTurns()]  |4round:rounds, dealing [StandardDamage(3,1)] Magic damage and stunning the target for 1 round.

[StandardAccuracy(3,1)] |cffffffffHit Chance|r",237538,-1,0,0,0
602,Time Bomb,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Places a temporal rift beneath the enemy team. 

After 3 |4round:rounds, the rift erupts, causing the current enemy pet to take [StandardDamage(3,1,175)] [School()] damage and be stunned for [duration(3,2,175)] round.",237538,5,5,0,0
603,Temporal Lapse,"Your team's attacks are doubled for [duration(1,1)]  |4round:rounds.",609811,1,20,0,2
604,Extreme Power,"Your team's attacks deal [abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 604 ))]% additional damage.",648206,-1,0,0,2
605,Elementium Bolt,"Detonates after [numTurns()]  |4round:rounds, dealing [StandardDamage(3,1)] [School()] damage to the current enemy pet and stunning the target for [duration(3,2)] |4round:rounds;.

[StandardAccuracy(3,1)] |cffffffffHit Chance|r",575536,1,0,0,0
606,Elementium Bolt,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Launches an elementium bolt at the enemy team. 

After 3 |4round:rounds;, the bolt strikes, causing the current enemy pet to take [StandardDamage(3,1,605)] [School()] damage and become stunned for [duration(3,2,605)] |4round:rounds;.",575536,1,5,0,0
607,Cataclysm,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Devastates the target, dealing [StandardDamage(1,1)] [School()] damage.",409545,1,1,0,0
608,Nether Blast,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Blasts the enemy with a surge of arcane power, dealing [StandardDamage(1,1)] [School()] damage. 

Damage increases by [FormatDamage(pointsincreaseperuse(1,1)*AttackBonus())] each time it is used.  Max [FormatDamage(pointsmax(1,1)*AttackBonus())] [School()] damage.",237016,5,0,0,0
609,Instability,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage.",575534,1,1,0,0
610,Ancient Blessing,"Increases your maximum health by [abs(abilityStateMod(2,610))/100] points per level.",648207,-1,0,376,2
611,Ancient Blessing,"Heals the user for [StandardHealing(1,5)] health and increases the maximum health of your active pet by [points(1,1,610)] per level for [duration(1,1)] rounds.",642418,1,3,0,2
612,Proto-Strike,"[StandardAccuracy(2,1)] |cffffffffHit Chance|r

Fly up high, becoming unattackable for one round. 

On the next round, you attack, dealing [StandardDamage(2,1)] [School()] damage.",236233,1,4,0,0
613,Competitive Spirit,"Damage increased by [abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 613 ))]%.",648206,-1,0,320,2
614,Competitive Spirit,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage and increases your damage dealt by [abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 613 ))]% for [duration(1,2)] |4round:rounds;.",236686,5,0,0,0
615,Wrath of Tarecgosa,"Your team's attacks are doubled for [duration(1,2)]  |4round:rounds.",523897,1,20,0,0
616,Blinkstrike,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Blink to the enemy, dealing [StandardDamage(1,1)] [School()] damage. 

This move always goes first.",135736,5,0,0,0
617,Spark,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Fires a spark 1-2 times, dealing [StandardDamage(1,1)] [School()] damage per hit.

Attacks an additional time if the user attacks first.",348560,6,0,0,0
621,Stone Rush,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Slams into the enemy, dealing [StandardDamage(1,1)] [School()] damage and dealing [SimpleDamage(1,3)] [School()] damage to themselves.",237002,6,1,0,0
623,Ice Tomb,"Detonates after [numTurns()]  |4round:rounds, dealing [StandardDamage(3,1)] Elemental damage to the current enemy pet and stunning the target for 1 round.

[StandardAccuracy(3,1)] |cffffffffHit Chance|r",609814,6,0,0,0
624,Ice Tomb,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Launches an orb of freezing energy at the target. 

After 3 |4round:rounds;, the ice hits, causing the current enemy pet to take [StandardDamage(3,1,623)] [School()] damage and be stunned for [duration(3,2,623)] round.",609814,6,5,0,0
625,Ice Spike,"Impales the target, dealing [StandardDamage(1,1)] [School()] damage.

This ability has a high chance to miss.",135855,6,0,0,0
626,Skitter,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Pokes the enemy, dealing [StandardDamage(1,1)] [School()] damage.",134321,4,0,0,0
627,Rock Barrage,"Deals [StandardDamage(1,1)] [School()] damage to the current pet every round.",135236,6,0,0,1
628,Rock Barrage,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Hurls rocks at the enemy, dealing up to [FormatDamage(SimpleDamage(1,1)*4)] [School()] damage. 

Rocks continue to fall on the enemy's current pet dealing [StandardDamage(1,1, 627)] [School()] damage each round for [duration(1,5)] |4round:rounds;.",135236,6,2,0,0
630,Poisoned Branch,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Instantly deals [StandardDamage(1,1)] [School()] damage and |cFF1EFF00Poisons|r the target for [StandardDamage(1,1,379)] additional [School(379)] damage per round for [duration(1,2)] |4round:rounds;.",132106,6,0,0,0
631,Super Sticky Goo,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Flings a sticky goo at the target, dealing [StandardDamage(1,1)] [School()] damage and making it impossible to flee for [duration(1,2)] |4round:rounds;.",468265,6,0,0,0
632,Confusing Sting,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

The target is stung, dealing [StandardDamage(1,1,633)] [School(633)] damage every round for [duration(1,1)] |4round:rounds;.

While stung, the target has a [accuracy(getProcIndex(PROC_ON_DAMAGE_DEALT,633),1,633)]% chance to harm themselves while attacking and is |cFF1EFF00Poisoned.|r",136093,2,0,0,0
633,Confusing Sting,"Deals [StandardDamage(1,1)] [School()] damage every round.
Has a [accuracy(getProcIndex(PROC_ON_DAMAGE_DEALT),1)]% chance to take [StandardDamage(getProcIndex(PROC_ON_DAMAGE_DEALT), 1)] [School()] damage when you attack.

|cFF1EFF00Poisoned.|r",136093,2,0,25,1
