ID,EffectAura,DifficultyID,EffectIndex,Effect,EffectAmplitude,EffectAttributes,EffectAuraPeriod,EffectBonusCoefficient,EffectChainAmplitude,EffectChainTargets,EffectItemType,EffectMechanic,EffectPointsPerResource,EffectPos_facing,EffectRealPointsPerLevel,EffectTriggerSpell,BonusCoefficientFromAP,PvpMultiplier,Coefficient,Variance,ResourceCoefficient,GroupSizeBasePointsCoefficient,EffectBasePointsF,ScalingClass,Node__Field_12_0_0_63534_001,EffectMiscValue[0],EffectMiscValue[1],EffectRadiusIndex[0],EffectRadiusIndex[1],EffectSpellClassMask[0],EffectSpellClassMask[1],EffectSpellClassMask[2],EffectSpellClassMask[3],ImplicitTarget[0],ImplicitTarget[1],SpellID
704667,0,0,0,123,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,495,0,0,0,0,0,0,0,25,0,29934
704668,23,0,0,6,0,0,30000,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,26619
704669,30,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,46,0,0,0,0,0,0,0,1,0,27743
704670,0,0,0,33,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,0,26588
704671,0,0,0,28,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15933,64,0,0,0,0,0,0,18,0,26590
704673,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,23,0,0,0,0,0,22,15,26626
704674,0,0,0,53,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1891,0,0,0,0,0,0,0,0,0,27107
704675,13,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,56,0,0,16,0,0,0,0,0,0,0,1,0,26716
704677,29,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,40,0,0,4,0,0,0,0,0,0,0,21,0,27841
704678,0,0,0,53,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2616,0,0,0,0,0,0,0,0,0,27109
704679,0,0,0,28,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,15334,64,0,0,0,0,0,0,18,0,26768
704680,23,0,0,6,0,0,30000,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,26769
704681,39,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,126,0,0,0,0,0,0,0,25,0,26787
704682,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.09976247,0,1,421,0,0,0,0,8,0,0,0,0,0,53,16,26789
704683,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,1,0,26638
704684,30,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,226,0,0,0,0,0,0,0,1,0,27744
704685,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,40,0,0,0,0,8,0,0,0,0,0,18,8,27745
704686,110,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-100,0,0,0,0,0,0,0,0,0,0,1,0,27747
704687,23,0,1,6,0,0,3000,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,27747
704688,25,0,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,27747
704689,35,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,27748
704690,0,0,0,77,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,27749
704691,0,0,0,100,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,26389
704692,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,26390,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26389
704693,4,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,26390
704694,0,0,0,53,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2615,0,0,0,0,0,0,0,0,0,27108
704695,0,0,0,24,0,0,0,1,1,0,21817,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,26676
704696,13,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,66,0,0,16,0,0,0,0,0,0,0,1,0,26723
704697,13,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,67,0,0,16,0,0,0,0,0,0,0,1,0,26724
704698,0,0,0,53,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1125,0,0,0,0,0,0,0,0,0,26793
704699,0,0,0,53,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2614,0,0,0,0,0,0,0,0,0,27110
704700,0,0,0,53,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2617,0,0,0,0,0,0,0,0,0,27111
704701,0,0,0,53,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2564,0,0,0,0,0,0,0,0,0,27112
704702,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,27827
704703,82,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,27827
704704,36,0,2,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32,0,0,0,0,0,0,0,1,0,27827
704705,0,0,0,2,0,0,0,0.107,1,0,0,0,0,0,1,0,0,1,0,0.14569536,0,1,143,0,0,0,0,0,13,0,0,0,0,22,15,27800
704706,0,0,0,2,0,0,0,0.107,1,0,0,0,0,0,1.2,0,0,1,0,0.14358975,0,1,187,0,0,0,0,0,13,0,0,0,0,22,15,27801
704707,0,0,0,85,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,62,0,27802
704708,13,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,59,0,0,16,0,0,0,0,0,0,0,1,0,26718
704709,13,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,60,0,0,16,0,0,0,0,0,0,0,1,0,26719
704710,13,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,61,0,0,16,0,0,0,0,0,0,0,1,0,26720
704711,0,0,0,53,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,883,0,0,0,0,0,0,0,0,0,26792
704712,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,26684
704713,170,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,26802
704714,135,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,187,0,0,126,0,0,0,0,0,0,0,1,0,26814
704715,0,0,0,28,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,16006,64,0,0,0,0,0,0,18,0,26837
704716,0,0,0,77,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,22,0,0,0,0,22,7,26838
704717,0,0,0,76,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,181084,0,0,0,0,0,0,0,18,0,26846
704718,0,0,0,24,0,0,0,1,1,0,22048,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,27739
704719,108,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0,0,9,0,0,0,1152794256,1049600,65664,1024,1,0,27828
704720,117,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,20,0,0,26,0,0,0,0,0,0,0,1,0,27828
704721,0,0,0,24,0,0,0,0,1,0,22385,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,27829
704722,0,0,0,24,0,0,0,0,1,0,22384,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,27830
704723,0,0,0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.14473684,0,1,152,0,0,0,0,0,0,0,0,0,0,6,0,26693
704724,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.4,0,1,250,0,0,0,0,0,0,0,0,0,0,6,0,27638
704725,3,0,1,6,0,0,3000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,6,0,27638
704726,0,0,0,24,0,0,0,0,1,0,21986,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,27755
704727,0,0,0,24,0,0,0,0,1,0,21983,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,27756
704728,25,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,27795
704729,176,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,27795
704730,94,0,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,27795
704732,108,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-5,0,0,14,0,0,0,0,0,16,0,1,0,27797
704733,13,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,65,0,0,126,0,0,0,0,0,0,0,1,0,27775
704734,135,0,1,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,65,0,0,126,0,0,0,0,0,0,0,1,0,27775
704735,0,0,0,2,0,0,0,0.107,1,0,0,0,0,0,0.8,0,0,1,0,0.14035088,0,1,106,0,0,0,0,0,13,0,0,0,0,22,15,27799
704736,23,0,0,6,0,0,30000,1,1,0,0,0,0,0,0,26061,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,26642
704737,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.19953597,0,1,5040.092,0,0,0,0,12,0,0,0,0,0,22,15,26643
704738,13,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,66,0,0,64,0,0,0,0,0,0,0,1,0,26711
704739,0,0,0,94,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,27740
704740,93,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,27792
704741,72,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-100,0,0,2,1,0,0,0,0,0,0,1,0,27792
704742,26,0,2,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,27792
704743,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,6,0,27814
704744,0,0,1,68,0,0,0,0,1,0,0,26,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,27814
704745,27,0,2,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,126,0,0,0,0,0,0,0,6,0,27814
704746,0,0,0,24,0,0,0,0,1,0,22249,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,27660
704747,7,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,22,15,27610
704748,31,0,1,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,25,0,0,0,0,14,0,0,0,0,0,22,15,27610
704749,13,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,63,0,0,16,0,0,0,0,0,0,0,1,0,26721
704750,13,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,64,0,0,16,0,0,0,0,0,0,0,1,0,26722
704751,0,0,0,24,0,0,0,0,1,0,22115,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,27754
704752,29,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,25,0,0,1,0,0,0,0,0,0,0,1,0,27836
704754,0,0,0,58,0,0,0,1,1,10,0,0,0,0,5,0,0,1,0,0,0,1,250,0,0,0,0,0,0,0,0,0,0,6,0,27794
704755,13,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,67,0,0,4,0,0,0,0,0,0,0,1,0,26700
704756,13,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,69,0,0,4,0,0,0,0,0,0,0,1,0,26701
704757,13,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,70,0,0,4,0,0,0,0,0,0,0,1,0,26702
704758,13,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,67,0,0,64,0,0,0,0,0,0,0,1,0,26712
704759,13,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,69,0,0,64,0,0,0,0,0,0,0,1,0,26713
704760,13,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,70,0,0,64,0,0,0,0,0,0,0,1,0,26714
704761,13,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,72,0,0,64,0,0,0,0,0,0,0,1,0,26715
704762,0,0,0,28,-28,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15901,5121,15,0,0,0,0,0,47,0,26391
704763,12,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,27615
704764,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,7845,63,0,0,0,0,0,0,44,0,27623
704766,13,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,69,0,0,16,0,0,0,0,0,0,0,1,0,26725
704767,85,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,489,0,0,0,0,0,0,0,0,0,0,1,0,29007
704768,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,29638,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,29624
704769,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,29639,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,29625
704770,52,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,30165
704771,0,0,0,24,0,0,0,0,1,0,21418,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29032
704772,0,0,0,24,0,0,0,0,1,0,21417,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29033
704773,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2000,0,0,0,0,17,0,0,0,0,0,22,30,28085
704774,0,0,0,33,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,0,28086
704775,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38,0,28087
704776,107,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,18,0,0,0,268558336,0,0,0,1,0,28088
704777,0,0,0,76,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,181886,0,0,0,0,0,0,0,18,0,30161
704778,29,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,25,0,0,2,0,0,0,0,0,0,0,25,0,30164
704779,29,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,25,0,0,3,0,0,0,0,0,0,0,25,0,30175
704780,107,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,16,0,0,0,12714743,4096,0,0,1,0,29438
704781,79,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,10,0,0,127,0,0,0,0,0,0,0,1,0,29660
704782,0,0,0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,29442
704783,0,0,0,68,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,29443
704786,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,28,0,0,0,0,0,25,0,29785
704787,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.14857143,0,1,350,0,0,0,0,13,0,0,0,0,0,22,15,30111
704788,8,0,0,6,0,0,5000,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,1,0,30800
704789,133,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,25,0,31906
704790,33,0,0,6,0,0,0,0,1,0,0,11,0,0,0,0,0,1,0,0,0,1,-50,0,0,0,0,0,0,0,0,0,0,6,0,29164
704791,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,29164,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,29162
704793,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16592,64,0,0,0,0,0,0,18,0,28860
704794,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28860
704795,8,0,0,6,0,0,5000,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,1,0,30801
704796,26,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,22,15,28991
704797,0,0,0,77,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38,0,28992
704798,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,28994
704799,569,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-2,0,0,126,0,0,0,448,0,0,0,1,0,30861
704800,569,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-4,0,0,126,0,0,0,448,0,0,0,1,0,30862
704801,569,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-6,0,0,126,0,0,0,448,0,0,0,1,0,30863
704802,0,0,0,24,0,0,0,0,1,0,19838,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28940
704803,0,0,0,24,0,0,0,0,1,0,19839,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28941
704804,0,0,0,86,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,28,0,0,0,0,0,22,51,30117
704805,0,0,1,86,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,28,0,0,0,0,0,22,51,30117
704806,0,0,2,86,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,28,0,0,0,0,0,22,51,30117
704807,0,0,0,53,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,846,0,0,0,0,0,0,0,0,0,30187
704808,0,0,0,24,0,0,0,0,1,0,23714,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,25,0,30189
704809,0,0,0,53,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,930,0,0,0,0,0,0,0,0,0,30190
704810,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28797
704811,85,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,300,0,0,0,0,0,0,0,0,0,0,1,0,29039
704812,23,0,1,6,0,0,10000,1,1,0,0,0,0,0,0,29040,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,29039
704813,572,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-25,0,0,126,0,0,0,0,0,0,0,1,0,28746
704814,108,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-25,0,0,2,0,0,0,1030,65537,8388610,0,0,0,28746
704815,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.2,0,1,2300,0,0,0,0,0,0,0,0,0,0,6,0,29317
704816,0,0,1,77,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,29317
704817,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,0,1,100000,0,0,0,0,0,25,0,0,0,0,17,16,29318
704818,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,4000,0,0,0,0,0,0,0,0,0,0,25,0,29371
704820,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.3,0,1,3000,0,0,0,0,22,0,0,0,0,0,22,15,28479
704821,33,0,1,6,0,0,0,0,1,0,0,11,0,0,0,0,0,1,0,0,0,1,-50,0,0,0,0,22,0,0,0,0,0,22,15,28479
704822,0,0,0,24,0,0,0,0,1,0,22756,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,28480
704823,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,28748
704824,34,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,21,0,28750
704826,28,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,30331
704827,0,0,1,64,0,0,0,0,1,0,0,0,0,0,0,30003,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,30331
704828,31,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,1,0,30338
704829,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,29653,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,29636
704830,20,0,0,6,1,0,1000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,29055
704831,21,0,1,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,29055
704832,78,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,11195,0,0,0,0,0,0,0,1,0,29059
704834,0,0,0,114,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,29060
704835,11,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,29060
704836,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9378,0,0,0,0,0,0,0,1,0,29294
704837,117,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,15,0,0,26,0,0,0,448,0,0,0,1,0,30866
704838,117,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,15,0,0,9,0,0,0,0,0,0,0,1,0,30866
704839,4,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,448,0,0,0,1,0,30867
704840,4,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,28819
704841,85,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,1,0,28820
704842,23,0,1,6,0,0,5000,0,1,0,0,0,0,0,0,18350,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,28820
704843,85,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,28,0,0,0,0,0,0,0,0,0,0,21,0,28824
704844,22,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,35,0,0,8,0,0,0,0,0,0,0,1,0,28768
704848,22,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,200,0,0,1,0,0,0,0,0,0,0,1,0,29089
704849,79,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,29082
704850,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,29655,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,29637
704851,107,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0,0,7,0,0,0,570425350,7,2,36,1,0,28815
704852,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,28817,0,1,0,0,0,1,100,0,0,0,0,0,0,570556422,1,2,36,1,0,28816
704853,0,0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.2,0,1,100,0,0,0,0,0,0,0,0,0,0,1,0,28817
704854,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,29160
704855,10,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-30,0,0,126,0,0,0,0,0,0,0,1,0,29187
704856,0,0,0,24,0,0,0,0,1,0,19841,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28943
704857,0,0,0,24,0,0,0,0,1,0,19842,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28945
