ID,NPCCraftingOrderSetID,CraftingOrderID,Field_11_0_0_54605_003,MinQuality,Field_11_0_0_55000_005
2162,83,1106,100,2,0
2163,83,1103,100,2,0
2164,83,1105,100,2,0
2165,83,1037,100,2,0
2166,83,1077,100,2,0
2167,83,1074,100,2,0
2168,83,1073,100,2,0
2169,83,1072,100,2,0
2170,83,1076,100,2,0
2171,83,1075,100,2,0
2172,83,1068,100,2,0
2173,83,1071,100,2,0
2174,83,1067,100,2,0
2175,83,1069,100,2,0
2176,83,1070,100,2,0
2177,84,1087,100,0,0
2178,84,1086,100,0,0
2179,84,1090,100,0,0
2180,84,1091,100,0,0
2181,84,1085,100,0,0
2182,84,1093,100,0,0
2183,84,1094,100,0,0
2184,84,1096,100,0,0
2185,84,1095,100,0,0
2186,84,1098,100,0,0
2187,84,1092,100,0,0
2188,84,1097,100,0,0
2189,84,1084,100,0,0
2190,84,1268,100,0,0
2191,84,1077,100,3,0
2192,84,1074,100,3,0
2193,84,1073,100,3,0
2194,84,1072,100,3,0
2195,84,1076,100,3,0
2196,84,1075,100,3,0
2197,84,1057,100,3,0
2198,84,1059,100,3,0
2199,84,1054,100,3,0
2200,84,1062,100,3,0
2201,84,1058,100,3,0
2202,84,1060,100,3,0
2203,84,1061,100,3,0
2204,84,1055,100,3,0
2205,84,1056,100,3,0
2206,84,1048,100,3,0
2207,84,1050,100,3,0
2208,84,1045,100,3,0
2209,84,1053,100,3,0
2210,84,1049,100,3,0
2211,84,1051,100,3,0
2212,84,1052,100,3,0
2213,84,1047,100,3,0
2214,84,1046,100,3,0
2215,84,1063,100,3,0
2216,84,1065,100,3,0
2217,84,1064,100,3,0
2218,84,1066,100,3,0
2219,84,1068,100,3,0
2220,84,1071,100,3,0
2221,84,1067,100,3,0
2222,84,1069,100,3,0
2223,84,1070,100,3,0
2224,84,1082,100,3,0
2225,84,1080,100,3,0
2226,84,1079,100,3,0
2227,84,1078,100,3,0
2228,84,1081,100,3,0
2229,85,1039,100,4,0
2230,85,1038,100,4,0
2231,85,1042,100,4,0
2232,85,1041,100,4,0
2233,85,1040,100,4,0
2234,85,1043,100,4,0
2235,85,1057,100,4,0
2236,85,1059,100,4,0
2237,85,1054,100,4,0
2238,85,1062,100,4,0
2239,85,1058,100,4,0
2240,85,1060,100,4,0
2241,85,1061,100,4,0
2242,85,1055,100,4,0
2243,85,1056,100,4,0
2244,85,1087,100,0,0
2245,85,1086,100,0,0
2246,85,1090,100,0,0
2247,85,1091,100,0,0
2248,85,1085,100,0,0
2249,85,1093,100,0,0
2250,85,1094,100,0,0
2251,85,1096,100,0,0
2252,85,1095,100,0,0
2253,85,1098,100,0,0
2254,85,1092,100,0,0
2255,85,1097,100,0,0
2256,85,1268,100,0,0
2257,85,1084,100,0,0
2258,85,1048,100,4,0
2259,85,1050,100,4,0
2260,85,1045,100,4,0
2261,85,1053,100,4,0
2262,85,1049,100,4,0
2263,85,1051,100,4,0
2264,85,1052,100,4,0
2265,85,1047,100,4,0
2266,85,1046,100,4,0
2267,85,1082,100,4,0
2268,85,1080,100,4,0
2269,85,1079,100,4,0
2270,85,1078,100,4,0
2271,85,1081,100,4,0
2272,88,1066,100,2,0
2273,88,1063,100,2,0
2274,88,1065,100,2,0
2275,88,1064,100,2,0
2276,88,1110,100,2,0
2277,88,1037,100,2,0
2278,88,1104,100,2,0
2279,88,1106,100,2,0
2280,88,1103,100,2,0
2281,88,1105,100,2,0
2282,88,1037,100,2,0
2283,88,1077,100,2,0
2284,88,1074,100,2,0
2285,88,1073,100,2,0
2286,88,1072,100,2,0
2287,88,1076,100,2,0
2288,88,1075,100,2,0
2289,88,1068,100,2,0
2290,88,1071,100,2,0
2291,88,1067,100,2,0
2292,88,1069,100,2,0
2293,88,1070,100,2,0
2294,87,1087,100,0,0
2295,87,1086,100,0,0
2296,87,1090,100,0,0
2297,87,1091,100,0,0
2298,87,1085,100,0,0
2299,87,1093,100,0,0
2300,87,1094,100,0,0
2301,87,1096,100,0,0
2302,87,1095,100,0,0
2303,87,1098,100,0,0
2304,87,1092,100,0,0
2305,87,1097,100,0,0
2306,87,1084,100,0,0
2307,87,1268,100,0,0
2308,87,1077,100,2,0
2309,87,1074,100,2,0
2310,87,1073,100,2,0
2311,87,1072,100,2,0
2312,87,1076,100,2,0
2313,87,1075,100,2,0
2314,87,1057,100,2,0
2315,87,1059,100,2,0
2316,87,1054,100,2,0
2317,87,1062,100,2,0
2318,87,1058,100,2,0
2319,87,1060,100,2,0
2320,87,1061,100,2,0
2321,87,1055,100,2,0
2322,87,1056,100,2,0
2323,87,1048,100,2,0
2324,87,1050,100,2,0
2325,87,1045,100,2,0
2326,87,1053,100,2,0
2327,87,1049,100,2,0
2328,87,1051,100,2,0
2329,87,1052,100,2,0
2330,87,1047,100,2,0
2331,87,1046,100,2,0
2332,87,1063,100,2,0
2333,87,1065,100,2,0
2334,87,1064,100,2,0
2335,87,1066,100,2,0
2336,87,1068,100,2,0
2337,87,1071,100,2,0
2338,87,1067,100,2,0
2339,87,1069,100,2,0
2340,87,1070,100,2,0
2341,87,1082,100,2,0
2342,87,1080,100,2,0
2343,87,1079,100,2,0
2344,87,1078,100,2,0
2345,87,1081,100,2,0
2346,86,1039,100,2,0
2347,86,1038,100,2,0
2348,86,1042,100,2,0
2349,86,1041,100,2,0
2350,86,1040,100,2,0
2351,86,1043,100,2,0
2352,86,1057,100,2,0
2353,86,1059,100,2,0
2354,86,1054,100,2,0
2355,86,1062,100,2,0
2356,86,1058,100,2,0
2357,86,1060,100,2,0
2358,86,1061,100,2,0
2359,86,1055,100,2,0
2360,86,1056,100,2,0
2361,86,1087,100,0,0
2362,86,1086,100,0,0
2363,86,1090,100,0,0
2364,86,1091,100,0,0
2365,86,1085,100,0,0
2366,86,1093,100,0,0
2367,86,1094,100,0,0
2368,86,1096,100,0,0
2369,86,1095,100,0,0
2370,86,1098,100,0,0
2371,86,1092,100,0,0
2372,86,1097,100,0,0
2373,86,1268,100,0,0
2374,86,1084,100,0,0
2375,86,1048,100,2,0
2376,86,1050,100,2,0
2377,86,1045,100,2,0
2378,86,1053,100,2,0
2379,86,1049,100,2,0
2380,86,1051,100,2,0
2381,86,1052,100,2,0
2382,86,1047,100,2,0
2383,86,1046,100,2,0
2384,86,1082,100,2,0
2385,86,1080,100,2,0
2386,86,1079,100,2,0
2387,86,1078,100,2,0
2388,86,1081,100,2,0
2389,89,1110,100,2,0
2390,89,1066,100,2,0
2391,89,1068,100,2,0
2392,89,1071,100,2,0
2393,89,1067,100,2,0
2394,89,1069,100,2,0
2395,89,1070,100,2,0
2396,89,1104,100,2,0
2397,89,1106,100,2,0
2398,89,1103,100,2,0
2399,89,1105,100,2,0
2400,89,1099,100,2,0
2401,89,1100,100,2,0
2402,89,1037,100,2,0
2403,89,1048,100,2,0
2404,89,1050,100,2,0
2405,89,1045,100,2,0
2406,89,1053,100,2,0
2407,89,1049,100,2,0
2408,89,1051,100,2,0
2409,89,1052,100,2,0
2410,89,1047,100,2,0
2411,89,1046,100,2,0
2412,89,1063,100,2,0
2413,89,1065,100,2,0
2414,89,1064,100,2,0
2415,89,1077,100,2,0
2416,89,1074,100,2,0
2417,89,1073,100,2,0
2418,89,1072,100,2,0
2419,89,1076,100,2,0
2420,89,1075,100,2,0
2421,90,1057,100,3,0
2422,90,1059,100,3,0
2423,90,1054,100,3,0
2424,90,1062,100,3,0
2425,90,1058,100,3,0
2426,90,1060,100,3,0
2427,90,1061,100,3,0
2428,90,1055,100,3,0
2429,90,1056,100,3,0
2430,90,1087,100,3,0
2431,90,1086,100,3,0
2432,90,1090,100,3,0
2433,90,1091,100,3,0
2434,90,1085,100,3,0
2435,90,1093,100,3,0
2436,90,1094,100,3,0
2437,90,1096,100,3,0
2438,90,1095,100,3,0
2439,90,1098,100,3,0
2440,90,1092,100,3,0
2441,90,1097,100,3,0
2442,90,1268,100,3,0
2443,90,1084,100,3,0
2444,90,1109,100,3,0
2445,90,1108,100,3,0
2446,90,1107,100,3,0
2447,90,1066,100,3,0
2448,90,1068,100,3,0
2449,90,1071,100,3,0
2450,90,1067,100,3,0
2451,90,1069,100,3,0
2452,90,1070,100,3,0
2453,90,1048,100,3,0
2454,90,1050,100,3,0
2455,90,1045,100,3,0
2456,90,1053,100,3,0
2457,90,1049,100,3,0
2458,90,1051,100,3,0
2459,90,1052,100,3,0
2460,90,1047,100,3,0
2461,90,1046,100,3,0
2462,90,1063,100,3,0
2463,90,1065,100,3,0
2464,90,1064,100,3,0
2465,90,1082,100,3,0
2466,90,1080,100,3,0
2467,90,1079,100,3,0
2468,90,1078,100,3,0
2469,90,1081,100,3,0
2470,90,1083,100,3,0
2471,91,1039,100,4,0
2472,91,1038,100,4,0
2473,91,1042,100,4,0
2474,91,1041,100,4,0
2475,91,1040,100,4,0
2476,91,1043,100,4,0
2477,91,1057,100,4,0
2478,91,1059,100,4,0
2479,91,1054,100,4,0
2480,91,1062,100,4,0
2481,91,1058,100,4,0
2482,91,1060,100,4,0
2483,91,1061,100,4,0
2484,91,1055,100,4,0
2485,91,1056,100,4,0
2486,91,1087,100,0,0
2487,91,1086,100,0,0
2488,91,1090,100,0,0
2489,91,1091,100,0,0
2490,91,1085,100,0,0
2491,91,1093,100,0,0
2492,91,1094,100,0,0
2493,91,1096,100,0,0
2494,91,1095,100,0,0
2495,91,1098,100,0,0
2496,91,1092,100,0,0
2497,91,1097,100,0,0
2498,91,1268,100,0,0
2499,91,1084,100,0,0
2500,91,1048,100,4,0
2501,91,1050,100,4,0
2502,91,1045,100,4,0
2503,91,1053,100,4,0
2504,91,1049,100,4,0
2505,91,1051,100,4,0
2506,91,1052,100,4,0
2507,91,1047,100,4,0
2508,91,1046,100,4,0
2509,91,1082,100,4,0
2510,91,1080,100,4,0
2511,91,1079,100,4,0
2512,91,1078,100,4,0
2513,91,1081,100,4,0
2514,91,1083,100,4,0
2515,80,905,100,2,0
2516,80,904,100,2,0
2517,80,903,100,2,0
2518,80,902,100,2,0
2519,80,901,100,2,0
2520,80,900,100,2,0
2521,80,899,100,2,0
2522,80,898,100,2,0
2523,80,897,100,2,0
2524,80,896,100,2,0
2525,80,895,100,2,0
2526,80,894,100,2,0
2527,80,893,100,2,0
2528,80,892,100,2,0
2529,80,891,100,2,0
2530,80,890,100,2,0
2531,80,912,100,2,0
2532,80,943,100,2,0
2533,80,888,100,2,0
2534,80,889,100,2,0
2535,80,922,100,2,0
2536,80,924,100,2,0
2537,80,926,100,2,0
2538,80,928,100,2,0
2539,80,930,100,2,0
2540,80,932,100,2,0
2541,80,934,100,2,0
2542,80,936,100,2,0
2543,80,938,100,2,0
2544,80,916,100,2,0
2545,80,917,100,2,0
2546,80,918,100,2,0
2547,80,919,100,2,0
2548,80,920,100,2,0
2550,80,939,100,2,0
2551,81,914,100,3,0
2552,81,906,100,3,0
2553,81,908,100,3,0
2554,81,907,100,3,0
2555,81,839,100,3,0
2556,81,838,100,3,0
2557,81,844,100,3,0
2558,81,840,100,3,0
2559,81,843,100,3,0
2560,81,841,100,3,0
2561,81,842,100,3,0
2562,81,845,100,3,0
2563,81,905,100,3,0
2564,81,904,100,3,0
2565,81,903,100,3,0
2566,81,902,100,3,0
2567,81,901,100,3,0
2568,81,900,100,3,0
2569,81,899,100,3,0
2570,81,898,100,3,0
2571,81,913,100,3,0
2572,81,872,100,3,0
2573,81,873,100,3,0
2574,81,874,100,3,0
2575,81,875,100,3,0
2576,81,876,100,3,0
2577,81,877,100,3,0
2578,81,878,100,3,0
2579,81,879,100,3,0
2580,81,915,100,3,0
2581,81,909,100,3,0
2582,81,910,100,3,0
2583,81,911,100,3,0
2584,81,846,100,3,0
2585,81,847,100,3,0
2586,81,852,100,3,0
2587,81,848,100,3,0
2588,81,851,100,3,0
2589,81,849,100,3,0
2590,81,850,100,3,0
2591,81,853,100,3,0
2592,81,897,100,3,0
2593,81,896,100,3,0
2594,81,895,100,3,0
2595,81,894,100,3,0
2596,81,893,100,3,0
2597,81,892,100,3,0
2598,81,891,100,3,0
2599,81,890,100,3,0
2600,81,912,100,3,0
2601,81,880,100,3,0
2602,81,881,100,3,0
2603,81,882,100,3,0
2604,81,883,100,3,0
2605,81,884,100,3,0
2606,81,885,100,3,0
2607,81,886,100,3,0
2608,81,887,100,3,0
2609,81,940,100,3,0
2610,81,941,100,3,0
2611,81,942,100,3,0
2612,81,943,100,3,0
2613,81,888,100,3,0
2614,81,889,100,3,0
2615,81,922,100,3,0
2616,81,923,100,3,0
2617,81,924,100,3,0
2618,81,925,100,3,0
2619,81,926,100,3,0
2620,81,927,100,3,0
2621,81,928,100,3,0
2622,81,929,100,3,0
2623,81,930,100,3,0
2624,81,931,100,3,0
2625,81,932,100,3,0
2626,81,933,100,3,0
2627,81,934,100,3,0
2628,81,935,100,3,0
2629,81,936,100,3,0
2630,81,937,100,3,0
2631,81,938,100,3,0
2632,81,916,100,3,0
2633,81,917,100,3,0
2634,81,918,100,3,0
2635,81,919,100,3,0
2636,81,920,100,3,0
2638,81,939,100,3,0
2641,94,741,1,1,0
