ID,Body_lang
573,"Hey $p,

I was just trying to wake up Rury when your letter came.

Hours of my shouting at him couldn't get him to budge, but the moment he heard you'd wrote us a letter, he perked right up. Figures, heh.

Anyway, we all like the plan you're thinking of for the next Ember Court. Sounds like it'll be a blast!

We're going to get an invitation, I assume. It wouldn't be right to tease us with the details and then not ask us to come... right?

Right?!

Waiting for that invitation,
Choofa and the gang"
574,"I gotta make this one quick, $p.

I can't go into all the details, but let's just say that I MIGHT have squirreled away some leftover fireworks from the last few Ember Courts. And I MIGHT have decided to use them to scare the walnuts outta Lady Moonberry.

Now I'm on the run. Lady Moonberry swore to get me back real good, and she doesn't do halfway when it comes to pranks!

I'm hoping she thinks Rury did it. He'll be easy to catch!

Send more fireworks!
Choofa-on-the-run"
575,"Hey buddy!

I gotta say, your letter made me even more excited for the next Ember Court. My hype level is cranked to eleven!

So when's it gonna happen? Slanknen won't stop asking me about it, and Awool's giving me his go-to grumpy stare from across the grove.

To be honest, the stare is probably my fault, but Slanknen's curiosity isn't! You gotta give me some details to share with him.

Or better yet, swing by Tirna Vaal and bring us our invitation in person!

It'd be fun to see you.

Keep partying,
Choofa"
576,"$p,

Not sure how long ago your letter arrived. Hopefully recent.

Found it under a pile of ingots. It was covered in grease.

Only fourteen words were still legible, and none of them in direct sequence.

I assume you included some new curio in the package. In which case, I'm certain I've already found it, disassembled it, and reassembled it at least once already.

It was no doubt illuminating.

Your friend,
Mikanikos"
577,"$p,

I seem to have forgotten where I was going or why I was going there. It was likely important.

I found your letter in my bag. Perhaps you know what I was doing?

If it helps, I appear to be near a large tree and... that's it.

Please send instructions.

Your friend,
Mikanikos"
578,"$p,

Great letter. Diagrams of relics and technology you have encountered recently on your travels are very appreciated.

I will memorize them before distributing them to the forgehands for further study and experimentation.

If I am not mistaken, one of the designs you sent will make a powerful new hat for Bron.

Will try soon.

Your friend,
Mikanikos

P.S. Bron says hello."
579,"To $p,

You must warn me before opening your letters with amusing anecdotes. I nearly cracked a smile in front of the other polemarches.

That said, you are correct. It was quite entertaining when Theotar did that... thing at the Ember Court. You have some wild friends, $p.

I am glad to count myself among them.

By the grace of the Archon,
Polemarch Adrestes

<There is a small disclaimer stamped at the bottom of the letter.>
This letter is and all of its contents are the sole property of the Archon."
580,"To $p,

Thank you for obtaining permission from General Draven to send me a thorough copy of the Stone Legion's military regulations and procedures.

It was both an enlightening and rewarding book to read during my off-duty hours.

I look forward to discussing it further with the general and the other military leaders at your next Ember Court.

Until then,
Polemarch Adrestes

<There is a small disclaimer stamped at the bottom of the letter.>
This letter is and all of its contents are the sole property of the Archon."
581,"To $p,

Thank you for your letter. I sat on the edge of Hero's Rest, overlooking Purity's Pinnacle in the distance, as I read it.

It was a valuable reminder of the victories we are winning across all of the Shadowlands. 

We will restore things to their proper order--even here, as the Forsworn assault our temples and attempt to sabotage us from within.

We will prevail. We must.

In honor,
Polemarch Adrestes

<There is a small disclaimer stamped at the bottom of the letter.>
This letter is and all of its contents are the sole property of the Archon."
582,"$p,

Thank you for letter.

It was very long.

Please be more concise next time.

Efficiency essential to all of life's endeavors.

Sika"
583,"$p,

Sika happy to hear that you are busy. Very good.

Sika also busy. Very good.

Come to Sika's workshop soon and we stop being busy. We just be friends.

Sika"
584,"$p,

Your story in letter is good. Sika read it to all aspirants who come ask for help.

All must hear good story of Sika's best friend.

You are story hero now. Come tell story in person soon.

Sika"
585,"My friend,

It was good to hear from you. I wrote back as soon as I was able, and I hope you will do the same.

I love reading the stories of your adventures, particularly when you journey with others united in purpose.

Tell me, $p, what is the most inspiring moment of sacrifice and bravery you have witnessed from a comrade in battle?

I could use a little extra inspiration today.

Your friend,
Pelagos"
586,"My friend,

I am uncertain if you intended to convey a sense of sadness in your previous letter--perhaps I have misread it.

Either way, I would like to offer you a word of encouragement.

You have made tremendous progress in uniting the Shadowlands behind your Prince.

The heroes of our realms rally behind your banner as you charge ahead into the unknown.

The villains of our realms cower at the mere mention of your name.

And I am proud to call you my friend.

Sincerely,
Pelagos

P.S. Kleia wants you to know that she's proud of you too!"
587,"Dear $p,

I have wrestled the quill and parchment away from Pelagos so that I may be the one to write to you for once.

I am currently writing this note while flying in the air above him. He is making quite the scene down there trying to convince me to come down.

It is not my proudest moment, but it seemed the only way to ensure that I got to write to you for once.

And now that I have... I can't quite think of what to write...

I hope you're doing well. Come see us soon.

Sincerely,
Kleia

P.S. If Pelagos asks what I wrote in this letter, tell him it was beautiful and inspiring!"
588,"$p!

I received your letter, but not the shipment of Revendreth-sourced slimes and oozes that I am certain was meant to accompany it.

My experiments cannot wait, so I will have to move forward without them.

Would you kindly send a dredger with the lost shipments as soon as possible?

If there's a dredger you've been hoping to get rid of, send that one. It's a win-win!

Thanks in advance,
Plague Deviser Marileth"
589,"$p,

I am afraid that Kevin intercepted your previous letter before I could read it. I see it bobbing around inside of his slime as I write this.

He seems reluctant to let me have it, and it's already mostly dissolved, so I'm going to let it go.

It has given me a tremendous new idea for an experimental slime, however...

Your teacher,
Plague Deviser Marileth

P.S. Kevin looks happier now. It must've been a very kind letter."
590,"No time for pleasantries!

We have a crisis at the House of Plagues! (Well, another crisis...)

Kevin caused it, of course. His constant flaunting of hats and showboating of balancing skills has sent the nearby colossal goos into a rampage!

They're stomping right toward us, no doubt to smash everything in sight! None of us will survive!

As my apprentice you must carry on my work and--

Wait, it appears they turned left. They're heading back out to the leaning tower. They're sitting down. Oh, that's nice.

False alarm. Carry on.

Your teacher,
Plague Deviser Marileth"
591,"Got your note, $p.

Appreciate the leads on new challengers for the Theater of Pain. Send 'em my way whenever they're ready.

I don't care who they are, where they come from, or where they're going.

If they can fight, I want 'em in my arena.

Speaking of which, when are you going to come fight again? The fights today have put half the spectators to sleep.

--Grandmaster Vole"
592,"Keep sending stories like the one in your last letter, and you'll be an even bigger legend around here.

Overseer Kalvaros has been barking out the story of your battle to rile up the fans waiting below.

You should've heard the cheer when he got to the part with your killing blow. Ha!

Finish up whatever you're doing and then get over here to fight. The crowd's already chanting your name!

--Grandmaster Vole"
593,"Look, $p, I'm glad you're doing whatever it is you're doing out there across the Shadowlands, but you've got to get back here to the Theater of Pain.

Mistress Dyrax just cleared the entire floor of challengers with five arms tied behind her back. It was incredible!

I had Au'larrynar bring in some Azerothian refreshments for you. Rencissa smashed them all because you took so long, but ol' Marcel Mullby's still got plenty of lukewarm tauralus milk.

You like that stuff, right? Makes your bones strong!

--Grandmaster Vole"
594,"To $p,

Thank you for sending a report of your recent military endeavors. I know that you are not required to do so, but appreciate your efforts to keep me in the loop as situations develop across the Shadowlands.

When you have time, I am interested in discussing your unusual tactics in the battle described in your letter.

Strange they may seem, but effective nonetheless. I would like to learn from them.

For Maldraxxus,
Alexandros Mograine"
595,"To $p,

As requested: a status report for the Bleak Redoubt.

The Undying Army's position here remains strong.

Bladeguards hold the north gate and walls, while our summoners work to pull in a powerful ally.

The western entrance is our weak spot, but the soldiers there are not giving up. We should be able to hold it.

Stitchmaster Rathan is investigating the possibility of establishing a new stitchyard nearby to further fortify our position.

For Maldraxxus,
Alexandros Mograine"
596,"To $p,

Your recent letter was a welcome surprise. I have been thinking back to my time on Azeroth more frequently since your arrival. I am sure much has changed, but I wonder what remains the same.

I look forward to discussing Azeroth further with you when our campaign is done. I may have a story or two to tell that you'd be interested in.

Your friend and comrade in arms,
Alexandros Mograine"
597,"Dear $p,

I do so enjoy our correspondence. However, you should know better than to ask after such sensitive information through an unsecured mailing system such as this.

If you need answers to those questions immediately, I shall send Khaliiq to deliver them to you in person.

A better alternative, however, would simply be for you to come visit me at the Renounced Bastille.

I much prefer face-to-face interactions.

Always watching,
Baroness Vashj"
598,"Dear $p,

Thank you for passing along that intriguing bit of intelligence in your last letter. Mekkar has filed it away in our records. I have no doubt that it will prove quite useful one day.

Allow me to return the favor. Anzio The Infallible at the Theater of Pain is anything but his namesake.

In fact, I have heard that he is no longer allowed onto the arena floor because of his frequent errors in battle. Banned by Grandmaster Vole himself.

Interesting, no?

Always watching,
Baroness Vashj"
599,"My little $p,

You need not waste your time detailing your activities in Maldraxxus. Although I appreciate the thoroughness of your recent letter, you may rest assured that if it happened in Maldraxxus, I am already aware of it.

Still, it is quite endearing that are you so willing to be open with me about your activities. I suppose we are friends now, are we not?

Well, it appears that is one thing happening in Maldraxxus that I did not foresee.

Always watching,
Baroness Vashj"
601,"I do hope you did not think I died within Zereth Mortis. I would apologize, but what is a fake death between working partners?

My plans went off without a ""hitch"" as you mortals say.

Thanks to your help, I was able to create a device in Zereth Mortis that allows me to travel the cosmos.

I am no longer bound to the Maw, and now Cartel Ve will believe I am dead. 

There is an entire existence for me to explore with plenty of opportunities. In fact, I met someone named Xolartios who has offered to serve as my guide.

I am sure we will meet again when I have need of a reliable asset.

Regards,
Ve'nari"
602,"Hello, $n!

It's been a little while since you helped out in the garden, so I thought I'd let you know how my Lifecalling was going.

It's hard but satisfying work, and the plants are all doing well! I'm growing a new type of dragonflower that the fireflies seem to really love.  Keshki is pleased about that of course.

The animals continue to sing thanks in no small part to you! You're always welcome to come sit by the pond and listen--and sample the harvest too!

Don't forget to stop and smell the roses,
Garden Warden Akora"
603,"Hello $n, it's Lasztak.

I wanted to say thank you again for helping us with our bee problem at the Life Pools nursery. The children have been asking about you, but... I think they think you're a magic bee minder of some sort.

Unfortunately, this has become some of game for them, and the whelps have started chasing the remaining bees around since they saw you do it, which is... troublesome. But that's not your fault in the slightest.

You brought them a lot of joy, and that brings ME joy, so please come back anytime.

Sincerely,
Whelptender Lasztak"
604,"Howdy, $n!

I wanted to thank you again for helping me save the hornstriders from those elementals. My first calling got off to a rocky start, but now I've got a jar full of salve and plenty of hornstrider chicks to tend to!

All these little droplets keep coming down from the top of the spring. Maybe one day you can stop these troublemakers at their source! I look forward to seeing you when that time comes.

Happy Trails and Tails,
Dazakros, Caretaker of Hornstriders"
605,"Hi, $n. How's it going?

I hope you're travels have led you to help more people and do more great things! The frogs are doing really well since you helped them. We got the Hornswogs to behave in Hornswog Hollow, and now there's always frogs hopping back and forth from the hollow to the pools. The exercise is really good for them.

If you want to stop by and say hello to the frogs, or to Akora and me, it's always good to see you. Otherwise, I hope your adventures are going well.

See You Around,
Frogminder Keshki

P.S. The frogs say hi! Well, they say ribbit, but that means hi!"
606,"Heya pal! The name's Mizzen, and I hear you're pretty good at findin' stuff.

See, I've been playin' this new game called Warcraft Rumble but I'm fresh outta coins.

How about we meet up and I'll tell you where to find some?"
607,"$n! I've made a breakthrough with tha Winterpelt dialect. Ya helped get tha ball rollin' on this, so I felt like I ought ta keep ya apprised of the situation.

Meet me in Theron's Watch in the Azure Span and I'll tell ya all about it.

 - Sonova Snowden"
608,"Hello, $n. I've been thinking about your last visit. I thought you might know where Kalecgos is, given your friendship with him. He is difficult to locate nowadays.

You, on the other hand! Why, any messenger knows of your name by now. Next time we meet, I'd like to hear more about your worldly adventures.

Whenever you feel the time is right, could you please give this letter to Kalecgos? I hope to see you both soon again.

 - Kirygosa"
610,"$n,

Maiev told me of her mission's success--and your aid.

Never forget, you are more than a defender. Your presence serves as an inspiration to those around you, bringing our people together. It is this that marks you as the most honored of Elune. And it is for this that you will always be treasured.

Maiev is right. We cannot stand forever in the traditions of old. We must continue to evolve, as the world evolves around us.

To that end, she recommended Lysander as a potential recruit for the Sentinels. I am reaching out to him to offer the position myself. If our Warden sees such promise in him, he must be someone special. 

After all, she saw the same promise in you.

Rest well, Ama'shan.

Tyrande Whisperwind"
611,"$n,

Maiev told me of her mission's success--and your aid.

The arcane may have once been feared, but you have shown that it can be wielded with skill and care. 

Your presence serves as an inspiration to those around you, bringing our people together. It is this that marks you as the most honored of Elune. And it is for this that you will always be treasured.

Maiev is right. We must continue to evolve, as the world evolves around us.

To that end, she recommended Lysander as a potential recruit for the Sentinels. I am reaching out to him to offer the position myself. If our Warden sees such promise in him, he must be someone special. 

After all, she saw the same promise in you.

Rest well, Ama'shan.

Tyrande Whisperwind"
617,"Dear $n,

Thank you for your generous contribution to the Artisan's Consortium.

Please find attached a small token of our gratitude.

- Aisha, Founder of the Artisan's Consortium"
618,"Dear $n,

Thank you so much for your extremely generous contribution to the Artisan's Consortium! We greatly appreciate your support.

Please find attached a token of our gratitude.

- Aisha, Founder of the Artisan's Consortium"
619,"Hearthstone's been played for ten years, can you believe it?

I'm hosting Hearthstone games -- Come join us!"
620,We recovered a lost item in the twisting nether and noted that it was yours.$B$BPlease find said object enclosed.
621,We recovered a lost item in the twisting nether and noted that it was yours.$B$BPlease find said object enclosed.
622,We recovered a lost item in the twisting nether and noted that it was yours.$B$BPlease find said object enclosed.
625,We recovered a lost item in the twisting nether and noted that it was yours.$B$BPlease find said object enclosed.
627,We recovered a lost item in the Twisting Nether and noted that it was yours.$B$BPlease find said object enclosed.
628,"We have recovered something you obtained while serving as a Timerunner that may persist without disrupting the timeline. You will find your property enclosed.

Until next we meet.

   - Moratari"
629,"Hey $n, some friends and I have teamed up to form a Warband and are working on something that should make cooperation so much easier, even when we're apart!

We just need a little help with this last step.

Come find us in Gadgetzan when you get a moment!"
630,"Kiryn likes bandit friend, but Riko thinks he smells like ikkin' dook.

Maybe you borrow furry-friend on your adventures sometimes. Get smell away from Riko. Bring him back before Kiryn notices or wikket will get grooked in the dooker."
631,"Hii, $p! Saw that you just moved in and wanted to welcome you to the neighborhood ^_^

Here's a little something I made ;p

p.s. I think I saw Meerah walking into town this morning. If you're reading this today, she may still be here!"
632,"Hearthstone's been played for ten years, can you believe it?

I'm hosting Hearthstone games -- Come join us!"
634,Ahoy there! A star member of my crew wanted to make sure this got to you.
635,"Hello, fight fans. The world's meanest villains are teamed up and back for revenge! 

Meet me in Dornogal. Join the fun!

-Vinnie Sweets"
636,We recovered a lost item in the twisting nether and noted that it was yours.$B$BPlease find said object enclosed.
641,"Greetings,

We were able to provide the restoration you requested. If you need any further assistance with this issue, please don't hesitate to contact us at https://blizzard.com/support with your request.

We are happy to be able to provide your restoration, however, please keep in mind that each player is granted a limited number of restorations for virtual property. We understand that accidents can happen, and will assist when we can, but we encourage players to exercise caution to avoid future need of restorations and Game Master assistance. While restoration cannot be guaranteed, and the decision to reimburse is entirely at Blizzard's discretion, we will make every effort to verify losses and provide restoration when players request assistance.

For further information please check our Character and Item Restoration Policy at https://battle.net/support/article/34576

Thank you for your time, and we hope you continue to enjoy your experience in World of Warcraft!"
645,"<An almost illegible handwriting messily fills the page, some of which is written over itself. Wax and ink blots dot the tattered page.> 

Hello Big-Tall! It me, Skibbles! Nice kobold here help write letter to you. Me hope you find it! 

Me been training hard, just like me promise. Training with Brown Table knights! Me even squire now! 

Nice Candlelighters say Skibbles too young to train with them yet, but they say when Skibbles bigger maybe me be Candlelighter too! 

Skibbles train hard every day and think of you, Big-Tall! Me hope you happy too!

<An incredibly messy ink blot covers the bottom of the page and appears to be in the shape of a heart and a small handprint.>"
646,"Hello, $n!

I hope this letter finds you. I'm not really sure how, but the Widow says it will, so I believe her. 

I've been working with Linny at the Weaver's Lair and I've learned a whole bunch! I even got to help Linny with some translations. Did you know they use smells to carry information? Isn't that cool?!

Anyway, I wanted to thank you for everything. Silksinger Tvkass says I am improving, but weaving is really hard. I did find some kej on the ground after making this though--maybe it's lucky! 

I hope our threads cross again soon!
(That's nerubian for goodbye!)

Destien"
647,"<Messy handwriting is barely legible on the coffee-stained piece of paper with an official-looking C.C.C. emblem stamped in the bottom corner.> 

Heya $n, 

Threadis has been bugging me (ha!) to write ya! They made something for you and wanted me to send it your way. 

They've been doing great, by the way. I can't tell you how many uses we've found for their silk, and we discover more every day! 

They're getting along great with the other students--most of them have taken it upon themselves to teach Threadis how to write in common. Threadis is a quick learner, so I wouldn't be surprised if they write the next letter themself! 

Anyway, if you're ever in Undermine, don't be a stranger! I'm sure Threadis would love to see ya. 

Professor Neltik"
648,"Hey $n! 
 
How are you? I'm doing great! I've been learning a TON since the last time I saw you. Did you know the stormrooks get extra staticky when they're mad? They ruffle up their feathers and everything! 

Staying up in Dornogal has been awesome! The Stormriders and rooks have taught me a lot about how to care for different kinds of animals. I think I want to work with animals more when I grow up! Especially ones like the stormrooks and the ramolith. 

Anyway, I found this super cool feather and it reminded me of you! I hope you're out there kicking monster butt! 

Kitzy"
649,TBD
