ID,ChrCustomizationOptionID,ChrCustomizationChoiceID,CreatureDisplayInfoExtraID
652151,120,17983,13657
652152,121,18000,13657
652153,122,18013,13657
652154,123,18017,13657
652155,119,17965,13658
652156,120,17988,13658
652157,121,17998,13658
652158,122,18009,13658
652159,123,18022,13658
652160,119,17963,13668
652161,120,17986,13668
652162,121,17996,13668
652163,122,18009,13668
652164,123,18017,13668
652165,119,17966,13669
652166,120,17987,13669
652167,121,17992,13669
652168,122,18010,13669
652169,123,18017,13669
652170,119,17965,13672
652171,120,17980,13672
652172,121,17992,13672
652173,122,18009,13672
652174,123,18017,13672
652175,119,17966,13673
652176,120,17982,13673
652177,121,17998,13673
652178,122,18007,13673
652179,123,18020,13673
652180,119,17965,13705
652181,120,17980,13705
652182,121,18000,13705
652183,122,18005,13705
652184,123,18014,13705
652185,119,17967,13721
652186,120,17985,13721
652187,121,17991,13721
652188,122,18013,13721
652189,123,18018,13721
652190,119,17967,13722
652191,120,17983,13722
652192,121,17996,13722
652193,122,18005,13722
652194,123,18019,13722
652195,119,17966,13725
652196,120,17980,13725
652197,121,17996,13725
652198,122,18010,13725
652199,123,18014,13725
652200,119,17970,13732
652201,120,17988,13732
652202,121,18000,13732
652203,122,18013,13732
652204,123,18019,13732
652205,119,17976,13735
652206,120,17979,13735
652207,121,17989,13735
652208,122,18004,13735
652209,123,56124,13735
652210,119,17977,13753
652211,120,17979,13753
652212,121,17989,13753
652213,122,18004,13753
652214,123,56126,13753
652215,119,17974,13756
652216,120,17979,13756
652217,121,17991,13756
652218,122,18008,13756
652219,123,56130,13756
652220,119,17973,13761
652221,120,17979,13761
652222,121,17995,13761
652223,122,18010,13761
652224,123,56128,13761
652225,119,17975,13762
652226,120,17979,13762
652227,121,18002,13762
652228,122,18011,13762
652229,123,56133,13762
652230,119,17976,13763
652231,120,17979,13763
652232,121,17992,13763
652233,122,18005,13763
652234,123,56127,13763
652235,119,17974,13764
652236,120,17979,13764
652237,121,17994,13764
652238,122,18007,13764
652239,123,56129,13764
652240,119,17977,13765
652241,120,17979,13765
652242,121,18000,13765
652243,122,18008,13765
652244,123,56129,13765
652245,119,17976,13771
652246,120,17979,13771
652247,121,17996,13771
652248,122,18008,13771
652249,123,56126,13771
652250,119,17975,13777
652251,120,17979,13777
652252,121,17995,13777
652253,122,18011,13777
652254,123,56127,13777
652255,119,17977,13780
652256,120,17979,13780
652257,121,17998,13780
652258,122,18005,13780
652259,123,56126,13780
652260,119,17974,13783
652261,120,17979,13783
652262,121,17989,13783
652263,122,18004,13783
652264,123,56124,13783
652265,119,17974,13785
652266,120,17979,13785
652267,121,17998,13785
652268,122,18004,13785
652269,123,56124,13785
652270,119,17976,13788
652271,120,17979,13788
652272,121,17990,13788
652273,122,18004,13788
652274,123,56130,13788
652275,119,17974,13792
652276,120,17979,13792
652277,121,17995,13792
652278,122,18011,13792
652279,123,56126,13792
652280,119,17973,13793
652281,120,17979,13793
652282,121,17989,13793
652283,122,18011,13793
652284,123,56128,13793
652285,119,17975,13794
652286,120,17979,13794
652287,121,17995,13794
652288,122,18008,13794
652289,123,56124,13794
652290,119,17976,13796
652291,120,17979,13796
652292,121,17994,13796
652293,122,18008,13796
652294,123,56124,13796
652295,119,17965,13798
652296,120,17984,13798
652297,121,18001,13798
652298,122,18006,13798
652299,123,18014,13798
652300,119,17970,13799
652301,120,17981,13799
652302,121,17996,13799
652303,122,18006,13799
652304,123,18014,13799
652305,119,17965,13816
652306,120,17984,13816
652307,121,17995,13816
652308,122,18012,13816
652309,123,18015,13816
652310,119,17976,13819
652311,120,17979,13819
652312,121,17995,13819
652313,122,18007,13819
652314,123,56126,13819
652315,119,17963,13826
652316,120,17979,13826
652317,121,17989,13826
652318,122,18004,13826
652319,123,18014,13826
652320,119,17964,13827
652321,120,17980,13827
652322,121,17990,13827
652323,122,18005,13827
652324,123,18015,13827
652325,119,17967,13875
652326,120,17988,13875
652327,121,17992,13875
652328,122,18012,13875
652329,123,18017,13875
652330,119,17963,13879
652331,120,17980,13879
652332,121,18000,13879
652333,122,18005,13879
652334,123,18014,13879
652335,119,17966,13893
652336,120,17988,13893
652337,121,17998,13893
652338,122,18012,13893
652339,123,18014,13893
652340,119,17973,13943
652341,120,17980,13943
652342,121,18001,13943
652343,122,18008,13943
652344,123,56124,13943
652345,119,17965,13948
652346,120,17981,13948
652347,121,18000,13948
652348,122,18011,13948
652349,123,18022,13948
652350,119,17966,13972
652351,120,17983,13972
652352,121,18000,13972
652353,122,18012,13972
652354,123,18017,13972
652355,119,17976,13974
652356,120,17979,13974
652357,121,17999,13974
652358,122,18005,13974
652359,123,56128,13974
652360,119,17963,13988
652361,120,17979,13988
652362,121,17989,13988
652363,122,18004,13988
652364,123,18014,13988
652365,119,17967,14004
652366,120,17988,14004
652367,121,18000,14004
652368,122,18012,14004
652369,123,18014,14004
652370,119,17966,14006
652371,120,17984,14006
652372,121,17995,14006
652373,122,18008,14006
652374,123,18021,14006
652375,119,17966,14011
652376,120,17982,14011
652377,121,17994,14011
652378,122,18009,14011
652379,123,18016,14011
652380,119,17965,14012
652381,120,17982,14012
652382,121,17990,14012
652383,122,18012,14012
652384,123,18017,14012
652385,119,17966,14016
652386,120,17984,14016
652387,121,18001,14016
652388,122,18013,14016
652389,123,18016,14016
652390,119,17968,14017
652391,120,17984,14017
652392,121,18002,14017
652393,122,18011,14017
652394,123,18016,14017
652395,119,17965,14020
652396,120,17987,14020
652397,121,17999,14020
652398,122,18006,14020
652399,123,18017,14020
652400,119,17967,14021
652401,120,17988,14021
652402,121,17999,14021
652403,122,18006,14021
652404,123,18019,14021
652405,119,17964,14023
652406,120,17979,14023
652407,121,18000,14023
652408,122,18010,14023
652409,123,18014,14023
652410,119,17965,14024
652411,120,17981,14024
652412,121,17996,14024
652413,122,18006,14024
652414,123,18016,14024
652415,119,17977,14025
652416,120,17987,14025
652417,121,17990,14025
652418,122,18005,14025
652419,123,56125,14025
652420,119,17963,14028
652421,120,17984,14028
652422,121,18000,14028
652423,122,18004,14028
652424,123,18016,14028
652425,119,17967,14029
652426,120,17987,14029
652427,121,17994,14029
652428,122,18012,14029
652429,123,18017,14029
652430,119,17963,14137
652431,120,17979,14137
652432,121,17989,14137
652433,122,18004,14137
652434,123,18014,14137
652435,119,17965,14170
652436,120,17980,14170
652437,121,17994,14170
652438,122,18009,14170
652439,123,18015,14170
652440,119,17966,14184
652441,120,17982,14184
652442,121,17992,14184
652443,122,18006,14184
652444,123,18017,14184
652445,119,17971,14187
652446,120,17987,14187
652447,121,17993,14187
652448,122,18012,14187
652449,123,18022,14187
652450,119,17963,14203
652451,120,17979,14203
652452,121,17989,14203
652453,122,18004,14203
652454,123,18014,14203
652455,119,17964,14205
652456,120,17981,14205
652457,121,17992,14205
652458,122,18007,14205
652459,123,18016,14205
652460,119,17965,14221
652461,120,17979,14221
652462,121,17994,14221
652463,122,18006,14221
652464,123,18020,14221
652465,119,17969,14222
652466,120,17987,14222
652467,121,17996,14222
652468,122,18008,14222
652469,123,18022,14222
652470,119,17965,14223
652471,120,17982,14223
652472,121,18000,14223
652473,122,18006,14223
652474,123,18014,14223
652475,119,17966,14226
652476,120,17982,14226
652477,121,17991,14226
652478,122,18009,14226
652479,123,18019,14226
652480,119,17969,14227
652481,120,17980,14227
652482,121,17993,14227
652483,122,18006,14227
652484,123,18022,14227
652485,119,17969,14230
652486,120,17985,14230
652487,121,17989,14230
652488,122,18004,14230
652489,123,18019,14230
652490,119,17972,14231
652491,120,17987,14231
652492,121,17996,14231
652493,122,18009,14231
652494,123,18015,14231
652495,119,17965,14234
652496,120,17988,14234
652497,121,17995,14234
652498,122,18012,14234
652499,123,18017,14234
652500,119,17969,14235
652501,120,17988,14235
652502,121,17997,14235
652503,122,18006,14235
652504,123,18014,14235
652505,119,17963,14238
652506,120,17981,14238
652507,121,17993,14238
652508,122,18004,14238
652509,123,18016,14238
652510,119,17970,14239
652511,120,17979,14239
652512,121,17989,14239
652513,122,18004,14239
652514,123,18014,14239
652515,119,17966,14256
652516,120,17982,14256
652517,121,17995,14256
652518,122,18012,14256
652519,123,18019,14256
652520,119,17963,14300
652521,120,17979,14300
652522,121,17989,14300
652523,122,18004,14300
652524,123,18014,14300
652525,119,17965,14333
652526,120,17979,14333
652527,121,17989,14333
652528,122,18004,14333
652529,123,18014,14333
652530,119,17975,14334
652531,120,17979,14334
652532,121,18000,14334
652533,122,18005,14334
652534,123,56124,14334
652535,119,17963,14336
652536,120,17981,14336
652537,121,18000,14336
652538,122,18006,14336
652539,123,18014,14336
652540,119,17971,14338
652541,120,17983,14338
652542,121,18000,14338
652543,122,18012,14338
652544,123,18023,14338
652545,119,17963,14339
652546,120,17983,14339
652547,121,18002,14339
652548,122,18006,14339
652549,123,18018,14339
652550,119,17974,14341
652551,120,17979,14341
652552,121,17994,14341
652553,122,18004,14341
652554,123,56127,14341
652555,119,17965,14342
652556,120,17982,14342
652557,121,17994,14342
652558,122,18011,14342
652559,123,18016,14342
652560,119,17965,14346
652561,120,17979,14346
652562,121,18000,14346
652563,122,18008,14346
652564,123,18022,14346
652565,119,17965,14385
652566,120,17985,14385
652567,121,18000,14385
652568,122,18012,14385
652569,123,18017,14385
652570,119,17963,14403
652571,120,17988,14403
652572,121,17989,14403
652573,122,18004,14403
652574,123,18024,14403
652575,119,17965,14434
652576,120,17988,14434
652577,121,18002,14434
652578,122,18006,14434
652579,123,18021,14434
652580,119,17964,14438
652581,120,17979,14438
652582,121,17999,14438
652583,122,18007,14438
652584,123,18015,14438
652585,119,17964,14442
652586,120,17980,14442
652587,121,17999,14442
652588,122,18010,14442
652589,123,18014,14442
652590,119,17964,14460
652591,120,17986,14460
652592,121,17991,14460
652593,122,18010,14460
652594,123,18020,14460
652595,119,17965,14461
652596,120,17981,14461
652597,121,18000,14461
652598,122,18012,14461
652599,123,18014,14461
652600,119,17963,14463
652601,120,17981,14463
652602,121,17996,14463
652603,122,18004,14463
652604,123,18015,14463
652605,119,17964,14476
652606,120,17987,14476
652607,121,18002,14476
652608,122,18012,14476
652609,123,18014,14476
652610,119,17969,14477
652611,120,17985,14477
652612,121,17997,14477
652613,122,18008,14477
652614,123,18015,14477
652615,119,17966,14527
652616,120,17984,14527
652617,121,17993,14527
652618,122,18006,14527
652619,123,18018,14527
652620,119,17964,14529
652621,120,17985,14529
652622,121,17994,14529
652623,122,18008,14529
652624,123,18017,14529
652625,119,17968,14530
652626,120,17982,14530
652627,121,17995,14530
652628,122,18004,14530
652629,123,18015,14530
652630,119,17967,14531
652631,120,17984,14531
652632,121,17992,14531
652633,122,18012,14531
652634,123,18016,14531
652635,119,17972,14557
652636,120,17981,14557
652637,121,18000,14557
652638,122,18012,14557
652639,123,18019,14557
652640,119,17963,14566
652641,120,17988,14566
652642,121,18001,14566
652643,122,18005,14566
652644,123,18016,14566
652645,119,17963,14567
652646,120,17988,14567
652647,121,18001,14567
652648,122,18005,14567
652649,123,18016,14567
652650,119,17966,14590
652651,120,17979,14590
652652,121,18002,14590
652653,122,18013,14590
652654,123,18014,14590
652655,119,17973,14597
652656,120,17980,14597
652657,121,18002,14597
652658,122,18008,14597
652659,123,56124,14597
652660,119,17968,14599
652661,120,17980,14599
652662,121,17991,14599
652663,122,18005,14599
652664,123,18017,14599
652665,119,17971,14600
652666,120,17981,14600
652667,121,17994,14600
652668,122,18012,14600
652669,123,18018,14600
652670,119,17965,14613
652671,120,17980,14613
652672,121,17989,14613
652673,122,18004,14613
652674,123,18016,14613
652675,119,17966,14614
652676,120,17981,14614
652677,121,17993,14614
652678,122,18006,14614
652679,123,18017,14614
652680,119,17971,14615
652681,120,17985,14615
652682,121,17996,14615
652683,122,18012,14615
652684,123,18019,14615
652685,119,17964,14616
652686,120,17986,14616
652687,121,18000,14616
652688,122,18013,14616
652689,123,18020,14616
652690,119,17970,14641
652691,120,17981,14641
652692,121,17996,14641
652693,122,18013,14641
652694,123,18015,14641
652695,119,17972,14642
652696,120,17984,14642
652697,121,17999,14642
652698,122,18012,14642
652699,123,18017,14642
652700,119,17963,14649
652701,120,17979,14649
652702,121,17989,14649
652703,122,18004,14649
652704,123,18014,14649
652705,119,17970,14650
652706,120,17979,14650
652707,121,17992,14650
652708,122,18012,14650
652709,123,18014,14650
652710,119,17966,14653
652711,120,17979,14653
652712,121,17999,14653
652713,122,18005,14653
652714,123,18014,14653
652715,119,17967,14654
652716,120,17986,14654
652717,121,18000,14654
652718,122,18007,14654
652719,123,18019,14654
652720,119,17967,14725
652721,120,17980,14725
652722,121,17992,14725
652723,122,18007,14725
652724,123,18019,14725
652725,119,17973,14728
652726,120,17979,14728
652727,121,17996,14728
652728,122,18004,14728
652729,123,56124,14728
652730,119,17974,14784
652731,120,17979,14784
652732,121,18000,14784
652733,122,18011,14784
652734,123,56124,14784
652735,119,17963,14875
652736,120,17979,14875
652737,121,17989,14875
652738,122,18004,14875
652739,123,18014,14875
652740,119,17965,14876
652741,120,17986,14876
652742,121,17995,14876
652743,122,18008,14876
652744,123,18016,14876
652745,119,17965,15272
652746,120,17981,15272
652747,121,17994,15272
652748,122,18005,15272
652749,123,18017,15272
652750,119,17964,15293
652751,120,17987,15293
652752,121,17992,15293
652753,122,18010,15293
652754,123,18016,15293
652755,119,17965,15319
652756,120,17979,15319
652757,121,17992,15319
652758,122,18012,15319
652759,123,18016,15319
652760,119,17964,15403
652761,120,17980,15403
652762,121,17991,15403
652763,122,18007,15403
652764,123,18019,15403
652765,119,17963,15412
652766,120,17979,15412
652767,121,17989,15412
652768,122,18004,15412
652769,123,18014,15412
652770,119,17963,15442
652771,120,17986,15442
652772,121,17993,15442
652773,122,18012,15442
652774,123,18021,15442
652775,119,17963,15503
652776,120,17981,15503
652777,121,18000,15503
652778,122,18013,15503
652779,123,18014,15503
652780,119,17963,15524
652781,120,17979,15524
652782,121,17989,15524
652783,122,18004,15524
652784,123,18014,15524
652785,119,17963,15553
652786,120,17981,15553
652787,121,17994,15553
652788,122,18009,15553
652789,123,18022,15553
652790,119,17966,15554
652791,120,17984,15554
652792,121,17997,15554
652793,122,18012,15554
652794,123,18016,15554
652795,119,17963,15557
652796,120,17979,15557
652797,121,18000,15557
652798,122,18010,15557
652799,123,18014,15557
652800,119,17966,15562
652801,120,17982,15562
652802,121,18000,15562
652803,122,18007,15562
652804,123,18017,15562
652805,119,17966,15563
652806,120,17982,15563
652807,121,18000,15563
652808,122,18007,15563
652809,123,18017,15563
652810,119,17966,15564
652811,120,17982,15564
652812,121,18000,15564
652813,122,18007,15564
652814,123,18017,15564
652815,119,17966,15565
652816,120,17982,15565
652817,121,18000,15565
652818,122,18007,15565
652819,123,18017,15565
652820,119,17965,15576
652821,120,17980,15576
652822,121,17992,15576
652823,122,18012,15576
652824,123,18015,15576
652825,119,17963,15577
652826,120,17983,15577
652827,121,17996,15577
652828,122,18006,15577
652829,123,18022,15577
652830,119,17973,15580
652831,120,17981,15580
652832,121,17995,15580
652833,122,18012,15580
652834,123,18018,15580
652835,119,17977,15581
652836,120,17982,15581
652837,121,17999,15581
652838,122,18007,15581
652839,123,18020,15581
652840,119,17968,15584
652841,120,17985,15584
652842,121,17991,15584
652843,122,18004,15584
652844,123,18018,15584
652845,119,17970,15585
652846,120,17987,15585
652847,121,17993,15585
652848,122,18006,15585
652849,123,18020,15585
652850,119,17966,15596
652851,120,17982,15596
652852,121,17995,15596
652853,122,18008,15596
652854,123,18019,15596
652855,119,17971,15597
652856,120,17983,15597
652857,121,17997,15597
652858,122,18009,15597
652859,123,18020,15597
652860,119,17966,15600
652861,120,17985,15600
652862,121,17994,15600
652863,122,18012,15600
652864,123,18018,15600
652865,119,17972,15601
652866,120,17988,15601
652867,121,17997,15601
652868,122,18005,15601
652869,123,18021,15601
652870,119,17964,15604
652871,120,17987,15604
652872,121,18002,15604
652873,122,18012,15604
652874,123,18014,15604
652875,119,17965,15605
652876,120,17985,15605
652877,121,18001,15605
652878,122,18006,15605
652879,123,18014,15605
652880,119,17963,15608
652881,120,17979,15608
652882,121,17989,15608
652883,122,18004,15608
652884,123,18014,15608
652885,119,17965,15609
652886,120,17981,15609
652887,121,17991,15609
652888,122,18006,15609
652889,123,18015,15609
652890,119,17963,15617
652891,120,17983,15617
652892,121,17996,15617
652893,122,18013,15617
652894,123,18014,15617
652895,119,17963,15618
652896,120,17983,15618
652897,121,17996,15618
652898,122,18013,15618
652899,123,18014,15618
652900,119,17966,15632
652901,120,17979,15632
652902,121,18002,15632
652903,122,18006,15632
652904,123,18020,15632
652905,119,17972,15636
652906,120,17982,15636
652907,121,18000,15636
652908,122,18012,15636
652909,123,18021,15636
652910,119,17964,15647
652911,120,17980,15647
652912,121,17990,15647
652913,122,18005,15647
652914,123,18016,15647
652915,119,17963,15651
652916,120,17979,15651
652917,121,17989,15651
652918,122,18013,15651
652919,123,18024,15651
652920,119,17972,15652
652921,120,17988,15652
652922,121,18002,15652
652923,122,18004,15652
652924,123,18014,15652
652925,119,17966,15686
652926,120,17980,15686
652927,121,17995,15686
652928,122,18007,15686
652929,123,18015,15686
652930,119,17971,15688
652931,120,17984,15688
652932,121,17997,15688
652933,122,18012,15688
652934,123,18021,15688
652935,119,17971,15690
652936,120,17984,15690
652937,121,17997,15690
652938,122,18012,15690
652939,123,18021,15690
652940,119,17971,15691
652941,120,17984,15691
652942,121,17997,15691
652943,122,18012,15691
652944,123,18021,15691
652945,119,17971,15693
652946,120,17984,15693
652947,121,17997,15693
652948,122,18012,15693
652949,123,18021,15693
652950,119,17965,15718
652951,120,17983,15718
652952,121,18000,15718
652953,122,18013,15718
652954,123,18018,15718
652955,119,17969,15719
652956,120,17983,15719
652957,121,17999,15719
652958,122,18004,15719
652959,123,18017,15719
652960,119,17967,15720
652961,120,17986,15720
652962,121,17990,15720
652963,122,18012,15720
652964,123,18016,15720
652965,119,17972,15721
652966,120,17979,15721
652967,121,17989,15721
652968,122,18005,15721
652969,123,18014,15721
652970,119,17966,15741
652971,120,17979,15741
652972,121,18001,15741
652973,122,18011,15741
652974,123,18014,15741
652975,119,17963,15744
652976,120,17979,15744
652977,121,17989,15744
652978,122,18004,15744
652979,123,18014,15744
652980,119,17965,15753
652981,120,17979,15753
652982,121,17994,15753
652983,122,18005,15753
652984,123,18014,15753
652985,119,17966,15790
652986,120,17980,15790
652987,121,17989,15790
652988,122,18007,15790
652989,123,18014,15790
652990,119,17965,15847
652991,120,17981,15847
652992,121,17997,15847
652993,122,18004,15847
652994,123,18020,15847
652995,119,17967,15848
652996,120,17987,15848
652997,121,18001,15848
652998,122,18013,15848
652999,123,18022,15848
653000,119,17966,15850
653001,120,17983,15850
653002,121,17990,15850
653003,122,18013,15850
653004,123,18016,15850
653005,119,17964,15860
653006,120,17979,15860
653007,121,17992,15860
653008,122,18008,15860
653009,123,18014,15860
653010,119,17964,15861
653011,120,17982,15861
653012,121,17994,15861
653013,122,18009,15861
653014,123,18014,15861
653015,119,17969,15864
653016,120,17988,15864
653017,121,17995,15864
653018,122,18012,15864
653019,123,18017,15864
653020,119,17965,15865
653021,120,17983,15865
653022,121,18002,15865
653023,122,18004,15865
653024,123,18020,15865
653025,119,17964,15866
653026,120,17980,15866
653027,121,17996,15866
653028,122,18006,15866
653029,123,18016,15866
653030,119,17970,15867
653031,120,17985,15867
653032,121,18001,15867
653033,122,18008,15867
653034,123,18018,15867
653035,119,17964,15871
653036,120,17981,15871
653037,121,17998,15871
653038,122,18008,15871
653039,123,18017,15871
653040,119,17966,15872
653041,120,17987,15872
653042,121,18000,15872
653043,122,18004,15872
653044,123,18018,15872
653045,119,17967,15992
653046,120,17984,15992
653047,121,17998,15992
653048,122,18013,15992
653049,123,18019,15992
653050,119,17968,15994
653051,120,17984,15994
653052,121,17989,15994
653053,122,18005,15994
653054,123,18018,15994
653055,119,17963,16063
653056,120,17979,16063
653057,121,17995,16063
653058,122,18010,16063
653059,123,18017,16063
653060,119,17967,16099
653061,120,17981,16099
653062,121,17995,16099
653063,122,18005,16099
653064,123,18018,16099
653065,119,17969,16100
653066,120,17984,16100
653067,121,17998,16100
653068,122,18008,16100
653069,123,18020,16100
653070,119,17966,16103
653071,120,17984,16103
653072,121,17991,16103
653073,122,18008,16103
653074,123,18018,16103
653075,119,17967,16104
653076,120,17985,16104
653077,121,17996,16104
653078,122,18009,16104
653079,123,18020,16104
653080,119,17964,16107
653081,120,17981,16107
653082,121,17991,16107
653083,122,18006,16107
653084,123,18015,16107
653085,119,17967,16108
653086,120,17982,16108
653087,121,17992,16108
653088,122,18008,16108
653089,123,18017,16108
653090,119,17966,16111
653091,120,17982,16111
653092,121,17992,16111
653093,122,18007,16111
653094,123,18017,16111
653095,119,17969,16112
653096,120,17985,16112
653097,121,17995,16112
653098,122,18010,16112
653099,123,18020,16112
653100,119,17965,16115
653101,120,17982,16115
653102,121,17992,16115
653103,122,18009,16115
653104,123,18016,16115
653105,119,17966,16116
653106,120,17981,16116
653107,121,17995,16116
653108,122,18011,16116
653109,123,18019,16116
653110,119,17965,16119
653111,120,17981,16119
653112,121,17993,16119
653113,122,18006,16119
653114,123,18018,16119
653115,119,17967,16120
653116,120,17983,16120
653117,121,17997,16120
653118,122,18008,16120
653119,123,18022,16120
653120,119,17968,16123
653121,120,17980,16123
653122,121,17992,16123
653123,122,18008,16123
653124,123,18016,16123
653125,119,17964,16124
653126,120,17984,16124
653127,121,17998,16124
653128,122,18006,16124
653129,123,18018,16124
653130,119,17963,16130
653131,120,17981,16130
653132,121,18001,16130
653133,122,18012,16130
653134,123,18014,16130
653135,119,17968,16228
653136,120,17984,16228
653137,121,17994,16228
653138,122,18009,16228
653139,123,18019,16228
653140,119,17978,16290
653141,120,17979,16290
653142,121,18002,16290
653143,122,18005,16290
653144,123,18014,16290
653145,119,17966,16814
653146,120,17981,16814
653147,121,17995,16814
653148,122,18007,16814
653149,123,18015,16814
653150,119,17975,16970
653151,120,17979,16970
653152,121,18000,16970
653153,122,18009,16970
653154,123,56124,16970
653155,119,17966,17071
653156,120,17979,17071
653157,121,17994,17071
653158,122,18012,17071
653159,123,18023,17071
653160,128,18025,11209
653161,129,18039,11209
653162,130,18049,11209
653163,131,18058,11209
653164,132,18065,11209
653165,128,18026,11210
653166,129,18041,11210
653167,130,18050,11210
653168,131,18061,11210
653169,132,18068,11210
653170,128,18031,11235
653171,129,18044,11235
653172,130,18054,11235
653173,131,18063,11235
653174,132,18069,11235
653175,128,18036,11236
653176,129,18045,11236
653177,130,18049,11236
653178,131,18058,11236
653179,132,18065,11236
653180,128,18027,11239
653181,129,18043,11239
653182,130,18054,11239
653183,131,18062,11239
653184,132,18069,11239
653185,128,18026,11240
653186,129,18044,11240
653187,130,18057,11240
653188,131,18063,11240
653189,132,18070,11240
653190,128,18034,11241
653191,129,18045,11241
653192,130,18052,11241
653193,131,18064,11241
653194,132,18071,11241
653195,128,18029,11242
653196,129,18041,11242
653197,130,18051,11242
653198,131,18059,11242
653199,132,18071,11242
653200,128,18033,11243
653201,129,18041,11243
653202,130,18050,11243
653203,131,18061,11243
653204,132,18067,11243
653205,128,18026,11244
653206,129,18047,11244
653207,130,18054,11244
653208,131,18064,11244
653209,132,18070,11244
653210,128,18038,11246
653211,129,18042,11246
653212,130,18055,11246
653213,131,18063,11246
653214,132,18068,11246
653215,128,18038,11247
653216,129,18039,11247
653217,130,18052,11247
653218,131,18061,11247
653219,132,18068,11247
653220,128,18027,11248
653221,129,18039,11248
653222,130,18049,11248
653223,131,18060,11248
653224,132,18067,11248
653225,128,18026,11306
653226,129,18040,11306
653227,130,18050,11306
653228,131,18060,11306
653229,132,18067,11306
653230,128,18027,11307
653231,129,18041,11307
653232,130,18049,11307
653233,131,18059,11307
653234,132,18066,11307
653235,128,18026,11390
653236,129,18041,11390
653237,130,18053,11390
653238,131,18061,11390
653239,132,18067,11390
653240,128,18028,11393
653241,129,18039,11393
653242,130,18049,11393
653243,131,18058,11393
653244,132,18065,11393
653245,128,18033,11395
653246,129,18044,11395
653247,130,18055,11395
653248,131,18060,11395
653249,132,18070,11395
653250,128,18025,11396
653251,129,18039,11396
653252,130,18049,11396
653253,131,18058,11396
653254,132,18065,11396
653255,128,18025,11477
653256,129,18039,11477
653257,130,18049,11477
653258,131,18058,11477
653259,132,18065,11477
653260,128,18026,11566
653261,129,18040,11566
653262,130,18052,11566
653263,131,18058,11566
653264,132,18072,11566
653265,128,18027,11568
653266,129,18041,11568
653267,130,18051,11568
653268,131,18062,11568
653269,132,18071,11568
653270,128,18025,11570
653271,129,18041,11570
653272,130,18049,11570
653273,131,18061,11570
653274,132,18066,11570
653275,128,18027,11571
653276,129,18041,11571
653277,130,18049,11571
653278,131,18060,11571
653279,132,18065,11571
653280,128,18027,11581
653281,129,18040,11581
653282,130,18053,11581
653283,131,18060,11581
653284,132,18072,11581
653285,128,18027,11626
653286,129,18043,11626
653287,130,18052,11626
653288,131,18061,11626
653289,132,18066,11626
653290,128,18027,11627
653291,129,18040,11627
653292,130,18050,11627
653293,131,18059,11627
653294,132,18068,11627
653295,128,18027,11686
653296,129,18039,11686
653297,130,18049,11686
653298,131,18058,11686
653299,132,18065,11686
653300,128,18025,11689
653301,129,18039,11689
653302,130,18049,11689
653303,131,18061,11689
653304,132,18068,11689
653305,128,18025,11691
653306,129,18039,11691
653307,130,18049,11691
653308,131,18058,11691
653309,132,18065,11691
653310,128,18025,11693
653311,129,18039,11693
653312,130,18049,11693
653313,131,18058,11693
653314,132,18065,11693
653315,128,18025,11697
653316,129,18041,11697
653317,130,18053,11697
653318,131,18061,11697
653319,132,18069,11697
653320,128,18026,11706
653321,129,18040,11706
653322,130,18050,11706
653323,131,18060,11706
653324,132,18067,11706
653325,128,18026,11707
653326,129,18039,11707
653327,130,18049,11707
653328,131,18060,11707
653329,132,18068,11707
653330,128,18025,11709
653331,129,18041,11709
653332,130,18049,11709
653333,131,18061,11709
653334,132,18067,11709
653335,128,18027,11712
653336,129,18041,11712
653337,130,18050,11712
653338,131,18059,11712
653339,132,18066,11712
653340,128,18026,11713
653341,129,18040,11713
653342,130,18049,11713
653343,131,18060,11713
653344,132,18067,11713
653345,128,18027,11718
653346,129,18041,11718
653347,130,18050,11718
653348,131,18058,11718
653349,132,18066,11718
653350,128,18026,11719
653351,129,18046,11719
653352,130,18051,11719
653353,131,18058,11719
653354,132,18072,11719
653355,128,18027,11746
653356,129,18041,11746
653357,130,18050,11746
653358,131,18061,11746
653359,132,18068,11746
653360,128,18038,11748
653361,129,18045,11748
653362,130,18055,11748
653363,131,18061,11748
653364,132,18072,11748
653365,128,18034,11766
653366,129,18041,11766
653367,130,18052,11766
653368,131,18061,11766
653369,132,18072,11766
653370,128,18033,11767
653371,129,18041,11767
653372,130,18056,11767
653373,131,18058,11767
653374,132,18069,11767
653375,128,18027,11768
653376,129,18039,11768
653377,130,18049,11768
653378,131,18059,11768
653379,132,18067,11768
653380,128,18027,11770
653381,129,18041,11770
653382,130,18050,11770
653383,131,18061,11770
653384,132,18069,11770
653385,128,18025,11775
653386,129,18039,11775
653387,130,18049,11775
653388,131,18058,11775
653389,132,18065,11775
653390,128,18026,11777
653391,129,18039,11777
653392,130,18049,11777
653393,131,18061,11777
653394,132,18068,11777
653395,128,18027,11786
653396,129,18039,11786
653397,130,18049,11786
653398,131,18059,11786
653399,132,18067,11786
653400,128,18030,11792
653401,129,18040,11792
653402,130,18053,11792
653403,131,18062,11792
653404,132,18067,11792
653405,128,18027,11798
653406,129,18042,11798
653407,130,18057,11798
653408,131,18059,11798
653409,132,18071,11798
653410,128,18027,11799
653411,129,18041,11799
653412,130,18050,11799
653413,131,18059,11799
653414,132,18067,11799
653415,128,18026,11800
653416,129,18039,11800
653417,130,18050,11800
653418,131,18060,11800
