Name_lang,InitialRotation[0],InitialRotation[1],InitialRotation[2],ID,Field_12_0_0_63534_003,GameObjectID,Flags,Type,ModelType,ModelFileDataID,ThumbnailFileDataID,WeightCost,ItemID,InitialScale,Field_12_0_0_63534_013,OrderIndex,Field_12_0_0_63534_015,Field_12_0_0_63534_016,UiModelSceneID
Shadowforge Sconce,0,0,0,2001,0,0,2,2,1,6995868,7422325,1,246111,1,10,451,2,0,0
[DNT] Ornate Ironforge Bench - DO NOT USE - new asset coming,0,0,0,2018,0,553833,192,1,1,197272,7422329,3,246124,1,0,452,0,0,0
Sprouting Lamppost,0,0,0,2086,0,0,2,1,1,1108749,7422337,3,246216,1,10,453,2,0,0
Short Orgrimmar Bench,0,0,0,2087,0,572726,3,1,1,6379060,7422341,3,246217,1,0,454,1,0,0
Iron-Reinforced Crate,0,0,0,2088,0,0,3,1,1,6379079,7422345,1,246218,1,0,455,1,0,0
Weather-Treated Wooden Table,0,0,0,2089,0,0,3,1,1,6390453,7422349,5,246219,1,0,456,1,0,0
Leather-Banded Wooden Bench,0,0,0,2090,0,572727,3,1,1,6435783,7422353,3,246220,1,0,457,1,0,0
Boralus String Lights,0,0,0,2091,0,0,2,3,1,2026170,7422357,5,246222,1,10,458,2,0,0
Cozy Hide-Covered Bench,0,0,0,2092,0,576307,3,1,1,6379061,7422361,3,246223,1,0,459,1,0,0
Large Orgrimmar Bookcase,0,0,0,2093,0,0,3,1,1,6379070,7422365,5,246224,1,0,460,1,0,0
Small Leather Rug,0,0,0,2094,0,0,3,4,1,6389811,7422369,1,246225,1,0,461,1,0,0
[DNT] Spiky Banded Barrel - DO NOT USE - duplicate,0,0,0,2095,0,0,192,1,1,6999175,7422375,1,246226,1,0,462,0,0,0
Spiky Banded Barrel,0,0,0,2098,0,0,3,1,1,6379080,7422375,1,246241,1,0,463,1,0,0
Stormwind Beam Platform,0,0,0,2099,0,0,3,1,1,7000933,7422377,3,246243,1,0,464,1,5,0
Stormwind Round Platform,0,0,0,2100,0,0,3,1,1,7000934,7422381,5,246245,1,0,465,1,4,0
Stormwind Large Platform,0,0,0,2101,0,0,3,1,1,7000935,7422385,5,246246,1,0,466,1,5,0
Stormwind Small Platform,0,0,0,2102,0,0,3,1,1,7000936,7422389,3,246247,1,0,467,1,0,0
Stormwind Angled Platform,0,0,0,2103,0,0,3,1,1,7000937,7422393,5,246248,1,0,468,1,0,0
Silvermoon Beam Platform,0,0,0,2104,0,0,3,1,1,7000938,7422397,3,246249,1,0,469,1,5,0
Silvermoon Large Platform,0,0,0,2105,0,0,3,1,1,7000939,7422401,5,246250,1,0,470,1,5,0
Silvermoon Small Platform,0,0,0,2106,0,0,3,1,1,7000940,7422405,3,246251,1,0,471,1,0,0
Silvermoon Angled Platform,0,0,0,2107,0,0,3,1,1,7000941,7422413,5,246252,1,0,472,1,0,0
Silvermoon Round Platform,0,0,0,2108,0,0,3,1,1,7000942,7422407,5,246253,1,0,473,1,4,0
Bel'ameth Beam Platform,0,0,0,2109,0,0,3,1,1,7000943,7422417,3,246254,1,0,474,1,5,0
Bel'ameth Large Platform,0,0,0,2110,0,0,3,1,1,7000944,7422411,5,246255,1,0,475,1,5,0
Bel'ameth Small Platform,0,0,0,2111,0,0,3,1,1,7000945,7422425,3,246256,1,0,476,1,0,0
Bel'ameth Angled Platform,0,0,0,2112,0,0,3,1,1,7000946,7422429,5,246257,1,0,477,1,0,0
Bel'ameth Round Platform,0,0,0,2113,0,0,3,1,1,7000947,7422433,5,246258,1,0,478,1,4,0
Orgrimmar Beam Platform,0,0,0,2114,0,0,3,1,1,7000948,7422437,3,246259,1,0,479,1,5,0
Orgrimmar Round Platform,0,0,0,2115,0,0,3,1,1,7000949,7422441,5,246260,1,0,480,1,4,0
Orgrimmar Large Platform,0,0,0,2116,0,0,3,1,1,7000950,7422445,5,246261,1,0,481,1,5,0
Orgrimmar Small Platform,0,0,0,2117,0,0,3,1,1,7000951,7422449,3,246262,1,0,482,1,0,0
Orgrimmar Angled Platform,0,0,0,2118,0,0,3,1,1,7000952,7422453,5,246263,1,0,483,1,0,0
Shadowforge Grinding Wheel,0,0,0,2226,0,0,3,1,1,197155,7422489,3,246409,1,10,484,2,0,0
Dark Iron Table Saw,0,0,0,2227,0,0,3,1,1,197212,7422493,3,246410,1,10,485,2,0,0
Ironforge Bookcase,0,0,0,2228,0,0,3,1,1,197281,7422497,3,246411,1,10,486,2,0,0
Small Ironforge Bookcase,0,0,0,2229,0,0,3,1,1,197282,7422501,1,246412,1,10,487,2,0,0
Blackrock Lamppost,0,0,0,2230,0,0,2,1,1,379433,7422505,3,246413,1,10,488,2,0,0
Light-Infused Rotunda,0,0,0,2231,0,0,259,1,1,7011540,7422509,5,246414,1,0,489,3,0,0
Kharanos Bookcase,0,0,0,2237,0,0,3,1,1,197288,7422529,5,246420,1,10,490,2,0,0
Stolen Ironforge Seat,0,0,0,2238,0,555516,3,1,1,197304,7422533,1,246421,1,10,491,2,0,0
Thelsamar Hanging Lantern,0,0,0,2239,0,0,2,1,1,197430,7422537,1,246422,0.5,10,492,2,0,0
Wooden Ironforge Table,0,0,0,2240,0,0,3,1,1,197555,7422541,3,246423,1,10,493,2,0,0
Square Stormpike Table,0,0,0,2241,0,0,3,1,1,197557,7422545,3,246424,1,10,494,2,0,0
Round Dwarven Table,0,0,0,2242,0,0,3,1,1,197563,7422549,1,246425,1,10,495,2,0,0
Ornate Ironforge Table,0,0,0,2243,0,0,3,1,1,197568,7422555,3,246426,1,10,496,2,0,0
Dilapidated Wildhammer Well,0,0,0,2244,0,0,3,1,1,391448,7422557,5,246427,1,10,497,2,0,0
Overgrown Wildhammer Fountain,0,0,0,2245,0,0,3,1,1,392127,7422561,5,246428,2,10,498,2,0,0
Dark Iron Chandelier,0,0,0,2246,0,0,2,3,1,197168,7422565,1,246429,0.5,10,499,2,0,0
Elegant Tied Curtain,0,0,0,2254,0,0,3,1,1,6435038,7422569,3,246431,1,0,853,1,0,0
Gnomish T.O.O.L.B.O.X.,0,0,0,2322,0,0,3,1,1,999909,7422601,1,246479,1,10,500,2,0,0
Automated Gnomeregan Guardian,0,0,0,2323,0,0,3,1,1,1089040,7422605,5,246480,1,10,501,3,0,0
Retired Industrial Gnomegrabber,0,0,0,2324,0,0,3,1,1,1624683,7422609,5,246481,1,10,502,3,0,0
Mechanical Gnomish Lamppost,0,0,0,2325,0,0,2,1,1,1841735,7422613,3,246482,1,10,503,2,0,0
Redundant Reclamation Rig,0,0,0,2326,0,0,3,1,1,2745098,7422617,5,246483,1,10,504,2,0,0
Mechagon Hanging Floodlight,0,0,0,2327,0,0,2,1,1,2765475,7422621,1,246484,1,10,505,2,0,0
Mechagnome Sustenance Distributor,0,0,0,2328,0,0,3,1,1,2851774,7422625,3,246485,1,10,506,3,0,0
Gnomish Tesla Mega-Coil,0,0,0,2329,0,0,3,1,1,6699744,7422629,5,246486,1,10,507,2,0,0
Gnomish Tesla Coil,0,0,0,2330,0,0,2,1,1,6699745,7422633,3,246487,1,10,508,2,0,0
Ironforge Chandelier,0,0,0,2331,0,0,2,3,1,7014376,7422637,1,246488,1,10,509,2,0,0
Steel Ironforge Emblem,0,0,0,2332,0,0,2,1,1,7014377,7428096,3,246489,1,10,510,2,0,0
Ironforge Fencepost,0,0,0,2333,0,0,3,1,1,7014379,7422641,1,246490,1,10,511,2,0,0
Ironforge Fence,0,0,0,2334,0,0,3,1,1,7014380,7422645,1,246491,1,10,512,2,0,0
Small Emergency Warning Lamp,0,0,0,2337,0,0,2,1,1,2316618,7422649,1,246497,1,10,513,2,0,0
Emergency Warning Lamp,0,0,0,2338,0,0,2,1,1,2316619,7422653,3,246498,1,10,514,2,0,0
Mechagon Eyelight Lamp,0,0,0,2339,0,0,2,1,1,2765473,7422657,3,246499,1,10,515,2,0,0
Mechagon Miniature Artificial Sun,0,0,0,2340,0,0,2,1,1,2765483,7422661,1,246500,1,10,516,2,0,0
Gnomish Safety Flamethrower,0,0,0,2341,0,0,2,1,1,2929686,7422665,3,246501,1,10,517,3,0,0
Charming Couch,0,0,0,2342,0,565054,3,1,1,6390430,7422669,3,246502,1,0,518,1,0,0
Large H.O.M.E. Cog,0,0,0,2343,0,0,3,1,1,6699746,7422673,3,246503,1,10,519,2,0,0
Short Orgrimmar Bookcase,0,0,0,2384,0,0,3,1,1,6379071,7422677,3,246587,1,0,520,1,0,0
Sturdy Wooden Trellis,0,0,0,2385,0,0,3,1,1,6996568,7422681,3,246588,0.6,0,521,1,0,0
Gnomish Fencepost,0,0,0,2427,0,0,3,1,1,1841733,7422685,1,246595,1,10,522,2,0,0
Gnomish Fence,0,0,0,2428,0,0,3,1,1,1841734,7422689,1,246596,1,10,523,2,0,0
Perpetual Motion Crate,0,0,0,2429,0,0,3,1,1,1842225,7422693,1,246597,1,10,524,2,0,0
Screw-Sealed Stembarrel,0,0,0,2430,0,0,3,1,1,1842466,7422697,1,246598,1,10,525,2,0,0
Self-Sealing Stembarrel,0,0,0,2431,0,0,3,1,1,1842467,7422701,1,246599,1,10,526,2,0,0
Small Mechanical Crate,0,0,0,2432,0,0,3,1,1,1842492,7422705,1,246600,1,10,527,2,0,0
Bolt Chair,0,0,0,2433,0,556065,3,1,1,1842737,7422709,1,246601,1,10,528,2,0,0
Small H.O.M.E. Cog,0,0,0,2434,0,0,3,1,1,2067166,7422713,3,246602,1,10,529,2,0,0
Gnomish Cog Stack,0,0,0,2435,0,0,3,1,1,2068146,7422717,1,246603,1,10,530,2,0,0
Deactivated Atomic Recalibrator ,0,0,0,2436,0,0,2,1,1,2816738,7422721,5,246604,1,10,531,2,0,0
Mecha-Storage Mecha-Chest,0,0,0,2437,0,0,3,1,1,2907352,7422725,3,246605,1,10,532,3,0,0
Mechagon Armory Rack,0,0,0,2438,0,0,2,1,1,2967733,7422729,5,246606,1,10,533,3,0,0
Durable Hex Table,0,0,0,2439,0,0,3,1,1,6379063,7422733,1,246607,1,0,534,1,0,0
Long Leather-Clad Table,0,0,0,2440,0,0,3,1,1,6379064,7422737,3,246608,1,0,535,1,0,0
Orgrimmar Open Dresser,0,0,0,2441,0,0,3,1,1,6379067,7422741,5,246609,1,0,536,1,0,0
Razorwind Standing Mirror,0,0,0,2442,0,0,3,1,1,6379074,7422745,5,246610,1,0,537,1,0,0
Razorwind Fountain,0,0,0,2443,0,0,3,1,1,6435782,7422749,5,246611,1,0,538,1,0,0
Logger's Picnic Table,0,0,0,2444,0,0,3,1,1,6435784,7422753,3,246612,1,0,539,1,0,0
Long Durable Table,0,0,0,2445,0,0,3,1,1,6435865,7422757,3,246613,1,0,540,1,0,0
Razorwind Bar Table,0,0,0,2446,0,0,3,1,1,7009610,7422761,5,246614,1,0,541,1,0,0
Open Spiky Banded Barrel,0,0,0,2447,0,0,3,1,1,7009611,7422765,1,246615,1,0,542,1,0,0
Open Iron-Reinforced Crate,0,0,0,2448,0,0,3,1,1,7009612,7422769,1,246616,1,0,543,1,0,0
Dwarven District Banner,0,0,0,2452,0,0,2,1,1,197968,7422773,5,246685,1,10,544,2,0,0
Grummle Sleeping Bag,0,0,0,2453,0,0,131,1,1,579120,7422777,3,246686,1,10,545,2,0,0
Tusked Candleholder,0,0,0,2454,0,572483,2,1,1,6379086,7422781,1,246687,1,0,546,1,0,0
Grand Elven Wall Curtain,0,0,0,2458,0,0,3,1,1,6435040,7422797,3,246691,1,0,969,1,0,0
Gnomish Steam-Powered Bed,0,0,0,2465,0,0,3,1,1,197653,7422809,1,246700,1,10,547,2,0,0
Gnomish Sprocket Table,0,0,0,2466,0,0,3,1,1,1842929,7422813,1,246701,1,10,548,2,0,0
Double-Sprocket Table,0,0,0,2467,0,0,3,1,1,1842930,7422817,3,246703,1,10,549,2,0,0
Caramel Mint Noodle Dish,0,0,0,2468,0,0,3,1,1,3870812,7422821,1,246705,1,10,550,2,0,0
Elegant Dracthyr's Tea Cup,0,0,0,2469,0,0,3,1,1,4201172,7422825,1,246706,1,10,551,2,0,0
Decorative Cinder Honeypot,0,0,0,2470,0,0,3,1,1,5203781,7422829,1,246707,1,10,552,2,0,0
Dornic Sliced Mineloaf,0,0,0,2471,0,0,3,1,1,5203791,7422833,1,246708,1,10,553,2,0,0
Earthen Hospitality Cheese-Like Brick,0,0,0,2472,0,0,3,1,1,5203794,7422837,1,246709,1,10,554,2,0,0
Elegant Pillow Roll,0,0,0,2474,0,0,3,1,1,6435034,7422845,1,246711,1,0,990,1,0,0
Grummle Bedroll,0,0,0,2495,0,0,131,1,1,579122,7422849,1,246741,1,10,555,2,0,0
Tall Sturdy Wooden Chair,0,0,0,2496,0,556467,3,1,1,6390427,7422853,3,246742,1,0,556,1,0,0
Zangarshroom Patch,0,0,0,2505,0,0,131,1,1,193995,7422881,3,246802,1,10,557,0,0,0
Arched Wooden Bench,0,0,0,2506,0,565055,131,1,1,6794415,7422885,3,246803,1,10,558,0,0,0
Tome of Shadowforge Cunning,0,0,0,2511,0,0,3,1,1,375548,7422897,1,246845,1,10,559,2,0,0
Tome of Pandaren Wisdom,0,0,0,2512,0,0,3,1,1,534950,7422901,1,246846,1,10,560,2,0,0
Tome of Draenei Faith,0,0,0,2513,0,0,3,1,1,916183,7422905,1,246847,1,10,561,2,0,0
Scribe's Working Notes,0,0,0,2514,0,0,3,1,1,948845,7422909,1,246848,1,10,562,2,0,0
"""Welcoming Pantry"" Painting",0,0,0,2515,0,0,130,1,1,1246957,7422913,1,246849,1,10,563,0,0,0
"""Fruit of the Arcan'dor"" Painting",0,0,0,2516,0,0,2,1,1,1399651,7422917,1,246850,1,10,564,3,0,0
"""Raising Your Eyes"" Painting",0,0,0,2517,0,0,2,1,1,1453482,7422921,1,246851,1,10,565,3,0,0
"""Healthy Conjuration"" Painting",0,0,0,2518,0,0,130,1,1,1453483,7422925,1,246852,1,10,566,0,0,0
"""The Water Lilies"" Painting",0,0,0,2519,0,0,130,1,1,1465948,7422929,1,246853,1,10,567,0,0,0
"""Broken Steps"" Painting",0,0,0,2520,0,0,130,1,1,1469344,7422933,1,246854,1,10,568,0,0,0
"""Through the Portal"" Painting",0,0,0,2521,0,0,130,1,1,1469345,7422937,1,246855,1,10,569,0,0,0
"""Smiling Suns"" Painting",0,0,0,2522,0,0,130,1,1,1471395,7422941,1,246856,1,10,570,0,0,0
"""Shu'halo Perspective"" Painting",0,0,0,2523,0,0,130,1,1,1600035,7422945,1,246857,1,10,571,0,0,0
"""Tidesage's Omen"" Painting",0,0,0,2524,0,0,130,1,1,2067046,7422949,1,246858,1,10,572,0,0,0
"""Fate of All Life"" Painting",0,0,0,2525,0,0,130,1,1,2084373,7422953,1,246859,1,10,573,0,0,0
Tome of Forsaken Resilience,0,0,0,2526,0,0,3,1,1,2499912,7422957,1,246860,1,10,574,2,0,0
"""Tea and Sin"" Painting",0,0,0,2527,0,0,130,1,1,3533103,7422961,1,246861,1,10,575,0,0,0
"""Light's Vengeance"" Painting",0,0,0,2528,0,0,130,1,1,3533104,7422965,1,246862,1,10,576,0,0,0
Open Tome of the Dragon's Dedication,0,0,0,2529,0,0,3,1,1,4298559,7422969,1,246863,1,10,577,2,0,0
Tome of the Lost Dragon,0,0,0,2530,0,0,3,1,1,4298560,7422973,1,246864,1,10,578,2,0,0
Tome of Reliquary Insights,0,0,0,2531,0,0,3,1,1,4335906,7422977,1,246865,1,10,579,2,0,0
Kaheti Scribe's Records,0,0,0,2532,0,0,3,1,1,5007024,7422981,1,246866,1,10,580,2,0,0
Tome of Earthen Directives,0,0,0,2533,0,0,3,1,1,5464689,7422986,1,246867,1,10,581,3,0,0
Wide Hide-Covered Bench,0,0,0,2534,0,620712,3,1,1,6379062,7422990,5,246868,1,0,582,1,0,0
Razorwind Wall Mirror,0,0,0,2535,0,0,3,1,1,6379090,7422994,3,246869,1,0,583,1,0,0
Farmer's Water Trough,0,0,0,2536,0,0,131,1,1,6794407,7422998,5,246870,0.7,0,584,0,0,0
Hay-Filled Sturdy Feeding Trough,0,0,0,2537,0,0,131,1,1,6794408,7423002,5,246871,1,0,585,0,0,0
Carved Stone Bench,0,0,0,2538,0,565056,131,1,1,6794416,7423006,3,246872,1,0,586,0,0,0
[DNT] Plush Cushioned Chair - DO NOT USE - new asset coming,0,0,0,2539,0,557580,192,1,1,6794417,7096646,3,246873,1,0,587,0,0,0
Sturdy Brazier,0,0,0,2540,0,0,130,1,1,6794419,7423010,3,246874,1,0,588,0,0,0
Founder's Point Street Light,0,0,0,2541,0,0,130,1,1,6794422,7423016,5,246875,1,0,589,0,0,0
Founder's Point Lamppost,0,0,0,2542,0,0,130,1,1,6794423,7423018,5,246876,1,0,590,0,0,0
Sturdy Feeding Trough,0,0,0,2543,0,0,131,1,1,6918564,7423022,5,246877,1,0,591,0,0,0
[DNT] Unlit Tusked Sconce - DO NOT USE,0,0,0,2544,0,0,192,1,1,7048160,7467902,3,246878,1,0,592,0,0,0
Tusked Hanging Sconce,0,0,0,2545,0,0,2,1,1,7048161,7426270,3,246879,1,0,593,1,0,0
Horned Banded Barrel,0,0,0,2546,0,0,3,1,1,7080284,7423028,3,246880,1,0,594,1,0,0
Open Horned Banded Barrel,0,0,0,2547,0,0,3,1,1,7080285,7423030,3,246881,1,0,595,1,0,0
Long Orgrimmar Bench,0,0,0,2548,0,565057,3,1,1,7080288,7423034,3,246882,1,0,596,1,0,0
Crude Banded Crate,0,0,0,2549,0,0,3,1,1,7080295,7423038,1,246883,1,0,597,1,0,0
Open Crude Banded Crate,0,0,0,2550,0,0,3,1,1,7080296,7423042,1,246884,1,0,598,1,0,0
Small Covered Wooden Table,0,0,0,2578,0,0,131,1,1,6794411,7423056,3,246934,1,0,599,0,0,0
Small Sturdy Wooden Table,0,0,0,2579,0,0,131,1,1,6794413,7423052,3,246935,1,0,600,0,0,0
Elegant Seat Cushion,0,0,0,2590,0,0,3,1,1,6435035,7423082,1,246961,1,0,904,1,0,0
Mushan Dumpling Stack,0,0,0,2591,0,0,3,1,1,643880,7423086,1,247220,1,10,601,2,0,0
Small Orgrimmar Chair,0,0,0,2592,0,565852,3,1,1,6379089,7423090,1,247221,1,0,602,1,0,0
Drake Kebab Platter,0,0,0,2593,0,0,3,1,1,7109343,7423094,3,247222,1,10,603,2,0,0
Roast Riverbeast Platter,0,0,0,2594,0,0,3,1,1,7109344,7423098,3,247223,1,10,604,2,0,0
Valdrakken Blossomfruit Platter,0,0,0,2595,0,0,3,1,1,7109345,7423102,3,247224,1,10,605,2,0,0
Bruffalon Rib Platter,0,0,0,2596,0,0,3,1,1,7109346,7423106,3,247225,1,10,606,2,0,0
Elegant Carved Door,0,0,0,3826,0,558397,2,1,1,6435840,7423154,3,247501,1,0,806,1,1,0
Elven Woodvine Trellis,0,0,0,3827,0,0,3,1,1,6855760,7423158,3,247502,1,0,991,1,0,0
Pandaren Signal Brazier,0,0,0,3831,0,0,2,1,1,520142,7423162,1,247661,1,10,697,2,0,0
Pandaren Scholar's Lectern,0,0,0,3832,0,0,3,1,1,535966,7423166,3,247662,1,10,698,2,0,0
Pandaren Scholar's Bookcase,0,0,0,3833,0,0,3,1,1,536629,7423170,5,247663,1,10,726,2,0,0
Jade Temple Incense Burner,0,0,0,3834,0,0,131,1,1,610578,7423174,3,247664,1,10,727,0,0,0
Gate of the Apexis,0,0,0,3835,0,0,131,1,1,971068,7423178,5,247665,1,10,750,0,0,0
Dalaran Pedestal,0,0,0,3836,0,0,131,1,1,1455738,7423182,3,247666,1,10,751,0,0,0
MOTHER's Titanic Brazier,0,0,0,3837,0,0,2,1,1,1934697,7423186,1,247667,1,10,699,4,0,0
N'Zoth's Captured Eye,0,0,0,3838,0,0,3,1,1,3074885,7423190,1,247668,1,10,700,4,0,0
Lorewalker's Bookcase,0,0,0,3839,0,0,3,1,1,6854354,7423194,5,247669,1,10,728,2,0,0
Pandaren Pantry,0,0,0,3840,0,0,3,1,1,6854357,7423198,5,247670,1,10,729,2,0,0
Iron Dragonmaw Gate,0,0,0,3867,0,560338,3,1,1,414219,7423202,5,247727,1,10,677,2,0,0
Pandaren Stone Post,0,0,0,3868,0,0,3,1,1,519133,7423206,1,247728,1,10,640,2,0,0
Pandaren Stone Lamppost,0,0,0,3869,0,0,2,1,1,519135,7423210,3,247729,1,10,641,2,0,0
Red Crane Kite,0,0,0,3870,0,0,3,1,1,524268,7423214,5,247730,1,10,752,2,0,0
Hanging Paper Lanterns,0,0,0,3871,0,0,3,1,1,525038,7423218,5,247731,0.5,10,753,2,0,0
Lucky Hanging Lantern,0,0,0,3872,0,0,2,1,1,526372,7423222,5,247732,1,10,754,2,0,0
Halfhill Cookpot,0,0,0,3873,0,566042,35,1,1,526861,7423226,3,247733,1,10,642,2,0,0
Paw'don Well,0,0,0,3874,0,0,3,1,1,527720,7423230,5,247734,1,10,643,2,0,0
Lucky Traveler's Bench,0,0,0,3875,0,619053,3,1,1,7508792,7518991,1,247735,1,10,678,2,0,0
Jade Temple Dragon Fountain,0,0,0,3876,0,0,3,1,1,530128,7423238,5,247736,0.7,10,755,2,0,0
Stormstout Brew Keg,0,0,0,3877,0,0,3,1,1,531170,7423242,1,247737,1,10,756,2,0,0
Pandaren Meander Rug,0,0,0,3878,0,0,3,4,1,575033,7423247,5,247738,1,10,679,2,0,0
[DNT] Kun-Lai Lacquered Rickshaw - do not use - new asset,0,0,0,3879,0,0,128,1,1,577102,7423251,5,247739,1,0,680,2,0,0
Kotmogu Pedestal,0,0,0,3880,0,0,3,1,1,603539,7423255,1,247740,1,10,644,2,0,0
Kotmogu Orb of Power,0,0,0,3881,0,0,3,1,1,604187,7423259,1,247741,1,10,645,2,0,0
Timeless Dumpling Cart,0,0,0,3882,0,0,131,1,1,898242,7423263,3,247742,1,10,681,0,0,0
[DNT] Hanging Paper Lanterns - do not use - duplicate,0,0,0,3883,0,0,128,1,1,904238,7423267,5,247743,1,10,682,2,0,0
Alliance Dueling Flag,0,0,0,3884,0,0,2,1,1,2353834,7423271,3,247744,1,10,757,2,0,0
Horde Dueling Flag,0,0,0,3885,0,0,2,1,1,2353835,7423275,3,247745,1,10,758,2,0,0
Silverwing Sentinels Flag,0,0,0,3886,0,0,2,1,1,2490318,7423279,3,247746,1,10,683,2,0,0
Warsong Outriders Flag,0,0,0,3887,0,0,2,1,1,2490319,7423283,3,247747,1,10,759,2,0,0
[DNT] Kyrian Spirit Healer - DO NOT USE - NPC tech not ready yet,0,0,0,3888,0,0,192,1,1,3730968,7423287,5,247748,1,0,760,0,0,0
Earthcrawl Mine Cart,0,0,0,3889,0,0,131,1,1,4901298,7423291,5,247749,1,10,684,0,0,0
Deephaul Crystal,0,0,0,3890,0,0,3,1,1,5770750,7423295,3,247750,1,10,654,2,0,0
Deactivated K'areshi Warp Cannon,0,0,0,3891,0,0,3,1,1,6009484,7423299,5,247751,0.6,10,761,3,0,0
Pandaren Fireplace,-90,0,0,3892,0,0,2,1,1,6431405,7423303,5,247752,1,10,762,2,0,0
Challenger's Dueling Flag,0,0,0,3893,0,0,3,1,1,199687,7423307,3,247756,1,10,646,2,0,0
Alliance Battlefield Banner,0,0,0,3894,0,0,2,1,1,200268,7423311,3,247757,1,10,736,2,0,0
Fortified Alliance Banner,0,0,0,3895,0,0,3,1,1,200273,7423315,3,247758,1,10,615,2,0,0
Horde Battlefield Banner,0,0,0,3896,0,0,2,1,1,200276,7423319,3,247759,1,10,609,2,0,0
Fortified Horde Banner,0,0,0,3897,0,0,2,1,1,200281,7423323,3,247760,1,10,647,2,0,0
Uncontested Battlefield Banner,0,0,0,3898,0,0,3,1,1,200283,7423327,3,247761,1,10,616,2,0,0
Netherstorm Battlefield Flag,0,0,0,3899,0,0,3,1,1,200301,7423331,3,247762,1,10,638,2,0,0
Berserker's Empowerment,0,0,0,3900,0,0,3,1,1,200305,7423335,3,247763,1,10,648,2,0,0
Enigmatic Purple Crystal,0,0,0,3901,0,0,131,1,1,200307,7423339,3,247764,1,10,649,0,0,0
Healer's Empowerment,0,0,0,3902,0,0,3,1,1,200308,7423343,3,247765,1,10,617,2,0,0
Runner's Empowerment,0,0,0,3903,0,0,3,1,1,200309,7423347,3,247766,1,10,639,2,0,0
Wise Pandaren's Bed,0,0,0,3904,0,0,3,1,1,579248,7423351,3,247767,1,10,701,2,0,0
Guardian's Empowerment,0,0,0,3905,0,0,3,1,1,660744,7423355,3,247768,1,10,702,2,0,0
Chaotic Empowerment,0,0,0,3906,0,0,3,1,1,1586378,7423359,3,247769,1,10,650,2,0,0
Mysterious Empowerment,0,0,0,3907,0,0,3,1,1,1588459,7423363,3,247770,1,10,703,2,0,0
Nightborne Merchant's Stall,0,0,0,3981,0,0,3,1,1,1352412,7423403,5,247842,1,10,656,2,0,0
Deluxe Suramar Sleeper,0,0,0,3982,0,0,3,1,1,1361683,7423407,5,247843,1,10,657,2,0,0
Suramar Library,0,0,0,3983,0,0,3,1,1,1366196,7423411,5,247844,1,10,610,2,0,0
Nightborne Bench,0,0,0,3984,0,562181,3,1,1,1369308,7423415,1,247845,1,10,618,2,0,0
Arcwine Counter,0,0,0,3985,0,0,3,1,1,1393424,7423419,5,247847,1,10,763,2,0,0
Pandaren Lacquered Crate,0,0,0,3993,0,0,3,1,1,520092,7423423,1,247855,1,10,651,2,0,0
Serenity Peak Tent,0,0,0,3994,0,0,3,1,1,531405,7423427,5,247856,1,10,749,2,0,0
Shaohao Ceremonial Bell,0,0,0,3995,0,0,3,1,1,531955,7423431,5,247858,1,10,764,2,0,0
Nightborne Lantern,0,0,0,4022,0,0,2,1,1,1309258,7423443,1,247908,1,10,619,2,0,0
Suramar Fencepost,0,0,0,4023,0,0,3,1,1,1360361,7423447,1,247909,1,10,730,2,0,0
Suramar Sconce,0,0,0,4024,0,0,2,2,1,1360655,7423451,1,247910,1,10,731,2,0,0
Shal'dorei Seat,0,0,0,4025,0,563313,3,1,1,1361686,7423455,1,247911,1,10,658,2,0,0
Large Traditional Shal'dorei Rug,0,0,0,4026,0,0,3,4,1,1361706,7423459,5,247912,1,10,620,2,0,0
Ornate Suramar Table,0,0,0,4027,0,0,3,1,1,1361708,7423463,5,247913,1,10,732,2,0,0
Covered Ornate Suramar Table,0,0,0,4028,0,0,3,1,1,1361709,7423467,5,247914,1,10,733,2,0,0
Square Suramar Table,0,0,0,4029,0,0,3,1,1,1361710,7423471,3,247915,1,10,765,2,0,0
Covered Square Suramar Table,0,0,0,4030,0,0,3,1,1,1361711,7423475,3,247916,1,10,621,2,0,0
Covered Small Suramar Table,0,0,0,4031,0,0,3,1,1,1361714,7423479,1,247917,1,10,766,2,0,0
Nightborne Jeweler's Table,0,0,0,4032,0,0,3,1,1,1368700,7423483,1,247918,1,10,739,2,0,0
Traditional Shal'dorei Rug,0,0,0,4033,0,0,3,4,1,1378306,7423487,3,247919,1,10,659,2,0,0
Circular Shal'dorei Rug,0,0,0,4034,0,0,3,4,1,1378307,7423491,3,247920,1,10,660,2,0,0
Nightborne Wall Shelf,0,0,0,4035,0,0,3,1,1,1389475,7423495,3,247921,1,10,622,2,0,0
Suramar Fence,0,0,0,4036,0,0,3,1,1,1408526,7423499,1,247922,1,10,740,2,0,0
Suramar Containment Cell,0,0,0,4037,0,0,3,1,1,1408528,7423503,5,247923,1,10,661,2,0,0
Suramar Street Light,0,0,0,4038,0,0,2,1,1,1410429,7423507,5,247924,1,10,713,2,0,0
Suramar Storage Crate,0,0,0,4039,0,0,3,1,1,1445014,7423511,1,247925,1,10,662,2,0,0
Suramar Window,0,0,0,4040,0,0,2,1,1,1309274,7423515,5,248009,0.9,10,767,2,0,0
Shal'dorei Open-Air Tent,0,0,0,4041,0,0,3,1,1,1373509,7423519,5,248010,1,10,768,2,0,0
