OverrideName_lang,OverrideSubtext_lang,OverrideDescription_lang,ID,SpellID,OverrideIcon,OverridesSpellID,VisibleSpellID
,,- +$ev1 $en1 for Earthen enchantments.|n|n- Learn the final sub-specialization.,128407,0,0,0,0
,,- +$ev1 $en1 for Earthen enchantments.|n|n- Learn a sub-specialization of your choice.,128408,0,0,0,0
,,- +$ev1 $en1 for Earthen enchantments.|n|n- Learn a sub-specialization of your choice.,128409,0,0,0,0
,,+$ev1 $en1 for Earthen enchantments.,128410,0,0,0,0
,,+$ev1 $en1 for Earthen enchantments.,128411,0,0,0,0
Earthen Enhancements,,"Specialize in the art of Earthen enchanting, drawing upon their magic and runes to empower weapons, tools, and chest armor. Gain +$ev1 $en1 per point in this Specialization while performing Earthen enchantments.",128412,0,1016351,0,0
,,- +$ev1% $en1 for permanent enchantments.|n|n- +$ev2 $en2 and $en3 while crafting permanent enchantments.,128413,0,0,0,0
,,Learn a sub-specialization of your choice.,128414,0,0,0,0
,,+$ev1 $en1 for all permanent enchantments.,128415,0,0,0,0
,,Learn a sub-specialization of your choice.,128416,0,0,0,0
,,+$ev1 $en1 for all permanent enchantments.,128417,0,0,0,0
,,Learn a sub-specialization of your choice.,128418,0,0,0,0
,,+$ev1 $en1 for all permanent enchantments.,128419,0,0,0,0
Everlasting Enchantments,,"Master the art of magical matrices that help permanently improve pieces of equipment, gaining +$ev1 $en1 per point in this Specialization.",128420,0,132148,0,0
Tertiary Trivialities,,,128421,0,4638527,0,0
Cursed Chants,,,128422,0,1408457,0,0
Nerubian Novelties,,,128423,0,132843,0,0
Accentuated Accessories,,,128424,0,4638571,0,0
Fortified Flames,,,128425,0,4237660,0,0
Arathor Alterations,,,128426,0,236246,0,0
Bolstered Breastplates,,,128427,0,5395684,0,0
Terrific Tools,,,128428,0,237172,0,0
Wondrous Weapons,,,128429,0,237173,0,0
Earthen Enhancements,,,128430,0,1016351,0,0
Everlasting Enchantments,,Master the art of magical matrices and formulas that permanently improve equipment.,128431,0,132148,0,0
,,Multicraft grants up to +$ev1% additional goods when crafting Finishing Reagents and Mana Oils.,128432,0,0,0,0
,,Gain an additional +$ev1 $en1 while affected by Shattered Essence.,128433,0,0,0,0
,,Multicraft grants up to +$ev1% additional goods when crafting Deceptive Decorations.,128434,0,0,0,0
,,Gain an additional +$ev1 $en1 while affected by Shattered Essence.,128435,0,0,0,0
,,Multicraft grants up to +$ev1% additional goods when crafting Finishing Reagents and Mana Oils.,128436,0,0,0,0
,,Gain an additional +$ev1 $en1 while affected by Shattered Essence.,128437,0,0,0,0
,,Multicraft grants up to +$ev1% additional goods when crafting Deceptive Decorations.,128438,0,0,0,0
Magnificent Multicrafting,,"Improve at your Enchanting matrices, increasing your probability of producing additional items when crafting illusions or reagents. Additionally, you will gain +$ev1 $en1 per point in this Specialization.",128439,0,4554451,0,0
,,Ingenious breakthroughs refund an additional $ev1% of the Concentration spent on Khaz Algar Enchanting.,128440,0,0,0,0
,,Gain an additional +$ev1 $en1 while affected by Shattered Essence.,128441,0,0,0,0
,,Ingenious breakthroughs refund an additional $ev1% of the Concentration spent on Khaz Algar Enchanting.,128442,0,0,0,0
,,Gain an additional +$ev1 $en1 while affected by Shattered Essence.,128443,0,0,0,0
,,Ingenious breakthroughs refund an additional $ev1% of the Concentration spent on Khaz Algar Enchanting.,128444,0,0,0,0
,,Gain an additional +$ev1 $en1 while affected by Shattered Essence.,128445,0,0,0,0
,,Ingenious breakthroughs refund an additional $ev1% of the Concentration spent on Khaz Algar Enchanting.,128446,0,0,0,0
Immaculate Ingenuity,,"Hone the magical essences released upon a shatter, improving your Ingenuity for a time. Additionally, your ingenious breakthroughs will refund an additional $ev1% of the Concentration spent per point in this Specialization.",128447,0,236225,0,0
,,Resourcefulness refunds +$ev1% more materials when crafting Enchanting formulas.,128448,0,0,0,0
,,Gain an additional +$ev1 $en1 while affected by Shattered Essence.,128449,0,0,0,0
,,Resourcefulness refunds +$ev1% more materials when crafting Enchanting formulas.,128450,0,0,0,0
,,Gain an additional +$ev1 $en1 while affected by Shattered Essence.,128451,0,0,0,0
,,Resourcefulness refunds +$ev1% more materials when crafting Enchanting formulas.,128452,0,0,0,0
,,Gain an additional +$ev1 $en1 while affected by Shattered Essence.,128453,0,0,0,0
,,Resourcefulness refunds +$ev1% more materials when crafting Enchanting formulas.,128454,0,0,0,0
Resourceful Residue,,"Master the ability to utilize the shattered magical essences to supplement your crafting reagents, increasing your $en1 by +$ev1 per point in this Specialization.",128455,0,1003602,0,0
,,"- Shattered Essence lasts an additional 5 minutes.|n|n- Gain +$ev1 Resourcefulness, Multicraft, and Ingenuity while affected by Shattered Essence.",128456,0,0,0,0
,,"- Gain +$ev1 Resourcefulness, Multicraft, and Ingenuity while affected by Shattered Essence.|n|n- Learn the final sub-specialization.",128457,0,0,0,0
,,Use $ev1% less Concentration when Concentrating on Khaz Algar Enchanting recipes.,128458,0,0,0,0
,,- Shattered Essence lasts an additional 5 minutes.|n|n- Learn a sub-specialization of your choice.,128459,0,0,0,0
,,Consume $ev1% less Concentration when Concentrating on Khaz Algar Enchanting recipes.,128460,0,0,0,0
,,"- Gain +$ev1 Resourcefulness, Multicraft, and Ingenuity while affected by Shattered Essence.|n|n- Learn a sub-specialization of your choice.",128461,0,0,0,0
,,"- Learn how to $@spellname445466, granting you temporary Enchanting bonuses.|n|n- Consume $ev1% less Concentration when Concentrating on Khaz Algar Enchanting recipes.",128462,445466,0,0,0
Supplementary Shattering,,"Learn the art of shattering the magical essences of Khaz Algar, temporarily empowering your Resourcefulness, Multicraft, and Ingenuity. Additionally, your studies will grant you +$ev1 $en1 per point in this Specialization.",128463,0,4777834,0,0
Magnificent Multicrafting,,,128464,0,4554451,0,0
Immaculate Ingenuity,,,128465,0,236225,0,0
Resourceful Residue,,,128466,0,1003602,0,0
Supplementary Shattering,,"Specialize in shattering the magical essences of Khaz Algar, gleaning fleeting but increasingly potent crafting bonuses from the magic within. Your studies will also benefit your Concentration!",128467,0,4777834,0,0
,,,128468,443445,0,0,0
,,,128469,443441,0,0,0
,,,128470,443423,0,0,0
,,You no longer damage uncovered Null Stones when gathering Ironclaw.,128471,0,0,0,0
,,Learn to refine Quality 2 Ironclaw Ore into Quality 3.,128472,442333,0,0,0
,,Gain +$ev1 $en1 when mining any Ironclaw deposit.,128473,0,0,0,0
,,Gain +$ev1 $en1 when mining any Ironclaw deposit.,128474,0,0,0,0
,,Gain +$ev1 $en1 when mining any Ironclaw deposit.,128475,0,0,0,0
,,Learn to refine Quality 1 Ironclaw Ore into Quality 2.,128476,442332,0,0,0
,,Gain +$ev1 $en1 when mining any Ironclaw deposit.,128477,0,0,0,0
,,Gain +$ev1 $en1 when mining any Ironclaw deposit.,128478,0,0,0,0
,,Gain +$ev1 $en1 when mining any Ironclaw deposit.,128479,0,0,0,0
,,Gain +$ev1 $en1 when mining any Ironclaw deposit.,128480,0,0,0,0
Ironclaw,,Gain +$ev1 $en1 when mining any Ironclaw deposit.,128481,0,5735005,0,0
,,You no longer damage uncovered Null Stones when gathering Aqirite.,128482,0,0,0,0
,,Learn to refine Quality 2 Aqirite into Quality 3.,128483,442331,0,0,0
,,Gain +$ev1 $en1 when mining any Aqirite deposit.,128484,0,0,0,0
,,Gain +$ev1 $en1 when mining any Aqirite deposit.,128485,0,0,0,0
,,Gain +$ev1 $en1 when mining any Aqirite deposit.,128486,0,0,0,0
,,Learn to refine Quality 1 Aqirite into Quality 2.,128487,442330,0,0,0
,,Gain +$ev1 $en1 when mining any Aqirite deposit.,128488,0,0,0,0
,,Gain +$ev1 $en1 when mining any Aqirite deposit.,128489,0,0,0,0
,,Gain +$ev1 $en1 when mining any Aqirite deposit.,128490,0,0,0,0
,,Gain +$ev1 $en1 when mining any Aqirite deposit.,128491,0,0,0,0
Aqirite,,Gain +$ev1 $en1 when mining any Aqirite deposit.,128492,0,5704419,0,0
,,You no longer damage uncovered Null Stones when gathering Bismuth.,128493,0,0,0,0
,,Learn to refine Quality 2 Bismuth into Quality 3.,128494,442329,0,0,0
,,Gain +$ev1 $en1 when mining any Bismuth deposit.,128495,0,0,0,0
,,Gain +$ev1 $en1 when mining any Bismuth deposit.,128496,0,0,0,0
,,Gain +$ev1 $en1 when mining any Bismuth deposit.,128497,0,0,0,0
,,Learn to refine Quality 1 Bismuth into Quality 2.,128498,442328,0,0,0
,,Gain +$ev1 $en1 when mining any Bismuth deposit.,128499,0,0,0,0
,,Gain +$ev1 $en1 when mining any Bismuth deposit.,128500,0,0,0,0
,,Gain +$ev1 $en1 when mining any Bismuth deposit.,128501,0,0,0,0
,,Gain +$ev1 $en1 when mining any Bismuth deposit.,128502,0,0,0,0
Bismuth,,Gain +$ev1 $en1 when mining any Bismuth deposit.,128503,0,5728051,0,0
,,Gain +$ev1 $en1 when mining any Khaz Algar deposit.,128504,0,0,0,0
,,Gain +$ev1 $en1 when mining any Khaz Algar deposit.,128505,0,0,0,0
,,Learn the final sub-specialization.,128506,0,0,0,0
,,Gain +$ev1 $en1 when mining any Khaz Algar deposit.,128507,0,0,0,0
,,Gain +$ev1 $en1 when mining any Khaz Algar deposit.,128508,0,0,0,0
,,Learn a sub-specialization of your choice.,128509,0,0,0,0
,,Gain +$ev1 $en1 when mining any Khaz Algar deposit.,128510,0,0,0,0
,,Gain +$ev1 $en1 when mining any Khaz Algar deposit.,128511,0,0,0,0
,,Learn a sub-specialization of your choice.,128512,0,0,0,0
,,Gain +$ev1 $en1 when mining any Khaz Algar deposit.,128513,0,0,0,0
,,Gain +$ev1 $en1 when mining any Khaz Algar deposit.,128514,0,0,0,0
Plethora of Ore,,Improve at the fundamentals of mining all Khaz Algar deposits. You gain +$ev1 $en1 per point in this specialization.,128515,0,876371,0,0
Ironclaw,,,128516,0,5735005,0,0
Aqirite,,,128517,0,5704419,0,0
Bismuth,,,128518,0,5728051,0,0
Plethora of Ore,,Specialize in the acquisition of various ores scattered upon and beneath Khaz Algar.,128519,0,876371,0,0
,,Gain +$ev1 $en1 when mining Seams in Khaz Algar.,128520,0,0,0,0
,,Gain +$ev1 $en1 when mining Seams in Khaz Algar.,128521,0,0,0,0
,,"Whenever you mine a Seam, there is a chance to dislodge a chunk of rock that can be mined for additional ore.",128522,0,0,0,0
,,Gain +$ev1 $en1 when mining Seams in Khaz Algar.,128523,0,0,0,0
,,Gain +$ev1 $en1 when mining Seams in Khaz Algar.,128524,0,0,0,0
,,Gain +$ev1 $en1 when mining Seams in Khaz Algar.,128525,0,0,0,0
Seams,,Specialize in mining Seams across Khaz Algar. Gain +$ev1 $en1 in these deposits per point in this specialization.,128526,0,3594132,0,0
,,Gain +$ev1 $en1 when mining Rich deposits in Khaz Algar.,128527,0,0,0,0
,,Gain +$ev1 $en1 when mining Rich deposits in Khaz Algar.,128528,0,0,0,0
,,"Whenever you mine a Rich deposit, there is a chance to dislodge a chunk of rock that can be mined for additional ore.",128529,0,0,0,0
,,Gain +$ev1 $en1 when mining Rich deposits in Khaz Algar.,128530,0,0,0,0
,,Gain +$ev1 $en1 when mining Rich deposits in Khaz Algar.,128531,0,0,0,0
,,Gain +$ev1 $en1 when mining Rich deposits in Khaz Algar.,128532,0,0,0,0
Rich Deposits,,Specialize in mining Rich deposits across Khaz Algar. Gain +$ev1 $en1 in these deposits per point in this specialization.,128533,0,3594133,0,0
,,You can now mine while mounted in Khaz Algar.,128534,0,0,0,0
,,Gain +$ev1 $en1 when mining in Khaz Algar.,128535,0,0,0,0
,,Gain +$ev1 $en1 when mining in Khaz Algar.,128536,0,0,0,0
,,Gain +$ev1 $en1 when mining in Khaz Algar.,128537,0,0,0,0
,,Gain +$ev1 $en1 when mining in Khaz Algar.,128538,0,0,0,0
,,Gain +$ev1 $en1 when mining in Khaz Algar.,128539,0,0,0,0
,,Gain +$ev1 $en1 when mining in Khaz Algar.,128540,0,0,0,0
,,Gain +$ev1 $en1 when mining in Khaz Algar.,128541,0,0,0,0
,,Gain +$ev1 $en1 when mining in Khaz Algar.,128542,0,0,0,0
,,Gain +$ev1 $en1 when mining in Khaz Algar.,128543,0,0,0,0
,,"Whenever you mine in Khaz Algar, you restore 1 Vigor.",128544,0,0,0,0
Mining Fundamentals,,Specialize in nuanced mining methodology to improve your techniques. Gain +$ev1 $en1 while mining in Khaz Algar per point in this specialization.,128545,0,4620679,0,0
Seams,,,128546,0,3594132,0,0
Rich Deposits,,,128547,0,3594133,0,0
Mining Fundamentals,,Specialize in nuanced mining methodology to improve your techniques. Knowledge in this area will allow you to get the most out of your rich and seam deposits discoveries.,128548,0,4620679,0,0
,,Overloading a Webbed Ore Deposit now summons twice as many Spindlespiders to capture.,128549,0,0,0,0
,,Gain +$ev1 $en1 when mining Webbed Ore Deposits.,128550,0,0,0,0
,,Gain +$ev1 $en1 when mining Webbed Ore Deposits.,128551,0,0,0,0
,,Gain +$ev1 $en1 when mining Webbed Ore Deposits.,128552,0,0,0,0
,,Mining Webbed Ore Deposits grant an additional 30% cooldown reduction to $@spellname423394.,128553,0,0,0,0
,,Gain +$ev1 $en1 when mining Webbed Ore Deposits.,128554,0,0,0,0
,,Gain +$ev1 $en1 when mining Webbed Ore Deposits.,128555,0,0,0,0
,,Gain +$ev1 $en1 when mining Webbed Ore Deposits.,128556,0,0,0,0
,,You have learned how to avoid getting caught in the sticky clutches of Webbed Ore Deposits.,128557,0,0,0,0
Webbed,,"Specialize in the harvesting of deposits trapped in spindlespider webs found across Khaz Algar, gaining +$ev1 $en1 to these deposits per point in this specialization.",128558,0,5764932,0,0
,,"You now gather from armed mining deposits much quicker, resulting in a much lower chance of a pickaxe related accident.",128559,0,0,0,0
,,Gain +$ev1 $en1 when mining EZ-Mine deposits.,128560,0,0,0,0
,,Gain +$ev1 $en1 when mining EZ-Mine deposits.,128561,0,0,0,0
,,Gain +$ev1 $en1 when mining EZ-Mine deposits.,128562,0,0,0,0
,,Mining EZ-Mine deposits grant an additional 30% cooldown reduction to $@spellname423394.,128563,0,0,0,0
,,Gain +$ev1 $en1 when mining EZ-Mine deposits.,128564,0,0,0,0
,,Gain +$ev1 $en1 when mining EZ-Mine deposits.,128565,0,0,0,0
,,Gain +$ev1 $en1 when mining EZ-Mine deposits.,128566,0,0,0,0
,,Damage taken from dislodged dynamite is significantly less lethal.,128567,0,0,0,0
Outlawed Techniques,,"Specialize in the peculiar EZ-Mine nodes found across Khaz Algar, gaining +$ev1 $en1 to these deposits per point in this specialization.",128568,0,4203197,0,0
,,You can receive additional Writhing Samples when harvesting creatures summoned when overloading Weeping deposits.,128569,0,0,0,0
,,Gain +$ev1 $en1 when mining Weeping deposits.,128570,0,0,0,0
,,Gain +$ev1 $en1 when mining Weeping deposits.,128571,0,0,0,0
,,Gain +$ev1 $en1 when mining Weeping deposits.,128572,0,0,0,0
,,Mining Weeping deposits grant an additional 30% cooldown reduction to $@spellname423394.,128573,0,0,0,0
,,Gain +$ev1 $en1 when mining Weeping deposits.,128574,0,0,0,0
,,Gain +$ev1 $en1 when mining Weeping deposits.,128575,0,0,0,0
,,Gain +$ev1 $en1 when mining Weeping deposits.,128576,0,0,0,0
,,Damage taken from Horrific Poison when gathering Weeping deposits is reduced.,128577,0,0,0,0
Weeping,,"Specialize in the peculiar Weeping nodes found across Khaz Algar, gaining +$ev1 $en1 to these deposits per point in this specialization.",128578,0,5704419,0,0
,,Overloading a Crystallized deposit grants bonus Crystalline Powder.,128579,0,0,0,0
,,Gain +$ev1 $en1 when mining Crystallized deposits.,128580,0,0,0,0
,,Gain +$ev1 $en1 when mining Crystallized deposits.,128581,0,0,0,0
,,Gain +$ev1 $en1 when mining Crystallized deposits.,128582,0,0,0,0
,,Mining Crystallized deposits grant an additional 30% cooldown reduction to $@spellname423394.,128583,0,0,0,0
,,Gain +$ev1 $en1 when mining Crystallized deposits.,128584,0,0,0,0
,,Gain +$ev1 $en1 when mining Crystallized deposits.,128585,0,0,0,0
,,Gain +$ev1 $en1 when mining Crystallized deposits.,128586,0,0,0,0
,,Return portals are now summoned at your destination after Overloading Crystallized deposits.,128587,0,0,0,0
Crystallized,,"Specialize in the peculiar Crystallized nodes found across Khaz Algar, gaining +$ev1 $en1 to these deposits per point in this specialization.",128588,0,5735004,0,0
,,Gain an additional charge of $@spellname423394.,128589,449025,0,0,0
,,Learn the final sub-specialization.,128590,0,0,0,0
,,The cooldown reduction of $@spellname423394 when mining is increased by 5%.,128591,0,0,0,0
,,Learn a sub-specialization of your choice.,128592,0,0,0,0
,,The cooldown reduction of $@spellname423394 when mining is increased by 5%.,128593,0,0,0,0
,,Learn a sub-specialization of your choice.,128594,0,0,0,0
,,The cooldown reduction of $@spellname423394 when mining is increased by 5%.,128595,0,0,0,0
,,Learn a sub-specialization of your choice.,128596,0,0,0,0
,,The cooldown reduction of $@spellname423394 when mining is increased by 5%.,128597,0,0,0,0
,,The cooldown of $@spellname423394 is reduced whenever you mine on Khaz Algar.|nTeaches you $@spellname423394 if you have not already learned it.,128598,423394,0,0,0
Mastering the Mysterious,,Specialize in mining unusual deposits across Khaz Algar. You gain +$ev1 $en1 to these deposits per point in this specialization.,128599,0,4554440,0,0
Webbed,,,128600,0,4643990,0,0
Outlawed Techniques,,,128601,0,4203197,0,0
Weeping,,,128602,0,5704419,0,0
Crystallized,,,128603,0,5735004,0,0
Mastering the Mysterious,,"Specialize in mining unusual deposits across Khaz Algar, such as those touched by ominous forces.",128604,0,4554440,0,0
,,,128605,444845,0,0,0
,,Learn the final sub-specialization.,128606,0,0,0,0
,,Learn a sub-specialization of your choice.,128607,0,0,0,0
,,,128608,444774,0,0,0
,,,128612,456498,0,0,0
,,,128613,455597,0,0,0
,,,128614,197721,0,0,0
,,,128615,392160,0,0,0
,,,128616,430720,0,0,0
,,,128617,430709,0,0,0
,,,128618,467897,0,0,0
,,,128619,1268705,0,0,0
,,,128620,445702,0,0,0
,,,128621,445715,0,0,0
,,,128622,447960,0,0,0
,,,128623,447959,0,0,0
,,,128624,447982,0,0,0
,,,128625,447981,0,0,0
,,,128626,448286,0,0,0
,,,128627,448287,0,0,0
,,,128628,437460,0,0,0
,,,128629,0,0,0,472715
,,,128630,474750,0,0,0
,,,128631,377842,0,0,0
,,,128632,1262034,0,0,0
,,,128633,449191,0,0,0
,,,128634,385786,0,0,0
,,Learn $@spellname430624 which allows you to turn the rarest transmutagen into impressive gemstones highly coveted by prestigious Jewelcrafters.,128635,430624,0,0,0
,,You have a chance to receive additional Gleaming Transmutagen when performing acts of $@spellname430315 or Transmutation.,128636,0,0,0,0
,,Gain +$ev1 $en1 to $@spellname430315.,128637,0,0,0,0
,,Learn how to transmute mundane transmutagens into Gleaming Transmutagen.,128638,449571,0,0,0
,,You have a chance to receive additional Gleaming Transmutagen when performing acts of $@spellname430315 or Transmutation.,128639,0,0,0,0
,,Transmutations now also grant Gleaming Transmutagen.,128640,0,0,0,0
Gleaming Transmutagen,,"Further your understanding of Gleaming Transmutagen and its uses. This knowledge improves your mastery of $@spellname430315, increasing your $en1 by $ev1 per point in this specialization.",128641,0,1500960,0,0
,,Acts of $@spellname430315 with Ominous materials now yield a small amount of Volatile Transmutagen.,128642,0,0,0,0
,,You have a chance to receive additional Ominous Transmutagen when performing acts of $@spellname430315 or Transmutation.,128643,0,0,0,0
,,Gain +$ev1 $en1 to $@spellname430315 and Ominous Transmutations.,128644,0,0,0,0
,,You have a chance to receive additional Ominous Transmutagen when performing acts of $@spellname430315 or Transmutation.,128645,0,0,0,0
,,You may now discover Ominous Transmutations by performing Thaumaturgy on Ominous Transmutagen.,128646,0,0,0,0
,,Learn $@spellname449574 which allows you to transmute Ominous Transmutagen using Volatile and Mercurial transmutagens.,128647,449574,0,0,0
Ominous Materials,,Increases your $en1 in $@spellname430315 and Ominous Transmutations by +$ev1 per point in this specialization.,128648,0,1500905,0,0
,,Acts of $@spellname430315 with Volatile materials now yield a small amount of Mercurial Transmutagen.,128649,0,0,0,0
,,You have a chance to receive additional Volatile Transmutagen when performing acts of $@spellname430315 or Transmutation.,128650,0,0,0,0
,,Gain +$ev1 $en1 to $@spellname430315 and Volatile Transmutations.,128651,0,0,0,0
,,You have a chance to receive additional Volatile Transmutagen when performing acts of $@spellname430315 or Transmutation.,128652,0,0,0,0
,,You may now discover Volatile Transmutations by performing Thaumaturgy on Volatile Transmutagen.,128653,0,0,0,0
,,Learn $@spellname449575 which allows you to transmute Volatile Transmutagen using Mercurial and Ominous transmutagens.,128654,449575,0,0,0
Volatile Materials,,Increases your $en1 in $@spellname430315 and Volatile Transmutations by +$ev1 per point in this specialization.,128655,0,1500942,0,0
,,Acts of $@spellname430315 with Mercurial materials now yield a small amount of Ominous Transmutagen.,128656,0,0,0,0
,,You have a chance to receive additional Mercurial Transmutagen when performing acts of $@spellname430315 or Transmutation.,128657,0,0,0,0
,,Gain +$ev1 $en1 to $@spellname430315 and Mercurial Transmutations.,128658,0,0,0,0
,,You have a chance to receive additional Mercurial Transmutagen when performing acts of $@spellname430315 or Transmutation.,128659,0,0,0,0
,,You may now discover Mercurial Transmutations by performing Thaumaturgy on Mercurial Transmutagen.,128660,0,0,0,0
,,Learn $@spellname449573 which allows you to transmute Mercurial Transmutagen using Volatile and Ominous transmutagens.,128661,449573,0,0,0
Mercurial Materials,,Increases your $en1 in $@spellname430315 and Mercurial Transmutations by +$ev1 per point in this specialization.,128662,0,1500932,0,0
,,Your first act of $@spellname430315 each day yields a significant amount of extra transmutagen.,128663,0,0,0,0
,,Learn the final sub-specialization.,128664,0,0,0,0
,,Learn $@spellname449938 which allows you to transmute Gleaming Transmutagen into a random assortment of materials.,128665,449938,0,0,0
Gleaming Transmutagen,,,128666,0,1500960,0,0
Ominous Materials,,,128667,0,1500905,0,0
Volatile Materials,,,128668,0,1500942,0,0
Mercurial Materials,,,128669,0,1500932,0,0
,,,128670,458513,0,0,0
,,,128671,449558,0,0,0
,,,128672,449394,0,0,0
,,,128673,421382,0,0,0
,,,128674,421382,0,0,0
,,,128675,421382,0,0,0
,,,128676,389623,0,0,0
,,,128677,449706,0,0,0
,,,128678,449703,0,0,0
,,,128679,451234,0,0,0
,,,128680,34433,0,0,0
,,,128681,450138,0,0,0
,,,128682,451569,0,0,0
,,,128683,451018,0,0,0
,,,128696,450870,0,0,0
,,,128697,450356,0,0,0
,,,128698,383197,0,0,0
,,,128699,450965,0,0,0
,,,128703,451043,0,0,0
,,,128704,451029,0,0,0
,,,128705,449349,0,0,0
,,,128706,451211,0,0,0
,,,128707,450378,0,0,0
,,,128708,1253892,0,0,0
,,,128709,450381,0,0,0
,,"[NYI] Further improve your connection with Duskweave, decreasing how quickly you exhaust the magic used to craft Duskweave Bolts.",128762,0,0,0,0
,,Gain +$ev1 $en1 when making Duskweave Bolts.,128763,0,0,0,0
,,Gain +$ev1 $en1 when making Duskweave Bolts and learn to craft $@spellname446935.,128764,446935,0,0,0
,,Gain +$ev1 $en1 when making Duskweave Bolts.,128765,0,0,0,0
,,"[NYI] Further improve your connection with Duskweave, decreasing how quickly you exhaust the magic used to craft Duskweave Bolts.",128766,0,0,0,0
Duskweaving,,"Master the art of creating Duskweave Bolts, gaining +$ev1 $en1 per point in this Specialization.",128767,0,4549277,0,0
,,Learn to craft $@spellname446933.,128768,446933,0,0,0
,,Gain +$ev1 $en1 and +$ev2 $en1 when making and using Duskweave.,128769,0,0,0,0
,,Gain +$ev1 $en1 and +$ev2 $en1 when making and using Duskweave.,128770,0,0,0,0
,,Learn a sub-specialization of your choice.,128771,0,0,0,0
,,Learn to craft $@spellname446932.,128772,446932,0,0,0
,,Gain +$ev1 $en1 when making and using Duskweave.,128773,0,0,0,0
,,Learn to craft an $@spellname376556.,128774,446927,0,0,0
Duskweave Tailoring,,"Unravel thread imbued with Dawn's light in your tailoring, gaining +$ev1 +$en1 Crafting Skill per point in this specialization when making and using Duskweave.",128775,0,4549274,0,0
,,"[NYI] Further improve your connection with Dawnweave, decreasing how quickly you exhaust the magic used to craft Dawnweave Bolts.",128776,0,0,0,0
,,Gain +$ev1 $en1 when making Dawnweave Bolts.,128777,0,0,0,0
,,Gain +$ev1 $en1 when making Dawnweave Bolts and learn to craft $@spellname446934.,128778,446934,0,0,0
,,Gain +$ev1 $en1 when making Dawnweave Bolts.,128779,0,0,0,0
,,"[NYI] Further improve your connection with Dawnweave, decreasing how quickly you exhaust the magic used to craft Dawnweave Bolts.",128780,0,0,0,0
Dawnweaving,,"Master the art of creating Dawnweave Bolts, gaining +$ev1 $en1 per point in this Specialization.",128781,0,4549266,0,0
,,Learn to craft $@spellname446931.,128782,446931,0,0,0
,,Gain +$ev1 $en1 and +$ev2 $en2 when making and using Dawnweave.,128783,0,0,0,0
,,Gain +$ev1 $en1 and +$ev2 $en2 when making and using Dawnweave.,128784,0,0,0,0
,,Learn a sub-specialization of your choice.,128785,0,0,0,0
,,Learn to craft $@spellname446930.,128786,446930,0,0,0
,,Gain +$ev1 $en1 when making and using Dawnweave.,128787,0,0,0,0
,,Become aware of salvaging scraps of Dawnweave from humanoids around Khaz Algar and learn to craft $@spellname446928s.,128788,446928,0,0,0
Dawnweave Tailoring,,"Unravel thread imbued with Dawn's light in your tailoring, gaining +$ev1 +$en1 Crafting Skill per point in this specialization when making and using Dawnweave.",128789,0,4549249,0,0
,,Learn the final sub-specialization.,128790,0,0,0,0
,,Gain +$ev1 $en1 and +ev2 $en2 when crafting Items using either Dawnweave or Duskweave.,128791,0,0,0,0
,,Learn to craft the $@spellname446981.,128792,446981,0,0,0
,,Gain +$ev1 $en1 and +ev2 $en2 when crafting Items using either Dawnweave or Duskweave.,128793,0,0,0,0
,,Learn to craft the $@spellname446980.,128794,446980,0,0,0
,,Gain +$ev1 $en1 and +ev2 $en2 when crafting Items using either Dawnweave or Duskweave.,128795,0,0,0,0
,,Learn a sub-specialization of your choice.,128796,0,0,0,0
From Dawn Until Dusk,,"Harness the energy imbued in threads around Khaz Algar to make powerful cloth gear and reagent items, gaining +$ev1 $en1 per point in this Specialization.",128797,0,4914680,0,0
Duskweaving,,,128798,0,5931422,0,0
Duskweave Tailoring,,,128799,0,5931428,0,0
Dawnweaving,,,128800,0,5931421,0,0
Dawnweave Tailoring,,,128801,0,5931426,0,0
From Dawn Until Dusk,,Specialize in the energy imbued in threads around Khaz Algar to make powerful cloth gear and reagent items.,128802,0,4914680,0,0
,,"[NYI] Further improve your connection with Duskweave, decreasing how quickly you exhaust the magic used to craft Duskweave Bolts.",128803,0,0,0,0
,,Gain +$ev1 $en1 when making Duskweave Bolts.,128804,0,0,0,0
,,Gain +$ev1 $en1 when making Duskweave Bolts and learn to craft $@spellname446935.,128805,446935,0,0,0
,,Gain +$ev1 $en1 when making Duskweave Bolts.,128806,0,0,0,0
,,"[NYI] Further improve your connection with Duskweave, decreasing how quickly you exhaust the magic used to craft Duskweave Bolts.",128807,0,0,0,0
Duskweaving,,"Master the art of creating Duskweave Bolts, gaining +$ev1 $en1 per point in this Specialization.",128808,0,4549277,0,0
,,Learn to craft $@spellname446933.,128809,446933,0,0,0
,,Gain +$ev1 $en1 and +$ev2 $en1 when making and using Duskweave.,128810,0,0,0,0
,,Gain +$ev1 $en1 and +$ev2 $en1 when making and using Duskweave.,128811,0,0,0,0
,,Learn a sub-specialization of your choice.,128812,0,0,0,0
,,Learn to craft $@spellname446932.,128813,446932,0,0,0
,,Gain +$ev1 $en1 when making and using Duskweave.,128814,0,0,0,0
,,Learn to craft an $@spellname376556.,128815,446927,0,0,0
Duskweave Tailoring,,"Unravel thread imbued with Dawn's light in your tailoring, gaining +$ev1 +$en1 Crafting Skill per point in this specialization when making and using Duskweave.",128816,0,4549274,0,0
,,"[NYI] Further improve your connection with Dawnweave, decreasing how quickly you exhaust the magic used to craft Dawnweave Bolts.",128817,0,0,0,0
